season,week,team,season_type,game_id,opponent_team,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,passing_10,passing_16,passing_20,passing_40,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,rushing_10,rushing_12,rushing_20,rushing_40,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,receiving_10,receiving_16,receiving_20,receiving_40,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,timeouts,fumbles_forced_by_opp,fumbles_not_forced,fumbles_out_of_bounds,fumbles_total,fumbles_lost_total,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance,pt_att,pt_blocked,pt_long,pt_yards,pt_inside_20,pt_out_of_bounds,pt_downed,pt_touchback,pt_fair_caught,pt_returned,pt_return_yards,pt_return_tds,pt_net_yards
2002,1,ARI,REG,2002_01_ARI_WAS,WAS,14,36,187,1,1,1,0,0,0,8,187,9,-0.530659634378738,,0,9,5,3,0,20,70,1,0,0,5,1.66918346151942,0,1,0,0,0,14,35,187,1,0,0,8,0,9,0.46114159585815,0,9,5,3,0,0,46,1,29,1,7,0,1,7,1,1,17,4,0,1,0,0,1,0,0,0,0,1,5,3,1,0,0,1,0,3,24,6,119,3,4,1,0,39.0,0.75,0,1,2,0,0,0,0,0,0,0,1,0,36;20;39,52,,95,52,0,2,2,0,0,1.0,0,0,0,0,0,5,0,51.0,227,1,0,0,1,1,3,26,0,181
2002,1,ATL,REG,2002_01_ATL_GB,GB,15,23,209,1,0,4,-15,0,0,0,209,9,8.54117769307617,,0,8,4,4,1,30,180,3,1,0,13,12.9223894291208,0,7,7,0,0,15,22,209,1,1,1,0,0,9,9.33751826048523,0,8,4,4,1,0,46,15,23,3,12,3,2,11,2,0,0,3,0,0,0,0,0,0,1,0,0,4,82,7,1,1,1,2,1,1,36,6,156,2,2,0,0,52.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,21;52,,,73,0,0,4,4,0,0,1.0,0,0,0,0,0,3,0,46.0,117,1,0,0,0,3,0,0,0,117
2002,1,BAL,REG,2002_01_BAL_CAR,CAR,20,34,218,1,1,2,-6,0,0,-8,218,10,-0.993676378799497,,0,9,4,2,0,19,77,0,0,0,5,-0.285478605772369,0,4,3,0,0,20,31,218,1,0,0,-8,0,10,7.44153034692827,0,9,4,2,0,0,39,4,20,4,20,0,2,16,3,0,0,2,0,0,0,0,0,0,0,0,0,6,45,3,0,0,0,0,0,3,13,2,27,0,1,1,0,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,,47,,0,47,0,1,1,0,0,1.0,0,0,0,0,0,7,0,47.0,251,3,0,1,0,2,4,32,0,219
2002,1,BUF,REG,2002_01_NYJ_BUF,NYJ,26,39,271,1,2,4,-29,0,0,16,271,13,1.31321628912746,,0,10,4,2,1,32,142,3,1,1,8,-1.54082487162668,0,4,2,0,0,26,39,271,1,0,0,16,0,13,6.89081321677121,0,10,4,2,1,0,36,5,13,5,20,1,3,17,3,0,0,1,0,0,0,0,0,0,1,0,0,10,82,4,1,0,0,1,1,2,12,7,135,1,2,1,0,52.0,0.5,0,0,0,0,1,0,0,0,0,0,1,0,52,50,,52,50,0,4,4,0,0,1.0,0,0,0,0,0,1,1,64.0,64,0,0,0,0,0,1,10,0,54
2002,1,CAR,REG,2002_01_BAL_CAR,BAL,12,19,136,1,0,2,-16,0,0,0,136,7,0.889013893727679,,0,6,3,2,0,36,145,0,0,0,6,-7.08898921379293,0,5,4,1,0,12,17,136,1,0,0,0,0,7,6.34742915240349,0,6,3,2,0,0,36,6,10,6,10,0,2,6,2,1,22,11,0,1,0,0,0,0,0,0,0,6,35,2,0,1,1,1,0,4,32,0,0,1,2,1,0,27.0,0.5,0,1,0,0,0,0,0,0,0,0,1,0,27,50,,27,50,0,1,1,0,0,1.0,0,0,0,0,0,7,0,50.0,297,3,1,1,0,2,3,13,0,284
2002,1,CHI,REG,2002_01_MIN_CHI,MIN,20,33,297,2,1,1,-9,0,0,27,297,12,12.3563323301509,,0,11,6,6,1,26,80,1,1,1,6,-6.74753075273518,0,3,1,0,0,20,32,297,2,0,0,27,0,12,15.7182537475533,0,11,6,6,1,0,45,10,10,6,18,2,1,6,0,2,16,6,0,0,0,0,0,-11,1,0,0,4,33,5,0,1,0,1,1,2,37,5,109,2,3,1,0,49.0,0.666666666666667,0,0,0,2,0,0,0,0,0,1,0,0,49;49,43,,98,43,0,3,3,0,0,1.0,0,0,0,0,0,3,0,43.0,122,1,0,1,0,0,2,16,0,106
2002,1,CIN,REG,2002_01_SD_CIN,LAC,18,31,198,0,1,4,-31,0,0,3,198,8,-8.94223969311998,,0,8,2,1,1,13,36,0,0,0,2,-2.68774651264539,0,0,0,0,0,18,31,198,0,0,0,3,0,8,-2.56488612983028,0,8,2,1,1,0,52,2,12,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,57,4,0,0,0,0,0,0,0,4,79,2,2,0,0,54.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,21;54,,,75,0,0,0,0,0,0,,0,0,0,0,0,5,0,57.0,221,1,0,2,0,0,3,33,0,188
2002,1,CLE,REG,2002_01_KC_CLE,KC,28,40,359,4,0,1,-7,1,1,0,359,19,13.0004368250875,,0,13,7,6,2,20,59,0,0,0,2,-1.81439687035388,0,0,0,0,0,28,40,359,4,0,0,0,0,19,17.2665251825156,0,13,7,6,2,0,41,9,9,5,15,0,0,0,0,1,24,3,0,0,0,0,0,0,0,0,0,4,38,4,1,0,0,1,1,1,23,6,120,4,4,0,0,41.0,1.0,0,1,2,1,0,0,0,0,0,0,0,0,20;32;34;41,,,127,0,0,3,3,0,0,1.0,0,0,0,0,0,2,0,47.0,74,0,0,1,1,0,0,0,0,54
2002,1,DAL,REG,2002_01_DAL_HOU,HOU,13,30,131,0,1,3,-19,0,0,8,131,5,-12.7955979319347,,0,4,3,2,0,24,155,1,0,0,5,1.93201596930157,0,3,3,3,1,13,30,131,0,0,0,8,0,5,-8.69804046685455,0,4,3,2,0,0,54,3,3,10,42,0,6,22,7,1,7,7,0,1,0,0,2,0,0,0,0,9,117,5,2,1,0,3,1,7,10,4,63,1,2,1,0,33.0,0.5,0,0,1,0,0,0,0,0,0,1,0,0,33,42,,33,42,0,1,1,0,0,1.0,0,0,0,0,0,9,0,47.0,340,1,0,1,0,4,4,21,0,319
2002,1,DEN,REG,2002_01_STL_DEN,LA,18,27,202,2,2,4,-15,1,0,28,202,10,-3.81262287997862,,0,9,4,2,0,26,104,0,0,0,5,-3.22710354179914,0,3,2,0,0,18,26,202,2,0,0,28,0,10,5.97396223712957,0,9,4,2,0,0,48,4,12,8,28,1,3,20,3,1,-2,7,0,0,0,0,1,0,1,2,0,3,31,3,0,1,0,1,0,1,4,0,0,3,3,0,0,41.0,1.0,0,0,2,1,0,0,0,0,0,0,0,0,41;34;32,,,107,0,0,2,2,0,0,1.0,0,0,0,0,0,3,0,63.0,155,0,0,0,0,0,3,14,0,141
2002,1,DET,REG,2002_01_DET_MIA,MIA,17,36,220,1,1,3,-14,1,0,8,220,10,-4.09894764510682,,0,10,5,2,1,19,51,2,0,0,4,0.533982293738518,0,0,0,0,0,17,36,220,1,0,0,8,0,10,0.749581202806439,0,10,5,2,1,0,44,0,20,2,3,2,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,6,68,2,1,1,0,2,1,4,28,6,125,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,3,3,0,0,1.0,0,0,0,0,0,6,0,55.0,284,1,0,0,1,2,3,35,0,229
2002,1,GB,REG,2002_01_ATL_GB,ATL,25,36,284,2,0,2,-11,0,0,0,284,15,11.9699708573029,,0,12,7,1,1,38,211,2,3,1,12,3.15762759177289,0,7,4,1,0,25,35,284,2,0,0,0,0,15,14.4457640914645,0,12,7,1,1,0,37,14,16,5,17,1,4,15,4,0,0,2,0,0,0,0,2,0,1,0,0,3,15,3,3,0,0,3,1,0,0,4,90,3,4,1,0,42.0,0.75,0,1,1,1,0,0,0,0,0,1,0,0,28;42;34,42,,104,42,0,4,4,0,0,1.0,1,1,0,0,34,2,0,45.0,72,1,0,0,0,1,1,36,0,36
2002,1,HOU,REG,2002_01_DAL_HOU,DAL,10,22,145,2,1,6,-22,0,0,-7,145,5,-9.24862815143272,,0,4,3,2,1,35,87,0,1,0,3,-11.8000845439965,0,3,2,0,0,10,22,145,2,0,0,-7,0,5,-0.759527681861073,0,4,3,2,1,0,51,1,1,4,20,2,3,19,3,1,0,12,0,0,1,0,1,-9,1,0,0,11,80,3,0,1,0,1,0,4,21,4,85,1,1,0,0,42.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,42,,,42,0,0,2,2,0,0,1.0,0,0,0,0,0,10,0,49.0,412,6,0,1,0,2,7,10,0,402
2002,1,IND,REG,2002_01_IND_JAX,JAX,41,66,439,5,1,2,-11,1,0,2,439,24,13.1161334125076,,1,17,10,6,0,60,222,1,0,0,13,1.36957669779076,0,2,1,0,0,41,65,439,5,2,2,2,0,24,6.12442508006772,1,17,10,6,0,0,102,0,8,5,18,3,2,11,1,1,40,5,6,1,0,0,1,0,3,9,0,7,54,10,3,2,1,5,3,4,15,6,89,1,3,1,1,27.0,0.333333333333333,0,1,0,0,0,0,0,0,0,0,1,0,27,52,33.0,27,52,33,6,6,0,0,1.0,0,0,0,0,0,6,0,65.0,298,3,0,1,1,0,4,15,0,263
2002,1,KC,REG,2002_01_KC_CLE,CLE,20,29,276,1,1,0,0,0,0,8,276,12,11.4413357367705,,0,12,7,4,1,30,194,4,0,0,10,10.5325792180688,0,6,5,3,0,20,28,276,1,0,0,8,0,12,11.4318728361652,0,12,7,4,1,0,43,8,8,0,0,1,1,7,0,0,0,6,0,0,0,0,0,0,1,0,0,9,87,5,0,0,0,0,0,0,0,7,192,2,2,0,0,33.0,1.0,0,0,2,0,0,0,0,0,0,0,0,0,33;30,,,63,0,0,4,4,0,0,1.0,1,1,0,0,30,4,0,55.0,164,0,1,1,1,0,1,23,0,121
2002,1,MIA,REG,2002_01_DET_MIA,DET,18,27,207,3,0,0,0,0,0,0,207,15,19.2145392883685,,0,9,5,3,0,41,182,3,0,0,11,0.559894571255427,0,6,2,1,0,18,25,207,3,1,0,0,0,15,19.7501508842106,0,9,5,3,0,0,37,0,14,2,7,1,3,14,3,1,28,5,0,1,0,0,1,0,1,0,1,4,54,6,2,0,1,2,0,3,35,3,75,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,7,7,0,0,1.0,0,0,0,0,0,5,0,56.0,239,0,0,0,1,0,4,28,0,191
2002,1,MIN,REG,2002_01_MIN_CHI,CHI,16,28,234,1,2,1,-6,1,1,53,234,9,8.5703327628825,,0,8,4,4,2,33,140,1,1,0,9,1.09995002252729,0,7,3,0,0,16,28,234,1,0,0,53,0,9,10.3073251953564,0,8,4,4,2,0,46,6,6,5,16,0,1,9,1,1,6,3,0,0,0,0,1,0,1,0,0,8,52,2,2,0,0,2,1,2,16,5,115,3,3,0,0,42.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,30;22;42,,,94,0,0,2,2,0,0,1.0,0,0,0,0,0,3,0,50.0,116,0,0,1,0,0,2,37,0,79
2002,1,NE,REG,2002_01_PIT_NE,PIT,29,43,294,3,0,2,-14,0,0,0,294,14,7.50714049333044,,0,12,6,3,1,18,63,0,1,1,2,-8.61942382401321,0,1,1,1,0,29,43,294,3,0,0,0,0,14,9.73170540914441,0,12,6,3,1,0,30,31,31,7,53,2,5,38,4,3,4,7,0,0,0,0,0,0,2,0,0,7,88,3,1,0,0,1,1,1,10,2,51,3,3,0,0,45.0,1.0,0,2,0,1,0,0,0,0,0,0,0,0,45;28;27,,,100,0,0,3,3,0,0,1.0,0,0,0,0,0,5,0,42.0,197,1,0,0,1,2,2,9,0,168
2002,1,NO,REG,2002_01_NO_TB,TB,24,42,260,2,1,2,-10,0,0,9,260,13,6.32613669738914,,0,11,5,4,1,34,118,0,0,0,6,-2.24741190941894,0,2,2,0,0,24,39,260,2,0,0,9,0,13,15.785805402629,0,11,5,4,1,0,35,20,28,4,12,1,3,17,2,1,0,6,1,0,0,0,0,0,0,0,0,5,45,5,0,0,0,0,0,3,48,3,52,2,2,0,0,41.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,28;41,,,69,0,0,2,2,0,0,1.0,0,0,0,0,0,8,0,55.0,307,1,1,2,0,0,5,29,0,278
2002,1,NYG,REG,2002_01_SF_NYG,SF,28,45,342,0,3,3,-24,0,0,48,342,17,6.45583042535886,,0,17,8,5,0,22,43,1,0,0,2,-10.1515372590802,0,1,1,0,0,28,45,342,0,0,0,48,0,17,10.586738927159,0,16,8,5,0,0,22,24,24,1,2,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,10,80,4,0,0,0,0,0,1,5,4,75,2,2,0,0,33.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,29;33,,,62,0,0,1,1,0,0,1.0,0,0,0,0,0,3,0,44.0,104,0,3,0,0,0,0,0,0,104
2002,1,NYJ,REG,2002_01_NYJ_BUF,BUF,24,30,210,2,0,3,-17,0,0,0,210,11,6.15135913745038,,1,7,5,2,0,14,73,0,1,1,4,-8.62255608680864,0,4,4,1,0,24,30,210,2,0,0,0,0,11,10.5135224362137,1,7,5,2,0,2,44,13,29,5,30,1,4,29,5,2,37,5,0,0,0,0,0,0,1,0,0,10,90,4,1,0,0,1,1,1,10,7,290,3,4,1,0,45.0,0.75,0,0,2,1,0,0,0,0,0,1,0,0,34;45;33,48,,112,48,0,2,2,0,0,1.0,0,0,0,0,0,3,0,45.0,115,0,1,0,0,0,2,12,0,103
2002,1,OAK,REG,2002_01_SEA_OAK,LV,19,28,214,2,1,2,-12,0,0,5,214,12,,,0,10,4,2,0,40,221,2,1,1,13,,0,8,6,3,0,19,28,214,2,0,0,5,0,12,,0,10,4,2,0,0,28,18,20,4,16,2,3,12,4,0,0,4,0,0,0,0,0,0,0,0,0,5,45,4,1,0,0,1,1,1,22,4,71,1,1,0,0,27.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,27,,,27,0,0,4,4,0,0,1.0,0,0,0,0,0,2,0,56.0,101,0,0,0,0,1,1,4,0,97
2002,1,PHI,REG,2002_01_PHI_TEN,TEN,18,36,212,3,2,6,-31,1,1,11,212,11,-4.11306669081451,,0,9,6,1,0,22,80,0,0,0,5,0.834019193018321,0,2,1,0,0,18,36,212,3,0,0,11,0,11,5.00914622306236,0,9,6,1,0,0,36,11,17,6,24,3,1,2,1,1,1,2,0,0,0,0,0,0,3,9,0,10,113,4,1,0,0,1,1,2,17,4,99,1,1,0,0,30.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,30,,,30,0,0,3,3,0,0,1.0,0,0,0,0,0,6,0,52.0,263,3,0,1,1,3,1,0,0,243
2002,1,PIT,REG,2002_01_PIT_NE,NE,25,38,247,1,3,5,-38,1,1,51,247,11,-10.3366380973021,,0,11,3,2,0,24,74,1,1,1,7,-1.25874534220202,0,3,2,0,0,25,38,247,1,0,0,51,0,11,1.22049338259967,0,11,3,2,0,0,28,19,21,3,15,1,2,14,3,0,0,2,0,0,0,0,0,0,1,3,0,13,112,5,2,0,0,2,2,2,9,6,129,0,1,1,0,,0.0,0,0,0,0,0,0,0,0,1,0,0,0,,39,,0,39,0,2,2,0,0,1.0,0,0,0,0,0,5,0,54.0,197,1,1,0,1,2,1,10,0,167
2002,1,SD,REG,2002_01_SD_CIN,LAC,15,19,160,2,0,1,0,0,0,0,160,9,,,0,7,4,3,0,45,241,2,0,0,16,,0,9,8,2,0,15,19,160,2,0,0,0,0,9,,0,7,4,3,0,0,36,0,6,7,51,0,4,31,4,1,0,4,0,0,0,0,0,0,0,0,0,4,39,4,0,0,0,0,0,3,33,2,44,2,2,0,0,28.0,1.0,0,2,0,0,0,0,0,0,0,0,0,0,28;27,,,55,0,0,4,4,0,0,1.0,0,0,0,0,0,2,0,57.0,88,1,0,0,1,1,0,0,0,68
2002,1,SEA,REG,2002_01_SEA_OAK,LV,23,32,155,2,0,3,-12,0,0,0,155,8,4.76954987707328,,0,8,1,0,0,16,43,0,1,0,3,-3.70276191079756,0,0,0,0,0,23,31,155,2,1,0,0,0,8,8.45003500188947,0,8,1,0,0,0,34,27,27,4,14,1,2,12,2,1,2,3,0,0,0,0,2,0,1,71,0,13,105,4,2,0,0,2,0,1,4,4,120,1,2,1,0,32.0,0.5,0,0,1,0,0,0,0,0,1,0,0,0,32,39,,32,39,0,2,2,0,0,1.0,0,0,0,0,0,6,0,44.0,246,1,0,1,0,4,1,22,0,224
2002,1,SF,REG,2002_01_SF_NYG,NYG,16,26,166,1,1,0,0,0,0,44,166,7,2.0233465667856,,0,6,3,3,0,25,113,0,0,0,5,0.283658825124201,0,3,2,0,0,16,26,166,1,0,0,44,0,7,2.0233465667856,0,6,3,3,0,0,40,15,15,6,33,0,3,24,3,3,28,7,0,0,0,0,0,0,0,0,0,5,29,0,0,0,0,0,0,0,0,3,65,3,5,1,1,36.0,0.6,0,1,2,0,0,0,0,0,0,1,0,0,23;33;36,48,25.0,92,48,25,1,1,0,0,1.0,1,1,0,0,36,3,0,47.0,133,2,0,1,0,1,1,5,0,128
2002,1,STL,REG,2002_01_STL_DEN,LA,32,41,315,0,1,3,-20,0,0,15,315,10,,,0,8,4,4,1,13,32,1,0,0,3,,0,1,1,0,0,32,38,315,0,0,0,15,0,10,,0,8,4,4,1,0,46,0,4,3,12,0,4,15,4,2,32,3,0,0,0,0,1,0,0,0,0,6,44,5,1,1,0,2,1,3,14,5,97,3,4,1,0,43.0,0.75,0,0,1,2,0,0,0,0,1,0,0,0,41;43;39,39,,123,39,0,1,1,0,0,1.0,0,0,0,0,0,3,0,39.0,110,2,0,2,0,0,1,4,0,106
2002,1,TB,REG,2002_01_NO_TB,NO,28,53,278,2,1,3,-17,1,0,-7,278,12,-8.8997242749954,,0,14,2,1,0,21,72,0,0,0,5,-1.52313703193795,0,1,1,1,0,28,49,278,2,0,0,-7,0,12,-4.09121623731859,0,14,2,1,0,0,42,17,27,4,11,0,2,10,3,1,23,5,0,0,0,0,1,0,0,0,0,8,85,6,1,0,0,1,0,5,29,5,143,2,4,1,1,52.0,0.5,0,0,0,1,1,0,0,0,0,0,1,0,52;40,53,47.0,92,53,47,2,2,0,0,1.0,0,0,0,0,0,8,0,52.0,351,2,0,3,2,0,3,48,0,263
2002,1,TEN,REG,2002_01_PHI_TEN,PHI,24,34,269,2,1,1,-2,0,0,10,269,15,16.7590655550105,,0,11,7,3,0,25,61,1,1,0,3,-6.44100030993442,1,2,1,0,0,24,34,269,2,2,2,10,0,15,11.3769964655024,0,11,7,3,0,0,39,7,21,6,34,1,6,31,6,2,10,8,0,1,0,0,1,-6,1,0,0,6,50,5,3,1,0,4,3,1,0,3,57,2,2,0,0,47.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,33;47,,,80,0,0,1,1,0,0,1.0,0,0,0,0,0,2,0,56.0,100,0,0,0,0,0,2,17,0,83
2002,1,WAS,REG,2002_01_ARI_WAS,ARI,28,40,327,3,1,1,-7,0,0,-6,327,13,7.27883801006331,,0,14,5,3,1,32,122,1,0,0,8,3.5887069751625,0,2,2,0,0,28,39,327,3,0,0,-6,0,13,15.1157876408202,0,14,5,3,1,0,31,1,23,2,6,1,1,0,1,1,2,6,0,0,0,0,0,0,0,0,0,7,56,1,0,0,0,0,0,3,26,6,100,1,1,0,0,35.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,35,,,35,0,0,4,4,0,0,1.0,0,0,0,0,0,4,0,63.0,211,1,0,0,1,0,3,24,0,167
2002,2,ARI,REG,2002_02_ARI_SEA,SEA,10,22,107,1,1,2,-9,1,0,2,107,8,-3.508281430637,,0,6,2,1,0,35,249,1,0,0,10,9.00139472946805,0,6,5,2,1,10,22,107,1,0,0,2,0,8,-1.71222694963217,0,6,2,1,0,1,45,20,20,5,17,1,1,7,1,0,0,8,0,1,0,0,2,0,1,21,0,7,42,3,2,0,0,2,0,2,-2,4,161,1,1,0,0,23.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,23,,,23,0,0,3,3,0,0,1.0,0,0,0,0,0,6,0,52.0,250,2,0,1,2,1,2,11,0,199
