season,week,team,season_type,game_id,opponent_team,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,passing_10,passing_16,passing_20,passing_40,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,rushing_10,rushing_12,rushing_20,rushing_40,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,receiving_10,receiving_16,receiving_20,receiving_40,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,timeouts,fumbles_forced_by_opp,fumbles_not_forced,fumbles_out_of_bounds,fumbles_total,fumbles_lost_total,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance,pt_att,pt_blocked,pt_long,pt_yards,pt_inside_20,pt_out_of_bounds,pt_downed,pt_touchback,pt_fair_caught,pt_returned,pt_return_yards,pt_return_tds,pt_net_yards
2001,1,ATL,REG,2001_01_ATL_SF,SF,11,22,121,0,0,2,-14,0,0,0,121,6,-5.49222725200928,,0,6,2,2,0,31,134,1,0,0,6,3.21724930140772,0,4,4,1,0,11,22,121,0,0,0,0,0,6,-2.70018807648364,0,6,2,2,0,0,43,16,16,2,11,0,2,11,2,1,-6,8,0,1,0,0,0,0,0,0,0,3,25,2,1,0,1,1,0,1,9,4,58,2,2,0,0,28.0,1.0,0,2,0,0,0,0,0,0,0,0,0,0,28;24,,,52,0,0,1,1,0,0,1.0,0,0,0,0,0,6,0,46.0,224,3,2,1,1,2,0,0,0,204
2001,1,BAL,REG,2001_01_CHI_BAL,CHI,24,30,262,1,0,0,0,0,0,0,262,14,14.8173065056168,,0,12,3,3,0,30,54,1,2,2,3,-19.429263409198,0,0,0,0,0,24,29,262,1,0,0,0,0,14,14.836818728813,0,12,3,3,0,0,48,12,12,6,21,2,1,5,0,2,36,9,0,0,0,0,1,-3,0,0,0,6,55,4,2,1,0,3,2,2,32,3,70,1,2,1,0,37.0,0.5,0,0,1,0,0,0,0,0,0,1,0,0,37,46,,37,46,0,2,2,0,0,1.0,0,0,0,0,0,3,0,44.0,121,0,0,0,0,1,2,16,0,105
2001,1,BUF,REG,2001_01_NO_BUF,NO,16,28,160,0,3,5,-34,0,0,40,160,8,-16.8960785569765,,0,7,4,4,0,28,125,0,0,0,3,-3.88496095273877,0,4,3,1,0,16,28,160,0,0,0,40,0,8,-10.5675573562474,0,7,4,4,0,0,34,13,19,3,7,2,2,17,2,0,0,5,0,0,0,0,0,0,0,0,0,4,35,2,0,0,0,0,0,4,44,5,77,2,2,0,0,37.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,37;22,,,59,0,0,0,0,0,0,,0,0,0,0,0,4,0,51.0,177,0,0,0,1,0,3,19,0,138
2001,1,CAR,REG,2001_01_CAR_MIN,MIN,13,22,223,1,1,2,-23,0,0,7,223,9,6.60668250113631,,0,8,7,5,1,38,91,1,1,0,6,-8.54089316469617,0,3,1,0,0,13,21,223,1,1,1,7,0,9,9.87357148701231,0,8,7,5,1,1,43,7,17,2,5,1,1,2,1,3,0,4,0,0,0,0,1,0,1,0,0,7,57,3,2,0,1,2,1,3,25,3,134,1,1,0,0,23.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,23,,,23,0,0,3,3,0,0,1.0,0,0,0,0,0,6,0,59.0,294,2,0,1,0,0,5,37,0,257
2001,1,CHI,REG,2001_01_CHI_BAL,BAL,24,39,138,0,2,1,-5,1,0,36,138,10,-7.55118461272245,,0,4,1,1,0,28,56,0,2,0,4,-9.29263095654666,0,0,0,0,0,24,39,138,0,0,0,36,0,10,-5.49015892429775,0,4,1,1,0,0,44,9,9,3,6,2,0,0,0,0,0,3,0,0,0,0,3,-6,2,1,0,5,56,3,2,1,0,3,0,2,16,3,65,2,3,1,0,46.0,0.666666666666667,0,1,0,1,0,0,0,0,0,1,0,0,20;46,43,,66,43,0,0,0,0,0,,0,0,0,0,0,5,0,45.0,196,2,1,1,0,1,2,32,0,164
2001,1,CIN,REG,2001_01_NE_CIN,NE,18,27,204,1,0,1,-8,1,1,0,204,9,0.404199896887449,,0,6,5,3,0,33,157,1,1,0,9,3.56791889178567,0,5,4,2,1,18,27,204,1,0,0,0,0,9,4.72417522563556,0,6,5,3,0,0,35,1,23,4,17,0,4,17,5,0,0,4,0,0,0,0,0,0,0,0,0,3,20,4,2,0,1,2,1,1,4,3,109,3,3,0,0,47.0,1.0,0,0,2,1,0,0,0,0,0,0,0,0,36;47;33,,,116,0,0,2,2,0,0,1.0,0,0,0,0,0,4,0,35.0,131,1,0,1,0,3,0,0,0,131
2001,1,CLE,REG,2001_01_SEA_CLE,SEA,17,33,176,0,1,3,-27,0,0,30,176,5,-8.70115746343223,,0,5,2,2,0,25,90,0,0,0,8,0.324490464001428,0,1,1,0,0,17,33,176,0,0,0,30,0,5,-4.25395571551931,0,5,2,2,0,0,54,2,2,8,40,2,4,28,4,2,9,8,0,0,0,0,0,0,0,0,0,4,43,3,0,0,0,0,0,1,1,3,28,2,3,1,0,48.0,0.666666666666667,0,1,0,1,0,0,0,0,1,0,0,0,48;22,37,,70,37,0,0,0,0,0,,0,0,0,0,0,6,0,58.0,282,1,3,1,0,0,2,46,0,236
2001,1,DAL,REG,2001_01_TB_DAL,TB,9,19,34,0,2,2,-6,1,0,48,34,1,-12.0748895951027,,0,2,0,0,0,23,99,0,1,1,6,-6.84284322365895,0,5,3,1,0,9,19,34,0,0,0,48,0,1,-10.1001646592694,0,2,0,0,0,0,52,0,14,7,15,1,2,3,2,1,0,5,0,0,0,0,1,-2,1,0,0,4,32,3,1,1,0,2,1,3,18,3,131,2,2,0,0,46.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,22;46,,,68,0,0,0,0,0,0,,0,0,0,0,0,5,0,40.0,184,2,0,2,0,1,2,0,0,184
2001,1,DEN,REG,2001_01_NYG_DEN,NYG,21,29,330,3,0,0,0,0,0,0,330,13,18.5678869416531,,0,12,11,6,0,36,143,1,1,0,11,-0.487346585956402,0,5,3,1,0,21,29,330,3,0,0,0,0,13,18.5678869416531,0,12,11,6,0,0,41,2,6,7,22,0,3,13,3,0,0,7,0,0,0,0,1,0,0,0,0,6,36,5,0,1,0,1,0,3,54,2,47,1,2,1,0,37.0,0.5,0,0,1,0,0,0,0,0,0,0,0,1,37,65,,37,65,0,4,4,0,0,1.0,0,0,0,0,0,4,0,64.0,201,2,0,0,0,1,3,24,0,177
2001,1,DET,REG,2001_01_DET_GB,GB,20,39,276,0,2,7,-44,1,1,18,276,11,-11.252713867927,,0,12,8,5,1,20,56,0,0,0,1,-7.88936589988079,0,0,0,0,0,20,39,276,0,0,0,18,0,11,2.36751642229681,0,12,8,5,1,0,39,11,15,6,34,2,3,15,1,0,0,2,0,0,0,0,0,0,1,0,0,4,57,2,1,0,0,1,1,2,43,5,127,2,2,0,0,49.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,49;39,,,88,0,0,0,0,0,0,,0,0,0,0,0,4,0,41.0,156,2,0,0,0,3,1,4,0,152
