version,season,week,metric,test,identical,max_abs_diff,note
v1,2024,17,epa,poison,True,0.0,
v1,2024,17,epa,truncate,True,0.0,
v1,2024,17,pass_epa,poison,True,0.0,
v1,2024,17,pass_epa,truncate,True,0.0,
v1,2024,17,rush_epa,poison,True,0.0,
v1,2024,17,rush_epa,truncate,True,0.0,
v1,2024,17,sr,poison,True,0.0,
v1,2024,17,sr,truncate,True,0.0,
v1,2024,17,pass_sr,poison,True,0.0,
v1,2024,17,pass_sr,truncate,True,0.0,
v1,2024,17,rush_sr,poison,True,0.0,
v1,2024,17,rush_sr,truncate,True,0.0,
v1,2024,17,cpoe,poison,True,0.0,
v1,2024,17,cpoe,truncate,True,0.0,
v1,2024,17,pass_oe,poison,True,0.0,
v1,2024,17,pass_oe,truncate,True,0.0,
v1,2024,17,sec_per_play,poison,True,0.0,
v1,2024,17,sec_per_play,truncate,True,0.0,
v1,2024,17,to_rate,poison,True,0.0,
v1,2024,17,to_rate,truncate,True,0.0,
v1,2024,17,epa_noto,poison,True,0.0,
v1,2024,17,epa_noto,truncate,True,0.0,
v1,2024,17,sr_noto,poison,True,0.0,
v1,2024,17,sr_noto,truncate,True,0.0,
v1,2024,17,early_epa,poison,True,0.0,
v1,2024,17,early_epa,truncate,True,0.0,
v1,2024,17,early_sr,poison,True,0.0,
v1,2024,17,early_sr,truncate,True,0.0,
v1,2024,17,fumble_rate,poison,True,0.0,
v1,2024,17,fumble_rate,truncate,True,0.0,
v1,2024,17,int_rate,poison,True,0.0,
v1,2024,17,int_rate,truncate,True,0.0,
v2,2024,17,epa,poison,True,0.0,
v2,2024,17,epa,truncate,True,0.0,
v2,2024,17,pass_epa,poison,True,0.0,
v2,2024,17,pass_epa,truncate,True,0.0,
v2,2024,17,rush_epa,poison,True,0.0,
v2,2024,17,rush_epa,truncate,True,0.0,
v2,2024,17,sr,poison,True,0.0,
v2,2024,17,sr,truncate,True,0.0,
v2,2024,17,pass_sr,poison,True,0.0,
v2,2024,17,pass_sr,truncate,True,0.0,
v2,2024,17,rush_sr,poison,True,0.0,
v2,2024,17,rush_sr,truncate,True,0.0,
v2,2024,17,cpoe,poison,True,0.0,
v2,2024,17,cpoe,truncate,True,0.0,
v2,2024,17,pass_oe,poison,True,0.0,
v2,2024,17,pass_oe,truncate,True,0.0,
v2,2024,17,sec_per_play,poison,True,0.0,
v2,2024,17,sec_per_play,truncate,True,0.0,
v2,2024,17,to_rate,poison,True,0.0,
v2,2024,17,to_rate,truncate,True,0.0,
v2,2024,17,epa_noto,poison,True,0.0,
v2,2024,17,epa_noto,truncate,True,0.0,
v2,2024,17,sr_noto,poison,True,0.0,
v2,2024,17,sr_noto,truncate,True,0.0,
v2,2024,17,early_epa,poison,True,0.0,
v2,2024,17,early_epa,truncate,True,0.0,
v2,2024,17,early_sr,poison,True,0.0,
v2,2024,17,early_sr,truncate,True,0.0,
v2,2024,17,fumble_rate,poison,True,0.0,
v2,2024,17,fumble_rate,truncate,True,0.0,
v2,2024,17,int_rate,poison,True,0.0,
v2,2024,17,int_rate,truncate,True,0.0,
v1,2025,5,epa,poison,True,0.0,
v1,2025,5,epa,truncate,True,0.0,
v1,2025,5,pass_epa,poison,True,0.0,
v1,2025,5,pass_epa,truncate,True,0.0,
v1,2025,5,rush_epa,poison,True,0.0,
v1,2025,5,rush_epa,truncate,True,0.0,
v1,2025,5,sr,poison,True,0.0,
v1,2025,5,sr,truncate,True,0.0,
v1,2025,5,pass_sr,poison,True,0.0,
v1,2025,5,pass_sr,truncate,True,0.0,
v1,2025,5,rush_sr,poison,True,0.0,
v1,2025,5,rush_sr,truncate,True,0.0,
v1,2025,5,cpoe,poison,True,0.0,
v1,2025,5,cpoe,truncate,True,0.0,
v1,2025,5,pass_oe,poison,True,0.0,
v1,2025,5,pass_oe,truncate,True,0.0,
v1,2025,5,sec_per_play,poison,True,0.0,
v1,2025,5,sec_per_play,truncate,True,0.0,
v1,2025,5,to_rate,poison,True,0.0,
v1,2025,5,to_rate,truncate,True,0.0,
v1,2025,5,epa_noto,poison,True,0.0,
v1,2025,5,epa_noto,truncate,True,0.0,
v1,2025,5,sr_noto,poison,True,0.0,
v1,2025,5,sr_noto,truncate,True,0.0,
v1,2025,5,early_epa,poison,True,0.0,
v1,2025,5,early_epa,truncate,True,0.0,
v1,2025,5,early_sr,poison,True,0.0,
v1,2025,5,early_sr,truncate,True,0.0,
v1,2025,5,fumble_rate,poison,True,0.0,
v1,2025,5,fumble_rate,truncate,True,0.0,
v1,2025,5,int_rate,poison,True,0.0,
v1,2025,5,int_rate,truncate,True,0.0,
v2,2025,5,epa,poison,True,0.0,
v2,2025,5,epa,truncate,True,0.0,
v2,2025,5,pass_epa,poison,True,0.0,
v2,2025,5,pass_epa,truncate,True,0.0,
v2,2025,5,rush_epa,poison,True,0.0,
v2,2025,5,rush_epa,truncate,True,0.0,
v2,2025,5,sr,poison,True,0.0,
v2,2025,5,sr,truncate,True,0.0,
v2,2025,5,pass_sr,poison,True,0.0,
v2,2025,5,pass_sr,truncate,True,0.0,
v2,2025,5,rush_sr,poison,True,0.0,
v2,2025,5,rush_sr,truncate,True,0.0,
v2,2025,5,cpoe,poison,True,0.0,
v2,2025,5,cpoe,truncate,True,0.0,
v2,2025,5,pass_oe,poison,True,0.0,
v2,2025,5,pass_oe,truncate,True,0.0,
v2,2025,5,sec_per_play,poison,True,0.0,
v2,2025,5,sec_per_play,truncate,True,0.0,
v2,2025,5,to_rate,poison,True,0.0,
v2,2025,5,to_rate,truncate,True,0.0,
v2,2025,5,epa_noto,poison,True,0.0,
v2,2025,5,epa_noto,truncate,True,0.0,
v2,2025,5,sr_noto,poison,True,0.0,
v2,2025,5,sr_noto,truncate,True,0.0,
v2,2025,5,early_epa,poison,True,0.0,
v2,2025,5,early_epa,truncate,True,0.0,
v2,2025,5,early_sr,poison,True,0.0,
v2,2025,5,early_sr,truncate,True,0.0,
v2,2025,5,fumble_rate,poison,True,0.0,
v2,2025,5,fumble_rate,truncate,True,0.0,
v2,2025,5,int_rate,poison,True,0.0,
v2,2025,5,int_rate,truncate,True,0.0,
