step,feature,cv_logloss,delta,lo,hi,boot_p,kept
1,net_pts_per_drive_diff,0.639794634949184,-0.04915941191641318,-0.06401138321690773,-0.03353300590711619,0.0,True
2,net_pen_yds_rate_diff,0.6381660560370691,-0.001628578912114946,-0.0038772310099674753,0.0005203854647082334,0.135,False
