metric,side,n,b_raw,t_raw,b_adjustment,t_adjustment,lo,hi,R2
epa_noto,O,6302,0.999855627791191,23.973081734464643,1.0221256928402551,3.771213885151488,0.4909095893124975,1.5533417963680127,0.08550748759165261
epa_noto,D,6302,0.6569172115986535,11.695903426510444,0.8058638136102081,3.466135780609183,0.35017939987310065,1.2615482273473155,0.02156453597659913
epa,O,6302,0.9600469360878071,22.32905894537794,1.1393002644693555,4.2566615005910595,0.6147136874942228,1.663886841444488,0.07639693111933132
epa,D,6302,0.6706983802359223,12.258116940499217,0.6596789016038814,2.845478023141308,0.20529237041669562,1.1140654327910673,0.02337752297365081
to_rate,O,6302,0.27953531325345693,4.458799521826704,0.34679705209892825,1.1437314661387472,-0.24749431102433123,0.9410884152221877,0.003223897746176152
to_rate,D,6302,0.3132825721800875,5.060374399312741,-0.11774613340069112,-0.38590835724914013,-0.7157590461793959,0.4802667793780137,0.005003685177923822
pts_per_drive,O,6302,0.9539129204700734,22.121765944890303,0.9354220239684423,3.512485070072205,0.413457249528555,1.4573867984083297,0.07554224033221502
pts_per_drive,D,6302,0.6233487525649487,10.968767513117513,0.751724726355295,3.1671020676935617,0.2865191982563621,1.216930254454228,0.019245904059375096
