lam,adj,raw,delta,lo,hi,boot_p
2.0,0.6452027619347479,0.646480576047507,-0.0012778141127592526,-0.005160237099393724,0.0026118527054655896,0.501
5.0,0.6406530906458727,0.6412127768455331,-0.0005596861996602708,-0.004018129842405714,0.002905628243554995,0.731
10.0,0.6391475897051787,0.6390748543752899,7.273532988885182e-05,-0.002786015366248666,0.0028425934685037757,0.973
20.0,0.6398507268141125,0.6394760669005055,0.0003746599136070464,-0.00162997944390301,0.0023739997329086937,0.733
40.0,0.6418747354721897,0.6415687685241761,0.0003059669480135799,-0.000979134153824463,0.0016353612985654097,0.629
80.0,0.6439764765849519,0.6438259450084992,0.0001505315764525933,-0.0006346547926066463,0.0009235990826927846,0.696
200.0,0.6458836470410401,0.6458424374600351,4.120958100495114e-05,-0.00034081633733235234,0.00040815245607839473,0.825
