player_id,season,player_name,position,team,n_teams,games,targets,receptions,rec_yards,rec_tds,rec_air_yards,rec_yac,rec_first_downs,rec_epa,carries,rush_yards,rush_tds,ppr,tm_targets,tm_air_yards,tm_pass_att,tm_carries,tm_targets_full,tm_air_yards_full,tm_carries_full,tm_games,snap_games,off_snaps,tm_off_snaps,snap_pct_mean,st_snaps,off_plays_on_field,dropbacks_on_field,rushes_on_field,tm_off_plays,tm_dropbacks,tm_rushes,pfr_tgt,pfr_rec,pfr_adot,pfr_ybc,pfr_ybc_per_rec,pfr_yac,pfr_yac_per_rec,pfr_broken_tackles,pfr_rec_per_broken_tackle,pfr_drops,pfr_first_downs,ngs_avg_cushion,ngs_avg_separation,ngs_avg_intended_air_yards,ngs_percent_share_of_intended_air_yards,ngs_avg_yac,ngs_avg_expected_yac,ngs_avg_yac_above_expectation,ngs_catch_percentage,pbp_targets,rz_targets,i10_targets,ez_targets,deep_targets,third_down_targets,third_down_conv,target_epa_total,target_share,air_yards_share,target_share_full,air_yards_share_full,carry_share,carry_share_full,games_played_rate,wopr,racr,adot_nflverse,catch_rate,rec_epa_per_target,ypc,ypr,snap_share,off_snaps_pg,pass_snap_share,run_snap_share,play_share_part,targets_pg,rec_pg,rec_yards_pg,rec_tds_pg,air_yards_pg,ppr_pg,carries_pg,rush_yards_pg,rush_tds_pg,routes_proxy,routes_proxy_pg,tprr_proxy,yprr_proxy,pfr_drop_pct,target_epa,rz_targets_pg,i10_targets_pg,ez_targets_pg,deep_targets_pg,third_down_targets_pg,deep_target_rate,rz_target_share_of_own,third_down_conv_rate
00-0036988,2022,Josh Palmer,WR,LAC,1,16,107,72,769,3,929,252,39,23.628483592745226,1,4,0,169.3,636,4200,660,389,687,4521,404,17,16.0,898.0,1121.0,0.800625,2.0,914.0,616.0,259.0,1220.0,773.0,372.0,107.0,72.0,8.7,514.0,7.1,255.0,3.5,1.0,72.0,6.0,39.0,6.30794117647059,3.46356119133448,8.71906542056075,20.6331899459256,3.58194444444445,3.60566709702149,-0.0237226525770424,67.2897196261682,107.0,8.0,4.0,6.0,11.0,31.0,14.0,22.575483592745215,0.16823899371069181,0.2211904761904762,0.15574963609898107,0.20548551205485513,0.002570694087403599,0.0024752475247524753,0.9411764705882353,0.40719182389937103,0.8277717976318623,8.682242990654206,0.6728971962616822,0.22082694946490866,4.0,10.680555555555555,0.8010704727921498,56.125,0.796895213454075,0.696236559139785,0.7491803278688525,6.6875,4.5,48.0625,0.1875,58.0625,10.58125,0.0625,0.25,0.0,616.0,38.5,0.1737012987012987,1.2483766233766234,0.056074766355140186,0.21098582796958146,0.5,0.25,0.375,0.6875,1.9375,0.102803738317757,0.07476635514018691,0.45161290322580644
00-0033857,2022,JuJu Smith-Schuster,WR,KC,1,16,101,78,933,3,750,457,47,48.64216226915334,0,0,0,185.29999999999998,583,4372,617,390,614,4712,417,17,16.0,765.0,1084.0,0.704375,0.0,771.0,532.0,206.0,1161.0,726.0,365.0,101.0,78.0,7.3,468.0,6.0,465.0,6.0,3.0,26.0,6.0,47.0,5.70302083333333,3.3265782560315,7.35792079207921,16.2921114304568,6.10294871794872,4.32039450111535,1.78255421683337,77.2277227722772,101.0,16.0,4.0,4.0,3.0,25.0,16.0,49.5891622691533,0.1732418524871355,0.17154620311070448,0.16449511400651465,0.15916808149405773,0.0,0.0,0.9411764705882353,0.3799451209081964,1.244,7.425742574257426,0.7722772277227723,0.4816055670213202,,11.961538461538462,0.705719557195572,47.8125,0.7327823691460055,0.5643835616438356,0.6640826873385013,6.3125,4.875,58.3125,0.1875,46.875,11.581249999999999,0.0,0.0,0.0,532.0,33.25,0.18984962406015038,1.7537593984962405,0.0594059405940594,0.4909818046450822,1.0,0.25,0.25,0.1875,1.5625,0.0297029702970297,0.15841584158415842,0.64
00-0034521,2022,Allen Lazard,WR,GB,1,15,100,60,788,6,1249,248,45,11.311200733877277,2,0,0,174.8,476,4023,494,407,540,4478,456,17,15.0,863.0,967.0,0.8886666666666667,3.0,874.0,491.0,341.0,1111.0,608.0,433.0,100.0,60.0,12.5,540.0,9.0,248.0,4.1,1.0,60.0,6.0,45.0,5.21775510204082,2.66312720773677,12.2796,28.463676337987,4.76116666666667,4.43844412689768,0.322722539768988,60.0,100.0,18.0,10.0,13.0,24.0,31.0,18.0,12.258200733877265,0.21008403361344538,0.3104648272433507,0.18518518518518517,0.27891916033943726,0.004914004914004914,0.0043859649122807015,0.8823529411764706,0.5324514294905136,0.6309047237790232,12.49,0.6,0.11311200733877276,0.0,13.133333333333333,0.8924508790072389,57.53333333333333,0.8075657894736842,0.7875288683602771,0.7866786678667866,6.666666666666667,4.0,52.53333333333333,0.4,83.26666666666667,11.653333333333334,0.13333333333333333,0.0,0.0,491.0,32.733333333333334,0.20366598778004075,1.604887983706721,0.06,0.12258200733877266,1.2,0.6666666666666666,0.8666666666666667,1.6,2.066666666666667,0.24,0.18,0.5806451612903226
00-0036407,2022,Jerry Jeudy,WR,DEN,1,15,100,67,972,6,1146,396,41,47.382345807333515,4,40,0,204.2,481,4422,505,397,541,4998,444,17,15.0,713.0,1012.0,0.7146666666666667,0.0,725.0,449.0,235.0,1166.0,663.0,414.0,100.0,67.0,11.5,580.0,8.7,392.0,5.9,3.0,22.3,5.0,41.0,6.46097826086957,3.68994492337711,11.5622,24.5260645913984,6.30402985074627,5.19748551894216,1.10654433180411,67.0,100.0,11.0,6.0,10.0,23.0,24.0,12.0,47.38234580733356,0.2079002079002079,0.2591587516960651,0.18484288354898337,0.22929171668667467,0.010075566750629723,0.009009009009009009,0.8823529411764706,0.4932614380375574,0.8481675392670157,11.46,0.67,0.47382345807333515,10.0,14.507462686567164,0.7045454545454546,47.53333333333333,0.6772247360482655,0.5676328502415459,0.6217838765008576,6.666666666666667,4.466666666666667,64.8,0.4,76.4,13.613333333333333,0.26666666666666666,2.6666666666666665,0.0,449.0,29.933333333333334,0.22271714922049,2.1648106904231628,0.05,0.4738234580733356,0.7333333333333333,0.4,0.6666666666666666,1.5333333333333334,1.6,0.23,0.11,0.5
00-0033881,2022,Evan Engram,TE,JAX,1,17,98,73,766,4,614,465,33,33.79192231107226,2,13,0,176.9,574,4352,596,448,574,4352,448,17,17.0,868.0,1123.0,0.7747058823529411,1.0,885.0,550.0,283.0,1149.0,652.0,423.0,98.0,73.0,6.3,301.0,4.1,465.0,6.4,5.0,14.6,5.0,33.0,6.98324675324675,3.25578577705062,6.20040816326531,14.2984547108142,6.78479452054794,5.75751615916861,1.02727836137933,74.4897959183674,98.0,9.0,3.0,7.0,9.0,25.0,11.0,34.6329223110723,0.17073170731707318,0.1410845588235294,0.17073170731707318,0.1410845588235294,0.004464285714285714,0.004464285714285714,1.0,0.35485675215208035,1.247557003257329,6.26530612244898,0.7448979591836735,0.34481553378645163,6.5,10.493150684931507,0.7729296527159395,51.05882352941177,0.843558282208589,0.6690307328605201,0.7702349869451697,5.764705882352941,4.294117647058823,45.05882352941177,0.23529411764705882,36.11764705882353,10.405882352941177,0.11764705882352941,0.7647058823529411,0.0,550.0,32.35294117647059,0.1781818181818182,1.3927272727272728,0.05102040816326531,0.35339716643951324,0.5294117647058824,0.17647058823529413,0.4117647058823529,0.5294117647058824,1.4705882352941178,0.09183673469387756,0.09183673469387756,0.44
00-0033908,2022,Cooper Kupp,WR,LA,1,9,98,75,812,6,713,413,42,16.34206747923786,9,52,1,201.4,317,2084,324,191,517,3712,411,17,9.0,530.0,556.0,0.9500000000000001,3.0,548.0,341.0,173.0,1056.0,611.0,379.0,98.0,75.0,7.2,390.0,5.2,422.0,5.6,3.0,25.0,2.0,42.0,6.46988235294118,3.22980622944519,7.34204081632653,19.9608284831302,5.65826666666667,4.42783384330768,1.23043282335899,76.530612244898,98.0,11.0,6.0,6.0,12.0,19.0,11.0,16.342067479237862,0.30914826498422715,0.34213051823416507,0.1895551257253385,0.19207974137931033,0.04712041884816754,0.021897810218978103,0.5294117647058824,0.7032137602402562,1.1388499298737729,7.275510204081633,0.7653061224489796,0.16675579060446794,5.777777777777778,10.826666666666666,0.9532374100719424,58.888888888888886,0.55810147299509,0.45646437994722955,0.5189393939393939,10.88888888888889,8.333333333333334,90.22222222222223,0.6666666666666666,79.22222222222223,22.37777777777778,1.0,5.777777777777778,0.1111111111111111,341.0,37.888888888888886,0.2873900293255132,2.3812316715542523,0.02040816326530612,0.166755790604468,1.2222222222222223,0.6666666666666666,0.6666666666666666,1.3333333333333333,2.111111111111111,0.12244897959183673,0.11224489795918367,0.5789473684210527
00-0036894,2022,Pat Freiermuth,TE,PIT,1,15,98,63,732,2,821,281,37,8.890447876504293,0,0,0,148.2,500,4367,519,426,548,4708,500,17,16.0,743.0,1096.0,0.68,13.0,757.0,464.0,239.0,1185.0,642.0,463.0,98.0,63.0,8.3,441.0,7.0,291.0,4.6,6.0,10.5,4.0,37.0,6.2915625,2.68424413160395,8.00204081632653,16.9706098123105,4.66428571428571,3.40111088008341,1.26317483420231,64.2857142857143,98.0,13.0,6.0,6.0,11.0,32.0,13.0,8.890447876504298,0.196,0.1880009159606137,0.17883211678832117,0.1743840271877655,0.0,0.0,0.8823529411764706,0.4256006411724296,0.8915956151035322,8.377551020408163,0.6428571428571429,0.09071885588269687,,11.619047619047619,0.6779197080291971,46.4375,0.7227414330218068,0.5161987041036717,0.6388185654008439,6.533333333333333,4.2,48.8,0.13333333333333333,54.733333333333334,9.879999999999999,0.0,0.0,0.0,464.0,30.933333333333334,0.21120689655172414,1.5775862068965518,0.04081632653061224,0.09071885588269692,0.8666666666666667,0.4,0.4,0.7333333333333333,2.1333333333333333,0.11224489795918367,0.1326530612244898,0.40625
00-0030564,2022,DeAndre Hopkins,WR,ARI,1,9,96,64,717,3,976,165,35,6.771717956061483,0,0,0,151.7,327,2374,341,225,635,4604,434,17,9.0,555.0,628.0,0.8811111111111111,0.0,564.0,361.0,161.0,1229.0,753.0,393.0,96.0,64.0,10.2,552.0,8.6,165.0,2.6,1.0,64.0,5.0,35.0,6.91282608695652,2.80994716514235,9.9125,21.8789804523863,2.94578125,2.92415510456189,0.0216261454381117,66.6666666666667,96.0,6.0,2.0,3.0,14.0,21.0,8.0,8.66571795606147,0.29357798165137616,0.4111204717775906,0.15118110236220472,0.21198957428323198,0.0,0.0,0.5294117647058824,0.7281513027213776,0.7346311475409836,10.166666666666666,0.6666666666666666,0.07053872870897378,,11.203125,0.8837579617834395,61.666666666666664,0.47941567065073043,0.40966921119592875,0.45890968266883647,10.666666666666666,7.111111111111111,79.66666666666667,0.3333333333333333,108.44444444444444,16.855555555555554,0.0,0.0,0.0,361.0,40.111111111111114,0.2659279778393352,1.9861495844875345,0.052083333333333336,0.09026789537564033,0.6666666666666666,0.2222222222222222,0.3333333333333333,1.5555555555555556,2.3333333333333335,0.14583333333333334,0.0625,0.38095238095238093
00-0034960,2022,Jakobi Meyers,WR,NE,1,14,96,67,804,6,950,238,38,37.04514405601073,2,-11,0,182.3,433,3438,452,343,518,4111,425,17,14.0,690.0,869.0,0.7914285714285715,2.0,707.0,424.0,228.0,1077.0,604.0,385.0,96.0,67.0,9.9,568.0,8.5,236.0,3.5,1.0,67.0,4.0,38.0,5.63523255813953,3.0243508218709,9.714375,23.6417011438306,3.93492537313433,4.53439325173292,-0.599467878598593,69.7916666666667,96.0,8.0,5.0,4.0,15.0,34.0,18.0,36.93914405601074,0.22170900692840648,0.2763234438627109,0.18532818532818532,0.231087326684505,0.0058309037900874635,0.004705882352941176,0.8235294117647058,0.5259899210965073,0.8463157894736842,9.895833333333334,0.6979166666666666,0.38588691725011176,-5.5,12.0,0.7940161104718066,49.285714285714285,0.7019867549668874,0.5922077922077922,0.6564531104921077,6.857142857142857,4.785714285714286,57.42857142857143,0.42857142857142855,67.85714285714286,13.021428571428572,0.14285714285714285,-0.7857142857142857,0.0,424.0,30.285714285714285,0.22641509433962265,1.8962264150943395,0.041666666666666664,0.3847827505834452,0.5714285714285714,0.35714285714285715,0.2857142857142857,1.0714285714285714,2.4285714285714284,0.15625,0.08333333333333333,0.5294117647058824
00-0036233,2022,Donovan Peoples-Jones,WR,CLE,1,17,96,61,839,3,1107,191,33,18.41242952613274,1,2,0,167.1,507,4453,540,532,507,4453,532,17,17.0,1055.0,1174.0,0.898235294117647,48.0,1067.0,567.0,430.0,1196.0,615.0,491.0,96.0,61.0,11.7,648.0,10.6,191.0,3.1,1.0,61.0,2.0,33.0,5.68431578947368,2.5061793617866,12.1615625,26.6018506071094,3.15950819672131,3.4711119707868,-0.311603774065484,63.5416666666667,96.0,13.0,7.0,9.0,16.0,26.0,10.0,18.412429526132733,0.1893491124260355,0.2485964518302268,0.1893491124260355,0.2485964518302268,0.0018796992481203006,0.0018796992481203006,1.0,0.458041184920212,0.7579042457091237,11.53125,0.6354166666666666,0.19179614089721606,2.0,13.754098360655737,0.8986371379897785,62.05882352941177,0.9219512195121952,0.8757637474541752,0.8921404682274248,5.647058823529412,3.588235294117647,49.35294117647059,0.17647058823529413,65.11764705882354,9.829411764705881,0.058823529411764705,0.11764705882352941,0.0,567.0,33.35294117647059,0.1693121693121693,1.4797178130511464,0.020833333333333332,0.19179614089721597,0.7647058823529411,0.4117647058823529,0.5294117647058824,0.9411764705882353,1.5294117647058822,0.16666666666666666,0.13541666666666666,0.38461538461538464
00-0033555,2022,Mack Hollins,WR,LV,1,17,94,57,690,4,1196,192,34,31.434687875366517,4,40,0,154.16,558,5359,586,428,558,5359,428,17,17.0,1030.0,1102.0,0.9341176470588235,62.0,1056.0,611.0,379.0,1133.0,649.0,412.0,94.0,57.0,12.7,494.0,8.7,196.0,3.4,2.0,28.5,5.0,34.0,6.59032258064516,2.99653633056669,12.6821276595745,22.8314245221588,3.50350877192982,3.11175902630629,0.391749745623532,60.6382978723404,94.0,12.0,7.0,9.0,17.0,25.0,11.0,31.434687875366535,0.16845878136200718,0.22317596566523606,0.16845878136200718,0.22317596566523606,0.009345794392523364,0.009345794392523364,1.0,0.408911348008676,0.5769230769230769,12.72340425531915,0.6063829787234043,0.334411573142197,10.0,12.105263157894736,0.9346642468239564,60.588235294117645,0.9414483821263482,0.9199029126213593,0.9320388349514563,5.529411764705882,3.3529411764705883,40.588235294117645,0.23529411764705882,70.3529411764706,9.068235294117647,0.23529411764705882,2.3529411764705883,0.0,611.0,35.94117647058823,0.15384615384615385,1.1292962356792144,0.05319148936170213,0.33441157314219716,0.7058823529411765,0.4117647058823529,0.5294117647058824,1.0,1.4705882352941178,0.18085106382978725,0.1276595744680851,0.44
00-0035719,2022,Deebo Samuel Sr.,WR,SF,1,13,94,56,632,2,396,493,25,8.942731833136007,42,232,3,168.4,397,2686,403,394,504,3484,504,17,13.0,659.0,864.0,0.7576923076923077,1.0,671.0,375.0,259.0,1123.0,556.0,488.0,94.0,56.0,4.3,139.0,2.5,493.0,8.8,12.0,4.7,9.0,25.0,6.69835616438356,3.58216565525197,4.33702127659575,11.8349585306165,8.99946428571428,6.42322792955871,2.57623635615557,59.5744680851064,94.0,13.0,7.0,4.0,5.0,19.0,8.0,8.942731833136001,0.2367758186397985,0.14743112434847358,0.1865079365079365,0.11366245694603903,0.1065989847715736,0.08333333333333333,0.7647058823529411,0.45836551500362926,1.595959595959596,4.212765957446808,0.5957446808510638,0.09513544503336177,5.523809523809524,11.285714285714286,0.7627314814814815,50.69230769230769,0.6744604316546763,0.5307377049180327,0.597506678539626,7.230769230769231,4.3076923076923075,48.61538461538461,0.15384615384615385,30.46153846153846,12.953846153846154,3.230769230769231,17.846153846153847,0.23076923076923078,375.0,28.846153846153847,0.25066666666666665,1.6853333333333333,0.09574468085106383,0.09513544503336172,1.0,0.5384615384615384,0.3076923076923077,0.38461538461538464,1.4615384615384615,0.05319148936170213,0.13829787234042554,0.42105263157894735
00-0031236,2022,Brandin Cooks,WR,HOU,1,13,93,57,699,3,1013,205,29,5.043835464450651,2,7,0,145.6,449,3394,462,279,558,4358,398,17,13.0,658.0,809.0,0.8115384615384615,0.0,670.0,429.0,206.0,1086.0,641.0,376.0,93.0,57.0,10.7,494.0,8.7,205.0,3.6,1.0,57.0,5.0,29.0,7.03191011235955,2.85509971491621,10.9372043010753,24.347484728366,3.87684210526316,4.47672079247641,-0.599878687213248,61.2903225806452,93.0,10.0,4.0,5.0,19.0,24.0,8.0,5.043835464450634,0.2071269487750557,0.29846788450206246,0.16666666666666666,0.23244607618173474,0.007168458781362007,0.005025125628140704,0.7647058823529411,0.5196179423140272,0.6900296150049359,10.89247311827957,0.6129032258064516,0.05423478994032958,3.5,12.263157894736842,0.8133498145859085,50.61538461538461,0.6692667706708268,0.5478723404255319,0.6169429097605893,7.153846153846154,4.384615384615385,53.76923076923077,0.23076923076923078,77.92307692307692,11.2,0.15384615384615385,0.5384615384615384,0.0,429.0,33.0,0.21678321678321677,1.6293706293706294,0.053763440860215055,0.054234789940329396,0.7692307692307693,0.3076923076923077,0.38461538461538464,1.4615384615384615,1.8461538461538463,0.20430107526881722,0.10752688172043011,0.3333333333333333
00-0033536,2022,Mike Williams,WR,LAC,1,13,93,63,895,4,1111,324,39,31.58431950041043,0,0,0,176.5,517,3523,537,329,687,4521,404,17,13.0,703.0,924.0,0.7553846153846154,0.0,717.0,460.0,220.0,1220.0,773.0,372.0,93.0,63.0,12.0,576.0,9.1,319.0,5.1,0.0,,1.0,39.0,5.42698924731183,2.81975835869605,12.2152688172043,25.1245701142308,5.33746031746032,4.39732691959708,0.940133397863236,67.741935483871,93.0,14.0,1.0,8.0,16.0,25.0,11.0,31.584319500410423,0.17988394584139264,0.31535623048538175,0.13537117903930132,0.24574209245742093,0.0,0.0,0.7647058823529411,0.49057528010185614,0.8055805580558055,11.946236559139784,0.6774193548387096,0.33961633871409064,,14.206349206349206,0.7608225108225108,54.07692307692308,0.5950840879689522,0.5913978494623656,0.5877049180327869,7.153846153846154,4.846153846153846,68.84615384615384,0.3076923076923077,85.46153846153847,13.576923076923077,0.0,0.0,0.0,460.0,35.38461538461539,0.20217391304347826,1.9456521739130435,0.010752688172043012,0.3396163387140906,1.0769230769230769,0.07692307692307693,0.6153846153846154,1.2307692307692308,1.9230769230769231,0.17204301075268819,0.15053763440860216,0.44
00-0036196,2022,Gabe Davis,WR,BUF,1,15,93,48,836,7,1428,142,35,14.69005783379474,0,0,0,171.6,512,4982,534,406,551,5286,430,16,15.0,926.0,1017.0,0.908,4.0,936.0,575.0,305.0,1100.0,658.0,360.0,93.0,48.0,15.3,690.0,14.4,146.0,3.0,0.0,,9.0,35.0,5.42978260869565,2.75527043885688,15.8765591397849,28.5381844046202,2.98083333333333,2.35229226174027,0.62854107159306,51.6129032258065,93.0,16.0,5.0,10.0,24.0,27.0,12.0,14.69005783379474,0.181640625,0.28663187474909674,0.16878402903811252,0.27014755959137343,0.0,0.0,0.9375,0.4731032498243677,0.5854341736694678,15.35483870967742,0.5161290322580645,0.15795761111607245,,17.416666666666668,0.9105211406096362,61.733333333333334,0.8738601823708206,0.8472222222222222,0.850909090909091,6.2,3.2,55.733333333333334,0.4666666666666667,95.2,11.44,0.0,0.0,0.0,575.0,38.333333333333336,0.1617391304347826,1.4539130434782608,0.0967741935483871,0.15795761111607245,1.0666666666666667,0.3333333333333333,0.6666666666666666,1.6,1.8,0.25806451612903225,0.17204301075268819,0.4444444444444444
00-0033282,2022,Curtis Samuel,WR,WAS,1,17,92,64,656,4,615,289,36,24.736758419933487,38,187,1,176.3,531,4453,554,538,531,4453,538,17,17.0,850.0,1190.0,0.7147058823529412,0.0,867.0,517.0,300.0,1219.0,635.0,508.0,92.0,64.0,6.7,367.0,5.7,289.0,4.5,8.0,8.0,5.0,36.0,6.74939024390244,3.49129788514532,7.00597826086957,14.4046717129391,4.67390625,3.8276648595928,0.8462413904072,69.5652173913044,92.0,11.0,8.0,2.0,9.0,31.0,13.0,25.683758419933493,0.17325800376647835,0.13810913990568155,0.17325800376647835,0.13810913990568155,0.07063197026022305,0.07063197026022305,1.0,0.3565634035836946,1.0666666666666667,6.684782608695652,0.6956521739130435,0.2688778089123205,4.921052631578948,10.25,0.7142857142857143,50.0,0.8141732283464567,0.5905511811023622,0.7112387202625102,5.411764705882353,3.764705882352941,38.588235294117645,0.23529411764705882,36.1764705882353,10.370588235294118,2.235294117647059,11.0,0.058823529411764705,517.0,30.41176470588235,0.17794970986460348,1.2688588007736943,0.05434782608695652,0.2791712871731901,0.6470588235294118,0.47058823529411764,0.11764705882352941,0.5294117647058824,1.8235294117647058,0.09782608695652174,0.11956521739130435,0.41935483870967744
00-0030431,2022,Robert Woods,WR,TEN,1,17,91,53,527,2,716,156,31,8.94663831669897,0,0,0,117.7,436,3567,456,487,436,3567,487,17,17.0,809.0,1035.0,0.78,47.0,832.0,463.0,318.0,1063.0,529.0,459.0,91.0,53.0,7.8,371.0,7.0,156.0,2.9,0.0,,4.0,31.0,6.91829268292683,2.75378097681965,8.65285714285714,22.8451977532262,2.97433962264151,2.90054571254987,0.0737939100916347,58.2417582417583,91.0,14.0,5.0,4.0,4.0,32.0,13.0,8.946638316698975,0.20871559633027523,0.20072890384076256,0.20871559633027523,0.20072890384076256,0.0,0.0,1.0,0.4535836271839466,0.7360335195530726,7.868131868131868,0.5824175824175825,0.09831470677691174,,9.943396226415095,0.7816425120772947,47.588235294117645,0.8752362948960303,0.6928104575163399,0.7826904985888994,5.352941176470588,3.1176470588235294,31.0,0.11764705882352941,42.11764705882353,6.923529411764706,0.0,0.0,0.0,463.0,27.235294117647058,0.19654427645788336,1.1382289416846652,0.04395604395604396,0.09831470677691181,0.8235294117647058,0.29411764705882354,0.23529411764705882,0.23529411764705882,1.8823529411764706,0.04395604395604396,0.15384615384615385,0.40625
00-0035639,2022,Parris Campbell,WR,IND,1,17,91,63,623,3,582,276,32,-7.994461106525222,5,58,0,149.1,579,3837,604,439,579,3837,439,17,17.0,980.0,1151.0,0.851764705882353,14.0,995.0,607.0,339.0,1173.0,689.0,417.0,91.0,63.0,6.4,346.0,5.5,277.0,4.4,5.0,12.6,5.0,32.0,6.49505882352941,3.50604150388128,6.42142857142857,15.116943860221,4.54936507936508,4.01756857616399,0.531796503201085,69.2307692307692,91.0,9.0,5.0,2.0,8.0,25.0,13.0,-7.047461106525233,0.15716753022452504,0.15168100078186084,0.15716753022452504,0.15168100078186084,0.011389521640091117,0.011389521640091117,1.0,0.3419279958840902,1.070446735395189,6.395604395604396,0.6923076923076923,-0.08785122095082662,11.6,9.88888888888889,0.8514335360556038,57.64705882352941,0.8809869375907112,0.8129496402877698,0.8482523444160273,5.352941176470588,3.7058823529411766,36.64705882352941,0.17647058823529413,34.23529411764706,8.770588235294117,0.29411764705882354,3.411764705882353,0.0,607.0,35.705882352941174,0.14991762767710048,1.0263591433278418,0.054945054945054944,-0.07744462754423333,0.5294117647058824,0.29411764705882354,0.11764705882352941,0.47058823529411764,1.4705882352941178,0.08791208791208792,0.0989010989010989,0.52
00-0036345,2022,K.J. Osborn,WR,MIN,1,17,90,60,650,5,753,300,32,21.834048940413652,3,6,0,155.6,641,5015,672,404,641,5015,404,17,17.0,873.0,1168.0,0.7423529411764707,2.0,903.0,597.0,237.0,1209.0,734.0,382.0,90.0,60.0,8.3,350.0,5.8,300.0,5.0,3.0,20.0,2.0,32.0,6.22909090909091,3.36656611925048,8.31377777777778,15.339199173425,5.24533333333333,4.42991941056448,0.815413922768848,66.6666666666667,90.0,11.0,5.0,7.0,13.0,25.0,13.0,21.834048940413645,0.14040561622464898,0.1501495513459621,0.14040561622464898,0.1501495513459621,0.007425742574257425,0.007425742574257425,1.0,0.31571311027914695,0.8632138114209827,8.366666666666667,0.6666666666666666,0.24260054378237392,2.0,10.833333333333334,0.747431506849315,51.35294117647059,0.8133514986376021,0.6204188481675392,0.7468982630272953,5.294117647058823,3.5294117647058822,38.23529411764706,0.29411764705882354,44.294117647058826,9.152941176470588,0.17647058823529413,0.35294117647058826,0.0,597.0,35.11764705882353,0.1507537688442211,1.0887772194304857,0.022222222222222223,0.24260054378237383,0.6470588235294118,0.29411764705882354,0.4117647058823529,0.7647058823529411,1.4705882352941178,0.14444444444444443,0.12222222222222222,0.52
00-0030279,2022,Keenan Allen,WR,LAC,1,10,89,66,752,4,770,257,39,27.14227377292331,1,8,0,164.0,397,2663,408,243,687,4521,404,17,10.0,515.0,695.0,0.737,1.0,525.0,355.0,148.0,1220.0,773.0,372.0,89.0,66.0,8.6,489.0,7.4,263.0,4.0,1.0,66.0,2.0,39.0,6.087625,3.56139863353293,8.40573033707865,16.5454324291449,4.08060606060606,4.64040938786662,-0.559803327260562,74.1573033707865,89.0,16.0,7.0,8.0,10.0,31.0,14.0,27.14227377292331,0.22418136020151133,0.2891475779196395,0.12954876273653565,0.170316301703163,0.00411522633744856,0.0024752475247524753,0.5882352941176471,0.5386753448460146,0.9766233766233766,8.651685393258427,0.7415730337078652,0.30496936823509335,8.0,11.393939393939394,0.7410071942446043,51.5,0.4592496765847348,0.3978494623655914,0.430327868852459,8.9,6.6,75.2,0.4,77.0,16.4,0.1,0.8,0.0,355.0,35.5,0.2507042253521127,2.1183098591549294,0.02247191011235955,0.30496936823509335,1.6,0.7,0.8,1.0,3.1,0.11235955056179775,0.1797752808988764,0.45161290322580644
00-0034383,2022,Dalton Schultz,TE,DAL,1,15,89,57,577,5,640,204,27,-0.3395475966057474,0,0,0,142.7,478,3904,487,475,545,4470,531,17,15.0,817.0,1028.0,0.7826666666666667,1.0,832.0,454.0,328.0,1183.0,600.0,514.0,89.0,57.0,7.2,373.0,6.5,204.0,3.6,5.0,11.4,6.0,27.0,6.08434782608696,2.8737079299715,7.2547191011236,14.2738081026471,3.88421052631579,3.51892607543123,0.365284450884559,64.0449438202247,89.0,16.0,8.0,9.0,5.0,14.0,5.0,-0.3395475966057484,0.18619246861924685,0.16393442622950818,0.163302752293578,0.14317673378076062,0.0,0.0,0.8823529411764706,0.39404280128952596,0.9015625,7.191011235955056,0.6404494382022472,-0.0038151415348960382,,10.12280701754386,0.7947470817120622,54.46666666666667,0.7566666666666667,0.6381322957198443,0.7032967032967034,5.933333333333334,3.8,38.46666666666667,0.3333333333333333,42.666666666666664,9.513333333333332,0.0,0.0,0.0,454.0,30.266666666666666,0.1960352422907489,1.2709251101321586,0.06741573033707865,-0.0038151415348960495,1.0666666666666667,0.5333333333333333,0.6,0.3333333333333333,0.9333333333333333,0.056179775280898875,0.1797752808988764,0.35714285714285715
00-0033895,2022,Gerald Everett,TE,LAC,1,15,87,58,555,4,491,326,29,2.299377105349505,1,0,0,139.5,628,4040,650,342,687,4521,404,17,16.0,667.0,1127.0,0.588125,0.0,680.0,473.0,163.0,1220.0,773.0,372.0,87.0,58.0,5.6,229.0,3.9,326.0,5.6,5.0,11.6,9.0,29.0,5.79149253731343,3.26285974040895,5.98908045977012,11.5237031548916,5.83120689655172,5.31094920059847,0.520257695953256,66.6666666666667,87.0,17.0,7.0,6.0,3.0,25.0,12.0,1.2463771053494597,0.13853503184713375,0.12153465346534653,0.12663755458515283,0.10860429108604291,0.0029239766081871343,0.0024752475247524753,0.8823529411764706,0.2928768051964432,1.1303462321792261,5.64367816091954,0.6666666666666666,0.026429621900569022,0.0,9.568965517241379,0.5918367346938775,41.6875,0.6119016817593791,0.4381720430107527,0.5573770491803278,5.8,3.8666666666666667,37.0,0.26666666666666666,32.733333333333334,9.3,0.06666666666666667,0.0,0.0,473.0,31.533333333333335,0.1839323467230444,1.1733615221987315,0.10344827586206896,0.014326173624706433,1.1333333333333333,0.4666666666666667,0.4,0.2,1.6666666666666667,0.034482758620689655,0.19540229885057472,0.48
