gsis_id,season,name,position,games,targets,receptions,rec_yards,carries,rush_yards,ppr,ppg,touches,birth_date,rookie_season,draft_year,draft_round,draft_pick,display_name,age,exp,imputed_targets
00-0000003,1999,Abdul-Karim al-Jabbar,RB,13,22,17,84,143,445,81.89999999999999,6.299999999999999,165,1974-06-28,1996,,,,Abdul-Karim al-Jabbar,25.177275838466805,3,False
00-0000003,2000,Abdul-Karim al-Jabbar,RB,1,0,0,0,1,-2,-0.2,-0.2,1,1974-06-28,1996,,,,Abdul-Karim al-Jabbar,26.17932922655715,4,False
00-0000007,1999,Rabih Abdullah,RB,12,3,2,11,5,12,4.3,0.3583333333333333,8,1975-04-27,1998,,,,Rabih Abdullah,24.347707049965777,1,False
00-0000007,2000,Rabih Abdullah,RB,10,2,2,14,16,70,10.4,1.04,18,1975-04-27,1998,,,,Rabih Abdullah,25.349760438056126,2,False
00-0000007,2001,Rabih Abdullah,RB,14,2,2,26,11,40,8.6,0.6142857142857142,13,1975-04-27,1998,,,,Rabih Abdullah,26.349075975359344,3,False
00-0000007,2002,Rabih Abdullah,RB,12,0,0,0,0,0,0.0,0.0,0,1975-04-27,1998,,,,Rabih Abdullah,27.34839151266256,4,False
00-0000007,2003,Rabih Abdullah,RB,15,11,8,55,18,37,17.2,1.1466666666666667,29,1975-04-27,1998,,,,Rabih Abdullah,28.347707049965777,5,True
00-0000007,2004,Rabih Abdullah,RB,7,1,1,9,13,13,9.2,1.3142857142857145,14,1975-04-27,1998,,,,Rabih Abdullah,29.349760438056126,6,True
00-0000145,1999,Derrick Alexander,WR,16,105,54,832,2,82,163.4,10.2125,107,1971-11-06,1994,1994.0,1.0,29.0,Derrick Alexander,27.81930184804928,5,False
00-0000145,2000,Derrick Alexander,WR,15,136,74,1343,3,45,272.8,18.186666666666667,139,1971-11-06,1994,1994.0,1.0,29.0,Derrick Alexander,28.82135523613963,6,False
00-0000145,2001,Derrick Alexander,WR,13,68,27,470,2,16,93.6,7.199999999999999,70,1971-11-06,1994,1994.0,1.0,29.0,Derrick Alexander,29.82067077344285,7,False
00-0000145,2002,Derrick Alexander,WR,8,39,14,134,0,0,33.4,4.175,39,1971-11-06,1994,1994.0,1.0,29.0,Derrick Alexander,30.819986310746064,8,False
00-0000172,1999,Brian Alford,WR,2,5,1,7,0,0,7.7,3.85,5,1975-06-07,1998,1998.0,3.0,70.0,Brian Alford,24.23545516769336,1,False
00-0000210,1999,James Allen,RB,10,11,9,91,32,119,30.0,3.0,43,1975-03-28,1997,,,,James Allen,24.42984257357974,2,False
00-0000210,2000,James Allen,RB,16,60,39,291,290,1120,190.1,11.88125,350,1975-03-28,1997,,,,James Allen,25.43189596167009,3,False
00-0000210,2001,James Allen,RB,16,42,30,203,135,469,109.2,6.825,177,1975-03-28,1997,,,,James Allen,26.431211498973305,4,False
00-0000210,2002,James Allen,RB,16,57,47,302,155,519,133.3,8.33125,212,1975-03-28,1997,,,,James Allen,27.430527036276523,5,False
00-0000232,1999,Terry Allen,RB,16,19,14,125,254,896,162.1,10.13125,273,1968-02-21,1991,1990.0,9.0,241.0,Terry Allen,31.526351813826142,8,False
00-0000232,2000,Terry Allen,RB,4,1,1,7,46,179,33.6,8.4,47,1968-02-21,1991,1990.0,9.0,241.0,Terry Allen,32.5284052019165,9,False
00-0000232,2001,Terry Allen,RB,11,20,17,68,168,658,105.6,9.6,188,1968-02-21,1991,1990.0,9.0,241.0,Terry Allen,33.52772073921971,10,False
00-0000279,1999,Kimble Anders,RB,2,5,2,14,32,181,21.5,10.75,37,1966-09-10,1991,,,,Kimble Anders,32.97467488021903,8,False
00-0000279,2000,Kimble Anders,RB,12,19,15,76,76,331,65.7,5.4750000000000005,95,1966-09-10,1991,,,,Kimble Anders,33.97672826830938,9,False
00-0000316,1999,Jamal Anderson,RB,2,2,2,34,19,59,11.3,5.65,21,1972-09-30,1994,1994.0,7.0,201.0,Jamal Anderson,26.91854893908282,5,False
00-0000316,2000,Jamal Anderson,RB,16,58,42,382,282,1024,212.6,13.2875,340,1972-09-30,1994,1994.0,7.0,201.0,Jamal Anderson,27.920602327173167,6,False
00-0000316,2001,Jamal Anderson,RB,3,4,3,111,55,190,43.099999999999994,14.366666666666664,59,1972-09-30,1994,1994.0,7.0,201.0,Jamal Anderson,28.919917864476385,7,False
00-0000387,1999,Reidel Anthony,WR,13,60,30,296,1,2,65.8,5.061538461538461,61,1976-10-20,1997,1997.0,1.0,16.0,Reidel Anthony,22.863791923340177,2,False
00-0000387,2000,Reidel Anthony,WR,16,33,15,232,0,0,62.2,3.8875,33,1976-10-20,1997,1997.0,1.0,16.0,Reidel Anthony,23.86584531143053,3,False
00-0000387,2001,Reidel Anthony,WR,10,34,13,162,3,22,31.4,3.1399999999999997,37,1976-10-20,1997,1997.0,1.0,16.0,Reidel Anthony,24.865160848733744,4,False
00-0000422,1999,Justin Armour,WR,14,78,33,462,0,0,103.2,7.371428571428572,78,1973-01-01,1995,1995.0,4.0,113.0,Justin Armour,26.663928815879533,4,False
00-0000534,2000,Darnell Autry,RB,11,37,24,275,112,334,106.9,9.71818181818182,149,1976-06-19,1997,1997.0,4.0,105.0,Darnell Autry,24.202600958247775,3,False
00-0000541,1999,John Avery,RB,5,9,4,24,5,21,8.5,1.7,14,1976-01-11,1998,1998.0,1.0,29.0,John Avery,23.638603696098563,1,False
00-0000541,2003,John Avery,RB,6,3,2,24,1,0,10.4,1.7333333333333332,4,1976-01-11,1998,1998.0,1.0,29.0,John Avery,27.638603696098563,5,True
00-0000552,1999,Obafemi Ayanbadejo,RB,8,1,1,2,0,0,1.2,0.15,1,1975-03-05,1998,,,,Obafemi Ayanbadejo,24.49281314168378,1,False
00-0000552,2000,Obafemi Ayanbadejo,RB,8,29,23,168,15,37,55.5,6.9375,44,1975-03-05,1998,,,,Obafemi Ayanbadejo,25.49486652977413,2,False
00-0000552,2001,Obafemi Ayanbadejo,RB,15,33,24,121,46,173,63.4,4.226666666666667,79,1975-03-05,1998,,,,Obafemi Ayanbadejo,26.494182067077343,3,False
00-0000552,2003,Obafemi Ayanbadejo,RB,11,17,12,53,1,-2,17.099999999999998,1.5545454545454545,18,1975-03-05,1998,,,,Obafemi Ayanbadejo,28.49281314168378,5,True
00-0000552,2004,Obafemi Ayanbadejo,RB,13,26,19,171,30,122,72.3,5.561538461538461,56,1975-03-05,1998,,,,Obafemi Ayanbadejo,29.49486652977413,6,True
00-0000552,2005,Obafemi Ayanbadejo,RB,14,47,34,231,22,46,63.7,4.55,69,1975-03-05,1998,,,,Obafemi Ayanbadejo,30.494182067077343,7,True
00-0000552,2006,Obafemi Ayanbadejo,RB,13,23,17,139,9,37,34.6,2.661538461538462,32,1975-03-05,1998,,,,Obafemi Ayanbadejo,31.49349760438056,8,True
00-0000598,2000,Karsten Bailey,WR,6,14,6,62,0,0,18.2,3.033333333333333,14,1977-04-26,1999,1999.0,3.0,82.0,Karsten Bailey,23.351129363449697,1,False
00-0000598,2002,Karsten Bailey,WR,5,6,3,26,0,0,5.6,1.12,6,1977-04-26,1999,1999.0,3.0,82.0,Karsten Bailey,25.349760438056126,3,False
00-0000627,1999,Eugene Baker,WR,3,14,7,118,0,0,18.8,6.266666666666667,14,1976-03-18,1999,1999.0,5.0,164.0,Eugene Baker,23.45516769336071,0,False
00-0000627,2004,Eugene Baker,WR,3,0,0,0,0,0,0.0,0.0,0,1976-03-18,1999,1999.0,5.0,164.0,Eugene Baker,28.45722108145106,5,True
00-0000721,1999,Tavian Banks,RB,8,19,14,137,23,82,35.9,4.4875,42,1974-02-17,1998,1998.0,4.0,101.0,Tavian Banks,25.53593429158111,1,False
00-0000745,1999,Tiki Barber,RB,16,91,66,609,62,258,170.7,10.66875,153,1975-04-07,1997,1997.0,2.0,36.0,Tiki Barber,24.40246406570842,2,False
00-0000745,2000,Tiki Barber,RB,16,95,70,719,213,1006,290.5,18.15625,308,1975-04-07,1997,1997.0,2.0,36.0,Tiki Barber,25.404517453798768,3,False
00-0000745,2001,Tiki Barber,RB,14,98,72,577,166,865,240.2,17.157142857142855,264,1975-04-07,1997,1997.0,2.0,36.0,Tiki Barber,26.403832991101982,4,False
00-0000745,2002,Tiki Barber,RB,16,95,69,597,304,1387,321.4,20.0875,399,1975-04-07,1997,1997.0,2.0,36.0,Tiki Barber,27.4031485284052,5,False
00-0000745,2003,Tiki Barber,RB,16,95,69,461,278,1215,244.6,15.2875,373,1975-04-07,1997,1997.0,2.0,36.0,Tiki Barber,28.40246406570842,6,True
00-0000745,2004,Tiki Barber,RB,16,72,52,578,322,1518,347.6,21.725,394,1975-04-07,1997,1997.0,2.0,36.0,Tiki Barber,29.404517453798768,7,True
00-0000745,2005,Tiki Barber,RB,16,74,54,530,357,1860,359.0,22.4375,431,1975-04-07,1997,1997.0,2.0,36.0,Tiki Barber,30.403832991101982,8,True
00-0000745,2006,Tiki Barber,RB,16,80,58,465,327,1662,298.7,18.66875,407,1975-04-07,1997,1997.0,2.0,36.0,Tiki Barber,31.4031485284052,9,True
00-0000765,1999,Reggie Barlow,WR,14,28,16,202,0,0,40.2,2.871428571428571,28,1973-01-22,1996,1996.0,4.0,110.0,Reggie Barlow,26.60643394934976,3,False
00-0000765,2000,Reggie Barlow,WR,14,4,1,28,0,0,3.8,0.2714285714285714,4,1973-01-22,1996,1996.0,4.0,110.0,Reggie Barlow,27.60848733744011,4,False
00-0000765,2002,Reggie Barlow,WR,2,5,3,23,0,0,5.3,2.65,5,1973-01-22,1996,1996.0,4.0,110.0,Reggie Barlow,29.607118412046542,6,False
00-0000765,2003,Reggie Barlow,WR,9,5,3,27,0,0,9.7,1.077777777777778,5,1973-01-22,1996,1996.0,4.0,110.0,Reggie Barlow,30.60643394934976,7,True
00-0000781,2000,Marlon Barnes,RB,6,3,1,7,15,81,7.8,1.3,18,1976-03-13,2000,,,,Marlon Barnes,24.470910335386723,0,False
00-0000856,1999,Michael Basnight,RB,13,19,16,172,62,308,64.0,4.923076923076923,81,1977-09-03,1999,,,,Michael Basnight,21.99315537303217,0,False
00-0000869,1999,D'Wayne Bates,WR,4,7,2,19,0,0,3.9,0.975,7,1975-12-04,1999,1999.0,3.0,71.0,D'Wayne Bates,23.742642026009584,0,False
00-0000869,2000,D'Wayne Bates,WR,5,7,4,42,1,-2,8.0,1.6,8,1975-12-04,1999,1999.0,3.0,71.0,D'Wayne Bates,24.744695414099933,1,False
00-0000869,2001,D'Wayne Bates,WR,5,14,9,160,0,0,31.0,6.2,14,1975-12-04,1999,1999.0,3.0,71.0,D'Wayne Bates,25.744010951403148,2,False
00-0000869,2002,D'Wayne Bates,WR,14,80,50,689,0,0,142.9,10.207142857142856,80,1975-12-04,1999,1999.0,3.0,71.0,D'Wayne Bates,26.74332648870637,3,False
00-0000869,2003,D'Wayne Bates,WR,9,27,15,151,0,0,36.1,4.011111111111111,27,1975-12-04,1999,1999.0,3.0,71.0,D'Wayne Bates,27.742642026009584,4,True
00-0000871,1999,Mario Bates,RB,16,7,5,34,72,202,82.6,5.1625,79,1973-01-16,1994,1994.0,2.0,44.0,Mario Bates,26.622861054072555,5,False
00-0000871,2000,Mario Bates,RB,12,20,15,109,31,127,50.6,4.216666666666667,51,1973-01-16,1994,1994.0,2.0,44.0,Mario Bates,27.6249144421629,6,False
00-0000872,1999,Michael Bates,WR,16,1,1,2,3,12,14.4,0.9,4,1969-12-19,1993,1992.0,6.0,150.0,Michael Bates,29.700205338809035,6,False
00-0000872,2000,Michael Bates,WR,16,8,5,38,5,13,16.1,1.00625,13,1969-12-19,1993,1992.0,6.0,150.0,Michael Bates,30.702258726899384,7,False
00-0000872,2001,Michael Bates,WR,16,0,0,0,0,0,0.0,0.0,0,1969-12-19,1993,1992.0,6.0,150.0,Michael Bates,31.7015742642026,8,False
00-0000872,2003,Michael Bates,WR,9,0,0,0,0,0,0.0,0.0,0,1969-12-19,1993,1992.0,6.0,150.0,Michael Bates,33.700205338809035,10,True
00-0000969,1999,Brett Bech,WR,7,8,4,65,0,0,18.5,2.642857142857143,8,1971-08-20,1996,,,,Brett Bech,28.032854209445585,3,False
00-0001098,2000,Brandon Bennett,RB,15,29,19,168,90,324,84.2,5.613333333333333,119,1973-02-03,1996,,,,Brandon Bennett,27.575633127994525,4,False
00-0001098,2001,Brandon Bennett,RB,16,26,20,150,50,232,58.2,3.6375,76,1973-02-03,1996,,,,Brandon Bennett,28.57494866529774,5,False
00-0001098,2002,Brandon Bennett,RB,12,25,18,109,33,155,50.400000000000006,4.2,58,1973-02-03,1996,,,,Brandon Bennett,29.57426420260096,6,False
00-0001098,2003,Brandon Bennett,RB,15,34,25,176,56,173,63.9,4.26,90,1973-02-03,1996,,,,Brandon Bennett,30.573579739904176,7,True
00-0001098,2004,Brandon Bennett,RB,7,0,0,0,6,17,7.7,1.1,6,1973-02-03,1996,,,,Brandon Bennett,31.575633127994525,8,True
00-0001103,1999,Edgar Bennett,RB,14,21,14,116,6,28,26.4,1.8857142857142857,27,1969-02-15,1992,1992.0,4.0,103.0,Edgar Bennett,30.54072553045859,7,False
00-0001112,1999,Sean Bennett,RB,9,8,4,27,29,126,25.3,2.8111111111111113,37,1977-03-17,1999,1999.0,4.0,112.0,Sean Bennett,22.458590006844627,0,False
00-0001112,2002,Sean Bennett,RB,6,6,5,37,0,0,8.7,1.45,6,1977-03-17,1999,1999.0,4.0,112.0,Sean Bennett,25.45927446954141,3,False
00-0001215,1999,Jerome Bettis,RB,16,28,21,110,299,1091,185.94,11.62125,327,1972-02-16,1993,1993.0,1.0,10.0,Jerome Bettis,27.540041067761805,6,False
00-0001215,2000,Jerome Bettis,RB,16,19,13,97,355,1341,202.8,12.675,374,1972-02-16,1993,1993.0,1.0,10.0,Jerome Bettis,28.542094455852155,7,False
00-0001215,2001,Jerome Bettis,RB,11,10,8,48,225,1072,149.28,13.57090909090909,235,1972-02-16,1993,1993.0,1.0,10.0,Jerome Bettis,29.541409993155373,8,False
00-0001215,2002,Jerome Bettis,RB,12,9,7,57,187,666,131.3,10.941666666666668,196,1972-02-16,1993,1993.0,1.0,10.0,Jerome Bettis,30.54072553045859,9,False
00-0001215,2003,Jerome Bettis,RB,16,18,13,86,246,811,138.7,8.66875,264,1972-02-16,1993,1993.0,1.0,10.0,Jerome Bettis,31.540041067761805,10,True
00-0001215,2004,Jerome Bettis,RB,14,8,6,46,250,941,187.1,13.364285714285714,258,1972-02-16,1993,1993.0,1.0,10.0,Jerome Bettis,32.54209445585216,11,True
00-0001215,2005,Jerome Bettis,RB,12,6,4,40,110,368,98.8,8.233333333333334,116,1972-02-16,1993,1993.0,1.0,10.0,Jerome Bettis,33.541409993155376,12,True
00-0001224,1999,Tim Biakabutuka,RB,11,29,23,189,138,718,147.7,13.427272727272726,167,1974-01-24,1996,1996.0,1.0,8.0,Tim Biakabutuka,25.60164271047228,3,False
00-0001224,2000,Tim Biakabutuka,RB,12,58,34,341,173,627,148.8,12.4,231,1974-01-24,1996,1996.0,1.0,8.0,Tim Biakabutuka,26.60369609856263,4,False
00-0001224,2001,Tim Biakabutuka,RB,5,17,12,121,53,230,49.1,9.82,70,1974-01-24,1996,1996.0,1.0,8.0,Tim Biakabutuka,27.603011635865844,5,False
00-0001233,1999,Eric Bieniemy,RB,14,2,2,28,12,75,18.3,1.3071428571428572,14,1969-08-15,1991,1991.0,2.0,39.0,Eric Bieniemy,30.04517453798768,8,False
00-0001317,1999,Will Blackwell,WR,11,36,20,186,0,0,38.6,3.5090909090909093,36,1975-07-06,1997,1997.0,2.0,53.0,Will Blackwell,24.15605749486653,2,False
00-0001317,2000,Will Blackwell,WR,5,3,2,23,0,0,10.3,2.06,3,1975-07-06,1997,1997.0,2.0,53.0,Will Blackwell,25.15811088295688,3,False
00-0001317,2001,Will Blackwell,WR,1,1,1,8,0,0,1.8,1.8,1,1975-07-06,1997,1997.0,2.0,53.0,Will Blackwell,26.157426420260094,4,False
00-0001477,1999,Marty Booker,WR,8,33,19,219,1,8,59.7,7.4625,34,1976-07-31,1999,1999.0,3.0,78.0,Marty Booker,23.085557837097877,0,False
00-0001477,2000,Marty Booker,WR,15,74,47,490,2,-1,105.9,7.0600000000000005,76,1976-07-31,1999,1999.0,3.0,78.0,Marty Booker,24.087611225188223,1,False
00-0001477,2001,Marty Booker,WR,16,157,100,1071,4,8,259.26,16.20375,161,1976-07-31,1999,1999.0,3.0,78.0,Marty Booker,25.086926762491444,2,False
00-0001477,2002,Marty Booker,WR,16,167,97,1189,0,0,257.65999999999997,16.103749999999998,167,1976-07-31,1999,1999.0,3.0,78.0,Marty Booker,26.086242299794662,3,False
00-0001477,2003,Marty Booker,WR,13,92,52,715,3,-7,146.8,11.292307692307691,95,1976-07-31,1999,1999.0,3.0,78.0,Marty Booker,27.085557837097877,4,True
00-0001477,2004,Marty Booker,WR,15,89,50,638,1,-8,120.92,8.061333333333334,90,1976-07-31,1999,1999.0,3.0,78.0,Marty Booker,28.087611225188223,5,True
00-0001477,2005,Marty Booker,WR,14,69,39,686,0,0,125.6,8.971428571428572,69,1976-07-31,1999,1999.0,3.0,78.0,Marty Booker,29.086926762491444,6,True
00-0001477,2006,Marty Booker,WR,14,98,55,747,3,19,171.6,12.257142857142856,101,1976-07-31,1999,1999.0,3.0,78.0,Marty Booker,30.086242299794662,7,True
00-0001477,2007,Marty Booker,WR,15,89,50,556,2,12,110.8,7.386666666666667,91,1976-07-31,1999,1999.0,3.0,78.0,Marty Booker,31.085557837097877,8,True
00-0001477,2008,Marty Booker,WR,8,25,14,211,1,3,47.4,5.925,26,1976-07-31,1999,1999.0,3.0,78.0,Marty Booker,32.087611225188226,9,True
00-0001477,2009,Marty Booker,WR,12,32,16,181,1,7,40.8,3.4,33,1976-07-31,1999,1999.0,3.0,78.0,Marty Booker,33.086926762491444,10,False
00-0001525,1999,James Bostic,RB,6,7,5,8,5,19,5.7,0.95,12,1972-03-13,1994,1994.0,3.0,83.0,James Bostic,27.468856947296377,5,False
00-0001532,1999,David Boston,WR,15,81,40,473,5,0,99.3,6.62,86,1978-08-19,1999,1999.0,1.0,8.0,David Boston,21.034907597535938,0,False
00-0001532,2000,David Boston,WR,16,133,71,1156,3,9,227.5,14.21875,136,1978-08-19,1999,1999.0,1.0,8.0,David Boston,22.036960985626283,1,False
00-0001532,2001,David Boston,WR,16,175,98,1598,5,35,307.3,19.20625,180,1978-08-19,1999,1999.0,1.0,8.0,David Boston,23.0362765229295,2,False
00-0001532,2002,David Boston,WR,8,75,32,512,2,29,92.1,11.5125,77,1978-08-19,1999,1999.0,1.0,8.0,David Boston,24.035592060232716,3,False
00-0001532,2003,David Boston,WR,14,124,70,880,3,18,199.8,14.27142857142857,127,1978-08-19,1999,1999.0,1.0,8.0,David Boston,25.034907597535938,4,True
00-0001532,2005,David Boston,WR,3,7,4,80,0,0,12.0,4.0,7,1978-08-19,1999,1999.0,1.0,8.0,David Boston,27.0362765229295,6,True
00-0001573,1999,Larry Bowie,RB,1,0,0,0,0,0,0.0,0.0,0,1973-03-21,1996,,,,Larry Bowie,26.4476386036961,3,False
00-0001582,1999,Fabien Bownes,WR,12,6,4,68,1,-14,15.4,1.2833333333333334,7,1972-02-29,1995,,,,Fabien Bownes,27.50444900752909,4,False
00-0001582,2000,Fabien Bownes,WR,11,0,0,0,0,0,0.0,0.0,0,1972-02-29,1995,,,,Fabien Bownes,28.50650239561944,5,False
00-0001582,2001,Fabien Bownes,WR,11,0,0,0,0,0,0.0,0.0,0,1972-02-29,1995,,,,Fabien Bownes,29.505817932922657,6,False
00-0001627,1999,Corey Bradford,WR,16,90,37,637,0,0,130.7,8.16875,90,1975-12-08,1998,1998.0,5.0,150.0,Corey Bradford,23.731690622861056,1,False
00-0001627,2000,Corey Bradford,WR,3,3,0,0,0,0,0.0,0.0,3,1975-12-08,1998,1998.0,5.0,150.0,Corey Bradford,24.733744010951405,2,False
00-0001627,2001,Corey Bradford,WR,16,58,31,526,0,0,95.6,5.975,58,1975-12-08,1998,1998.0,5.0,150.0,Corey Bradford,25.73305954825462,3,False
00-0001627,2002,Corey Bradford,WR,16,106,45,697,2,-11,149.6,9.35,108,1975-12-08,1998,1998.0,5.0,150.0,Corey Bradford,26.732375085557837,4,False
00-0001627,2003,Corey Bradford,WR,14,43,24,460,0,0,94.0,6.714285714285714,43,1975-12-08,1998,1998.0,5.0,150.0,Corey Bradford,27.731690622861056,5,True
00-0001627,2004,Corey Bradford,WR,12,48,27,399,0,0,84.9,7.075,48,1975-12-08,1998,1998.0,5.0,150.0,Corey Bradford,28.733744010951405,6,True
00-0001627,2005,Corey Bradford,WR,12,60,34,436,1,-2,109.4,9.116666666666667,61,1975-12-08,1998,1998.0,5.0,150.0,Corey Bradford,29.73305954825462,7,True
00-0001627,2006,Corey Bradford,WR,7,25,14,164,0,0,30.4,4.342857142857143,25,1975-12-08,1998,1998.0,5.0,150.0,Corey Bradford,30.732375085557837,8,True
00-0001719,1999,Chris Brazzell,WR,4,11,5,114,0,0,16.4,4.1,11,1976-05-22,1999,1998.0,6.0,174.0,Chris Brazzell,23.277207392197127,0,False
00-0001719,2000,Chris Brazzell,WR,7,4,2,12,0,0,3.2,0.4571428571428572,4,1976-05-22,1999,1998.0,6.0,174.0,Chris Brazzell,24.279260780287473,1,False
00-0001783,1999,Vincent Brisby,WR,11,33,18,266,0,0,44.6,4.054545454545455,33,1971-01-25,1993,1993.0,2.0,56.0,Vincent Brisby,28.59958932238193,6,False
00-0001783,2000,Vincent Brisby,WR,3,10,4,60,0,0,10.0,3.3333333333333335,10,1971-01-25,1993,1993.0,2.0,56.0,Vincent Brisby,29.60164271047228,7,False
00-0001842,1999,Macey Brooks,WR,9,27,14,160,1,7,30.7,3.411111111111111,28,1975-02-02,1997,1997.0,4.0,127.0,Macey Brooks,24.57768651608487,2,False
00-0001842,2000,Macey Brooks,WR,16,50,26,216,0,0,47.6,2.975,50,1975-02-02,1997,1997.0,4.0,127.0,Macey Brooks,25.579739904175224,3,False
00-0001848,2000,Robert Brooks,WR,2,4,3,51,0,0,8.1,4.05,4,1970-06-23,1992,1992.0,3.0,62.0,Robert Brooks,30.193018480492817,8,False
00-0001938,1999,Gary Brown,RB,3,2,2,2,55,177,19.9,6.633333333333333,57,1969-07-01,1991,1991.0,8.0,214.0,Gary Brown,30.168377823408623,8,False
00-0002005,1999,Na Brown,WR,8,36,18,188,0,0,42.8,5.35,36,1977-02-22,1999,1999.0,4.0,130.0,Na Brown,22.521560574948666,0,False
00-0002005,2000,Na Brown,WR,12,19,9,80,0,0,23.0,1.9166666666666667,19,1977-02-22,1999,1999.0,4.0,130.0,Na Brown,23.523613963039015,1,False
00-0002005,2001,Na Brown,WR,8,17,7,95,0,0,16.5,2.0625,17,1977-02-22,1999,1999.0,4.0,130.0,Na Brown,24.522929500342233,2,False
00-0002058,1999,Tim Brown,WR,16,145,90,1344,1,4,260.8,16.3,146,1966-07-22,1988,1988.0,1.0,6.0,Tim Brown,33.111567419575636,11,False
00-0002058,2000,Tim Brown,WR,16,133,76,1128,3,12,256.0,16.0,136,1966-07-22,1988,1988.0,1.0,6.0,Tim Brown,34.11362080766598,12,False
00-0002058,2001,Tim Brown,WR,16,140,91,1165,4,39,271.4,16.9625,144,1966-07-22,1988,1988.0,1.0,6.0,Tim Brown,35.1129363449692,13,False
00-0002058,2002,Tim Brown,WR,16,127,81,930,6,19,187.9,11.74375,133,1966-07-22,1988,1988.0,1.0,6.0,Tim Brown,36.11225188227242,14,False
00-0002058,2003,Tim Brown,WR,16,91,51,563,1,4,119.7,7.48125,92,1966-07-22,1988,1988.0,1.0,6.0,Tim Brown,37.111567419575636,15,True
00-0002058,2004,Tim Brown,WR,10,43,24,200,0,0,48.0,4.8,43,1966-07-22,1988,1988.0,1.0,6.0,Tim Brown,38.11362080766598,16,True
00-0002068,1999,Troy Brown,WR,13,56,36,471,0,0,89.1,6.8538461538461535,56,1971-07-02,1993,1993.0,8.0,198.0,Troy Brown,28.16700889801506,6,False
00-0002068,2000,Troy Brown,WR,16,118,83,944,6,46,210.0,13.125,124,1971-07-02,1993,1993.0,8.0,198.0,Troy Brown,29.169062286105408,7,False
00-0002068,2001,Troy Brown,WR,16,142,101,1199,11,91,272.0,17.0,153,1971-07-02,1993,1993.0,8.0,198.0,Troy Brown,30.168377823408623,8,False
00-0002068,2002,Troy Brown,WR,14,141,97,890,3,14,205.4,14.671428571428573,144,1971-07-02,1993,1993.0,8.0,198.0,Troy Brown,31.16769336071184,9,False
00-0002068,2003,Troy Brown,WR,12,71,40,472,6,27,113.9,9.491666666666667,77,1971-07-02,1993,1993.0,8.0,198.0,Troy Brown,32.167008898015055,10,True
00-0002068,2004,Troy Brown,WR,11,30,17,184,0,0,41.4,3.763636363636364,30,1971-07-02,1993,1993.0,8.0,198.0,Troy Brown,33.16906228610541,11,True
00-0002068,2005,Troy Brown,WR,12,69,39,466,0,0,97.6,8.133333333333333,69,1971-07-02,1993,1993.0,8.0,198.0,Troy Brown,34.168377823408626,12,True
00-0002068,2006,Troy Brown,WR,15,78,44,386,1,16,110.2,7.346666666666667,79,1971-07-02,1993,1993.0,8.0,198.0,Troy Brown,35.167693360711844,13,True
00-0002068,2007,Troy Brown,WR,1,0,0,0,0,0,0.0,0.0,0,1971-07-02,1993,1993.0,8.0,198.0,Troy Brown,36.167008898015055,14,True
00-0002099,1999,Isaac Bruce,WR,15,109,69,1073,5,32,247.5,16.5,114,1972-11-10,1994,1994.0,2.0,33.0,Isaac Bruce,26.806297056810404,5,False
00-0002099,2000,Isaac Bruce,WR,16,135,87,1471,1,11,287.2,17.95,136,1972-11-10,1994,1994.0,2.0,33.0,Isaac Bruce,27.808350444900753,6,False
00-0002099,2001,Isaac Bruce,WR,16,103,64,1106,4,23,208.9,13.05625,107,1972-11-10,1994,1994.0,2.0,33.0,Isaac Bruce,28.80766598220397,7,False
00-0002099,2002,Isaac Bruce,WR,16,130,79,1075,3,18,226.3,14.14375,133,1972-11-10,1994,1994.0,2.0,33.0,Isaac Bruce,29.806981519507183,8,False
00-0002099,2003,Isaac Bruce,WR,14,123,69,981,2,17,201.44,14.388571428571428,125,1972-11-10,1994,1994.0,2.0,33.0,Isaac Bruce,30.806297056810404,9,True
00-0002099,2004,Isaac Bruce,WR,16,158,89,1292,0,0,246.2,15.3875,158,1972-11-10,1994,1994.0,2.0,33.0,Isaac Bruce,31.808350444900753,10,True
00-0002099,2005,Isaac Bruce,WR,11,64,36,525,0,0,106.5,9.681818181818182,64,1972-11-10,1994,1994.0,2.0,33.0,Isaac Bruce,32.80766598220397,11,True
00-0002099,2006,Isaac Bruce,WR,16,132,74,1098,0,0,203.8,12.7375,132,1972-11-10,1994,1994.0,2.0,33.0,Isaac Bruce,33.80698151950719,12,True
00-0002099,2007,Isaac Bruce,WR,13,98,55,733,2,-4,151.9,11.684615384615386,100,1972-11-10,1994,1994.0,2.0,33.0,Isaac Bruce,34.8062970568104,13,True
00-0002099,2008,Isaac Bruce,WR,15,107,60,833,1,-3,185.0,12.333333333333334,108,1972-11-10,1994,1994.0,2.0,33.0,Isaac Bruce,35.80835044490075,14,True
00-0002099,2009,Isaac Bruce,WR,9,49,21,264,1,-8,46.6,5.177777777777778,50,1972-11-10,1994,1994.0,2.0,33.0,Isaac Bruce,36.80766598220397,15,False
00-0002159,2000,Shawn Bryson,RB,15,44,31,239,156,587,127.6,8.506666666666666,200,1976-11-30,1999,1999.0,3.0,86.0,Shawn Bryson,23.753593429158112,1,False
00-0002159,2001,Shawn Bryson,RB,11,11,9,59,80,341,61.0,5.545454545454546,91,1976-11-30,1999,1999.0,3.0,86.0,Shawn Bryson,24.752908966461327,2,False
