gsis_id,season,name,position,games,targets,receptions,rec_yards,carries,rush_yards,ppr,ppg,touches,birth_date,rookie_season,draft_year,draft_round,draft_pick,display_name,age,exp,imputed_targets
00-0021153,2008,Javon Walker,WR,7,27,15,196,0,0,40.6,5.8,27,1978-10-14,2002,2002.0,1.0,20.0,Javon Walker,29.883641341546884,6,True
00-0021153,2009,Javon Walker,WR,1,0,0,0,0,0,0.0,0.0,0,1978-10-14,2002,2002.0,1.0,20.0,Javon Walker,30.882956878850106,7,False
00-0021163,2002,Jabar Gaffney,WR,16,81,41,483,0,0,102.86,6.42875,81,1980-12-01,2002,2002.0,2.0,33.0,Jabar Gaffney,21.749486652977417,0,False
00-0021163,2003,Jabar Gaffney,WR,14,60,34,402,1,13,87.5,6.25,61,1980-12-01,2002,2002.0,2.0,33.0,Jabar Gaffney,22.748802190280628,1,True
00-0021163,2004,Jabar Gaffney,WR,14,73,41,632,4,30,117.2,8.371428571428572,77,1980-12-01,2002,2002.0,2.0,33.0,Jabar Gaffney,23.750855578370977,2,True
00-0021163,2005,Jabar Gaffney,WR,14,98,55,492,4,13,117.5,8.392857142857142,102,1980-12-01,2002,2002.0,2.0,33.0,Jabar Gaffney,24.750171115674195,3,True
00-0021163,2006,Jabar Gaffney,WR,7,20,11,142,0,0,31.2,4.457142857142857,20,1980-12-01,2002,2002.0,2.0,33.0,Jabar Gaffney,25.749486652977417,4,True
00-0021163,2007,Jabar Gaffney,WR,13,64,36,449,0,0,110.9,8.53076923076923,64,1980-12-01,2002,2002.0,2.0,33.0,Jabar Gaffney,26.748802190280628,5,True
00-0021163,2008,Jabar Gaffney,WR,11,68,38,468,0,0,98.8,8.981818181818182,68,1980-12-01,2002,2002.0,2.0,33.0,Jabar Gaffney,27.750855578370977,6,True
00-0021163,2009,Jabar Gaffney,WR,16,87,54,732,0,0,139.2,8.7,87,1980-12-01,2002,2002.0,2.0,33.0,Jabar Gaffney,28.750171115674195,7,False
00-0021163,2010,Jabar Gaffney,WR,16,112,65,875,0,0,164.5,10.28125,112,1980-12-01,2002,2002.0,2.0,33.0,Jabar Gaffney,29.749486652977417,8,False
00-0021163,2011,Jabar Gaffney,WR,16,115,68,947,0,0,190.7,11.91875,115,1980-12-01,2002,2002.0,2.0,33.0,Jabar Gaffney,30.748802190280628,9,False
00-0021163,2012,Jabar Gaffney,WR,3,10,4,68,0,0,10.8,3.6,10,1980-12-01,2002,2002.0,2.0,33.0,Jabar Gaffney,31.750855578370977,10,False
00-0021164,2003,DeShaun Foster,RB,14,36,26,207,113,429,95.6,6.828571428571428,149,1980-01-10,2002,2002.0,2.0,34.0,DeShaun Foster,23.641341546885695,1,True
00-0021164,2004,DeShaun Foster,RB,4,12,9,76,59,255,54.099999999999994,13.525,71,1980-01-10,2002,2002.0,2.0,34.0,DeShaun Foster,24.643394934976044,2,True
00-0021164,2005,DeShaun Foster,RB,15,47,34,372,206,882,175.4,11.693333333333332,253,1980-01-10,2002,2002.0,2.0,34.0,DeShaun Foster,25.642710472279266,3,True
00-0021164,2006,DeShaun Foster,RB,14,44,32,159,227,897,151.60000000000002,10.828571428571433,271,1980-01-10,2002,2002.0,2.0,34.0,DeShaun Foster,26.642026009582477,4,True
00-0021164,2007,DeShaun Foster,RB,16,33,24,173,247,876,144.9,9.05625,280,1980-01-10,2002,2002.0,2.0,34.0,DeShaun Foster,27.641341546885695,5,True
00-0021164,2008,DeShaun Foster,RB,11,22,16,133,76,234,62.7,5.7,98,1980-01-10,2002,2002.0,2.0,34.0,DeShaun Foster,28.643394934976044,6,True
00-0021166,2002,Josh Reed,WR,16,59,37,509,0,0,97.9,6.11875,59,1980-05-01,2002,2002.0,2.0,36.0,Josh Reed,22.33538672142368,0,False
00-0021166,2003,Josh Reed,WR,16,103,58,588,3,38,130.6,8.1625,106,1980-05-01,2002,2002.0,2.0,36.0,Josh Reed,23.3347022587269,1,True
00-0021166,2004,Josh Reed,WR,11,28,16,153,2,-1,31.2,2.8363636363636364,30,1980-05-01,2002,2002.0,2.0,36.0,Josh Reed,24.33675564681725,2,True
00-0021166,2005,Josh Reed,WR,16,57,32,449,1,-3,88.6,5.5375,58,1980-05-01,2002,2002.0,2.0,36.0,Josh Reed,25.336071184120467,3,True
00-0021166,2006,Josh Reed,WR,12,60,34,410,4,13,88.3,7.358333333333333,64,1980-05-01,2002,2002.0,2.0,36.0,Josh Reed,26.33538672142368,4,True
00-0021166,2007,Josh Reed,WR,15,91,51,578,4,10,109.8,7.319999999999999,95,1980-05-01,2002,2002.0,2.0,36.0,Josh Reed,27.3347022587269,5,True
00-0021166,2008,Josh Reed,WR,13,100,56,597,0,0,121.7,9.361538461538462,100,1980-05-01,2002,2002.0,2.0,36.0,Josh Reed,28.33675564681725,6,True
00-0021166,2009,Josh Reed,WR,13,45,27,291,0,0,62.1,4.776923076923077,45,1980-05-01,2002,2002.0,2.0,36.0,Josh Reed,29.336071184120467,7,False
00-0021174,2002,Tim Carter,WR,4,3,2,37,3,28,8.5,2.125,6,1979-09-21,2002,2002.0,2.0,46.0,Tim Carter,22.94592744695414,0,False
00-0021174,2003,Tim Carter,WR,10,46,26,309,0,0,56.9,5.6899999999999995,46,1979-09-21,2002,2002.0,2.0,46.0,Tim Carter,23.94524298425736,1,True
00-0021174,2004,Tim Carter,WR,4,21,12,182,2,23,38.5,9.625,23,1979-09-21,2002,2002.0,2.0,46.0,Tim Carter,24.947296372347708,2,True
00-0021174,2005,Tim Carter,WR,11,18,10,186,6,46,33.2,3.0181818181818185,24,1979-09-21,2002,2002.0,2.0,46.0,Tim Carter,25.94661190965092,3,True
00-0021174,2006,Tim Carter,WR,12,39,22,253,0,0,57.3,4.7749999999999995,39,1979-09-21,2002,2002.0,2.0,46.0,Tim Carter,26.94592744695414,4,True
00-0021174,2007,Tim Carter,WR,6,14,8,117,0,0,25.7,4.283333333333333,14,1979-09-21,2002,2002.0,2.0,46.0,Tim Carter,27.94524298425736,5,True
00-0021174,2009,Tim Carter,WR,2,5,1,6,0,0,1.6,0.8,5,1979-09-21,2002,2002.0,2.0,46.0,Tim Carter,29.94661190965092,7,False
00-0021175,2002,Andre Davis,WR,16,72,37,420,3,7,121.7,7.60625,75,1979-06-12,2002,2002.0,2.0,47.0,Andre Davis,23.22245037645448,0,False
00-0021175,2003,Andre Davis,WR,16,71,40,576,5,28,130.4,8.15,76,1979-06-12,2002,2002.0,2.0,47.0,Andre Davis,24.2217659137577,1,True
00-0021175,2004,Andre Davis,WR,6,28,16,416,1,-3,69.3,11.55,29,1979-06-12,2002,2002.0,2.0,47.0,Andre Davis,25.22381930184805,2,True
00-0021175,2005,Andre Davis,WR,7,16,9,190,0,0,34.0,4.857142857142857,16,1979-06-12,2002,2002.0,2.0,47.0,Andre Davis,26.223134839151268,3,True
00-0021175,2006,Andre Davis,WR,14,4,2,13,0,0,3.3,0.2357142857142857,4,1979-06-12,2002,2002.0,2.0,47.0,Andre Davis,27.22245037645448,4,True
00-0021175,2007,Andre Davis,WR,14,59,33,583,0,0,127.3,9.092857142857143,59,1979-06-12,2002,2002.0,2.0,47.0,Andre Davis,28.2217659137577,5,True
00-0021175,2008,Andre Davis,WR,12,23,13,213,0,0,34.3,2.858333333333333,23,1979-06-12,2002,2002.0,2.0,47.0,Andre Davis,29.22381930184805,6,True
00-0021175,2009,Andre Davis,WR,13,11,6,59,0,0,11.9,0.9153846153846156,11,1979-06-12,2002,2002.0,2.0,47.0,Andre Davis,30.223134839151268,7,False
00-0021176,2002,Reche Caldwell,WR,14,43,22,208,2,9,62.5,4.464285714285714,45,1979-03-28,2002,2002.0,2.0,48.0,Reche Caldwell,23.430527036276523,0,False
00-0021176,2003,Reche Caldwell,WR,7,14,8,80,5,39,19.9,2.8428571428571425,19,1979-03-28,2002,2002.0,2.0,48.0,Reche Caldwell,24.42984257357974,1,True
00-0021176,2004,Reche Caldwell,WR,6,32,18,310,4,45,71.5,11.916666666666666,36,1979-03-28,2002,2002.0,2.0,48.0,Reche Caldwell,25.43189596167009,2,True
00-0021176,2005,Reche Caldwell,WR,13,50,28,352,2,10,66.2,5.092307692307693,52,1979-03-28,2002,2002.0,2.0,48.0,Reche Caldwell,26.431211498973305,3,True
00-0021176,2006,Reche Caldwell,WR,16,108,61,760,1,5,161.5,10.09375,109,1979-03-28,2002,2002.0,2.0,48.0,Reche Caldwell,27.430527036276523,4,True
00-0021176,2007,Reche Caldwell,WR,5,27,15,141,0,0,29.1,5.82,27,1979-03-28,2002,2002.0,2.0,48.0,Reche Caldwell,28.42984257357974,5,True
00-0021179,2002,Clinton Portis,RB,16,48,33,364,273,1508,316.2,19.7625,321,1981-09-01,2002,2002.0,2.0,51.0,Clinton Portis,20.999315537303215,0,False
00-0021179,2003,Clinton Portis,RB,13,52,38,314,290,1591,312.5,24.03846153846154,342,1981-09-01,2002,2002.0,2.0,51.0,Clinton Portis,21.998631074606433,1,True
00-0021179,2004,Clinton Portis,RB,15,55,40,235,343,1315,233.6,15.573333333333332,398,1981-09-01,2002,2002.0,2.0,51.0,Clinton Portis,23.000684462696785,2,True
00-0021179,2005,Clinton Portis,RB,16,41,30,216,352,1516,271.88,16.9925,393,1981-09-01,2002,2002.0,2.0,51.0,Clinton Portis,24.0,3,True
00-0021179,2006,Clinton Portis,RB,8,23,17,170,127,523,128.3,16.0375,150,1981-09-01,2002,2002.0,2.0,51.0,Clinton Portis,24.999315537303215,4,True
00-0021179,2007,Clinton Portis,RB,16,65,47,389,325,1262,272.7,17.04375,390,1981-09-01,2002,2002.0,2.0,51.0,Clinton Portis,25.998631074606433,5,True
00-0021179,2008,Clinton Portis,RB,16,39,28,218,342,1487,246.5,15.40625,381,1981-09-01,2002,2002.0,2.0,51.0,Clinton Portis,27.000684462696785,6,True
00-0021179,2009,Clinton Portis,RB,8,12,9,57,124,494,74.1,9.2625,136,1981-09-01,2002,2002.0,2.0,51.0,Clinton Portis,28.0,7,False
00-0021179,2010,Clinton Portis,RB,5,9,5,55,54,227,45.2,9.04,63,1981-09-01,2002,2002.0,2.0,51.0,Clinton Portis,28.999315537303215,8,False
00-0021182,2002,Maurice Morris,RB,11,3,3,25,32,153,24.8,2.2545454545454544,35,1979-12-01,2002,2002.0,2.0,54.0,Maurice Morris,22.751540041067763,0,False
00-0021182,2003,Maurice Morris,RB,16,6,4,32,38,239,37.1,2.31875,44,1979-12-01,2002,2002.0,2.0,54.0,Maurice Morris,23.750855578370977,1,True
00-0021182,2004,Maurice Morris,RB,15,12,9,53,30,126,26.9,1.7933333333333332,42,1979-12-01,2002,2002.0,2.0,54.0,Maurice Morris,24.752908966461327,2,True
00-0021182,2005,Maurice Morris,RB,14,7,5,48,71,288,44.6,3.185714285714286,78,1979-12-01,2002,2002.0,2.0,54.0,Maurice Morris,25.752224503764545,3,True
00-0021182,2006,Maurice Morris,RB,16,15,11,46,161,604,74.0,4.625,176,1979-12-01,2002,2002.0,2.0,54.0,Maurice Morris,26.751540041067763,4,True
00-0021182,2007,Maurice Morris,RB,13,32,23,213,140,628,135.1,10.392307692307693,172,1979-12-01,2002,2002.0,2.0,54.0,Maurice Morris,27.750855578370977,5,True
00-0021182,2008,Maurice Morris,RB,13,26,19,136,132,574,100.0,7.6923076923076925,158,1979-12-01,2002,2002.0,2.0,54.0,Maurice Morris,28.752908966461327,6,True
00-0021182,2009,Maurice Morris,RB,14,38,26,210,93,384,99.4,7.1000000000000005,131,1979-12-01,2002,2002.0,2.0,54.0,Maurice Morris,29.752224503764545,7,False
00-0021182,2010,Maurice Morris,RB,13,31,25,170,90,336,105.6,8.123076923076923,121,1979-12-01,2002,2002.0,2.0,54.0,Maurice Morris,30.751540041067763,8,False
00-0021182,2011,Maurice Morris,RB,13,36,27,241,82,319,95.0,7.3076923076923075,118,1979-12-01,2002,2002.0,2.0,54.0,Maurice Morris,31.750855578370977,9,False
00-0021184,2002,Ladell Betts,RB,11,17,12,154,65,307,62.1,5.6454545454545455,82,1979-08-27,2002,2002.0,2.0,56.0,Ladell Betts,23.014373716632445,0,False
00-0021184,2003,Ladell Betts,RB,9,21,15,167,77,255,69.2,7.688888888888889,98,1979-08-27,2002,2002.0,2.0,56.0,Ladell Betts,24.01368925393566,1,True
00-0021184,2004,Ladell Betts,RB,16,21,15,108,90,371,68.9,4.30625,111,1979-08-27,2002,2002.0,2.0,56.0,Ladell Betts,25.01574264202601,2,True
00-0021184,2005,Ladell Betts,RB,12,14,10,78,89,338,65.6,5.466666666666666,103,1979-08-27,2002,2002.0,2.0,56.0,Ladell Betts,26.015058179329227,3,True
00-0021184,2006,Ladell Betts,RB,16,73,53,445,245,1154,236.9,14.80625,318,1979-08-27,2002,2002.0,2.0,56.0,Ladell Betts,27.014373716632445,4,True
00-0021184,2007,Ladell Betts,RB,16,29,21,174,93,335,81.9,5.11875,122,1979-08-27,2002,2002.0,2.0,56.0,Ladell Betts,28.01368925393566,5,True
00-0021184,2008,Ladell Betts,RB,13,30,22,200,61,206,66.6,5.123076923076923,91,1979-08-27,2002,2002.0,2.0,56.0,Ladell Betts,29.01574264202601,6,True
00-0021184,2009,Ladell Betts,RB,10,20,17,179,56,210,67.9,6.790000000000001,76,1979-08-27,2002,2002.0,2.0,56.0,Ladell Betts,30.015058179329227,7,False
00-0021184,2010,Ladell Betts,RB,7,31,23,141,45,150,62.1,8.871428571428572,76,1979-08-27,2002,2002.0,2.0,56.0,Ladell Betts,31.014373716632445,8,False
00-0021190,2002,Antwaan Randle El,WR,16,65,47,489,19,134,129.1,8.06875,84,1979-08-17,2002,2002.0,2.0,62.0,Antwaan Randle El,23.041752224503764,0,False
00-0021190,2003,Antwaan Randle El,WR,16,66,37,364,14,85,100.14,6.25875,80,1979-08-17,2002,2002.0,2.0,62.0,Antwaan Randle El,24.041067761806985,1,True
00-0021190,2004,Antwaan Randle El,WR,16,76,43,601,8,34,124.9,7.80625,84,1979-08-17,2002,2002.0,2.0,62.0,Antwaan Randle El,25.04312114989733,2,True
00-0021190,2005,Antwaan Randle El,WR,16,62,35,558,12,73,120.78,7.54875,74,1979-08-17,2002,2002.0,2.0,62.0,Antwaan Randle El,26.04243668720055,3,True
00-0021190,2006,Antwaan Randle El,WR,16,57,32,351,19,118,108.42,6.77625,76,1979-08-17,2002,2002.0,2.0,62.0,Antwaan Randle El,27.041752224503764,4,True
00-0021190,2007,Antwaan Randle El,WR,15,91,51,728,4,-3,132.26,8.817333333333332,95,1979-08-17,2002,2002.0,2.0,62.0,Antwaan Randle El,28.041067761806985,5,True
00-0021190,2008,Antwaan Randle El,WR,16,94,53,593,1,5,142.64,8.915,95,1979-08-17,2002,2002.0,2.0,62.0,Antwaan Randle El,29.04312114989733,6,True
00-0021190,2009,Antwaan Randle El,WR,16,76,50,530,0,0,103.0,6.4375,76,1979-08-17,2002,2002.0,2.0,62.0,Antwaan Randle El,30.04243668720055,7,False
00-0021190,2010,Antwaan Randle El,WR,16,39,22,253,1,2,57.18,3.57375,40,1979-08-17,2002,2002.0,2.0,62.0,Antwaan Randle El,31.041752224503764,8,False
00-0021191,2002,Antonio Bryant,WR,16,93,44,733,6,40,153.3,9.58125,99,1981-03-09,2002,2002.0,2.0,63.0,Antonio Bryant,21.481177275838466,0,False
00-0021191,2003,Antonio Bryant,WR,14,69,39,550,2,0,106.0,7.571428571428571,71,1981-03-09,2002,2002.0,2.0,63.0,Antonio Bryant,22.480492813141684,1,True
00-0021191,2004,Antonio Bryant,WR,15,103,58,812,0,0,161.2,10.746666666666666,103,1981-03-09,2002,2002.0,2.0,63.0,Antonio Bryant,23.482546201232033,2,True
00-0021191,2005,Antonio Bryant,WR,16,123,69,1009,1,3,192.2,12.0125,124,1981-03-09,2002,2002.0,2.0,63.0,Antonio Bryant,24.48186173853525,3,True
00-0021191,2006,Antonio Bryant,WR,14,73,41,747,0,0,131.7,9.407142857142857,73,1981-03-09,2002,2002.0,2.0,63.0,Antonio Bryant,25.481177275838466,4,True
00-0021191,2008,Antonio Bryant,WR,15,148,83,1248,2,22,250.0,16.666666666666668,150,1981-03-09,2002,2002.0,2.0,63.0,Antonio Bryant,27.482546201232033,6,True
00-0021191,2009,Antonio Bryant,WR,13,86,39,600,0,0,123.0,9.461538461538462,86,1981-03-09,2002,2002.0,2.0,63.0,Antonio Bryant,28.48186173853525,7,False
00-0021192,2002,Deion Branch,WR,13,68,43,489,2,0,103.9,7.992307692307692,70,1979-07-18,2002,2002.0,2.0,65.0,Deion Branch,23.123887748117728,0,False
00-0021192,2003,Deion Branch,WR,15,101,57,803,1,11,156.4,10.426666666666668,102,1979-07-18,2002,2002.0,2.0,65.0,Deion Branch,24.123203285420946,1,True
00-0021192,2004,Deion Branch,WR,9,62,35,454,0,0,104.4,11.6,62,1979-07-18,2002,2002.0,2.0,65.0,Deion Branch,25.125256673511295,2,True
00-0021192,2005,Deion Branch,WR,16,139,78,998,0,0,207.8,12.9875,139,1979-07-18,2002,2002.0,2.0,65.0,Deion Branch,26.12457221081451,3,True
00-0021192,2006,Deion Branch,WR,14,94,53,725,4,30,152.5,10.892857142857142,98,1979-07-18,2002,2002.0,2.0,65.0,Deion Branch,27.123887748117728,4,True
00-0021192,2007,Deion Branch,WR,10,87,49,661,0,0,139.1,13.91,87,1979-07-18,2002,2002.0,2.0,65.0,Deion Branch,28.123203285420946,5,True
00-0021192,2008,Deion Branch,WR,8,53,30,412,0,0,95.2,11.9,53,1979-07-18,2002,2002.0,2.0,65.0,Deion Branch,29.125256673511295,6,True
00-0021192,2009,Deion Branch,WR,14,79,45,437,1,-8,99.9,7.135714285714286,80,1979-07-18,2002,2002.0,2.0,65.0,Deion Branch,30.12457221081451,7,False
00-0021192,2010,Deion Branch,WR,15,92,61,818,0,0,176.8,11.786666666666669,92,1979-07-18,2002,2002.0,2.0,65.0,Deion Branch,31.123887748117728,8,False
00-0021192,2011,Deion Branch,WR,14,90,51,702,0,0,151.2,10.8,90,1979-07-18,2002,2002.0,2.0,65.0,Deion Branch,32.12320328542094,9,False
00-0021192,2012,Deion Branch,WR,9,29,16,145,0,0,30.5,3.388888888888889,29,1979-07-18,2002,2002.0,2.0,65.0,Deion Branch,33.125256673511295,10,False
00-0021209,2002,Lamar Gordon,RB,12,38,30,278,65,228,94.6,7.883333333333333,103,1980-01-07,2002,2002.0,3.0,84.0,Lamar Gordon,22.650239561943874,0,False
00-0021209,2003,Lamar Gordon,RB,9,11,8,59,71,298,49.7,5.522222222222222,82,1980-01-07,2002,2002.0,3.0,84.0,Lamar Gordon,23.64955509924709,1,True
00-0021209,2004,Lamar Gordon,RB,3,18,13,74,35,64,26.799999999999997,8.933333333333332,53,1980-01-07,2002,2002.0,3.0,84.0,Lamar Gordon,24.65160848733744,2,True
00-0021209,2005,Lamar Gordon,RB,14,15,11,79,54,182,39.1,2.792857142857143,69,1980-01-07,2002,2002.0,3.0,84.0,Lamar Gordon,25.650924024640656,3,True
00-0021209,2006,Lamar Gordon,RB,1,0,0,0,1,2,0.2,0.2,1,1980-01-07,2002,2002.0,3.0,84.0,Lamar Gordon,26.650239561943874,4,True
00-0021212,2003,Cliff Russell,WR,3,4,2,10,0,0,3.0,1.0,4,1979-02-08,2002,2002.0,3.0,87.0,Cliff Russell,24.56125941136208,1,True
00-0021212,2004,Cliff Russell,WR,13,2,1,21,3,15,4.6,0.3538461538461538,5,1979-02-08,2002,2002.0,3.0,87.0,Cliff Russell,25.56331279945243,2,True
00-0021212,2006,Cliff Russell,WR,2,4,2,14,0,0,3.4,1.7,4,1979-02-08,2002,2002.0,3.0,87.0,Cliff Russell,27.561943874058866,4,True
00-0021212,2008,Cliff Russell,WR,1,0,0,0,0,0,0.0,0.0,0,1979-02-08,2002,2002.0,3.0,87.0,Cliff Russell,29.56331279945243,6,True
00-0021216,2002,Brian Westbrook,RB,14,13,9,86,46,193,37.9,2.707142857142857,59,1979-09-02,2002,2002.0,3.0,91.0,Brian Westbrook,22.99794661190965,0,False
00-0021216,2003,Brian Westbrook,RB,15,52,38,340,116,605,210.5,14.033333333333331,168,1979-09-02,2002,2002.0,3.0,91.0,Brian Westbrook,23.99726214921287,1,True
00-0021216,2004,Brian Westbrook,RB,13,101,73,703,178,808,276.1,21.23846153846154,279,1979-09-02,2002,2002.0,3.0,91.0,Brian Westbrook,24.999315537303215,2,True
00-0021216,2005,Brian Westbrook,RB,12,84,61,616,157,614,228.0,19.0,241,1979-09-02,2002,2002.0,3.0,91.0,Brian Westbrook,25.998631074606433,3,True
00-0021216,2006,Brian Westbrook,RB,15,106,77,699,240,1217,330.6,22.040000000000003,346,1979-09-02,2002,2002.0,3.0,91.0,Brian Westbrook,26.99794661190965,4,True
00-0021216,2007,Brian Westbrook,RB,15,124,90,771,278,1333,370.4,24.69333333333333,402,1979-09-02,2002,2002.0,3.0,91.0,Brian Westbrook,27.99726214921287,5,True
00-0021216,2008,Brian Westbrook,RB,14,74,54,402,233,936,269.8,19.271428571428572,307,1979-09-02,2002,2002.0,3.0,91.0,Brian Westbrook,28.999315537303215,6,True
00-0021216,2009,Brian Westbrook,RB,8,34,25,181,61,274,82.5,10.3125,95,1979-09-02,2002,2002.0,3.0,91.0,Brian Westbrook,29.998631074606433,7,False
00-0021216,2010,Brian Westbrook,RB,13,24,16,150,77,340,95.0,7.3076923076923075,101,1979-09-02,2002,2002.0,3.0,91.0,Brian Westbrook,30.99794661190965,8,False
00-0021223,2002,Jonathan Wells,RB,16,12,9,48,197,529,82.7,5.16875,209,1979-07-21,2002,2002.0,4.0,99.0,Jonathan Wells,23.11567419575633,0,False
00-0021223,2003,Jonathan Wells,RB,8,3,2,17,5,14,5.1,0.6375,8,1979-07-21,2002,2002.0,4.0,99.0,Jonathan Wells,24.11498973305955,1,True
00-0021223,2004,Jonathan Wells,RB,14,15,11,79,82,299,78.8,5.628571428571428,97,1979-07-21,2002,2002.0,4.0,99.0,Jonathan Wells,25.117043121149894,2,True
00-0021223,2005,Jonathan Wells,RB,13,30,22,179,90,325,96.4,7.415384615384616,120,1979-07-21,2002,2002.0,4.0,99.0,Jonathan Wells,26.116358658453116,3,True
00-0021242,2002,Ron Johnson,WR,13,26,10,114,0,0,33.4,2.569230769230769,26,1980-05-23,2002,2002.0,4.0,123.0,Ron Johnson,22.275154004106778,0,False
00-0021242,2003,Ron Johnson,WR,3,2,1,12,0,0,2.2,0.7333333333333334,2,1980-05-23,2002,2002.0,4.0,123.0,Ron Johnson,23.274469541409992,1,True
00-0021252,2002,Najeh Davenport,RB,8,9,5,33,39,184,30.700000000000003,3.8375,48,1979-02-08,2002,2002.0,4.0,135.0,Najeh Davenport,23.561943874058866,0,False
00-0021252,2003,Najeh Davenport,RB,15,8,6,38,77,420,61.8,4.12,85,1979-02-08,2002,2002.0,4.0,135.0,Najeh Davenport,24.56125941136208,1,True
00-0021252,2004,Najeh Davenport,RB,10,6,4,33,71,359,55.2,5.5200000000000005,77,1979-02-08,2002,2002.0,4.0,135.0,Najeh Davenport,25.56331279945243,2,True
00-0021252,2005,Najeh Davenport,RB,5,3,2,3,30,105,24.8,4.96,33,1979-02-08,2002,2002.0,4.0,135.0,Najeh Davenport,26.562628336755647,3,True
00-0021252,2006,Najeh Davenport,RB,13,21,15,193,60,221,68.4,5.261538461538462,81,1979-02-08,2002,2002.0,4.0,135.0,Najeh Davenport,27.561943874058866,4,True
00-0021252,2007,Najeh Davenport,RB,15,25,18,184,107,499,128.3,8.553333333333335,132,1979-02-08,2002,2002.0,4.0,135.0,Najeh Davenport,28.56125941136208,5,True
00-0021252,2008,Najeh Davenport,RB,6,6,4,54,10,31,12.5,2.0833333333333335,16,1979-02-08,2002,2002.0,4.0,135.0,Najeh Davenport,29.56331279945243,6,True
00-0021253,2002,Jarrod Baxter,RB,13,10,5,33,7,14,15.7,1.2076923076923076,17,1979-03-09,2002,2002.0,5.0,136.0,Jarrod Baxter,23.482546201232033,0,False
00-0021253,2004,Jarrod Baxter,RB,3,1,1,3,2,1,1.4,0.4666666666666666,3,1979-03-09,2002,2002.0,5.0,136.0,Jarrod Baxter,25.4839151266256,2,True
00-0021253,2005,Jarrod Baxter,RB,3,1,1,4,0,0,1.4,0.4666666666666666,1,1979-03-09,2002,2002.0,5.0,136.0,Jarrod Baxter,26.483230663928815,3,True
00-0021260,2004,Kyle Johnson,RB,9,12,9,126,0,0,33.6,3.7333333333333334,12,1978-12-15,2002,2002.0,5.0,145.0,Kyle Johnson,25.713894592744698,2,True
00-0021260,2005,Kyle Johnson,RB,13,23,17,160,4,9,69.9,5.376923076923077,27,1978-12-15,2002,2002.0,5.0,145.0,Kyle Johnson,26.713210130047912,3,True
00-0021260,2006,Kyle Johnson,RB,9,10,7,37,5,30,19.7,2.1888888888888887,15,1978-12-15,2002,2002.0,5.0,145.0,Kyle Johnson,27.71252566735113,4,True
00-0021260,2007,Kyle Johnson,RB,1,0,0,0,0,0,0.0,0.0,0,1978-12-15,2002,2002.0,5.0,145.0,Kyle Johnson,28.711841204654345,5,True
00-0021264,2003,Jake Schifino,WR,11,0,0,0,0,0,0.0,0.0,0,1979-11-15,2002,2002.0,5.0,151.0,Jake Schifino,23.794661190965098,1,True
00-0021283,2003,Sam Simmons,WR,7,0,0,0,0,0,0.0,0.0,0,1979-11-25,2003,2002.0,5.0,170.0,Sam Simmons,23.76728268309377,0,True
00-0021305,2003,Larry Ned,RB,2,0,0,0,0,0,0.0,0.0,0,1978-08-23,2003,2002.0,6.0,197.0,Larry Ned,25.02395619438741,0,True
00-0021305,2004,Larry Ned,RB,12,1,1,9,0,0,1.9,0.1583333333333333,1,1978-08-23,2003,2002.0,6.0,197.0,Larry Ned,26.026009582477755,1,True
00-0021306,2002,Adrian Peterson,RB,6,4,3,18,19,101,20.9,3.483333333333333,23,1979-07-01,2002,2002.0,6.0,199.0,Adrian Peterson,23.170431211498972,0,False
00-0021306,2003,Adrian Peterson,RB,4,1,1,5,22,70,8.5,2.125,23,1979-07-01,2002,2002.0,6.0,199.0,Adrian Peterson,24.16974674880219,1,True
00-0021306,2004,Adrian Peterson,RB,12,3,2,30,6,19,6.9,0.5750000000000001,9,1979-07-01,2002,2002.0,6.0,199.0,Adrian Peterson,25.17180013689254,2,True
00-0021306,2005,Adrian Peterson,RB,13,10,7,48,76,391,62.9,4.838461538461538,86,1979-07-01,2002,2002.0,6.0,199.0,Adrian Peterson,26.171115674195757,3,True
00-0021306,2006,Adrian Peterson,RB,14,8,6,88,10,41,30.9,2.2071428571428573,18,1979-07-01,2002,2002.0,6.0,199.0,Adrian Peterson,27.170431211498972,4,True
00-0021306,2007,Adrian Peterson,RB,16,70,51,420,151,510,162.36,10.1475,221,1979-07-01,2002,2002.0,6.0,199.0,Adrian Peterson,28.16974674880219,5,True
00-0021306,2008,Adrian Peterson,RB,11,8,6,45,20,100,20.5,1.8636363636363635,28,1979-07-01,2002,2002.0,6.0,199.0,Adrian Peterson,29.17180013689254,6,True
00-0021306,2009,Adrian Peterson,RB,11,2,2,11,7,51,8.2,0.7454545454545454,9,1979-07-01,2002,2002.0,6.0,199.0,Adrian Peterson,30.171115674195757,7,False
00-0021309,2002,Lee Mays,WR,14,2,0,0,0,0,0.0,0.0,2,1978-09-18,2002,2002.0,6.0,202.0,Lee Mays,23.953456536618756,0,False
00-0021309,2003,Lee Mays,WR,8,4,2,17,0,0,3.7,0.4625,4,1978-09-18,2002,2002.0,6.0,202.0,Lee Mays,24.95277207392197,1,True
00-0021309,2004,Lee Mays,WR,8,16,9,137,0,0,22.7,2.8375,16,1978-09-18,2002,2002.0,6.0,202.0,Lee Mays,25.95482546201232,2,True
00-0021310,2006,Jamin Elliott,WR,1,0,0,0,0,0,0.0,0.0,0,1979-10-05,2002,2002.0,6.0,203.0,Jamin Elliott,26.90759753593429,4,True
