player_id,player_name,position,team_last,seasons_played,last_season,first_season,n_teams,games,targets,receptions,rec_yards,rec_tds,rec_air_yards,rec_yac,rec_first_downs,rec_epa,carries,rush_yards,rush_tds,ppr,tm_targets,tm_air_yards,tm_pass_att,tm_carries,tm_targets_full,tm_air_yards_full,tm_carries_full,tm_games,snap_games,off_snaps,tm_off_snaps,st_snaps,off_plays_on_field,dropbacks_on_field,rushes_on_field,tm_off_plays,tm_dropbacks,tm_rushes,pfr_tgt,pfr_rec,pfr_ybc,pfr_yac,pfr_broken_tackles,pfr_drops,pfr_first_downs,pbp_targets,rz_targets,i10_targets,ez_targets,deep_targets,third_down_targets,third_down_conv,target_epa_total,play_share_part,target_epa,rz_target_share_of_own,ngs_avg_cushion,ngs_avg_separation,ngs_avg_intended_air_yards,ngs_percent_share_of_intended_air_yards,ngs_avg_yac,ngs_avg_expected_yac,ngs_avg_yac_above_expectation,ngs_catch_percentage,pfr_adot,pfr_ybc_per_rec,pfr_yac_per_rec,pfr_rec_per_broken_tackle,snap_pct_mean,target_share,air_yards_share,target_share_full,air_yards_share_full,carry_share,carry_share_full,games_played_rate,wopr,racr,adot_nflverse,catch_rate,rec_epa_per_target,ypc,ypr,snap_share,off_snaps_pg,pass_snap_share,run_snap_share,targets_pg,rec_pg,rec_yards_pg,rec_tds_pg,air_yards_pg,ppr_pg,carries_pg,rush_yards_pg,rush_tds_pg,routes_proxy,routes_proxy_pg,tprr_proxy,yprr_proxy,pfr_drop_pct,rz_targets_pg,i10_targets_pg,ez_targets_pg,deep_targets_pg,third_down_targets_pg,deep_target_rate,third_down_conv_rate,window_seasons,thin_data
00-0035414,Jalen Guyton,WR,LAC,1,2023,2023,1,7,21,10,89,1,218,32,6,-2.3658055786218024,0,0,0,24.9,249,1740,258,166,614,4733,431,17,8.0,255.0,525.0,0.0,260.0,179.0,70.0,1175.0,715.0,385.0,21.0,10.0,57.0,32.0,1.0,2.0,6.0,21.0,4.0,1.0,2.0,4.0,4.0,1.0,-2.365805578621803,0.22127659574468084,-0.11265740850580014,0.19047619047619047,,,,,,,,,10.4,5.7,3.2,10.0,0.485,0.08433734939759036,0.12528735632183907,0.03420195439739414,0.04605958166068033,0.0,0.0,0.4117647058823529,0.21420717352167287,0.40825688073394495,10.380952380952381,0.47619047619047616,-0.11265740850580011,,8.9,0.4857142857142857,31.875,0.25034965034965034,0.18181818181818182,3.0,1.4285714285714286,12.714285714285714,0.14285714285714285,31.142857142857142,3.557142857142857,0.0,0.0,0.0,179.0,25.571428571428573,0.11731843575418995,0.4972067039106145,0.09523809523809523,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.19047619047619047,0.25,2023-2025,True
00-0035480,Malik Taylor,WR,NYJ,1,2023,2023,1,2,4,2,13,0,89,7,0,-2.066931324894535,0,0,0,3.3,85,721,89,41,563,4000,388,17,3.0,51.0,211.0,33.0,52.0,40.0,8.0,1140.0,695.0,357.0,4.0,2.0,6.0,7.0,0.0,0.0,,4.0,0.0,0.0,0.0,2.0,2.0,0.0,-2.06693132489454,0.0456140350877193,-0.516732831223635,0.0,,,,,,,,,22.3,3.0,3.5,,0.24333333333333332,0.047058823529411764,0.12343966712898752,0.007104795737122558,0.02225,0.0,0.0,0.11764705882352941,0.1569960022844089,0.14606741573033707,22.25,0.5,-0.5167328312236338,,6.5,0.24170616113744076,17.0,0.05755395683453238,0.022408963585434174,2.0,1.0,6.5,0.0,44.5,1.65,0.0,0.0,0.0,40.0,20.0,0.1,0.325,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,2023-2025,True
00-0035500,Greg Dortch,WR,ARI,3,2025,2023,1,45,124,90,828,8,648,640,40,16.387334630825585,13,51,1,229.9,1470,10908,1526,1182,1680,12543,1300,51,42.0,1121.0,2990.0,371.0,1137.0,749.0,326.0,3444.0,1996.0,1208.0,124.0,90.0,188.0,640.0,10.0,4.0,40.0,124.0,18.0,4.0,4.0,9.0,39.0,16.0,16.387334630825563,0.33013937282229966,0.13215592444214164,0.14516129032258066,7.47525,3.68880135579219,4.2516,5.757698870561469,8.03432432432433,5.52106062966656,2.51326369465777,74.0,5.273387096774194,2.076666666666666,7.086666666666666,11.794444444444444,0.37200000000000005,0.08435374149659863,0.0594059405940594,0.07380952380952381,0.05166228175077733,0.010998307952622674,0.01,0.8823529411764706,0.16811477066073954,1.2777777777777777,5.225806451612903,0.7258064516129032,0.1321559244421418,3.923076923076923,9.2,0.3749163879598662,26.69047619047619,0.375250501002004,0.26986754966887416,2.7555555555555555,2.0,18.4,0.17777777777777778,14.4,5.108888888888889,0.28888888888888886,1.1333333333333333,0.022222222222222223,749.0,16.644444444444446,0.16555407209612816,1.1054739652870493,0.03225806451612903,0.4,0.08888888888888889,0.08888888888888889,0.2,0.8666666666666667,0.07258064516129033,0.41025641025641024,2023-2025,False
00-0035535,Darius Slayton,WR,NYG,3,2025,2023,1,47,213,126,1881,7,2738,620,82,61.71209284760809,2,17,0,359.8,1422,11206,1510,1246,1542,12278,1389,51,47.0,2523.0,3086.0,6.0,2587.0,1521.0,886.0,3492.0,1964.0,1237.0,213.0,126.0,1261.0,620.0,11.0,12.0,82.0,213.0,15.0,5.0,14.0,44.0,58.0,24.0,60.5530928476081,0.7408361970217641,0.2842868208807892,0.07042253521126761,5.975885214669661,2.669443998312444,13.019953051643204,23.965246067700125,5.179444444444446,3.896560898344308,1.2828835461001413,59.154929577464756,12.736619718309859,9.991269841269842,4.957142857142857,12.434126984126985,0.8163829787234044,0.14978902953586498,0.24433339282527217,0.13813229571984437,0.22300048867893793,0.0016051364365971107,0.0014398848092152627,0.9215686274509803,0.395716919281488,0.6869978086194303,12.854460093896714,0.5915492957746479,0.28972813543477977,8.5,14.928571428571429,0.8175631885936487,53.680851063829785,0.7744399185336049,0.7162489894907034,4.531914893617022,2.6808510638297873,40.02127659574468,0.14893617021276595,58.255319148936174,7.6553191489361705,0.0425531914893617,0.3617021276595745,0.0,1521.0,32.361702127659576,0.14003944773175542,1.2366863905325445,0.056338028169014086,0.3191489361702128,0.10638297872340426,0.2978723404255319,0.9361702127659575,1.2340425531914894,0.20657276995305165,0.41379310344827586,2023-2025,False
00-0035544,Tom Kennedy,WR,DET,2,2025,2024,1,9,5,4,36,0,43,4,2,2.2720061066793296,0,0,0,7.6,331,2217,349,233,1072,7219,976,34,8.0,64.0,682.0,64.0,64.0,37.0,19.0,2295.0,1221.0,946.0,5.0,4.0,32.0,4.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,2.0,2.0,2.272006106679328,0.027886710239651415,0.4544012213358656,0.0,,,,,,,,,8.6,8.0,1.0,,0.1025,0.015105740181268883,0.019395579612088407,0.0046641791044776115,0.005956503670868541,0.0,0.0,0.2647058823529412,0.03623551600036521,0.8372093023255814,8.6,0.8,0.4544012213358659,,9.0,0.093841642228739,8.0,0.030303030303030304,0.0200845665961945,0.5555555555555556,0.4444444444444444,4.0,0.0,4.777777777777778,0.8444444444444444,0.0,0.0,0.0,37.0,4.111111111111111,0.13513513513513514,0.972972972972973,0.0,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222,0.2,1.0,2023-2025,False
00-0035547,Joseph Fortson,TE,KC,1,2024,2024,1,3,3,1,5,0,4,2,1,-5.667218870716167,0,0,0,1.5,94,633,104,107,572,3806,450,17,3.0,40.0,226.0,8.0,40.0,16.0,18.0,1167.0,680.0,401.0,3.0,1.0,3.0,2.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,-5.6672188707161695,0.03427592116538132,-1.88907295690539,0.3333333333333333,,,,,,,,,1.3,3.0,2.0,,0.17666666666666667,0.031914893617021274,0.00631911532385466,0.005244755244755245,0.0010509721492380452,0.0,0.0,0.17647058823529413,0.052295721152230176,1.25,1.3333333333333333,0.3333333333333333,-1.889072956905389,,5.0,0.17699115044247787,13.333333333333334,0.023529411764705882,0.04488778054862843,1.0,0.3333333333333333,1.6666666666666667,0.0,1.3333333333333333,0.5,0.0,0.0,0.0,16.0,5.333333333333333,0.1875,0.3125,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,,2023-2025,True
00-0035562,Jesper Horsted,TE,LV,1,2023,2023,1,5,1,1,4,0,2,2,0,-0.210121021780651,0,0,0,1.4,167,1412,173,119,531,4281,413,17,3.0,8.0,796.0,216.0,12.0,7.0,1.0,1073.0,606.0,397.0,1.0,1.0,2.0,2.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21012102178065106,0.011183597390493943,-0.21012102178065106,0.0,,,,,,,,,2.0,2.0,2.0,,0.01,0.005988023952095809,0.00141643059490085,0.0018832391713747645,0.000467180565288484,0.0,0.0,0.29411764705882354,0.00997353734457431,2.0,2.0,1.0,-0.210121021780651,,4.0,0.010050251256281407,2.6666666666666665,0.01155115511551155,0.0025188916876574307,0.2,0.2,0.8,0.0,0.4,0.27999999999999997,0.0,0.0,0.0,7.0,1.4,0.14285714285714285,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2023-2025,True
00-0035593,Juwann Winfree,WR,IND,1,2023,2023,1,1,1,0,0,0,26,0,0,-1.09631859883666,0,0,0,0.0,38,325,41,24,546,4255,479,17,4.0,21.0,538.0,75.0,23.0,10.0,6.0,1180.0,648.0,449.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0963185988366604,0.019491525423728815,-1.0963185988366604,0.0,,,,,,,,,26.0,,,,0.04,0.02631578947368421,0.08,0.0018315018315018315,0.006110458284371328,0.0,0.0,0.058823529411764705,0.09547368421052631,0.0,26.0,0.0,-1.09631859883666,,,0.03903345724907063,5.25,0.015432098765432098,0.013363028953229399,1.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,10.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2023-2025,True
00-0035602,Alex Bachman,WR,LV,2,2025,2024,1,16,6,5,43,0,35,12,4,1.1406034846878663,0,0,0,9.3,471,3145,498,377,1086,7663,749,34,16.0,120.0,1179.0,188.0,126.0,64.0,47.0,2161.0,1303.0,705.0,6.0,5.0,31.0,12.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,2.0,2.0,2.087603484687861,0.058306339657565945,0.3479339141146435,0.0,,,,,,,,,5.8500000000000005,6.2,2.38,,0.09649038461538463,0.012738853503184714,0.011128775834658187,0.0055248618784530384,0.004567401800861281,0.0,0.0,0.47058823529411764,0.026898423339037802,1.2285714285714286,5.833333333333333,0.8333333333333334,0.19010058078131106,,8.6,0.10178117048346055,7.5,0.04911742133537989,0.06666666666666667,0.375,0.3125,2.6875,0.0,2.1875,0.58125,0.0,0.0,0.0,64.0,4.0,0.09375,0.671875,0.0,0.0,0.0,0.0,0.0,0.125,0.0,1.0,2023-2025,False
00-0035631,Drew Sample,TE,CIN,3,2025,2023,1,37,69,57,378,4,56,363,22,7.911863489657865,2,-1,0,118.69999999999999,1320,9277,1379,870,1828,13199,1144,51,51.0,1747.0,3336.0,661.0,1807.0,887.0,767.0,3441.0,2109.0,1061.0,69.0,57.0,15.0,363.0,3.0,1.0,22.0,69.0,6.0,2.0,1.0,1.0,19.0,8.0,7.91186348965787,0.5251380412670735,0.11466468825591117,0.08695652173913043,,,,,,,,,0.9666666666666667,0.24561403508771928,6.408771929824562,19.45614035087719,0.5144992050874404,0.05227272727272727,0.0060364341920879595,0.03774617067833698,0.0042427456625501936,0.0022988505747126436,0.0017482517482517483,0.7254901960784313,0.08263459484355247,6.75,0.8115942028985508,0.8260869565217391,0.11466468825591108,-0.5,6.631578947368421,0.5236810551558753,34.254901960784316,0.42057847321005215,0.7229029217719133,1.864864864864865,1.5405405405405406,10.216216216216216,0.10810810810810811,1.5135135135135136,3.208108108108108,0.05405405405405406,-0.02702702702702703,0.0,887.0,23.972972972972972,0.0777903043968433,0.42615558060879366,0.014492753623188406,0.16216216216216217,0.05405405405405406,0.02702702702702703,0.02702702702702703,0.5135135135135135,0.014492753623188406,0.42105263157894735,2023-2025,False
00-0035639,Parris Campbell,WR,PHI,2,2024,2023,2,14,35,26,134,1,125,74,3,-21.908703088385426,0,0,0,45.400000000000006,376,2757,399,400,903,7269,1075,34,16.0,347.0,1104.0,39.0,354.0,221.0,107.0,2318.0,1203.0,946.0,35.0,26.0,60.0,74.0,1.0,1.0,3.0,35.0,5.0,2.0,1.0,1.0,10.0,1.0,-21.908703088385433,0.15271786022433131,-0.6259629453824409,0.14285714285714285,,,,,,,,,3.6057142857142854,2.3461538461538463,2.8846153846153846,20.0,0.32023809523809527,0.09308510638297872,0.04533913674283642,0.03875968992248062,0.017196313110469114,0.0,0.0,0.4117647058823529,0.17136505529445356,1.072,3.5714285714285716,0.7428571428571429,-0.6259629453824408,,5.153846153846154,0.31431159420289856,21.6875,0.18370739817123857,0.113107822410148,2.5,1.8571428571428572,9.571428571428571,0.07142857142857142,8.928571428571429,3.2428571428571433,0.0,0.0,0.0,221.0,15.785714285714286,0.1583710407239819,0.6063348416289592,0.02857142857142857,0.35714285714285715,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.7142857142857143,0.02857142857142857,0.1,2023-2025,False
00-0035640,DK Metcalf,WR,PIT,3,2025,2023,2,46,326,191,2956,19,4054,1044,124,98.74058128717108,2,12,1,603.8,1472,10299,1545,1042,1638,11515,1172,51,46.0,2439.0,2850.0,9.0,2494.0,1553.0,759.0,3271.0,1902.0,1095.0,326.0,191.0,1912.0,1044.0,18.0,16.0,124.0,326.0,45.0,21.0,38.0,78.0,79.0,34.0,99.68758128717104,0.7624579639254051,0.30579012664776395,0.13803680981595093,5.356806951931005,2.5393542159160427,12.541533742331268,35.61142364368611,5.871465968586387,4.202227796109323,1.669238172477063,58.58895705521472,12.200920245398773,9.991623036649216,5.47958115183246,13.136125654450261,0.8582608695652175,0.22146739130434784,0.3936304495582095,0.199023199023199,0.352062527138515,0.0019193857965451055,0.0017064846416382253,0.9019607843137255,0.6077424016472683,0.7291563887518501,12.43558282208589,0.5858895705521472,0.30288521867230395,6.0,15.476439790575917,0.8557894736842105,53.02173913043478,0.8165089379600421,0.6931506849315069,7.086956521739131,4.1521739130434785,64.26086956521739,0.41304347826086957,88.1304347826087,13.126086956521737,0.043478260869565216,0.2608695652173913,0.021739130434782608,1553.0,33.76086956521739,0.20991629104958145,1.9034127495170639,0.049079754601226995,0.9782608695652174,0.45652173913043476,0.8260869565217391,1.6956521739130435,1.7173913043478262,0.2392638036809816,0.43037974683544306,2023-2025,False
00-0035644,Noah Fant,TE,CIN,3,2025,2023,2,42,148,114,1202,4,774,628,54,6.454407006312826,0,0,0,252.2,1452,10815,1520,936,1724,12942,1146,51,46.0,1522.0,2949.0,18.0,1564.0,974.0,459.0,3369.0,1999.0,1078.0,148.0,114.0,574.0,628.0,4.0,3.0,54.0,148.0,11.0,4.0,7.0,6.0,33.0,14.0,6.4544070063127545,0.46423271000296823,0.04361085815076186,0.07432432432432433,6.00156862745098,4.19132658173661,5.5390625,8.69595080225972,6.07104166666667,5.39980688268842,0.6712347839782481,75.0,5.309459459459459,5.028070175438597,5.507017543859649,29.228070175438596,0.5218524743230626,0.10192837465564739,0.07156726768377254,0.08584686774941995,0.059805285118219746,0.0,0.0,0.8235294117647058,0.20298964936211183,1.5529715762273901,5.22972972972973,0.7702702702702703,0.043610858150762336,,10.543859649122806,0.5161071549677857,33.08695652173913,0.48724362181090547,0.42578849721706863,3.5238095238095237,2.7142857142857144,28.61904761904762,0.09523809523809523,18.428571428571427,6.004761904761905,0.0,0.0,0.0,974.0,23.19047619047619,0.15195071868583163,1.2340862422997947,0.02027027027027027,0.2619047619047619,0.09523809523809523,0.16666666666666666,0.14285714285714285,0.7857142857142857,0.04054054054054054,0.42424242424242425,2023-2025,False
00-0035645,Gunner Olszewski,WR,NYG,2,2025,2023,1,28,14,11,145,1,129,74,7,4.4243178654187725,0,0,0,40.82,796,6693,838,797,988,8259,965,34,16.0,131.0,1826.0,215.0,136.0,80.0,42.0,3407.0,1861.0,1293.0,14.0,11.0,70.0,75.0,0.0,0.0,7.0,14.0,2.0,0.0,2.0,2.0,5.0,3.0,4.424317865418777,0.03991781626063986,0.31602270467276977,0.14285714285714285,,,,,,,,,9.214285714285714,6.363636363636363,6.818181818181818,,0.06535714285714285,0.017587939698492462,0.01927386822052891,0.01417004048582996,0.015619324373410825,0.0,0.0,0.8235294117647058,0.03987361730210893,1.124031007751938,9.214285714285714,0.7857142857142857,0.31602270467276944,,13.181818181818182,0.07174151150054764,8.1875,0.042987641053197204,0.03248259860788863,0.5,0.39285714285714285,5.178571428571429,0.03571428571428571,4.607142857142857,1.457857142857143,0.0,0.0,0.0,80.0,2.857142857142857,0.175,1.8125,0.0,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.17857142857142858,0.14285714285714285,0.6,2023-2025,False
00-0035659,Terry McLaurin,WR,WAS,3,2025,2023,1,44,309,199,2680,20,3914,735,136,111.841969149939,2,2,0,585.2,1363,11070,1445,1164,1537,12757,1369,51,44.0,2309.0,2890.0,1.0,2353.0,1448.0,757.0,3406.0,1956.0,1192.0,309.0,199.0,1945.0,735.0,12.0,10.0,136.0,309.0,33.0,14.0,30.0,69.0,87.0,42.0,112.78896914993898,0.6908396946564885,0.3650128451454336,0.10679611650485436,6.232343520773493,2.6240957925473203,12.791003236245936,34.06337458653844,3.863467336683419,3.232134774658981,0.6313325620244356,64.4012944983819,12.685436893203883,9.796482412060302,3.6884422110552766,25.957788944723614,0.8,0.22670579603815114,0.35356820234869013,0.20104098893949252,0.3068119463823783,0.001718213058419244,0.0014609203798392988,0.8627450980392157,0.5875564357013098,0.684721512519162,12.666666666666666,0.6440129449838188,0.3619481202263398,1.0,13.467336683417086,0.798961937716263,52.47727272727273,0.7402862985685071,0.6350671140939598,7.0227272727272725,4.5227272727272725,60.90909090909091,0.45454545454545453,88.95454545454545,13.3,0.045454545454545456,0.045454545454545456,0.0,1448.0,32.90909090909091,0.21339779005524862,1.850828729281768,0.032362459546925564,0.75,0.3181818181818182,0.6818181818181818,1.5681818181818181,1.9772727272727273,0.22330097087378642,0.4827586206896552,2023-2025,False
00-0035662,Marquise Brown,WR,KC,3,2025,2023,2,31,190,109,1252,9,2145,400,66,18.9295677464291,2,23,0,290.5,1003,8152,1047,800,1661,12525,1351,51,32.0,1380.0,2114.0,0.0,1411.0,885.0,423.0,3473.0,2004.0,1205.0,190.0,109.0,852.0,400.0,5.0,7.0,66.0,190.0,21.0,12.0,13.0,35.0,54.0,20.0,21.77056774642909,0.4062769939533544,0.11458193550752153,0.11052631578947368,6.186426472303206,2.8087121520160263,11.565657142857136,26.072480284818223,3.8492000000000006,4.355153491887871,-0.5059534918878695,57.142857142857146,11.37421052631579,7.797247706422018,3.6715596330275235,20.991999999999997,0.6544930875576037,0.18943170488534397,0.26312561334641804,0.11438892233594221,0.17125748502994012,0.0025,0.0014803849000740192,0.6078431372549019,0.46833548667050856,0.5836829836829837,11.289473684210526,0.5736842105263158,0.0996293039285742,11.5,11.486238532110091,0.6527909176915799,43.125,0.4416167664670659,0.3510373443983402,6.129032258064516,3.5161290322580645,40.38709677419355,0.2903225806451613,69.19354838709677,9.370967741935484,0.06451612903225806,0.7419354838709677,0.0,885.0,28.548387096774192,0.21468926553672316,1.4146892655367231,0.03684210526315789,0.6774193548387096,0.3870967741935484,0.41935483870967744,1.1290322580645162,1.7419354838709677,0.18421052631578946,0.37037037037037035,2023-2025,False
00-0035676,A.J. Brown,WR,PHI,3,2025,2023,1,45,376,251,3538,21,4446,1094,168,161.36747629333365,0,0,0,726.8000000000001,1218,11279,1309,1450,1407,12810,1609,51,45.0,2628.0,2967.0,4.0,2689.0,1417.0,1122.0,3469.0,1763.0,1445.0,376.0,251.0,2444.0,1094.0,28.0,8.0,168.0,376.0,42.0,16.0,31.0,67.0,102.0,52.0,161.36747629333365,0.775151340443932,0.42916881992907885,0.11170212765957446,6.062207166008795,2.287265370910312,11.926356382978716,37.29329909095943,4.420916334661352,2.7038422436150165,1.7170740910463382,66.75531914893618,11.835372340425533,9.73147410358566,4.371713147410358,9.141035856573705,0.8882222222222222,0.30870279146141216,0.3941838815497828,0.26723525230987916,0.3470725995316159,0.0,0.0,0.8823529411764706,0.7389829042769662,0.7957714799820063,11.824468085106384,0.6675531914893617,0.42916881992907885,,14.095617529880478,0.8857431749241659,58.4,0.8037436188315371,0.7764705882352941,8.355555555555556,5.5777777777777775,78.62222222222222,0.4666666666666667,98.8,16.151111111111113,0.0,0.0,0.0,1417.0,31.488888888888887,0.26534932956951307,2.4968242766407904,0.02127659574468085,0.9333333333333333,0.35555555555555557,0.6888888888888889,1.488888888888889,2.2666666666666666,0.17819148936170212,0.5098039215686274,2023-2025,False
00-0035689,Dawson Knox,TE,BUF,3,2025,2023,1,40,118,80,914,7,898,373,48,16.250699300837276,0,0,0,217.4,1199,10198,1253,1204,1519,12898,1550,51,45.0,1758.0,2965.0,5.0,1790.0,906.0,772.0,3458.0,1824.0,1368.0,118.0,80.0,541.0,373.0,1.0,7.0,48.0,118.0,26.0,14.0,12.0,10.0,22.0,8.0,14.144699300837267,0.5176402544823597,0.11987033305794294,0.22033898305084745,5.31815789473684,3.64204251405053,7.01183673469388,10.0178442303655,5.50472222222222,5.22254359093517,0.282178631287054,73.4693877551021,7.378813559322034,6.775,4.6875,22.0,0.593186887254902,0.09841534612176814,0.08805648166307119,0.07768268597761685,0.06962319739494495,0.0,0.0,0.7843137254901961,0.20926255634680202,1.017817371937639,7.610169491525424,0.6779661016949152,0.13771779068506165,,11.425,0.5929173693086003,39.06666666666667,0.4967105263157895,0.564327485380117,2.95,2.0,22.85,0.175,22.45,5.4350000000000005,0.0,0.0,0.0,906.0,22.65,0.13024282560706402,1.0088300220750552,0.059322033898305086,0.65,0.35,0.3,0.25,0.55,0.0847457627118644,0.36363636363636365,2023-2025,False
00-0035703,Miles Boykin,WR,PIT,1,2023,2023,1,8,4,3,17,0,19,2,0,-1.671280520516916,0,0,0,4.7,234,1919,244,222,484,3785,487,17,16.0,121.0,1071.0,316.0,125.0,34.0,85.0,1084.0,566.0,443.0,4.0,3.0,15.0,2.0,0.0,1.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7242805205169134,0.11531365313653137,-0.18107013012922835,0.0,,,,,,,,,4.8,5.0,0.6999999999999998,,0.11176470588235295,0.017094017094017096,0.009900990099009901,0.008264462809917356,0.005019815059445178,0.0,0.0,0.47058823529411764,0.03257171871033257,0.8947368421052632,4.75,0.75,-0.417820130129229,,5.666666666666667,0.11297852474323063,7.5625,0.06007067137809187,0.19187358916478556,0.5,0.375,2.125,0.0,2.375,0.5875,0.0,0.0,0.0,34.0,4.25,0.11764705882352941,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,,2023-2025,True
00-0035719,Deebo Samuel Sr.,WR,WAS,3,2025,2023,2,46,269,183,2289,15,1664,1414,94,69.5802585365158,96,436,7,587.5,1254,11055,1327,1305,1416,12544,1440,51,46.0,2103.0,2873.0,99.0,2149.0,1227.0,780.0,3283.0,1720.0,1302.0,269.0,183.0,875.0,1414.0,27.0,14.0,94.0,269.0,44.0,15.0,9.0,23.0,63.0,24.0,70.52725853651569,0.6545842217484008,0.2621831172361178,0.16356877323420074,6.257360866540579,3.4728291208576754,6.143717472118957,13.797873573054789,7.780109289617486,5.432682388464209,2.347426901153281,68.0297397769517,6.084758364312268,4.781967213114754,7.755737704918032,8.01311475409836,0.7310869565217392,0.21451355661881977,0.15052012663952963,0.1899717514124294,0.1326530612244898,0.0735632183908046,0.06666666666666667,0.9019607843137255,0.42713442357590037,1.3756009615384615,6.185873605947956,0.6802973977695167,0.25866267113946395,4.541666666666667,12.508196721311476,0.7319874695440306,45.71739130434783,0.7133720930232558,0.5990783410138248,5.8478260869565215,3.9782608695652173,49.76086956521739,0.32608695652173914,36.17391304347826,12.771739130434783,2.0869565217391304,9.478260869565217,0.15217391304347827,1227.0,26.67391304347826,0.21923390383048086,1.8655256723716382,0.05204460966542751,0.9565217391304348,0.32608695652173914,0.1956521739130435,0.5,1.3695652173913044,0.08550185873605948,0.38095238095238093,2023-2025,False
00-0035771,Mitchell Wilcox,TE,CIN,1,2023,2023,1,12,12,9,56,0,12,48,2,0.202913596731376,0,0,0,14.6,404,2639,421,266,592,3878,383,17,17.0,230.0,1088.0,316.0,242.0,88.0,124.0,1119.0,695.0,341.0,12.0,9.0,8.0,48.0,0.0,1.0,2.0,12.0,2.0,1.0,0.0,0.0,0.0,0.0,0.20291359673137777,0.2162645218945487,0.01690946639428148,0.16666666666666666,,,,,,,,,1.0,0.8999999999999999,5.3,,0.20941176470588233,0.0297029702970297,0.004547176960970065,0.02027027027027027,0.0030943785456420837,0.0,0.0,0.7058823529411765,0.0477374793182236,4.666666666666667,1.0,0.75,0.01690946639428133,,6.222222222222222,0.2113970588235294,13.529411764705882,0.12661870503597122,0.36363636363636365,1.0,0.75,4.666666666666667,0.0,1.0,1.2166666666666666,0.0,0.0,0.0,88.0,7.333333333333333,0.13636363636363635,0.6363636363636364,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.0,0.0,0.0,0.0,,2023-2025,True
00-0035876,Andre Baccellia,WR,ARI,1,2025,2025,1,4,4,2,8,0,7,7,0,-1.8098246662411845,0,0,0,2.8,175,1285,181,68,617,4660,366,17,4.0,92.0,352.0,27.0,93.0,71.0,21.0,1160.0,748.0,339.0,4.0,2.0,1.0,7.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.8098246662411839,0.08017241379310344,-0.45245616656029597,0.5,,,,,,,,,1.8,0.5,3.5,,0.27,0.022857142857142857,0.005447470817120622,0.006482982171799027,0.0015021459227467812,0.0,0.0,0.23529411764705882,0.03809894385769872,1.1428571428571428,1.75,0.5,-0.45245616656029614,,4.0,0.26136363636363635,23.0,0.09491978609625669,0.061946902654867256,1.0,0.5,2.0,0.0,1.75,0.7,0.0,0.0,0.0,71.0,17.75,0.056338028169014086,0.11267605633802817,0.25,0.5,0.0,0.0,0.0,0.0,0.0,,2023-2025,True
00-0035891,Cody White,WR,SEA,2,2025,2024,1,10,7,5,134,1,79,71,4,7.389781434263572,0,0,0,24.4,271,2205,284,292,1024,7872,890,34,,,,,230.0,72.0,137.0,2224.0,1193.0,840.0,,,,,,,,7.0,0.0,0.0,0.0,1.0,2.0,1.0,7.389781434263568,0.10341726618705036,1.0556830620376527,0.0,,,,,,,,,,,,,,0.025830258302583026,0.03582766439909297,0.0068359375,0.010035569105691058,0.0,0.0,0.29411764705882354,0.06382475253323962,1.6962025316455696,11.285714285714286,0.7142857142857143,1.0556830620376532,,26.8,,,0.06035205364626991,0.1630952380952381,0.7,0.5,13.4,0.1,7.9,2.44,0.0,0.0,0.0,72.0,7.2,0.09722222222222222,1.8611111111111112,,0.0,0.0,0.0,0.1,0.2,0.14285714285714285,0.5,2023-2025,False
