season,team,games,pass_att,pass_yards,pass_tds,carries,rush_yards,rush_tds,team_targets,team_air_yards,cpoe,total_yards,off_plays,off_epa,pass_plays,rush_plays,proe,xpass,neutral_plays,neutral_pass_rate,neutral_proe,neutral_sec_per_play,off_pass_epa_play,off_rush_epa_play,rz_drives,rz_td_rate,def_plays,def_epa,def_pass_epa_play,def_rush_epa_play,g,points_for,points_against,pass_yards_allowed,rush_yards_allowed,pass_att_faced,carries_faced,targets_faced,total_yards_allowed,fpa_qb,fpa_rb,fpa_te,fpa_wr,points_for_pg,points_against_pg,total_yards_pg,pass_yards_pg,rush_yards_pg,total_yards_allowed_pg,pass_yards_allowed_pg,rush_yards_allowed_pg,pass_att_pg,carries_pg,off_plays_pg,fpa_qb_pg,fpa_rb_pg,fpa_wr_pg,fpa_te_pg,team_targets_pg,pass_rate,ftn_plays,ftn_motion_rate,ftn_no_huddle_rate,ftn_trick_rate,ftn_pa_rate,ftn_screen_rate,ftn_rpo_rate,ftn_oop_rate,ftn_blitz_faced_rate,ftn_pass_rushers_faced,ftn_def_blitz_rate,ftn_def_pass_rushers,ftn_def_box,rank_points_for_pg,rank_total_yards_pg,rank_pass_yards_pg,rank_rush_yards_pg,rank_off_epa,rank_off_pass_epa_play,rank_off_rush_epa_play,rank_rz_td_rate,rank_off_plays_pg,rank_points_against_pg,rank_total_yards_allowed_pg,rank_pass_yards_allowed_pg,rank_rush_yards_allowed_pg,rank_def_epa,rank_def_pass_epa_play,rank_def_rush_epa_play,rank_fpa_qb_pg,rank_fpa_rb_pg,rank_fpa_wr_pg,rank_fpa_te_pg
2018,MIN,16,606,4298,30,357,1493,9,592,4396,2.550333393208036,5791,1092,-0.0725936672154202,696.0,337.0,2.4421592238481575,0.6487828904940259,541,0.6229205175600739,1.7443622527427451,,-0.03229738147227657,-0.1614992152996915,51,0.5686274509803921,1087,-0.09898930935661293,-0.10135788082523617,-0.13707090474385986,16.0,360.0,341.0,3501,1815,503,440,486,5316,219.27999999999997,355.6,157.66,436.3,22.5,21.3125,361.9375,268.625,93.3125,332.25,218.8125,113.4375,37.875,22.3125,68.25,13.704999999999998,22.225,27.26875,9.85375,37.0,0.6737657308809293,,,,,,,,,,,,,,19.0,21.0,12.0,30.0,26.0,26.0,28.0,19.0,23.0,9.0,5.0,3.0,15.0,2.0,3.0,5.0,3.0,9.0,3.0,7.0
2018,NE,16,574,4405,29,478,2037,18,556,4489,0.5448642882170655,6442,1175,0.07131882982048281,627.0,471.0,-0.30272344641774596,0.5737646812772644,540,0.5777777777777777,2.113940701847188,,0.14877656088215896,-0.030514652649826928,58,0.603448275862069,1085,-0.03636641722126552,-0.0025523049309634192,-0.10415317416069149,16.0,436.0,325.0,4181,1803,605,367,589,5984,277.8,366.8,196.5,562.44,27.25,20.3125,402.625,275.3125,127.3125,374.0,261.3125,112.6875,35.875,29.875,73.4375,17.3625,22.925,35.1525,12.28125,34.75,0.5710382513661202,,,,,,,,,,,,,,4.0,6.0,9.0,5.0,8.0,8.0,9.0,14.0,3.0,7.0,18.0,21.0,11.0,7.0,5.0,10.0,17.0,10.0,12.0,17.0
2018,NO,16,519,4174,33,471,2025,26,511,3769,5.535555940928436,6199,1114,0.1352706201230196,581.0,446.0,-0.9052209187587258,0.5776382740960593,547,0.5776965265082267,1.5226683628211901,,0.249534135110229,0.002940944018306845,71,0.704225352112676,1057,0.01018713264831733,0.07220864294222104,-0.20590604033619125,16.0,504.0,353.0,4623,1283,573,356,562,5906,336.02,314.2,158.4,694.1,31.5,22.0625,387.4375,260.875,126.5625,369.125,288.9375,80.1875,32.4375,29.4375,69.625,21.00125,19.6375,43.38125,9.9,31.9375,0.5657254138266796,,,,,,,,,,,,,,3.0,10.0,15.0,6.0,2.0,2.0,6.0,5.0,17.0,14.0,15.0,31.0,2.0,17.0,20.0,3.0,32.0,4.0,31.0,8.0
2018,NYG,16,583,4405,23,354,1650,13,574,4373,1.4848357957980058,6055,1086,0.005704690253834821,663.0,359.0,-0.9310463006209575,0.6570664641819538,583,0.5951972555746141,0.30454363694356607,,0.04020951940693255,-0.05152779967888757,57,0.5263157894736842,1169,0.05031941245324879,0.12275051084752836,-0.020110949019308523,16.0,369.0,412.0,4229,1898,560,444,539,6127,274.48,422.98,216.0,533.7,23.0625,25.75,378.4375,275.3125,103.125,382.9375,264.3125,118.625,36.4375,22.125,67.875,17.155,26.43625,33.35625,13.5,35.875,0.6487279843444227,,,,,,,,,,,,,,16.0,17.0,9.0,24.0,17.0,17.0,11.0,25.0,26.0,23.0,22.0,22.0,20.0,26.0,26.0,27.0,16.0,26.0,8.0,22.0
2018,NYJ,16,524,3404,18,409,1619,11,505,4637,-5.2440657611100825,5023,1054,-0.1326924893887091,599.0,383.0,-3.891432253790072,0.647407202323032,494,0.5222672064777328,-4.676881702295665,51.0,-0.09088971531859229,-0.17282738025555705,46,0.45652173913043476,1166,0.015292999397895598,0.07875266807868934,-0.04902634348057695,16.0,333.0,441.0,4358,2021,582,440,566,6379,317.02,374.6,131.0,702.5,20.8125,27.5625,313.9375,212.75,101.1875,398.6875,272.375,126.3125,32.75,25.5625,65.875,19.81375,23.4125,43.90625,8.1875,31.5625,0.609979633401222,,,,,,,,,,,,,,23.0,31.0,27.0,26.0,29.0,28.0,29.0,30.0,28.0,29.0,27.0,24.0,26.0,19.0,22.0,21.0,27.0,15.0,32.0,2.0
2018,PHI,16,599,4524,29,398,1570,12,592,4457,5.207509201178222,6094,1135,0.026153486115007816,688.0,384.0,2.808388593776141,0.6156943768724283,631,0.6148969889064976,2.965714464767721,,0.09802721903755779,-0.08147335073286731,57,0.5789473684210527,1104,0.016903062962884297,0.07281054203609737,-0.07488137463667054,16.0,367.0,348.0,4619,1551,626,332,611,6170,296.18,387.40000000000003,149.5,657.2,22.9375,21.75,380.875,282.75,98.125,385.625,288.6875,96.9375,37.4375,24.875,70.9375,18.51125,24.212500000000002,41.075,9.34375,37.0,0.6417910447761194,,,,,,,,,,,,,,18.0,16.0,8.0,28.0,14.0,13.0,18.0,18.0,9.0,12.0,24.0,30.0,7.0,20.0,21.0,16.0,23.0,19.0,30.0,5.0
2018,PIT,16,689,5174,35,345,1445,16,676,5327,2.0139444171943057,6619,1156,0.08867213293722392,768.0,328.0,9.000540184660242,0.6100822156219463,621,0.6650563607085346,9.20458579981186,,0.18363743380653766,-0.11240575207940161,55,0.7272727272727273,1108,0.014614365255559135,0.07175416826549169,-0.08581073202607074,16.0,428.0,360.0,4044,1538,566,369,552,5582,280.06,342.7,209.7,573.7,26.75,22.5,413.6875,323.375,90.3125,348.875,252.75,96.125,43.0625,21.5625,72.25,17.50375,21.41875,35.85625,13.10625,42.25,0.7007299270072993,,,,,,,,,,,,,,6.0,4.0,2.0,31.0,5.0,5.0,22.0,1.0,6.0,16.0,8.0,14.0,6.0,18.0,19.0,11.0,19.0,8.0,19.0,20.0
2018,SEA,16,427,3448,35,534,2560,15,400,3833,7.678196736635594,6008,1125,0.07824638365581453,534.0,508.0,-11.196148404484752,0.6264259958210168,660,0.4636363636363636,-12.209590931479543,,0.1745225144062497,-0.021331992185145244,59,0.6610169491525424,1043,0.00022181077083844098,0.03806858406914986,-0.12299216618101876,16.0,428.0,347.0,4103,1811,546,366,526,5914,255.72,394.2,158.9,569.9,26.75,21.6875,375.5,215.5,160.0,369.625,256.4375,113.1875,26.6875,33.375,70.3125,15.9825,24.6375,35.61875,9.93125,25.0,0.5124760076775432,,,,,,,,,,,,,,6.0,18.0,25.0,1.0,6.0,6.0,8.0,8.0,14.0,11.0,16.0,18.0,13.0,14.0,14.0,9.0,11.0,20.0,15.0,9.0
2018,SF,16,532,4247,26,423,1902,7,515,3807,-2.372563561258465,6149,1106,-0.028865503095964338,635.0,401.0,-2.3178185840833536,0.6376262969176348,535,0.5570093457943925,-0.3825985993522097,,0.009796986232894248,-0.12392124106023021,53,0.4339622641509434,1122,0.06442848801333888,0.1505219748509812,-0.08348534809440628,16.0,342.0,435.0,3959,1814,542,444,518,5773,310.66,406.5,149.1,628.5,21.375,27.1875,384.3125,265.4375,118.875,360.8125,247.4375,113.375,33.25,26.4375,69.125,19.41625,25.40625,39.28125,9.31875,32.1875,0.612934362934363,,,,,,,,,,,,,,21.0,14.0,14.0,13.0,22.0,21.0,23.0,31.0,20.0,28.0,12.0,11.0,14.0,27.0,28.0,13.0,26.0,23.0,27.0,4.0
2018,TB,16,625,5358,36,389,1523,11,619,6642,3.477977713262648,6881,1170,0.04414766712333831,769.0,333.0,4.886598276176448,0.6493117411082946,487,0.6406570841889117,6.252333818589849,,0.1431428428992176,-0.20551576597213875,62,0.5806451612903226,1102,0.08592298298275028,0.1803624924988873,-0.028207876638879727,16.0,396.0,464.0,4383,1983,534,426,520,6366,334.82,430.2,220.5,637.5,24.75,29.0,430.0625,334.875,95.1875,397.875,273.9375,123.9375,39.0625,24.3125,73.125,20.92625,26.8875,39.84375,13.78125,38.6875,0.6978221415607986,,,,,,,,,,,,,,12.0,3.0,1.0,29.0,11.0,9.0,32.0,17.0,4.0,31.0,26.0,26.0,24.0,31.0,31.0,26.0,30.0,27.0,29.0,23.0
