pfr_id,gsis_id,display_name,position,name_key
EdwaDa20,EDW276858,Dave Edwards,OLB,daveedwards
EdwaDe20,EDW307620,Dennis Edwards,DE,dennisedwards
EdwaDi20,00-0004756,Dixon Edwards,OLB,dixonedwards
EdwaDo20,00-0004757,Donnie Edwards,OLB,donnieedwards
EdwaDo21,00-0023114,Dovonte Edwards,DB,dovonteedwards
EdwaDw20,00-0022750,Dwan Edwards,DT,dwanedwards
EdwaEa20,EDW338382,Earl Edwards,DT,earledwards
EdwaEd20,EDW369144,Eddie Edwards,DE,eddieedwards
EdwaEm00,EDW399906,Emmett Edwards,WR,emmettedwards
EdwaEr00,00-0022385,Eric Edwards,TE,ericedwards
EdwaGl00,EDW461430,Glen Edwards,FS,glenedwards
EdwaJa00,00-0032082,Jahwan Edwards,RB,jahwanedwards
EdwaJi20,EDW522954,Jimmy Edwards,RB,jimmyedwards
EdwaJa01,00-0035452,Javier Edwards,NT,javieredwards
EdwaJo00,00-0040347,Johnathan Edwards,DB,johnathanedwards
EdwaKa00,00-0031180,Kadeem Edwards,G,kadeemedwards
EdwaKa20,00-0021165,Kalimba Edwards,DE,kalimbaedwards
EdwaKe00,EDW553716,Kelvin Edwards,WR,kelvinedwards
EdwaKi00,00-0029874,Kip Edwards,CB,kipedwards
EdwaLa01,00-0032449,Lachlan Edwards,P,lachlanedwards
EdwaLa00,00-0030488,Lavar Edwards,LB,lavaredwards
EdwaMa00,00-0004768,Marc Edwards,FB,marcedwards
EdwaMa20,00-0019620,Mario Edwards,CB,marioedwards
EdwaMa01,00-0032265,Mario Edwards,DE,marioedwards
EdwaMi01,00-0035681,Mike Edwards,SAF,mikeedwards
EdwaMi02,00-0039472,Mike Edwards,OL,mikeedwards
EdwaPa00,00-0029227,Pat Edwards,WR,patedwards
EdwaRa21,00-0024342,Ray Edwards,DE,rayedwards
EdwaRa20,EDW646002,Randy Edwards,DE,randyedwards
EdwaRo00,00-0004774,Robert Edwards,RB,robertedwards
EdwaRo20,00-0020286,Ron Edwards,DT,ronedwards
EdwaSa01,00-0032016,SaQwan Edwards,DB,saqwanedwards
EdwaSt00,EDW676764,Stan Edwards,RB,stanedwards
EdwaSt20,00-0020799,Steve Edwards,OT,steveedwards
EdwaTJ02,00-0035386,T.J. Edwards,LB,tjedwards
EdwaTe01,00-0040458,TeRah Edwards,DT,terahedwards
EdwaTe00,00-0021437,Terrence Edwards,WR,terrenceedwards
EdwaTi20,00-0004777,Tim Edwards,DT,timedwards
EdwaTr01,00-0025479,Trent Edwards,QB,trentedwards
EdwaTr00,00-0004780,Troy Edwards,WR,troyedwards
EdwaTr02,00-0040609,Tru Edwards,WR,truedwards
EdwaVe20,00-0004781,Vernon Edwards,DE,vernonedwards
EdwaCl00,00-0036360,Clyde Edwards-Helaire,RB,clydeedwardshelaire
EgboPa00,00-0026765,Pannel Egboh,DE,pannelegboh
EgbuEm01,00-0040129,Emeka Egbuka,WR,emekaegbuka
EgbuEm00,00-0035538,Emeke Egbule,LB,emekeegbule
EgloRo00,EGL415291,Ron Egloff,TE,ronegloff
EgneMi00,00-0029694,Michael Egnew,TE,michaelegnew
EguxPa00,00-0004788,Patrick Egu,RB,patrickegu
EguaKi00,00-0039442,Kingsley Eguakun,C,kingsleyeguakun
EguaSa00,00-0034902,Sam Eguavoen,LB,sameguavoen
EhinCh20,EHI415291,Chuck Ehin,NT,chuckehin
EhinPa00,00-0032771,Parker Ehinger,G,parkerehinger
EhleTo20,EHL415291,Tom Ehlers,LB,tomehlers
EhliSa00,00-0036879,Sam Ehlinger,QB,samehlinger
EhrmJo00,EHR553722,Joe Ehrmann,DT,joeehrmann
EichLi00,00-0037010,Liam Eichenberg,OT,liameichenberg
EichTo00,00-0039374,Tommy Eichenberg,LB,tommyeichenberg
EidsJi20,EID553722,Jim Eidson,G,jimeidson
EifeTy00,00-0030549,Tyler Eifert,TE,tylereifert
EiflMi00,00-0036511,Milo Eifler,LB,miloeifler
EilaGr00,00-0036796,Greg Eiland,G,gregeiland
EilePa20,00-0004798,Pat Eilers,SAF,pateilers
EiscMi20,EIS138430,Mike Eischeid,P,mikeeischeid
EiseDi00,00-0036202,Dieter Eiselen,G,dietereiselen
EiseJo20,EIS553720,John Eisenhooth,DT,johneisenhooth
EiseSt20,EIS692150,Stan Eisenhooth,OT,staneisenhooth
EitzCh20,00-0019207,Chris Eitzmann,TE,chriseitzmann
EjioDu00,00-0034402,Duke Ejiofor,LB,dukeejiofor
EkejPa00,EKE080143,Paschal Ekeji,DE,paschalekeji
EkejIs20,00-0023313,Isaiah Ekejiuba,LB,isaiahekejiuba
EkelAu00,00-0033699,Austin Ekeler,RB,austinekeler
EkelWy00,EKE233145,Wyett Ekeler,SAF,wyettekeler
EkerAn20,EKE276861,Andy Ekern,OT,andyekern
EkerCa00,EKE553722,Carl Ekern,ILB,carlekern
EkiyEm01,00-0004806,Emil Ekiyor,DE,emilekiyor
EkprIf00,00-0032140,Ifo Ekpre-Olomu,CB,ifoekpreolomu
EkuaDa00,00-0034251,Daniel Ekuale,DT,danielekuale
EkubEb20,00-0004808,Ebenezer Ekuban,DE,ebenezerekuban
EkwoIk00,00-0037229,Ikem Ekwonu,OT,ikemekwonu
El-MHi20,00-0004809,Hicham El-Mashtoub,C,hichamelmashtoub
ElamAb20,00-0023405,Abram Elam,FS,abramelam
ElamCl00,ELA540972,Cleveland Elam,DT,clevelandelam
elamxjas01,00-0004811,Jason Elam,K,jasonelam
ElamKa00,00-0037242,Kaiir Elam,CB,kaiirelam
ElamMa00,00-0030559,Matt Elam,S,mattelam
ElamOn20,ELA553722,Onzy Elam,LB,onzyelam
ElamSh20,00-0019909,Shane Elam,LB,shaneelam
ElarKa00,00-0041444,Kaleb Elarms-Orr,LB,kalebelarmsorr
EldeCo00,00-0033289,Corn Elder,CB,cornelder
EldeDo20,00-0004815,Donnie Elder,DB,donnieelder
EldrJa00,00-0033245,Jake Eldrenkamp,G,jakeeldrenkamp
EldrBr00,00-0027761,Brody Eldridge,TE,brodyeldridge
ElewMo20,00-0004819,Mohammed Elewonibi,OT,mohammedelewonibi
EleyCl20,ELE276861,Clifton Eley,TE,cliftoneley
EleyMo00,ELE553722,Monroe Eley,RB,monroeeley
ElflPa00,00-0033909,Pat Elflein,C,patelflein
EliaBr20,ELI166116,Bruce Elia,OLB,bruceelia
EliaLo00,00-0028756,Lou Eliades,OT,loueliades
EliaHo20,ELI332232,Homer Elias,G,homerelias
EliaKe00,00-0004824,Keith Elias,RB,keithelias
EligUk00,00-0033468,Ukeme Eligwe,LB,ukemeeligwe
ElioJi20,ELI664464,Jim Eliopulos,LB,jimeliopulos
ElkiLu00,00-0040271,Luke Elkin,LS,lukeelkin
ElkiMi00,00-0004828,Mike Elkins,QB,mikeelkins
ElkoBi20,ELK692150,Bill Elko,NT,billelko
EllaHe00,00-0004830,Henry Ellard,WR,henryellard
ElleBe00,00-0035823,Ben Ellefson,TE,benellefson
ElleBi20,ELL063891,Bill Ellenbogen,OT,billellenbogen
ElleRi20,ELL085188,Rich Ellender,RB,richellender
ElleCa00,ELL106485,Carl Eller,DE,carleller
ElleDa99,00-0026857,Dannell Ellerbe,LB,dannellellerbe
ElleEm00,00-0034139,Emmanuel Ellerbee,LB,emmanuelellerbee
ElleGa00,ELL149079,Gary Ellerson,RB,garyellerson
ellinaar01,00-0021080,Aaron Elling,K,aaronelling
ElliAn00,00-0030287,Andre Ellington,RB,andreellington
ElliBr00,00-0031326,Bruce Ellington,WR,bruceellington
ElliDa20,00-0021498,Dante Ellington,OT,danteellington
ElliTo21,ELL191673,Tony Elliott,DB,tonyelliott
ElliTo20,ELL212970,Tony Elliott,NT,tonyelliott
ElliDe02,00-0034277,DeShon Elliott,SAF,deshonelliott
ElliDe01,00-0032465,DeAndre Elliott,CB,deandreelliott
ElliMa20,00-0004840,Matt Elliott,G,mattelliott
ElliEz00,00-0033045,Ezekiel Elliott,RB,ezekielelliott
ElliJa03,00-0033787,Jake Elliott,K,jakeelliott
ElliJa05,00-0036010,Jalen Elliott,DB,jalenelliott
ElliJa00,00-0021310,Jamin Elliott,WR,jaminelliott
ElliJa01,00-0033070,Javien Elliott,CB,javienelliott
ElliJa02,00-0030752,Jay Elliott,LB,jayelliott
ElliJu00,00-0004836,Jumbo Elliott,OT,jumboelliott
ElliJo02,00-0036266,Jordan Elliott,DT,jordanelliott
ElliKe02,00-0029055,Kevin Elliott,WR,kevinelliott
ElliKe03,00-0041085,Keyshaun Elliott,LB,keyshaunelliott
ElliLe00,ELL340752,Lenvil Elliott,RB,lenvilelliott
elliolin01,00-0004838,Lin Elliott,K,linelliott
ElliTe20,ELL362049,Ted Elliott,DT,tedelliott
ElliAl01,00-0032864,Alex Ellis,TE,alexellis
ElliAl00,ELL413940,Allan Ellis,CB,allanellis
ElliCh99,00-0026212,Chris Ellis,OLB,chrisellis
ElliCl20,ELL425940,Clarence Ellis,S,clarenceellis
ElliCr20,ELL447237,Craig Ellis,RB,craigellis
ElliBr01,00-0033385,Brooks Ellis,ILB,brooksellis
ElliDe00,00-0024044,Devale Ellis,WR,devaleellis
ElliEd20,00-0004848,Ed Ellis,OT,edellis
ElliGe00,ELL489831,Gerry Ellis,RB,gerryellis
ElliGr20,00-0004851,Greg Ellis,DE,gregellis
ElliJi21,ELL532425,Jim Ellis,LB,jimellis
ElliJo01,00-0035396,Jordan Ellis,RB,jordanellis
ElliJu01,00-0031346,Justin Ellis,DT,justinellis
ElliKe00,ELL575019,Ken Ellis,DB,kenellis
ElliKe01,00-0028032,Kenrick Ellis,DT,kenrickellis
ElliRa20,ELL596316,Ray Ellis,DB,rayellis
ElliKw20,00-0004858,Kwame Ellis,CB,kwameellis
ElliSh00,00-0019545,Shaun Ellis,DE,shaunellis
ElliSe99,00-0026147,Sedrick Ellis,DT,sedrickellis
ElliTi00,00-0035858,Tino Ellis,DB,tinoellis
ElliOm20,00-0004866,'Omar Ellison,WR,omarellison
ElliAt00,00-0023524,Atiyyah Ellison,DT,atiyyahellison
ElliJe00,00-0004871,Jerry Ellison,RB,jerryellison
ElliKe20,00-0024392,Keith Ellison,ILB,keithellison
ElliKe98,00-0027127,Kevin Ellison,S,kevinellison
ElliRh00,00-0029587,Rhett Ellison,TE,rhettellison
ElliRi20,ELL724098,Riki Ellison,MLB,rikiellison
ElliWi00,ELL745395,Willie Ellison,RB,willieellison
ElliCh00,00-0036813,Christian Elliss,LB,christianelliss
ElliJo03,00-0039809,Jonah Elliss,LB,jonahelliss
ElliKa00,00-0035316,Kaden Elliss,LB,kadenelliss
ElliLu00,00-0004874,Luther Elliss,DT,lutherelliss
ElliNo00,00-0037134,Noah Elliss,DL,noahelliss
EllsPe20,00-0004875,Percy Ellsworth,FS,percyellsworth
ElmeDa20,ELM276861,Dave Elmendorf,S,daveelmendorf
ElmoRi00,00-0028135,Ricky Elmore,LB,rickyelmore
ElomJo20,00-0004881,Joey Eloms,DB,joeyeloms
ElroJi20,ELR415291,Jimbo Elrod,LB,jimboelrod
ElshNe20,ELS415290,Neil Elshire,DT,neilelshire
ElstTr01,00-0033001,Trae Elston,SAF,traeelston
ElueJe00,00-0033290,Jermaine Eluemunor,G,jermaineeluemunor
ElwaJo00,00-0004884,John Elway,QB,johnelway
ElyxLa20,ELY553722,Larry Ely,MLB,larryely
EmanBe20,00-0023604,Ben Emanuel,DB,benemanuel
EmanBe00,00-0004888,Bert Emanuel,WR,bertemanuel
EmanCh20,00-0004889,Charles Emanuel,DB,charlesemanuel
EmanKy00,00-0032110,Kyle Emanuel,OLB,kyleemanuel
EmbeNi00,00-0029914,Nik Embernate,G,nikembernate
EmbrKe20,00-0004892,Keith Embray,DE,keithembray
EmbrJo21,EMB415290,Jon Embree,TE,jonembree
EmerMa00,00-0037250,Martin Emerson,CB,martinemerson
EmerLa20,EME664464,Larry Emery,RB,larryemery
EmezEm00,EME675714,Emeka Emezie,WR,emekaemezie
EmilPr00,00-0037660,Prince Emili,DT,princeemili
EmmaNi00,00-0040733,Nick Emmanwori,SAF,nickemmanwori
EmmoBJ00,00-0036797,B.J. Emmons,RB,bjemmons
EmmoCa20,00-0004901,Carlos Emmons,OLB,carlosemmons
EmpeJa02,00-0037565,James Empey,C,jamesempey
EmtmSt20,00-0004903,Steve Emtman,DE,steveemtman
EnaxJu20,00-0020800,Justin Ena,LB,justinena
EnagKi00,00-0037083,Kingsley Enagbare,LB,kingsleyenagbare
EndeNa00,00-0028098,Nathan Enderle,QB,nathanenderle
EndeDi20,END207645,Dick Enderle,G,dickenderle
EndrJa00,00-0041116,Jack Endries,TE,jackendries
EnecIk00,00-0038925,Ikenna Enechukwu,LB,ikennaenechukwu
EnemIK00,00-0031024,IK Enemkpali,DE,ikenemkpali
EngeGr20,00-0004906,Greg Engel,C,gregengel
EngeJo20,00-0019651,John Engelberger,DE,johnengelberger
EnglEr20,00-0004907,Eric England,DE,ericengland
EnglDe20,00-0004909,Derek Engler,C,derekengler
EnglRi20,ENG415290,Rick Engles,P,rickengles
EnglAu00,00-0027460,Auston English,DE,austonenglish
EnglKe20,ENG498348,Keith English,P,keithenglish
EnglLa99,00-0026992,Larry English,DE,larryenglish
EnglDo00,ENG581406,Doug English,NT,dougenglish
EngrEv00,00-0033881,Evan Engram,TE,evanengram
EngrBo00,00-0004915,Bobby Engram,WR,bobbyengram
EnisCu00,00-0004916,Curtis Enis,RB,curtisenis
EntoKa00,00-0035079,Kabion Ento,CB,kabionento
EnunQu00,00-0031023,Quincy Enunwa,WR,quincyenunwa
EnzoJa20,00-0022980,Jamar Enzor,LB,jamarenzor
EpenAJ00,00-0036192,A.J. Epenesa,LB,ajepenesa
EphrAl20,00-0021499,Alonzo Ephraim,C,alonzoephraim
EppsDe00,00-0027827,Dedrick Epps,TE,dedrickepps
EppsJa20,EPP276860,Jack Epps,DB,jackepps
EppsMa00,00-0034993,Marcus Epps,SAF,marcusepps
EppsPh00,EPP415290,Phil Epps,WR,philepps
EppsTo20,00-0004922,Tory Epps,DT,toryepps
epstehay01,00-0021347,Hayden Epstein,K,haydenepstein
ErenRi00,ERE553722,Rich Erenberg,RB,richerenberg
EricAl01,00-0032543,Alex Erickson,WR,alexerickson
EricCr00,00-0004925,Craig Erickson,QB,craigerickson
ErlaTo20,ERL276861,Tom Erlandson Jr.,LB,tomerlandson
ErnsDo00,00-0034611,Donnie Ernsberger,TE,donnieernsberger
ErnsMi00,ERN553722,Mike Ernst,QB,mikeernst
ErnsPa20,00-0023671,Paul Ernster,P,paulernster
ErseAi00,00-0040745,Aireontae Ersery,OT,aireontaeersery
ErtzZa00,00-0030061,Zach Ertz,TE,zachertz
ErviTy00,00-0032404,Tyler Ervin,RB,tylerervin
ErviCa00,00-0032145,Cameron Erving,G,cameronerving
ErviRi00,00-0004931,Ricky Ervins,RB,rickyervins
erxlerus01,ERX415291,Russell Erxleben,P,russellerxleben
EscoGa00,00-0030544,Gavin Escobar,TE,gavinescobar
EsiaBo00,00-0004937,Boomer Esiason,QB,boomeresiason
EskrDW00,00-0036620,Dee Eskridge,WR,deeeskridge
EskrDu01,00-0031860,Durell Eskridge,FS,durelleskridge
EspiAl21,ESP415290,Alex Espinoza,QB,alexespinoza
EspoMi00,ESP622935,Mike Esposito,RB,mikeesposito
EspyMi20,00-0024092,Mike Espy,WR,mikeespy
EsseTr20,00-0023528,Trai Essex,OT,traiessex
EssiRo20,ESS553722,Ron Essink,OT,ronessink
EstaGr01,00-0023784,Greg Estandia,TE,gregestandia
EsteRi20,EST138430,Richard Estell,WR,richardestell
EsteMi20,EST276860,Mike Estep,G,mikeestep
EsteJa00,00-0039269,James Ester,G,jamesester
EsteJo00,00-0027502,John Estes,C,johnestes
EsteLa20,EST553720,Larry Estes,DE,larryestes
EstePa00,00-0023680,Patrick Estes,OT,patrickestes
EstiAu00,00-0039373,Audric Estimé,RB,audricestime
EstiBr00,00-0033454,Brisly Estime,WR,brislyestime
EstrDr00,00-0037454,Drew Estrada,WR,drewestrada
EstrMa00,00-0028405,Matt Estrada,DB,mattestrada
EtheCa20,00-0004956,Carlos Etheredge,TE,carlosetheredge
EtheDo00,00-0036824,Dorian Etheridge,ILB,dorianetheridge
EtheDa20,ETH276861,Dave Etherly,DB,daveetherly
EthrRa20,00-0004959,Ray Ethridge,WR,rayethridge
EtieCa00,00-0040370,Caleb Etienne,OT,calebetienne
EtieTr00,00-0036973,Travis Etienne,RB,travisetienne
EtieTr01,00-0040644,Trevor Etienne,RB,trevoretienne
EtliDa00,00-0034423,Danny Etling,QB,dannyetling
EttaAm00,00-0033687,Amba Etta-Tawo,WR,ambaettatawo
EubaDa00,00-0029927,Darius Eubanks,DB,dariuseubanks
EubaJo20,00-0024083,John Eubanks,DB,johneubanks
EubaNi00,00-0036766,Nick Eubanks,TE,nickeubanks
EugeHi99,00-0024201,Hiram Eugene,DB,hirameugene
EuhuTi00,00-0022215,Tim Euhus,TE,timeuhus
EullKa00,00-0032031,Kaleb Eulls,DT,kalebeulls
EvanAk00,00-0038101,Akayleb Evans,CB,akaylebevans
EvanBo00,00-0035666,Bobby Evans,G,bobbyevans
EvanHe00,00-0020507,Heath Evans,FB,heathevans
EvanBy20,00-0004971,Byron Evans,MLB,byronevans
EvanCh00,00-0004972,Chuck Evans,RB,chuckevans
EvanCh20,EVA059326,Chuck Evans,ILB,chuckevans
EvanCh02,00-0036857,Chris Evans,RB,chrisevans
EvanDa00,00-0028645,Darren Evans,RB,darrenevans
EvanDa02,00-0036297,Darrynton Evans,RB,darryntonevans
EvanDa21,EVA118652,David Evans,DB,davidevans
EvanDe00,00-0028554,DeQuin Evans,DE,dequinevans
EvanDe20,00-0020055,Demetric Evans,DE,demetricevans
EvanDo20,00-0004976,Donald Evans,DE,donaldevans
EvanDo21,00-0004978,Doug Evans,DB,dougevans
EvanEt00,00-0039059,Ethan Evans,P,ethanevans
EvanFr21,00-0024426,Fred Evans,DT,fredevans
EvanJe00,00-0004985,Jerry Evans,TE,jerryevans
EvanGr20,00-0004982,Greg Evans,DB,gregevans
EvanCh01,EVA226804,Charlie Evans,RB,charlieevans
EvanJa21,00-0024323,Jahri Evans,G,jahrievans
EvanJa22,EVA266967,James Evans,RB,jamesevans
EvanJe01,EVA297676,Jerod Evans,QB,jerodevans
EvanJo21,EVA385619,Johnny Evans,P,johnnyevans
EvanJo20,EVA400619,John Evans,TE,johnevans
EvanJo01,00-0033790,Jordan Evans,OLB,jordanevans
EvanJo00,00-0030557,Josh Evans,DB,joshevans
EvanJu00,00-0033898,Justin Evans,S,justinevans
EvanLa20,EVA444945,Larry Evans,LB,larryevans
EvanLe00,00-0022910,Lee Evans,WR,leeevans
EvanLe20,00-0004993,Leomont Evans,DB,leomontevans
EvanLe21,EVA474608,Leon Evans,DT,leonevans
EvanMa01,00-0038903,Mark Evans II,OT,markevans
EvanMa00,00-0032922,Marwin Evans,DB,marwinevans
EvanMa99,00-0026822,Maurice Evans,DE,mauriceevans
EvanMi21,00-0004999,Mike Evans,DT,mikeevans
EvanMi00,00-0031408,Mike Evans,WR,mikeevans
EvanJo23,00-0004989,Josh Evans,DT,joshevans
EvanMi01,00-0040187,Mitchell Evans,TE,mitchellevans
EvanNa00,00-0035824,Nate Evans,LB,nateevans
EvanNo00,EVA593260,Norm Evans,OT,normevans
EvanRa00,00-0031606,Randall Evans,CB,randallevans
EvanRa01,00-0034743,Rashaan Evans,ILB,rashaanevans
EvanRe00,EVA682249,Reggie Evans,RB,reggieevans
EvanRu20,EVA771238,Russell Evans,WR,russellevans
EvanSc20,EVA778653,Scott Evans,DT,scottevans
EvanSh00,00-0031056,Shaq Evans,WR,shaqevans
EvanTr20,00-0019809,Troy Evans,OLB,troyevans
EvanVi00,00-0005010,Vince Evans,QB,vinceevans
EvanZa00,00-0039136,Zach Evans,RB,zachevans
EverDe01,00-0031844,Deshazor Everett,DB,deshazoreverett
EverEr20,00-0005014,Eric Everett,DB,ericeverett
EverGe00,00-0033895,Gerald Everett,TE,geraldeverett
EverJi00,00-0005015,Jim Everett,QB,jimeverett
EverKe00,00-0023521,Kevin Everett,TE,kevineverett
EverMa00,EVE355962,Major Everett,RB,majoreverett
EverTh00,00-0005017,Thomas Everett,FS,thomaseverett
EverTy20,00-0023779,Tyler Everett,DB,tylereverett
EverDa00,00-0041393,Daylen Everette,CB,dayleneverette
EverSt20,00-0005020,Steve Everitt,C,steveeveritt
EverWi20,00-0005022,William Evers,DB,williamevers
EwerQu00,00-0040234,Quinn Ewers,QB,quinnewers
EwinBr00,00-0029420,Bradie Ewing,FB,bradieewing
ExfoAu00,00-0035453,Austin Exford,DB,austinexford
ExumAn00,00-0031267,Antone Exum,S,antoneexum
EyreNi20,EYR415291,Nick Eyre,OT,nickeyre
EzexOb00,00-0037440,Obinna Eze,OT,obinnaeze
EzeaCh00,00-0034876,Christopher Ezeala,RB,christopherezeala
EzeiDo00,00-0040725,Donovan Ezeiruaku,LB,donovanezeiruaku
EzekLi20,00-0023279,Liam Ezekiel,LB,liamezekiel
EzeuJo00,00-0037807,Joshua Ezeudu,G,joshuaezeudu
EzirJo00,00-0039428,Josiah Ezirim,OT,josiahezirim
EzorBl20,EZO415291,Blake Ezor,RB,blakeezor
EzukEr00,00-0038092,Erik Ezukanma,WR,erikezukanma
FaalDa00,00-0038118,Daniel Faalele,G,danielfaalele
FaaoNu00,FAA415291,Nuu Faaola,RB,nuufaaola
FabiAn00,00-0032567,Anthony Fabiano,C,anthonyfabiano
FabiJa20,00-0005031,Jason Fabini,OT,jasonfabini
FabuTa00,00-0031603,Tayo Fabuluje,OT,tayofabuluje
FaciIs00,00-0030934,Isame Faciane,G,isamefaciane
FackKy00,00-0032955,Kyler Fackrell,LB,kylerfackrell
FacyBr00,00-0034545,Brandon Facyson,DB,brandonfacyson
FadaRo20,FAD415291,Rob Fada,G,robfada
FagaKe20,00-0005035,Kevin Fagan,DE,kevinfagan
FaggDe20,00-0021286,Demarcus Faggins,DB,demarcusfaggins
FagnJo00,00-0040981,Joe Fagnano,QB,joefagnano
FahnJi20,FAH415290,Jim Fahnhorst,LB,jimfahnhorst
FahnKe00,FAH622935,Keith Fahnhorst,OT,keithfahnhorst
FainRi20,00-0005041,Richard Fain,CB,richardfain
FainJe20,00-0022157,Jeff Faine,C,jefffaine
FairCa20,00-0020224,Carl Fair,RB,carlfair
FairTe20,00-0005044,Terry Fair,DB,terryfair
FairKa01,00-0032726,Ka'imi Fairbairn,K,kaimifairbairn
FairDo20,FAI226521,Don Fairbanks,DE,donfairbanks
FairDy00,00-0040140,Dylan Fairchild,G,dylanfairchild
FairGr20,FAI302028,Greg Fairchild,G,gregfairchild
FairPa20,FAI377535,Paul Fairchild,C,paulfairchild
FairLe20,FAI528549,Leonard Fairley,DB,leonardfairley
FairNi00,00-0027951,Nick Fairley,DT,nickfairley
FairEr20,00-0005048,Eric Fairs,LB,ericfairs
FairRi00,00-0040046,Rivaldo Fairweather,TE,rivaldofairweather
FaisDe00,FAI679563,Derrick Faison,WR,derrickfaison
FalaNi00,00-0034658,Nico Falah,C,nicofalah
FalcTe20,FAL355962,Terry Falcon,G,terryfalcon
FaleLo00,FAL374501,Lo Falemaka,C,lofalemaka
FaleDa00,00-0031076,David Fales,QB,davidfales
FalkLu00,00-0034412,Luke Falk,QB,lukefalk
FanaJa01,00-0032718,Jason Fanaika,LB,jasonfanaika
FanaPa20,00-0026943,Paul Fanaika,G,paulfanaika
FaneAl00,00-0005058,Alan Faneca,G,alanfaneca
FaneJo20,00-0023665,Jonathan Fanene,DE,jonathanfanene
FangHe00,00-0029508,Hebron Fangupo,DT,hebronfangupo
FannCh00,00-0005060,Chad Fann,TE,chadfann
FannHa00,00-0040663,Harold Fannin Jr.,TE,haroldfannin
FannMa00,00-0028220,Mario Fannin,RB,mariofannin
FannMi20,FAN138430,Mike Fanning,DT,mikefanning
FanoLo00,00-0041279,Logan Fano,DE,loganfano
FanoSp00,00-0041030,Spencer Fano,OT,spencerfano
FanoJe00,00-0029322,Jean Fanor,DB,jeanfanor
FantGe00,00-0032466,George Fant,OT,georgefant
FantNo00,00-0035644,Noah Fant,TE,noahfant
FantPr00,00-0038735,Princeton Fant,TE,princetonfant
FantKe20,FAN415290,Ken Fantetti,ILB,kenfantetti
FanuMi20,FAN692150,Mike Fanucci,DE,mikefanucci
FaolAu00,00-0036767,Austin Faoliu,DT,austinfaoliu
FaraCh20,FAR025169,Chris Farasopoulos,DB,chrisfarasopoulos
FargJu00,00-0022093,Justin Fargas,RB,justinfargas
FarlCa00,00-0036615,Caleb Farley,CB,calebfarley
FarlJo20,FAR151014,John Farley,RB,johnfarley
FarlMa00,00-0032496,Matthias Farley,DB,matthiasfarley
FarmAn00,00-0038865,Andrew Farmer,LB,andrewfarmer
FarmDa00,00-0019543,Danny Farmer,WR,dannyfarmer
FarmDa20,FAR251690,Dave Farmer,RB,davefarmer
FarmGe00,FAR276859,George Farmer,WR,georgefarmer
FarmRa20,00-0005070,Ray Farmer,LB,rayfarmer
FarmJa00,00-0041517,Jalen Farmer,G,jalenfarmer
FarmJo00,00-0040171,Joshua Farmer,DT,joshuafarmer
FarmKa00,FAR327197,Karl Farmer,WR,karlfarmer
FarmRo20,00-0005071,Robert Farmer,RB,robertfarmer
FarmRo21,FAR402704,Roger Farmer,WR,rogerfarmer
FarnBu00,00-0027525,Buddy Farnham,WR,buddyfarnham
FarnMa00,00-0036663,Matt Farniok,G,mattfarniok
FarqJo00,00-0005073,John Farquhar,TE,johnfarquhar
FarrDM20,00-0005074,D'Marco Farr,DT,dmarcofarr
FarrMe20,FAR453042,Mel Farr Jr.,RB,melfarr
FarrMi00,00-0005077,Mike Farr,WR,mikefarr
FarrDi00,00-0030764,Dillon Farrell,G,dillonfarrell
FarrLu00,00-0036887,Luke Farrell,TE,lukefarrell
FarrNe00,00-0038093,Neil Farrell,DE,neilfarrell
FarrSe20,00-0005080,Sean Farrell,G,seanfarrell
FarrPa20,00-0005081,Paul Farren,OT,paulfarren
FarrJa99,00-0005082,James Farrior,ILB,jamesfarrior
FarrCh01,00-0032556,Chase Farris,G,chasefarris
FarrJi00,00-0019905,Jimmy Farris,WR,jimmyfarris
FarrKr20,00-0005084,Kris Farris,OT,krisfarris
FarrRo00,00-0035780,Rojesterman Farris,DB,rojestermanfarris
FarrKe02,00-0032902,Kenneth Farrow,RB,kennethfarrow
FarwHe20,00-0023215,Heath Farwell,LB,heathfarwell
FaryBr20,00-0005088,Brett Faryniarz,LB,brettfaryniarz
FasaRa00,00-0021254,Randy Fasani,QB,randyfasani
FasaAn00,00-0024268,Anthony Fasano,TE,anthonyfasano
FashOl00,00-0039790,Olumuyiwa Fashanu,OT,olumuyiwafashanu
FasoCi00,00-0023547,Ciatrick Fason,RB,ciatrickfason
FassGr20,00-0024730,Greg Fassitt,CB,gregfassitt
FataMa20,00-0020307,Mario Fatafehi,DT,mariofatafehi
FatiT.00,00-0031467,T.J. Fatinikun,DE,tjfatinikun
FatuFo00,00-0034275,Foley Fatukasi,DT,foleyfatukasi
FatuOl00,00-0037481,Olakunle Fatukasi,ILB,olakunlefatukasi
FaucCh20,FAU075507,Chuck Faucette,ILB,chuckfaucette
FaulCh00,00-0029839,Chris Faulk,OT,chrisfaulk
FaulKe01,00-0041508,Keldric Faulk,DE,keldricfaulk
FaulKe00,00-0005091,Kevin Faulk,RB,kevinfaulk
FaulMa00,00-0005092,Marshall Faulk,RB,marshallfaulk
FaulTr20,00-0021008,Trev Faulk,LB,trevfaulk
FaulCh20,FAU151014,Chris Faulkner,TE,chrisfaulkner
FaulJe20,00-0005095,Jeff Faulkner,DE,jefffaulkner
FaumTa20,00-0005097,Ta'ase Faumui,DE,taasefaumui
