pfr_id,gsis_id,display_name,position,name_key
LakeAn20,00-0020697,Antwan Lake,DT,antwanlake
LakeCa00,00-0009561,Carnell Lake,DB,carnelllake
LakeDa00,00-0035945,Dayan Lake,DB,dayanlake
LakeQu00,00-0037841,Quentin Lake,SAF,quentinlake
LallBo20,LAL276861,Bob Lally,LB,boblally
LaloNi00,00-0035816,Niko Lalos,DE,nikolalos
LamaJa20,00-0019519,Jason Lamar,LB,jasonlamar
LamaKe20,LAM048857,Kevin Lamar,G,kevinlamar
LamaTr01,00-0035326,Tre Lamar,LB,trelamar
LambBr00,00-0009566,Brad Lamb,WR,bradlamb
LambCe00,00-0036358,CeeDee Lamb,WR,ceedeelamb
LambDa01,00-0032750,DaVonte Lambert,DE,davontelambert
LambDi20,00-0009572,Dion Lambert,DB,dionlambert
LambJa00,LAM488570,Jack Lambert,ILB,jacklambert
LambKe00,00-0031894,Keenan Lambert,S,keenanlambert
LambTe00,00-0026767,Terrail Lambert,DB,terraillambert
LambKe01,00-0040184,KeAndre Lambert-Smith,WR,keandrelambertsmith
LambJo00,00-0032087,Josh Lambo,K,joshlambo
LambMi20,LAM586284,Mike Lambrecht,DT,mikelambrecht
LammKe00,00-0031921,Kendall Lamm,OT,kendalllamm
LammCh00,00-0034145,Chris Lammons,DB,chrislammons
LamoDa00,LAM732855,Daryle Lamonica,QB,darylelamonica
LampFo00,00-0033542,Forrest Lamp,G,forrestlamp
LampBr00,00-0040567,Brock Lampe,RB,brocklampe
LampAs00,00-0033482,Ashton Lampkin,CB,ashtonlampkin
LampCa00,00-0039780,Cam Lampkin,DB,camlampkin
LampWi00,00-0040631,Willie Lampkin,G,willielampkin
LampJa00,00-0033021,Jake Lampman,WR,jakelampman
LamuEm00,00-0029479,Emmanuel Lamur,OLB,emmanuellamur
LancTy00,00-0034185,Tyler Lancaster,DT,tylerlancaster
LancBr00,00-0041067,Bryce Lance,WR,brycelance
LancTr00,00-0037012,Trey Lance,QB,treylance
LandDa20,00-0009582,Dan Land,DB,danland
LandIs00,00-0038737,Isaiah Land,LB,isaiahland
LandMe20,LAN035342,Mel Land,LB,melland
LandMa00,00-0038762,Matt Landers,WR,mattlanders
LandWa20,LAN088355,Walt Landers,RB,waltlanders
LandJi00,00-0032439,Jimmy Landes,LS,jimmylandes
LandSe20,00-0009584,Sean Landeta,P,seanlandeta
LandNa01,00-0037587,Nate Landman,LB,natelandman
LandKe20,00-0009585,Kevin Landolt,DT,kevinlandolt
LandJa01,00-0035867,Jaquarius Landrews,SAF,jaquariuslandrews
LandDe99,00-0025553,Derek Landri,DT,dereklandri
LandCh00,00-0032905,Chris Landrum,LB,chrislandrum
LandMi20,LAN123697,Mike Landrum,TE,mikelandrum
LandDa21,00-0024360,Dawan Landry,S,dawanlandry
LandGr00,LAN159039,Greg Landry,QB,greglandry
LandHa00,00-0034828,Harold Landry III,LB,haroldlandry
LandJa00,00-0031382,Jarvis Landry,WR,jarvislandry
LandLa99,00-0025393,LaRon Landry,FS,laronlandry
LandBo20,LAN212052,Bob Landsee,C,boblandsee
LaneAu99,00-0027752,Austen Lane,DE,austenlane
LaneEr20,LAN225305,Eric Lane,RB,ericlane
LaneEr00,LAN229723,Eric Lane,RB,ericlane
LaneFr00,00-0009599,Fred Lane,RB,fredlane
LaneGa20,LAN282736,Garcia Lane,DB,garcialane
LaneJa01,00-0040870,Ja'Kobi Lane,WR,jakobilane
LaneJe00,00-0029295,Jeremy Lane,CB,jeremylane
LaneJo00,00-0029619,Jorvorskie Lane,FB,jorvorskielane
LaneJa00,00-0040164,Jaylin Lane,WR,jaylinlane
LaneMa00,LAN353420,MacArthur Lane,RB,macarthurlane
LaneMa20,00-0009604,Max Lane,OT,maxlane
LaneSk20,LAN371091,Skip Lane,DB,skiplane
LaneRa00,00-0040213,Rayuan Lane III,SAF,rayuanlane
LangBr99,00-0027598,Brandon Lang,LB,brandonlang
LangCe00,00-0032646,Cedrick Lang,OT,cedricklang
LangDa00,00-0009610,David Lang,RB,davidlang
LangGe00,LAN424104,Gene Lang,RB,genelang
LangKe20,00-0009612,Kenard Lang,DE,kenardlang
LangLe20,00-0009613,Le-Lo Lang,DB,lelolang
LangMa00,00-0040060,Marshall Lang,TE,marshalllang
LangT.20,00-0027078,T.J. Lang,G,tjlang
LangJi00,LAN547801,Jim Langer,C,jimlanger
LangJe00,00-0031569,Jeremy Langford,RB,jeremylangford
LangJe20,00-0009619,Jevon Langford,DE,jevonlangford
LangKe98,00-0026206,Kendall Langford,DE,kendalllangford
LangRe99,00-0026571,Reshard Langford,S,reshardlangford
LangAn20,00-0009620,Antonio Langham,DB,antoniolangham
LangRe00,00-0009621,Reggie Langhorne,WR,reggielanghorne
LangHa00,00-0033392,Harvey Langi,LB,harveylangi
LangBr00,00-0033552,Brendan Langley,WR,brendanlangley
LaniAn00,00-0032369,Anthony Lanier,DE,anthonylanier
LaniKe20,00-0009625,Ken Lanier,OT,kenlanier
LaniWi00,LAN636156,Willie Lanier,MLB,willielanier
LankPa20,00-0009628,Paul Lankford,DB,paullankford
LankRy00,00-0030868,Ryan Lankford,WR,ryanlankford
LankEl99,00-0027144,Ellis Lankster,DB,ellislankster
LannSp00,00-0028347,Spencer Lanning,P,spencerlanning
LansDa00,00-0026028,Danny Lansanah,OLB,dannylansanah
lansfmik01,LAN759853,Mike Lansford,K,mikelansford
LanzCh20,LAN812866,Chuck Lanza,C,chucklanza
LaphDa20,LAP103822,Dave Lapham,G,davelapham
LapkMy20,LAP311466,Myron Lapka,DT,myronlapka
LaptJa00,00-0028713,Jake Laptad,DE,jakelaptad
LapuAl00,00-0029861,Al Lapuaho,DT,allapuaho
LargSt00,LAR118653,Steve Largent,WR,stevelargent
LariLa00,00-0040568,Lan Larison,RB,lanlarison
LarkAu00,00-0034559,Austin Larkin,DE,austinlarkin
LarkEr20,LAR158204,Eric Larkin,DE,ericlarkin
LaroGo20,00-0009641,Gordon Laro,RB,gordonlaro
LarrKa20,00-0019631,Kareem Larrimore,DB,kareemlarrimore
LarsCo00,00-0030437,Cody Larsen,DT,codylarsen
LarsGa00,LAR395510,Gary Larsen,DT,garylarsen
LarsLe20,00-0019497,Leif Larsen,DT,leiflarsen
LarsSp99,00-0026323,Spencer Larsen,FB,spencerlarsen
LarsTe20,00-0027607,Ted Larsen,G,tedlarsen
LarsTy00,00-0030869,Tyler Larsen,C,tylerlarsen
LarsBl00,00-0039779,Blake Larson,OL,blakelarson
LarsKu20,00-0009649,Kurt Larson,LB,kurtlarson
LarsKy20,00-0022589,Kyle Larson,P,kylelarson
LarsBi21,LAR751469,Bill Larson,TE,billlarson
LarvGa00,00-0040259,Gage Larvadain,WR,gagelarvadain
LascDa00,00-0032804,Daniel Lasco,RB,daniellasco
LashJi00,LAS127782,Jim Lash,WR,jimlash
lashatim01,LAS191673,Tim Lashar,K,timlashar
LasiPa00,00-0031706,Paul Lasike,FB,paullasike
LaskGr20,LAS255564,Greg Lasker,DB,greglasker
LaskBi00,LAS319455,Bill Laskey,OLB,billlaskey
LaskZa00,00-0031813,Zach Laskey,FB,zachlaskey
LaslJi20,LAS447237,Jim Laslavic,LB,jimlaslavic
LaslJo00,00-0034271,Jordan Lasley,WR,jordanlasley
LassDe00,00-0009658,Derrick Lassic,RB,derricklassic
LassKa00,00-0039343,Kamari Lassiter,CB,kamarilassiter
LassKw20,00-0009659,Kwamie Lassiter,DB,kwamielassiter
LassKw00,00-0037420,Kwamie Lassiter II,WR,kwamielassiter
LastDo20,LAS692301,Don Laster,OT,donlaster
LathDa01,00-0032938,Darius Latham,DT,dariuslatham
LathJC00,00-0039731,JC Latham,OT,jclatham
LathGr20,LAT063891,Greg Lathan,WR,greglathan
LathLa00,00-0009663,Lamar Lathon,LB,lamarlathon
LathKi20,LAT255564,Kit Lathrop,DT,kitlathrop
LatiAl20,LAT319455,Al Latimer,DB,allatimer
LatiCo00,00-0031344,Cody Latimer,WR,codylatimer
LatiDo20,LAT383346,Don Latimer,DT,donlatimer
LatiJe00,LAT447237,Jerry Latin,RB,jerrylatin
LatsBi00,00-0024659,Billy Latsko,RB,billylatsko
LattGr01,00-0030678,Greg Latta,DE,greglatta
LattGr00,LAT638910,Greg Latta,TE,greglatta
LattBr20,00-0009670,Brian Lattimore,RB,brianlattimore
LattCe00,00-0036058,Cedrick Lattimore,DT,cedricklattimore
LattDe01,00-0031134,DeDe Lattimore,ILB,dedelattimore
LattJa00,00-0028600,Jamari Lattimore,LB,jamarilattimore
LattMa00,00-0030497,Marcus Lattimore,RB,marcuslattimore
LattMa01,00-0033874,Marshon Lattimore,CB,marshonlattimore
LatuCa01,00-0038564,Cameron Latu,TE,cameronlatu
LatuKe00,00-0040363,Keleki Latu,TE,kelekilatu
LatuLa00,00-0039340,Laiatu Latu,DE,laiatulatu
LaubDy00,00-0039407,Dylan Laube,RB,dylanlaube
LaudAn00,00-0033500,Andrew Lauderdale,OT,andrewlauderdale
LaufBa00,LAU276860,Babe Laufenberg,QB,babelaufenberg
LaufNo00,00-0036722,Nolan Laufenberg,G,nolanlaufenberg
LaugJi20,LAU484505,Jim Laughlin,LB,jimlaughlin
LaugJi21,LAU553720,Jim Laughton,TE,jimlaughton
LaulKy00,00-0034369,Kyle Lauletta,QB,kylelauletta
LaulTo00,00-0034089,Tomasi Laulile,DT,tomasilaulile
LaulJo00,00-0039423,Jonah Laulu,DT,jonahlaulu
LaumSa00,00-0039799,Sataoa Laumea,OT,sataoalaumea
LaurJa99,00-0027011,James Laurinaitis,ILB,jameslaurinaitis
LaurLa20,00-0023903,Lance Laury,LB,lancelaury
LauvSh20,00-0027694,Shawn Lauvao,G,shawnlauvao
LavaCh20,00-0022794,Chad Lavalais,DT,chadlavalais
LavaAa00,00-0028246,Aaron Lavarias,DE,aaronlavarias
LaveJo00,LAV415290,Joe Lavender,CB,joelavender
LaveRo20,LAV553720,Robert Lavette,RB,robertlavette
LaviPa20,LAV692150,Paul Lavine,LB,paullavine
LawxCo00,00-0029390,Cordarro Law,LB,cordarrolaw
LawxKe00,00-0041446,Kendrick Law,WR,kendricklaw
LawxDe20,LAW108336,Dennis Law,WR,dennislaw
LawxTy00,00-0009687,Ty Law,CB,tylaw
LawlJu00,00-0034813,Justin Lawler,LB,justinlawler
LawlKe00,00-0032453,Kenny Lawler,WR,kennylawler
LawlBu20,LAW180560,Burton Lawless,G,burtonlawless
LawrAm20,LAW216672,Amos Lawrence,RB,amoslawrence
LawrBe20,LAW252784,Ben Lawrence,G,benlawrence
LawrCa01,00-0030198,Cameron Lawrence,LB,cameronlawrence
LawrDe00,00-0031411,DeMarcus Lawrence,LB,demarcuslawrence
LawrDe01,00-0033751,Des Lawrence,DB,deslawrence
LawrDe02,00-0033501,Devaroe Lawrence,DT,devaroelawrence
LawrDe03,00-0035683,Dexter Lawrence,DT,dexterlawrence
LawrHe00,LAW361120,Henry Lawrence,OT,henrylawrence
LawrLa00,LAW433344,Larry Lawrence,QB,larrylawrence
LawrMa01,00-0041537,Malachi Lawrence,LB,malachilawrence
LawrMa20,00-0023263,Marcus Lawrence,LB,marcuslawrence
LawrMa00,00-0026132,Matt Lawrence,RB,mattlawrence
LawrQu00,00-0027122,Quinten Lawrence,DB,quintenlawrence
LawrRa00,00-0031009,Rashad Lawrence,WR,rashadlawrence
LawrRa01,00-0036373,Rashard Lawrence,DT,rashardlawrence
LawrRe20,00-0009696,Reggie Lawrence,WR,reggielawrence
LawrRo00,LAW505568,Rolland Lawrence,CB,rollandlawrence
LawrSi00,00-0027252,Simoni Lawrence,LB,simonilawrence
LawrTr00,00-0036971,Trevor Lawrence,QB,trevorlawrence
LawrNi01,00-0032988,Nile Lawrence-Stample,DT,nilelawrencestample
LawrNa00,00-0022907,Nate Lawrie,TE,natelawrie
LawsTr99,00-0026187,Trevor Laws,DT,trevorlaws
LawsCa00,00-0033463,Carl Lawson,DE,carllawson
LawsDe00,00-0040922,Deontae Lawson,LB,deontaelawson
LawsMa20,00-0024237,Manny Lawson,OLB,mannylawson
LawsGe20,00-0026079,Gerard Lawson,DB,gerardlawson
LawsJa20,LAW650016,Jamie Lawson,RB,jamielawson
LawsJa00,00-0030304,Javone Lawson,WR,javonelawson
LawsNe00,00-0031176,Nevin Lawson,CB,nevinlawson
LawsOd00,LAW722240,Odell Lawson,RB,odelllawson
LawsSh00,00-0033096,Shaq Lawson,DE,shaqlawson
LawsSt20,LAW794464,Steve Lawson,G,stevelawson
LawtLu00,00-0022529,Luke Lawton,FB,lukelawton
LaymJa20,00-0009709,Jason Layman,G,jasonlayman
LaynGe00,00-0020479,George Layne,RB,georgelayne
LaynJu00,00-0035650,Justin Layne,CB,justinlayne
LaynRa00,00-0037468,Raheem Layne,SAF,raheemlayne
LazaAl00,00-0034521,Allen Lazard,WR,allenlazard
LazePe20,LAZ415290,Pete Lazetich,NT,petelazetich
LexBHa00,00-0009726,Harper LeBel,TE,harperlebel
LeBlCl20,00-0019761,Clarence LeBlanc,DB,clarenceleblanc
LeBlCr01,00-0032581,Cre'von LeBlanc,CB,crevonleblanc
LeBlMi20,LEB622932,Michael LeBlanc,RB,michaelleblanc
LeBlBo20,LEB726754,Bob LeBlanc,ILB,bobleblanc
LeCoTe00,LEC726754,Terry LeCount,WR,terrylecount
LeCoRi00,00-0036641,Richard LeCounte,SAF,richardlecounte
LeFeDa00,00-0027605,Dan LeFevour,QB,danlefevour
LegrMa00,00-0028094,Mark LeGree,DB,marklegree
LeJeNo20,00-0021903,Norman LeJeune,DB,normanlejeune
LeMaFr00,LEM118654,Frank LeMaster,ILB,franklemaster
LeMaBe00,00-0036117,Benny LeMay,RB,bennylemay
LeRiJo00,00-0029666,Josh LeRibeus,G,joshleribeus
LeSuJe20,00-0022752,Jeremy LeSueur,DB,jeremylesueur
LeVeJa20,LEV249174,Jack LeVeck,LB,jackleveck
LeViJe00,LEV581406,Jerry LeVias,WR,jerrylevias
LeVoMa99,00-0023880,Mark LeVoir,OT,marklevoir
LeacMi00,00-0019435,Mike Leach,LS,mikeleach
LeacSc20,LEA103822,Scott Leach,LB,scottleach
LeacVo00,00-0022397,Vonta Leach,FB,vontaleach
LeacBi20,LEA155733,Bill Leach,G,billleach
LeafRy00,00-0009715,Ryan Leaf,QB,ryanleaf
leahypat01,00-0009716,Pat Leahy,K,patleahy
LeakMa00,00-0032349,Marcus Leak,WR,marcusleak
LeakJa01,00-0035868,Javon Leake,RB,javonleake
LeakJo20,00-0022271,John Leake,LB,johnleake
LeakRo00,LEA467199,Roosevelt Leaks,FB,rooseveltleaks
LealDe00,00-0037759,DeMarvin Leal,DE,demarvinleal
LeamJa00,00-0033458,Javarius Leamon,OT,javariusleamon
LearDe00,00-0039801,Devin Leary,QB,devinleary
LearRo00,00-0029010,Ronald Leary,G,ronaldleary
LeasWe20,00-0009721,Wesley Leasy,LB,wesleyleasy
LeatAl00,00-0036892,Alex Leatherwood,OT,alexleatherwood
LeavAl20,LEA778665,Allan Leavitt,K,allanleavitt
LeavDa00,00-0034726,Dallin Leavitt,DB,dallinleavitt
LebeBe20,00-0021197,Ben Leber,OLB,benleber
LechSh20,00-0019714,Shane Lechler,P,shanelechler
LeckNi20,00-0022904,Nick Leckey,C,nickleckey
LedbJe00,00-0033582,Jeremiah Ledbetter,DT,jeremiahledbetter
LedbJo01,00-0035343,Jonathan Ledbetter,DE,jonathanledbetter
LedfDw20,00-0009735,Dwayne Ledford,OT,dwayneledford
LedyCo20,00-0009736,Courtney Ledyard,LB,courtneyledyard
LeexAn20,00-0022824,Andy Lee,P,andylee
LeexAm00,00-0009738,Amp Lee,RB,amplee
LeexBi22,LEE043714,Bivian Lee,CB,bivianlee
LeexBy20,LEE087428,Byron Lee,LB,byronlee
LeexCa01,00-0033502,Cameron Lee,G,cameronlee
LeexCa00,00-0009744,Carl Lee,CB,carllee
LeexCh00,00-0019505,Charles Lee,WR,charleslee
LeexDa20,LEE131142,Danzell Lee,TE,danzelllee
LeexDa00,00-0033147,Darron Lee,ILB,darronlee
LeexDa21,LEE152999,David Lee,P,davidlee
LeexDe20,00-0009748,Del Lee,DB,dellee
LeexDo00,00-0021929,Donald Lee,TE,donaldlee
LeexEd20,LEE196713,Edward Lee,WR,edwardlee
LeexEl00,00-0033973,Elijah Lee,OLB,elijahlee
LeexEr00,00-0032730,Eric Lee,DE,ericlee
LeexGa00,LEE240427,Gary Lee,WR,garylee
LeexGr20,LEE262284,Greg Lee,DB,greglee
LeexJa21,00-0021905,James Lee,DT,jameslee
LeexJa22,00-0026080,James Lee,OT,jameslee
LeexJe20,LEE327855,Jeff Lee,WR,jefflee
LeexJo20,LEE371569,John Lee,DE,johnlee
LeexJa01,00-0032559,Jay Lee,WR,jaylee
LeexKe20,LEE393426,Keith Lee,DB,keithlee
LeexKe00,00-0009761,Kevin Lee,WR,kevinlee
LeexKh00,00-0031922,Khari Lee,TE,kharilee
LeexLa20,LEE437140,Larry Lee,G,larrylee
LeexLl20,00-0009765,Lloyd Lee,DB,lloydlee
LeexLo00,00-0039389,Logan Lee,DT,loganlee
LeexMa20,00-0009767,Mark Lee,DB,marklee
LeexMa00,00-0031431,Marqise Lee,WR,marqiselee
LeexMa01,00-0033956,Marquel Lee,MLB,marquellee
LeexMa02,00-0039426,Matt Lee,C,mattlee
LeexMi20,00-0031673,Mike Lee,CB,mikelee
leexxjoh02,LEE502711,John Lee,K,johnlee
LeexOu20,LEE546425,Oudious Lee,DT,oudiouslee
LeexPa99,00-0026200,Pat Lee,CB,patlee
LeexRe00,00-0021673,ReShard Lee,RB,reshardlee
LeexRi00,00-0038776,Ricky Lee,OT,rickylee
LeexRo20,00-0009774,Ronnie Lee,OT,ronnielee
LeexRo00,LEE644781,Ron Lee,RB,ronlee
LeexRy00,00-0028955,Ryan Lee,G,ryanlee
LeexSa00,00-0030378,Saeed Lee,DB,saeedlee
LeexSe99,00-0027663,Sean Lee,OLB,seanlee
LeexSh20,00-0009775,Shawn Lee,DE,shawnlee
LeexTa00,00-0034416,Tanner Lee,QB,tannerlee
LeexVe00,00-0040712,Vershon Lee,G,vershonlee
LeexWi00,00-0041063,Will Lee III,CB,willlee
LeexWi20,LEE699424,Willie Lee,DT,willielee
LeexZe20,LEE743138,Zeph Lee,S,zephlee
LeeuJa20,00-0009783,Jay Leeuwenburg,G,jayleeuwenburg
LeFeBi00,LEF166116,Billy Lefear,RB,billylefear
LeftBy00,00-0022177,Byron Leftwich,QB,byronleftwich
LegeXa00,00-0039342,Xavier Legette,WR,xavierlegette
LegeBu20,00-0009785,Burnie Legette,RB,burnielegette
LegeTy20,00-0009786,Tyrone Legette,DB,tyronelegette
LeggBr20,00-0009788,Brad Leggett,C,bradleggett
LeggJo00,00-0033953,Jordan Leggett,TE,jordanleggett
LeggMa99,00-0026089,Maurice Leggett,CB,mauriceleggett
LeggSc20,LEG498348,Scott Leggett,G,scottleggett
LeglJo00,00-0034937,John Leglue,G,johnleglue
LegrJi01,00-0030901,Jimmy Legree,DB,jimmylegree
LeGrLa20,00-0020184,Lance Legree,DT,lancelegree
LeguDo00,00-0025829,Doug Legursky,C,douglegursky
LehaMi20,00-0022168,Michael Lehan,CB,michaellehan
LehmTe20,00-0022783,Teddy Lehman,LB,teddylehman
LehrMa20,00-0020420,Matt Lehr,C,mattlehr
LeidJe20,LEI138430,Jeff Leiding,LB,jeffleiding
LeigBr20,00-0020365,Brian Leigeb,DB,brianleigeb
LeigCh00,LEI276860,Charlie Leigh,RB,charlieleigh
LeigTr00,00-0041348,Tristan Leigh,OT,tristanleigh
LeikTo20,LEI415290,Tony Leiker,DE,tonyleiker
LeinMa00,00-0024225,Matt Leinart,QB,mattleinart
LeisRo20,00-0022876,Rodney Leisle,DT,rodneyleisle
LekkCo20,00-0023086,Cory Lekkerkerker,G,corylekkerkerker
LekkBr20,00-0022274,Brad Lekkerkerker,OT,bradlekkerkerker
LeliAs00,00-0021152,Ashley Lelie,WR,ashleylelie
LeliTi00,00-0030217,Tim Lelito,G,timlelito
LemiSh00,00-0036397,Shane Lemieux,G,shanelemieux
LemoAl00,00-0030239,Alec Lemon,WR,aleclemon
LemoCl00,00-0020565,Cleo Lemon,QB,cleolemon
LemoMa00,00-0040867,Makai Lemon,WR,makailemon
LemoMi20,LEM711924,Mike Lemon,LB,mikelemon
LemoOr00,00-0028666,Orie Lemon,LB,orielemon
LemoCo00,00-0030518,Corey Lemonier,OLB,coreylemonier
LemoJe00,00-0035906,Jessie Lemonier,LB,jessielemonier
LemoDe20,00-0019842,Devin Lemons,LB,devinlemons
LengMa00,00-0031788,Matt Lengel,TE,mattlengel
LenkBi20,LEN237308,Bill Lenkaitis,G,billlenkaitis
LenoCh00,00-0031095,Charles Leno Jr.,OT,charlesleno
LenoDe00,00-0036563,Deommodore Lenoir,CB,deommodorelenoir
LenoLa00,00-0033992,Lance Lenoir,WR,lancelenoir
LenoPa20,00-0019104,Paris Lenon,MLB,parislenon
LenzJo00,00-0030135,Josh Lenz,WR,joshlenz
LeoxMa00,00-0036446,Matt Leo,DE,mattleo
LeoxTi00,00-0038404,Titus Leo,DE,titusleo
LeonTo21,LEO346075,Tony Leonard,DB,tonyleonard
LeonBr00,00-0025439,Brian Leonard,RB,brianleonard
LeonDa00,00-0034846,Shaquille Leonard,OLB,shaquilleleonard
LeonDe00,00-0037320,Deane Leonard,CB,deaneleonard
LeonJi22,LEO622935,Jim Leonard,G,jimleonard
LeonLo99,00-0024745,Louis Leonard,DT,louisleonard
LeonMa20,00-0021461,Matt Leonard,DT,mattleonard
LeonRi00,00-0034379,Rick Leonard,OT,rickleonard
LeonRi02,00-0040206,Riley Leonard,QB,rileyleonard
LeonRi01,00-0030696,Richie Leone,P,richieleone
LeonJi23,00-0023287,Jim Leonhard,FS,jimleonhard
LeonBr01,00-0029755,Brian Leonhardt,TE,brianleonhardt
LeopBo20,LEO761365,Bobby Leopold,OLB,bobbyleopold
LeotEk00,00-0038782,Eku Leota,LB,ekuleota
LepsMa20,00-0009810,Matt Lepsis,OT,mattlepsis
LeroEm20,00-0009811,Emarlos Leroy,DT,emarlosleroy
LeshRo20,00-0009814,Ron Leshinski,TE,ronleshinski
LeshMi00,00-0027995,Mikel Leshoure,RB,mikelleshoure
LeslJo00,00-0031801,Jordan Leslie,WR,jordanleslie
LestPi00,00-0036800,Pier-Olivier Lestage,G,pierolivierlestage
LestKe20,LES553720,Keith Lester,TE,keithlester
LestRo01,00-0030254,Robert Lester,S,robertlester
LestTi00,00-0009819,Tim Lester,RB,timlester
LethZe20,00-0009822,Zebbie Lethridge,DB,zebbielethridge
LettLe00,00-0009823,Leon Lett,DE,leonlett
LevaKo00,00-0038194,Kohl Levao,OL,kohllevao
LeveDw20,00-0020724,Dwayne Levels,LB,dwaynelevels
LeveDe00,00-0039301,Devere Levelston,DT,deverelevelston
LeveDa20,LEV332232,Dave Levenick,LB,davelevenick
LeveDo00,00-0009829,Dorsey Levens,RB,dorseylevens
LeveMi20,LEV415290,Mike Levenseller,WR,mikelevenseller
LeveNi00,00-0036105,Nick Leverett,G,nickleverett
LeveOt20,00-0020372,Otis Leverette,DE,otisleverette
LeveKT00,00-0039755,KT Leveston,OT,ktleveston
LeviCo00,00-0033793,Corey Levin,G,coreylevin
LeviAn00,00-0027539,Anthony Levine,DB,anthonylevine
LeviBa20,00-0009833,Bashir Levingston,DB,bashirlevingston
LeviPe00,00-0028143,Lazarius Levingston,DE,lazariuslevingston
LeviWi00,00-0039152,Will Levis,QB,willlevis
LeviAn20,00-0027027,Andy Levitre,G,andylevitre
LeviCh20,00-0009834,Chad Levitt,RB,chadlevitt
LevrAn00,00-0034196,Andre Levrone,WR,andrelevrone
LevyCh00,00-0009835,Chuck Levy,RB,chucklevy
LevyDe99,00-0027050,Deandre Levy,OLB,deandrelevy
LewxCo00,00-0041062,Connor Lew,C,connorlew
LewaTa00,00-0031442,Taylor Lewan,OT,taylorlewan
LeweBr00,00-0036092,Brian Lewerke,QB,brianlewerke
LewiAl00,00-0009836,Albert Lewis,FS,albertlewis
LewiAl20,00-0022816,Alex Lewis,OLB,alexlewis
LewiAl01,00-0032407,Alex Lewis,G,alexlewis
LewiCa00,00-0035357,Cam Lewis,CB,camlewis
LewiCh00,00-0009842,Chad Lewis,TE,chadlewis
LewiCl00,00-0040519,Clarence Lewis,DB,clarencelewis
LewiCl21,LEW121121,Cliff Lewis,LB,clifflewis
LewiDa05,00-0036417,Damien Lewis,G,damienlewis
LewiDa20,00-0020491,Damione Lewis,DT,damionelewis
LewiDa00,00-0009847,Darren Lewis,RB,darrenlewis
LewiDa21,LEW155727,Darryl Lewis,TE,darryllewis
LewiDa04,00-0009849,Darryll Lewis,CB,darrylllewis
LewiDa03,LEW190333,Dave Lewis,LB,davelewis
LewiDa01,LEW207636,David Lewis,TE,davidlewis
LewiD.21,00-0020995,D.D. Lewis,LB,ddlewis
LewiDe00,00-0020735,Derrick Lewis,WR,derricklewis
LewiDe02,00-0032070,Dezmin Lewis,WR,dezminlewis
LewiDi00,00-0028087,Dion Lewis,RB,dionlewis
LewiDo00,00-0034998,Donnie Lewis,CB,donnielewis
LewiD.20,LEW224939,D.D. Lewis,OLB,ddlewis
LewiEd20,LEW242242,Eddie Lewis,S,eddielewis
LewiFr00,LEW259545,Frank Lewis,WR,franklewis
LewiGa20,00-0009859,Garry Lewis,DB,garrylewis
LewiGa21,LEW294151,Gary Lewis,NT,garylewis
LewiGa00,LEW328757,Gary Lewis,TE,garylewis
LewiGr00,00-0009864,Greg Lewis,RB,greglewis
LewiGr01,00-0021508,Greg Lewis,WR,greglewis
LewiLa00,00-0028974,Lance Lewis,WR,lancelewis
LewiJa00,00-0019693,Jamal Lewis,RB,jamallewis
LewiJe01,00-0009868,Jeff Lewis,QB,jefflewis
LewiJe00,00-0009869,Jermaine Lewis,WR,jermainelewis
LewiJo21,LEW397969,John Lewis,DB,johnlewis
LewiJo00,00-0019238,Jonas Lewis,RB,jonaslewis
LewiJo22,00-0024391,Jonathan Lewis,DT,jonathanlewis
LewiJo01,00-0033928,Jourdan Lewis,CB,jourdanlewis
LewiKe96,00-0026903,Keenan Lewis,CB,keenanlewis
LewiKe20,00-0022702,Keith Lewis,DB,keithlewis
LewiKe01,00-0030836,Keith Lewis,DB,keithlewis
LewiKe00,00-0027736,Kendrick Lewis,S,kendricklewis
LewiKe21,LEW432575,Kenny Lewis,RB,kennylewis
LewiKe23,00-0019154,Kevin Lewis,LB,kevinlewis
LewiKe22,LEW442003,Kevin Lewis,DB,kevinlewis
LewiLa01,00-0033477,LaTroy Lewis,LB,latroylewis
LewiLe01,00-0028678,LeQuan Lewis,DB,lequanlewis
LewiLe00,00-0009879,Leo Lewis,WR,leolewis
LewiMa010,00-0033402,Malcolm Lewis,WR,malcolmlewis
LewiMa00,00-0024243,Marcedes Lewis,TE,marcedeslewis
LewiMa21,LEW501787,Mark Lewis,TE,marklewis
LewiMa011,00-0033617,Marquavius Lewis,DT,marquaviuslewis
LewiMa22,LEW519090,Marvin Lewis,RB,marvinlewis
LewiMi00,00-0019600,Michael L. Lewis,WR,michaelllewis
LewiMi99,00-0021185,Michael Lewis,S,michaellewis
LewiMi20,LEW524741,Mike Lewis,DT,mikelewis
LewiMo00,00-0009886,Mo Lewis,OLB,molewis
LewiMy99,00-0027672,Myron Lewis,DB,myronlewis
LewiNa00,00-0009887,Nate Lewis,WR,natelewis
LewiPa00,00-0030268,Patrick Lewis,C,patricklewis
LewiRa00,00-0009889,Ray Lewis,ILB,raylewis
LewiRe20,LEW570999,Reggie Lewis,DE,reggielewis
LewiRe21,LEW588302,Reggie Lewis,DE,reggielewis
LewiRi20,LEW605605,Rich Lewis,OLB,richlewis
