player_id,player_display_name,season,games,targets,tpg,team_first,team_last_prev,has_prior,team_change,qb_change_same_team,any_change
00-0030085,Kenny Stills,2017,16,105,6.5625,MIA,MIA,True,0.0,1.0,1.0
00-0030091,Tavarres King,2017,8,37,4.625,NYG,NYG,True,0.0,0.0,0.0
00-0030279,Keenan Allen,2017,16,159,9.9375,LAC,LAC,True,0.0,0.0,0.0
00-0030290,Cobi Hamilton,2017,2,6,3.0,HOU,PIT,True,1.0,0.0,1.0
00-0030300,Jaron Brown,2017,16,69,4.3125,ARI,ARI,True,0.0,0.0,0.0
00-0030431,Robert Woods,2017,12,85,7.083333333333333,LA,BUF,True,1.0,0.0,1.0
00-0030542,Terrance Williams,2017,16,78,4.875,DAL,DAL,True,0.0,0.0,0.0
00-0030564,DeAndre Hopkins,2017,15,174,11.6,HOU,HOU,True,0.0,1.0,1.0
00-0030669,Albert Wilson,2017,13,62,4.769230769230769,KC,KC,True,0.0,0.0,0.0
00-0030670,Bennie Fowler,2017,16,56,3.5,DEN,DEN,True,0.0,0.0,0.0
00-0030821,Allen Hurns,2017,10,56,5.6,JAX,JAX,True,0.0,0.0,0.0
00-0031051,John Brown,2017,10,55,5.5,ARI,ARI,True,0.0,0.0,0.0
00-0031068,Ryan Grant,2017,16,65,4.0625,WAS,WAS,True,0.0,0.0,0.0
00-0031166,Seth Roberts,2017,15,65,4.333333333333333,LV,LV,True,0.0,0.0,0.0
00-0031189,T.J. Jones,2017,13,49,3.769230769230769,DET,DET,True,0.0,0.0,0.0
00-0031228,Taylor Gabriel,2017,16,51,3.1875,ATL,ATL,True,0.0,0.0,0.0
00-0031235,Odell Beckham Jr.,2017,4,41,10.25,NYG,NYG,True,0.0,0.0,0.0
00-0031236,Brandin Cooks,2017,16,114,7.125,NE,NO,True,1.0,0.0,1.0
00-0031257,Paul Richardson,2017,16,80,5.0,SEA,SEA,True,0.0,0.0,0.0
00-0031325,Sammy Watkins,2017,15,70,4.666666666666667,LA,BUF,True,1.0,0.0,1.0
00-0031326,Bruce Ellington,2017,11,57,5.181818181818182,HOU,,False,,,
00-0031339,Donte Moncrief,2017,12,47,3.9166666666666665,IND,IND,True,0.0,1.0,1.0
00-0031359,Kelvin Benjamin,2017,14,77,5.5,CAR,CAR,True,0.0,0.0,0.0
00-0031373,Martavis Bryant,2017,15,84,5.6,PIT,,False,,,
00-0031381,Davante Adams,2017,14,117,8.357142857142858,GB,GB,True,0.0,1.0,1.0
00-0031382,Jarvis Landry,2017,16,161,10.0625,MIA,MIA,True,0.0,1.0,1.0
00-0031408,Mike Evans,2017,15,136,9.066666666666666,TB,TB,True,0.0,0.0,0.0
00-0031431,Marqise Lee,2017,13,96,7.384615384615385,JAX,JAX,True,0.0,0.0,0.0
00-0031511,DeAndrew White,2017,2,7,3.5,HOU,,False,,,
00-0031544,Amari Cooper,2017,14,96,6.857142857142857,LV,LV,True,0.0,0.0,0.0
00-0031545,Kevin White,2017,1,4,4.0,CHI,CHI,True,0.0,1.0,1.0
00-0031547,DeVante Parker,2017,13,96,7.384615384615385,MIA,MIA,True,0.0,1.0,1.0
00-0031549,Nelson Agholor,2017,16,95,5.9375,PHI,PHI,True,0.0,0.0,0.0
00-0031588,Stefon Diggs,2017,14,95,6.785714285714286,MIN,MIN,True,0.0,1.0,1.0
00-0031782,Eli Rogers,2017,12,36,3.0,PIT,PIT,True,0.0,0.0,0.0
00-0031941,Jamison Crowder,2017,15,103,6.866666666666666,WAS,WAS,True,0.0,0.0,0.0
00-0032009,Adam Humphries,2017,16,83,5.1875,TB,TB,True,0.0,0.0,0.0
00-0032054,Breshad Perriman,2017,11,35,3.1818181818181817,BAL,BAL,True,0.0,0.0,0.0
00-0032055,Devin Funchess,2017,16,111,6.9375,CAR,CAR,True,0.0,0.0,0.0
00-0032112,J.J. Nelson,2017,16,61,3.8125,ARI,ARI,True,0.0,0.0,0.0
00-0032128,Chris Conley,2017,5,16,3.2,KC,KC,True,0.0,0.0,0.0
00-0032160,Tyrell Williams,2017,16,69,4.3125,LAC,LAC,True,0.0,0.0,0.0
00-0032200,Ty Montgomery,2017,8,31,3.875,GB,GB,True,0.0,1.0,1.0
00-0032211,Tyler Lockett,2017,16,71,4.4375,SEA,SEA,True,0.0,0.0,0.0
00-0032250,Kasen Williams,2017,6,18,3.0,CLE,SEA,True,1.0,0.0,1.0
00-0032355,Chester Rogers,2017,10,37,3.7,IND,IND,True,0.0,1.0,1.0
00-0032385,Sterling Shepard,2017,11,84,7.636363636363637,NYG,NYG,True,0.0,0.0,0.0
00-0032626,Geronimo Allison,2017,12,39,3.25,GB,GB,True,0.0,1.0,1.0
00-0032656,Darius Powe,2017,1,4,4.0,NYG,,False,,,
00-0032659,Roger Lewis,2017,15,72,4.8,NYG,NYG,True,0.0,0.0,0.0
00-0032688,Robbie Chosen,2017,16,114,7.125,NYJ,NYJ,True,0.0,1.0,1.0
00-0032724,Bryce Treggs,2017,6,18,3.0,CLE,PHI,True,1.0,0.0,1.0
00-0032760,Josh Doctson,2017,15,78,5.2,WAS,WAS,True,0.0,0.0,0.0
00-0032765,Michael Thomas,2017,16,149,9.3125,NO,NO,True,0.0,0.0,0.0
00-0032775,Demarcus Robinson,2017,10,39,3.9,KC,KC,True,0.0,0.0,0.0
00-0032839,Hunter Sharp,2017,3,9,3.0,DEN,,False,,,
00-0032966,Corey Coleman,2017,9,58,6.444444444444445,CLE,CLE,True,0.0,1.0,1.0
00-0032977,Rashard Higgins,2017,14,50,3.5714285714285716,CLE,CLE,True,0.0,1.0,1.0
00-0033009,Tyler Boyd,2017,10,32,3.2,CIN,CIN,True,0.0,0.0,0.0
00-0033040,Tyreek Hill,2017,15,105,7.0,KC,KC,True,0.0,0.0,0.0
00-0033060,Leonte Carroo,2017,4,14,3.5,MIA,MIA,True,0.0,1.0,1.0
00-0033079,Ricardo Louis,2017,14,61,4.357142857142857,CLE,CLE,True,0.0,1.0,1.0
00-0033087,Marquis Bundy,2017,1,3,3.0,NYG,,False,,,
00-0033127,Will Fuller,2017,10,50,5.0,HOU,HOU,True,0.0,1.0,1.0
00-0033282,Curtis Samuel,2017,8,26,3.25,CAR,,False,,,
00-0033292,Trent Taylor,2017,15,60,4.0,SF,,False,,,
00-0033307,Kendrick Bourne,2017,10,34,3.4,SF,,False,,,
00-0033352,Michael Clark,2017,2,14,7.0,GB,,False,,,
00-0033681,Keelan Cole,2017,16,83,5.1875,JAX,,False,,,
00-0033717,Travis Rudolph,2017,6,21,3.5,NYG,,False,,,
00-0033839,Dede Westbrook,2017,7,51,7.285714285714286,JAX,,False,,,
00-0033857,JuJu Smith-Schuster,2017,14,79,5.642857142857143,PIT,,False,,,
00-0033871,Corey Davis,2017,11,65,5.909090909090909,TEN,,False,,,
00-0033891,Zay Jones,2017,14,74,5.285714285714286,BUF,,False,,,
00-0033908,Cooper Kupp,2017,15,94,6.266666666666667,LA,,False,,,
00-0033921,Chris Godwin Jr.,2017,15,55,3.6666666666666665,TB,,False,,,
00-0033932,Kenny Golladay,2017,11,48,4.363636363636363,DET,,False,,,
00-0022921,Larry Fitzgerald,2018,16,112,7.0,ARI,ARI,True,0.0,1.0,1.0
00-0024334,Brandon Marshall,2018,6,23,3.8333333333333335,SEA,NYG,True,1.0,0.0,1.0
00-0025396,Ted Ginn,2018,5,30,6.0,NO,NO,True,0.0,0.0,0.0
00-0026035,Danny Amendola,2018,15,79,5.266666666666667,MIA,NE,True,1.0,0.0,1.0
00-0026176,Jordy Nelson,2018,15,88,5.866666666666666,LV,GB,True,1.0,0.0,1.0
00-0026189,DeSean Jackson,2018,12,74,6.166666666666667,TB,TB,True,0.0,0.0,0.0
00-0026345,Pierre Garcon,2018,8,46,5.75,SF,SF,True,0.0,1.0,1.0
00-0026901,Mike Wallace,2018,1,3,3.0,PHI,BAL,True,1.0,0.0,1.0
00-0026986,Michael Crabtree,2018,16,100,6.25,BAL,LV,True,1.0,0.0,1.0
00-0027150,Julian Edelman,2018,12,108,9.0,NE,,False,,,
00-0027681,Brandon LaFell,2018,4,16,4.0,LV,CIN,True,1.0,0.0,1.0
00-0027685,Emmanuel Sanders,2018,12,98,8.166666666666666,DEN,DEN,True,0.0,1.0,1.0
00-0027793,Antonio Brown,2018,15,168,11.2,PIT,PIT,True,0.0,0.0,0.0
00-0027874,Demaryius Thomas,2018,15,89,5.933333333333334,DEN,DEN,True,0.0,1.0,1.0
00-0027891,Golden Tate,2018,15,113,7.533333333333333,DET,DET,True,0.0,0.0,0.0
00-0027942,A.J. Green,2018,9,77,8.555555555555555,CIN,CIN,True,0.0,0.0,0.0
00-0027944,Julio Jones,2018,16,170,10.625,ATL,ATL,True,0.0,0.0,0.0
00-0027996,Torrey Smith,2018,8,31,3.875,CAR,PHI,True,1.0,0.0,1.0
00-0028002,Randall Cobb,2018,9,61,6.777777777777778,GB,GB,True,0.0,1.0,1.0
00-0028091,Jeremy Kerley,2018,1,4,4.0,BUF,NYJ,True,1.0,0.0,1.0
00-0028237,Chris Hogan,2018,15,55,3.6666666666666665,NE,NE,True,0.0,0.0,0.0
00-0028411,Dontrelle Inman,2018,8,39,4.875,IND,CHI,True,1.0,0.0,1.0
00-0028434,Doug Baldwin,2018,13,73,5.615384615384615,SEA,SEA,True,0.0,0.0,0.0
00-0028825,Terrelle Pryor,2018,8,30,3.75,NYJ,WAS,True,1.0,0.0,1.0
00-0029000,Cole Beasley,2018,16,87,5.4375,DAL,DAL,True,0.0,0.0,0.0
00-0029137,Alshon Jeffery,2018,13,92,7.076923076923077,PHI,PHI,True,0.0,0.0,0.0
00-0029159,Jermaine Kearse,2018,13,76,5.846153846153846,NYJ,NYJ,True,0.0,1.0,1.0
00-0029293,Marvin Jones,2018,9,62,6.888888888888889,DET,DET,True,0.0,0.0,0.0
00-0029572,Jarius Wright,2018,16,59,3.6875,CAR,MIN,True,1.0,0.0,1.0
00-0029608,T.Y. Hilton,2018,14,120,8.571428571428571,IND,IND,True,0.0,1.0,1.0
00-0029632,Mohamed Sanu,2018,16,94,5.875,ATL,ATL,True,0.0,0.0,0.0
00-0029664,Josh Gordon,2018,12,71,5.916666666666667,CLE,CLE,True,0.0,1.0,1.0
00-0030035,Adam Thielen,2018,16,153,9.5625,MIN,MIN,True,0.0,1.0,1.0
00-0030068,Marquise Goodwin,2018,11,44,4.0,SF,SF,True,0.0,1.0,1.0
00-0030085,Kenny Stills,2018,15,64,4.266666666666667,MIA,MIA,True,0.0,1.0,1.0
00-0030279,Keenan Allen,2018,15,136,9.066666666666666,LAC,LAC,True,0.0,0.0,0.0
00-0030431,Robert Woods,2018,16,130,8.125,LA,LA,True,0.0,0.0,0.0
00-0030521,Justin Hunter,2018,4,13,3.25,PIT,PIT,True,0.0,0.0,0.0
00-0030564,DeAndre Hopkins,2018,16,163,10.1875,HOU,HOU,True,0.0,1.0,1.0
00-0030663,Willie Snead,2018,15,95,6.333333333333333,BAL,NO,True,1.0,0.0,1.0
00-0030669,Albert Wilson,2018,7,35,5.0,MIA,KC,True,1.0,0.0,1.0
00-0031023,Quincy Enunwa,2018,11,68,6.181818181818182,NYJ,,False,,,
00-0031051,John Brown,2018,16,97,6.0625,BAL,ARI,True,1.0,0.0,1.0
00-0031068,Ryan Grant,2018,14,52,3.7142857142857144,IND,WAS,True,1.0,0.0,1.0
00-0031166,Seth Roberts,2018,15,64,4.266666666666667,LV,LV,True,0.0,0.0,0.0
00-0031228,Taylor Gabriel,2018,16,93,5.8125,CHI,ATL,True,1.0,0.0,1.0
00-0031235,Odell Beckham Jr.,2018,12,124,10.333333333333334,NYG,NYG,True,0.0,0.0,0.0
00-0031236,Brandin Cooks,2018,15,117,7.8,LA,NE,True,1.0,0.0,1.0
00-0031257,Paul Richardson,2018,7,35,5.0,WAS,SEA,True,1.0,0.0,1.0
00-0031325,Sammy Watkins,2018,10,55,5.5,KC,LA,True,1.0,0.0,1.0
00-0031326,Bruce Ellington,2018,7,42,6.0,HOU,HOU,True,0.0,1.0,1.0
00-0031339,Donte Moncrief,2018,16,89,5.5625,JAX,IND,True,1.0,0.0,1.0
00-0031359,Kelvin Benjamin,2018,15,67,4.466666666666667,BUF,BUF,True,0.0,1.0,1.0
00-0031373,Martavis Bryant,2018,7,27,3.857142857142857,LV,PIT,True,1.0,0.0,1.0
00-0031381,Davante Adams,2018,15,169,11.266666666666667,GB,GB,True,0.0,1.0,1.0
00-0031382,Jarvis Landry,2018,16,149,9.3125,CLE,MIA,True,1.0,0.0,1.0
00-0031408,Mike Evans,2018,16,138,8.625,TB,TB,True,0.0,0.0,0.0
00-0031428,Allen Robinson,2018,13,94,7.230769230769231,CHI,JAX,True,1.0,0.0,1.0
00-0031544,Amari Cooper,2018,15,107,7.133333333333334,LV,LV,True,0.0,0.0,0.0
00-0031547,DeVante Parker,2018,11,47,4.2727272727272725,MIA,MIA,True,0.0,1.0,1.0
00-0031549,Nelson Agholor,2018,16,97,6.0625,PHI,PHI,True,0.0,0.0,0.0
00-0031588,Stefon Diggs,2018,15,149,9.933333333333334,MIN,MIN,True,0.0,1.0,1.0
00-0031782,Eli Rogers,2018,3,14,4.666666666666667,PIT,PIT,True,0.0,0.0,0.0
00-0031912,Cameron Meredith,2018,3,10,3.3333333333333335,NO,,False,,,
00-0031941,Jamison Crowder,2018,9,49,5.444444444444445,WAS,WAS,True,0.0,1.0,1.0
00-0032009,Adam Humphries,2018,16,105,6.5625,TB,TB,True,0.0,0.0,0.0
00-0032055,Devin Funchess,2018,14,79,5.642857142857143,CAR,CAR,True,0.0,0.0,0.0
00-0032128,Chris Conley,2018,16,52,3.25,KC,KC,True,0.0,1.0,1.0
00-0032160,Tyrell Williams,2018,15,65,4.333333333333333,LAC,LAC,True,0.0,0.0,0.0
00-0032200,Ty Montgomery,2018,13,40,3.076923076923077,GB,GB,True,0.0,1.0,1.0
00-0032208,Phillip Dorsett,2018,11,42,3.8181818181818183,NE,NE,True,0.0,0.0,0.0
00-0032211,Tyler Lockett,2018,16,70,4.375,SEA,SEA,True,0.0,0.0,0.0
00-0032355,Chester Rogers,2018,16,72,4.5,IND,IND,True,0.0,1.0,1.0
00-0032362,Maurice Harris,2018,11,47,4.2727272727272725,WAS,WAS,True,0.0,1.0,1.0
00-0032385,Sterling Shepard,2018,16,107,6.6875,NYG,NYG,True,0.0,0.0,0.0
00-0032626,Geronimo Allison,2018,5,30,6.0,GB,GB,True,0.0,1.0,1.0
00-0032688,Robbie Chosen,2018,14,94,6.714285714285714,NYJ,NYJ,True,0.0,1.0,1.0
00-0032707,Andy Jones,2018,6,24,4.0,DET,DET,True,0.0,0.0,0.0
00-0032760,Josh Doctson,2018,15,78,5.2,WAS,WAS,True,0.0,1.0,1.0
00-0032765,Michael Thomas,2018,16,147,9.1875,NO,NO,True,0.0,0.0,0.0
00-0032778,Tajae Sharpe,2018,15,47,3.1333333333333333,TEN,,False,,,
00-0032791,Jakeem Grant,2018,10,34,3.4,MIA,MIA,True,0.0,1.0,1.0
00-0032951,Laquon Treadwell,2018,15,53,3.533333333333333,MIN,MIN,True,0.0,1.0,1.0
00-0032977,Rashard Higgins,2018,13,53,4.076923076923077,CLE,CLE,True,0.0,1.0,1.0
00-0033009,Tyler Boyd,2018,14,108,7.714285714285714,CIN,CIN,True,0.0,0.0,0.0
00-0033040,Tyreek Hill,2018,16,137,8.5625,KC,KC,True,0.0,1.0,1.0
00-0033127,Will Fuller,2018,7,45,6.428571428571429,HOU,HOU,True,0.0,1.0,1.0
00-0033251,Zach Pascal,2018,14,46,3.2857142857142856,IND,,False,,,
00-0033282,Curtis Samuel,2018,13,65,5.0,CAR,CAR,True,0.0,0.0,0.0
00-0033292,Trent Taylor,2018,13,40,3.076923076923077,SF,SF,True,0.0,1.0,1.0
00-0033307,Kendrick Bourne,2018,16,67,4.1875,SF,SF,True,0.0,1.0,1.0
00-0033375,Tim Patrick,2018,12,41,3.4166666666666665,DEN,,False,,,
00-0033460,John Ross,2018,13,58,4.461538461538462,CIN,CIN,True,0.0,0.0,0.0
00-0033466,Isaiah McKenzie,2018,8,30,3.75,DEN,DEN,True,0.0,1.0,1.0
00-0033536,Mike Williams,2018,16,66,4.125,LAC,LAC,True,0.0,0.0,0.0
00-0033589,David Moore,2018,14,53,3.7857142857142856,SEA,,False,,,
00-0033681,Keelan Cole,2018,14,70,5.0,JAX,JAX,True,0.0,0.0,0.0
00-0033839,Dede Westbrook,2018,16,101,6.3125,JAX,JAX,True,0.0,0.0,0.0
00-0033857,JuJu Smith-Schuster,2018,16,166,10.375,PIT,PIT,True,0.0,0.0,0.0
00-0033871,Corey Davis,2018,16,112,7.0,TEN,TEN,True,0.0,0.0,0.0
00-0033891,Zay Jones,2018,16,102,6.375,BUF,BUF,True,0.0,1.0,1.0
00-0033908,Cooper Kupp,2018,8,55,6.875,LA,LA,True,0.0,0.0,0.0
00-0033911,Taywan Taylor,2018,13,56,4.3076923076923075,TEN,TEN,True,0.0,0.0,0.0
00-0033921,Chris Godwin Jr.,2018,16,95,5.9375,TB,TB,True,0.0,0.0,0.0
00-0033932,Kenny Golladay,2018,15,119,7.933333333333334,DET,DET,True,0.0,0.0,0.0
00-0033933,Chad Williams,2018,10,46,4.6,ARI,ARI,True,0.0,1.0,1.0
00-0033943,Josh Reynolds,2018,12,53,4.416666666666667,LA,LA,True,0.0,0.0,0.0
00-0034258,Derrick Willies,2018,1,5,5.0,CLE,,False,,,
00-0034272,Marquez Valdes-Scantling,2018,16,73,4.5625,GB,,False,,,
00-0034273,Damion Ratley,2018,5,20,4.0,CLE,,False,,,
00-0034279,Equanimeous St. Brown,2018,11,36,3.272727272727273,GB,,False,,,
00-0034317,Keith Kirkwood,2018,7,21,3.0,NO,,False,,,
00-0034339,Trey Quinn,2018,3,10,3.3333333333333335,WAS,,False,,,
00-0034348,Courtland Sutton,2018,16,84,5.25,DEN,,False,,,
00-0034353,Anthony Miller,2018,15,54,3.6,CHI,,False,,,
00-0034366,Keke Coutee,2018,6,41,6.833333333333333,HOU,,False,,,
00-0034370,DaeSean Hamilton,2018,11,46,4.181818181818182,DEN,,False,,,
00-0034487,Trent Sherfield,2018,9,28,3.111111111111111,ARI,,False,,,
00-0034510,Robert Foster,2018,11,44,4.0,BUF,,False,,,
00-0034653,Deontay Burnett,2018,5,15,3.0,NYJ,,False,,,
00-0034676,James Washington,2018,12,38,3.1666666666666665,PIT,,False,,,
00-0034747,Marcell Ateman,2018,7,31,4.428571428571429,LV,,False,,,
00-0034764,Michael Gallup,2018,15,68,4.533333333333333,DAL,,False,,,
00-0034765,Tre'Quan Smith,2018,13,44,3.3846153846153846,NO,,False,,,
00-0034772,Antonio Callaway,2018,16,79,4.9375,CLE,,False,,,
00-0034775,Christian Kirk,2018,12,68,5.666666666666667,ARI,,False,,,
00-0034827,DJ Moore,2018,16,82,5.125,CAR,,False,,,
00-0034837,Calvin Ridley,2018,16,92,5.75,ATL,,False,,,
00-0034860,Dante Pettis,2018,12,45,3.75,SF,,False,,,
00-0022921,Larry Fitzgerald,2019,16,109,6.8125,ARI,ARI,True,0.0,1.0,1.0
00-0025396,Ted Ginn,2019,15,56,3.7333333333333334,NO,NO,True,0.0,0.0,0.0
00-0026035,Danny Amendola,2019,15,97,6.466666666666667,DET,MIA,True,1.0,0.0,1.0
00-0026189,DeSean Jackson,2019,2,10,5.0,PHI,TB,True,1.0,0.0,1.0
00-0027150,Julian Edelman,2019,16,153,9.5625,NE,NE,True,0.0,0.0,0.0
00-0027685,Emmanuel Sanders,2019,17,97,5.705882352941177,DEN,DEN,True,0.0,1.0,1.0
00-0027793,Antonio Brown,2019,1,8,8.0,NE,PIT,True,1.0,0.0,1.0
00-0027874,Demaryius Thomas,2019,11,58,5.2727272727272725,NYJ,HOU,True,1.0,0.0,1.0
00-0027891,Golden Tate,2019,11,85,7.7272727272727275,NYG,PHI,True,1.0,0.0,1.0
00-0027944,Julio Jones,2019,15,157,10.466666666666667,ATL,ATL,True,0.0,0.0,0.0
00-0028002,Randall Cobb,2019,15,83,5.533333333333333,DAL,GB,True,1.0,0.0,1.0
00-0028411,Dontrelle Inman,2019,7,21,3.0,LAC,IND,True,1.0,0.0,1.0
00-0029000,Cole Beasley,2019,15,106,7.066666666666666,BUF,DAL,True,1.0,0.0,1.0
00-0029137,Alshon Jeffery,2019,9,73,8.11111111111111,PHI,PHI,True,0.0,0.0,0.0
00-0029269,Travis Benjamin,2019,5,16,3.2,LAC,LAC,True,0.0,0.0,0.0
00-0029293,Marvin Jones,2019,13,91,7.0,DET,DET,True,0.0,0.0,0.0
00-0029572,Jarius Wright,2019,16,58,3.625,CAR,CAR,True,0.0,1.0,1.0
00-0029608,T.Y. Hilton,2019,10,68,6.8,IND,IND,True,0.0,1.0,1.0
00-0029632,Mohamed Sanu,2019,15,89,5.933333333333334,ATL,ATL,True,0.0,0.0,0.0
00-0029664,Josh Gordon,2019,11,47,4.2727272727272725,NE,NE,True,0.0,0.0,0.0
00-0030035,Adam Thielen,2019,10,48,4.8,MIN,MIN,True,0.0,0.0,0.0
00-0030085,Kenny Stills,2019,13,55,4.230769230769231,HOU,MIA,True,1.0,0.0,1.0
00-0030147,Russell Shepard,2019,2,8,4.0,NYG,NYG,True,0.0,1.0,1.0
00-0030279,Keenan Allen,2019,16,149,9.3125,LAC,LAC,True,0.0,0.0,0.0
00-0030431,Robert Woods,2019,15,139,9.266666666666667,LA,LA,True,0.0,0.0,0.0
00-0030564,DeAndre Hopkins,2019,15,150,10.0,HOU,HOU,True,0.0,0.0,0.0
00-0030669,Albert Wilson,2019,13,62,4.769230769230769,MIA,MIA,True,0.0,1.0,1.0
00-0030670,Bennie Fowler,2019,8,36,4.5,NYG,NYG,True,0.0,1.0,1.0
00-0030821,Allen Hurns,2019,14,47,3.357142857142857,MIA,DAL,True,1.0,0.0,1.0
00-0031023,Quincy Enunwa,2019,1,3,3.0,NYJ,NYJ,True,0.0,0.0,0.0
00-0031051,John Brown,2019,15,115,7.666666666666667,BUF,BAL,True,1.0,0.0,1.0
00-0031068,Ryan Grant,2019,2,9,4.5,LV,IND,True,1.0,0.0,1.0
00-0031228,Taylor Gabriel,2019,9,48,5.333333333333333,CHI,CHI,True,0.0,0.0,0.0
00-0031235,Odell Beckham Jr.,2019,16,133,8.3125,CLE,NYG,True,1.0,0.0,1.0
00-0031236,Brandin Cooks,2019,14,72,5.142857142857143,LA,LA,True,0.0,0.0,0.0
00-0031257,Paul Richardson,2019,10,42,4.2,WAS,WAS,True,0.0,1.0,1.0
00-0031325,Sammy Watkins,2019,13,90,6.923076923076923,KC,KC,True,0.0,0.0,0.0
00-0031339,Donte Moncrief,2019,4,15,3.75,PIT,JAX,True,1.0,0.0,1.0
00-0031344,Cody Latimer,2019,14,42,3.0,NYG,NYG,True,0.0,1.0,1.0
00-0031381,Davante Adams,2019,12,127,10.583333333333334,GB,GB,True,0.0,0.0,0.0
00-0031382,Jarvis Landry,2019,16,138,8.625,CLE,CLE,True,0.0,0.0,0.0
00-0031408,Mike Evans,2019,13,118,9.076923076923077,TB,TB,True,0.0,0.0,0.0
00-0031428,Allen Robinson,2019,16,154,9.625,CHI,CHI,True,0.0,0.0,0.0
00-0031544,Amari Cooper,2019,16,119,7.4375,DAL,DAL,True,0.0,0.0,0.0
00-0031547,DeVante Parker,2019,16,128,8.0,MIA,MIA,True,0.0,1.0,1.0
00-0031549,Nelson Agholor,2019,11,69,6.2727272727272725,PHI,PHI,True,0.0,0.0,0.0
00-0031588,Stefon Diggs,2019,15,94,6.266666666666667,MIN,MIN,True,0.0,0.0,0.0
00-0031868,Damiere Byrd,2019,11,46,4.181818181818182,ARI,CAR,True,1.0,0.0,1.0
00-0031934,Devin Smith,2019,3,9,3.0,DAL,,False,,,
00-0031941,Jamison Crowder,2019,16,122,7.625,NYJ,WAS,True,1.0,0.0,1.0
00-0032009,Adam Humphries,2019,12,47,3.9166666666666665,TEN,TB,True,1.0,0.0,1.0
00-0032054,Breshad Perriman,2019,14,69,4.928571428571429,TB,CLE,True,1.0,0.0,1.0
00-0032055,Devin Funchess,2019,1,5,5.0,IND,CAR,True,1.0,0.0,1.0
00-0032112,J.J. Nelson,2019,1,5,5.0,LV,ARI,True,1.0,0.0,1.0
00-0032128,Chris Conley,2019,16,90,5.625,JAX,KC,True,1.0,0.0,1.0
00-0032160,Tyrell Williams,2019,13,64,4.923076923076923,LV,LAC,True,1.0,0.0,1.0
00-0032208,Phillip Dorsett,2019,11,54,4.909090909090909,NE,NE,True,0.0,0.0,0.0
00-0032211,Tyler Lockett,2019,16,110,6.875,SEA,SEA,True,0.0,0.0,0.0
00-0032385,Sterling Shepard,2019,10,83,8.3,NYG,NYG,True,0.0,1.0,1.0
00-0032543,Alex Erickson,2019,16,78,4.875,CIN,CIN,True,0.0,0.0,0.0
00-0032626,Geronimo Allison,2019,15,55,3.6666666666666665,GB,GB,True,0.0,0.0,0.0
00-0032688,Robbie Chosen,2019,16,96,6.0,NYJ,NYJ,True,0.0,0.0,0.0
00-0032765,Michael Thomas,2019,16,185,11.5625,NO,NO,True,0.0,0.0,0.0
00-0032775,Demarcus Robinson,2019,15,55,3.6666666666666665,KC,KC,True,0.0,0.0,0.0
00-0032791,Jakeem Grant,2019,9,33,3.6666666666666665,MIA,MIA,True,0.0,1.0,1.0
00-0032945,Duke Williams,2019,4,19,4.75,BUF,,False,,,
00-0032980,Marcus Johnson,2019,8,33,4.125,IND,IND,True,0.0,1.0,1.0
00-0033009,Tyler Boyd,2019,16,148,9.25,CIN,CIN,True,0.0,0.0,0.0
00-0033040,Tyreek Hill,2019,12,89,7.416666666666667,KC,KC,True,0.0,0.0,0.0
00-0033127,Will Fuller,2019,11,71,6.454545454545454,HOU,HOU,True,0.0,0.0,0.0
00-0033251,Zach Pascal,2019,16,72,4.5,IND,IND,True,0.0,1.0,1.0
00-0033282,Curtis Samuel,2019,16,105,6.5625,CAR,CAR,True,0.0,1.0,1.0
00-0033375,Tim Patrick,2019,8,31,3.875,DEN,DEN,True,0.0,1.0,1.0
00-0033460,John Ross,2019,8,56,7.0,CIN,CIN,True,0.0,0.0,0.0
00-0033466,Isaiah McKenzie,2019,12,39,3.25,BUF,BUF,True,0.0,0.0,0.0
00-0033471,Isaiah Ford,2019,8,35,4.375,MIA,MIA,True,0.0,1.0,1.0
00-0033536,Mike Williams,2019,15,90,6.0,LAC,LAC,True,0.0,0.0,0.0
00-0033733,Greg Ward,2019,6,40,6.666666666666667,PHI,,False,,,
00-0033839,Dede Westbrook,2019,15,101,6.733333333333333,JAX,JAX,True,0.0,1.0,1.0
00-0033857,JuJu Smith-Schuster,2019,12,70,5.833333333333333,PIT,PIT,True,0.0,1.0,1.0
00-0033871,Corey Davis,2019,15,69,4.6,TEN,TEN,True,0.0,1.0,1.0
00-0033891,Zay Jones,2019,14,45,3.2142857142857144,BUF,BUF,True,0.0,0.0,0.0
00-0033908,Cooper Kupp,2019,16,134,8.375,LA,LA,True,0.0,0.0,0.0
00-0033921,Chris Godwin Jr.,2019,14,121,8.642857142857142,TB,TB,True,0.0,0.0,0.0
00-0033932,Kenny Golladay,2019,16,116,7.25,DET,DET,True,0.0,0.0,0.0
00-0034081,Steven Mitchell,2019,2,6,3.0,HOU,,False,,,
00-0034132,Christian Blake,2019,7,24,3.4285714285714284,ATL,,False,,,
00-0034267,Jaleel Scott,2019,1,3,3.0,BAL,,False,,,
00-0034272,Marquez Valdes-Scantling,2019,15,56,3.7333333333333334,GB,GB,True,0.0,0.0,0.0
00-0034339,Trey Quinn,2019,12,47,3.9166666666666665,WAS,WAS,True,0.0,1.0,1.0
00-0034348,Courtland Sutton,2019,16,124,7.75,DEN,DEN,True,0.0,1.0,1.0
