player_id,name,position,team,adp,adp_formatted,times_drafted,high,low,stdev,bye,pulled_meta
5672,Jahmyr Gibbs,RB,DET,1.6,1.02,993,1,4,0.7,6,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}"
5670,Bijan Robinson,RB,ATL,2.0,1.02,709,1,4,0.8,11,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}"
5714,Puka Nacua,WR,LAR,2.9,1.03,248,1,6,0.7,11,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}"
5177,Ja'Marr Chase,WR,CIN,3.9,1.04,1156,1,7,1.0,6,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}"
2434,Christian McCaffrey,RB,SF,5.3,1.05,588,2,10,1.3,8,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}"
5671,Jaxon Smith-Njigba,WR,SEA,5.9,1.06,659,2,11,1.2,11,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}"
5182,Amon-Ra St. Brown,WR,DET,7.0,1.07,685,3,11,1.3,6,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}"
4864,Jonathan Taylor,RB,IND,7.5,1.08,904,3,15,1.6,13,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}"
5683,De'Von Achane,RB,MIA,9.4,1.09,339,4,14,1.8,6,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}"
5574,Drake London,WR,ATL,10.6,1.11,209,6,16,1.6,11,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}"
4869,CeeDee Lamb,WR,DAL,11.3,1.11,723,6,18,2.0,14,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}"
