season,name,position,adp
2024,Jaleel McLaughlin,RB,166.3088295687885
2024,Jaylen Warren,RB,157.90266940451747
2024,Pat Freiermuth,TE,160.76175806120352
2024,Taysom Hill,TE,141.9096323680427
2024,Jakobi Meyers,WR,152.6893223819302
2024,Adam Thielen,WR,165.20205338809035
2024,Brandin Cooks,WR,166.66139630390143
2024,Christian Watson,WR,161.7741273100616
2024,Cade Otton,TE,145.7915383035531
2024,Zach Ertz,TE,157.6982953378517
2024,Broncos D/ST,DST,92.72836190869656
2024,Vikings D/ST,DST,88.34910142532534
2024,Ravens D/ST,DST,100.28630448254494
2024,Jets D/ST,DST,129.65730221028713
2024,Chiefs D/ST,DST,128.0700268539558
2024,Chargers D/ST,DST,145.19913241065896
2024,Saints D/ST,DST,154.24209873992976
2024,Texans D/ST,DST,138.58975418302003
2024,Titans D/ST,DST,159.77070853129518
2024,Steelers D/ST,DST,125.7221648419748
2024,Austin Seibert,K,129.73891524025572
2024,Brandon Aubrey,K,91.73664673128481
2024,Jake Elliott,K,111.1524025572283
2024,Justin Tucker,K,109.65188698700763
2024,Jake Moody,K,146.3839967003506
2024,Jake Bates,K,119.37657248917303
2024,Chase McLaughlin,K,154.2027222107651
2024,Will Reichard,K,162.15384615384616
2024,Evan McPherson,K,159.04763868838936
2024,Ka'imi Fairbairn,K,135.80367085997113
2024,Antonio Gibson,RB,168.5681724845996
2024,Jerome Ford,RB,168.3901437371663
2024,Alexander Mattison,RB,168.7722792607803
2024,Tyler Allgeier,RB,168.0800821355236
2024,Emanuel Wilson,RB,168.67207392197125
2024,Ezekiel Elliott,RB,165.68891170431212
2024,Roschon Johnson,RB,168.99363449691992
2024,Ty Chandler,RB,168.5946611909651
2024,Ray Davis,RB,168.5359342915811
2024,Gus Edwards,RB,166.1416837782341
2024,Rome Odunze,WR,165.94332648870636
2024,Keon Coleman,WR,165.49075975359344
2024,Dontayvion Wicks,WR,168.711704312115
2024,Jalen Tolbert,WR,168.99055441478438
2024,Jauan Jennings,WR,157.71868583162217
2024,Mike Williams,WR,168.5170431211499
2024,Kirk Cousins,QB,162.9706063720452
2024,Patrick Mahomes,QB,91.92106885919836
2024,Tua Tagovailoa,QB,147.95724563206576
2024,Cole Kmet,TE,166.46518792359828
2024,Kyle Pitts,TE,152.6748819059355
2024,Dalton Schultz,TE,166.78065311152187
2024,Mike Gesicki,TE,167.8644485520641
2024,Colts D/ST,DST,167.61950010328445
2024,Bengals D/ST,DST,165.74323486882875
2024,Chris Boswell,K,118.99958754382347
2024,Matt Prater,K,167.18024334914415
2024,Joshua Palmer,WR,168.87145790554416
2024,JuJu Smith-Schuster,WR,167.07802874743325
2024,Tre Tucker,WR,168.80780287474332
2024,Noah Brown,WR,168.79199178644762
2024,Miles Sanders,RB,168.8599589322382
2024,Tyrone Tracy Jr.,RB,151.14907597535935
2024,Rashod Bateman,WR,167.317659137577
2024,Kenneth Gainwell,RB,168.40636550308008
2024,Hunter Henry,TE,166.80858492503594
2024,Trevor Lawrence,QB,168.53072970195274
2024,Darius Slayton,WR,168.89260780287475
2024,Matthew Stafford,QB,165.824049331963
2024,Bo Nix,QB,141.29537512846866
2024,Falcons D/ST,DST,168.30716794050815
2024,Lions D/ST,DST,132.03367072918817
2024,Blake Grupe,K,168.2759331820994
2024,Tyler Bass,K,161.76572489173026
2024,Justin Watson,WR,168.96221765913756
2024,Luke McCaffrey,WR,168.84599589322383
2024,Jared Goff,QB,137.67852004110998
2024,Isaiah Likely,TE,165.3838570548367
2026,Jahmyr Gibbs,RB,1.61
2026,Bijan Robinson,RB,2.61
2026,Puka Nacua,WR,3.79
2026,Ja'Marr Chase,WR,4.71
2026,Jaxon Smith-Njigba,WR,5.83
2026,Christian McCaffrey,RB,6.65
2026,Jonathan Taylor,RB,8.08
2026,Amon-Ra St. Brown,WR,8.33
2026,CeeDee Lamb,WR,10.59
2026,De'Von Achane,RB,12.32
2026,Justin Jefferson,WR,12.15
2026,James Cook III,RB,12.97
2026,Jeremiyah Love,RB,19.34
2026,Drake London,WR,18.86
2026,Ashton Jeanty,RB,17.84
2026,Rashee Rice,WR,22.61
2026,Trey McBride,TE,19.49
2026,Omarion Hampton,RB,22.08
2026,Saquon Barkley,RB,17.01
2026,Derrick Henry,RB,20.91
2026,Chase Brown,RB,26.14
2026,Kenneth Walker III,RB,24.82
2026,Josh Jacobs,RB,28.56
2026,Brock Bowers,TE,23.73
2026,Nico Collins,WR,27.77
2026,Garrett Wilson,WR,36.31
2026,A.J. Brown,WR,27.19
2026,Chris Olave,WR,35.41
2026,George Pickens,WR,28.15
2026,Breece Hall,RB,38.43
2026,Javonte Williams,RB,38.91
2026,Malik Nabers,WR,37.87
2026,Tetairoa McMillan,WR,41.28
2026,Zay Flowers,WR,42.46
2026,DeVonta Smith,WR,39.45
2026,Josh Allen,QB,22.57
2026,Kyren Williams,RB,42.54
2026,Travis Etienne Jr.,RB,50.15
2026,Cam Skattebo,RB,42.95
2026,Quinshon Judkins,RB,54.8
2026,Bucky Irving,RB,56.04
2026,Emeka Egbuka,WR,44.63
2026,Davante Adams,WR,47.5
2026,Ladd McConkey,WR,52.8
2026,Terry McLaurin,WR,62.08
2026,Tee Higgins,WR,58.06
2026,Jaylen Waddle,WR,60.59
2026,Jameson Williams,WR,67.3
2026,Colston Loveland,TE,45.37
2026,Tyler Warren,TE,47.06
2026,Carnell Tate,WR,69.62
2026,Rome Odunze,WR,72.31
2026,Luther Burden III,WR,77.29
2026,DJ Moore,WR,71.14
2026,Jayden Daniels,QB,51.08
2026,Lamar Jackson,QB,39.28
2026,Drake Maye,QB,47.91
2026,Jalen Hurts,QB,53.68
2026,TreVeyon Henderson,RB,71.52
2026,Bhayshul Tuten,RB,79.78
2026,D'Andre Swift,RB,72.71
2026,David Montgomery,RB,75.84
2026,Jadarian Price,RB,81.21
2026,Tony Pollard,RB,90.64
2026,Courtland Sutton,WR,85.87
2026,Michael Pittman Jr.,WR,91.18
2026,Alec Pierce,WR,97.81
2026,Marvin Harrison Jr.,WR,92.05
2026,DK Metcalf,WR,88.1
2026,Jordyn Tyson,WR,98.52
2026,Kyle Pitts Sr.,TE,65.97
2026,Harold Fannin Jr.,TE,76.81
2026,Sam LaPorta,TE,66.41
2026,Joe Burrow,QB,60.01
2026,Jaxson Dart,QB,75.7
2026,Mike Evans,WR,97.31
2026,Parker Washington,WR,102.64
2026,Christian Watson,WR,102.0
2026,Matthew Golden,WR,107.19
2026,Michael Wilson,WR,106.29
2026,Brian Thomas Jr.,WR,106.17
2026,Trevor Lawrence,QB,95.89
2026,Dak Prescott,QB,87.96
2026,Bo Nix,QB,91.22
2026,Brock Purdy,QB,105.49
2026,Matthew Stafford,QB,79.04
2026,Caleb Williams,QB,92.7
2026,Jakobi Meyers,WR,117.42
2026,Wan'Dale Robinson,WR,117.66
2026,Travis Hunter,WR,117.02
2026,Makai Lemon,WR,117.84
2026,Josh Downs,WR,123.45
2026,Jordan Addison,WR,123.58
2026,Justin Herbert,QB,109.68
2026,Patrick Mahomes,QB,108.91
2026,Jaylen Warren,RB,104.7
2026,Rhamondre Stevenson,RB,112.39
2026,Rico Dowdle,RB,110.79
2026,Kenny Gainwell,RB,123.26
2026,Chuba Hubbard,RB,115.02
2026,Aaron Jones Sr.,RB,123.48
2026,George Kittle,TE,98.1
2026,Tucker Kraft,TE,100.26
2026,Dallas Goedert,TE,101.74
2026,Travis Kelce,TE,101.97
2026,Rachaad White,RB,128.41
2026,Jonathon Brooks,RB,129.66
2026,J.K. Dobbins,RB,124.82
2026,RJ Harvey,RB,129.54
2026,Jake Ferguson,TE,112.55
2026,Mark Andrews,TE,123.29
2026,T.J. Hockenson,TE,133.75
2026,Khalil Shakir,WR,136.94
2026,Jayden Reed,WR,140.82
2026,Xavier Worthy,WR,137.09
2026,Kyle Monangai,RB,133.34
2026,Kenyon Sadiq,TE,136.44
2026,Isaiah Likely,TE,129.95
2026,Dalton Kincaid,TE,137.02
2026,Hunter Henry,TE,142.83
2026,Jacory Croskey-Merritt,RB,142.15
2026,Blake Corum,RB,140.54
2026,Woody Marks,RB,151.59
2026,Zach Charbonnet,RB,150.08
2026,Quentin Johnston,WR,144.43
2026,KC Concepcion,WR,150.64
2026,Deebo Samuel Sr.,WR,136.19
2026,Stefon Diggs,WR,140.67
2026,Chris Godwin Jr.,WR,147.64
2026,Romeo Doubs,WR,152.2
2026,Jayden Higgins,WR,159.3
2026,Jalen Coker,WR,160.38
2026,Jerry Jeudy,WR,161.59
2026,Kyler Murray,QB,150.52
2026,Tyler Shough,QB,155.18
2026,Jared Goff,QB,139.68
2026,Daniel Jones,QB,159.99
2026,Jordan Mason,RB,156.93
2026,Alvin Kamara,RB,156.69
2026,Isiah Pacheco,RB,158.0
2026,Chris Rodriguez Jr.,RB,168.24
2026,Brian Robinson Jr.,RB,166.61
2026,Tank Bigsby,RB,167.58
2026,Rashid Shaheed,WR,158.24
2026,Jalen McMillan,WR,167.38
2026,Calvin Ridley,WR,167.2
2026,Denzel Boston,WR,166.64
2026,Baker Mayfield,QB,149.31
2026,Malik Willis,QB,167.16
2026,Tre Tucker,WR,168.28
2026,Tyrone Tracy Jr.,RB,167.44
2026,Terrance Ferguson,TE,166.74
2026,Juwan Johnson,TE,164.21
2026,Tank Dell,WR,167.91
2026,Tyjae Spears,RB,168.51
2026,Broncos D/ST,DST,89.62
2026,Texans D/ST,DST,90.5
2026,Steelers D/ST,DST,115.73
2026,Seahawks D/ST,DST,107.35
2026,Rams D/ST,DST,97.02
2026,Ravens D/ST,DST,131.77
2026,Eagles D/ST,DST,134.42
2026,Browns D/ST,DST,152.37
2026,Patriots D/ST,DST,148.18
2026,Lions D/ST,DST,151.09
2026,Chiefs D/ST,DST,162.43
2026,Chargers D/ST,DST,162.76
2026,Brandon Aubrey,K,84.48
2026,Cameron Dicker,K,105.93
2026,Jason Myers,K,116.17
2026,Harrison Mevis,K,131.19
2026,Ka'imi Fairbairn,K,133.83
2026,Eddy Pineiro,K,149.44
2026,Harrison Butker,K,148.69
2026,Cam Little,K,136.07
2026,Jake Bates,K,154.48
2026,Tyler Loop,K,163.17
2026,Cairo Santos,K,167.07
2026,Will Reichard,K,166.03
2026,Brenton Strange,TE,167.65
2026,Jordan Love,QB,159.42
2026,Cam Ward,QB,167.46
2026,C.J. Stroud,QB,166.01
2026,Pat Freiermuth,TE,168.87
2026,Dalton Schultz,TE,167.6
2026,Chig Okonkwo,TE,168.95
2026,AJ Barner,TE,168.76
2026,Sam Darnold,QB,163.16
2026,Bryce Young,QB,168.29
2026,Fernando Mendoza,QB,166.99
2026,Cooper Kupp,WR,168.79
2026,Packers D/ST,DST,167.6
2026,Chris Boswell,K,161.95
