adp,adp_formatted,bye,high,low,name,player_id,position,stdev,team,times_drafted
160.5,14.05,9,131,180,Pittsburgh Defense,1324,DEF,12.6,PIT,42
160.7,14.05,11,124,183,Mohamed Sanu,1919,WR,13.9,NE,94
160.8,14.05,6,114,180,Matthew Stafford,1664,QB,17.9,DET,99
161.4,14.05,13,120,181,Demaryius Thomas,1735,WR,15.9,NYJ,101
161.5,14.06,8,115,184,Kenny Stills,2011,WR,17.7,HOU,43
161.6,14.06,8,119,180,Tre'Quan Smith,2941,WR,16.2,NO,78
162.7,14.07,11,130,186,Seattle Defense,1327,DEF,12.3,SEA,288
162.8,14.07,8,112,180,New Orleans Defense,1319,DEF,19.3,NO,44
162.9,14.07,8,147,178,Ka'imi Fairbairn,2531,PK,6.0,HOU,80
163.0,14.07,8,127,180,Marquise Goodwin,1993,WR,13.8,SF,64
164.2,14.08,13,131,180,Sam Darnold,2884,QB,12.8,NYJ,84
165.4,14.09,8,145,185,Houston Defense,1312,DEF,8.9,HOU,70
165.5,14.09,7,136,180,Buffalo Defense,1303,DEF,11.2,BUF,65
166.9,14.11,9,140,182,Adam Humphries,2701,WR,10.3,TEN,50
167.2,14.11,10,135,180,Jake Elliott,2529,PK,12.1,PHI,74
168.2,14.12,7,137,180,Michael Badgley,3031,PK,11.9,LAC,69
169.2,15.01,11,154,185,Mason Crosby,251,PK,5.7,GB,78
169.8,15.02,8,154,188,Robbie Gould,439,PK,6.0,SF,70
170.5,15.02,11,141,180,Giorgio Tavecchio,2526,PK,11.1,ATL,40
170.7,15.03,11,140,180,Jason Myers,2424,PK,11.8,SEA,57
172.0,15.04,6,163,180,Dan Bailey,1891,PK,4.0,MIN,57
172.7,15.05,14,160,180,Brett Maher,2910,PK,4.6,DAL,63
