adp,adp_formatted,bye,high,low,name,player_id,position,stdev,team,times_drafted
1.4,1.01,8,1,5,Saquon Barkley,2860,RB,0.6,NYG,501
2.5,1.03,8,1,6,Alvin Kamara,2439,RB,0.9,NO,507
3.2,1.03,5,1,7,Christian McCaffrey,2434,RB,1.2,CAR,597
3.9,1.04,14,1,8,Ezekiel Elliott,2343,RB,1.2,DAL,270
6.4,1.06,11,2,13,Davante Adams,2125,WR,1.5,GB,332
7.0,1.07,8,1,20,DeAndre Hopkins,1975,WR,2.8,HOU,735
7.1,1.07,9,2,12,James Conner,2470,RB,1.9,PIT,335
7.1,1.07,14,3,16,David Johnson,2297,RB,2.0,ARI,366
8.8,1.09,13,2,17,LeVeon Bell,1983,RB,2.2,NYJ,514
10.2,1.10,11,4,16,Julio Jones,1796,WR,2.2,ATL,598
10.4,1.10,8,5,17,Michael Thomas,2357,WR,2.0,NO,564
11.7,1.12,11,5,17,Nick Chubb,2863,RB,2.4,CLE,502
12.9,2.01,9,6,21,JuJu Smith-Schuster,2442,WR,2.3,PIT,569
13.9,2.02,5,7,21,Tyreek Hill,2390,WR,2.6,KC,474
14.6,2.03,6,7,23,Dalvin Cook,2432,RB,2.8,MIN,640
15.1,2.03,11,8,21,Odell Beckham Jr.,2113,WR,2.5,CLE,571
16.0,2.04,11,7,24,Todd Gurley,2280,RB,3.1,LAR,625
17.1,2.05,5,8,25,Travis Kelce,1989,TE,3.3,KC,540
18.4,2.06,6,9,27,Joe Mixon,2438,RB,3.3,CIN,475
19.3,2.07,5,4,28,Patrick Mahomes,2462,QB,5.7,KC,352
20.2,2.08,10,14,28,Mike Evans,2111,WR,2.3,TB,528
21.4,2.09,11,14,29,Antonio Brown,1886,WR,2.5,NE,504
22.9,2.11,6,16,33,Adam Thielen,2431,WR,2.5,MIN,440
23.2,2.11,7,14,34,Leonard Fournette,2433,RB,3.5,JAX,462
25.0,3.01,7,17,34,Keenan Allen,1992,WR,2.7,LAC,533
25.5,3.01,5,14,37,Damien Williams,2553,RB,4.2,KC,227
26.5,3.02,11,16,37,Chris Carson,2518,RB,3.7,SEA,520
28.3,3.04,8,17,39,George Kittle,2499,TE,4.0,SF,382
28.5,3.04,6,19,38,Kerryon Johnson,2868,RB,3.5,DET,436
29.2,3.05,11,20,40,Aaron Jones Sr.,2507,RB,3.4,GB,515
30.4,3.06,11,21,40,Devonta Freeman,2144,RB,3.5,ATL,460
30.8,3.07,6,21,41,Stefon Diggs,2316,WR,3.8,MIN,472
31.3,3.07,10,21,40,David Montgomery,3238,RB,3.9,CHI,416
33.1,3.09,13,23,42,Josh Jacobs,3255,RB,3.6,LV,540
33.1,3.09,14,22,44,Amari Cooper,2277,WR,4.3,DAL,555
33.5,3.09,10,21,47,Zach Ertz,1978,TE,4.6,PHI,555
36.1,3.12,11,25,46,Julian Edelman,1708,WR,4.2,NE,570
37.4,4.01,11,27,52,Sony Michel,2865,RB,3.9,NE,541
39.1,4.03,11,29,47,Brandin Cooks,2114,WR,3.8,LAR,484
39.7,4.04,13,29,51,Mark Ingram II,1800,RB,3.9,BAL,452
39.9,4.04,10,29,49,Chris Godwin Jr.,2465,WR,3.9,TB,465
42.0,4.06,7,28,59,Melvin Gordon III,2282,RB,5.2,LAC,237
42.2,4.06,11,31,55,Robert Woods,1981,WR,3.9,LAR,512
42.9,4.07,11,33,54,Tyler Lockett,2304,WR,3.7,SEA,469
43.8,4.08,9,30,59,Derrick Henry,2350,RB,5.1,TEN,426
45.2,4.09,11,35,56,Cooper Kupp,2449,WR,3.7,LAR,382
46.5,4.11,13,31,61,Marlon Mack,2469,RB,5.7,IND,471
47.1,4.11,6,37,66,Kenny Golladay,2488,WR,3.8,DET,347
47.1,4.11,8,28,64,Deshaun Watson,2444,QB,7.1,HOU,273
48.1,4.12,11,32,61,James White,2154,RB,6.2,NE,419
49.0,5.01,13,37,60,T.Y. Hilton,1935,WR,4.5,IND,343
51.5,5.04,6,41,69,Tyler Boyd,2359,WR,4.2,CIN,423
51.7,5.04,8,36,72,Duke Johnson,2285,RB,5.8,HOU,453
52.1,5.04,11,39,67,Josh Gordon,1951,WR,4.8,SEA,434
53.5,5.06,11,39,68,Calvin Ridley,2866,WR,5.2,ATL,346
54.1,5.06,10,39,70,O.J. Howard,2446,TE,5.5,TB,268
55.6,5.08,10,39,74,Phillip Lindsay,3032,RB,6.2,DEN,507
55.7,5.08,11,36,69,Aaron Rodgers,1004,QB,7.6,GB,249
57.3,5.09,8,42,71,Evan Engram,2451,TE,5.8,NYG,327
57.7,5.10,8,42,75,Tevin Coleman,2289,RB,5.8,SF,462
59.0,5.11,10,45,71,Miles Sanders,3252,RB,5.0,PHI,368
60.3,5.12,7,45,77,Mike Williams,2436,WR,5.9,LAC,464
61.7,6.02,7,44,82,Austin Ekeler,2625,RB,6.7,LAC,756
62.7,6.03,7,46,79,Dede Westbrook,2466,WR,6.1,JAX,580
63.2,6.03,11,38,80,Baker Mayfield,2886,QB,9.3,CLE,219
63.3,6.03,7,48,84,Hunter Henry,2354,TE,5.6,LAC,374
63.8,6.04,6,47,81,A.J. Green,1795,WR,6.4,CIN,356
64.8,6.05,11,46,87,Jarvis Landry,2132,WR,6.9,CLE,420
67.2,6.07,5,50,87,DJ Moore,2876,WR,6.6,CAR,408
69.2,6.09,11,51,82,Matt Ryan,1342,QB,6.9,ATL,174
69.8,6.10,7,50,100,Derrius Guice,2861,RB,7.4,WAS,540
70.6,6.11,8,54,91,Jared Cook,1658,TE,6.2,NO,206
71.0,6.11,10,51,97,Tarik Cohen,2493,RB,7.6,CHI,398
71.9,6.12,10,53,94,Alshon Jeffery,1918,WR,6.9,PHI,392
73.9,7.02,8,53,91,Drew Brees,127,QB,8.0,NO,202
74.6,7.03,10,57,90,Carson Wentz,2352,QB,6.4,PHI,249
75.1,7.03,9,57,96,Vance McDonald,1984,TE,6.9,PIT,247
75.9,7.04,13,60,95,Robbie Chosen,2523,WR,6.3,NYJ,359
76.4,7.04,8,55,94,Latavius Murray,2023,RB,7.9,NO,476
76.6,7.05,10,57,95,Allen Robinson II,2130,WR,7.5,CHI,392
80.6,7.09,8,60,99,Emmanuel Sanders,1762,WR,7.6,SF,373
81.5,7.09,11,64,100,Jared Goff,2351,QB,6.7,LAR,268
81.6,7.10,8,63,99,Will Fuller,2345,WR,7.0,HOU,311
82.9,7.11,14,62,98,Kenyan Drake,2360,RB,8.0,ARI,391
83.3,7.11,14,61,99,Tony Pollard,3435,RB,8.3,DAL,210
83.5,7.11,11,62,117,David Njoku,2448,TE,8.1,CLE,174
83.9,7.12,7,61,108,Devin Singletary,3267,RB,8.6,BUF,678
84.8,8.01,8,63,102,Matt Breida,2525,RB,8.1,SF,560
86.0,8.02,5,61,98,Darwin Thompson,3427,RB,9.3,KC,91
88.0,8.04,5,69,105,Curtis Samuel,2443,WR,7.0,CAR,423
88.4,8.04,11,59,116,Russell Wilson,1904,QB,11.0,SEA,203
89.9,8.06,14,69,111,Christian Kirk,2870,WR,7.9,ARI,373
90.8,8.07,5,67,112,LeSean McCoy,1645,RB,8.9,KC,479
92.2,8.08,8,71,108,Sterling Shepard,2349,WR,7.8,NYG,331
92.4,8.08,10,69,111,Chicago Defense,1305,DEF,8.7,CHI,312
93.0,8.09,11,69,108,Darrell Henderson Jr.,3253,RB,9.2,LAR,146
94.4,8.10,5,68,115,Cam Newton,1794,QB,9.9,CAR,295
95.3,8.11,11,74,111,Rashaad Penny,2869,RB,7.8,SEA,198
95.4,8.11,11,60,131,Austin Hooper,2361,TE,13.3,ATL,138
96.1,8.12,5,75,113,Sammy Watkins,2109,WR,8.0,KC,322
97.6,9.02,13,70,118,Lamar Jackson,2888,QB,10.3,BAL,358
98.7,9.03,11,77,113,Geronimo Allison,2691,WR,8.2,GB,315
100.6,9.05,11,78,123,Marquez Valdes-Scantling,2987,WR,8.6,GB,341
100.8,9.05,11,69,126,Kareem Hunt,2450,RB,11.9,CLE,165
101.3,9.05,9,79,119,James Washington,2864,WR,8.3,PIT,330
103.7,9.08,10,80,129,Jordan Howard,2384,RB,9.0,PHI,157
105.1,9.09,10,83,128,Jameis Winston,2275,QB,8.4,TB,298
105.3,9.09,6,85,121,Marvin Jones Jr.,2061,WR,7.6,DET,239
105.6,9.10,11,82,119,LA Rams Defense,1328,DEF,8.9,LAR,134
106.5,9.11,14,81,128,Larry Fitzgerald,374,WR,9.5,ARI,222
106.8,9.11,9,83,126,Ben Roethlisberger,1006,QB,9.1,PIT,367
108.1,9.12,10,86,137,Royce Freeman,2875,RB,8.3,DEN,203
109.3,10.01,7,78,130,Jacksonville Defense,1314,DEF,11.9,JAX,145
109.8,10.02,8,85,127,Dante Pettis,2926,WR,9.5,SF,236
110.8,10.03,9,89,128,Corey Davis,2435,WR,8.2,TEN,234
110.9,10.03,14,89,126,Kyler Murray,3299,QB,8.1,ARI,223
113.5,10.05,6,85,141,Kalen Ballage,2874,RB,10.7,MIA,160
113.8,10.06,14,91,130,Michael Gallup,2879,WR,8.4,DAL,281
114.6,10.07,11,80,134,Tom Brady,119,QB,13.0,NE,210
115.4,10.07,9,73,150,Delanie Walker,1201,TE,16.0,TEN,428
116.1,10.08,7,92,132,Philip Rivers,995,QB,9.1,LAC,248
117.0,10.09,13,84,137,Baltimore Defense,1332,DEF,12.6,BAL,107
117.5,10.10,13,68,151,Eric Ebron,2112,TE,18.8,IND,245
119.0,10.11,9,92,145,Jaylen Samuels,3219,RB,10.4,PIT,282
119.4,10.11,10,94,138,DeSean Jackson,1357,WR,9.5,PHI,181
119.8,10.12,5,93,140,Donte Moncrief,2137,WR,10.2,CAR,211
119.9,10.12,7,93,145,Justin Jackson,2970,RB,10.3,LAC,431
120.7,11.01,13,96,139,Justice Hill,3266,RB,9.2,BAL,325
123.3,11.03,8,97,145,Golden Tate,1730,WR,10.1,NYG,189
126.0,11.06,11,101,141,Cleveland Defense,1307,DEF,9.5,CLE,87
126.1,11.06,6,86,156,T.J. Hockenson,3307,TE,15.2,DET,352
126.2,11.06,10,95,148,Courtland Sutton,2862,WR,11.8,DEN,151
127.2,11.07,14,100,150,Dak Prescott,2377,QB,10.2,DAL,249
127.3,11.07,6,95,149,Alexander Mattison,3458,RB,12.1,MIN,273
128.8,11.09,13,102,150,Jamison Crowder,2331,WR,10.0,NYJ,184
130.7,11.11,6,104,149,Kirk Cousins,1902,QB,10.0,MIN,196
131.3,11.11,10,95,170,Peyton Barber,2703,RB,13.8,TB,287
131.4,11.11,13,108,151,Tyrell Williams,2483,WR,9.0,LV,144
131.8,11.12,11,95,148,DK Metcalf,3239,WR,14.1,SEA,125
133.1,12.01,7,101,168,Adrian Peterson,925,RB,12.1,WAS,218
134.0,12.02,6,111,157,Minnesota Defense,1317,DEF,8.5,MIN,126
134.4,12.02,10,114,149,Anthony Miller,2878,WR,7.5,CHI,139
136.2,12.04,7,113,165,John Brown,2138,WR,8.6,BUF,160
137.4,12.05,7,114,167,LA Chargers Defense,1325,DEF,9.7,LAC,77
137.7,12.06,5,102,160,Mecole Hardman Jr.,3426,WR,13.5,KC,78
137.9,12.06,14,103,177,Dallas Defense,1308,DEF,13.2,DAL,79
139.2,12.07,10,110,172,Mitchell Trubisky,2461,QB,11.2,CHI,186
142.1,12.10,13,92,179,Mark Andrews,2872,TE,19.1,BAL,438
142.9,12.11,9,104,179,Dion Lewis,1860,RB,14.9,TEN,279
144.3,12.12,11,115,159,Greg Zuerlein,1960,PK,10.9,LAR,493
145.8,13.02,10,108,180,Denver Defense,1309,DEF,14.4,DEN,108
145.8,13.02,7,113,180,Josh Allen,2885,QB,12.3,BUF,173
146.2,13.02,8,111,175,Keke Coutee,2892,WR,13.3,HOU,110
147.5,13.04,8,103,179,Jimmy Garoppolo,2131,QB,17.1,SF,151
148.9,13.05,5,98,180,Greg Olsen,890,TE,19.4,CAR,275
149.7,13.06,13,121,161,Justin Tucker,1962,PK,10.8,BAL,253
151.4,13.07,11,115,176,Damien Harris,3243,RB,13.7,NE,175
151.6,13.08,5,126,162,Harrison Butker,2514,PK,9.8,KC,140
151.8,13.08,8,123,172,Deebo Samuel Sr.,3246,WR,11.2,SF,102
151.9,13.08,8,105,183,Carlos Hyde,2129,RB,17.8,HOU,349
152.3,13.08,7,83,200,Frank Gore,437,RB,27.6,BUF,46
152.4,13.08,10,89,179,Trey Burton,2197,TE,24.4,CHI,55
152.8,13.09,11,116,175,N'Keal Harry,3237,WR,13.8,NE,63
154.2,13.10,11,108,180,Ito Smith,2991,RB,17.5,ATL,163
154.9,13.11,6,90,185,Kyle Rudolph,1799,TE,24.7,MIN,94
155.8,13.12,13,123,180,Darren Waller,2322,TE,15.0,LV,44
157.1,14.01,13,107,187,Ty Montgomery II,2317,RB,19.1,NYJ,135
157.4,14.01,13,119,180,Derek Carr,2118,QB,14.5,LV,118
157.5,14.01,11,104,178,Stephen Gostkowski,438,PK,20.5,NE,88
157.6,14.02,11,114,191,Malcolm Brown,2326,RB,16.7,LAR,126
157.6,14.02,8,139,166,Wil Lutz,2522,PK,7.0,NO,74
157.9,14.02,10,114,180,Dare Ogunbowale,2798,RB,17.9,TB,56
158.0,14.02,7,111,183,Jordan Reed,1995,TE,18.0,WAS,123
158.1,14.02,10,124,180,Philadelphia Defense,1323,DEF,13.0,PHI,233
158.1,14.02,10,113,180,Ronald Jones,2867,RB,17.1,TB,132
159.1,14.03,11,121,181,New England Defense,1318,DEF,14.4,NE,229
159.2,14.03,13,110,181,Nyheim Hines,2948,RB,18.7,IND,66
159.6,14.04,7,121,180,Cole Beasley,1970,WR,14.8,BUF,94
