adp,adp_formatted,bye,high,low,name,player_id,position,stdev,team,times_drafted
1.2,1.01,9,1,4,Antonio Brown,1886,WR,0.5,PIT,454
2.8,1.03,11,1,6,Julio Jones,1796,WR,0.9,ATL,348
3.4,1.03,8,1,10,Odell Beckham Jr.,2113,WR,1.2,NYG,512
3.4,1.03,14,1,7,David Johnson,2297,RB,1.5,ARI,146
6.3,1.06,11,1,12,Todd Gurley,2280,RB,1.8,LAR,470
6.4,1.06,6,2,12,A.J. Green,1795,WR,1.5,CIN,314
6.4,1.06,8,2,12,DeAndre Hopkins,1975,WR,1.5,HOU,388
8.3,1.08,14,3,15,Ezekiel Elliott,2343,RB,2.0,DAL,356
9.2,1.09,7,4,15,Allen Robinson II,2130,WR,1.9,JAX,449
9.8,1.10,8,4,17,Lamar Miller,1908,RB,2.2,HOU,469
10.7,1.11,6,3,19,Adrian Peterson,925,RB,2.6,MIN,436
12.3,1.12,9,4,20,LeVeon Bell,1983,RB,2.9,PIT,411
13.0,2.01,13,6,21,Brandon Marshall,755,WR,2.5,NYJ,446
13.8,2.02,7,7,22,Keenan Allen,1992,WR,2.3,LAC,448
14.2,2.02,11,4,24,Rob Gronkowski,1740,TE,3.6,NE,422
15.7,2.04,10,9,23,Mike Evans,2111,WR,2.4,TB,469
16.4,2.04,14,8,24,Dez Bryant,1727,WR,2.9,DAL,433
17.3,2.05,11,9,25,Jordy Nelson,1350,WR,2.9,GB,455
19.2,2.07,11,10,31,Devonta Freeman,2144,RB,3.4,ATL,374
19.4,2.07,5,12,30,Jamaal Charles,1368,RB,3.7,KC,264
20.1,2.08,13,12,28,Amari Cooper,2277,WR,2.9,LV,414
22.0,2.10,7,13,33,LeSean McCoy,1645,RB,3.3,BUF,348
22.1,2.10,10,13,31,Alshon Jeffery,1918,WR,3.5,CHI,399
23.3,2.11,8,14,32,Brandin Cooks,2114,WR,3.5,NO,392
24.0,2.12,11,14,34,Eddie Lacy,1987,RB,3.8,GB,363
25.5,3.02,8,15,35,Mark Ingram II,1800,RB,3.8,NO,373
26.9,3.03,6,16,38,Jarvis Landry,2132,WR,3.8,MIA,387
28.3,3.04,7,19,40,Sammy Watkins,2109,WR,3.4,BUF,398
29.4,3.05,13,20,38,T.Y. Hilton,1935,WR,3.3,IND,410
29.7,3.06,10,19,43,Demaryius Thomas,1735,WR,3.9,DEN,405
30.8,3.07,10,20,44,Doug Martin,1907,RB,3.9,TB,415
31.5,3.08,11,22,46,Randall Cobb,1806,WR,3.3,GB,405
33.2,3.09,10,24,45,CJ Anderson,2071,RB,3.5,DEN,344
34.5,3.11,5,13,55,Cam Newton,1794,QB,7.9,CAR,230
35.1,3.11,7,20,57,Jordan Reed,1995,TE,5.4,WAS,313
35.1,3.11,11,25,47,Julian Edelman,1708,WR,3.9,NE,335
35.8,3.12,13,25,47,Latavius Murray,2023,RB,3.9,LV,303
37.3,4.01,5,27,53,Jeremy Maclin,1649,WR,3.7,KC,371
38.4,4.02,13,27,55,Donte Moncrief,2137,WR,4.3,IND,443
38.7,4.03,11,19,50,Aaron Rodgers,1004,QB,7.4,GB,285
39.2,4.03,5,25,59,Kelvin Benjamin,2116,WR,5.2,CAR,348
40.3,4.04,9,28,55,DeMarco Murray,1819,RB,4.7,TEN,357
41.0,4.05,11,27,57,Thomas Rawls,2337,RB,5.1,SEA,358
43.1,4.07,13,29,60,Matt Forte,1354,RB,5.2,NYJ,328
43.6,4.08,6,29,58,Golden Tate,1730,WR,5.3,DET,388
44.9,4.09,13,32,64,Eric Decker,1764,WR,5.3,NYJ,405
45.7,4.10,8,31,62,Carlos Hyde,2129,RB,5.4,SF,318
47.1,4.11,10,33,59,Jeremy Langford,2306,RB,5.0,CHI,313
48.4,4.12,5,30,66,Greg Olsen,890,TE,6.7,CAR,277
48.8,5.01,11,31,67,Doug Baldwin,1927,WR,6.6,SEA,343
49.1,5.01,6,36,62,Jeremy Hill,2127,RB,5.0,CIN,351
49.8,5.02,11,33,66,Josh Gordon,1951,WR,6.1,CLE,353
52.3,5.04,14,36,69,Michael Floyd,1915,WR,6.4,ARI,339
53.2,5.05,11,36,69,Russell Wilson,1904,QB,6.4,SEA,225
53.7,5.06,7,40,70,Melvin Gordon III,2282,RB,5.2,LAC,374
53.7,5.06,7,39,71,Danny Woodhead,1776,RB,5.6,LAC,299
56.2,5.08,6,41,74,Marvin Jones Jr.,2061,WR,5.7,DET,388
57.4,5.09,6,41,80,Arian Foster,1724,RB,6.1,MIA,336
57.7,5.10,6,42,76,Giovani Bernard,1979,RB,5.8,CIN,356
58.3,5.10,13,38,78,Andrew Luck,1897,QB,7.7,IND,259
60.2,5.12,14,41,81,Larry Fitzgerald,374,WR,7.2,ARI,331
60.4,5.12,10,47,80,Ryan Mathews,1729,RB,5.4,PHI,335
61.1,6.01,8,43,79,Drew Brees,127,QB,6.8,NO,274
62.8,6.03,5,45,86,Jonathan Stewart,1344,RB,6.6,CAR,318
64.0,6.04,9,47,83,Delanie Walker,1201,TE,6.3,TEN,219
64.2,6.04,10,45,84,Jordan Matthews,2121,WR,7.1,PHI,358
64.3,6.04,5,45,80,Travis Kelce,1989,TE,7.1,KC,217
65.5,6.05,7,45,91,Allen Hurns,2251,WR,7.5,JAX,325
66.9,6.07,11,51,84,Duke Johnson,2285,RB,6.0,CLE,307
68.5,6.09,11,49,107,Tom Brady,119,QB,7.4,NE,229
69.1,6.09,9,48,93,DeAngelo Williams,1257,RB,7.9,PIT,264
70.6,6.11,10,48,94,Emmanuel Sanders,1762,WR,8.6,DEN,332
72.0,6.12,9,50,101,Ben Roethlisberger,1006,QB,8.2,PIT,189
72.7,7.01,8,54,96,Coby Fleener,1923,TE,7.0,NO,171
73.4,7.01,11,51,99,Tyler Lockett,2304,WR,8.3,SEA,342
73.8,7.02,13,53,94,Frank Gore,437,RB,7.6,IND,284
74.9,7.03,8,56,94,Rashad Jennings,1644,RB,7.0,NYG,303
78.3,7.06,14,55,99,John Brown,2138,WR,8.7,ARI,361
78.4,7.06,7,57,98,Matt Jones,2299,RB,8.0,WAS,288
78.5,7.07,9,58,100,Derrick Henry,2350,RB,7.7,TEN,340
78.6,7.07,13,57,99,Michael Crabtree,1646,WR,8.0,LV,396
79.6,7.08,11,57,110,Gary Barnidge,1583,TE,8.4,CLE,176
