adp,adp_formatted,bye,high,low,name,player_id,position,stdev,team,times_drafted
1.4,1.01,6,1,4,Justin Jefferson,4876,WR,0.6,MIN,887
2.4,1.02,8,1,7,Christian McCaffrey,2434,RB,1.0,SF,887
2.4,1.02,6,1,6,Ja'Marr Chase,5177,WR,0.8,CIN,507
4.4,1.04,6,1,9,Tyreek Hill,2390,WR,1.2,MIA,831
5.0,1.05,7,1,10,Austin Ekeler,2625,RB,1.5,LAC,920
5.9,1.06,5,1,15,Travis Kelce,1989,TE,1.9,KC,855
7.0,1.07,11,1,17,Cooper Kupp,2449,WR,2.0,LAR,760
8.5,1.08,7,4,17,Stefon Diggs,2316,WR,1.7,BUF,764
8.8,1.09,11,1,17,Bijan Robinson,5670,RB,2.7,ATL,1264
9.0,1.09,8,3,17,Saquon Barkley,2860,RB,2.1,NYG,826
11.0,1.11,14,5,19,CeeDee Lamb,4869,WR,2.1,DAL,596
12.5,1.12,10,6,19,A.J. Brown,3247,WR,2.4,PHI,727
12.5,2.01,11,4,22,Nick Chubb,2863,RB,2.9,CLE,1192
13.2,2.01,6,6,20,Amon-Ra St. Brown,5182,WR,2.6,DET,793
15.2,2.03,14,8,22,Tony Pollard,3435,RB,2.7,DAL,1119
15.6,2.04,13,8,23,Garrett Wilson,5548,WR,2.8,NYJ,1275
15.6,2.04,13,8,26,Davante Adams,2125,WR,2.6,LV,720
17.9,2.06,9,10,24,Derrick Henry,2350,RB,2.8,TEN,913
19.6,2.08,5,6,32,Patrick Mahomes,2462,QB,5.2,KC,791
19.9,2.08,6,13,29,Jaylen Waddle,5178,WR,2.3,MIA,607
20.4,2.08,8,14,29,Chris Olave,5544,WR,2.4,NO,813
21.9,2.10,13,13,33,Josh Jacobs,3255,RB,3.3,LV,1294
23.3,2.11,10,15,34,DeVonta Smith,4883,WR,2.9,PHI,771
23.4,2.11,11,14,32,Rhamondre Stevenson,5210,RB,3.3,NE,368
25.9,3.02,13,14,40,Jonathan Taylor,4864,RB,4.3,IND,151
26.6,3.03,7,15,37,Josh Allen,2885,QB,4.3,BUF,762
26.6,3.03,6,18,36,Tee Higgins,4870,WR,3.2,CIN,574
26.9,3.03,10,16,40,Jalen Hurts,5025,QB,4.1,PHI,968
28.9,3.05,13,17,42,Mark Andrews,2872,TE,4.2,BAL,778
29.2,3.05,7,17,42,Calvin Ridley,2866,WR,4.4,JAX,1527
29.2,3.05,7,19,44,Keenan Allen,1992,WR,3.6,LAC,694
30.4,3.06,9,18,43,Najee Harris,4872,RB,4.7,PIT,725
30.8,3.07,11,20,43,DK Metcalf,3239,WR,4.0,SEA,715
31.4,3.07,6,20,45,Joe Mixon,2438,RB,4.4,CIN,1062
34.7,3.11,7,20,48,Travis Etienne Jr.,4863,RB,5.4,JAX,929
