adp,adp_formatted,bye,high,low,name,player_id,position,stdev,team,times_drafted
1.5,1.02,6,1,5,Ja'Marr Chase,5177,WR,0.8,CIN,1800
2.1,1.02,11,1,5,Bijan Robinson,5670,RB,0.8,ATL,1240
2.5,1.02,10,1,6,Saquon Barkley,2860,RB,1.0,PHI,661
4.4,1.04,6,2,10,Justin Jefferson,4876,WR,1.2,MIN,1070
4.9,1.05,14,1,10,CeeDee Lamb,4869,WR,1.5,DAL,1378
5.1,1.05,6,1,10,Jahmyr Gibbs,5672,RB,1.6,DET,2583
7.5,1.08,8,3,14,Malik Nabers,6183,WR,1.7,NYG,995
8.0,1.08,8,3,14,Christian McCaffrey,2434,RB,1.9,SF,2001
9.7,1.10,11,4,17,Puka Nacua,5714,WR,2.1,LAR,666
10.0,1.10,8,5,16,Nico Collins,5207,WR,1.9,HOU,1404
10.7,1.11,6,5,20,Amon-Ra St. Brown,5182,WR,2.1,DET,1674
11.1,1.11,13,4,19,Derrick Henry,2350,RB,2.5,BAL,2315
11.7,1.12,13,5,19,Ashton Jeanty,6500,RB,2.4,LV,2026
14.1,2.02,6,8,23,De'Von Achane,5683,RB,2.3,MIA,999
14.7,2.03,7,7,23,Brian Thomas Jr.,6175,WR,2.9,JAX,1540
15.4,2.03,11,9,23,Drake London,5574,WR,2.5,ATL,1469
16.6,2.05,11,9,27,Josh Jacobs,3255,RB,2.8,GB,1360
17.9,2.06,10,10,28,A.J. Brown,3247,WR,2.8,PHI,1073
18.5,2.07,13,11,28,Jonathan Taylor,4864,RB,2.8,IND,1443
19.5,2.08,10,11,30,Bucky Irving,6190,RB,3.2,TB,1804
20.1,2.08,6,11,32,Chase Brown,5706,RB,3.4,CIN,2848
21.7,2.10,6,13,32,Tee Higgins,4870,WR,3.3,CIN,429
22.9,2.11,13,9,36,Lamar Jackson,2888,QB,5.3,BAL,1362
23.1,2.11,11,15,33,Kyren Williams,5623,RB,2.9,LAR,1355
23.4,2.11,7,14,38,Ladd McConkey,6281,WR,3.5,LAC,1312
24.7,3.01,7,11,42,Josh Allen,2885,QB,5.0,BUF,1528
26.4,3.02,0,16,42,Tyreek Hill,2390,WR,4.0,FA,912
27.1,3.03,13,14,40,Brock Bowers,6178,TE,5.0,LV,2598
29.0,3.05,11,18,46,Davante Adams,2125,WR,4.1,LAR,505
29.7,3.06,8,19,42,Alvin Kamara,2439,RB,3.8,NO,1014
30.0,3.06,8,19,45,Mike Evans,2111,WR,4.0,SF,1029
30.3,3.06,6,18,44,Joe Burrow,4882,QB,4.6,CIN,839
31.4,3.07,7,19,44,Jayden Daniels,5854,QB,4.6,WAS,1120
32.6,3.09,14,21,44,Trey McBride,5656,TE,4.2,ARI,1603
33.0,3.09,11,21,48,Jaxon Smith-Njigba,5671,WR,4.4,SEA,1866
33.7,3.10,7,20,48,James Cook III,5652,RB,5.1,BUF,2305
37.6,4.02,9,25,58,DK Metcalf,3239,WR,4.8,PIT,935
38.3,4.02,7,23,59,Terry McLaurin,3449,WR,5.6,WAS,1775
38.5,4.02,10,24,55,Jalen Hurts,5025,QB,5.3,PHI,1539
38.6,4.03,7,21,56,Omarion Hampton,6538,RB,6.5,LAC,2937
39.0,4.03,14,26,53,Marvin Harrison Jr.,6193,WR,4.6,ARI,1301
39.5,4.03,13,25,56,Garrett Wilson,5548,WR,5.3,NYJ,920
40.2,4.04,5,25,55,Chuba Hubbard,4873,RB,5.7,CAR,929
42.3,4.06,14,28,55,James Conner,2470,RB,5.3,ARI,791
43.5,4.07,7,31,59,DJ Moore,2876,WR,4.7,BUF,524
43.9,4.08,8,28,60,George Kittle,2499,TE,5.9,SF,1794
44.0,4.08,5,28,58,Kenneth Walker,5625,RB,6.0,KC,1853
47.3,4.11,10,33,70,Courtland Sutton,2862,WR,5.2,DEN,2153
47.5,4.11,13,32,60,Breece Hall,5503,RB,5.9,NYJ,793
48.3,4.12,10,34,68,DeVonta Smith,4883,WR,5.3,PHI,732
50.3,5.02,11,31,71,TreVeyon Henderson,6490,RB,7.2,NE,3033
50.9,5.03,5,35,70,Xavier Worthy,6172,WR,6.1,KC,1067
52.3,5.04,5,33,75,Patrick Mahomes,2462,QB,7.2,KC,733
52.3,5.04,5,35,74,Tetairoa McMillan,6561,WR,6.4,CAR,1892
53.3,5.05,10,36,70,Baker Mayfield,2886,QB,6.9,TB,387
56.8,5.09,9,41,72,Tony Pollard,3435,RB,6.0,TEN,1064
56.8,5.09,10,41,75,D'Andre Swift,4862,RB,6.0,CHI,1258
56.8,5.09,13,39,83,Zay Flowers,5675,WR,6.6,BAL,854
57.1,5.09,9,41,85,Calvin Ridley,2866,WR,5.9,TEN,2151
58.8,5.11,11,42,75,Jerry Jeudy,4861,WR,6.1,CLE,538
59.6,5.12,14,42,80,George Pickens,5576,WR,6.5,DAL,2067
60.3,5.12,8,42,74,David Montgomery,3238,RB,6.7,HOU,565
