adp,adp_formatted,bye,high,low,name,player_id,position,stdev,team,times_drafted
61.9,6.02,10,44,77,RJ Harvey,6530,RB,6.7,DEN,1142
63.0,6.03,6,40,86,Sam LaPorta,5564,TE,8.9,DET,1005
63.2,6.03,6,48,76,Aaron Jones Sr.,2507,RB,5.7,MIN,452
63.4,6.03,6,45,83,Jameson Williams,5643,WR,6.7,DET,1905
65.0,6.05,5,40,91,Travis Kelce,1989,TE,9.3,KC,589
65.2,6.05,6,48,83,Jaylen Waddle,5178,WR,6.3,MIA,1243
66.8,6.07,6,48,87,Isiah Pacheco,5337,RB,6.9,DET,1834
66.9,6.07,10,43,97,Bo Nix,6253,QB,9.2,DEN,1162
70.4,6.10,0,52,91,Deebo Samuel Sr.,3246,WR,7.0,FA,953
70.8,6.11,7,49,91,Travis Hunter,6563,WR,8.2,JAX,1167
70.9,6.11,7,51,91,Jakobi Meyers,3496,WR,7.6,JAX,611
72.0,6.12,8,51,94,Chris Olave,5544,WR,7.7,NO,687
73.1,7.01,6,49,113,T.J. Hockenson,3307,TE,9.0,MIN,513
74.8,7.03,8,57,98,Tyrone Tracy Jr.,6276,RB,6.5,NYG,689
76.1,7.04,8,52,104,Ricky Pearsall,6199,WR,8.9,SF,2722
76.3,7.04,9,58,98,Jaylen Warren,5443,RB,6.8,PIT,482
76.6,7.05,0,53,120,David Njoku,2448,TE,8.8,FA,298
77.3,7.05,0,57,103,Stefon Diggs,2316,WR,7.8,FA,1395
77.5,7.05,8,50,109,Brock Purdy,5648,QB,10.4,SF,301
78.2,7.06,11,58,99,Matthew Golden,6523,WR,7.8,GB,1708
79.2,7.07,9,59,102,Kaleb Johnson,6558,RB,7.5,PIT,714
80.3,7.08,10,59,100,Rome Odunze,6194,WR,8.0,CHI,1370
82.5,7.10,5,54,109,Rashee Rice,5696,WR,10.9,KC,1657
83.5,7.12,0,62,101,Jauan Jennings,5020,WR,8.2,FA,293
84.2,7.12,10,61,120,Emeka Egbuka,6576,WR,8.9,TB,3006
84.3,7.12,0,64,108,Austin Ekeler,2625,RB,7.8,FA,547
84.7,8.01,14,54,115,Dak Prescott,2377,QB,11.6,DAL,1459
85.1,8.01,7,62,106,Khalil Shakir,5636,WR,8.9,BUF,449
86.0,8.02,6,57,112,Kyler Murray,3299,QB,11.1,MIN,726
87.2,8.03,13,57,139,Mark Andrews,2872,TE,11.6,BAL,528
87.2,8.03,9,67,103,Michael Pittman Jr.,4880,WR,7.6,PIT,347
92.0,8.08,11,68,114,Cooper Kupp,2449,WR,9.0,SEA,745
92.5,8.08,14,51,125,Dallas Defense,1308,DEF,15.8,DAL,62
93.4,8.09,13,75,118,Josh Downs,5680,WR,6.8,IND,222
93.5,8.10,10,57,148,Evan Engram,2451,TE,13.8,DEN,1111
94.0,8.10,10,65,121,J.K. Dobbins,4888,RB,11.0,DEN,1050
97.8,9.02,6,65,143,Jared Goff,2351,QB,12.6,DET,881
98.7,9.03,8,66,121,NY Giants Defense,1320,DEF,12.3,NYG,78
98.8,9.03,6,77,123,Jordan Addison,5673,WR,8.1,MIN,772
99.4,9.03,11,67,142,Zach Charbonnet,5677,RB,12.4,SEA,1860
99.8,9.04,10,75,128,Chris Godwin Jr.,2465,WR,9.2,TB,649
101.2,9.05,7,79,142,Keon Coleman,6189,WR,8.5,BUF,954
101.2,9.05,8,64,146,Travis Etienne Jr.,4863,RB,14.0,NO,1394
102.3,9.06,10,74,149,Caleb Williams,6173,QB,10.9,CHI,621
103.6,9.08,11,80,127,Jayden Reed,5707,WR,9.1,GB,270
104.9,9.09,6,66,145,Jordan Mason,5330,RB,14.6,MIN,2369
105.9,9.10,8,83,133,Darnell Mooney,5119,WR,8.7,NYG,282
106.0,9.10,11,82,127,Rashid Shaheed,5896,WR,9.1,SEA,177
106.1,9.10,10,80,136,Denver Defense,1309,DEF,9.7,DEN,709
106.2,9.10,13,64,155,Tyler Warren,6504,TE,16.2,IND,2224
107.1,9.11,6,78,139,J.J. McCarthy,6185,QB,10.9,MIN,436
107.5,9.11,7,66,148,Jacory Croskey-Merritt,6595,RB,15.8,WAS,2744
110.1,10.02,7,77,148,Justin Herbert,4887,QB,12.6,LAC,475
110.4,10.02,5,82,147,Justin Fields,5191,QB,10.6,KC,591
110.4,10.02,11,82,150,Drake Maye,6187,QB,10.7,NE,841
113.3,10.05,0,54,179,Joe Mixon,2438,RB,22.7,FA,826
113.9,10.06,11,69,158,Tucker Kraft,5718,TE,17.2,GB,915
114.6,10.07,9,86,162,Pittsburgh Defense,1324,DEF,10.7,PIT,321
116.3,10.08,14,76,149,Javonte Williams,5185,RB,15.4,DAL,1081
116.5,10.08,0,90,148,Keenan Allen,1992,WR,9.9,FA,779
116.6,10.09,10,87,161,Philadelphia Defense,1323,DEF,11.3,PHI,467
118.0,10.10,13,86,160,Baltimore Defense,1332,DEF,12.3,BAL,375
118.4,10.10,14,74,168,Jake Ferguson,5561,TE,16.8,DAL,631
119.7,10.12,11,80,147,Rhamondre Stevenson,5210,RB,15.1,NE,533
121.0,11.01,8,95,150,Christian Kirk,2870,WR,10.4,SF,540
121.1,11.01,7,95,149,Trevor Lawrence,5186,QB,10.0,JAX,320
121.1,11.01,11,95,146,Cedric Tillman,5697,WR,9.9,CLE,274
122.3,11.02,11,89,150,Jordan Love,4892,QB,12.4,GB,751
125.4,11.05,11,84,172,Quinshon Judkins,6531,RB,15.6,CLE,443
125.9,11.06,10,98,150,Marvin Mims Jr.,5685,WR,10.7,DEN,685
127.2,11.07,9,98,150,Wan'Dale Robinson,5588,WR,11.2,TEN,128
127.9,11.08,0,101,150,Hollywood Brown,3249,WR,10.2,FA,244
128.3,11.08,7,86,177,Buffalo Defense,1303,DEF,16.1,BUF,184
129.2,11.09,8,87,167,Cam Skattebo,6509,RB,16.0,NYG,777
129.4,11.09,8,94,178,C.J. Stroud,5676,QB,13.2,HOU,831
129.8,11.10,8,100,150,Jayden Higgins,6577,WR,11.3,HOU,395
130.1,11.10,14,70,186,Brandon Aubrey,6162,PK,23.0,DAL,1575
130.8,11.11,7,85,171,Jerome Ford,5617,RB,17.4,WAS,283
131.1,11.11,10,85,168,Dallas Goedert,2896,TE,17.7,PHI,361
131.3,11.11,0,86,180,Adam Thielen,2431,WR,20.1,FA,292
132.5,11.12,11,71,157,Romeo Doubs,5586,WR,23.5,NE,125
133.2,12.01,13,105,153,Rashod Bateman,5180,WR,10.9,BAL,212
134.3,12.02,10,91,176,Tank Bigsby,5691,RB,16.4,PHI,709
136.1,12.04,0,76,191,Nick Chubb,2863,RB,22.9,FA,919
137.1,12.05,8,93,189,Houston Defense,1312,DEF,16.6,HOU,541
137.5,12.06,7,90,178,Dalton Kincaid,5688,TE,18.0,BUF,582
138.4,12.06,7,94,171,Rachaad White,5626,RB,17.0,WAS,185
138.5,12.06,11,108,181,Tua Tagovailoa,4890,QB,11.4,ATL,193
139.0,12.07,9,92,194,Tyjae Spears,5692,RB,22.4,TEN,105
140.5,12.08,13,94,184,Matt Gay,4867,PK,17.5,LV,118
140.6,12.09,7,101,175,Joshua Palmer,5232,WR,14.9,BUF,208
140.7,12.09,5,109,170,Xavier Legette,6213,WR,12.0,CAR,171
141.2,12.09,10,90,187,Colston Loveland,6501,TE,19.7,CHI,829
141.9,12.10,7,85,187,Tyler Bass,5036,PK,21.8,BUF,132
142.2,12.10,14,96,180,Trey Benson,5990,RB,17.6,ARI,397
142.3,12.10,11,85,197,Kyle Pitts Sr.,5181,TE,23.3,ATL,448
142.7,12.11,11,111,179,DeMario Douglas,5978,WR,11.9,NE,215
144.0,12.12,14,95,180,Jaydon Blue,6557,RB,18.9,DAL,497
145.0,13.01,6,98,189,Jake Bates,6055,PK,18.7,DET,276
145.3,13.01,5,91,191,Harrison Butker,2514,PK,20.6,KC,185
145.6,13.02,11,91,209,Green Bay Defense,1311,DEF,21.0,GB,425
146.0,13.02,6,98,199,Minnesota Defense,1317,DEF,18.3,MIN,638
146.1,13.02,8,100,180,Brandon Aiyuk,4891,WR,17.4,SF,614
146.1,13.02,6,104,195,Detroit Defense,1310,DEF,16.1,DET,401
146.4,13.02,11,92,204,Dylan Sampson,6511,RB,20.7,CLE,208
146.9,13.03,10,96,192,Chase McLaughlin,4865,PK,19.5,TB,184
147.8,13.04,7,108,191,Cameron Dicker,5538,PK,17.9,LAC,318
148.0,13.04,7,88,173,Chris Rodriguez Jr.,5717,RB,26.0,JAX,14
148.0,13.04,13,95,204,Braelon Allen,6176,RB,20.4,NYJ,569
149.0,13.05,10,90,192,Jake Elliott,2529,PK,22.6,PHI,118
149.0,13.05,0,67,210,Brian Robinson,5605,RB,31.5,FA,190
149.2,13.05,13,121,180,NY Jets Defense,1321,DEF,20.1,NYJ,30
149.6,13.06,13,112,180,Geno Smith,1980,QB,14.4,NYJ,139
149.7,13.06,11,103,181,Matthew Stafford,1664,QB,17.7,LAR,235
149.8,13.06,0,92,180,Zach Ertz,1978,TE,22.1,FA,203
150.1,13.06,13,100,199,Dont'e Thornton Jr.,6581,WR,19.1,LV,106
150.2,13.06,8,54,197,Isaiah Likely,5661,TE,36.9,NYG,23
150.2,13.06,11,93,194,Hunter Henry,2354,TE,21.9,NE,100
150.7,13.07,10,108,180,Luther Burden III,6559,WR,16.2,CHI,275
151.2,13.07,10,82,183,Will Shipley,6286,RB,26.3,PHI,23
151.9,13.08,13,113,177,Mason Taylor,6541,TE,18.5,NYJ,10
152.0,13.08,5,115,180,Jalen Coker,6302,WR,15.8,CAR,74
152.3,13.08,14,98,176,Michael Wilson,5721,WR,20.7,ARI,15
152.3,13.08,11,116,206,LA Rams Defense,1328,DEF,17.3,LAR,230
152.7,13.09,7,95,209,Bhayshul Tuten,6513,RB,22.1,JAX,151
152.9,13.09,6,88,210,Ollie Gordon II,6535,RB,25.8,MIA,239
152.9,13.09,0,109,207,Jonnu Smith,2490,TE,21.9,FA,53
153.2,13.09,11,111,189,Michael Penix Jr.,5649,QB,16.1,ATL,299
153.3,13.09,5,113,180,Bryce Young,5678,QB,15.2,CAR,154
153.6,13.10,11,116,180,Tory Horton,6205,WR,14.4,SEA,57
153.9,13.10,0,100,203,Najee Harris,4872,RB,20.6,FA,260
154.5,13.10,14,98,200,Tyler Allgeier,5655,RB,21.6,ARI,120
154.6,13.11,6,114,210,Evan McPherson,5669,PK,16.3,CIN,244
154.7,13.11,7,95,199,Chig Okonkwo,5453,TE,22.6,WAS,60
154.9,13.11,10,95,206,Tampa Bay Defense,1329,DEF,25.6,TB,36
155.1,13.11,10,110,195,Chicago Defense,1305,DEF,17.3,CHI,198
155.4,13.11,7,121,179,Tre' Harris,6525,WR,15.1,LAC,89
155.9,13.12,7,111,206,Ray Davis,6197,RB,18.6,BUF,150
155.9,13.12,11,113,202,Cleveland Defense,1307,DEF,25.1,CLE,17
156.7,14.01,6,116,204,Isaac TeSlaa,6580,WR,24.0,DET,37
156.8,14.01,10,124,180,Kyle Monangai,6534,RB,19.6,CHI,12
156.9,14.01,8,104,210,San Francisco Defense,1326,DEF,20.0,SF,293
157.1,14.01,14,107,209,Arizona Defense,1250,DEF,19.8,ARI,94
157.3,14.01,8,117,210,Woody Marks,6529,RB,22.1,HOU,33
157.7,14.02,10,117,195,Troy Franklin,6192,WR,22.5,DEN,23
157.9,14.02,7,101,209,Cam Little,6188,PK,21.5,JAX,115
158.4,14.02,11,125,179,New England Defense,1318,DEF,15.6,NE,32
159.4,14.03,0,103,210,Amari Cooper,2277,WR,24.7,FA,117
159.5,14.03,7,118,210,Washington Defense,1331,DEF,23.2,WAS,44
159.8,14.04,9,107,208,Cam Ward,6457,QB,21.0,TEN,99
159.8,14.04,13,111,209,Tyler Loop,6587,PK,18.5,BAL,197
161.3,14.05,7,111,206,Brenton Strange,5985,TE,23.5,JAX,62
161.6,14.06,9,111,209,Chris Boswell,2340,PK,20.2,PIT,118
162.3,14.06,7,119,210,LA Chargers Defense,1325,DEF,22.7,LAC,24
162.8,14.07,7,92,200,Quentin Johnston,5674,WR,26.9,LAC,30
163.0,14.07,8,120,206,Ka'imi Fairbairn,2531,PK,16.4,HOU,254
163.5,14.07,0,124,206,Tyler Lockett,2304,WR,15.0,FA,55
163.6,14.08,0,91,210,Aaron Rodgers,1004,QB,27.8,FA,28
163.6,14.08,5,125,210,Kansas City Defense,1315,DEF,19.3,KC,168
164.2,14.08,11,111,206,Seattle Defense,1327,DEF,20.7,SEA,95
164.3,14.08,11,99,209,Brandon McManus,2336,PK,25.1,GB,88
165.1,14.09,8,78,205,Jaxson Dart,6568,QB,33.4,NYG,14
165.5,14.10,11,130,206,Kyle Williams,6521,WR,18.8,NE,36
165.9,14.10,8,125,183,Darius Slayton,3437,WR,15.5,NYG,20
166.1,14.10,0,128,203,Younghoe Koo,2527,PK,16.4,FA,166
166.3,14.10,6,145,173,Andrei Iosivas,5966,WR,10.1,CIN,15
166.5,14.10,14,145,202,Joshua Karty,6301,PK,11.3,ARI,15
166.5,14.11,0,114,210,DeAndre Hopkins,1975,WR,22.0,FA,51
166.7,14.11,11,107,204,Sam Darnold,2884,QB,22.9,SEA,56
166.7,14.11,6,103,208,Mike Gesicki,2906,TE,34.2,CIN,10
166.9,14.11,10,113,210,Wil Lutz,2522,PK,20.3,DEN,160
167.2,14.11,10,121,206,Pat Bryant,6548,WR,28.0,DEN,11
167.3,14.11,13,114,210,Justice Hill,3266,RB,29.0,BAL,28
167.7,14.12,8,146,183,Calvin Austin III,5778,WR,10.1,NYG,15
167.8,14.12,0,121,202,Ray-Ray McCloud III,2947,WR,24.3,FA,11
168.4,14.12,0,131,204,Darren Waller,2322,TE,21.5,FA,17
168.4,14.12,10,116,200,Cade Otton,5557,TE,20.0,TB,30
168.5,14.12,6,141,204,Will Reichard,6296,PK,16.8,MIN,60
170.0,15.02,13,147,194,Jack Bech,6512,WR,12.9,LV,23
170.3,15.02,7,143,206,Jake Moody,5726,PK,16.8,WAS,26
171.1,15.03,9,144,202,Rico Dowdle,5095,RB,21.1,PIT,13
171.1,15.03,0,141,191,Daniel Carlson,2988,PK,11.3,FA,44
171.8,15.04,6,134,210,Jaylen Wright,6171,RB,22.8,MIA,14
173.1,15.05,13,141,204,Alec Pierce,5641,WR,18.7,IND,16
173.8,15.06,0,129,206,Kareem Hunt,2450,RB,17.1,FA,28
174.3,15.06,7,127,210,Keaton Mitchell,5982,RB,20.1,LAC,19
177.0,15.09,9,152,210,Elic Ayomanor,6542,WR,17.2,TEN,10
