adp,adp_formatted,bye,high,low,name,player_id,position,stdev,team,times_drafted
50.6,5.03,5,36,67,Travis Kelce,1989,TE,5.5,KC,296
51.8,5.04,7,33,80,Melvin Gordon III,2282,RB,7.1,LAC,322
53.0,5.05,5,37,73,Jonathan Stewart,1344,RB,6.1,CAR,402
53.5,5.06,7,37,70,Allen Robinson II,2130,WR,6.0,JAX,428
54.9,5.07,10,29,78,Peyton Manning,750,QB,9.9,DEN,241
56.6,5.09,14,41,74,Joseph Randle,2012,RB,5.9,DAL,310
56.6,5.09,10,41,74,Nelson Agholor,2288,WR,5.7,PHI,370
56.8,5.09,8,34,77,Drew Brees,127,QB,8.7,NO,218
57.9,5.10,8,41,79,C.J. Spiller,1728,RB,6.4,NO,315
60.2,5.12,11,43,78,Todd Gurley,2280,RB,6.3,LAR,321
60.3,5.12,10,44,75,Martellus Bennett,1364,TE,6.2,CHI,271
61.6,6.02,6,44,82,Charles Johnson,2037,WR,6.8,MIN,347
62.5,6.02,,45,84,Sammy Watkins,2109,WR,6.4,,348
63.1,6.03,7,47,88,TJ Yeldon,2292,RB,6.1,JAX,396
63.8,6.04,9,45,83,Ben Roethlisberger,1006,QB,7.2,PIT,273
64.3,6.04,14,45,84,John Brown,2138,WR,7.0,ARI,369
67.0,6.07,11,43,95,Tom Brady,119,QB,9.2,NE,317
67.2,6.07,9,48,88,Martavis Bryant,2150,WR,7.2,PIT,339
68.5,6.09,11,48,91,LeGarrette Blount,1781,RB,7.9,NE,361
68.7,6.09,11,47,95,Russell Wilson,1904,QB,8.0,SEA,252
69.0,6.09,7,51,91,Danny Woodhead,1776,RB,6.8,LAC,321
70.1,6.10,10,50,95,Vincent Jackson,586,WR,7.4,TB,339
72.1,6.12,13,50,96,Steve Smith,1094,WR,8.3,BAL,344
74.0,7.02,7,51,95,DeSean Jackson,1357,WR,8.5,WAS,307
75.5,7.03,6,53,97,Giovani Bernard,1979,RB,8.4,CIN,282
76.9,7.05,6,55,95,Jordan Cameron,1843,TE,8.1,MIA,170
77.9,7.06,8,60,98,Shane Vereen,1822,RB,8.3,NYG,291
78.2,7.06,11,57,98,Matt Ryan,1342,QB,7.9,ATL,284
78.9,7.07,10,55,102,Ryan Mathews,1729,RB,9.0,PHI,285
80.5,7.09,6,57,98,Joique Bell,1965,RB,8.7,DET,315
80.8,7.09,14,61,101,Tony Romo,1009,QB,7.4,DAL,273
81.7,7.10,8,59,103,Rashad Jennings,1644,RB,8.6,NYG,322
82.1,7.10,10,61,103,Sam Bradford,1725,QB,8.1,PHI,292
83.7,7.12,14,58,138,Jason Witten,1286,TE,11.9,DAL,155
84.1,7.12,14,63,104,Larry Fitzgerald,374,WR,8.0,ARI,259
84.6,8.01,10,61,112,Eddie Royal,1353,WR,8.8,CHI,333
84.6,8.01,14,60,101,Darren McFadden,1341,RB,9.1,DAL,225
86.4,8.02,8,65,103,Alfred Blue,2164,RB,7.9,HOU,198
88.0,8.04,9,66,117,Kendall Wright,1916,WR,8.2,TEN,224
88.9,8.05,11,67,111,Tevin Coleman,2289,RB,8.3,ATL,272
89.1,8.05,6,66,112,Ryan Tannehill,1899,QB,8.6,MIA,271
89.7,8.06,10,55,132,Owen Daniels,266,TE,13.1,DEN,143
89.9,8.06,6,65,111,Mike Wallace,1678,WR,9.5,MIN,228
91.3,8.07,8,65,111,Victor Cruz,1888,WR,10.0,NYG,186
94.1,8.10,9,69,114,Markus Wheaton,1994,WR,9.5,PIT,227
94.6,8.11,6,70,119,Matthew Stafford,1664,QB,9.2,DET,302
95.4,8.11,11,70,119,Isaiah Crowell,2219,RB,9.5,CLE,315
95.5,8.12,6,63,131,Tyler Eifert,1974,TE,12.3,CIN,195
96.1,8.12,5,69,118,Devin Funchess,2303,WR,10.1,CAR,199
96.2,8.12,11,70,120,Devonta Freeman,2144,RB,10.0,ATL,160
97.3,9.01,8,70,116,Anquan Boldin,101,WR,10.2,SF,220
98.0,9.02,9,68,129,Delanie Walker,1201,TE,11.5,TEN,205
100.2,9.04,9,74,124,Bishop Sankey,2126,RB,9.8,TEN,132
101.3,9.05,11,79,124,Seattle Defense,1327,DEF,8.5,SEA,158
101.3,9.05,7,77,125,Steve Johnson,1772,WR,9.1,LAC,292
101.8,9.06,11,78,124,Duke Johnson,2285,RB,9.1,CLE,222
105.3,9.09,13,79,127,Eric Decker,1764,WR,10.0,NYJ,248
105.9,9.10,8,81,127,Eli Manning,749,QB,9.4,NYG,254
106.4,9.10,10,79,131,Darren Sproles,1105,RB,10.3,PHI,185
106.8,9.11,11,81,128,Brian Quick,1929,WR,9.7,LAR,255
109.0,10.01,11,80,140,Tre Mason,2135,RB,11.0,LAR,154
109.0,10.01,11,83,133,Roddy White,1244,WR,9.8,ATL,180
109.5,10.02,6,85,130,DeVante Parker,2279,WR,9.2,MIA,282
110.5,10.02,6,74,142,Kyle Rudolph,1799,TE,13.9,MIN,249
111.3,10.03,7,92,127,Buffalo Defense,1303,DEF,7.1,BUF,101
112.4,10.04,14,88,131,Terrance Williams,1991,WR,9.1,DAL,207
113.3,10.05,7,82,134,Philip Rivers,995,QB,11.7,LAC,246
114.0,10.06,10,89,139,Ronnie Hillman,1931,RB,9.6,DEN,244
116.3,10.08,8,97,135,Houston Defense,1312,DEF,7.1,HOU,107
118.0,10.10,14,91,145,David Johnson,2297,RB,10.1,ARI,170
118.3,10.10,8,92,134,Marques Colston,231,WR,9.9,NO,130
119.1,10.11,5,90,139,Cam Newton,1794,QB,11.2,CAR,168
119.3,10.11,7,95,139,Pierre Garcon,1707,WR,9.0,WAS,146
120.4,10.12,6,96,153,Miami Defense,1316,DEF,9.3,MIA,102
121.2,11.01,5,93,146,Knile Davis,1997,RB,10.6,KC,212
122.5,11.03,6,98,143,Teddy Bridgewater,2117,QB,9.3,MIN,177
123.6,11.04,8,99,140,Brandon Coleman,2198,WR,9.1,NO,168
124.4,11.04,7,91,169,Matt Jones,2299,RB,12.8,WAS,315
126.2,11.06,14,99,145,Michael Floyd,1915,WR,10.3,ARI,123
126.2,11.06,10,86,158,Zach Ertz,1978,TE,15.1,PHI,271
127.0,11.07,11,105,141,LA Rams Defense,1328,DEF,8.4,LAR,96
128.4,11.08,14,101,148,Carson Palmer,900,QB,10.5,ARI,134
129.1,11.09,9,97,163,DeAngelo Williams,1257,RB,12.2,PIT,198
129.5,11.09,8,99,156,Reggie Bush,161,RB,11.3,SF,217
129.5,11.09,8,99,154,Ty Montgomery II,2317,WR,11.7,NO,79
130.4,11.10,9,103,152,David Cobb,2298,RB,10.3,TEN,101
130.5,11.11,7,86,170,Julius Thomas,1881,TE,16.9,JAX,250
130.6,11.11,8,102,152,Torrey Smith,1807,WR,10.9,SF,119
133.9,12.02,6,108,156,Marvin Jones Jr.,2061,WR,9.8,CIN,90
135.0,12.03,13,119,166,NY Jets Defense,1321,DEF,8.5,NYJ,79
135.6,12.04,13,109,163,Michael Crabtree,1646,WR,10.0,LV,93
138.9,12.07,10,118,180,Philadelphia Defense,1323,DEF,11.9,PHI,76
139.6,12.08,11,109,171,Brandon LaFell,1733,WR,13.4,NE,55
140.2,12.08,11,104,180,Tyler Lockett,2304,WR,13.8,SEA,149
140.4,12.08,7,96,179,Antonio Gates,415,TE,16.8,LAC,287
140.7,12.09,10,114,177,Denver Defense,1309,DEF,12.5,DEN,88
142.7,12.11,13,108,173,Roy Helu,1826,RB,13.3,LV,126
145.1,13.01,13,92,180,Dwayne Allen,1924,TE,20.2,IND,196
145.4,13.01,13,116,173,Breshad Perriman,2286,WR,10.9,BAL,82
145.7,13.02,11,110,159,Stephen Gostkowski,438,PK,13.5,NE,247
145.8,13.02,5,105,175,Cameron Artis-Payne,2302,RB,15.5,CAR,174
146.0,13.02,13,122,173,Joe Flacco,1343,QB,10.1,BAL,75
147.0,13.03,9,111,174,Dorial Green-Beckham,2300,WR,13.8,TEN,134
147.5,13.03,8,123,172,Colin Kaepernick,1803,QB,12.2,SF,73
147.7,13.04,8,105,179,Rueben Randle,1920,WR,16.1,NYG,106
148.1,13.04,13,118,163,Adam Vinatieri,1195,PK,11.6,IND,113
148.4,13.04,11,111,177,Doug Baldwin,1927,WR,20.8,SEA,32
148.8,13.05,11,103,180,Christine Michael,1988,RB,17.4,SEA,105
149.9,13.06,,109,180,Fred Jackson,1340,RB,19.3,,62
150.3,13.06,8,97,180,Vernon Davis,288,TE,20.2,SF,104
150.3,13.06,10,105,179,Charles Sims,2134,RB,17.2,TB,108
150.9,13.07,11,107,177,Jonas Gray,2334,RB,16.7,NE,40
151.6,13.08,11,108,178,Richard Rodgers,2142,TE,16.6,GB,135
152.7,13.09,14,121,178,Arizona Defense,1250,DEF,11.9,ARI,119
153.9,13.10,13,104,180,James Jones,641,WR,19.3,LV,47
153.9,13.10,7,114,180,Allen Hurns,2251,WR,15.3,JAX,89
153.9,13.10,13,119,180,Phillip Dorsett,2283,WR,13.4,IND,103
154.2,13.10,7,110,180,Denard Robinson,2009,RB,17.2,JAX,111
154.5,13.10,7,120,178,Tyrod Taylor,1880,QB,13.0,BUF,66
154.8,13.11,8,122,179,Andre Williams,2147,RB,16.5,NYG,45
155.7,13.12,10,123,180,Jay Cutler,265,QB,12.5,CHI,71
156.2,13.12,5,123,180,Carolina Defense,1304,DEF,13.2,CAR,153
156.5,13.12,8,107,180,Josh Hill,2296,TE,18.6,NO,70
156.5,14.01,11,124,180,James Starks,1791,RB,12.8,GB,51
156.8,14.01,8,124,180,Khiry Robinson,2108,RB,14.3,NO,37
156.8,14.01,11,113,168,Steven Hauschka,1705,PK,16.8,SEA,52
158.2,14.02,10,140,177,Cody Parkey,2295,PK,6.9,PHI,47
158.4,14.02,7,113,180,Jordan Reed,1995,TE,17.3,WAS,48
158.8,14.03,10,120,179,Austin Seferian-Jenkins,2119,TE,14.7,TB,60
159.7,14.04,5,130,180,Kansas City Defense,1315,DEF,12.4,KC,125
160.6,14.05,,126,180,Percy Harvin,1650,WR,13.2,,64
161.0,14.05,10,119,180,Cody Latimer,2128,WR,16.5,DEN,32
161.2,14.05,14,144,177,Dan Bailey,1891,PK,6.3,DAL,61
162.0,14.06,6,128,180,Kenny Stills,2011,WR,12.9,MIA,33
162.6,14.07,9,127,179,Marcus Mariota,2276,QB,13.6,TEN,37
163.1,14.07,11,133,180,Jeff Janis,2181,WR,12.6,GB,48
163.2,14.07,13,139,178,Derek Carr,2118,QB,11.1,LV,35
163.5,14.08,13,144,180,Justin Tucker,1962,PK,7.1,BAL,62
163.6,14.08,11,147,180,Mason Crosby,251,PK,6.8,GB,61
164.0,14.08,11,137,180,New England Defense,1318,DEF,10.1,NE,98
166.5,14.11,13,134,180,Baltimore Defense,1332,DEF,12.2,BAL,39
167.6,14.12,6,145,180,Minnesota Defense,1317,DEF,8.7,MIN,83
167.7,14.12,13,153,180,Indianapolis Defense,1313,DEF,9.2,IND,35
168.1,14.12,10,153,180,Brandon McManus,2336,PK,5.7,DEN,71
170.5,15.03,11,157,180,Matt Bryant,150,PK,5.6,ATL,71
171.4,15.03,6,155,180,Matt Prater,1390,PK,6.1,DET,72
171.9,15.04,13,158,180,Sebastian Janikowski,593,PK,5.4,LV,53
172.4,15.04,7,160,180,Josh Scobee,1047,PK,4.9,JAX,40
173.0,15.05,11,167,180,Greg Zuerlein,1960,PK,4.3,LAR,43
173.7,15.06,6,166,180,Blair Walsh,1957,PK,4.0,MIN,56
