adp,adp_formatted,bye,high,low,name,player_id,position,stdev,team,times_drafted
1.8,1.02,6,1,5,Adrian Peterson,925,RB,1.0,MIN,329
2.5,1.03,9,1,8,Antonio Brown,1886,WR,1.4,PIT,343
3.1,1.03,9,1,8,LeVeon Bell,1983,RB,1.7,PIT,437
4.0,1.04,11,1,10,Eddie Lacy,1987,RB,1.6,GB,381
4.5,1.05,5,1,10,Jamaal Charles,1368,RB,1.6,KC,433
6.2,1.06,11,1,12,Julio Jones,1796,WR,1.9,ATL,388
7.6,1.08,14,3,13,Dez Bryant,1727,WR,1.7,DAL,386
8.6,1.09,11,3,17,Marshawn Lynch,740,RB,2.3,SEA,424
9.1,1.09,10,4,16,Demaryius Thomas,1735,WR,1.9,DEN,410
10.3,1.10,11,1,20,Rob Gronkowski,1740,TE,3.3,NE,439
10.7,1.11,10,3,19,CJ Anderson,2071,RB,3.0,DEN,468
11.4,1.11,8,4,19,Odell Beckham Jr.,2113,WR,2.8,NYG,447
13.1,2.01,6,6,20,Calvin Johnson,611,WR,2.4,DET,458
13.7,2.02,10,5,22,Matt Forte,1354,RB,3.1,CHI,419
14.4,2.02,6,7,23,Jeremy Hill,2127,RB,2.8,CIN,481
15.9,2.04,11,9,22,Randall Cobb,1806,WR,2.4,GB,433
16.7,2.05,6,10,24,A.J. Green,1795,WR,2.5,CIN,461
16.9,2.05,13,3,30,Andrew Luck,1897,QB,5.3,IND,358
17.6,2.06,10,8,31,DeMarco Murray,1819,RB,3.4,PHI,428
19.3,2.07,13,11,29,Justin Forsett,1703,RB,3.2,BAL,438
20.6,2.09,8,13,29,Brandin Cooks,2114,WR,2.9,NO,428
22.3,2.10,6,14,32,Lamar Miller,1908,RB,3.0,MIA,367
22.8,2.11,13,15,31,T.Y. Hilton,1935,WR,2.7,IND,425
24.4,2.12,10,17,34,Jordan Matthews,2121,WR,2.8,PHI,405
24.4,2.12,7,13,35,LeSean McCoy,1645,RB,4.2,BUF,401
26.1,3.02,10,18,37,Alshon Jeffery,1918,WR,3.1,CHI,388
27.1,3.03,11,13,48,Aaron Rodgers,1004,QB,5.4,GB,356
27.7,3.04,13,18,39,Frank Gore,437,RB,3.4,IND,371
28.7,3.05,8,20,37,DeAndre Hopkins,1975,WR,3.3,HOU,399
30.0,3.06,10,21,44,Mike Evans,2111,WR,3.4,TB,431
31.0,3.07,8,22,42,Mark Ingram II,1800,RB,3.2,NO,393
31.9,3.08,10,22,43,Emmanuel Sanders,1762,WR,3.7,DEN,366
33.2,3.09,13,22,47,Latavius Murray,2023,RB,4.1,LV,384
33.5,3.09,11,20,47,Jimmy Graham,1747,TE,5.1,SEA,331
34.6,3.11,11,23,50,Davante Adams,2125,WR,4.3,GB,360
36.6,4.01,6,25,49,Jarvis Landry,2132,WR,4.4,MIA,388
37.5,4.01,8,25,52,Arian Foster,1724,RB,4.8,HOU,453
37.7,4.02,13,26,51,Andre Johnson,605,WR,4.2,IND,380
38.0,4.02,10,25,62,Doug Martin,1907,RB,4.8,TB,332
38.8,4.03,5,26,52,Jeremy Maclin,1649,WR,4.8,KC,393
40.8,4.05,13,29,54,Amari Cooper,2277,WR,4.4,LV,415
41.5,4.06,6,26,66,Ameer Abdullah,2293,RB,6.0,DET,317
41.9,4.06,11,30,55,Julian Edelman,1708,WR,4.5,NE,435
43.5,4.07,6,32,57,Golden Tate,1730,WR,4.3,DET,393
43.7,4.08,14,28,57,Andre Ellington,2027,RB,5.7,ARI,355
44.7,4.09,8,30,61,Carlos Hyde,2129,RB,5.6,SF,351
45.1,4.09,5,28,64,Greg Olsen,890,TE,6.3,CAR,314
47.6,4.12,13,31,62,Chris Ivory,1777,RB,6.3,NYJ,379
48.2,4.12,7,30,62,Alfred Morris,1961,RB,6.9,WAS,275
48.7,5.01,7,34,66,Keenan Allen,1992,WR,5.4,LAC,367
50.5,5.03,13,35,68,Brandon Marshall,755,WR,5.6,NYJ,379
