adp,adp_formatted,bye,high,low,name,player_id,position,stdev,team,times_drafted
116.7,10.09,10,82,147,Caleb Williams,6173,QB,13.3,CHI,182
117.4,10.09,7,92,144,Khalil Shakir,5636,WR,9.7,BUF,109
117.9,10.10,8,76,150,Dalton Schultz,2977,TE,16.1,HOU,46
118.7,10.11,6,95,149,T.J. Hockenson,3307,TE,9.9,MIN,74
118.9,10.11,14,94,148,Rico Dowdle,5095,RB,9.5,DAL,171
121.7,11.02,13,95,150,Brock Bowers,6178,TE,10.0,LV,202
122.6,11.03,7,104,149,Curtis Samuel,2443,WR,8.6,BUF,61
123.1,11.03,11,93,140,Matthew Stafford,1664,QB,11.3,LAR,80
125.1,11.05,11,99,150,Tyler Allgeier,5655,RB,10.4,ATL,79
126.6,11.07,10,104,148,Jaleel McLaughlin,5998,RB,8.6,DEN,113
126.7,11.07,7,98,150,Trevor Lawrence,5186,QB,11.0,JAX,123
129.8,11.10,8,101,150,Elijah Mitchell,5214,RB,14.5,SF,18
130.1,11.10,11,102,150,Kirk Cousins,1902,QB,10.8,ATL,64
130.3,11.10,6,112,150,Ty Chandler,5659,RB,7.1,MIN,46
130.4,11.10,13,95,150,Aaron Rodgers,1004,QB,13.6,NYJ,66
130.5,11.10,7,109,150,Joshua Palmer,5232,WR,8.1,LAC,197
130.7,11.11,11,113,147,Zach Charbonnet,5677,RB,6.7,SEA,59
131.2,11.11,13,89,158,Baltimore Defense,1332,DEF,15.9,BAL,228
131.7,11.12,13,95,154,Jakobi Meyers,3496,WR,13.8,LV,42
132.9,12.01,11,111,145,Jerry Jeudy,4861,WR,8.2,CLE,51
133.4,12.01,8,87,159,San Francisco Defense,1326,DEF,17.8,SF,154
134.1,12.02,6,108,152,Jordan Addison,5673,WR,9.7,MIN,49
134.7,12.03,9,1,208,Justin Fields,5191,QB,55.4,PIT,10
135.1,12.03,14,110,152,Brandin Cooks,2114,WR,9.4,DAL,46
135.5,12.03,9,105,168,Pat Freiermuth,5193,TE,11.6,PIT,71
136.4,12.04,6,113,163,Khalil Herbert,5720,RB,9.8,CIN,30
137.1,12.05,10,101,165,Cole Kmet,4902,TE,13.8,CHI,35
139.3,12.07,14,94,167,Dallas Defense,1308,DEF,17.9,DAL,105
139.8,12.08,8,123,150,Rashid Shaheed,5896,WR,7.7,NO,35
140.8,12.09,13,93,183,NY Jets Defense,1321,DEF,18.2,NYJ,145
140.9,12.09,13,91,185,Justin Tucker,1962,PK,19.0,BAL,171
141.3,12.09,5,121,178,Xavier Legette,6213,WR,11.9,CAR,23
142.0,12.10,5,88,182,Harrison Butker,2514,PK,20.5,KC,117
143.6,12.12,14,99,185,Brandon Aubrey,6162,PK,17.4,DAL,125
143.9,12.12,7,118,180,Kimani Vidal,6263,RB,14.2,LAC,63
147.4,13.03,10,80,191,Chicago Defense,1305,DEF,25.7,CHI,46
147.7,13.04,7,113,178,Ray Davis,6197,RB,13.2,BUF,65
148.6,13.05,6,51,181,Detroit Defense,1310,DEF,37.5,DET,17
149.1,13.05,8,102,177,Jordan Mason,5330,RB,18.1,SF,40
149.3,13.05,11,114,177,Deshaun Watson,2444,QB,13.2,CLE,38
149.5,13.06,11,110,187,Younghoe Koo,2527,PK,16.5,ATL,48
150.6,13.07,8,113,173,Jake Moody,5726,PK,15.3,SF,34
150.8,13.07,6,113,185,Evan McPherson,5669,PK,16.8,CIN,17
151.4,13.07,8,120,178,Dameon Pierce,5632,RB,16.3,HOU,22
151.7,13.08,11,107,178,Luke Musgrave,5702,TE,19.6,GB,35
152.0,13.08,13,92,180,Isaiah Likely,5661,TE,22.8,BAL,24
152.0,13.08,10,126,178,Jahan Dotson,5578,WR,12.7,PHI,22
152.2,13.08,7,113,179,Quentin Johnston,5674,WR,19.5,LAC,22
152.9,13.09,10,123,180,Bucky Irving,6190,RB,13.2,TB,97
153.6,13.10,10,119,190,Jake Elliott,2529,PK,15.1,PHI,47
155.1,13.11,11,97,191,Cleveland Defense,1307,DEF,22.3,CLE,64
155.9,13.12,13,122,180,Josh Downs,5680,WR,13.6,IND,50
155.9,13.12,8,116,180,Taysom Hill,2724,TE,15.0,NO,99
156.0,13.12,10,120,185,Baker Mayfield,2886,QB,14.3,TB,59
156.6,14.01,6,119,186,Jaylen Wright,6171,RB,14.3,MIA,69
156.8,14.01,8,116,191,Ka'imi Fairbairn,2531,PK,15.3,HOU,30
157.8,14.02,9,97,196,Pittsburgh Defense,1324,DEF,23.3,PIT,39
158.6,14.03,11,136,178,Antonio Gibson,5008,RB,12.6,NE,25
158.8,14.03,7,119,193,Buffalo Defense,1303,DEF,21.3,BUF,39
159.0,14.03,5,122,180,Adam Thielen,2431,WR,13.9,CAR,67
159.1,14.03,11,134,182,MarShawn Lloyd,5622,RB,14.1,GB,19
159.8,14.04,11,137,187,Geno Smith,1980,QB,13.4,SEA,33
160.0,14.04,11,114,200,Dontayvion Wicks,5725,WR,17.6,GB,51
160.0,14.04,9,140,180,Will Levis,5684,QB,10.7,TEN,34
160.0,14.04,7,118,188,Cameron Dicker,5538,PK,15.8,LAC,29
160.2,14.04,13,141,194,Daniel Carlson,2988,PK,16.2,LV,20
160.7,14.05,13,139,184,Alexander Mattison,3458,RB,11.1,LV,20
160.9,14.05,13,127,180,Adonai Mitchell,6184,WR,14.9,IND,35
160.9,14.05,6,138,180,Cincinnati Defense,1306,DEF,16.7,CIN,11
161.3,14.05,6,119,196,Jason Sanders,2954,PK,17.8,MIA,42
161.8,14.06,11,126,180,Darnell Mooney,5119,WR,14.4,ATL,56
162.7,14.07,8,121,182,Ricky Pearsall,6199,WR,15.7,SF,16
163.3,14.07,5,120,200,Kansas City Defense,1315,DEF,18.2,KC,45
163.4,14.07,11,128,193,Ja'Lynn Polk,6182,WR,15.0,NE,29
164.1,14.08,6,143,180,Michael Badgley,3031,PK,13.7,DET,23
165.9,14.10,7,132,180,Tyler Bass,5036,PK,14.3,BUF,27
165.9,14.10,7,125,191,Dawson Knox,3409,TE,19.5,BUF,13
169.6,15.02,13,151,181,Rashod Bateman,5180,WR,9.7,BAL,10
169.6,15.02,7,151,178,Gabe Davis,5018,WR,9.4,JAX,14
170.2,15.02,14,125,205,Michael Wilson,5721,WR,22.3,ARI,17
174.0,15.06,8,150,201,Tyrone Tracy Jr.,6276,RB,15.7,NYG,16
174.7,15.07,8,145,199,New Orleans Defense,1319,DEF,13.1,NO,10
174.9,15.07,13,137,203,Greg Zuerlein,1960,PK,20.2,NYJ,25
177.5,15.10,10,126,208,Bo Nix,6253,QB,21.3,DEN,15
193.5,17.01,14,169,206,Matt Prater,1390,PK,13.0,ARI,17
