adp,adp_formatted,bye,high,low,name,player_id,position,stdev,team,times_drafted
129.0,11.09,5,100,149,Marquez Valdes-Scantling,2987,WR,10.9,KC,119
129.3,11.09,9,102,149,Treylon Burks,5546,WR,10.4,TEN,149
130.5,11.11,13,111,148,Zamir White,5513,RB,7.5,LV,134
131.5,11.11,11,87,157,LA Rams Defense,1328,DEF,17.0,LAR,196
132.9,12.01,13,106,169,Matt Ryan,1342,QB,12.0,IND,125
133.7,12.02,10,106,152,Chase Claypool,4901,WR,10.6,CHI,105
134.1,12.02,11,104,152,Romeo Doubs,5586,WR,11.4,GB,163
134.1,12.02,11,90,174,Hunter Henry,2354,TE,16.7,NE,75
134.9,12.03,11,108,152,DeVante Parker,2279,WR,10.1,NE,82
135.5,12.04,13,74,183,Justin Tucker,1962,PK,23.4,BAL,397
138.0,12.06,10,97,176,Justin Fields,5191,QB,15.7,CHI,140
139.4,12.07,13,93,171,Daniel Carlson,2988,PK,17.8,LV,93
142.5,12.11,14,124,164,Rondale Moore,5179,WR,8.1,ARI,96
142.9,12.11,7,108,177,Trevor Lawrence,5186,QB,13.4,JAX,127
143.5,12.11,10,109,166,Tampa Bay Defense,1329,DEF,13.1,TB,134
143.7,12.12,7,95,188,Tyler Bass,5036,PK,18.6,BUF,93
144.1,12.12,8,105,175,San Francisco Defense,1326,DEF,15.0,SF,125
145.6,13.02,13,98,190,Indianapolis Defense,1313,DEF,18.0,IND,88
146.0,13.02,6,104,180,Irv Smith Jr.,3460,TE,18.1,MIN,104
147.9,13.04,11,101,180,Robert Tonyan,2796,TE,17.9,GB,99
150.1,13.06,8,104,180,Jameis Winston,2275,QB,17.4,NO,154
152.6,13.09,7,109,179,Isaiah McKenzie,2503,WR,16.4,BUF,75
153.7,13.10,7,105,200,LA Chargers Defense,1325,DEF,18.4,LAC,114
153.8,13.10,8,116,180,Nico Collins,5207,WR,14.2,HOU,101
159.1,14.03,11,116,202,Matt Gay,4867,PK,18.3,LAR,104
159.5,14.03,7,113,202,Dustin Hopkins,2022,PK,18.1,LAC,88
