year,pos,pid,name,adp,E_total
2020,RB,00-0033293,Aaron Jones Sr.,17.5,222.79500000000002
2020,RB,00-0033553,James Conner,22.4,195.46
2020,RB,00-0033594,Chris Carson,26.4,179.82500000000002
2020,RB,00-0032187,David Johnson,28.5,179.82500000000002
2020,RB,00-0032241,Todd Gurley,29.1,179.82500000000002
2020,RB,00-0036223,Jonathan Taylor,32.6,179.82500000000002
2020,RB,00-0030496,LeVeon Bell,34.5,179.82500000000002
2020,RB,00-0033856,Leonard Fournette,35.4,179.82500000000002
2020,RB,00-0032144,Melvin Gordon III,39.4,168.18
2020,RB,00-0027966,Mark Ingram II,42.5,161.78240000000002
2020,RB,00-0035250,Devin Singletary,46.4,161.78240000000002
2020,RB,00-0031687,Raheem Mostert,49.4,141.54285714285714
2020,RB,00-0036414,Cam Akers,52.8,139.2835294117647
2020,RB,00-0033923,Kareem Hunt,53.1,139.2835294117647
2020,RB,00-0034816,Ronald Jones,56.5,139.2835294117647
2020,RB,00-0035685,David Montgomery,59.7,139.10249999999996
2020,RB,00-0036275,D'Andre Swift,61.4,139.10249999999996
2020,RB,00-0036158,J.K. Dobbins,67.0,139.10249999999996
2020,RB,00-0031062,James White,72.7,139.10249999999996
2020,RB,00-0033951,Marlon Mack,74.6,139.10249999999996
2020,RB,00-0036328,Antonio Gibson,79.0,139.10249999999996
2020,RB,00-0032780,Jordan Howard,80.0,139.10249999999996
2020,RB,00-0036251,Zack Moss,83.7,129.46733333333333
2020,RB,00-0034109,Phillip Lindsay,83.8,129.46733333333333
2020,RB,00-0033556,Tarik Cohen,84.6,129.46733333333333
2020,RB,00-0033308,Matt Breida,90.5,129.46733333333333
2020,RB,00-0030513,Latavius Murray,94.9,129.46733333333333
2020,RB,00-0032058,Tevin Coleman,96.4,129.46733333333333
2020,RB,00-0034972,Alexander Mattison,96.7,129.46733333333333
2020,RB,00-0034349,Kerryon Johnson,97.2,129.46733333333333
2020,RB,00-0034681,Chase Edmonds,101.1,120.08750000000002
2020,RB,00-0035657,Damien Harris,101.1,120.08750000000002
2020,RB,00-0034845,Sony Michel,107.4,120.08750000000002
2020,RB,00-0036265,AJ Dillon,111.9,116.76857142857142
2020,RB,00-0035664,Darrell Henderson Jr.,114.1,116.76857142857142
2020,RB,00-0025394,Adrian Peterson,118.4,116.76857142857142
2020,RB,00-0035261,Tony Pollard,119.4,116.76857142857142
2020,RB,00-0034414,Boston Scott,120.1,116.76857142857142
2020,RB,00-0035256,Bryce Love,126.8,105.725
2020,RB,00-0032257,Duke Johnson,131.0,91.96320000000001
2020,RB,00-0036450,Ke'Shawn Vaughn,134.4,91.96320000000001
2020,RB,00-0035268,Ryquell Armstead,135.3,91.96320000000001
2020,RB,00-0034440,Justin Jackson,137.6,91.96320000000001
2020,RB,00-0034367,Nyheim Hines,139.9,91.96320000000001
2020,RB,00-0030404,Chris Thompson,149.6,91.96320000000001
2020,RB,00-0034301,Darrel Williams,152.3,91.96320000000001
2020,RB,00-0031376,Jerick McKinnon,152.3,91.96320000000001
2020,RB,00-0035217,Benny Snell Jr.,152.9,91.96320000000001
2020,RB,00-0036370,Joshua Kelley,154.5,91.96320000000001
2020,RB,00-0027029,LeSean McCoy,156.0,91.96320000000001
2020,RB,00-0031045,Carlos Hyde,156.5,91.96320000000001
2020,RB,00-0032940,DeAndre Washington,161.4,91.96320000000001
2020,WR,00-0032765,Michael Thomas,5.6,285.9285
2020,WR,00-0031381,Davante Adams,10.4,254.81285714285715
2020,WR,00-0027944,Julio Jones,14.4,229.02777777777777
2020,WR,00-0033040,Tyreek Hill,15.8,229.02777777777777
2020,WR,00-0030564,DeAndre Hopkins,18.5,219.87941176470594
2020,WR,00-0033921,Chris Godwin Jr.,21.5,219.87941176470594
2020,WR,00-0033932,Kenny Golladay,25.8,219.87941176470594
2020,WR,00-0031408,Mike Evans,27.9,207.61124999999998
2020,WR,00-0030035,Adam Thielen,30.3,207.61124999999998
2020,WR,00-0031428,Allen Robinson II,31.8,207.61124999999998
2020,WR,00-0034827,DJ Moore,32.6,207.61124999999998
2020,WR,00-0031235,Odell Beckham Jr.,35.7,206.882
2020,WR,00-0033857,JuJu Smith-Schuster,36.9,206.882
2020,WR,00-0031544,Amari Cooper,38.1,203.8313043478261
2020,WR,00-0033908,Cooper Kupp,40.3,203.8313043478261
2020,WR,00-0034837,Calvin Ridley,40.9,203.8313043478261
2020,WR,00-0030431,Robert Woods,42.4,193.05357142857142
2020,WR,00-0035676,A.J. Brown,44.4,193.05357142857142
2020,WR,00-0035640,DK Metcalf,45.3,193.05357142857142
2020,WR,00-0034777,DJ Chark,47.5,193.05357142857142
2020,WR,00-0032211,Tyler Lockett,49.9,175.15384615384616
2020,WR,00-0035659,Terry McLaurin,50.8,175.15384615384616
2020,WR,00-0030279,Keenan Allen,53.5,164.78121212121215
2020,WR,00-0029608,T.Y. Hilton,57.5,164.78121212121215
2020,WR,00-0034348,Courtland Sutton,58.1,164.78121212121215
2020,WR,00-0035662,Hollywood Brown,60.0,164.78121212121215
2020,WR,00-0031588,Stefon Diggs,65.0,154.96983050847456
2020,WR,00-0031547,DeVante Parker,66.7,154.96983050847456
2020,WR,00-0027942,A.J. Green,69.8,154.96983050847456
2020,WR,00-0033127,Will Fuller,70.5,154.96983050847456
2020,WR,00-0034764,Michael Gallup,72.2,154.96983050847456
2020,WR,00-0027150,Julian Edelman,77.2,154.96983050847456
2020,WR,00-0033009,Tyler Boyd,78.5,154.96983050847456
2020,WR,00-0031236,Brandin Cooks,81.5,144.7238095238095
2020,WR,00-0031382,Jarvis Landry,85.5,144.7238095238095
2020,WR,00-0035719,Deebo Samuel Sr.,89.1,144.7238095238095
2020,WR,00-0035216,Diontae Johnson,89.4,144.7238095238095
2020,WR,00-0036358,CeeDee Lamb,93.2,143.83037037037036
2020,WR,00-0029293,Marvin Jones Jr.,95.1,143.83037037037036
2020,WR,00-0027685,Emmanuel Sanders,100.0,143.83037037037036
2020,WR,00-0031941,Jamison Crowder,102.6,143.83037037037036
2020,WR,00-0036357,Henry Ruggs III,104.5,143.83037037037036
2020,WR,00-0035140,Mecole Hardman Jr.,106.1,143.83037037037036
2020,WR,00-0036387,Jalen Reagor,109.5,138.322380952381
2020,WR,00-0036407,Jerry Jeudy,112.3,138.322380952381
2020,WR,00-0035535,Darius Slayton,113.2,138.322380952381
2020,WR,00-0034775,Christian Kirk,116.9,138.322380952381
2020,WR,00-0032385,Sterling Shepard,118.9,138.322380952381
2020,WR,00-0036322,Justin Jefferson,121.5,127.71969696969697
2020,WR,00-0034353,Anthony Miller,126.9,127.71969696969697
2020,WR,00-0026189,DeSean Jackson,127.1,127.71969696969697
2020,WR,00-0035350,Preston Williams,130.9,127.71969696969697
2020,WR,00-0034521,Allen Lazard,131.0,127.71969696969697
2020,WR,00-0036261,Brandon Aiyuk,135.9,127.71969696969697
2020,WR,00-0031325,Sammy Watkins,140.5,121.27999999999999
2020,WR,00-0027891,Golden Tate,145.3,121.27999999999999
2020,WR,00-0031051,John Brown,149.1,121.27999999999999
2020,WR,00-0036252,Michael Pittman Jr.,151.7,121.27999999999999
2020,WR,00-0032054,Breshad Perriman,153.0,121.27999999999999
2020,WR,00-0035639,Parris Campbell,158.4,121.27999999999999
2020,WR,00-0035624,N'Keal Harry,159.0,121.27999999999999
2020,WR,00-0033536,Mike Williams,161.9,94.87272727272729
2020,WR,00-0022921,Larry Fitzgerald,162.8,94.87272727272729
2020,WR,00-0033282,Curtis Samuel,163.9,75.97857142857141
2020,WR,00-0032688,Robbie Chosen,163.9,75.97857142857141
2020,WR,00-0036365,Bryan Edwards,164.2,75.97857142857141
2020,TE,00-0030506,Travis Kelce,19.9,205.96724137931037
2020,TE,00-0033288,George Kittle,24.4,195.1
2020,TE,00-0034753,Mark Andrews,42.4,187.40714285714284
2020,TE,00-0030061,Zach Ertz,50.6,165.3166666666667
2020,TE,00-0031610,Darren Waller,61.6,141.85
2020,TE,00-0027656,Rob Gronkowski,70.4,130.38292682926834
2020,TE,00-0033881,Evan Engram,74.8,130.38292682926834
2020,TE,00-0034830,Hayden Hurst,79.4,130.38292682926834
2020,TE,00-0033110,Tyler Higbee,89.7,130.38292682926834
2020,TE,00-0033090,Hunter Henry,98.0,130.38292682926834
2020,TE,00-0027061,Jared Cook,115.2,128.2
2020,TE,00-0035644,Noah Fant,119.6,128.2
2020,TE,00-0032392,Austin Hooper,136.7,128.2
2020,TE,00-0035229,T.J. Hockenson,143.1,128.2
2020,TE,00-0034829,Mike Gesicki,146.5,116.73599999999999
2020,TE,00-0033858,Jonnu Smith,153.6,116.73599999999999
2020,TE,00-0030181,Jack Doyle,153.7,116.73599999999999
2020,TE,00-0034766,Chris Herndon,153.9,116.73599999999999
2020,TE,00-0033658,Blake Jarwin,154.4,116.73599999999999
2021,QB,00-0033873,Patrick Mahomes,22.9,311.54499999999996
2021,QB,00-0034857,Josh Allen,34.4,311.54499999999996
2021,QB,00-0035228,Kyler Murray,41.3,307.8197777777778
2021,QB,00-0034796,Lamar Jackson,50.9,275.0486666666667
2021,QB,00-0023459,Aaron Rodgers,59.0,275.0486666666667
2021,QB,00-0033077,Dak Prescott,66.7,275.0486666666667
2021,QB,00-0036355,Justin Herbert,69.3,275.0486666666667
2021,QB,00-0029263,Russell Wilson,69.4,268.4471658914723
2021,QB,00-0019596,Tom Brady,77.8,242.04116279069768
2021,QB,00-0026498,Matthew Stafford,85.0,242.04116279069768
2021,QB,00-0029701,Ryan Tannehill,96.1,242.04116279069768
2021,QB,00-0036389,Jalen Hurts,100.2,242.04116279069768
2021,QB,00-0036442,Joe Burrow,112.4,242.04116279069768
2021,QB,00-0037012,Trey Lance,118.2,242.04116279069768
2021,QB,00-0036945,Justin Fields,125.6,230.7261538461538
2021,QB,00-0026143,Matt Ryan,129.8,230.7261538461538
2021,QB,00-0034855,Baker Mayfield,134.3,217.75684210526316
2021,QB,00-0031503,Jameis Winston,137.3,217.75684210526316
2021,QB,00-0022924,Ben Roethlisberger,143.2,217.75684210526316
2021,QB,00-0036971,Trevor Lawrence,144.7,217.75684210526316
2021,QB,00-0037013,Zach Wilson,149.1,209.42400000000004
2021,QB,00-0036972,Mac Jones,157.4,194.16545454545457
2021,QB,00-0036212,Tua Tagovailoa,160.6,194.16545454545457
2021,QB,00-0029604,Kirk Cousins,160.9,194.16545454545457
2021,QB,00-0023682,Ryan Fitzpatrick,163.3,194.16545454545457
2021,QB,00-0033537,Deshaun Watson,163.6,194.16545454545457
2021,QB,00-0032950,Carson Wentz,167.1,194.16545454545457
2021,RB,00-0033280,Christian McCaffrey,1.2,245.55705882352942
2021,RB,00-0033893,Dalvin Cook,2.5,245.55705882352942
2021,RB,00-0033906,Alvin Kamara,3.8,245.55705882352942
2021,RB,00-0032764,Derrick Henry,4.0,245.55705882352942
2021,RB,00-0033045,Ezekiel Elliott,5.3,245.55705882352942
2021,RB,00-0033293,Aaron Jones Sr.,7.5,234.07
2021,RB,00-0033699,Austin Ekeler,8.5,229.17333333333332
2021,RB,00-0034791,Nick Chubb,9.9,226.725
2021,RB,00-0034844,Saquon Barkley,12.0,214.1702857142857
2021,RB,00-0036893,Najee Harris,12.9,214.1702857142857
2021,RB,00-0036223,Jonathan Taylor,13.8,214.1702857142857
2021,RB,00-0036328,Antonio Gibson,15.6,214.1702857142857
2021,RB,00-0033897,Joe Mixon,19.2,193.06842105263158
2021,RB,00-0036360,Clyde Edwards-Helaire,20.4,193.06842105263158
2021,RB,00-0035685,David Montgomery,25.9,178.97142857142853
2021,RB,00-0033594,Chris Carson,28.0,178.97142857142853
2021,RB,00-0035831,James Robinson,29.1,178.97142857142853
2021,RB,00-0036275,D'Andre Swift,34.0,178.97142857142853
2021,RB,00-0035700,Josh Jacobs,35.4,178.97142857142853
2021,RB,00-0035243,Miles Sanders,38.7,176.3
2021,RB,00-0032063,Mike Davis,43.1,156.91083333333333
2021,RB,00-0035664,Darrell Henderson Jr.,43.8,156.91083333333333
2021,RB,00-0035311,Myles Gaskin,45.7,156.91083333333333
2021,RB,00-0036997,Javonte Williams,52.7,144.49590909090912
2021,RB,00-0033923,Kareem Hunt,53.2,144.49590909090912
2021,RB,00-0035657,Damien Harris,55.5,144.49590909090912
2021,RB,00-0034184,Gus Edwards,56.6,144.49590909090912
2021,RB,00-0034681,Chase Edmonds,60.4,144.49590909090912
2021,RB,00-0031687,Raheem Mostert,63.0,141.2576923076923
2021,RB,00-0036984,Trey Sermon,67.7,140.43653846153845
2021,RB,00-0032144,Melvin Gordon III,75.2,140.43653846153845
2021,RB,00-0036924,Michael Carter,76.1,140.43653846153845
2021,RB,00-0036265,AJ Dillon,79.1,140.43653846153845
2021,RB,00-0034816,Ronald Jones,79.8,135.85
2021,RB,00-0036251,Zack Moss,83.8,117.65458823529409
2021,RB,00-0033856,Leonard Fournette,90.1,117.65458823529409
2021,RB,00-0035250,Devin Singletary,91.2,117.65458823529409
2021,RB,00-0033948,Jamaal Williams,92.0,117.65458823529409
2021,RB,00-0034845,Sony Michel,93.4,117.65458823529409
2021,RB,00-0033553,James Conner,96.2,117.65458823529409
2021,RB,00-0035261,Tony Pollard,102.7,117.65458823529409
2021,RB,00-0033118,Kenyan Drake,102.9,117.65458823529409
2021,RB,00-0034972,Alexander Mattison,106.5,117.65458823529409
2021,RB,00-0034109,Phillip Lindsay,107.5,117.65458823529409
2021,RB,00-0032187,David Johnson,115.0,117.0073469387755
2021,RB,00-0032602,J.D. McKissic,116.8,117.0073469387755
2021,RB,00-0034367,Nyheim Hines,120.6,117.0073469387755
2021,RB,00-0030456,Giovani Bernard,120.9,117.0073469387755
2021,RB,00-0036875,Rhamondre Stevenson,121.3,117.0073469387755
2021,RB,00-0036555,Chuba Hubbard,127.6,96.63333333333334
2021,RB,00-0031062,James White,128.8,96.63333333333334
2021,RB,00-0030513,Latavius Murray,130.6,90.27393939393939
2021,RB,00-0034750,Rashaad Penny,137.9,90.27393939393939
2021,RB,00-0032058,Tevin Coleman,139.0,90.27393939393939
2021,RB,00-0030874,Damien Williams,146.0,90.27393939393939
2021,RB,00-0034301,Darrel Williams,150.3,90.27393939393939
2021,RB,00-0027966,Mark Ingram II,154.2,90.27393939393939
2021,RB,00-0034440,Justin Jackson,154.6,90.27393939393939
2021,RB,00-0036919,Kenny Gainwell,154.8,90.27393939393939
2021,RB,00-0032972,Devontae Booker,155.5,90.27393939393939
2021,RB,00-0035860,Tony Jones,158.8,90.27393939393939
2021,RB,00-0033951,Marlon Mack,158.8,90.27393939393939
2021,RB,00-0031376,Jerick McKinnon,159.7,90.27393939393939
2021,RB,00-0031806,Malcolm Brown,161.7,90.27393939393939
2021,RB,00-0031045,Carlos Hyde,172.7,90.27393939393939
2021,WR,00-0031381,Davante Adams,6.4,252.33875
2021,WR,00-0033040,Tyreek Hill,10.6,252.33875
2021,WR,00-0031588,Stefon Diggs,13.5,240.89259259259256
2021,WR,00-0030564,DeAndre Hopkins,17.0,240.89259259259256
2021,WR,00-0034837,Calvin Ridley,18.0,240.89259259259256
2021,WR,00-0035640,DK Metcalf,19.7,213.2888888888889
2021,WR,00-0036322,Justin Jefferson,22.4,212.70851851851853
2021,WR,00-0035676,A.J. Brown,24.8,212.70851851851853
2021,WR,00-0030279,Keenan Allen,25.9,212.70851851851853
2021,WR,00-0036358,CeeDee Lamb,29.6,212.70851851851853
2021,WR,00-0035659,Terry McLaurin,30.3,212.70851851851853
2021,WR,00-0031428,Allen Robinson II,32.7,212.70851851851853
2021,WR,00-0030431,Robert Woods,35.1,204.664
2021,WR,00-0031408,Mike Evans,37.8,197.27947368421053
2021,WR,00-0031544,Amari Cooper,40.0,197.27947368421053
2021,WR,00-0033908,Cooper Kupp,41.3,197.27947368421053
2021,WR,00-0035216,Diontae Johnson,44.9,195.84285714285713
2021,WR,00-0027944,Julio Jones,46.0,195.84285714285713
2021,WR,00-0033921,Chris Godwin Jr.,47.2,195.84285714285713
2021,WR,00-0032211,Tyler Lockett,48.4,181.76705882352942
2021,WR,00-0030035,Adam Thielen,52.3,163.58749999999998
2021,WR,00-0036261,Brandon Aiyuk,53.9,163.58749999999998
2021,WR,00-0034827,DJ Moore,57.0,160.03207547169814
2021,WR,00-0036326,Chase Claypool,61.1,160.03207547169814
2021,WR,00-0036410,Tee Higgins,61.3,160.03207547169814
2021,WR,00-0036407,Jerry Jeudy,64.1,160.03207547169814
2021,WR,00-0031235,Odell Beckham Jr.,69.0,160.03207547169814
2021,WR,00-0032765,Michael Thomas,69.5,160.03207547169814
2021,WR,00-0027793,Antonio Brown,72.7,152.8140909090909
2021,WR,00-0032688,Robbie Chosen,75.0,152.8140909090909
2021,WR,00-0036900,Ja'Marr Chase,77.4,152.8140909090909
2021,WR,00-0036912,DeVonta Smith,77.6,152.8140909090909
2021,WR,00-0033857,JuJu Smith-Schuster,82.5,152.8140909090909
2021,WR,00-0033932,Kenny Golladay,82.8,152.8140909090909
2021,WR,00-0034348,Courtland Sutton,85.7,152.8140909090909
2021,WR,00-0036268,Laviska Shenault Jr.,85.9,152.8140909090909
2021,WR,00-0033871,Corey Davis,89.6,142.69411764705885
2021,WR,00-0035719,Deebo Samuel Sr.,89.8,142.69411764705885
2021,WR,00-0036219,Marquez Callaway,90.5,142.69411764705885
2021,WR,00-0033009,Tyler Boyd,97.3,140.37127272727272
2021,WR,00-0036613,Jaylen Waddle,99.2,140.37127272727272
2021,WR,00-0035140,Mecole Hardman Jr.,100.0,140.37127272727272
2021,WR,00-0031236,Brandin Cooks,102.9,140.37127272727272
2021,WR,00-0036252,Michael Pittman Jr.,104.4,140.37127272727272
2021,WR,00-0036309,Darnell Mooney,109.0,136.06074074074073
2021,WR,00-0034777,DJ Chark,112.8,136.06074074074073
2021,WR,00-0034960,Jakobi Meyers,116.2,134.04
2021,WR,00-0033536,Mike Williams,116.2,134.04
2021,WR,00-0031382,Jarvis Landry,118.2,134.04
2021,WR,00-0036357,Henry Ruggs III,123.9,129.51969696969695
2021,WR,00-0029293,Marvin Jones Jr.,126.0,129.51969696969695
2021,WR,00-0033127,Will Fuller,129.2,129.51969696969695
2021,WR,00-0036980,Elijah Moore,132.6,129.51969696969695
2021,WR,00-0034411,Russell Gage Jr.,133.8,129.51969696969695
2021,WR,00-0034764,Michael Gallup,135.4,129.51969696969695
2021,WR,00-0033282,Curtis Samuel,140.2,117.53904761904761
2021,WR,00-0035662,Hollywood Brown,140.9,117.53904761904761
2021,WR,00-0036196,Gabe Davis,144.3,117.53904761904761
2021,WR,00-0036936,Rondale Moore,146.4,117.53904761904761
2021,WR,00-0036365,Bryan Edwards,148.2,117.53904761904761
2021,WR,00-0036955,Terrace Marshall Jr.,149.0,117.53904761904761
2021,WR,00-0029000,Cole Beasley,150.9,117.53904761904761
2021,WR,00-0027942,A.J. Green,156.6,113.76222222222222
2021,WR,00-0036963,Amon-Ra St. Brown,158.5,99.38387096774193
2021,WR,00-0028002,Randall Cobb,159.7,99.38387096774193
2021,WR,00-0032160,Tyrell Williams,160.0,99.38387096774193
2021,WR,00-0031547,DeVante Parker,162.3,99.38387096774193
2021,WR,00-0031549,Nelson Agholor,170.7,79.0375
2021,WR,00-0034272,Marquez Valdes-Scantling,170.9,79.0375
2021,TE,00-0030506,Travis Kelce,8.2,240.3942857142857
2021,TE,00-0031610,Darren Waller,21.5,193.21666666666667
2021,TE,00-0033288,George Kittle,28.5,193.21666666666667
2021,TE,00-0036970,Kyle Pitts Sr.,40.3,186.94285714285712
2021,TE,00-0034753,Mark Andrews,52.8,142.73684210526318
2021,TE,00-0035229,T.J. Hockenson,55.4,142.73684210526318
2021,TE,00-0031260,Logan Thomas,72.2,133.74634146341464
2021,TE,00-0035644,Noah Fant,79.2,133.74634146341464
2021,TE,00-0033757,Robert Tonyan,87.2,133.74634146341464
2021,TE,00-0034351,Dallas Goedert,93.9,133.74634146341464
2021,TE,00-0033110,Tyler Higbee,95.8,133.74634146341464
2021,TE,00-0034829,Mike Gesicki,114.3,132.8257142857143
2021,TE,00-0034970,Irv Smith Jr.,120.3,132.8257142857143
2021,TE,00-0033858,Jonnu Smith,130.7,132.8257142857143
2021,TE,00-0027656,Rob Gronkowski,142.8,132.8257142857143
2021,TE,00-0033090,Hunter Henry,149.7,116.60714285714286
2021,TE,00-0033881,Evan Engram,150.9,116.60714285714286
2021,TE,00-0036422,Adam Trautman,151.9,106.82249999999999
2021,TE,00-0027061,Jared Cook,155.0,106.82249999999999
2021,TE,00-0033895,Gerald Everett,156.6,106.82249999999999
2021,TE,00-0030061,Zach Ertz,157.1,106.82249999999999
2021,TE,00-0036894,Pat Freiermuth,157.3,106.82249999999999
2022,QB,00-0034857,Josh Allen,20.4,310.5768421052632
2022,QB,00-0036355,Justin Herbert,33.2,310.5768421052632
2022,QB,00-0033873,Patrick Mahomes,38.3,310.5768421052632
2022,QB,00-0036442,Joe Burrow,46.1,298.556
2022,QB,00-0034796,Lamar Jackson,51.3,281.01354838709676
2022,QB,00-0036389,Jalen Hurts,56.3,281.01354838709676
2022,QB,00-0035228,Kyler Murray,61.6,281.01354838709676
2022,QB,00-0029263,Russell Wilson,72.5,252.56
2022,QB,00-0023459,Aaron Rodgers,80.2,252.56
2022,QB,00-0033077,Dak Prescott,83.6,252.56
2022,QB,00-0019596,Tom Brady,86.8,252.56
2022,QB,00-0026498,Matthew Stafford,90.3,252.56
2022,QB,00-0037012,Trey Lance,97.7,246.515
2022,QB,00-0031280,Derek Carr,103.1,246.515
2022,QB,00-0029604,Kirk Cousins,108.6,246.515
2022,QB,00-0036212,Tua Tagovailoa,121.2,246.515
2022,QB,00-0026143,Matt Ryan,132.9,221.63638095238085
2022,QB,00-0036945,Justin Fields,138.0,210.14971428571428
2022,QB,00-0036971,Trevor Lawrence,142.9,210.14971428571428
2022,QB,00-0031503,Jameis Winston,150.1,210.14971428571428
2022,RB,00-0036223,Jonathan Taylor,1.3,236.43441860465117
2022,RB,00-0033280,Christian McCaffrey,2.4,236.43441860465117
2022,RB,00-0033699,Austin Ekeler,2.7,236.43441860465117
2022,RB,00-0032764,Derrick Henry,4.3,236.43441860465117
2022,RB,00-0036893,Najee Harris,7.1,236.43441860465117
2022,RB,00-0033893,Dalvin Cook,7.5,236.43441860465117
2022,RB,00-0033897,Joe Mixon,10.1,224.70833333333334
2022,RB,00-0033906,Alvin Kamara,10.9,215.60764705882352
2022,RB,00-0036275,D'Andre Swift,12.8,215.60764705882352
2022,RB,00-0033293,Aaron Jones Sr.,14.9,215.60764705882352
2022,RB,00-0034844,Saquon Barkley,15.5,215.60764705882352
2022,RB,00-0034791,Nick Chubb,18.8,211.7807352941176
2022,RB,00-0036997,Javonte Williams,20.2,200.29999999999998
2022,RB,00-0033856,Leonard Fournette,21.9,200.29999999999998
2022,RB,00-0033045,Ezekiel Elliott,27.7,178.072
2022,RB,00-0033553,James Conner,28.4,178.072
2022,RB,00-0036414,Cam Akers,33.1,178.072
2022,RB,00-0036973,Travis Etienne Jr.,33.6,178.072
2022,RB,00-0036158,J.K. Dobbins,38.8,178.072
2022,RB,00-0035685,David Montgomery,39.3,178.072
2022,RB,00-0036567,Elijah Mitchell,42.4,156.41916666666665
2022,RB,00-0038120,Breece Hall,44.4,156.41916666666665
2022,RB,00-0035700,Josh Jacobs,46.8,156.41916666666665
2022,RB,00-0036265,AJ Dillon,48.7,143.39155555555556
2022,RB,00-0036360,Clyde Edwards-Helaire,54.3,143.39155555555556
2022,RB,00-0035657,Damien Harris,59.8,143.39155555555556
2022,RB,00-0035243,Miles Sanders,61.7,143.39155555555556
2022,RB,00-0034750,Rashaad Penny,63.3,135.454
2022,RB,00-0033923,Kareem Hunt,68.9,135.454
2022,RB,00-0034681,Chase Edmonds,69.6,135.454
2022,RB,00-0037258,Dameon Pierce,70.5,135.454
2022,RB,00-0035261,Tony Pollard,70.8,135.454
2022,RB,00-0035250,Devin Singletary,74.4,135.454
2022,RB,00-0036875,Rhamondre Stevenson,76.0,135.454
2022,RB,00-0032144,Melvin Gordon III,85.4,121.79307692307694
2022,RB,00-0030578,Cordarrelle Patterson,91.4,121.79307692307694
2022,RB,00-0037248,James Cook III,92.0,121.79307692307694
2022,RB,00-0038134,Kenneth Walker III,92.9,121.79307692307694
2022,RB,00-0034367,Nyheim Hines,93.9,121.79307692307694
2022,RB,00-0035831,James Robinson,101.5,121.41333333333334
2022,RB,00-0031687,Raheem Mostert,101.9,121.41333333333334
2022,RB,00-0036919,Kenny Gainwell,105.8,121.41333333333334
2022,RB,00-0037263,Tyler Allgeier,107.6,112.99000000000001
2022,RB,00-0032602,J.D. McKissic,110.2,112.99000000000001
2022,RB,00-0035664,Darrell Henderson Jr.,111.9,112.99000000000001
2022,RB,00-0037746,Brian Robinson Jr.,112.7,112.99000000000001
2022,RB,00-0036924,Michael Carter,113.3,112.99000000000001
2022,RB,00-0036328,Antonio Gibson,114.7,112.99000000000001
2022,RB,00-0037197,Isiah Pacheco,118.0,112.99000000000001
2022,RB,00-0033948,Jamaal Williams,121.7,111.84444444444443
2022,RB,00-0037256,Rachaad White,123.3,111.84444444444443
2022,RB,00-0034972,Alexander Mattison,128.9,94.31428571428572
2022,RB,00-0038040,Zamir White,130.5,90.08320754716979
2022,WR,00-0036322,Justin Jefferson,4.6,290.362
2022,WR,00-0033908,Cooper Kupp,5.7,257.9230769230769
2022,WR,00-0036900,Ja'Marr Chase,8.7,257.9230769230769
2022,WR,00-0031381,Davante Adams,12.0,246.06799999999998
2022,WR,00-0031588,Stefon Diggs,13.6,231.66565656565658
2022,WR,00-0036358,CeeDee Lamb,17.5,226.56363636363633
2022,WR,00-0035719,Deebo Samuel Sr.,19.6,222.21428571428572
2022,WR,00-0033040,Tyreek Hill,22.7,209.64925925925928
2022,WR,00-0036252,Michael Pittman Jr.,24.9,209.64925925925928
2022,WR,00-0031408,Mike Evans,26.5,209.64925925925928
2022,WR,00-0030279,Keenan Allen,29.5,209.64925925925928
2022,WR,00-0035676,A.J. Brown,30.4,209.64925925925928
2022,WR,00-0036410,Tee Higgins,32.5,209.64925925925928
2022,WR,00-0034827,DJ Moore,35.9,205.77529411764706
2022,WR,00-0035659,Terry McLaurin,38.0,205.77529411764706
2022,WR,00-0033536,Mike Williams,39.6,205.77529411764706
2022,WR,00-0035216,Diontae Johnson,43.4,201.60000000000002
2022,WR,00-0034348,Courtland Sutton,45.3,201.60000000000002
2022,WR,00-0036613,Jaylen Waddle,47.7,185.374
2022,WR,00-0035640,DK Metcalf,51.4,182.768
2022,WR,00-0032765,Michael Thomas,52.3,182.768
2022,WR,00-0031428,Allen Robinson II,53.5,182.768
2022,WR,00-0033921,Chris Godwin Jr.,56.5,159.34
2022,WR,00-0031236,Brandin Cooks,56.7,159.34
2022,WR,00-0036407,Jerry Jeudy,61.7,158.78833333333336
2022,WR,00-0036196,Gabe Davis,62.9,158.78833333333336
2022,WR,00-0030035,Adam Thielen,63.8,158.78833333333336
2022,WR,00-0036309,Darnell Mooney,68.1,156.59500000000003
2022,WR,00-0035662,Hollywood Brown,68.7,155.279
2022,WR,00-0034983,Hunter Renfrow,71.2,155.279
2022,WR,00-0036963,Amon-Ra St. Brown,73.4,155.279
2022,WR,00-0033857,JuJu Smith-Schuster,75.9,155.279
2022,WR,00-0036550,Rashod Bateman,81.0,155.279
2022,WR,00-0031544,Amari Cooper,84.2,143.41469879518075
2022,WR,00-0036912,DeVonta Smith,86.6,143.41469879518075
2022,WR,00-0036980,Elijah Moore,87.9,143.41469879518075
2022,WR,00-0034521,Allen Lazard,89.5,143.41469879518075
2022,WR,00-0030564,DeAndre Hopkins,90.0,143.41469879518075
2022,WR,00-0036261,Brandon Aiyuk,90.0,143.41469879518075
2022,WR,00-0034775,Christian Kirk,96.2,143.41469879518075
