frame,window,pos,bin,hitdef,tier,outcome_def,n,k,rate,wilson_lo,wilson_hi,n_per_season
10team,2018-2024,RB,R3-4,top24_T,top24,total,56,34,0.6071428571428571,0.476331653784818,0.7241977438248716,8.0
10team,2018-2024,RB,R3-4,top24_P,top24,ppg_ge4,55,35,0.6363636363636364,0.5042251814868371,0.7506965065705916,7.857142857142857
10team,2018-2024,RB,R3-4,top36_T,top36,total,56,43,0.7678571428571429,0.6423159664807568,0.8590075275434671,8.0
10team,2018-2024,RB,R3-4,top36_P,top36,ppg_ge4,55,49,0.8909090909090909,0.7817420620476804,0.9490334437169486,7.857142857142857
10team,2018-2024,RB,R3-4,value_T,value,total,56,20,0.35714285714285715,0.2445639270270599,0.4880635428266874,8.0
10team,2018-2024,RB,R3-4,value_P,value,ppg_ge4,55,22,0.4,0.28118303786433585,0.5318743908935498,7.857142857142857
10team,2018-2024,RB,R5-6,top12_T,top12,total,44,5,0.11363636363636363,0.04952707589567494,0.23979435148133582,6.285714285714286
10team,2018-2024,RB,R5-6,top12_P,top12,ppg_ge4,42,4,0.09523809523809523,0.0376616388283121,0.2206539522505333,6.0
10team,2018-2024,RB,R5-6,top24_T,top24,total,44,18,0.4090909090909091,0.2768764387900683,0.5559050735339343,6.285714285714286
10team,2018-2024,RB,R5-6,top24_P,top24,ppg_ge4,42,20,0.47619047619047616,0.3335936447596496,0.6227778605979295,6.0
10team,2018-2024,RB,R5-6,top36_T,top36,total,44,26,0.5909090909090909,0.44409492646606574,0.7231235612099317,6.285714285714286
10team,2018-2024,RB,R5-6,top36_P,top36,ppg_ge4,42,25,0.5952380952380952,0.44494045528177417,0.7295735232879093,6.0
10team,2018-2024,RB,R5-6,value_T,value,total,44,16,0.36363636363636365,0.23783334127491423,0.5113389272110895,6.285714285714286
10team,2018-2024,RB,R5-6,value_P,value,ppg_ge4,42,14,0.3333333333333333,0.2101228076197232,0.4844777298833308,6.0
10team,2018-2024,RB,R7-8,top12_T,top12,total,48,6,0.125,0.05856971750400844,0.24700727086054822,6.857142857142857
10team,2018-2024,RB,R7-8,top12_P,top12,ppg_ge4,46,5,0.10869565217391304,0.04733076082742689,0.23038103012631456,6.571428571428571
10team,2018-2024,RB,R7-8,top24_T,top24,total,48,20,0.4166666666666667,0.28849459734577015,0.5571891778463536,6.857142857142857
10team,2018-2024,RB,R7-8,top24_P,top24,ppg_ge4,46,17,0.3695652173913043,0.24523559514309495,0.5140016685081521,6.571428571428571
10team,2018-2024,RB,R7-8,top36_T,top36,total,48,30,0.625,0.48362506125249566,0.7478492759593187,6.857142857142857
10team,2018-2024,RB,R7-8,top36_P,top36,ppg_ge4,46,29,0.6304347826086957,0.48599833149184785,0.7547644048569049,6.571428571428571
10team,2018-2024,RB,R7-8,value_T,value,total,48,23,0.4791666666666667,0.34471090015787464,0.6167100436401562,6.857142857142857
10team,2018-2024,RB,R7-8,value_P,value,ppg_ge4,46,20,0.43478260869565216,0.3020904595919057,0.5775281722337178,6.571428571428571
10team,2018-2024,RB,R9+,top12_T,top12,total,195,7,0.035897435897435895,0.017495340587197504,0.07223236226773827,27.857142857142858
10team,2018-2024,RB,R9+,top12_P,top12,ppg_ge4,186,6,0.03225806451612903,0.014866173288856168,0.06858023677089892,26.571428571428573
10team,2018-2024,RB,R9+,top24_T,top24,total,195,26,0.13333333333333333,0.09263964092156113,0.18819495304670308,27.857142857142858
10team,2018-2024,RB,R9+,top24_P,top24,ppg_ge4,186,19,0.10215053763440861,0.0663748726170732,0.15402782099697138,26.571428571428573
10team,2018-2024,RB,R9+,top36_T,top36,total,195,59,0.30256410256410254,0.2424143560239533,0.37034273303588117,27.857142857142858
10team,2018-2024,RB,R9+,top36_P,top36,ppg_ge4,186,52,0.27956989247311825,0.22003356721532583,0.3480273846519151,26.571428571428573
10team,2018-2024,RB,R9+,value_T,value,total,195,65,0.3333333333333333,0.2709508809026078,0.4021557527193304,27.857142857142858
10team,2018-2024,RB,R9+,value_P,value,ppg_ge4,186,56,0.3010752688172043,0.23972173360351795,0.37047961320350437,26.571428571428573
10team,2018-2024,WR,R1-2,top12_T,top12,total,54,33,0.6111111111111112,0.47788056581508337,0.7295825749002496,7.714285714285714
10team,2018-2024,WR,R1-2,top12_P,top12,ppg_ge4,54,36,0.6666666666666666,0.5336071462745029,0.7775875647984964,7.714285714285714
10team,2018-2024,WR,R1-2,top24_T,top24,total,54,39,0.7222222222222222,0.5910930359127778,0.823833245517888,7.714285714285714
10team,2018-2024,WR,R1-2,top24_P,top24,ppg_ge4,54,46,0.8518518518518519,0.733996325347515,0.9229702869177059,7.714285714285714
10team,2018-2024,WR,R1-2,top36_T,top36,total,54,46,0.8518518518518519,0.733996325347515,0.9229702869177059,7.714285714285714
10team,2018-2024,WR,R1-2,top36_P,top36,ppg_ge4,54,51,0.9444444444444444,0.8489254853651705,0.980927077496161,7.714285714285714
10team,2018-2024,WR,R1-2,value_T,value,total,54,31,0.5740740740740741,0.44162497846346305,0.6966837820134256,7.714285714285714
10team,2018-2024,WR,R1-2,value_P,value,ppg_ge4,54,30,0.5555555555555556,0.42375413911364457,0.6799774312440219,7.714285714285714
10team,2018-2024,WR,R3-4,top12_T,top12,total,62,19,0.3064516129032258,0.20581430019850633,0.4296745093079456,8.857142857142858
10team,2018-2024,WR,R3-4,top12_P,top12,ppg_ge4,61,20,0.32786885245901637,0.2233495518172607,0.45278428818668737,8.714285714285714
10team,2018-2024,WR,R3-4,top24_T,top24,total,62,40,0.6451612903225806,0.5208089986340214,0.7525743942361396,8.857142857142858
10team,2018-2024,WR,R3-4,top24_P,top24,ppg_ge4,61,43,0.7049180327868853,0.5811036064161055,0.8044513459601468,8.714285714285714
10team,2018-2024,WR,R3-4,top36_T,top36,total,62,48,0.7741935483870968,0.6559414245921728,0.8604494286070205,8.857142857142858
10team,2018-2024,WR,R3-4,top36_P,top36,ppg_ge4,61,52,0.8524590163934426,0.7427653049810489,0.920389213106105,8.714285714285714
10team,2018-2024,WR,R3-4,value_T,value,total,62,37,0.5967741935483871,0.4725024243632989,0.7097531708834752,8.857142857142858
10team,2018-2024,WR,R3-4,value_P,value,ppg_ge4,61,33,0.5409836065573771,0.4172382993581416,0.6598726911171089,8.714285714285714
10team,2018-2024,WR,R5-6,top12_T,top12,total,66,11,0.16666666666666666,0.09569485409199655,0.274308124075743,9.428571428571429
10team,2018-2024,WR,R5-6,top12_P,top12,ppg_ge4,64,13,0.203125,0.12273302562695812,0.3171386755121659,9.142857142857142
10team,2018-2024,WR,R5-6,top24_T,top24,total,66,28,0.42424242424242425,0.31242322955377905,0.5443956291207072,9.428571428571429
10team,2018-2024,WR,R5-6,top24_P,top24,ppg_ge4,64,26,0.40625,0.29456724435258885,0.528550134954503,9.142857142857142
10team,2018-2024,WR,R5-6,top36_T,top36,total,66,40,0.6060606060606061,0.48548180775863853,0.7149717900970809,9.428571428571429
10team,2018-2024,WR,R5-6,top36_P,top36,ppg_ge4,64,38,0.59375,0.471449865045497,0.7054327556474111,9.142857142857142
10team,2018-2024,WR,R5-6,value_T,value,total,66,37,0.5606060606060606,0.4408242143005392,0.6737206987598716,9.428571428571429
10team,2018-2024,WR,R5-6,value_P,value,ppg_ge4,64,33,0.515625,0.3958139224399903,0.6336665143421609,9.142857142857142
10team,2018-2024,WR,R7-8,top12_T,top12,total,53,7,0.1320754716981132,0.06547770200689572,0.2484050880623493,7.571428571428571
10team,2018-2024,WR,R7-8,top12_P,top12,ppg_ge4,50,8,0.16,0.08337321362087696,0.2851448096176598,7.142857142857143
10team,2018-2024,WR,R7-8,top24_T,top24,total,53,13,0.24528301886792453,0.14932762711854577,0.3756681506217008,7.571428571428571
10team,2018-2024,WR,R7-8,top24_P,top24,ppg_ge4,50,18,0.36,0.24138562967182875,0.49859237989698046,7.142857142857143
10team,2018-2024,WR,R7-8,top36_T,top36,total,53,24,0.4528301886792453,0.3265736816014746,0.585462573535608,7.571428571428571
10team,2018-2024,WR,R7-8,top36_P,top36,ppg_ge4,50,26,0.52,0.3851151225880844,0.6520308760449429,7.142857142857143
10team,2018-2024,WR,R7-8,value_T,value,total,53,25,0.4716981132075472,0.343820276089814,0.6034014769924354,7.571428571428571
10team,2018-2024,WR,R7-8,value_P,value,ppg_ge4,50,26,0.52,0.3851151225880844,0.6520308760449429,7.142857142857143
10team,2018-2024,WR,R9+,top12_T,top12,total,235,12,0.05106382978723404,0.02944845756762394,0.08712085029164343,33.57142857142857
10team,2018-2024,WR,R9+,top12_P,top12,ppg_ge4,228,5,0.021929824561403508,0.00940248951543475,0.050300342073029095,32.57142857142857
10team,2018-2024,WR,R9+,top24_T,top24,total,235,38,0.16170212765957448,0.12013375735118312,0.21415306705461554,33.57142857142857
10team,2018-2024,WR,R9+,top24_P,top24,ppg_ge4,228,28,0.12280701754385964,0.08634798362827686,0.1717661770745478,32.57142857142857
10team,2018-2024,WR,R9+,top36_T,top36,total,235,67,0.2851063829787234,0.23120200266951627,0.3459235901920288,33.57142857142857
10team,2018-2024,WR,R9+,top36_P,top36,ppg_ge4,228,60,0.2631578947368421,0.21026327187301833,0.32390143368456925,32.57142857142857
10team,2018-2024,WR,R9+,value_T,value,total,235,116,0.49361702127659574,0.4303128239668396,0.5571265500785527,33.57142857142857
10team,2018-2024,WR,R9+,value_P,value,ppg_ge4,228,110,0.4824561403508772,0.41842368815450526,0.5470699937386494,32.57142857142857
10team,season 2018,RB,R1-2,top12_T,top12,total,13,8,0.6153846153846154,0.35522480972268555,0.8229055341876319,13.0
10team,season 2018,RB,R1-2,top12_P,top12,ppg_ge4,11,9,0.8181818181818182,0.5230138624217553,0.9486333993289995,11.0
10team,season 2018,RB,R1-2,top24_T,top24,total,13,9,0.6923076923076923,0.4236888781333764,0.8731950283838191,13.0
10team,season 2018,RB,R1-2,top24_P,top24,ppg_ge4,11,10,0.9090909090909091,0.6226353745137962,0.9837682477371741,11.0
10team,season 2018,RB,R1-2,top36_T,top36,total,13,10,0.7692307692307693,0.49743126004873084,0.918206209075343,13.0
10team,season 2018,RB,R1-2,top36_P,top36,ppg_ge4,11,11,1.0,0.7411599827511859,1.0,11.0
10team,season 2018,RB,R1-2,value_T,value,total,13,5,0.38461538461538464,0.17709446581236818,0.6447751902773146,13.0
10team,season 2018,RB,R1-2,value_P,value,ppg_ge4,11,7,0.6363636363636364,0.35379677689163724,0.8483377638586862,11.0
10team,season 2019,RB,R1-2,top12_T,top12,total,11,6,0.5454545454545454,0.28008775568998817,0.7872904245601196,11.0
10team,season 2019,RB,R1-2,top12_P,top12,ppg_ge4,11,6,0.5454545454545454,0.28008775568998817,0.7872904245601196,11.0
10team,season 2019,RB,R1-2,top24_T,top24,total,11,9,0.8181818181818182,0.5230138624217553,0.9486333993289995,11.0
10team,season 2019,RB,R1-2,top24_P,top24,ppg_ge4,11,10,0.9090909090909091,0.6226353745137962,0.9837682477371741,11.0
10team,season 2019,RB,R1-2,top36_T,top36,total,11,10,0.9090909090909091,0.6226353745137962,0.9837682477371741,11.0
10team,season 2019,RB,R1-2,top36_P,top36,ppg_ge4,11,11,1.0,0.7411599827511859,1.0,11.0
10team,season 2019,RB,R1-2,value_T,value,total,11,5,0.45454545454545453,0.21270957543988045,0.7199122443100118,11.0
10team,season 2019,RB,R1-2,value_P,value,ppg_ge4,11,5,0.45454545454545453,0.21270957543988045,0.7199122443100118,11.0
10team,season 2020,RB,R1-2,top12_T,top12,total,14,7,0.5,0.2679886791947528,0.7320113208052472,14.0
10team,season 2020,RB,R1-2,top12_P,top12,ppg_ge4,12,7,0.5833333333333334,0.3195073356553728,0.8067425380947535,12.0
10team,season 2020,RB,R1-2,top24_T,top24,total,14,10,0.7142857142857143,0.4535045882751561,0.882788120898909,14.0
10team,season 2020,RB,R1-2,top24_P,top24,ppg_ge4,12,11,0.9166666666666666,0.6461140782014047,0.9851352905492264,12.0
10team,season 2020,RB,R1-2,top36_T,top36,total,14,11,0.7857142857142857,0.5241027622679172,0.9242875166308363,14.0
10team,season 2020,RB,R1-2,top36_P,top36,ppg_ge4,12,12,1.0,0.7574992425007574,1.0,12.0
10team,season 2020,RB,R1-2,value_T,value,total,14,6,0.42857142857142855,0.21380509930400526,0.6740973309713064,14.0
10team,season 2020,RB,R1-2,value_P,value,ppg_ge4,12,5,0.4166666666666667,0.19325746190524656,0.6804926643446272,12.0
10team,season 2021,RB,R1-2,top12_T,top12,total,13,8,0.6153846153846154,0.35522480972268555,0.8229055341876319,13.0
10team,season 2021,RB,R1-2,top12_P,top12,ppg_ge4,13,9,0.6923076923076923,0.4236888781333764,0.8731950283838191,13.0
10team,season 2021,RB,R1-2,top24_T,top24,total,13,11,0.8461538461538461,0.5776482949136899,0.9567427368172621,13.0
10team,season 2021,RB,R1-2,top24_P,top24,ppg_ge4,13,12,0.9230769230769231,0.6668546607175265,0.9862899336203037,13.0
10team,season 2021,RB,R1-2,top36_T,top36,total,13,12,0.9230769230769231,0.6668546607175265,0.9862899336203037,13.0
10team,season 2021,RB,R1-2,top36_P,top36,ppg_ge4,13,13,1.0,0.7718981569447083,1.0,13.0
10team,season 2021,RB,R1-2,value_T,value,total,13,5,0.38461538461538464,0.17709446581236818,0.6447751902773146,13.0
10team,season 2021,RB,R1-2,value_P,value,ppg_ge4,13,7,0.5384615384615384,0.2914343243183205,0.7679424569851186,13.0
10team,season 2022,RB,R1-2,top12_T,top12,total,12,8,0.6666666666666666,0.3906175873976139,0.8618821601026385,12.0
10team,season 2022,RB,R1-2,top12_P,top12,ppg_ge4,12,7,0.5833333333333334,0.3195073356553728,0.8067425380947535,12.0
10team,season 2022,RB,R1-2,top24_T,top24,total,12,11,0.9166666666666666,0.6461140782014047,0.9851352905492264,12.0
10team,season 2022,RB,R1-2,top24_P,top24,ppg_ge4,12,12,1.0,0.7574992425007574,1.0,12.0
10team,season 2022,RB,R1-2,top36_T,top36,total,12,12,1.0,0.7574992425007574,1.0,12.0
10team,season 2022,RB,R1-2,top36_P,top36,ppg_ge4,12,12,1.0,0.7574992425007574,1.0,12.0
10team,season 2022,RB,R1-2,value_T,value,total,12,5,0.4166666666666667,0.19325746190524656,0.6804926643446272,12.0
10team,season 2022,RB,R1-2,value_P,value,ppg_ge4,12,4,0.3333333333333333,0.13811783989736134,0.609382412602386,12.0
10team,season 2023,RB,R1-2,top12_T,top12,total,7,3,0.42857142857142855,0.15821692226262685,0.7495457695909742,7.0
10team,season 2023,RB,R1-2,top12_P,top12,ppg_ge4,6,2,0.3333333333333333,0.09676933255921683,0.7000116786584712,6.0
10team,season 2023,RB,R1-2,top24_T,top24,total,7,5,0.7142857142857143,0.35892909014821267,0.9177828342909844,7.0
10team,season 2023,RB,R1-2,top24_P,top24,ppg_ge4,6,6,1.0,0.6096569663469354,0.9999999999999999,6.0
10team,season 2023,RB,R1-2,top36_T,top36,total,7,6,0.8571428571428571,0.48686549668097007,0.9743210440510253,7.0
10team,season 2023,RB,R1-2,top36_P,top36,ppg_ge4,6,6,1.0,0.6096569663469354,0.9999999999999999,6.0
10team,season 2023,RB,R1-2,value_T,value,total,7,2,0.2857142857142857,0.0822171657090155,0.6410709098517873,7.0
10team,season 2023,RB,R1-2,value_P,value,ppg_ge4,6,2,0.3333333333333333,0.09676933255921683,0.7000116786584712,6.0
10team,season 2024,RB,R1-2,top12_T,top12,total,10,6,0.6,0.3126695474501864,0.8318224187964902,10.0
10team,season 2024,RB,R1-2,top12_P,top12,ppg_ge4,10,6,0.6,0.3126695474501864,0.8318224187964902,10.0
10team,season 2024,RB,R1-2,top24_T,top24,total,10,7,0.7,0.39677321997956516,0.892210712513788,10.0
10team,season 2024,RB,R1-2,top24_P,top24,ppg_ge4,10,7,0.7,0.39677321997956516,0.892210712513788,10.0
10team,season 2024,RB,R1-2,top36_T,top36,total,10,8,0.8,0.49015684672072335,0.9433190520193067,10.0
10team,season 2024,RB,R1-2,top36_P,top36,ppg_ge4,10,8,0.8,0.49015684672072335,0.9433190520193067,10.0
10team,season 2024,RB,R1-2,value_T,value,total,10,6,0.6,0.3126695474501864,0.8318224187964902,10.0
10team,season 2024,RB,R1-2,value_P,value,ppg_ge4,10,5,0.5,0.23658959361548731,0.7634104063845126,10.0
10team,season 2018,RB,R3-4,top12_T,top12,total,7,1,0.14285714285714285,0.02567895594897479,0.51313450331903,7.0
10team,season 2018,RB,R3-4,top12_P,top12,ppg_ge4,6,1,0.16666666666666666,0.03005258587173032,0.563509436563646,6.0
10team,season 2018,RB,R3-4,top24_T,top24,total,7,3,0.42857142857142855,0.15821692226262685,0.7495457695909742,7.0
10team,season 2018,RB,R3-4,top24_P,top24,ppg_ge4,6,3,0.5,0.18761280689940868,0.8123871931005913,6.0
10team,season 2018,RB,R3-4,top36_T,top36,total,7,3,0.42857142857142855,0.15821692226262685,0.7495457695909742,7.0
10team,season 2018,RB,R3-4,top36_P,top36,ppg_ge4,6,4,0.6666666666666666,0.29998832134152864,0.9032306674407831,6.0
10team,season 2018,RB,R3-4,value_T,value,total,7,1,0.14285714285714285,0.02567895594897479,0.51313450331903,7.0
10team,season 2018,RB,R3-4,value_P,value,ppg_ge4,6,1,0.16666666666666666,0.03005258587173032,0.563509436563646,6.0
10team,season 2019,RB,R3-4,top12_T,top12,total,10,4,0.4,0.16817758120350967,0.6873304525498135,10.0
10team,season 2019,RB,R3-4,top12_P,top12,ppg_ge4,10,4,0.4,0.16817758120350967,0.6873304525498135,10.0
10team,season 2019,RB,R3-4,top24_T,top24,total,10,7,0.7,0.39677321997956516,0.892210712513788,10.0
10team,season 2019,RB,R3-4,top24_P,top24,ppg_ge4,10,7,0.7,0.39677321997956516,0.892210712513788,10.0
10team,season 2019,RB,R3-4,top36_T,top36,total,10,8,0.8,0.49015684672072335,0.9433190520193067,10.0
10team,season 2019,RB,R3-4,top36_P,top36,ppg_ge4,10,9,0.9,0.5958436145024278,0.9821242504842788,10.0
10team,season 2019,RB,R3-4,value_T,value,total,10,4,0.4,0.16817758120350967,0.6873304525498135,10.0
10team,season 2019,RB,R3-4,value_P,value,ppg_ge4,10,4,0.4,0.16817758120350967,0.6873304525498135,10.0
10team,season 2020,RB,R3-4,top12_T,top12,total,8,1,0.125,0.02241690886329617,0.4708948057698615,8.0
10team,season 2020,RB,R3-4,top12_P,top12,ppg_ge4,8,2,0.25,0.07147768885802763,0.5907301208974108,8.0
10team,season 2020,RB,R3-4,top24_T,top24,total,8,4,0.5,0.21521252682444186,0.7847874731755582,8.0
10team,season 2020,RB,R3-4,top24_P,top24,ppg_ge4,8,4,0.5,0.21521252682444186,0.7847874731755582,8.0
10team,season 2020,RB,R3-4,top36_T,top36,total,8,7,0.875,0.5291051942301386,0.9775830911367038,8.0
10team,season 2020,RB,R3-4,top36_P,top36,ppg_ge4,8,7,0.875,0.5291051942301386,0.9775830911367038,8.0
10team,season 2020,RB,R3-4,value_T,value,total,8,2,0.25,0.07147768885802763,0.5907301208974108,8.0
10team,season 2020,RB,R3-4,value_P,value,ppg_ge4,8,3,0.375,0.13684175946152105,0.6942621454161981,8.0
10team,season 2021,RB,R3-4,top12_T,top12,total,7,1,0.14285714285714285,0.02567895594897479,0.51313450331903,7.0
10team,season 2021,RB,R3-4,top12_P,top12,ppg_ge4,7,1,0.14285714285714285,0.02567895594897479,0.51313450331903,7.0
10team,season 2021,RB,R3-4,top24_T,top24,total,7,4,0.5714285714285714,0.2504542304090258,0.8417830777373732,7.0
10team,season 2021,RB,R3-4,top24_P,top24,ppg_ge4,7,4,0.5714285714285714,0.2504542304090258,0.8417830777373732,7.0
10team,season 2021,RB,R3-4,top36_T,top36,total,7,4,0.5714285714285714,0.2504542304090258,0.8417830777373732,7.0
10team,season 2021,RB,R3-4,top36_P,top36,ppg_ge4,7,6,0.8571428571428571,0.48686549668097007,0.9743210440510253,7.0
10team,season 2021,RB,R3-4,value_T,value,total,7,2,0.2857142857142857,0.0822171657090155,0.6410709098517873,7.0
10team,season 2021,RB,R3-4,value_P,value,ppg_ge4,7,3,0.42857142857142855,0.15821692226262685,0.7495457695909742,7.0
10team,season 2022,RB,R3-4,top12_T,top12,total,8,1,0.125,0.02241690886329617,0.4708948057698615,8.0
10team,season 2022,RB,R3-4,top12_P,top12,ppg_ge4,8,1,0.125,0.02241690886329617,0.4708948057698615,8.0
10team,season 2022,RB,R3-4,top24_T,top24,total,8,5,0.625,0.30573785458380187,0.863158240538479,8.0
10team,season 2022,RB,R3-4,top24_P,top24,ppg_ge4,8,4,0.5,0.21521252682444186,0.7847874731755582,8.0
10team,season 2022,RB,R3-4,top36_T,top36,total,8,6,0.75,0.40926987910258916,0.9285223111419724,8.0
10team,season 2022,RB,R3-4,top36_P,top36,ppg_ge4,8,7,0.875,0.5291051942301386,0.9775830911367038,8.0
10team,season 2022,RB,R3-4,value_T,value,total,8,2,0.25,0.07147768885802763,0.5907301208974108,8.0
10team,season 2022,RB,R3-4,value_P,value,ppg_ge4,8,2,0.25,0.07147768885802763,0.5907301208974108,8.0
10team,season 2023,RB,R3-4,top12_T,top12,total,9,4,0.4444444444444444,0.188775429471914,0.7333526542559703,9.0
10team,season 2023,RB,R3-4,top12_P,top12,ppg_ge4,9,5,0.5555555555555556,0.2666473457440297,0.811224570528086,9.0
10team,season 2023,RB,R3-4,top24_T,top24,total,9,5,0.5555555555555556,0.2666473457440297,0.811224570528086,9.0
10team,season 2023,RB,R3-4,top24_P,top24,ppg_ge4,9,6,0.6666666666666666,0.35419734749908977,0.879418401317257,9.0
10team,season 2023,RB,R3-4,top36_T,top36,total,9,8,0.8888888888888888,0.5649937852319399,0.9801096286728695,9.0
10team,season 2023,RB,R3-4,top36_P,top36,ppg_ge4,9,9,1.0,0.7008472464490407,1.0,9.0
10team,season 2023,RB,R3-4,value_T,value,total,9,4,0.4444444444444444,0.188775429471914,0.7333526542559703,9.0
10team,season 2023,RB,R3-4,value_P,value,ppg_ge4,9,5,0.5555555555555556,0.2666473457440297,0.811224570528086,9.0
10team,season 2024,RB,R3-4,top12_T,top12,total,7,4,0.5714285714285714,0.2504542304090258,0.8417830777373732,7.0
10team,season 2024,RB,R3-4,top12_P,top12,ppg_ge4,7,6,0.8571428571428571,0.48686549668097007,0.9743210440510253,7.0
10team,season 2024,RB,R3-4,top24_T,top24,total,7,6,0.8571428571428571,0.48686549668097007,0.9743210440510253,7.0
10team,season 2024,RB,R3-4,top24_P,top24,ppg_ge4,7,7,1.0,0.6456611570247934,1.0,7.0
10team,season 2024,RB,R3-4,top36_T,top36,total,7,7,1.0,0.6456611570247934,1.0,7.0
10team,season 2024,RB,R3-4,top36_P,top36,ppg_ge4,7,7,1.0,0.6456611570247934,1.0,7.0
10team,season 2024,RB,R3-4,value_T,value,total,7,5,0.7142857142857143,0.35892909014821267,0.9177828342909844,7.0
10team,season 2024,RB,R3-4,value_P,value,ppg_ge4,7,4,0.5714285714285714,0.2504542304090258,0.8417830777373732,7.0
10team,season 2018,RB,R5-6,top12_T,top12,total,7,0,0.0,0.0,0.35433884297520657,7.0
10team,season 2018,RB,R5-6,top12_P,top12,ppg_ge4,7,0,0.0,0.0,0.35433884297520657,7.0
10team,season 2018,RB,R5-6,top24_T,top24,total,7,1,0.14285714285714285,0.02567895594897479,0.51313450331903,7.0
10team,season 2018,RB,R5-6,top24_P,top24,ppg_ge4,7,2,0.2857142857142857,0.0822171657090155,0.6410709098517873,7.0
10team,season 2018,RB,R5-6,top36_T,top36,total,7,3,0.42857142857142855,0.15821692226262685,0.7495457695909742,7.0
10team,season 2018,RB,R5-6,top36_P,top36,ppg_ge4,7,4,0.5714285714285714,0.2504542304090258,0.8417830777373732,7.0
10team,season 2018,RB,R5-6,value_T,value,total,7,2,0.2857142857142857,0.0822171657090155,0.6410709098517873,7.0
10team,season 2018,RB,R5-6,value_P,value,ppg_ge4,7,3,0.42857142857142855,0.15821692226262685,0.7495457695909742,7.0
10team,season 2019,RB,R5-6,top12_T,top12,total,8,1,0.125,0.02241690886329617,0.4708948057698615,8.0
10team,season 2019,RB,R5-6,top12_P,top12,ppg_ge4,8,1,0.125,0.02241690886329617,0.4708948057698615,8.0
10team,season 2019,RB,R5-6,top24_T,top24,total,8,6,0.75,0.40926987910258916,0.9285223111419724,8.0
10team,season 2019,RB,R5-6,top24_P,top24,ppg_ge4,8,5,0.625,0.30573785458380187,0.863158240538479,8.0
10team,season 2019,RB,R5-6,top36_T,top36,total,8,7,0.875,0.5291051942301386,0.9775830911367038,8.0
10team,season 2019,RB,R5-6,top36_P,top36,ppg_ge4,8,6,0.75,0.40926987910258916,0.9285223111419724,8.0
10team,season 2019,RB,R5-6,value_T,value,total,8,3,0.375,0.13684175946152105,0.6942621454161981,8.0
10team,season 2019,RB,R5-6,value_P,value,ppg_ge4,8,2,0.25,0.07147768885802763,0.5907301208974108,8.0
10team,season 2020,RB,R5-6,top12_T,top12,total,7,2,0.2857142857142857,0.0822171657090155,0.6410709098517873,7.0
10team,season 2020,RB,R5-6,top12_P,top12,ppg_ge4,7,1,0.14285714285714285,0.02567895594897479,0.51313450331903,7.0
10team,season 2020,RB,R5-6,top24_T,top24,total,7,3,0.42857142857142855,0.15821692226262685,0.7495457695909742,7.0
10team,season 2020,RB,R5-6,top24_P,top24,ppg_ge4,7,3,0.42857142857142855,0.15821692226262685,0.7495457695909742,7.0
10team,season 2020,RB,R5-6,top36_T,top36,total,7,4,0.5714285714285714,0.2504542304090258,0.8417830777373732,7.0
10team,season 2020,RB,R5-6,top36_P,top36,ppg_ge4,7,4,0.5714285714285714,0.2504542304090258,0.8417830777373732,7.0
10team,season 2020,RB,R5-6,value_T,value,total,7,3,0.42857142857142855,0.15821692226262685,0.7495457695909742,7.0
10team,season 2020,RB,R5-6,value_P,value,ppg_ge4,7,2,0.2857142857142857,0.0822171657090155,0.6410709098517873,7.0
10team,season 2021,RB,R5-6,top12_T,top12,total,7,0,0.0,0.0,0.35433884297520657,7.0
10team,season 2021,RB,R5-6,top12_P,top12,ppg_ge4,6,0,0.0,0.0,0.3903430336530645,6.0
10team,season 2021,RB,R5-6,top24_T,top24,total,7,2,0.2857142857142857,0.0822171657090155,0.6410709098517873,7.0
10team,season 2021,RB,R5-6,top24_P,top24,ppg_ge4,6,3,0.5,0.18761280689940868,0.8123871931005913,6.0
10team,season 2021,RB,R5-6,top36_T,top36,total,7,5,0.7142857142857143,0.35892909014821267,0.9177828342909844,7.0
10team,season 2021,RB,R5-6,top36_P,top36,ppg_ge4,6,4,0.6666666666666666,0.29998832134152864,0.9032306674407831,6.0
10team,season 2021,RB,R5-6,value_T,value,total,7,2,0.2857142857142857,0.0822171657090155,0.6410709098517873,7.0
10team,season 2021,RB,R5-6,value_P,value,ppg_ge4,6,1,0.16666666666666666,0.03005258587173032,0.563509436563646,6.0
10team,season 2022,RB,R5-6,top12_T,top12,total,6,1,0.16666666666666666,0.03005258587173032,0.563509436563646,6.0
10team,season 2022,RB,R5-6,top12_P,top12,ppg_ge4,6,2,0.3333333333333333,0.09676933255921683,0.7000116786584712,6.0
10team,season 2022,RB,R5-6,top24_T,top24,total,6,1,0.16666666666666666,0.03005258587173032,0.563509436563646,6.0
10team,season 2022,RB,R5-6,top24_P,top24,ppg_ge4,6,2,0.3333333333333333,0.09676933255921683,0.7000116786584712,6.0
10team,season 2022,RB,R5-6,top36_T,top36,total,6,2,0.3333333333333333,0.09676933255921683,0.7000116786584712,6.0
10team,season 2022,RB,R5-6,top36_P,top36,ppg_ge4,6,2,0.3333333333333333,0.09676933255921683,0.7000116786584712,6.0
10team,season 2022,RB,R5-6,value_T,value,total,6,2,0.3333333333333333,0.09676933255921683,0.7000116786584712,6.0
10team,season 2022,RB,R5-6,value_P,value,ppg_ge4,6,2,0.3333333333333333,0.09676933255921683,0.7000116786584712,6.0
