pos,arm,n,mean_resid,sd_resid,skew,kurtosis,shapiro_p,abs_resid_slope,calib_slope,calib_intercept
WR,mu_hat,568,-0.4091426351530801,3.75708440903116,-0.03374261150801513,0.3954899466453212,0.184692762117559,0.010699798363520389,0.6668536219343812,3.982321564979081
WR,mu_cal,568,-0.0050526216606961724,3.609111469493601,0.011150120136594244,-0.013128688089961038,0.851612785992721,0.01663035173417892,0.9765815544702738,0.29418115142212936
WR,ridge_P1,568,-0.00184830830689059,3.510247488131175,0.14510203743007494,-0.11464340339562096,0.3657982987864273,-0.00865426511847318,0.9988387581352234,0.012985966008391473
RB,mu_hat,489,-0.3081324582130673,4.4849143904515945,0.42558675103254634,0.7214295595141142,0.0006332310857298161,0.01076568999157141,0.6049852037577209,4.383496365443994
RB,mu_cal,489,0.007481217581978616,4.175052251285101,0.47589946294507246,0.36746430494320004,0.00018812314199948064,0.008906117588791056,0.9835448240979355,0.19772744988325128
RB,ridge_P1,489,-0.005701151085266681,4.0753616883115935,0.41607525326181183,0.02675737559438618,0.0002841917727206934,0.04879683612624684,0.950977825635839,0.5617141004536091
