term,beta,se_cluster,t,p_cluster,fdr_survivor,holdout_mse_survivors,holdout_mse_full,holdout_mse_zero,final_survivor
teammate,0.3862444611474196,0.7292879784317279,0.5296185767082102,0.6091905641446342,False,,9.720558201745137,9.335584903911947,False
duo_c,-2.711857626610984,9.479884605686998,-0.2860644131663941,0.7813041328605015,False,,9.720558201745137,9.335584903911947,False
tm_x_duo,2.050298929847789,11.882197745960287,0.17255216363865433,0.8668214612794582,False,,9.720558201745137,9.335584903911947,False
