pos,sample,route,term,est,se,ci_lo,ci_hi,mult,mult_lo,mult_hi,n,n_player_seasons
TE,primary_gate_2,A_harvey,rookie,-0.06751046826474058,0.10144969703591068,-0.2663482206976254,0.13132728416814424,0.9347179356900035,0.7661722839962654,1.140340935779452,8801,1228
TE,primary_gate_2,A_harvey,soph,-0.16507937024611893,0.1027273755280437,-0.3664213265074059,0.03626258601516805,0.8478264092265798,0.6932106716419326,1.0369280935613268,8801,1228
TE,primary_gate_2,B_gammaGLM,rookie,-0.2207105625044043,0.09059467562362891,-0.3982728639178057,-0.043148261091002865,0.8019487607430881,0.6714787803316298,0.9577693796068283,8980,1228
TE,primary_gate_2,B_gammaGLM,soph,-0.15968209789112026,0.08424047200345962,-0.32479038905855584,0.0054261932763153276,0.8524147303379274,0.7226788191547481,1.0054409417269659,8980,1228
TE,sens_gate_median_3,A_harvey,rookie,0.0029594113856625595,0.08943448864977238,-0.17232896534364756,0.17824778811497266,1.0029637947665466,0.8417022367541933,1.195121421432411,7279,778
TE,sens_gate_median_3,A_harvey,soph,-0.1570270978760217,0.10756377184847077,-0.36784821674030777,0.05379402098826436,0.8546808984668636,0.692222241463612,1.0552672168689978,7279,778
TE,sens_gate_median_3,B_gammaGLM,rookie,-0.19190885391061013,0.08672008239435584,-0.3618770921398936,-0.02194061568132666,0.8253820954135598,0.6963679516769875,0.9782983289059823,7336,778
TE,sens_gate_median_3,B_gammaGLM,soph,-0.14383542416109035,0.08457330910218605,-0.30959606405474854,0.021925215732567838,0.8660302639887612,0.7337432816580615,1.0221673395763529,7336,778
