pos,gsis_id,season,mean_t,mean_t1,p25_t,p25_t1,p90_t,p90_t1,iqr_t,iqr_t1,sd_t,sd_t1,bust_t,bust_t1,boom_t,boom_t1
WR,00-0038393,2024,6.90625,6.175,2.8,2.875,12.7,8.34,7.2,2.9749999999999996,6.486546975600089,7.216159265527233,0.4857333247158306,0.6464831720443792,0.1362113804834497,0.11215272502107379
RB,00-0038542,2023,15.375,20.099999999999998,11.425,14.5,23.65,27.060000000000002,8.5,10.3,7.170913470402499,6.6365465416886815,0.07494243114646144,0.029098532342942064,0.47102377748408797,0.6980200699973086
RB,00-0038542,2024,20.099999999999998,21.811764705882354,14.5,14.7,27.060000000000002,32.5,10.3,15.100000000000001,6.6365465416886815,10.258404015302597,0.029098532342942064,0.03705889558379811,0.6980200699973086,0.673407185067635
WR,00-0038543,2023,8.811764705882354,14.882352941176473,6.1,6.9,13.84,23.82,6.200000000000001,12.799999999999999,4.181190373706568,8.798454075441155,0.3960949264851804,0.30392478375119686,0.06112777156615416,0.20041245802973243
WR,00-0038543,2024,14.882352941176473,21.170588235294115,6.9,18.3,23.82,28.94,12.799999999999999,8.0,8.798454075441155,7.481206846649339,0.30392478375119686,0.16633497116959553,0.20041245802973243,0.4398507648187873
WR,00-0038544,2023,5.529411764705881,11.646666666666668,2.9,5.0,11.020000000000001,22.060000000000002,7.1,10.65,4.065366635661898,8.700727938894921,0.6263297255402015,0.3748400046573928,0.06112777156615416,0.18634947770568255
WR,00-0038544,2024,11.646666666666668,13.169230769230772,5.0,9.2,22.060000000000002,23.12,10.65,6.700000000000001,8.700727938894921,7.442936765303577,0.3748400046573928,0.29044087788545936,0.18634947770568255,0.19893798036265212
RB,00-0038555,2023,2.2181818181818183,8.6,0.65,2.8499999999999996,7.0,19.559999999999995,2.0000000000000004,8.049999999999999,2.67873783032912,7.729997227868657,0.5834609109801698,0.23505477485789872,0.09901982312076976,0.1866350761419916
RB,00-0038555,2024,8.6,5.844444444444445,2.8499999999999996,1.9,19.559999999999995,11.840000000000002,8.049999999999999,7.799999999999999,7.729997227868657,5.680913463324167,0.23505477485789872,0.32913667426383936,0.1866350761419916,0.19087780733977594
WR,00-0038559,2023,8.807692307692308,8.300000000000002,3.9,5.25,15.5,13.94,6.699999999999999,6.4,7.314080204015351,4.044926275153673,0.42907912325038106,0.5071568998561541,0.11815372740375063,0.11593776983777573
WR,00-0038559,2024,8.300000000000002,12.976470588235294,5.25,6.6,13.94,26.480000000000004,6.4,13.299999999999999,4.044926275153673,10.602919964080927,0.5071568998561541,0.401847664505746,0.11593776983777573,0.20686899354912902
WR,00-0038563,2024,7.2125,9.511764705882355,3.675,5.0,15.3,13.92,4.825,6.1,5.944170814055284,8.93790260302586,0.6124608235218207,0.4803518956177961,0.1362113804834497,0.09037810791429987
RB,00-0038597,2024,15.9375,16.623529411764707,10.775,11.8,25.3,26.94,11.824999999999998,7.199999999999999,7.5090944860216,7.3461324358267515,0.07880342136301831,0.03705889558379811,0.5816426247033707,0.5351859268363864
WR,00-0038606,2024,8.969999999999999,12.313333333333333,4.625,6.65,13.319999999999995,19.419999999999998,6.300000000000001,11.35,6.341407134417758,6.971766190107339,0.4243057354809065,0.3508897645660412,0.15794345290281372,0.09798790659478625
WR,00-0038608,2024,8.557142857142859,10.136363636363637,4.0,3.95,18.820000000000007,16.5,5.0,10.95,6.929836748628164,7.658103254366936,0.5305574723445311,0.47429897892229717,0.16679365034378987,0.11783045634248392
RB,00-0038705,2023,6.663636363636365,5.655555555555555,2.2,2.5,12.7,12.32,9.55,3.0,5.224035361149984,4.921918099458562,0.3765978623233727,0.2649966548009485,0.16492093723534543,0.1960097015744749
RB,00-0038705,2024,5.655555555555555,5.300000000000001,2.5,2.55,12.32,10.1,3.0,5.2,4.921918099458562,4.213549572510095,0.2649966548009485,0.28974275451694076,0.1960097015744749,0.10289216972079389
TE,00-0038933,2023,9.39375,7.753846153846155,5.925,5.4,16.1,12.700000000000001,9.5,4.299999999999999,5.715647382405601,3.4197015914197793,0.1571679941602824,0.0921545185334484,0.3818054646251696,0.26668282727936304
TE,00-0038933,2024,7.753846153846155,11.463636363636365,5.4,7.050000000000001,12.700000000000001,17.6,4.299999999999999,8.75,3.4197015914197793,5.943109073081653,0.0921545185334484,0.08442118873896397,0.26668282727936304,0.42669115595506835
TE,00-0038935,2024,7.854545454545455,10.43636363636364,3.45,7.050000000000001,12.4,14.9,6.999999999999999,6.85,5.128228473140337,4.463915932737248,0.15736409517159683,0.06342245763094076,0.2891225928069308,0.42669115595506835
WR,00-0038977,2023,16.5,10.0,6.875,6.3999999999999995,28.97,18.67,17.3,6.525000000000001,9.789336602196858,6.4057666327962774,0.31269893395433856,0.34599468717872417,0.29635890299738593,0.14275897350643035
WR,00-0038994,2023,13.83125,14.166666666666668,9.275,6.55,25.25,27.279999999999998,7.475,10.95,8.27757764485883,10.38911976655431,0.2704053933315861,0.3307343729244724,0.18444304373521125,0.18634947770568255
WR,00-0038994,2024,14.166666666666668,10.216666666666667,6.55,7.925000000000001,27.279999999999998,15.370000000000001,10.95,4.549999999999999,10.38911976655431,5.322137870738743,0.3307343729244724,0.30462510051506014,0.18634947770568255,0.11215272502107379
TE,00-0038996,2023,7.849999999999999,10.20625,5.425,5.625,11.29,17.05,4.875000000000001,7.65,4.259173107019197,5.892760388816093,0.15436670409463926,0.05899682395104557,0.2718855006403656,0.3779128650949717
TE,00-0038996,2024,10.20625,14.65,5.625,8.9,17.05,27.069999999999997,7.65,9.799999999999999,5.892760388816093,9.870446508933336,0.05899682395104557,0.06768644607318643,0.3779128650949717,0.43479276173326425
WR,00-0038997,2023,9.693750000000001,13.107142857142856,6.0,5.825,14.95,21.39,7.25,13.575,5.145025915062689,7.161055389096936,0.5117535408351648,0.34599468717872417,0.10387452038607596,0.16679365034378987
WR,00-0038997,2024,13.107142857142856,8.65,5.825,5.4,21.39,14.55,13.575,6.1,7.161055389096936,4.736383993441973,0.34599468717872417,0.4591212608467558,0.16679365034378987,0.05363029280457695
RB,00-0039032,2023,9.047058823529412,10.299999999999999,4.9,4.199999999999999,17.259999999999998,21.6,6.799999999999999,8.400000000000002,5.474271372413276,7.933473388119481,0.07128712153352486,0.16757073598282896,0.2126427863078192,0.23714424537230647
RB,00-0039032,2024,10.299999999999999,8.592307692307692,4.199999999999999,6.5,21.6,15.700000000000005,8.400000000000002,2.6999999999999993,7.933473388119481,5.551645632672283,0.16757073598282896,0.1518762560733844,0.23714424537230647,0.20423548602481822
RB,00-0039040,2023,17.336363636363632,17.64117647058824,6.6499999999999995,10.2,27.0,30.1,17.85,12.8,14.642422800019997,9.233164329167534,0.16973481366657564,0.0751726252089773,0.428525393693648,0.6017750348484706
RB,00-0039040,2024,17.64117647058824,20.175,10.2,16.575000000000003,30.1,28.6,12.8,3.875,9.233164329167534,7.015364091288015,0.0751726252089773,0.03876589026081976,0.6017750348484706,0.8025302718706776
WR,00-0039064,2023,13.619999999999997,12.84375,9.4,6.875,21.32,22.25,9.249999999999998,11.75,6.195297756017404,7.800168267415774,0.18268423465245015,0.3167633263078437,0.15020987601201602,0.18207604917753872
WR,00-0039064,2024,12.84375,14.311764705882354,6.875,11.4,22.25,23.96,11.75,4.4,7.800168267415774,7.483054385822442,0.3167633263078437,0.20558708672562062,0.18207604917753872,0.20686899354912902
