year,name,pos_adp,adp,pid,total,games,touches,pos,ppg,rank_T,rank_P,pos_eff,round12,round10,bin12,bin10,hit_pos_T,hit_pos_P,tier_T,tier_P,hit24_T,hit24_P,hit36_T,hit36_P,elig_P,hit_val_T_12,hit_val_P_12,hit_val_T_10,hit_val_P_10,hit_val_T,hit_val_P,board_team,fr,wt17,proj_rank,top10_proj,ppg_team,real_rank,top10_real,hit12,hit24,band1324,ladp,own_pts,pts_tot,gms,top10_real_loo,g_all,g_last,g_last2,g_ex_last2,rb_rank_on_team,is_lead,n_rb_drafted,birth_date,rookie_season,draft_round,age,exp
2017,Carlos Hyde,RB,35.2,00-0031045,233.8,16,88.0,RB,14.6125,8.0,12.0,RB,3,4,R3-4,R3-4,1,1.0,1-12,1-12,1,1.0,1,1.0,True,1,1.0,1,1.0,1,1.0,SF,SF,5.182922222686352,31.0,0,20.6875,20.0,0,1,1,0,3.5610460826040513,48.0,331.0,16,0,16.0,1.0,2.0,14.0,1.0,True,1.0,1990-09-20,2014,2.0,27,3
2017,Lamar Miller,RB,35.2,00-0029615,193.5,16,45.0,RB,12.09375,16.0,19.0,RB,3,4,R3-4,R3-4,0,0.0,13-24,13-24,1,1.0,1,1.0,True,0,0.0,1,0.0,0,0.0,HOU,HOU,8.881101184865114,16.0,0,21.125,17.0,0,0,1,1,3.5610460826040513,36.0,338.0,16,0,16.0,1.0,2.0,14.0,1.0,True,2.0,1991-04-25,2012,4.0,26,5
2017,Marshawn Lynch,RB,36.4,00-0025399,164.2,15,31.0,RB,10.946666666666664,24.0,25.0,RB,4,4,R3-4,R3-4,0,0.0,13-24,25-36,1,0.0,1,1.0,True,0,0.0,0,0.0,0,0.0,LV,LV,9.943601184865114,6.0,1,18.8125,23.0,0,0,1,1,3.594568774642695,42.0,301.0,16,0,15.0,1.0,2.0,13.0,1.0,True,2.0,1986-04-22,2007,1.0,31,10
2017,Kelvin Benjamin,WR,38.6,00-0031359,132.1,14,77.0,WR,9.435714285714283,49.0,53.0,WR,4,4,R3-4,R3-4,0,0.0,none,none,0,0.0,0,0.0,True,0,0.0,0,0.0,0,0.0,BUF,BUF,6.3514056461895505,27.0,0,18.875,22.0,0,0,0,0,3.653252276470785,18.0,302.0,16,0,14.0,1.0,2.0,12.0,,False,1.0,1991-02-05,2014,1.0,26,3
2017,Alshon Jeffery,WR,39.1,00-0029137,195.9,16,120.0,WR,12.24375,21.0,25.0,WR,4,4,R3-4,R3-4,0,0.0,13-24,25-36,1,0.0,1,1.0,True,1,0.0,1,0.0,1,0.0,PHI,PHI,9.181398815134886,14.0,0,28.5625,3.0,1,0,1,1,3.66612246699132,60.0,457.0,16,1,16.0,1.0,2.0,14.0,,False,4.0,1990-02-14,2012,2.0,27,5
2017,Martavis Bryant,WR,40.9,00-0031373,132.5,15,84.0,WR,8.833333333333334,48.0,57.0,WR,4,5,R3-4,R5-6,0,0.0,none,none,0,0.0,0,0.0,True,0,0.0,0,0.0,0,0.0,PIT,PIT,11.711094353810449,2.0,1,25.375,8.0,1,0,0,0,3.711130063048756,20.0,406.0,16,1,15.0,1.0,2.0,13.0,,False,1.0,1991-12-20,2014,4.0,26,3
2017,Joe Mixon,RB,42.5,00-0033897,141.3,14,34.0,RB,10.092857142857143,34.0,29.0,RB,4,5,R3-4,R5-6,0,0.0,25-36,25-36,0,0.0,1,1.0,True,0,0.0,0,0.0,0,0.0,CIN,CIN,8.60119392387092,18.0,0,18.125,26.0,0,0,0,0,3.7495040759303713,24.0,290.0,16,0,14.0,1.0,2.0,12.0,1.0,True,3.0,1996-07-24,2017,2.0,21,0
2017,Michael Crabtree,WR,43.7,00-0026986,171.8,13,101.0,WR,13.215384615384616,30.0,21.0,WR,4,5,R3-4,R5-6,0,0.0,25-36,13-24,0,1.0,1,1.0,True,0,1.0,1,1.0,0,1.0,LV,LV,9.943601184865114,6.0,1,18.8125,23.0,0,0,0,0,3.7773481021015445,52.0,301.0,16,0,13.0,1.0,2.0,11.0,,False,2.0,1987-09-14,2009,1.0,30,8
2017,Davante Adams,WR,44.9,00-0031381,222.5,14,117.0,WR,15.892857142857142,14.0,9.0,WR,4,5,R3-4,R5-6,0,1.0,13-24,1-12,1,1.0,1,1.0,True,1,1.0,1,1.0,1,1.0,GB,GB,10.72619392387092,4.0,1,20.0,21.0,0,0,1,1,3.8044377947482086,60.0,320.0,16,0,14.0,0.0,0.0,14.0,,False,2.0,1992-12-24,2014,2.0,25,3
2017,Tyreek Hill,WR,45.5,00-0033040,245.2,15,105.0,WR,16.346666666666668,8.0,5.0,WR,4,5,R3-4,R5-6,1,1.0,1-12,1-12,1,1.0,1,1.0,True,1,1.0,1,1.0,1,1.0,KC,KC,9.692077777313648,10.0,1,25.9375,6.0,1,1,1,0,3.817712325956905,42.0,415.0,16,1,15.0,0.0,1.0,14.0,,False,2.0,1994-03-01,2016,5.0,23,1
2017,Golden Tate,WR,47.8,00-0027891,224.5,16,120.0,WR,14.03125,12.0,16.0,WR,4,5,R3-4,R5-6,1,0.0,1-12,13-24,1,1.0,1,1.0,True,1,1.0,1,1.0,1,1.0,DET,DET,7.5386939238709205,24.0,0,25.625,7.0,1,1,1,0,3.86702563949741,30.0,410.0,16,1,16.0,1.0,2.0,14.0,,False,2.0,1988-08-02,2010,2.0,29,7
2017,Larry Fitzgerald,WR,48.4,00-0022921,261.44,16,161.0,WR,16.34,4.0,6.0,WR,5,5,R5-6,R5-6,1,1.0,1-12,1-12,1,1.0,1,1.0,True,1,1.0,1,1.0,1,1.0,ARI,ARI,9.702451138982779,8.0,1,18.4375,25.0,0,1,1,0,3.879499813722586,38.0,295.0,16,0,16.0,1.0,2.0,14.0,,False,2.0,1983-08-31,2004,1.0,34,13
2017,Bilal Powell,RB,48.6,00-0028064,145.2,15,33.0,RB,9.68,30.0,33.0,RB,5,5,R5-6,R5-6,0,0.0,25-36,25-36,0,0.0,1,1.0,True,1,0.0,0,0.0,1,0.0,NYJ,NYJ,3.2251767257219393,32.0,0,18.625,24.0,0,0,0,0,3.883623530906448,30.0,298.0,16,0,15.0,1.0,2.0,13.0,1.0,True,2.0,1988-10-27,2011,4.0,29,6
2017,Doug Martin,RB,49.0,00-0029613,76.0,11,18.0,RB,6.909090909090909,65.0,60.0,RB,5,5,R5-6,R5-6,0,0.0,none,none,0,0.0,0,0.0,True,0,0.0,0,0.0,0,0.0,TB,TB,9.181398815134886,15.0,0,20.9375,18.0,0,0,0,0,3.8918202981106265,20.0,335.0,16,0,11.0,1.0,2.0,9.0,1.0,True,2.0,1989-01-13,2012,1.0,28,5
2017,CJ Anderson,RB,51.4,00-0029854,175.1,16,40.0,RB,10.94375,18.0,26.0,RB,5,6,R5-6,R5-6,0,0.0,13-24,25-36,1,0.0,1,1.0,True,1,1.0,1,1.0,1,1.0,DEN,DEN,8.370422222686352,20.0,0,18.0625,27.0,0,0,1,1,3.9396381724611196,26.0,289.0,16,0,16.0,1.0,2.0,14.0,1.0,True,2.0,1991-02-10,2013,,26,4
2017,DeVante Parker,WR,51.9,00-0031547,130.0,13,96.0,WR,10.0,51.0,46.0,WR,5,6,R5-6,R5-6,0,0.0,none,none,0,0.0,0,0.0,True,1,0.0,0,0.0,1,0.0,MIA,MIA,7.692681116817948,23.0,0,17.5625,28.0,0,0,0,0,3.949318790171843,6.0,281.0,16,0,13.0,1.0,2.0,11.0,,False,,1993-01-20,2015,1.0,24,2
2017,Ameer Abdullah,RB,53.0,00-0032104,124.4,14,35.0,RB,8.885714285714284,40.0,43.0,RB,5,6,R5-6,R5-6,0,0.0,none,none,0,0.0,0,0.0,True,0,0.0,0,0.0,0,0.0,DET,DET,7.5386939238709205,24.0,0,25.625,7.0,1,0,0,0,3.970291913552122,30.0,410.0,16,1,14.0,1.0,2.0,12.0,1.0,True,2.0,1993-06-13,2015,2.0,24,2
2017,Stefon Diggs,WR,54.8,00-0031588,198.2,14,95.0,WR,14.157142857142857,19.0,13.0,WR,5,6,R5-6,R5-6,0,0.0,13-24,13-24,1,1.0,1,1.0,True,1,1.0,1,1.0,1,1.0,MIN,MIN,9.32689366677838,13.0,0,23.875,10.0,1,0,1,1,4.00369019395397,48.0,382.0,16,0,14.0,1.0,2.0,12.0,,False,2.0,1993-11-29,2015,5.0,24,2
2017,Allen Robinson II,WR,57.0,00-0031428,2.7,1,1.0,WR,2.7,188.0,,WR,5,6,R5-6,R5-6,0,,none,none,0,,0,,False,0,,0,,0,,JAX,JAX,7.130635189431006,26.0,0,26.0625,5.0,1,0,0,0,4.04305126783455,0.0,417.0,16,1,1.0,0.0,0.0,1.0,,False,1.0,1993-08-24,2014,2.0,24,3
2017,Mark Ingram II,RB,57.6,00-0027966,278.0,16,71.0,RB,17.375,6.0,8.0,RB,5,6,R5-6,R5-6,1,1.0,1-12,1-12,1,1.0,1,1.0,True,1,1.0,1,1.0,1,1.0,NO,NO,8.370422222686352,21.0,0,28.0,4.0,1,1,1,0,4.053522567701846,72.0,448.0,16,1,16.0,1.0,2.0,14.0,1.0,True,3.0,1989-12-21,2011,1.0,28,6
2017,Jamison Crowder,WR,61.2,00-0031941,166.29999999999998,15,103.0,WR,11.086666666666666,32.0,39.0,WR,6,7,R5-6,R7-8,0,0.0,25-36,none,0,0.0,1,0.0,True,1,1.0,1,1.0,1,1.0,WAS,WAS,7.5386939238709205,25.0,0,21.375,16.0,0,0,0,0,4.11414718951828,18.0,342.0,16,0,15.0,1.0,2.0,13.0,,False,2.0,1993-06-17,2015,4.0,24,2
2017,Danny Woodhead,RB,61.7,00-0026019,58.599999999999994,8,39.0,RB,7.324999999999999,74.0,57.0,RB,6,7,R5-6,R7-8,0,0.0,none,none,0,0.0,0,0.0,True,0,0.0,0,0.0,0,0.0,BAL,BAL,8.476405646189551,19.0,0,24.6875,9.0,1,0,0,0,4.122283930911342,0.0,395.0,16,1,8.0,1.0,2.0,6.0,1.0,True,2.0,1985-01-25,2008,,32,9
2017,Jarvis Landry,WR,64.0,00-0031382,260.0,16,161.0,WR,16.25,5.0,7.0,WR,6,7,R5-6,R7-8,1,1.0,1-12,1-12,1,1.0,1,1.0,True,1,1.0,1,1.0,1,1.0,MIA,MIA,7.692681116817948,23.0,0,17.5625,28.0,0,1,1,0,4.1588830833596715,54.0,281.0,16,0,16.0,1.0,2.0,14.0,,False,,1992-11-28,2014,2.0,25,3
2017,Brandon Marshall,WR,65.2,00-0024334,33.4,5,33.0,WR,6.68,124.0,75.0,WR,6,7,R5-6,R7-8,0,0.0,none,none,0,0.0,0,0.0,True,0,0.0,0,0.0,0,0.0,NYG,NYG,9.817681116817948,7.0,1,15.375,31.0,0,0,0,0,4.177459468932607,0.0,246.0,16,0,5.0,0.0,0.0,5.0,,False,1.0,1984-03-23,2006,4.0,33,11
2017,Mike Gillislee,RB,65.3,00-0030433,68.8,9,1.0,RB,7.644444444444444,69.0,54.0,RB,6,7,R5-6,R7-8,0,0.0,none,none,0,0.0,0,0.0,True,0,0.0,0,0.0,0,0.0,NE,NE,13.131101184865114,1.0,1,28.625,2.0,1,0,0,0,4.178992036282385,30.0,458.0,16,1,9.0,0.0,1.0,8.0,1.0,True,4.0,1990-11-01,2013,5.0,27,4
2017,Pierre Garcon,WR,66.4,00-0026345,90.0,8,67.0,WR,11.25,75.0,37.0,WR,6,7,R5-6,R7-8,0,0.0,none,none,0,0.0,0,0.0,True,0,1.0,0,1.0,0,1.0,SF,SF,5.182922222686352,31.0,0,20.6875,20.0,0,0,0,0,4.1956970564823886,0.0,331.0,16,0,8.0,0.0,0.0,8.0,,False,1.0,1986-08-08,2008,6.0,31,9
2017,Rob Kelley,RB,67.0,00-0032371,43.2,7,7.0,RB,6.171428571428572,83.0,65.0,RB,6,7,R5-6,R7-8,0,0.0,none,none,0,0.0,0,0.0,True,0,0.0,0,0.0,0,0.0,WAS,WAS,7.5386939238709205,25.0,0,21.375,16.0,0,0,0,0,4.204692619390966,18.0,342.0,16,0,7.0,0.0,0.0,7.0,1.0,True,2.0,1992-10-03,2016,,25,1
2017,Adrian Peterson,RB,69.9,00-0025394,78.9,10,19.0,RB,7.890000000000001,63.0,52.0,RB,6,7,R5-6,R7-8,0,0.0,none,none,0,0.0,0,0.0,True,0,0.0,0,0.0,0,0.0,ARI,ARI,9.702451138982779,8.0,1,18.4375,25.0,0,0,0,0,4.247065649239764,12.0,295.0,16,0,10.0,0.0,0.0,10.0,2.0,False,2.0,1985-03-21,2007,1.0,32,10
2017,Sammy Watkins,WR,70.0,00-0031325,146.3,15,70.0,WR,9.753333333333334,41.0,50.0,WR,6,7,R5-6,R7-8,0,0.0,none,none,0,0.0,0,0.0,True,1,0.0,1,0.0,1,0.0,LAR,LA,5.795131071735088,28.0,0,29.875,1.0,1,0,0,0,4.248495242049359,48.0,478.0,16,1,15.0,0.0,1.0,14.0,,False,1.0,1993-06-14,2014,1.0,24,3
2017,Tevin Coleman,RB,73.2,00-0032058,167.7,15,39.0,RB,11.18,22.0,23.0,RB,7,8,R7-8,R7-8,0,0.0,13-24,13-24,1,1.0,1,1.0,True,1,1.0,1,1.0,1,1.0,ATL,ATL,10.09375,5.0,1,22.0625,15.0,0,0,1,1,4.293195420967266,48.0,353.0,16,0,15.0,1.0,2.0,13.0,2.0,False,2.0,1993-04-16,2015,3.0,24,2
2017,Emmanuel Sanders,WR,73.9,00-0027685,114.5,12,92.0,WR,9.541666666666666,60.0,52.0,WR,7,8,R7-8,R7-8,0,0.0,none,none,0,0.0,0,0.0,True,0,0.0,0,0.0,0,0.0,DEN,DEN,8.370422222686352,20.0,0,18.0625,27.0,0,0,0,0,4.302712827954156,12.0,289.0,16,0,12.0,0.0,0.0,12.0,,False,2.0,1987-03-17,2010,3.0,30,7
2017,Darren McFadden,RB,75.3,00-0026144,-0.2,1,0.0,RB,-0.2,143.0,,RB,7,8,R7-8,R7-8,0,,none,none,0,,0,,False,0,,0,,0,,DAL,DAL,9.66369392387092,11.0,0,22.125,14.0,0,0,0,0,4.321480134805848,0.0,354.0,16,0,1.0,0.0,0.0,1.0,2.0,False,2.0,1987-08-27,2008,1.0,30,9
2017,Chris Hogan,WR,76.5,00-0028237,109.6,9,59.0,WR,12.177777777777775,63.0,27.0,WR,7,8,R7-8,R7-8,0,0.0,none,25-36,0,0.0,0,1.0,True,0,1.0,0,1.0,0,1.0,NE,NE,13.131101184865114,1.0,1,28.625,2.0,1,0,0,0,4.33729074083249,30.0,458.0,16,1,9.0,0.0,0.0,9.0,,False,4.0,1987-10-24,2011,,30,6
2017,Derrick Henry,RB,77.9,00-0032764,135.0,16,17.0,RB,8.4375,37.0,46.0,RB,7,8,R7-8,R7-8,0,0.0,none,none,0,0.0,0,0.0,True,0,0.0,1,0.0,0,0.0,TEN,TEN,9.562499999999998,12.0,0,20.875,19.0,0,0,0,0,4.355425952876702,36.0,334.0,16,0,16.0,1.0,2.0,14.0,2.0,False,2.0,1994-01-04,2016,2.0,23,1
2017,Theo Riddick,RB,83.0,00-0030107,154.0,16,71.0,RB,9.625,27.0,35.0,RB,7,9,R7-8,R9+,0,0.0,25-36,25-36,0,0.0,1,1.0,True,1,0.0,1,1.0,1,0.0,DET,DET,7.5386939238709205,24.0,0,25.625,7.0,1,0,0,0,4.418840607796598,30.0,410.0,16,1,16.0,1.0,2.0,14.0,2.0,False,2.0,1991-05-04,2013,6.0,26,4
2017,Paul Perkins,RB,83.4,00-0032417,21.6,8,10.0,RB,2.7,94.0,99.0,RB,7,9,R7-8,R9+,0,0.0,none,none,0,0.0,0,0.0,True,0,0.0,0,0.0,0,0.0,NYG,NYG,9.817681116817948,7.0,1,15.375,31.0,0,0,0,0,4.423648309364701,0.0,246.0,16,0,8.0,1.0,2.0,6.0,1.0,True,1.0,1994-11-16,2016,5.0,23,1
2017,Jeremy Maclin,WR,83.4,00-0026995,102.0,12,72.0,WR,8.5,66.0,60.0,WR,7,9,R7-8,R9+,0,0.0,none,none,0,0.0,0,0.0,True,0,0.0,0,0.0,0,0.0,BAL,BAL,8.476405646189551,19.0,0,24.6875,9.0,1,0,0,0,4.423648309364701,18.0,395.0,16,1,12.0,0.0,0.0,12.0,,False,2.0,1988-05-11,2009,1.0,29,8
2017,Willie Snead IV,WR,83.8,00-0030663,17.2,8,16.0,WR,2.15,146.0,145.0,WR,7,9,R7-8,R9+,0,0.0,none,none,0,0.0,0,0.0,True,0,0.0,0,0.0,0,0.0,NO,NO,8.370422222686352,21.0,0,28.0,4.0,1,0,0,0,4.428433007488037,0.0,448.0,16,1,8.0,0.0,1.0,7.0,,False,3.0,1992-10-17,2014,,25,3
2017,Frank Gore,RB,86.1,00-0023500,173.6,16,38.0,RB,10.85,19.0,27.0,RB,8,9,R7-8,R9+,0,0.0,13-24,25-36,1,0.0,1,1.0,True,1,1.0,1,1.0,1,1.0,IND,IND,8.020826592970334,22.0,0,16.4375,30.0,0,0,1,1,4.455509411433685,24.0,263.0,16,0,16.0,1.0,2.0,14.0,1.0,True,2.0,1983-05-14,2005,3.0,34,12
2017,Terrance West,RB,86.8,00-0031375,28.1,5,4.0,RB,5.62,91.0,74.0,RB,8,9,R7-8,R9+,0,0.0,none,none,0,0.0,0,0.0,True,0,0.0,0,0.0,0,0.0,BAL,BAL,8.476405646189551,19.0,0,24.6875,9.0,1,0,0,0,4.463606621666305,12.0,395.0,16,1,5.0,0.0,0.0,5.0,2.0,False,2.0,1991-01-28,2014,3.0,26,3
2017,Eric Decker,WR,88.7,00-0027690,116.3,16,83.0,WR,7.26875,58.0,71.0,WR,8,9,R7-8,R9+,0,0.0,none,none,0,0.0,0,0.0,True,0,0.0,0,0.0,0,0.0,TEN,TEN,9.562499999999998,12.0,0,20.875,19.0,0,0,0,0,4.485259889315534,6.0,334.0,16,0,16.0,1.0,2.0,14.0,,False,2.0,1987-03-15,2010,3.0,30,7
2017,DeSean Jackson,WR,90.4,00-0026189,138.6,14,90.0,WR,9.9,44.0,48.0,WR,8,10,R7-8,R9+,0,0.0,none,none,0,0.0,0,0.0,True,1,1.0,1,1.0,1,1.0,TB,TB,9.181398815134886,15.0,0,20.9375,18.0,0,0,0,0,4.504244267398131,18.0,335.0,16,0,14.0,0.0,0.0,14.0,,False,2.0,1986-12-01,2008,2.0,31,9
2017,LeGarrette Blount,RB,91.9,00-0027325,107.6,16,8.0,RB,6.725,44.0,61.0,RB,8,10,R7-8,R9+,0,0.0,none,none,0,0.0,0,0.0,True,0,0.0,0,0.0,0,0.0,PHI,PHI,9.181398815134886,14.0,0,28.5625,3.0,1,0,0,0,4.520701029361642,20.0,457.0,16,1,16.0,1.0,2.0,14.0,2.0,False,4.0,1986-12-05,2010,,31,7
2017,Randall Cobb,WR,92.2,00-0028002,159.4,14,92.0,WR,11.385714285714286,35.0,33.0,WR,8,10,R7-8,R9+,0,0.0,25-36,25-36,0,0.0,1,1.0,True,1,1.0,1,1.0,1,1.0,GB,GB,10.72619392387092,4.0,1,20.0,21.0,0,0,0,0,4.523960130562548,26.0,320.0,16,0,14.0,1.0,2.0,12.0,,False,2.0,1990-08-22,2011,2.0,27,6
2017,Duke Johnson,RB,94.2,00-0032257,216.1,16,93.0,RB,13.50625,11.0,15.0,RB,8,10,R7-8,R9+,1,0.0,1-12,13-24,1,1.0,1,1.0,True,1,1.0,1,1.0,1,1.0,CLE,CLE,5.596839353540528,30.0,0,14.625,32.0,0,1,1,0,4.545420181582317,42.0,234.0,16,0,16.0,1.0,2.0,14.0,2.0,False,2.0,1993-09-23,2015,3.0,24,2
2017,Tyrell Williams,WR,95.0,00-0032160,137.8,16,69.0,WR,8.6125,45.0,58.0,WR,8,10,R7-8,R9+,0,0.0,none,none,0,0.0,0,0.0,True,0,0.0,1,0.0,0,0.0,LAC,LAC,8.639951138982779,17.0,0,22.1875,13.0,0,0,0,0,4.553876891600541,24.0,355.0,16,0,16.0,1.0,2.0,14.0,,False,1.0,1992-02-12,2015,,25,2
2017,Thomas Rawls,RB,95.7,00-0031897,32.1,9,13.0,RB,3.566666666666667,88.0,90.0,RB,8,10,R7-8,R9+,0,0.0,none,none,0,0.0,0,0.0,True,0,0.0,0,0.0,0,0.0,SEA,SEA,11.45189366677838,3.0,1,22.875,11.0,0,0,0,0,4.5612182984589085,0.0,366.0,16,0,9.0,1.0,2.0,7.0,1.0,True,4.0,1993-08-03,2015,,24,2
2017,Jacquizz Rodgers,RB,95.9,00-0028083,46.8,16,11.0,RB,2.925,79.0,96.0,RB,8,10,R7-8,R9+,0,0.0,none,none,0,0.0,0,0.0,True,0,0.0,0,0.0,0,0.0,TB,TB,9.181398815134886,15.0,0,20.9375,18.0,0,0,0,0,4.563305981889393,6.0,335.0,16,0,16.0,1.0,2.0,14.0,2.0,False,2.0,1990-02-06,2011,5.0,27,6
2017,Corey Coleman,WR,96.4,00-0032966,65.5,9,58.0,WR,7.277777777777778,90.0,70.0,WR,9,10,R9+,R9+,0,0.0,none,none,0,0.0,0,0.0,True,0,0.0,0,0.0,0,0.0,CLE,CLE,5.596839353540528,30.0,0,14.625,32.0,0,0,0,0,4.5685062016165,12.0,234.0,16,0,9.0,1.0,2.0,7.0,,False,2.0,1994-07-06,2016,1.0,23,1
2017,Adam Thielen,WR,98.6,00-0030035,239.7,16,142.0,WR,14.98125,9.0,11.0,WR,9,10,R9+,R9+,1,1.0,1-12,1-12,1,1.0,1,1.0,True,1,1.0,1,1.0,1,1.0,MIN,MIN,9.32689366677838,13.0,0,23.875,10.0,1,1,1,0,4.591071261608589,24.0,382.0,16,0,16.0,1.0,2.0,14.0,,False,2.0,1990-08-22,2013,,27,4
2017,Jonathan Stewart,RB,101.4,00-0026153,117.2,15,15.0,RB,7.813333333333333,42.0,53.0,RB,9,11,R9+,R9+,0,0.0,none,none,0,0.0,0,0.0,True,0,0.0,0,0.0,0,0.0,CAR,CAR,9.692077777313648,9.0,1,22.6875,12.0,0,0,0,0,4.619073091157083,42.0,363.0,16,0,15.0,0.0,1.0,14.0,2.0,False,2.0,1987-03-21,2008,1.0,30,9
2017,James White,RB,102.7,00-0031062,134.0,14,72.0,RB,9.571428571428571,38.0,36.0,RB,9,11,R9+,R9+,0,0.0,none,25-36,0,0.0,0,1.0,True,1,1.0,1,1.0,1,1.0,NE,NE,13.131101184865114,1.0,1,28.625,2.0,1,0,0,0,4.631812116934513,18.0,458.0,16,1,14.0,0.0,0.0,14.0,2.0,False,4.0,1992-02-03,2014,4.0,25,3
2017,Donte Moncrief,WR,105.7,00-0031339,77.1,12,47.0,WR,6.425,80.0,79.0,WR,9,11,R9+,R9+,0,0.0,none,none,0,0.0,0,0.0,True,0,0.0,0,0.0,0,0.0,IND,IND,8.020826592970334,22.0,0,16.4375,30.0,0,0,0,0,4.660604892876192,12.0,263.0,16,0,12.0,0.0,0.0,12.0,,False,2.0,1993-08-06,2014,3.0,24,3
2017,Marvin Jones Jr.,WR,106.3,00-0029293,225.1,16,107.0,WR,14.06875,11.0,15.0,WR,9,11,R9+,R9+,1,0.0,1-12,13-24,1,1.0,1,1.0,True,1,1.0,1,1.0,1,1.0,DET,DET,7.5386939238709205,24.0,0,25.625,7.0,1,1,1,0,4.666265285347902,54.0,410.0,16,0,16.0,1.0,2.0,14.0,,False,2.0,1990-03-12,2012,5.0,27,5
2017,Eddie Lacy,RB,106.6,00-0030485,28.6,9,6.0,RB,3.1777777777777776,90.0,94.0,RB,9,11,R9+,R9+,0,0.0,none,none,0,0.0,0,0.0,True,0,0.0,0,0.0,0,0.0,SEA,SEA,11.45189366677838,3.0,1,22.875,11.0,0,0,0,0,4.669083511731744,0.0,366.0,16,0,9.0,0.0,0.0,9.0,2.0,False,4.0,1990-06-02,2013,2.0,27,4
2017,John Brown,WR,108.6,00-0031051,69.9,10,55.0,WR,6.99,85.0,72.0,WR,10,11,R9+,R9+,0,0.0,none,none,0,0.0,0,0.0,True,0,0.0,0,0.0,0,0.0,ARI,ARI,9.702451138982779,8.0,1,18.4375,25.0,0,0,0,0,4.687671407499835,18.0,295.0,16,0,10.0,1.0,2.0,8.0,,False,2.0,1990-04-03,2014,3.0,27,3
2017,Corey Davis,WR,110.9,00-0033871,69.5,11,65.0,WR,6.318181818181818,86.0,81.0,WR,10,12,R9+,R9+,0,0.0,none,none,0,0.0,0,0.0,True,0,0.0,0,0.0,0,0.0,TEN,TEN,9.562499999999998,12.0,0,20.875,19.0,0,0,0,0,4.7086288943563215,0.0,334.0,16,0,11.0,1.0,2.0,9.0,,False,2.0,1995-01-11,2017,1.0,22,0
2017,Rex Burkhead,RB,113.4,00-0030288,129.8,10,36.0,RB,12.98,39.0,16.0,RB,10,12,R9+,R9+,0,0.0,none,13-24,0,1.0,0,1.0,True,1,1.0,1,1.0,1,1.0,NE,NE,13.131101184865114,1.0,1,28.625,2.0,1,0,0,0,4.730921391293652,48.0,458.0,16,1,10.0,0.0,0.0,10.0,3.0,False,4.0,1990-07-02,2013,6.0,27,4
2017,Jamaal Williams,RB,114.3,00-0033948,142.8,15,34.0,RB,9.52,32.0,37.0,RB,10,12,R9+,R9+,0,0.0,25-36,none,0,0.0,1,0.0,True,1,1.0,1,1.0,1,1.0,GB,GB,10.72619392387092,4.0,1,20.0,21.0,0,0,0,0,4.738826570800765,36.0,320.0,16,0,15.0,1.0,2.0,13.0,2.0,False,2.0,1995-04-03,2017,4.0,22,0
2017,Rishard Matthews,WR,116.0,00-0029580,156.2,14,87.0,WR,11.157142857142857,37.0,38.0,WR,10,12,R9+,R9+,0,0.0,none,none,0,0.0,0,0.0,True,1,1.0,1,1.0,1,1.0,TEN,TEN,9.562499999999998,12.0,0,20.875,19.0,0,0,0,0,4.7535901911063645,24.0,334.0,16,0,14.0,1.0,2.0,12.0,,False,2.0,1989-10-12,2012,7.0,28,5
2017,Darren Sproles,RB,116.3,00-0023564,20.4,3,12.0,RB,6.800000000000001,96.0,,RB,10,12,R9+,R9+,0,,none,none,0,,0,,False,0,,0,,0,,PHI,PHI,9.181398815134886,14.0,0,28.5625,3.0,1,0,0,0,4.7561730595246186,0.0,457.0,16,1,3.0,0.0,0.0,3.0,3.0,False,4.0,1983-06-20,2005,4.0,34,12
2017,Ted Ginn Jr,WR,116.9,00-0025396,159.6,15,70.0,WR,10.64,34.0,43.0,WR,10,12,R9+,R9+,0,0.0,25-36,none,0,0.0,1,0.0,True,1,1.0,1,1.0,1,1.0,NO,NO,8.370422222686352,21.0,0,28.0,4.0,1,0,0,0,4.761318868478023,24.0,448.0,16,1,15.0,1.0,2.0,13.0,,False,3.0,1985-04-12,2007,1.0,32,10
2017,Jordan Matthews,WR,117.5,00-0031299,57.2,10,36.0,TE,5.72,101.0,93.0,WR,10,12,R9+,R9+,0,0.0,none,none,0,0.0,0,0.0,True,0,0.0,0,0.0,0,0.0,BUF,BUF,6.3514056461895505,27.0,0,18.875,22.0,0,0,0,0,4.7664383335842135,6.0,302.0,16,0,10.0,0.0,0.0,10.0,,False,1.0,1992-07-16,2014,2.0,25,3
2017,Cooper Kupp,WR,121.3,00-0033908,176.9,15,94.0,WR,11.793333333333331,25.0,28.0,WR,11,13,R9+,R9+,0,0.0,25-36,25-36,0,0.0,1,1.0,True,1,1.0,1,1.0,1,1.0,LAR,LA,5.795131071735088,28.0,0,29.875,1.0,1,0,0,0,4.798266815950004,30.0,478.0,16,1,15.0,0.0,1.0,14.0,,False,1.0,1993-06-15,2017,3.0,24,0
2017,Zay Jones,WR,122.0,00-0033891,70.60000000000001,14,74.0,WR,5.042857142857144,84.0,100.0,WR,11,13,R9+,R9+,0,0.0,none,none,0,0.0,0,0.0,True,0,0.0,0,0.0,0,0.0,BUF,BUF,6.3514056461895505,27.0,0,18.875,22.0,0,0,0,0,4.804021044733257,12.0,302.0,16,0,14.0,1.0,2.0,12.0,,False,1.0,1995-03-30,2017,2.0,22,0
