year,name,gsis_id,adp,tier,age,rookie_season,games,ppg,m_hat,tau2,sig2,mu_hat,n_eff,B,theta_star,mu_hat_a,theta_star_a,cohort,exp_bucket,era
2018,Josh Gordon,00-0029664,44.1,vet,27.38672142368241,2012,12,11.558333333333332,14.242825738460025,11.235774409735447,43.25989353664156,11.428888888888888,1.2461538461538462,0.7554809309416469,13.554764519613896,11.579461337669432,13.59158235461555,career_start<2014,exp6-8,2017-24
2018,Golden Tate,00-0027891,46.7,vet,30.080766598220396,2010,15,12.193333333333332,14.242825738460025,11.235774409735447,43.25989353664156,14.026250000000001,2.6470588235294117,0.5925878926761715,14.154590160458813,13.526264446709593,13.950889992561297,career_start<2014,exp6-8,2017-24
2018,Demaryius Thomas,00-0027874,47.0,vet,30.68583162217659,2010,14,11.19285714285714,14.242825738460025,11.235774409735447,43.25989353664156,14.283750000000001,2.6470588235294117,0.5925878926761715,14.259498778094699,13.6838980238568,14.015111820411835,career_start<2014,exp6-8,2017-24
2018,Marquise Goodwin,00-0030068,48.9,vet,27.78370978781657,2013,9,9.522222222222222,14.242825738460025,11.235774409735447,43.25989353664156,7.962857142857143,2.6470588235294117,0.5925878926761715,11.684290498997992,8.031057765487695,11.712076258384702,career_start<2014,exp3-5,2017-24
2018,Brandin Cooks,00-0031236,52.5,vet,24.933607118412045,2014,15,16.21333333333333,12.835254375254376,11.235774409735447,43.25989353664156,14.794,2.6470588235294117,0.5925878926761715,13.63327105794332,16.463073096535773,14.313271645480466,career_start>=2014,exp3-5,2017-24
2018,Allen Robinson II,00-0031428,55.2,vet,25.021218343600275,2014,13,11.792307692307691,12.511015764845075,11.235774409735447,43.25989353664156,14.215,2.3333333333333335,0.6226532525273358,13.154008673725482,16.868794496402938,14.155409395403986,career_start>=2014,exp3-5,2017-24
2018,Emmanuel Sanders,00-0027685,57.6,vet,31.460643394934976,2010,12,16.518333333333334,12.331432836915104,11.235774409735447,43.25989353664156,12.138388888888889,2.6470588235294117,0.5925878926761715,12.252784395243632,11.424579225105072,11.961969695893353,career_start<2014,exp6-8,2017-24
2018,Corey Davis,00-0033871,61.1,soph,23.638603696098563,2017,16,11.475,12.331432836915104,7.852446794939327,39.51468355947813,6.318181818181818,1.0,0.8342216060761003,11.334565740768245,7.564632025605613,11.541200254261074,career_start>=2014,exp0-2,2017-24
2018,Marvin Jones Jr.,00-0029293,62.3,vet,28.473648186173858,2012,9,12.866666666666667,12.331432836915104,11.235774409735447,43.25989353664156,12.87386904761905,2.3333333333333335,0.6226532525273358,12.536119376735634,12.679155519307708,12.462644860138422,career_start<2014,exp6-8,2017-24
2018,Julian Edelman,00-0027150,65.5,vet,32.27926078028747,2009,12,17.285,12.331432836915104,11.235774409735447,43.25989353664156,16.10527210884354,2.3333333333333335,0.6226532525273358,13.755478811661906,14.939562043819226,13.315601910128834,career_start<2014,exp9+,2017-24
2018,Michael Crabtree,00-0026986,70.4,vet,30.965092402464062,2009,15,8.846666666666666,12.20659285159285,11.235774409735447,43.25989353664156,13.67742735042735,2.6470588235294117,0.5925878926761715,12.8058286342876,13.034892058704276,12.544051977056771,career_start<2014,exp9+,2017-24
2019,Davante Adams,00-0031381,6.4,vet,26.68583162217659,2014,12,17.725,18.48205495559105,11.493432431763354,42.529555667997734,18.18656445704833,2.8181818181818183,0.567665207474593,18.354304132210352,18.727691646774286,18.588252243510382,career_start>=2014,exp3-5,2017-24
2019,DeAndre Hopkins,00-0030564,7.0,vet,27.236139630390145,2013,15,17.90266666666667,18.48205495559105,11.493432431763354,42.529555667997734,19.480698924731183,2.8181818181818183,0.567665207474593,18.913803488796,19.727937166034653,19.020693182554282,career_start<2014,exp6-8,2017-24
2019,Julio Jones,00-0027944,10.2,vet,30.559890485968516,2011,15,18.273333333333333,17.52955586080586,11.493432431763354,42.529555667997734,19.09907450076805,2.8181818181818183,0.567665207474593,18.208113376378673,18.453952842838603,17.9292048382441,career_start<2014,exp6-8,2017-24
2019,Michael Thomas,00-0032765,10.4,vet,26.49691991786448,2016,16,23.4125,17.52955586080586,11.493432431763354,42.529555667997734,18.319166666666668,2.3333333333333335,0.6132811709688849,17.83491322703867,18.711940016410125,17.986806076926086,career_start>=2014,exp3-5,2017-24
2019,JuJu Smith-Schuster,00-0033857,12.9,vet,22.77344284736482,2017,12,9.433333333333334,17.09614379084967,11.493432431763354,42.529555667997734,17.4400641025641,1.8,0.6727472331989716,17.208692664417292,19.11587520119392,17.75710648307977,career_start>=2014,exp0-2,2017-24
2019,Tyreek Hill,00-0033040,13.9,vet,25.50308008213552,2016,12,15.691666666666668,17.09614379084967,11.493432431763354,42.529555667997734,18.61945578231293,2.3333333333333335,0.6132811709688849,17.685237220437397,19.594732153874865,18.062394956829543,career_start>=2014,exp3-5,2017-24
2019,Odell Beckham Jr.,00-0031235,15.1,vet,26.819986310746064,2014,16,12.70625,16.685096983769586,11.493432431763354,42.529555667997734,19.330967741935485,2.8181818181818183,0.567665207474593,17.828998969050282,19.79562711151491,18.02988738119239,career_start>=2014,exp3-5,2017-24
2019,Mike Evans,00-0031408,20.2,vet,26.028747433264886,2014,13,17.9,15.37318035775104,11.493432431763354,42.529555667997734,16.562311827956986,2.8181818181818183,0.567665207474593,15.887283265207959,17.50701141118533,16.295709763521824,career_start>=2014,exp3-5,2017-24
2019,Adam Thielen,00-0030035,22.9,vet,29.026694045174537,2013,9,12.711111111111112,15.37318035775104,11.493432431763354,42.529555667997734,16.298079877112137,2.8181818181818183,0.567665207474593,15.773046599560868,15.940242677001788,15.618341127893288,career_start<2014,exp6-8,2017-24
2019,Keenan Allen,00-0030279,25.0,vet,27.345653661875428,2013,16,16.34375,15.37318035775104,11.493432431763354,42.529555667997734,16.75094470046083,2.8181818181818183,0.567665207474593,15.968835819005381,16.946341538386818,16.053312670390234,career_start<2014,exp6-8,2017-24
2019,Stefon Diggs,00-0031588,30.8,vet,25.754962354551676,2015,15,14.273333333333332,14.902474217803835,11.493432431763354,42.529555667997734,15.991887667887669,2.6470588235294117,0.5829692150425082,15.356793164035548,16.99735342721245,15.77610333889464,career_start>=2014,exp3-5,2017-24
2019,Amari Cooper,00-0031544,33.1,vet,25.207392197125255,2015,16,15.40625,14.431919642857144,11.493432431763354,42.529555667997734,14.925502136752137,2.6470588235294117,0.5829692150425082,14.637758737727449,16.29959026641447,15.210795789041304,career_start>=2014,exp3-5,2017-24
2019,Julian Edelman,00-0027150,36.1,vet,33.27857631759069,2009,16,16.0175,14.269202866996984,11.493432431763354,42.529555667997734,16.92595238095238,1.9097472924187726,0.6595866096416426,15.17359597637546,15.991568620727,14.855519232661347,career_start<2014,exp9+,2017-24
2019,Brandin Cooks,00-0031236,39.1,vet,25.932922655715263,2014,13,9.038461538461538,14.269202866996984,11.493432431763354,42.529555667997734,15.526559139784943,2.8181818181818183,0.567665207474593,14.812801730323285,16.530765372473393,15.246955023585366,career_start>=2014,exp3-5,2017-24
2019,Chris Godwin Jr.,00-0033921,39.9,vet,23.509924709103355,2017,14,19.72142857142857,14.269202866996984,11.493432431763354,42.529555667997734,10.138888888888888,1.8,0.6727472331989716,12.917546189904147,11.835692200477267,13.472829768338592,career_start>=2014,exp0-2,2017-24
2019,Robert Woods,00-0030431,42.2,vet,27.392197125256672,2013,15,15.526666666666667,13.751634352330674,11.493432431763354,42.529555667997734,14.178778949545078,2.8181818181818183,0.567665207474593,13.936303823145712,14.352662094636434,14.011479556602449,career_start<2014,exp6-8,2017-24
2019,Tyler Lockett,00-0032211,42.9,vet,26.924024640657084,2015,16,14.7,13.751634352330674,11.493432431763354,42.529555667997734,11.561936507936508,2.6470588235294117,0.5829692150425082,12.838462941463249,11.870366762161087,12.967087852487163,career_start>=2014,exp3-5,2017-24
2019,Cooper Kupp,00-0033908,45.2,vet,26.21218343600274,2017,16,16.90625,13.751634352330674,11.493432431763354,42.529555667997734,16.683492063492064,1.8,0.6727472331989716,14.71109290017517,17.037863077919507,14.827061795120638,career_start>=2014,exp0-2,2017-24
2019,Kenny Golladay,00-0033932,47.1,vet,25.82614647501711,2017,16,15.5,13.751634352330674,11.493432431763354,42.529555667997734,12.623809523809525,1.8,0.6727472331989716,13.382550556730234,13.169184732692145,13.56102610278176,career_start>=2014,exp0-2,2017-24
2019,T.Y. Hilton,00-0029608,49.0,vet,29.796030116358654,2012,10,12.51,13.751634352330674,11.493432431763354,42.529555667997734,15.259715821812598,2.8181818181818183,0.567665207474593,14.403630441550554,14.742678343702005,14.18009715072375,career_start<2014,exp6-8,2017-24
2019,Tyler Boyd,00-0033009,51.5,vet,24.79397672826831,2016,16,13.93125,13.751634352330674,11.493432431763354,42.529555667997734,12.021811224489795,2.3333333333333335,0.6132811709688849,13.08267917790111,13.445597274525442,13.63328405196173,career_start>=2014,exp3-5,2017-24
2019,Josh Gordon,00-0029664,52.1,vet,28.386036960985628,2012,8,8.15,13.41216117216117,11.493432431763354,42.529555667997734,11.511733333333332,1.9470404984423677,0.6552309408366811,12.756952454160716,11.29455846444509,12.6820772789402,career_start<2014,exp6-8,2017-24
2019,Calvin Ridley,00-0034837,53.5,soph,24.698151950718685,2018,12,16.283333333333335,13.41216117216117,8.044901444919413,39.89373349154043,12.925,1.0,0.832183343234898,13.330407412943314,13.7083770891888,13.461871137037356,career_start>=2014,exp0-2,2017-24
2019,Mike Williams,00-0033536,60.3,vet,24.908966461327857,2017,15,10.753333333333334,12.487304771558975,11.493432431763354,42.529555667997734,8.908888888888887,1.8,0.6727472331989716,11.316258273190444,9.962693656096256,11.66111879892717,career_start>=2014,exp0-2,2017-24
2019,Dede Westbrook,00-0033839,62.7,vet,25.776865160848732,2017,14,11.19285714285714,12.487304771558975,11.493432431763354,42.529555667997734,10.748214285714285,1.8,0.6727472331989716,11.918182598348956,11.319294392430429,12.105070143336839,career_start>=2014,exp0-2,2017-24
2019,Jarvis Landry,00-0031382,64.8,vet,26.757015742642025,2014,16,14.8375,12.487304771558975,11.493432431763354,42.529555667997734,14.596505376344087,2.8181818181818183,0.567665207474593,13.39918557742321,15.096771290187355,13.615467937492173,career_start>=2014,exp3-5,2017-24
2019,DJ Moore,00-0034827,67.2,soph,22.38193018480493,2018,15,15.366666666666667,12.487304771558975,8.044901444919413,39.89373349154043,10.58,1.0,0.832183343234898,12.167227261363822,12.039812036221866,12.412208036788032,career_start>=2014,exp0-2,2017-24
2019,Alshon Jeffery,00-0029137,71.9,vet,29.544147843942504,2012,9,13.577777777777778,11.615203962703962,11.493432431763354,42.529555667997734,13.752522746071133,2.8181818181818183,0.567665207474593,12.539241235471664,13.28368619585488,12.336546882805592,career_start<2014,exp6-8,2017-24
2020,Michael Thomas,00-0032765,5.6,vet,27.498973305954827,2016,7,11.985714285714286,19.6867791005291,10.901368893044072,42.61069022219378,21.035611111111113,2.6470588235294117,0.5962267650900934,20.231401364791832,21.064040139074383,20.242880245377904,career_start>=2014,exp3-5,2017-24
2020,Davante Adams,00-0031381,10.4,vet,27.68788501026694,2014,14,25.6,17.43330769230769,10.901368893044072,42.61069022219378,17.95211901854759,2.9076923076923076,0.5734294279701861,17.65461733651739,18.026699754882547,17.686431283878196,career_start>=2014,exp6-8,2017-24
2020,Julio Jones,00-0027944,14.4,vet,31.561943874058866,2011,9,16.233333333333334,16.155160430780477,10.901368893044072,42.61069022219378,18.679650415721845,2.9076923076923076,0.5734294279701861,17.23203356774045,17.873402832109765,16.88811207480139,career_start<2014,exp9+,2017-24
2020,Tyreek Hill,00-0033040,15.8,vet,26.50513347022587,2016,15,21.926666666666662,16.092681923036594,10.901368893044072,42.61069022219378,17.05796825396826,2.6470588235294117,0.5962267650900934,16.482438707491188,17.511129825647206,16.665413221224853,career_start>=2014,exp3-5,2017-24
2020,DeAndre Hopkins,00-0030564,18.5,vet,28.238193018480494,2013,16,17.9875,15.814904998794923,10.901368893044072,42.61069022219378,18.67915873015873,2.9076923076923076,0.5734294279701861,17.03671135142131,18.56776421048681,16.989193727443876,career_start<2014,exp6-8,2017-24
2020,Chris Godwin Jr.,00-0033921,21.5,vet,24.511978097193705,2017,12,15.916666666666666,15.451462047960211,10.901368893044072,42.61069022219378,15.614625850340136,2.3333333333333335,0.6261929833496457,15.51245382215318,16.983893190953363,16.024295561744573,career_start>=2014,exp3-5,2017-24
2020,Kenny Golladay,00-0033932,25.8,vet,26.82819986310746,2017,5,13.16,15.451462047960211,10.901368893044072,42.61069022219378,14.267346938775509,2.3333333333333335,0.6261929833496457,15.00883151162527,14.456167037419153,15.079413789382876,career_start>=2014,exp3-5,2017-24
2020,Mike Evans,00-0031408,27.9,vet,27.030800821355236,2014,16,15.5375,14.728288093152896,10.901368893044072,42.61069022219378,17.241772486772486,2.9076923076923076,0.5734294279701861,15.800466568727217,17.588063541275865,15.948184141935528,career_start>=2014,exp6-8,2017-24
2020,Adam Thielen,00-0030035,30.3,vet,30.028747433264886,2013,15,16.933333333333334,14.728288093152896,10.901368893044072,42.61069022219378,14.476127488032251,2.9076923076923076,0.5734294279701861,14.6207237995832,13.927899803625936,14.386866002643417,career_start<2014,exp6-8,2017-24
2020,Allen Robinson II,00-0031428,31.8,vet,27.02258726899384,2014,16,16.431250000000002,14.728288093152896,10.901368893044072,42.61069022219378,14.508762237762237,2.3251345119139124,0.6270165544491832,14.646408583221797,14.808496531499003,14.758204512849478,career_start>=2014,exp6-8,2017-24
