term,beta,lo,hi,boot_p
touches/100 (linear),-0.5727190539622697,-0.7471234611985357,-0.4182251662755142,0.0
touches/100 squared,0.06328450030279349,0.022325582455005627,0.10616683742065418,0.0033333333333333335
>=350 indicator,-0.16158587666220525,-0.3154772745332553,-0.004503235933438714,0.03666666666666667
marginal 200->350,-0.4985673301075636,-0.6191869363430265,-0.37927338284305173,0.0
