year,name,gsis_id,adp,adp_rank,rookie_season,exp,games,ppg,tier,in_fit,m_ols,m_iso,resid_iso,resid_ols
2022,Tyreek Hill,00-0033040,22.7,8,2016,6,17,20.070588235294117,vet,True,15.202469946215158,15.309814510824573,4.760773724469544,4.868118289078959
2022,Michael Pittman Jr.,00-0036252,24.9,9,2020,2,16,13.53125,vet,True,14.99412885238305,15.179405480140774,-1.6481554801407743,-1.4628788523830494
2022,Mike Evans,00-0031408,26.5,10,2014,8,15,15.026666666666667,vet,True,14.85386463834319,14.888359769943483,0.13830689672318464,0.17280202832347769
2022,Keenan Allen,00-0030279,29.5,11,2013,9,10,16.4,vet,True,14.612319171347444,14.888359769943483,1.511640230056516,1.7876808286525545
2022,A.J. Brown,00-0035676,30.4,12,2019,3,17,17.623529411764707,vet,True,14.544633294841002,14.888359769943483,2.7351696418212246,3.078896116923705
2022,Tee Higgins,00-0036410,32.5,13,2020,2,14,15.778571428571428,vet,True,14.394187596352566,14.888359769943483,0.8902116586279458,1.3843838322188624
2022,DJ Moore,00-0034827,35.9,14,2018,4,17,11.711764705882354,vet,True,14.17009341688329,14.183591681330652,-2.471826975448298,-2.458328711000936
2022,Terry McLaurin,00-0035659,38.0,15,2019,3,17,13.470588235294118,vet,True,14.042054650010126,14.133351985789945,-0.6627637504958273,-0.5714664147160082
2022,Mike Williams,00-0033536,39.6,16,2017,5,12,14.5,vet,True,13.94916453471537,14.133351985789945,0.366648014210055,0.5508354652846297
2022,Diontae Johnson,00-0035216,43.4,17,2019,3,17,10.629411764705882,vet,True,13.742788669447926,13.68010859492245,-3.050696830216568,-3.1133769047420436
2022,Courtland Sutton,00-0034348,45.3,18,2018,4,14,11.385714285714286,vet,True,13.646284494066103,13.68010859492245,-2.2943943092081636,-2.260570208351817
2022,Jaylen Waddle,00-0036613,47.7,19,2021,1,17,15.24705882352941,soph,True,13.530012688527258,13.68010859492245,1.5669502286069612,1.7170461350021533
2022,DK Metcalf,00-0035640,51.4,20,2019,3,17,13.341176470588236,vet,True,13.361753156489018,13.555967770655272,-0.21479130006703606,-0.020576685900781655
2022,Michael Thomas,00-0032765,52.3,21,2016,6,3,17.033333333333335,vet,False,13.32265787507659,13.11668762609939,3.916645707233945,3.7106754582567447
2022,Allen Robinson II,00-0031428,53.5,22,2014,8,10,8.49,vet,True,13.271564582728665,13.11668762609939,-4.62668762609939,-4.781564582728665
2022,Chris Godwin Jr.,00-0033921,56.5,23,2017,5,15,14.853333333333333,vet,True,13.148683234796177,12.496525615649945,2.356807717683388,1.7046500985371562
2022,Brandin Cooks,00-0031236,56.7,24,2014,8,13,11.2,vet,True,13.140724689237196,12.496525615649945,-1.296525615649946,-1.9407246892371965
2022,Jerry Jeudy,00-0036407,61.7,25,2020,2,14,14.585714285714285,vet,True,12.950386315612826,12.496525615649945,2.08918867006434,1.635327970101459
