player_id,name,season,n_games,adot,target_share,yac_per_rec,td_per_target,slot,ppg,cluster,is_top30_recent
00-0031235,Odell Beckham Jr.,2014,12,11.5077,0.2778,5.3407,0.0923,0,24.75,1,False
00-0031235,Odell Beckham Jr.,2015,15,11.5127,0.2683,6.1458,0.0823,0,21.2867,1,False
00-0031235,Odell Beckham Jr.,2016,16,10.645,0.2826,5.2871,0.0592,0,18.5375,1,False
00-0031235,Odell Beckham Jr.,2018,12,11.3871,0.2831,4.0909,0.0484,0,19.3617,1,False
00-0031235,Odell Beckham Jr.,2019,16,12.9774,0.2468,4.4054,0.0301,0,12.7062,1,False
00-0031235,Odell Beckham Jr.,2021,13,13.5062,0.1833,3.3256,0.0617,0,9.8077,1,False
00-0031235,Odell Beckham Jr.,2023,13,13.5714,0.1599,4.5588,0.0476,0,7.9385,1,False
00-0031236,Brandin Cooks,2014,10,8.2029,0.1655,3.2075,0.0435,0,13.93,1,False
00-0031236,Brandin Cooks,2015,16,12.3798,0.1934,4.5714,0.0698,0,15.85,1,False
00-0031236,Brandin Cooks,2016,15,13.0085,0.1837,4.9231,0.0684,0,16.42,1,False
00-0031236,Brandin Cooks,2017,16,15.4298,0.1942,3.4923,0.0614,0,13.825,1,False
00-0031236,Brandin Cooks,2018,15,12.8034,0.2183,4.325,0.0427,0,16.2133,1,False
00-0031236,Brandin Cooks,2019,13,13.9014,0.1312,4.0238,0.0282,0,9.0385,0,False
00-0031236,Brandin Cooks,2020,15,11.8319,0.2306,4.2593,0.0504,0,15.4667,1,False
00-0031236,Brandin Cooks,2021,16,10.6194,0.2582,3.8222,0.0448,0,14.4875,1,False
00-0031236,Brandin Cooks,2022,13,10.8925,0.2013,3.5965,0.0323,0,11.2,1,False
00-0031236,Brandin Cooks,2023,16,13.1975,0.1406,2.3148,0.0988,0,10.825,0,False
00-0031236,Brandin Cooks,2024,10,11.7407,0.1561,2.1154,0.0556,0,6.96,1,False
00-0031236,Brandin Cooks,2025,8,14.4194,0.1076,2.15,0.0,0,5.4625,1,False
00-0031257,Paul Richardson,2014,9,11.2381,0.1556,2.2593,0.0238,0,6.5333,1,False
00-0031257,Paul Richardson,2016,9,12.1471,0.1012,4.8947,0.0294,0,5.5667,0,False
00-0031257,Paul Richardson,2017,16,15.125,0.1441,2.8409,0.075,0,9.3938,0,False
00-0031257,Paul Richardson,2019,9,9.6829,0.148,1.7857,0.0488,0,7.1667,1,False
00-0031325,Sammy Watkins,2014,16,13.2969,0.2211,5.2923,0.0469,0,12.375,1,False
00-0031325,Sammy Watkins,2015,13,16.7188,0.2645,2.9833,0.0938,0,16.8308,1,False
00-0031325,Sammy Watkins,2016,8,14.3269,0.2301,1.8571,0.0385,0,10.375,1,False
00-0031325,Sammy Watkins,2017,15,14.4143,0.1446,4.7436,0.1143,0,9.7533,0,False
00-0031325,Sammy Watkins,2018,8,8.5283,0.1949,5.9744,0.0566,0,14.2125,1,False
00-0031325,Sammy Watkins,2019,13,9.4889,0.1907,5.7115,0.0333,0,10.6538,1,False
00-0031325,Sammy Watkins,2020,10,8.0545,0.1345,4.2432,0.0364,0,8.74,1,False
00-0031325,Sammy Watkins,2021,9,13.0638,0.1446,4.1154,0.0213,0,7.6222,1,False
00-0031326,Bruce Ellington,2017,11,9.8596,0.1458,4.6897,0.0351,1,6.8818,2,False
00-0031339,Donte Moncrief,2014,10,12.2,0.1136,6.6897,0.0667,0,9.04,0,False
00-0031339,Donte Moncrief,2015,15,10.3077,0.1778,3.7937,0.0577,0,11.2667,1,False
00-0031339,Donte Moncrief,2016,9,10.2857,0.1718,2.6,0.125,0,11.4,0,False
00-0031339,Donte Moncrief,2017,10,13.2222,0.1433,2.24,0.0222,0,6.41,1,False
00-0031339,Donte Moncrief,2018,16,13.1011,0.166,4.9167,0.0337,0,8.3,1,False
00-0031344,Cody Latimer,2017,9,10.3,0.0955,3.3684,0.0667,0,6.8556,0,False
00-0031344,Cody Latimer,2019,9,12.0526,0.1041,3.0,0.0526,0,7.1444,1,False
00-0031359,Kelvin Benjamin,2014,16,14.1724,0.2661,2.1918,0.0621,0,14.1125,1,False
00-0031359,Kelvin Benjamin,2016,15,12.0855,0.222,3.7778,0.0598,0,13.14,1,False
00-0031359,Kelvin Benjamin,2017,13,11.4211,0.1867,2.8913,0.0395,0,9.9308,1,False
00-0031359,Kelvin Benjamin,2018,14,15.697,0.1493,2.6667,0.0152,0,4.7929,1,False
00-0031373,Martavis Bryant,2014,10,17.6327,0.1253,7.3077,0.1633,0,13.01,0,False
00-0031373,Martavis Bryant,2015,11,13.6957,0.2077,7.0,0.0652,0,15.4727,0,False
00-0031373,Martavis Bryant,2017,15,14.3214,0.15,3.4,0.0357,0,8.8333,1,False
00-0031381,Davante Adams,2014,13,10.2154,0.1425,4.4054,0.0308,0,7.0385,1,False
00-0031381,Davante Adams,2015,13,10.117,0.195,2.72,0.0106,0,8.1769,1,False
00-0031381,Davante Adams,2016,16,11.8843,0.1952,5.1467,0.0992,0,15.4188,0,False
00-0031381,Davante Adams,2017,14,9.7179,0.2388,4.5676,0.0855,0,15.8929,1,False
00-0031381,Davante Adams,2018,15,11.2781,0.2817,4.2793,0.0769,0,21.9733,1,False
00-0031381,Davante Adams,2019,12,10.0,0.2913,4.6747,0.0394,0,17.725,1,False
00-0031381,Davante Adams,2020,14,8.9262,0.3232,5.1913,0.1208,0,25.6,1,False
00-0031381,Davante Adams,2021,16,9.5503,0.304,4.8862,0.0651,0,21.5188,1,False
00-0031381,Davante Adams,2022,17,11.8278,0.3072,4.93,0.0778,0,19.7353,1,False
00-0031381,Davante Adams,2023,17,10.8343,0.3142,3.2621,0.0457,0,15.6118,1,False
00-0031381,Davante Adams,2024,14,8.3121,0.286,5.5647,0.0567,0,17.2357,1,False
00-0031381,Davante Adams,2025,14,12.6667,0.242,1.95,0.1228,0,15.9214,0,True
00-0031382,Jarvis Landry,2014,15,5.3153,0.1972,5.1667,0.045,0,12.6267,1,False
00-0031382,Jarvis Landry,2015,16,7.4458,0.2823,4.8455,0.0241,0,17.21,1,False
00-0031382,Jarvis Landry,2016,16,6.3588,0.2746,6.5532,0.0305,0,14.5812,1,False
00-0031382,Jarvis Landry,2017,16,5.9379,0.2674,4.4464,0.0559,0,16.25,1,False
00-0031382,Jarvis Landry,2018,16,11.0403,0.2596,3.3827,0.0268,0,13.57,1,False
00-0031382,Jarvis Landry,2019,16,9.7319,0.256,5.253,0.0435,0,14.8375,1,False
00-0031382,Jarvis Landry,2020,15,8.1782,0.2254,4.8194,0.0297,0,12.5307,1,False
00-0031382,Jarvis Landry,2021,11,8.1163,0.2515,5.1373,0.0233,0,11.9182,1,False
00-0031382,Jarvis Landry,2022,8,9.6316,0.1473,2.44,0.0263,0,7.525,1,False
00-0031408,Mike Evans,2014,15,14.8455,0.2465,2.5441,0.0976,0,16.34,1,False
00-0031408,Mike Evans,2015,15,14.9189,0.2948,3.1351,0.0203,0,14.1733,1,False
00-0031408,Mike Evans,2016,16,14.815,0.2993,1.8646,0.0694,0,19.0062,1,False
00-0031408,Mike Evans,2017,15,13.7353,0.2382,1.8873,0.0368,0,13.54,1,False
00-0031408,Mike Evans,2018,16,15.558,0.2208,3.2791,0.058,0,17.775,1,False
00-0031408,Mike Evans,2019,13,15.0593,0.2287,3.8955,0.0678,0,17.9,1,False
00-0031408,Mike Evans,2020,16,12.1101,0.1741,3.7857,0.1193,0,15.5375,0,False
00-0031408,Mike Evans,2021,15,13.1239,0.1733,3.274,0.1239,0,17.34,0,False
00-0031408,Mike Evans,2022,15,13.2047,0.1881,2.8052,0.0472,0,15.0267,1,False
00-0031408,Mike Evans,2023,17,14.0147,0.2394,4.0759,0.0956,0,16.6176,1,False
00-0031408,Mike Evans,2024,14,11.5818,0.2386,3.0541,0.1,0,17.1714,1,False
00-0031408,Mike Evans,2025,8,13.2903,0.2255,1.2333,0.0484,0,10.6,1,True
00-0031428,Allen Robinson,2014,10,11.0741,0.2275,3.3125,0.0247,0,11.68,1,False
00-0031428,Allen Robinson,2015,16,14.8675,0.2488,4.45,0.0927,0,19.0,1,False
00-0031428,Allen Robinson,2016,16,13.0397,0.2412,2.8767,0.0397,0,12.4562,1,False
00-0031428,Allen Robinson,2018,13,12.1383,0.2151,3.9273,0.0426,0,11.7923,1,False
00-0031428,Allen Robinson,2019,16,11.0519,0.2655,2.7755,0.0455,0,15.9312,1,False
00-0031428,Allen Robinson,2020,16,9.6026,0.2459,3.1275,0.0397,0,16.4313,1,False
00-0031428,Allen Robinson,2021,12,11.4394,0.1864,2.4211,0.0152,0,7.25,1,False
00-0031428,Allen Robinson,2022,10,9.6538,0.1477,2.1515,0.0577,0,8.49,1,False
00-0031428,Allen Robinson,2023,11,7.0889,0.1331,1.75,0.0,0,5.2909,1,False
00-0031431,Marqise Lee,2014,12,7.4412,0.1619,4.8108,0.0147,0,7.175,1,False
00-0031431,Marqise Lee,2015,8,11.5484,0.1099,6.0714,0.0323,0,5.2,0,False
00-0031431,Marqise Lee,2016,16,11.5238,0.1677,5.3651,0.0286,0,11.275,1,False
00-0031431,Marqise Lee,2017,13,11.3229,0.2319,5.1607,0.0312,0,11.3769,1,False
00-0031544,Amari Cooper,2015,16,10.3923,0.2149,5.0278,0.0462,0,13.2938,1,False
00-0031544,Amari Cooper,2016,16,9.75,0.2215,5.253,0.0379,0,14.5188,1,False
00-0031544,Amari Cooper,2017,12,11.4255,0.2243,6.234,0.0638,0,12.5417,1,False
00-0031544,Amari Cooper,2018,13,9.8381,0.2143,5.5811,0.0667,0,16.4231,1,False
00-0031544,Amari Cooper,2019,16,12.7983,0.1993,3.038,0.0672,0,15.4062,1,False
00-0031544,Amari Cooper,2020,16,8.8077,0.2034,4.4891,0.0385,0,14.8,1,False
00-0031544,Amari Cooper,2021,15,11.0769,0.1867,3.3676,0.0769,0,13.5,1,False
00-0031544,Amari Cooper,2022,17,12.4394,0.2444,3.8333,0.0682,0,14.4706,1,False
00-0031544,Amari Cooper,2023,15,14.3281,0.225,3.7639,0.0391,0,15.1333,1,False
00-0031544,Amari Cooper,2024,13,13.6588,0.2029,2.5227,0.0471,0,9.4385,1,False
00-0031547,DeVante Parker,2016,15,11.9885,0.1942,4.2143,0.046,0,10.2933,1,False
00-0031547,DeVante Parker,2017,12,12.6947,0.2061,3.5893,0.0105,0,10.7,1,False
00-0031547,DeVante Parker,2018,9,12.4444,0.1837,3.9167,0.0222,0,6.7667,1,False
00-0031547,DeVante Parker,2019,16,14.0469,0.2081,3.6528,0.0703,0,15.3875,1,False
00-0031547,DeVante Parker,2020,14,9.8058,0.2068,2.746,0.0388,0,11.8786,1,False
00-0031547,DeVante Parker,2021,9,11.726,0.2296,2.6,0.0274,0,11.5,1,False
00-0031547,DeVante Parker,2022,11,16.1087,0.1289,3.3871,0.0652,0,9.3545,0,False
00-0031547,DeVante Parker,2023,12,11.7222,0.1444,3.9062,0.0,0,5.8833,1,False
00-0031549,Nelson Agholor,2015,11,10.5714,0.1007,4.3182,0.0238,0,5.0727,1,False
00-0031549,Nelson Agholor,2016,14,10.6667,0.1302,2.7222,0.029,0,6.2857,1,False
00-0031549,Nelson Agholor,2017,16,10.3789,0.1684,4.8548,0.0842,0,11.7188,0,False
00-0031549,Nelson Agholor,2018,15,10.3958,0.1681,5.4127,0.0417,0,10.88,1,False
00-0031549,Nelson Agholor,2019,10,11.1029,0.1848,3.3846,0.0441,0,9.4,1,False
00-0031549,Nelson Agholor,2020,14,15.55,0.1656,4.6304,0.0875,0,12.3857,0,False
00-0031549,Nelson Agholor,2021,13,14.381,0.1406,2.8108,0.0476,0,7.9077,1,False
00-0031549,Nelson Agholor,2022,9,12.0625,0.1678,4.7667,0.0417,0,8.2222,1,False
00-0031549,Nelson Agholor,2023,11,9.525,0.1198,3.3125,0.05,0,7.0,1,False
00-0031549,Nelson Agholor,2024,8,13.5417,0.096,2.8,0.0833,0,4.175,0,False
00-0031570,Justin Hardy,2015,9,9.1667,0.1017,3.0952,0.0,1,4.4889,2,False
00-0031570,Justin Hardy,2016,10,8.5333,0.089,2.3,0.1333,1,6.3,2,False
00-0031570,Justin Hardy,2017,9,8.3929,0.0909,4.0,0.1071,1,6.4556,2,False
00-0031588,Stefon Diggs,2015,13,10.5952,0.2211,5.6154,0.0476,1,11.4846,2,False
00-0031588,Stefon Diggs,2016,13,8.4911,0.23,3.7976,0.0268,1,14.8692,2,False
00-0031588,Stefon Diggs,2017,14,11.3158,0.2074,4.6562,0.0842,1,14.1571,2,False
00-0031588,Stefon Diggs,2018,15,8.6309,0.2551,4.2941,0.0604,1,17.7533,2,False
00-0031588,Stefon Diggs,2019,15,14.883,0.2112,4.7937,0.0638,1,14.2733,2,False
00-0031588,Stefon Diggs,2020,16,10.0843,0.2785,3.6535,0.0482,1,20.5375,2,False
00-0031588,Stefon Diggs,2021,17,11.1402,0.2504,3.165,0.061,1,16.7941,2,False
00-0031588,Stefon Diggs,2022,16,11.2273,0.2683,3.8796,0.0714,1,19.7875,2,False
00-0031588,Stefon Diggs,2023,17,10.3625,0.2763,3.729,0.05,1,16.1059,2,False
00-0031588,Stefon Diggs,2024,8,8.6875,0.2286,3.9362,0.0469,1,15.24,2,False
00-0031588,Stefon Diggs,2025,17,8.5392,0.2032,4.1647,0.0392,1,12.3706,2,False
00-0031600,Keith Mumphery,2015,8,10.5312,0.0879,1.4286,0.0,0,3.3625,1,False
00-0031763,DeAndre Carter,2021,8,11.9231,0.1466,3.381,0.0769,0,8.6875,0,False
00-0031763,DeAndre Carter,2022,16,8.8615,0.0956,4.4783,0.0462,0,7.1438,1,False
00-0031782,Eli Rogers,2016,13,9.4394,0.1389,4.25,0.0455,0,9.6923,1,False
00-0031782,Eli Rogers,2017,8,7.9091,0.1075,4.4375,0.0303,0,4.575,1,False
00-0031868,Damiere Byrd,2019,9,10.1591,0.1329,4.6667,0.0227,0,7.5333,1,False
00-0031868,Damiere Byrd,2020,14,11.4545,0.1911,3.6596,0.013,0,8.2071,1,False
00-0031868,Damiere Byrd,2021,9,8.9722,0.1043,4.32,0.0278,0,7.2111,1,False
00-0031912,Cameron Meredith,2016,14,9.8969,0.1936,4.6818,0.0412,0,12.82,1,False
00-0031941,Jamison Crowder,2015,12,6.0676,0.1697,5.8727,0.027,0,10.7417,1,False
00-0031941,Jamison Crowder,2016,16,8.101,0.1631,5.6269,0.0707,0,12.3438,0,False
00-0031941,Jamison Crowder,2017,14,7.1078,0.2103,5.7692,0.0294,0,11.8571,1,False
00-0031941,Jamison Crowder,2018,9,9.4082,0.1842,7.0345,0.0408,0,9.2,0,False
00-0031941,Jamison Crowder,2019,16,7.9508,0.2342,4.5256,0.0492,0,12.3563,1,False
00-0031941,Jamison Crowder,2020,12,7.5618,0.2312,5.5424,0.0674,0,14.335,1,False
00-0031941,Jamison Crowder,2021,10,6.2029,0.1729,3.5306,0.029,0,10.56,1,False
00-0032009,Adam Humphries,2015,10,6.8462,0.1083,4.6154,0.0256,1,5.74,2,False
00-0032009,Adam Humphries,2016,14,5.5854,0.1565,6.7963,0.0244,1,9.2786,2,False
00-0032009,Adam Humphries,2017,16,6.5422,0.1372,5.0328,0.012,1,8.0438,2,False
00-0032009,Adam Humphries,2018,16,6.2952,0.168,5.4605,0.0476,1,11.7938,2,False
00-0032009,Adam Humphries,2019,10,7.3111,0.1536,3.2571,0.0222,1,7.57,2,False
00-0032009,Adam Humphries,2021,15,6.5833,0.1237,3.8462,0.0,1,4.9933,2,False
00-0032054,Breshad Perriman,2016,14,14.4308,0.1059,5.0303,0.0462,0,7.2214,0,False
00-0032054,Breshad Perriman,2017,10,13.7353,0.0958,0.5,0.0,0,1.77,1,False
00-0032054,Breshad Perriman,2019,12,16.0,0.1396,3.6,0.0896,0,11.0583,0,False
00-0032054,Breshad Perriman,2020,11,15.0678,0.1777,5.3793,0.0508,0,8.7273,0,False
00-0032055,Devin Funchess,2015,14,12.918,0.1399,3.7333,0.082,1,7.4643,2,False
00-0032055,Devin Funchess,2016,14,13.2759,0.1153,4.4783,0.069,1,6.15,2,False
00-0032055,Devin Funchess,2017,16,12.991,0.2216,4.6984,0.0721,1,12.1875,2,False
00-0032055,Devin Funchess,2018,13,12.8205,0.1649,1.7273,0.0513,1,9.4538,2,False
00-0032112,J.J. Nelson,2016,12,16.375,0.1478,5.2727,0.0833,0,11.3083,0,False
00-0032112,J.J. Nelson,2017,13,17.1552,0.1144,2.1071,0.0345,0,6.8538,0,False
00-0032128,Chris Conley,2016,16,9.5217,0.1264,3.7955,0.0,0,6.0625,1,False
00-0032128,Chris Conley,2018,12,8.449,0.1096,4.1724,0.102,0,7.0333,0,False
00-0032128,Chris Conley,2019,16,14.3667,0.1528,5.1064,0.0556,0,9.7812,0,False
00-0032128,Chris Conley,2020,13,10.5323,0.1223,4.4359,0.0323,0,7.3462,1,False
00-0032128,Chris Conley,2021,12,8.7143,0.0862,5.7273,0.0571,0,5.3833,0,False
00-0032160,Tyrell Williams,2016,16,11.4538,0.2052,6.2754,0.0588,0,13.5562,1,False
00-0032160,Tyrell Williams,2017,14,14.6716,0.1288,7.3902,0.0597,0,9.5429,0,False
00-0032160,Tyrell Williams,2018,15,12.4,0.1354,4.7561,0.0769,0,9.1867,0,False
00-0032160,Tyrell Williams,2019,13,13.5938,0.1546,4.5238,0.0938,0,11.0077,0,False
00-0032166,Sammie Coates,2016,9,20.7872,0.1429,5.4,0.0426,0,8.5,0,False
00-0032200,Ty Montgomery,2016,11,1.2143,0.1264,7.3409,0.0,1,12.7727,2,False
00-0032200,Ty Montgomery,2018,11,1.7179,0.0992,8.52,0.0,1,6.6182,2,False
00-0032208,Phillip Dorsett,2015,11,12.9744,0.0911,3.3333,0.0256,0,4.3818,1,False
00-0032208,Phillip Dorsett,2016,12,12.8393,0.122,4.2903,0.0179,0,7.025,1,False
00-0032208,Phillip Dorsett,2018,9,10.5854,0.1273,3.2258,0.0732,0,8.7556,0,False
00-0032208,Phillip Dorsett,2019,11,14.1111,0.1236,2.7241,0.0926,0,9.1636,0,False
00-0032208,Phillip Dorsett,2022,10,10.2222,0.104,3.2632,0.0278,0,4.92,1,False
00-0032211,Tyler Lockett,2015,14,12.9403,0.1569,5.06,0.0896,1,11.4071,2,False
00-0032211,Tyler Lockett,2016,14,10.5758,0.1328,5.2683,0.0152,1,8.8643,2,False
00-0032211,Tyler Lockett,2017,15,12.4429,0.1344,4.1778,0.0286,1,8.2733,2,False
00-0032211,Tyler Lockett,2018,16,13.6143,0.1639,3.7368,0.1429,1,13.9,2,False
00-0032211,Tyler Lockett,2019,16,12.4636,0.2128,3.6707,0.0727,1,14.7,2,False
00-0032211,Tyler Lockett,2020,16,9.7348,0.2345,3.27,0.0758,1,16.5875,2,False
00-0032211,Tyler Lockett,2021,16,14.5981,0.2306,3.7945,0.0748,1,15.0875,2,False
00-0032211,Tyler Lockett,2022,16,10.6154,0.2195,3.2381,0.0769,1,14.9562,2,False
00-0032211,Tyler Lockett,2023,17,10.8361,0.2122,2.6582,0.041,1,11.9059,2,False
00-0032211,Tyler Lockett,2024,15,10.3194,0.1358,2.7917,0.0278,1,7.8533,2,False
00-0032211,Tyler Lockett,2025,14,7.6923,0.1138,2.3226,0.0192,1,4.6429,2,False
00-0032218,Dorial Green-Beckham,2015,13,13.5303,0.1407,4.5,0.0606,0,8.6846,0,False
00-0032218,Dorial Green-Beckham,2016,14,9.9324,0.1404,4.0278,0.027,0,6.2286,1,False
00-0032355,Chester Rogers,2016,8,12.375,0.1056,2.6842,0.0,0,5.7875,1,False
00-0032355,Chester Rogers,2017,10,9.3243,0.1213,4.5217,0.027,0,5.82,1,False
00-0032355,Chester Rogers,2018,12,6.058,0.1366,4.75,0.029,0,9.4583,1,False
00-0032355,Chester Rogers,2019,8,9.1481,0.1031,3.5333,0.0741,0,5.6875,0,False
00-0032355,Chester Rogers,2021,9,8.0556,0.1173,2.96,0.0278,0,6.1444,1,False
00-0032362,Maurice Harris,2018,9,9.9778,0.1466,3.5714,0.0,0,6.6,1,False
00-0032385,Sterling Shepard,2016,15,9.2571,0.1839,3.9538,0.0762,1,12.1467,2,False
00-0032385,Sterling Shepard,2017,11,8.9286,0.183,5.0,0.0238,1,13.1364,2,False
00-0032385,Sterling Shepard,2018,16,10.1121,0.1835,4.6818,0.0374,1,11.4062,2,False
00-0032385,Sterling Shepard,2019,10,9.9036,0.2219,3.1404,0.0361,1,14.18,2,False
00-0032385,Sterling Shepard,2020,12,8.2889,0.2267,3.0909,0.0333,1,13.5417,2,False
00-0032385,Sterling Shepard,2024,11,9.0408,0.1273,3.2667,0.0204,1,6.6545,2,False
00-0032385,Sterling Shepard,2025,12,8.6346,0.1294,3.8947,0.0192,1,6.7083,2,False
00-0032398,Chris Moore,2017,9,13.2703,0.1016,2.2778,0.0811,0,6.6556,0,False
00-0032398,Chris Moore,2022,15,8.6351,0.141,5.5625,0.027,0,7.6733,1,False
00-0032398,Chris Moore,2023,9,16.4138,0.1103,2.2353,0.0,0,5.0778,0,False
00-0032400,Malcolm Mitchell,2016,10,9.7174,0.1267,5.3871,0.087,0,9.37,0,False
00-0032464,Kalif Raymond,2021,14,10.2029,0.1383,5.4583,0.058,0,9.4571,0,False
00-0032464,Kalif Raymond,2022,14,9.4516,0.1316,4.6667,0.0,0,7.6714,1,False
00-0032464,Kalif Raymond,2023,12,8.825,0.0891,6.7097,0.025,0,7.0333,0,False
00-0032464,Kalif Raymond,2025,9,4.8148,0.0831,7.0909,0.037,0,6.7222,0,False
00-0032543,Alex Erickson,2018,8,8.7037,0.1055,3.6316,0.0,0,4.5375,1,False
00-0032543,Alex Erickson,2019,13,8.8816,0.1505,5.2927,0.0,0,7.4031,1,False
00-0032626,Geronimo Allison,2017,9,7.5676,0.1069,5.1739,0.0,0,5.1444,1,False
00-0032626,Geronimo Allison,2019,14,7.5926,0.1049,3.3333,0.037,0,5.2357,1,False
00-0032659,Roger Lewis,2017,13,10.338,0.1467,2.1714,0.0282,0,6.7692,1,False
00-0032688,Robbie Chosen,2016,14,16.7051,0.1622,3.119,0.0256,0,8.2071,0,False
00-0032688,Robbie Chosen,2017,16,12.807,0.2235,4.3333,0.0614,0,12.5,1,False
00-0032688,Robbie Chosen,2018,13,15.6344,0.2114,3.6735,0.0538,0,11.2462,1,False
00-0032688,Robbie Chosen,2019,16,15.0417,0.1843,3.7115,0.0521,0,10.1438,1,False
00-0032688,Robbie Chosen,2020,16,9.6912,0.2473,5.2316,0.0221,0,14.0062,1,False
00-0032688,Robbie Chosen,2021,16,10.4128,0.1899,2.9811,0.0459,0,8.6562,1,False
00-0032688,Robbie Chosen,2022,10,13.5952,0.1221,4.7895,0.0238,0,4.99,0,False
00-0032760,Josh Doctson,2017,14,13.8961,0.1628,3.7429,0.0779,0,8.5571,0,False
00-0032760,Josh Doctson,2018,15,14.4872,0.166,3.0,0.0256,0,7.28,1,False
00-0032765,Michael Thomas,2016,15,7.9421,0.1912,5.25,0.0744,0,17.0467,1,False
00-0032765,Michael Thomas,2017,16,9.5168,0.278,4.0865,0.0336,0,16.1562,1,False
00-0032765,Michael Thomas,2018,16,7.7143,0.2832,4.112,0.0612,0,19.7188,1,False
00-0032765,Michael Thomas,2019,16,8.0919,0.3184,3.8859,0.0486,0,23.4125,1,False
00-0032765,Michael Thomas,2023,9,10.1746,0.1816,2.5641,0.0159,0,9.9778,1,False
00-0032775,Demarcus Robinson,2017,8,10.5135,0.1365,2.3158,0.0,0,4.7625,1,False
00-0032775,Demarcus Robinson,2018,9,10.6786,0.0814,5.4211,0.1071,0,6.8444,0,False
00-0032775,Demarcus Robinson,2019,14,13.037,0.1049,3.2188,0.0741,0,7.2071,0,False
00-0032775,Demarcus Robinson,2020,12,8.8214,0.112,3.8837,0.0536,0,8.6583,1,False
00-0032775,Demarcus Robinson,2021,12,10.5385,0.0782,2.5217,0.0769,0,5.45,0,False
00-0032775,Demarcus Robinson,2022,14,9.0548,0.1714,3.1915,0.0137,0,6.8714,1,False
00-0032775,Demarcus Robinson,2024,14,15.0492,0.1263,2.2903,0.1148,0,8.8214,0,False
00-0032775,Demarcus Robinson,2025,10,13.2903,0.0893,1.7143,0.0323,0,5.58,1,False
00-0032778,Tajae Sharpe,2016,14,13.1852,0.1761,2.225,0.0247,0,7.3714,1,False
00-0032778,Tajae Sharpe,2018,10,11.1628,0.1488,3.0417,0.0465,0,6.7,1,False
00-0032778,Tajae Sharpe,2019,11,14.1212,0.0971,2.5217,0.1212,0,6.9727,0,False
00-0032778,Tajae Sharpe,2021,10,10.0,0.0902,2.9091,0.0,0,4.32,1,False
00-0032791,Jakeem Grant,2018,8,8.3125,0.135,6.6667,0.0625,0,8.2875,0,False
00-0032791,Jakeem Grant,2020,12,10.7115,0.1278,4.7353,0.0192,0,6.6917,1,False
00-0032795,Cody Core,2018,9,12.5185,0.0909,2.7692,0.037,0,4.1111,1,False
00-0032951,Laquon Treadwell,2017,9,12.7097,0.0981,3.0588,0.0,0,3.9111,1,False
00-0032951,Laquon Treadwell,2018,14,5.9615,0.0934,3.4286,0.0192,0,5.0857,1,False
00-0032951,Laquon Treadwell,2021,8,11.6383,0.1734,3.7812,0.0213,0,9.95,1,False
00-0032959,Charone Peake,2016,9,9.1818,0.1086,3.8824,0.0,0,3.7444,1,False
00-0032966,Corey Coleman,2016,10,13.8904,0.2239,2.9394,0.0411,1,9.33,2,False
00-0032966,Corey Coleman,2017,9,13.5345,0.194,2.5217,0.0345,1,7.2778,2,False
00-0032977,Rashard Higgins,2017,12,8.9167,0.1067,5.0769,0.0417,0,5.5167,1,False
00-0032977,Rashard Higgins,2018,12,10.8846,0.119,3.8421,0.0577,0,9.0333,1,False
00-0032977,Rashard Higgins,2020,11,14.2353,0.1536,2.1111,0.0784,0,10.8182,0,False
00-0032977,Rashard Higgins,2021,11,10.913,0.1333,1.7083,0.0217,0,5.2273,1,False
00-0033009,Tyler Boyd,2016,16,8.4074,0.1439,3.7222,0.0123,0,7.7562,1,False
00-0033009,Tyler Boyd,2017,8,6.7,0.106,3.95,0.0667,0,6.6125,0,False
00-0033009,Tyler Boyd,2018,14,9.3333,0.2164,5.5,0.0648,0,15.7929,1,False
00-0033009,Tyler Boyd,2019,16,9.3041,0.2403,3.8667,0.0338,0,13.9312,1,False
00-0033009,Tyler Boyd,2020,14,8.2752,0.2057,4.4304,0.0367,0,13.76,1,False
00-0033009,Tyler Boyd,2021,16,7.9149,0.1787,5.806,0.0532,0,11.49,1,False
00-0033009,Tyler Boyd,2022,15,9.2593,0.1404,4.2931,0.0617,0,11.1413,1,False
00-0033009,Tyler Boyd,2023,17,6.4184,0.1593,4.1642,0.0204,0,8.5176,1,False
00-0033009,Tyler Boyd,2024,14,7.3684,0.1272,4.8462,0.0,0,5.5714,1,False
00-0033040,Tyreek Hill,2016,14,7.6173,0.1709,4.3729,0.0494,0,14.1429,1,False
00-0033040,Tyreek Hill,2017,15,11.5619,0.2071,6.0667,0.0667,0,16.3467,1,False
00-0033040,Tyreek Hill,2018,16,14.7883,0.235,6.0575,0.0876,0,20.875,0,False
00-0033040,Tyreek Hill,2019,12,12.8539,0.215,4.8276,0.0787,0,15.6917,1,False
00-0033040,Tyreek Hill,2020,15,12.8815,0.2258,4.9885,0.1111,0,21.9267,0,False
00-0033040,Tyreek Hill,2021,17,10.3585,0.2356,4.0,0.0566,0,17.4412,1,False
00-0033040,Tyreek Hill,2022,17,12.3941,0.2911,4.0504,0.0412,0,20.0706,1,False
00-0033040,Tyreek Hill,2023,16,10.8012,0.3167,5.479,0.076,0,23.525,1,False
00-0033040,Tyreek Hill,2024,17,11.2213,0.2064,3.6049,0.0492,0,12.8353,1,False
