year,name,pos,adp,stdev,team,pid,games,ppg,rookie_season,exp,tier,in_fit,adp_rank,adp_dec,m_iso_deep,resid_iso
2018,Courtland Sutton,WR,163.1,13.7,DEN,00-0034348,16,8.51875,2018,0,rookie,True,64,10,8.413288726154798,0.10546127384520254
2018,Christian Kirk,WR,166.8,17.5,ARI,00-0034775,12,10.291666666666666,2018,0,rookie,True,65,10,8.115833333333333,2.1758333333333333
2019,Davante Adams,WR,6.4,1.5,GB,00-0031381,12,17.725,2014,5,vet,True,1,1,18.379251629089865,-0.6542516290898632
2019,DeAndre Hopkins,WR,7.0,2.8,HOU,00-0030564,15,17.90266666666667,2013,6,vet,True,2,1,18.379251629089865,-0.47658496242319615
2019,Julio Jones,WR,10.2,2.2,ATL,00-0027944,15,18.273333333333333,2011,8,vet,True,3,1,17.943725961538462,0.32960737179487154
2019,Michael Thomas,WR,10.4,2.0,NO,00-0032765,16,23.4125,2016,3,vet,True,4,1,17.943725961538462,5.4687740384615395
2019,JuJu Smith-Schuster,WR,12.9,2.3,PIT,00-0033857,12,9.433333333333334,2017,2,vet,True,5,1,16.42261932202348,-6.9892859886901455
2019,Tyreek Hill,WR,13.9,2.6,KC,00-0033040,12,15.691666666666668,2016,3,vet,True,6,1,16.42261932202348,-0.7309526553568109
2019,Odell Beckham Jr.,WR,15.1,2.5,CLE,00-0031235,16,12.70625,2014,5,vet,True,7,1,16.42261932202348,-3.7163693220234784
2019,Mike Evans,WR,20.2,2.3,TB,00-0031408,13,17.9,2014,5,vet,True,8,2,15.39774859415863,2.5022514058413687
2019,Antonio Brown,WR,21.4,2.5,NE,00-0027793,1,16.1,2010,9,vet,False,9,2,15.39774859415863,0.7022514058413716
2019,Adam Thielen,WR,22.9,2.5,MIN,00-0030035,9,12.711111111111112,2013,6,vet,True,10,2,15.39774859415863,-2.6866374830475177
2019,Keenan Allen,WR,25.0,2.7,LAC,00-0030279,16,16.34375,2013,6,vet,True,11,2,15.39774859415863,0.9460014058413702
2019,Stefon Diggs,WR,30.8,3.8,MIN,00-0031588,15,14.273333333333333,2015,4,vet,True,12,2,14.881502854988153,-0.6081695216548191
2019,Amari Cooper,WR,33.1,4.3,DAL,00-0031544,16,15.40625,2015,4,vet,True,13,3,14.626785714285713,0.7794642857142868
2019,Julian Edelman,WR,36.1,4.2,NE,00-0027150,16,16.0175,2009,10,vet,True,14,3,14.318447404719464,1.6990525952805342
2019,Brandin Cooks,WR,39.1,3.8,LAR,00-0031236,13,9.038461538461538,2014,5,vet,True,15,3,14.318447404719464,-5.279985866257926
2019,Chris Godwin Jr.,WR,39.9,3.9,TB,00-0033921,14,19.72142857142857,2017,2,vet,True,16,3,14.318447404719464,5.402981166709107
2019,Robert Woods,WR,42.2,3.9,LAR,00-0030431,15,15.526666666666667,2013,6,vet,True,17,3,13.894337842606387,1.6323288240602807
2019,Tyler Lockett,WR,42.9,3.7,SEA,00-0032211,16,14.7,2015,4,vet,True,18,3,13.894337842606387,0.8056621573936127
2019,Cooper Kupp,WR,45.2,3.7,LAR,00-0033908,16,16.90625,2017,2,vet,True,19,4,13.894337842606387,3.0119121573936134
2019,Kenny Golladay,WR,47.1,3.8,DET,00-0033932,16,15.5,2017,2,vet,True,20,4,13.894337842606387,1.6056621573936134
2019,T.Y. Hilton,WR,49.0,4.5,IND,00-0029608,10,12.51,2012,7,vet,True,21,4,13.894337842606387,-1.3843378426063868
2019,Tyler Boyd,WR,51.5,4.2,CIN,00-0033009,16,13.93125,2016,3,vet,True,22,4,13.894337842606387,0.036912157393613754
2019,Josh Gordon,WR,52.1,4.8,SEA,00-0029664,8,8.15,2012,7,vet,True,23,4,13.173062271062273,-5.0230622710622725
2019,Calvin Ridley,WR,53.5,5.2,ATL,00-0034837,12,16.283333333333335,2018,1,soph,True,24,4,13.173062271062273,3.110271062271062
2019,Mike Williams,WR,60.3,5.9,LAC,00-0033536,15,10.753333333333334,2017,2,vet,True,25,4,12.853924073475543,-2.1005907401422093
2019,Dede Westbrook,WR,62.7,6.1,JAX,00-0033839,14,11.192857142857141,2017,2,vet,True,26,5,12.853924073475543,-1.6610669306184018
2019,A.J. Green,WR,63.8,6.4,CIN,00-0027942,0,,2011,8,vet,False,27,5,12.853924073475543,
2019,Jarvis Landry,WR,64.8,6.9,CLE,00-0031382,16,14.8375,2014,5,vet,True,28,5,12.853924073475543,1.9835759265244572
2019,DJ Moore,WR,67.2,6.6,CAR,00-0034827,15,15.366666666666667,2018,1,soph,True,29,5,12.853924073475543,2.512742593191124
2019,Alshon Jeffery,WR,71.9,6.9,PHI,00-0029137,9,13.577777777777778,2012,7,vet,True,30,5,12.739458663273002,0.8383191145047757
2019,Robbie Chosen,WR,75.9,6.3,NYJ,00-0032688,16,10.14375,2016,3,vet,True,31,5,12.438209229710779,-2.294459229710778
2019,Allen Robinson II,WR,76.6,7.5,CHI,00-0031428,16,15.93125,2014,5,vet,True,32,5,12.438209229710779,3.4930407702892214
2019,Emmanuel Sanders,WR,80.6,7.6,SF,00-0027685,15,12.393333333333334,2010,9,vet,True,33,6,12.200000000000001,0.19333333333333336
2019,Will Fuller,WR,81.6,7.0,HOU,00-0033127,10,13.24,2016,3,vet,True,34,6,12.200000000000001,1.0399999999999991
2019,Curtis Samuel,WR,88.0,7.0,CAR,00-0033282,16,10.73125,2017,2,vet,True,35,6,11.063778356464837,-0.332528356464838
2019,Christian Kirk,WR,89.9,7.9,ARI,00-0034775,13,12.938461538461537,2018,1,soph,True,36,6,11.063778356464837,1.8746831819966996
2019,Sterling Shepard,WR,92.2,7.8,NYG,00-0032385,10,14.180000000000001,2016,3,vet,True,37,6,11.063778356464837,3.116221643535164
2019,Sammy Watkins,WR,96.1,8.0,KC,00-0031325,13,10.653846153846153,2014,5,vet,True,38,6,10.823809344250519,-0.16996319040436525
2019,Geronimo Allison,WR,98.7,8.2,GB,00-0032626,14,5.235714285714286,2016,3,vet,True,39,7,10.823809344250519,-5.588095058536233
2019,Marquez Valdes-Scantling,WR,100.6,8.6,GB,00-0034272,12,6.875,2018,1,soph,True,40,7,10.823809344250519,-3.9488093442505185
2019,James Washington,WR,101.3,8.3,PIT,00-0034676,14,9.535714285714286,2018,1,soph,True,41,7,10.823809344250519,-1.288095058536232
2019,Marvin Jones Jr.,WR,105.3,7.6,DET,00-0029293,13,14.915384615384616,2012,7,vet,True,42,7,10.823809344250519,4.091575271134097
2019,Larry Fitzgerald,WR,106.5,9.5,ARI,00-0022921,16,11.0875,2004,15,vet,True,43,7,10.169649826735766,0.9178501732642346
2019,Dante Pettis,WR,109.8,9.5,SF,00-0034860,6,3.85,2018,1,soph,True,44,7,10.169649826735766,-6.319649826735766
2019,Corey Davis,WR,110.8,8.2,TEN,00-0033871,15,7.673333333333333,2017,2,vet,True,45,7,10.169649826735766,-2.496316493402433
2019,Michael Gallup,WR,113.8,8.4,DAL,00-0034764,14,15.192857142857141,2018,1,soph,True,46,8,10.169649826735766,5.0232073161213755
2019,DeSean Jackson,WR,119.4,9.5,PHI,00-0026189,1,35.4,2008,11,vet,False,47,8,10.169649826735766,25.230350173264235
2019,Donte Moncrief,WR,119.8,10.2,CAR,00-0031339,3,1.9333333333333336,2014,5,vet,False,48,8,10.169649826735766,-8.236316493402432
2019,Golden Tate,WR,123.3,10.1,NYG,00-0027891,11,14.018181818181818,2010,9,vet,True,49,8,10.169649826735766,3.848531991446052
2019,Courtland Sutton,WR,126.2,11.8,DEN,00-0034348,16,13.90125,2018,1,soph,True,50,8,10.169649826735766,3.7316001732642334
2019,Jamison Crowder,WR,128.8,10.0,NYJ,00-0031941,16,12.356250000000001,2015,4,vet,True,51,8,10.169649826735766,2.1866001732642353
2019,Tyrell Williams,WR,131.4,9.0,LV,00-0032160,13,11.007692307692308,2015,4,vet,True,52,9,10.169649826735766,0.8380424809565419
2019,DK Metcalf,WR,131.8,14.1,SEA,00-0035640,15,12.473333333333333,2019,0,rookie,True,53,9,10.169649826735766,2.303683506597567
2019,Anthony Miller,WR,134.4,7.5,CHI,00-0034353,12,10.4,2018,1,soph,True,54,9,10.169649826735766,0.23035017326423457
2019,John Brown,WR,136.2,8.6,BUF,00-0031051,15,14.654666666666666,2014,5,vet,True,55,9,10.169649826735766,4.4850168399309
2019,Mecole Hardman Jr.,WR,137.7,13.5,KC,00-0035140,9,9.644444444444444,2019,0,rookie,True,56,9,10.169649826735766,-0.5252053822913219
2019,Keke Coutee,WR,146.2,13.3,HOU,00-0034366,8,6.6000000000000005,2018,1,soph,True,57,9,9.338003994797472,-2.738003994797471
2019,Deebo Samuel Sr.,WR,151.8,11.2,SF,00-0035719,15,12.606666666666666,2019,0,rookie,True,58,9,9.338003994797472,3.268662671869194
2019,N'Keal Harry,WR,152.8,13.8,NE,00-0035624,5,7.44,2019,0,rookie,True,59,10,9.338003994797472,-1.8980039947974712
2019,Cole Beasley,WR,159.6,14.8,BUF,00-0029000,15,12.32,2012,7,vet,True,60,10,8.413288726154798,3.906711273845202
2019,Mohamed Sanu,WR,160.7,13.9,NE,00-0029632,14,8.700000000000001,2012,7,vet,True,61,10,8.413288726154798,0.2867112738452029
2019,Demaryius Thomas,WR,161.4,15.9,NYJ,00-0027874,11,7.754545454545454,2010,9,vet,True,62,10,8.413288726154798,-0.6587432716093442
2019,Kenny Stills,WR,161.5,17.7,HOU,00-0030085,13,9.238461538461538,2013,6,vet,True,63,10,8.413288726154798,0.8251728123067394
2019,Tre'Quan Smith,WR,161.6,16.2,NO,00-0034765,8,7.7875000000000005,2018,1,soph,True,64,10,8.413288726154798,-0.6257887261547976
2019,Marquise Goodwin,WR,163.0,13.8,SF,00-0030068,7,5.442857142857142,2013,6,vet,True,65,10,8.413288726154798,-2.970431583297656
2019,Adam Humphries,WR,166.9,10.3,TEN,00-0032009,10,7.57,2015,4,vet,True,66,10,7.737402755974185,-0.16740275597418464
2020,Michael Thomas,WR,5.6,1.6,NO,00-0032765,7,11.985714285714286,2016,4,vet,True,1,1,18.379251629089865,-6.393537343375579
2020,Davante Adams,WR,10.4,1.9,GB,00-0031381,14,25.6,2014,6,vet,True,2,1,17.943725961538462,7.6562740384615395
2020,Julio Jones,WR,14.4,2.8,ATL,00-0027944,9,16.233333333333334,2011,9,vet,True,3,1,16.42261932202348,-0.1892859886901448
2020,Tyreek Hill,WR,15.8,3.1,KC,00-0033040,15,21.926666666666666,2016,4,vet,True,4,1,16.42261932202348,5.504047344643187
2020,DeAndre Hopkins,WR,18.5,3.4,ARI,00-0030564,16,17.9875,2013,7,vet,True,5,2,16.42261932202348,1.5648806779765216
2020,Chris Godwin Jr.,WR,21.5,3.0,TB,00-0033921,12,15.916666666666666,2017,3,vet,True,6,2,15.39774859415863,0.5189180725080362
2020,Kenny Golladay,WR,25.8,3.1,DET,00-0033932,5,13.16,2017,3,vet,True,7,2,15.39774859415863,-2.2377485941586297
2020,Mike Evans,WR,27.9,3.2,TB,00-0031408,16,15.5375,2014,6,vet,True,8,2,14.881502854988153,0.6559971450118471
2020,Adam Thielen,WR,30.3,3.6,MIN,00-0030035,15,16.933333333333334,2013,7,vet,True,9,2,14.881502854988153,2.051830478345181
2020,Allen Robinson II,WR,31.8,3.7,CHI,00-0031428,16,16.431250000000002,2014,6,vet,True,10,3,14.881502854988153,1.5497471450118496
2020,DJ Moore,WR,32.6,3.8,CAR,00-0034827,15,14.1,2018,2,vet,True,11,3,14.626785714285713,-0.5267857142857135
2020,Odell Beckham Jr.,WR,35.7,4.6,CLE,00-0031235,6,14.469999999999999,2014,6,vet,True,12,3,14.318447404719464,0.15155259528053477
2020,JuJu Smith-Schuster,WR,36.9,4.0,PIT,00-0033857,16,14.63125,2017,3,vet,True,13,3,14.318447404719464,0.31280259528053556
2020,Amari Cooper,WR,38.1,4.4,DAL,00-0031544,16,14.8,2015,5,vet,True,14,3,14.318447404719464,0.4815525952805366
2020,Cooper Kupp,WR,40.3,4.3,LAR,00-0033908,15,14.046666666666665,2017,3,vet,True,15,3,14.318447404719464,-0.271780738052799
2020,Calvin Ridley,WR,40.9,4.2,ATL,00-0034837,15,18.766666666666666,2018,2,vet,True,16,3,14.318447404719464,4.448219261947202
2020,Robert Woods,WR,42.4,3.6,LAR,00-0030431,16,15.31875,2013,7,vet,True,17,3,13.894337842606387,1.424412157393613
2020,A.J. Brown,WR,44.4,4.0,TEN,00-0035676,14,17.678571428571427,2019,1,soph,True,18,3,13.894337842606387,3.7842335859650404
2020,DK Metcalf,WR,45.3,4.4,SEA,00-0035640,16,16.95625,2019,1,soph,True,19,4,13.894337842606387,3.061912157393614
2020,DJ Chark,WR,47.5,4.7,JAX,00-0034777,13,11.815384615384614,2018,2,vet,True,20,4,13.894337842606387,-2.0789532272217723
2020,Tyler Lockett,WR,49.9,4.3,SEA,00-0032211,16,16.5875,2015,5,vet,True,21,4,13.894337842606387,2.693162157393612
2020,Terry McLaurin,WR,50.8,3.9,WAS,00-0035659,15,14.92,2019,1,soph,True,22,4,13.894337842606387,1.0256621573936133
2020,Keenan Allen,WR,53.5,4.7,LAC,00-0030279,14,17.507142857142856,2013,7,vet,True,23,4,13.173062271062273,4.334080586080583
2020,T.Y. Hilton,WR,57.5,5.0,IND,00-0029608,15,10.946666666666667,2012,8,vet,True,24,4,12.853924073475543,-1.907257406808876
2020,Courtland Sutton,WR,58.1,5.5,DEN,00-0034348,1,9.6,2018,2,vet,False,25,4,12.853924073475543,-3.2539240734755435
2020,Hollywood Brown,WR,60.0,5.5,BAL,00-0035662,16,11.4375,2019,1,soph,True,26,4,12.853924073475543,-1.416424073475543
2020,Stefon Diggs,WR,65.0,5.8,BUF,00-0031588,16,20.5375,2015,5,vet,True,27,5,12.853924073475543,7.683575926524458
2020,DeVante Parker,WR,66.7,5.8,MIA,00-0031547,14,11.87857142857143,2015,5,vet,True,28,5,12.853924073475543,-0.9753526449041132
2020,A.J. Green,WR,69.8,6.4,CIN,00-0027942,14,7.95,2011,9,vet,True,29,5,12.739458663273002,-4.789458663273002
2020,Will Fuller,WR,70.5,6.1,HOU,00-0033127,10,18.89,2016,4,vet,True,30,5,12.739458663273002,6.150541336726999
2020,Michael Gallup,WR,72.2,6.7,DAL,00-0034764,16,10.83125,2018,2,vet,True,31,5,12.739458663273002,-1.908208663273001
2020,Julian Edelman,WR,77.2,6.7,NE,00-0027150,6,9.37,2009,11,vet,True,32,5,12.438209229710779,-3.0682092297107797
2020,Tyler Boyd,WR,78.5,7.0,CIN,00-0033009,14,13.76,2016,4,vet,True,33,6,12.438209229710779,1.3217907702892209
2020,Brandin Cooks,WR,81.5,7.1,HOU,00-0031236,15,15.466666666666667,2014,6,vet,True,34,6,12.200000000000001,3.2666666666666657
2020,Jarvis Landry,WR,85.5,7.6,CLE,00-0031382,15,12.530666666666667,2014,6,vet,True,35,6,11.063778356464837,1.4668883102018295
2020,Deebo Samuel Sr.,WR,89.1,8.3,SF,00-0035719,6,13.299999999999999,2019,1,soph,True,36,6,11.063778356464837,2.2362216435351616
2020,Diontae Johnson,WR,89.4,7.2,PIT,00-0035216,14,15.928571428571429,2019,1,soph,True,37,6,11.063778356464837,4.8647930721065915
2020,CeeDee Lamb,WR,93.2,8.0,DAL,00-0036358,16,13.60625,2020,0,rookie,True,38,6,11.063778356464837,2.542471643535162
2020,Marvin Jones Jr.,WR,95.1,7.7,DET,00-0029293,16,14.2375,2012,8,vet,True,39,6,10.823809344250519,3.413690655749482
2020,Emmanuel Sanders,WR,100.0,7.8,NO,00-0027685,12,13.491666666666667,2010,10,vet,True,40,7,10.823809344250519,2.6678573224161486
2020,Jamison Crowder,WR,102.6,7.2,NYJ,00-0031941,12,14.335,2015,5,vet,True,41,7,10.823809344250519,3.5111906557494823
2020,Henry Ruggs III,WR,104.5,7.6,LV,00-0036357,12,6.783333333333334,2020,0,rookie,True,42,7,10.823809344250519,-4.0404760109171844
2020,Mecole Hardman Jr.,WR,106.1,9.1,KC,00-0035140,13,9.684615384615386,2019,1,soph,True,43,7,10.169649826735766,-0.48503444212038005
2020,Jalen Reagor,WR,109.5,6.4,PHI,00-0036387,9,8.133333333333333,2020,0,rookie,True,44,7,10.169649826735766,-2.036316493402433
2020,Jerry Jeudy,WR,112.3,7.7,DEN,00-0036407,15,10.506666666666666,2020,0,rookie,True,45,7,10.169649826735766,0.33701683993090015
2020,Darius Slayton,WR,113.2,7.5,NYG,00-0035535,14,9.77142857142857,2019,1,soph,True,46,8,10.169649826735766,-0.3982212553071953
2020,Christian Kirk,WR,116.9,7.6,ARI,00-0034775,14,10.457142857142857,2018,2,vet,True,47,8,10.169649826735766,0.2874930304070915
2020,Sterling Shepard,WR,118.9,9.2,NYG,00-0032385,12,13.541666666666666,2016,4,vet,True,48,8,10.169649826735766,3.3720168399309003
2020,Justin Jefferson,WR,121.5,10.3,MIN,00-0036322,16,17.1375,2020,0,rookie,True,49,8,10.169649826735766,6.9678501732642335
2020,Anthony Miller,WR,126.9,8.4,CHI,00-0034353,15,7.093333333333334,2018,2,vet,True,50,8,10.169649826735766,-3.076316493402432
2020,DeSean Jackson,WR,127.1,9.3,PHI,00-0026189,4,7.425,2008,12,vet,True,51,8,10.169649826735766,-2.744649826735766
2020,Preston Williams,WR,130.9,9.1,MIA,00-0035350,8,9.35,2019,1,soph,True,52,8,10.169649826735766,-0.8196498267357661
2020,Allen Lazard,WR,131.0,8.7,GB,00-0034521,10,9.78,2018,2,vet,True,53,9,10.169649826735766,-0.3896498267357664
2020,Brandon Aiyuk,WR,135.9,9.4,SF,00-0036261,12,15.375,2020,0,rookie,True,54,9,10.169649826735766,5.205350173264234
2020,Sammy Watkins,WR,140.5,11.6,KC,00-0031325,10,8.74,2014,6,vet,True,55,9,10.169649826735766,-1.4296498267357656
2020,Golden Tate,WR,145.3,14.2,NYG,00-0027891,11,7.674545454545455,2010,10,vet,True,56,9,9.338003994797472,-1.6634585402520168
2020,John Brown,WR,149.1,14.0,BUF,00-0031051,9,10.755555555555555,2014,6,vet,True,57,9,9.338003994797472,1.417551560758083
2020,Michael Pittman Jr.,WR,151.7,12.7,IND,00-0036252,12,8.108333333333333,2020,0,rookie,True,58,9,9.338003994797472,-1.229670661464139
2020,Breshad Perriman,WR,153.0,13.9,NYJ,00-0032054,11,8.727272727272727,2015,5,vet,True,59,10,9.338003994797472,-0.6107312675247449
2020,Parris Campbell,WR,158.4,15.6,IND,00-0035639,1,14.0,2019,1,soph,False,60,10,9.338003994797472,4.661996005202528
2020,N'Keal Harry,WR,159.0,14.1,NE,00-0035624,13,5.684615384615385,2019,1,soph,True,61,10,9.338003994797472,-3.6533886101820867
2020,Mike Williams,WR,161.9,14.9,LAC,00-0033536,13,11.615384615384615,2017,3,vet,True,62,10,8.413288726154798,3.202095889229817
2020,Larry Fitzgerald,WR,162.8,15.1,ARI,00-0022921,13,7.761538461538462,2004,16,vet,True,63,10,8.413288726154798,-0.6517502646163358
2020,Curtis Samuel,WR,163.9,11.5,CAR,00-0033282,15,14.139999999999999,2017,3,vet,True,64,10,8.413288726154798,5.726711273845201
2020,Robbie Chosen,WR,163.9,17.8,CAR,00-0032688,16,14.00625,2016,4,vet,True,65,10,8.413288726154798,5.5929612738452015
2020,Bryan Edwards,WR,164.2,14.0,LV,00-0036365,5,5.9399999999999995,2020,0,rookie,True,66,10,8.115833333333333,-2.1758333333333333
2021,Davante Adams,WR,6.4,1.6,GB,00-0031381,16,21.51875,2014,7,vet,True,1,1,18.379251629089865,3.139498370910136
2021,Tyreek Hill,WR,10.6,2.2,KC,00-0033040,17,17.441176470588236,2016,5,vet,True,2,1,17.943725961538462,-0.5025494909502264
2021,Stefon Diggs,WR,13.5,2.4,BUF,00-0031588,17,16.794117647058822,2015,6,vet,True,3,1,16.42261932202348,0.3714983250353434
2021,DeAndre Hopkins,WR,17.0,2.3,ARI,00-0030564,10,14.719999999999999,2013,8,vet,True,4,2,16.42261932202348,-1.7026193220234802
2021,Calvin Ridley,WR,18.0,2.1,ATL,00-0034837,5,14.219999999999999,2018,3,vet,True,5,2,16.42261932202348,-2.20261932202348
2021,DK Metcalf,WR,19.7,2.3,SEA,00-0035640,17,14.370588235294118,2019,2,vet,True,6,2,15.39774859415863,-1.0271603588645117
2021,Justin Jefferson,WR,22.4,1.9,MIN,00-0036322,17,19.435294117647057,2020,1,soph,True,7,2,15.39774859415863,4.037545523488427
2021,A.J. Brown,WR,24.8,2.4,TEN,00-0035676,13,13.915384615384616,2019,2,vet,True,8,2,15.39774859415863,-1.4823639787740142
2021,Keenan Allen,WR,25.9,2.6,LAC,00-0030279,16,16.1125,2013,8,vet,True,9,2,15.39774859415863,0.7147514058413709
2021,CeeDee Lamb,WR,29.6,2.8,DAL,00-0036358,16,14.55,2020,1,soph,True,10,2,14.881502854988153,-0.3315028549881518
2021,Terry McLaurin,WR,30.3,2.8,WAS,00-0035659,17,12.558823529411764,2019,2,vet,True,11,2,14.881502854988153,-2.322679325576388
2021,Allen Robinson II,WR,32.7,3.1,CHI,00-0031428,12,7.25,2014,7,vet,True,12,3,14.626785714285713,-7.376785714285713
2021,Robert Woods,WR,35.1,3.1,LAR,00-0030431,9,15.244444444444444,2013,8,vet,True,13,3,14.318447404719464,0.9259970397249795
2021,Mike Evans,WR,37.8,3.3,TB,00-0031408,15,17.34,2014,7,vet,True,14,3,14.318447404719464,3.0215525952805358
2021,Amari Cooper,WR,40.0,3.5,DAL,00-0031544,15,13.5,2015,6,vet,True,15,3,14.318447404719464,-0.8184474047194641
2021,Cooper Kupp,WR,41.3,3.4,LAR,00-0033908,17,25.852941176470587,2017,4,vet,True,16,3,14.318447404719464,11.534493771751123
2021,Diontae Johnson,WR,44.9,4.3,PIT,00-0035216,16,17.15,2019,2,vet,True,17,4,13.894337842606387,3.255662157393612
2021,Julio Jones,WR,46.0,4.6,TEN,00-0027944,8,9.8375,2011,10,vet,True,18,4,13.894337842606387,-4.056837842606386
2021,Chris Godwin Jr.,WR,47.2,5.0,TB,00-0033921,14,17.314285714285713,2017,4,vet,True,19,4,13.894337842606387,3.4199478716793266
2021,Tyler Lockett,WR,48.4,5.4,SEA,00-0032211,16,15.0875,2015,6,vet,True,20,4,13.894337842606387,1.1931621573936138
2021,Adam Thielen,WR,52.3,4.9,MIN,00-0030035,13,15.36923076923077,2013,8,vet,True,21,4,13.173062271062273,2.196168498168497
2021,Brandon Aiyuk,WR,53.9,4.5,SF,00-0036261,15,11.226666666666667,2020,1,soph,True,22,4,12.853924073475543,-1.6272574068088765
2021,DJ Moore,WR,57.0,4.7,CAR,00-0034827,17,13.970588235294118,2018,3,vet,True,23,4,12.853924073475543,1.1166641618185746
2021,Chase Claypool,WR,61.1,4.8,PIT,00-0036326,15,11.106666666666666,2020,1,soph,True,24,5,12.853924073475543,-1.7472574068088775
2021,Tee Higgins,WR,61.3,6.6,CIN,00-0036410,14,15.65,2020,1,soph,True,25,5,12.853924073475543,2.7960759265244572
2021,Jerry Jeudy,WR,64.1,5.2,DEN,00-0036407,10,8.5,2020,1,soph,True,26,5,12.853924073475543,-4.353924073475543
2021,Odell Beckham Jr.,WR,69.0,5.6,LAR,00-0031235,13,9.807692307692308,2014,7,vet,True,27,5,12.739458663273002,-2.9317663555806934
2021,Michael Thomas,WR,69.5,5.9,NO,00-0032765,0,,2016,5,vet,False,28,5,12.739458663273002,
2021,Antonio Brown,WR,72.7,6.3,TB,00-0027793,7,17.3,2010,11,vet,True,29,5,12.739458663273002,4.560541336726999
2021,Robbie Chosen,WR,75.0,5.8,CAR,00-0032688,16,8.65625,2016,5,vet,True,30,5,12.438209229710779,-3.781959229710779
2021,Ja'Marr Chase,WR,77.4,5.8,CIN,00-0036900,17,17.91764705882353,2021,0,rookie,True,31,5,12.438209229710779,5.479437829112751
2021,DeVonta Smith,WR,77.6,6.2,PHI,00-0036912,17,10.91764705882353,2021,0,rookie,True,32,5,12.438209229710779,-1.5205621708872492
2021,JuJu Smith-Schuster,WR,82.5,6.8,PIT,00-0033857,4,8.549999999999999,2017,4,vet,True,33,6,11.063778356464837,-2.5137783564648384
2021,Kenny Golladay,WR,82.8,6.8,NYG,00-0033932,13,6.853846153846154,2017,4,vet,True,34,6,11.063778356464837,-4.209932202618683
2021,Courtland Sutton,WR,85.7,7.1,DEN,00-0034348,17,8.83764705882353,2018,3,vet,True,35,6,11.063778356464837,-2.2261312976413077
2021,Laviska Shenault Jr.,WR,85.9,6.2,JAX,00-0036268,16,7.9375,2020,1,soph,True,36,6,11.063778356464837,-3.1262783564648373
2021,Corey Davis,WR,89.6,7.1,NYJ,00-0033871,9,11.68888888888889,2017,4,vet,True,37,6,11.063778356464837,0.6251105324240527
2021,Deebo Samuel Sr.,WR,89.8,6.9,SF,00-0035719,15,21.737333333333332,2019,2,vet,True,38,6,11.063778356464837,10.673554976868495
2021,Marquez Callaway,WR,90.5,8.9,NO,00-0036219,16,9.487499999999999,2020,1,soph,True,39,6,11.063778356464837,-1.5762783564648384
2021,Tyler Boyd,WR,97.3,8.6,CIN,00-0033009,16,11.49,2016,5,vet,True,40,7,10.823809344250519,0.6661906557494817
2021,Jaylen Waddle,WR,99.2,7.8,MIA,00-0036613,16,15.4875,2021,0,rookie,True,41,7,10.823809344250519,4.663690655749482
2021,Mecole Hardman Jr.,WR,100.0,7.0,KC,00-0035140,15,8.826666666666666,2019,2,vet,True,42,7,10.823809344250519,-1.9971426775838523
2021,Brandin Cooks,WR,102.9,9.9,HOU,00-0031236,16,14.4875,2014,7,vet,True,43,7,10.823809344250519,3.663690655749482
2021,Michael Pittman Jr.,WR,104.4,8.1,IND,00-0036252,17,14.035294117647059,2020,1,soph,True,44,7,10.823809344250519,3.21148477339654
2021,Darnell Mooney,WR,109.0,7.0,CHI,00-0036309,17,12.923529411764704,2020,1,soph,True,45,7,10.169649826735766,2.7538795850289386
2021,DJ Chark,WR,112.8,7.9,JAX,00-0034777,3,11.466666666666669,2018,3,vet,False,46,7,10.169649826735766,1.2970168399309028
2021,Jakobi Meyers,WR,116.2,9.9,NE,00-0034960,16,11.64375,2019,2,vet,True,47,8,10.169649826735766,1.474100173264235
2021,Mike Williams,WR,116.2,7.7,LAC,00-0033536,16,15.4125,2017,4,vet,True,48,8,10.169649826735766,5.242850173264234
2021,Jarvis Landry,WR,118.2,9.0,CLE,00-0031382,11,11.918181818181818,2014,7,vet,True,49,8,10.169649826735766,1.7485319914460522
2021,Henry Ruggs III,WR,123.9,11.0,LV,00-0036357,7,12.071428571428571,2020,1,soph,True,50,8,10.169649826735766,1.9017787446928054
2021,Marvin Jones Jr.,WR,126.0,11.6,JAX,00-0029293,17,10.6,2012,9,vet,True,51,8,10.169649826735766,0.43035017326423386
2021,Will Fuller,WR,129.2,11.0,MIA,00-0033127,2,4.3,2016,5,vet,False,52,8,10.169649826735766,-5.869649826735766
2021,Elijah Moore,WR,132.6,10.0,NYJ,00-0036980,11,12.563636363636363,2021,0,rookie,True,53,9,10.169649826735766,2.393986536900597
2021,Russell Gage Jr.,WR,133.8,10.4,ATL,00-0034411,13,12.538461538461538,2018,3,vet,True,54,9,10.169649826735766,2.3688117117257725
2021,Michael Gallup,WR,135.4,11.0,DAL,00-0034764,9,10.166666666666666,2018,3,vet,True,55,9,10.169649826735766,-0.0029831600690997107
2021,Curtis Samuel,WR,140.2,12.9,WAS,00-0033282,2,2.95,2017,4,vet,False,56,9,10.169649826735766,-7.219649826735766
2021,Hollywood Brown,WR,140.9,14.9,BAL,00-0035662,16,14.26875,2019,2,vet,True,57,9,10.169649826735766,4.099100173264235
2021,Gabe Davis,WR,144.3,24.2,BUF,00-0036196,12,10.0,2020,1,soph,True,58,9,10.0,0.0
