spec,b_t1,b_t2,b_heavy,marginal_200_350,marginal_lo,marginal_hi,marginal_p,b_prev_r
as pre-registered: Δr ~ t + t² + heavy,-0.5727190539622697,0.06328450030279349,-0.16158587666220525,-0.4985673301075636,-0.624239413047571,-0.40439689687059666,0.0,
+ control for prior r,-0.08906666431503352,0.024487419178575873,-0.049424931665565636,0.018996280085135042,-0.09544661813804765,0.1366904563787071,0.765,-0.824769613951839
level: r_s ~ t + t² + heavy,0.013690024968077603,0.016244599137759698,-0.025595239883981033,0.12895774045465286,-0.006921330235870431,0.24447595713038803,0.06,
level + prior r,-0.08906666431503334,0.02448741917857581,-0.04942493166556529,0.01899628008513514,-0.12072084925571828,0.15713351708120557,0.775,0.17523038604816166
placebo: next-season touches,0.07833092128109123,,,,0.028964555745630175,0.1358122488791777,,
