pos,a,b,adp_a,adp_b,val_a,val_b,d_p25,d_p90,d_bust,d_boom,shape_dist,p25_a,p25_b,p90_a,p90_b,bust_a,bust_b,boom_a,boom_b,n_a,n_b
RB,Emari Demercado,Kimani Vidal,164.4,172.2,7.481169871794872,7.481169871794872,-0.04999999999999982,-7.0,-0.05524444651760013,-0.11664915175332619,7.05,2.35,2.4,12.7,19.7,0.3488621368502339,0.404106583367834,0.1054438119616522,0.2220929637149784,31,21
QB,Jaxson Dart,Justin Herbert,104.3,108.5,17.634423450195044,17.634423450195044,6.210000000000001,-0.7660000000000018,-0.004927421347865113,0.04113975244558021,6.976000000000003,18.46,12.25,27.144,27.91,0.1341704228365614,0.1390978441844265,0.3916005581595937,0.3504608057140135,12,46
QB,Sam Darnold,Jordan Love,140.1,148.4,15.693481275118744,15.56658179584737,-5.215,-1.7579999999999991,0.060275800177038374,0.01606316409492342,6.972999999999999,8.375,13.59,24.21,25.968,0.2200659603922505,0.1597901602152121,0.3009263597723915,0.2848631956774681,36,47
TE,Kyle Pitts,Harold Fannin Jr.,78.5,81.5,10.353369451689588,10.353369451689588,-3.6499999999999995,-3.2399999999999984,0.0381361214262811,-0.0661882227563027,6.889999999999998,4.55,8.2,15.71,18.95,0.1063533713995833,0.0682172499733022,0.3739083157377378,0.4400965384940405,50,16
TE,Kyle Pitts,Sam LaPorta,78.5,87.6,10.353369451689588,10.353369451689588,-2.3500000000000005,-4.489999999999998,0.0461970386744439,-0.09646046764900379,6.839999999999999,4.55,6.9,15.71,20.2,0.1063533713995833,0.0601563327251394,0.3739083157377378,0.4703687833867416,50,41
RB,Woody Marks,Tank Bigsby,144.7,155.6,7.491790151433535,7.491790151433535,3.35,3.4499999999999975,-0.23526034576248978,0.15467794758900777,6.799999999999997,4.75,1.4,15.85,12.400000000000002,0.1772110876411983,0.4124714334036881,0.274510890053227,0.1198329424642192,16,35
RB,RJ Harvey,Kenny Gainwell,83.1,89.6,9.503735633804158,9.4762971493062,3.2,3.559999999999995,-0.21402981932712267,0.23467210560019058,6.759999999999995,6.0,2.8,22.04,18.480000000000004,0.0387468770074934,0.2527766963346161,0.3973646240395883,0.1626925184393977,17,49
QB,Jaxson Dart,Jared Goff,104.3,105.4,17.634423450195044,17.634423450195044,6.710000000000001,-0.036000000000001364,-0.008169241549995127,0.06161899753806094,6.746000000000002,18.46,11.75,27.144,27.18,0.1341704228365614,0.1423396643865565,0.3916005581595937,0.3299815606215328,12,51
QB,Jalen Hurts,Matthew Stafford,74.6,83.6,17.634423450195044,17.634423450195044,4.165000000000001,2.437999999999999,-0.031723558912116895,0.11438575579885979,6.603,16.37,12.205,29.296,26.858,0.1153121290277705,0.1470356879398874,0.4442455295438107,0.3298597737449509,47,48
RB,Aaron Jones Sr.,Kenny Gainwell,89.4,89.6,9.4762971493062,9.4762971493062,5.8999999999999995,0.6999999999999993,-0.168132068061011,0.2094559794781628,6.599999999999999,8.7,2.8,19.180000000000003,18.480000000000004,0.0846446282736051,0.2527766963346161,0.3721484979175605,0.1626925184393977,40,49
