tier,n,tau2_iso,tau2_ols,mean_resid_iso,tau2_lo,tau2_hi
rookie,30,12.617779556974252,14.413283542137943,0.3619006524275607,6.731786509611221,18.10872365956139
soph,48,14.30305045353994,15.088418324945991,0.1337102508177763,10.208307004960298,18.000408228932955
vet,236,12.90542122354735,13.862391029874143,-0.07319962547491497,10.621107427110148,15.251906007828865
