tier,n,tau2_iso,tau2_ols,mean_resid_iso,tau2_lo,tau2_hi
rookie,7,10.681481772496605,10.432812075682378,0.7513518706961088,1.8994454042437703,15.961774388616435
soph,19,8.982491813344657,9.410664112577457,-0.28390084229127016,4.097268443808415,14.007806296815552
vet,153,6.695175531217138,7.615281465581784,0.0008800843703353404,5.2085282420081285,8.235971316952586
