player_id,name,position,team,adp,adp_formatted,times_drafted,high,low,stdev,bye,pulled_meta,E_total,nname,model_value,value,frame,demand,R_exp,VORP_R_exp,R_real,VORP_R_real,R_week,VORP_R_week,vorp_rank_real,R_cont,VORP_R_cont
5706,Chase Brown,RB,CIN,12.2,1.12,719,6,19,2.3,6,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",219.16564102564104,chase brown,213.8491262979844,213.8491262979844,10,24,138.03684210526316,75.81228419272122,162.21038751917948,51.63873877880491,187.93038751917948,25.918738778804908,11,84.85038751917948,128.99873877880492
4876,Justin Jefferson,WR,MIN,13.3,2.01,803,6,21,2.7,6,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",245.9857142857143,justin jefferson,217.25952076151196,217.25952076151196,10,36,153.68615384615384,63.57336691535812,175.08021096145626,42.179309800055705,199.61821096145627,17.641309800055694,15,126.11021096145626,91.1493098000557
6500,Ashton Jeanty,RB,LV,14.1,2.02,612,6,22,3.0,13,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",219.16564102564104,ashton jeanty,201.07609944301944,201.07609944301944,10,24,138.03684210526316,63.039257337756254,162.21038751917948,38.86571192383994,187.93038751917948,13.14571192383994,16,84.85038751917948,116.22571192383997
5652,James Cook III,RB,BUF,15.1,2.03,1422,7,23,3.0,7,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",219.16564102564104,james cook,197.36154231396415,197.36154231396415,10,24,138.03684210526316,59.32470020870099,162.21038751917948,35.151154794784674,187.93038751917948,9.431154794784677,17,84.85038751917948,112.51115479478467
2350,Derrick Henry,RB,BAL,16.1,2.04,368,7,24,3.1,13,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",219.16564102564104,derrick henry,197.36154231396415,197.36154231396415,10,24,138.03684210526316,59.32470020870099,162.21038751917948,35.151154794784674,187.93038751917948,9.431154794784677,17,84.85038751917948,112.51115479478467
3247,A.J. Brown,WR,NE,17.5,2.06,652,10,24,2.7,11,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",229.87499999999991,aj brown,221.25823487910787,221.25823487910787,10,36,153.68615384615384,67.57208103295403,175.08021096145626,46.178023917651615,199.61821096145627,21.640023917651604,14,126.11021096145626,95.14802391765161
2860,Saquon Barkley,RB,PHI,18.7,2.07,1237,9,28,3.4,10,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",219.16564102564104,saquon barkley,197.36154231396415,197.36154231396415,10,24,138.03684210526316,59.32470020870099,162.21038751917948,35.151154794784674,187.93038751917948,9.431154794784677,17,84.85038751917948,112.51115479478467
6538,Omarion Hampton,RB,LAC,19.8,2.08,1373,10,30,3.7,7,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",193.76111111111112,omarion hampton,183.90918722411624,183.90918722411624,10,24,138.03684210526316,45.87234511885307,162.21038751917948,21.69879970493676,187.93038751917948,-4.021200295063238,27,84.85038751917948,99.05879970493676
5544,Chris Olave,WR,NO,20.1,2.08,226,13,26,2.4,8,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",216.39,chris olave,206.40945016457317,206.40945016457317,10,36,153.68615384615384,52.72329631841933,175.08021096145626,31.329239203116913,199.61821096145627,6.791239203116902,22,126.11021096145626,80.29923920311691
5576,George Pickens,WR,DAL,21.6,2.1,444,15,28,2.4,14,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",215.3375,george pickens,204.24923108057988,204.24923108057988,10,36,153.68615384615384,50.56307723442603,175.08021096145626,29.169020119123616,199.61821096145627,4.631020119123605,23,126.11021096145626,78.13902011912361
5207,Nico Collins,WR,HOU,23.2,2.11,622,16,30,2.6,8,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",215.3375,nico collins,208.9795683004928,208.9795683004928,10,36,153.68615384615384,55.29341445433897,175.08021096145626,33.899357339036555,199.61821096145627,9.361357339036545,20,126.11021096145626,82.86935733903653
3255,Josh Jacobs,RB,GB,24.6,3.01,364,17,32,2.6,11,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",178.53333333333333,josh jacobs,183.90918722411624,183.90918722411624,10,24,138.03684210526316,45.87234511885307,162.21038751917948,21.69879970493676,187.93038751917948,-4.021200295063238,27,84.85038751917948,99.05879970493676
6769,Jeremiyah Love,RB,ARI,25.6,3.02,293,17,36,3.2,14,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",178.53333333333333,jeremiyah love,183.90918722411624,183.90918722411624,10,24,138.03684210526316,45.87234511885307,162.21038751917948,21.69879970493676,187.93038751917948,-4.021200295063238,27,84.85038751917948,99.05879970493676
5625,Kenneth Walker,RB,KC,26.5,3.03,1582,16,38,3.7,5,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",178.53333333333333,kenneth walker,183.90918722411624,183.90918722411624,10,24,138.03684210526316,45.87234511885307,162.21038751917948,21.69879970493676,187.93038751917948,-4.021200295063238,27,84.85038751917948,99.05879970493676
5675,Zay Flowers,WR,BAL,26.6,3.03,276,19,33,2.8,13,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",211.6822222222223,zay flowers,195.668642305478,195.668642305478,10,36,153.68615384615384,41.982488459324145,175.08021096145626,20.58843134402173,199.61821096145627,-3.9495686559782825,33,126.11021096145626,69.55843134402173
2885,Josh Allen,QB,BUF,26.7,3.03,663,9,40,6.4,7,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",317.9609090909091,josh allen,298.85201974505276,298.85201974505276,10,10,244.7331960335892,54.11882371146356,280.93876423621697,17.91325550883579,334.65276423621697,-35.80074449116421,34,223.01076423621697,75.84125550883579
5503,Breece Hall,RB,NYJ,28.3,3.04,192,21,35,2.8,13,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",178.10444444444445,breece hall,170.9413229570146,170.9413229570146,10,24,138.03684210526316,32.90448085175143,162.21038751917948,8.730935437835114,187.93038751917948,-16.989064562164884,38,84.85038751917948,86.09093543783511
5548,Garrett Wilson,WR,NYJ,28.5,3.04,237,19,39,3.3,13,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",211.6822222222223,garrett wilson,196.6446422638869,196.6446422638869,10,36,153.68615384615384,42.958488417733065,175.08021096145626,21.56443130243065,199.61821096145627,-2.9735686975693625,31,126.11021096145626,70.53443130243065
4883,DeVonta Smith,WR,PHI,29.1,3.05,681,19,39,3.7,10,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",211.6822222222223,devonta smith,191.8682897122563,191.8682897122563,10,36,153.68615384615384,38.1821358661025,175.08021096145626,16.788078750800082,199.61821096145627,-7.749921249199929,35,126.11021096145626,65.75807875080005
6509,Cam Skattebo,RB,NYG,30.6,3.07,343,21,40,3.4,8,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",178.10444444444445,cam skattebo,170.9413229570146,170.9413229570146,10,24,138.03684210526316,32.90448085175143,162.21038751917948,8.730935437835114,187.93038751917948,-16.989064562164884,38,84.85038751917948,86.09093543783511
5623,Kyren Williams,RB,LAR,32.2,3.08,653,22,42,3.7,11,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",178.10444444444445,kyren williams,170.9413229570146,170.9413229570146,10,24,138.03684210526316,32.90448085175143,162.21038751917948,8.730935437835114,187.93038751917948,-16.989064562164884,38,84.85038751917948,86.09093543783511
6576,Emeka Egbuka,WR,TB,33.7,3.1,1070,22,49,4.5,10,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",210.52577777777785,emeka egbuka,190.13533097288865,190.13533097288865,10,36,153.68615384615384,36.44917712673481,175.08021096145626,15.055120011432392,199.61821096145627,-9.482879988567618,37,126.11021096145626,64.02512001143239
6561,Tetairoa McMillan,WR,CAR,33.9,3.1,443,24,44,3.7,5,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",209.36933333333337,tetairoa mcmillan,191.7583563951709,191.7583563951709,10,36,153.68615384615384,38.07220254901702,175.08021096145626,16.678145433714604,199.61821096145627,-7.8598545662854065,36,126.11021096145626,65.64814543371463
6183,Malik Nabers,WR,NYG,33.9,3.1,1034,22,47,4.5,8,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",209.36933333333337,malik nabers,200.83672970756808,200.83672970756808,10,36,153.68615384615384,47.15057586141424,175.08021096145626,25.756518746111823,199.61821096145627,1.218518746111812,25,126.11021096145626,74.72651874611182
5656,Trey McBride,TE,ARI,35.3,3.11,851,19,48,6.0,14,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",186.2533333333333,trey mcbride,178.28920775748318,178.28920775748318,10,10,133.08603802025277,45.20316973723041,149.75893136872511,28.530276388758068,203.6329313687251,-25.343723611241927,24,133.31893136872512,44.970276388758066
5185,Javonte Williams,RB,DAL,36.7,4.01,657,26,50,4.0,14,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",178.10444444444445,javonte williams,170.9413229570146,170.9413229570146,10,24,138.03684210526316,32.90448085175143,162.21038751917948,8.730935437835114,187.93038751917948,-16.989064562164884,38,84.85038751917948,86.09093543783511
4863,Travis Etienne Jr.,RB,NO,37.1,4.01,304,27,48,3.8,8,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",174.00320346320345,travis etienne,170.9413229570146,170.9413229570146,10,24,138.03684210526316,32.90448085175143,162.21038751917948,8.730935437835114,187.93038751917948,-16.989064562164884,38,84.85038751917948,86.09093543783511
4870,Tee Higgins,WR,CIN,39.2,4.03,478,28,48,4.0,6,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",205.43135135135137,tee higgins,197.8370726039058,197.8370726039058,10,36,153.68615384615384,44.15091875775195,175.08021096145626,22.756861642449536,199.61821096145627,-1.781138357550475,26,126.11021096145626,71.72686164244953
6178,Brock Bowers,TE,LV,40.7,4.05,1567,18,58,8.5,13,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",186.2533333333333,brock bowers,170.59131266945283,170.59131266945283,10,10,133.08603802025277,37.50527464920006,149.75893136872511,20.83238130072772,203.6329313687251,-33.04161869927228,32,133.31893136872512,37.272381300727716
2125,Davante Adams,WR,LAR,41.2,4.05,334,30,53,4.1,11,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",205.43135135135137,davante adams,208.39269346730697,208.39269346730697,10,36,153.68615384615384,54.70653962115313,175.08021096145626,33.31248250585071,199.61821096145627,8.774482505850699,21,126.11021096145626,82.28248250585071
3449,Terry McLaurin,WR,WAS,42.6,4.07,542,31,59,4.2,7,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",198.97083333333333,terry mclaurin,181.54713767878815,181.54713767878815,10,36,153.68615384615384,27.860983832634304,175.08021096145626,6.466926717331887,199.61821096145627,-18.071073282668124,44,126.11021096145626,55.436926717331886
6190,Bucky Irving,RB,TB,42.8,4.07,360,31,53,4.3,10,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",157.07629629629628,bucky irving,153.35238595726972,153.35238595726972,10,24,138.03684210526316,15.315543852006556,162.21038751917948,-8.85800156190976,187.93038751917948,-34.57800156190976,54,84.85038751917948,68.50199843809024
6281,Ladd McConkey,WR,LAC,44.2,4.08,1164,32,65,4.5,7,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",198.97083333333333,ladd mcconkey,182.10493524641117,182.10493524641117,10,36,153.68615384615384,28.41878140025733,175.08021096145626,7.024724284954914,199.61821096145627,-17.513275715045097,43,126.11021096145626,55.99472428495491
4862,D'Andre Swift,RB,CHI,44.4,4.08,322,33,55,4.4,10,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",157.07629629629628,dandre swift,153.35238595726972,153.35238595726972,10,24,138.03684210526316,15.315543852006556,162.21038751917948,-8.85800156190976,187.93038751917948,-34.57800156190976,54,84.85038751917948,68.50199843809024
5643,Jameson Williams,WR,DET,45.8,4.1,192,34,63,4.5,6,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",195.66583333333335,jameson williams,181.00930056459836,181.00930056459836,10,36,153.68615384615384,27.32314671844452,175.08021096145626,5.929089603142103,199.61821096145627,-18.608910396857908,45,126.11021096145626,54.8990896031421
5178,Jaylen Waddle,WR,DEN,48.8,5.01,846,35,70,5.0,10,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",184.41333333333336,jaylen waddle,180.14293024710463,180.14293024710463,10,36,153.68615384615384,26.456776400950787,175.08021096145626,5.06271928564837,199.61821096145627,-19.47528071435164,46,126.11021096145626,54.03271928564837
6187,Drake Maye,QB,NE,49.6,5.02,279,30,63,7.5,11,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",280.17823529411766,drake maye,270.8570823106519,270.8570823106519,10,10,244.7331960335892,26.123886277062695,280.93876423621697,-10.081681925565078,334.65276423621697,-63.79568192556508,56,223.01076423621697,47.84631807443492
6194,Rome Odunze,WR,CHI,49.7,5.02,454,34,72,6.0,10,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",184.41333333333336,rome odunze,175.19859714924422,175.19859714924422,10,36,153.68615384615384,21.51244330309038,175.08021096145626,0.1183861877879621,199.61821096145627,-24.41961381221205,51,126.11021096145626,49.08838618778796
6531,Quinshon Judkins,RB,CLE,49.8,5.02,723,35,63,5.3,11,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",143.39020408163265,quinshon judkins,144.74466258122425,144.74466258122425,10,24,138.03684210526316,6.7078204759610855,162.21038751917948,-17.46572493795523,187.93038751917948,-43.18572493795523,73,84.85038751917948,59.89427506204477
6513,Bhayshul Tuten,RB,JAX,51.2,5.03,753,37,65,5.2,7,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",143.39020408163265,bhayshul tuten,144.74466258122425,144.74466258122425,10,24,138.03684210526316,6.7078204759610855,162.21038751917948,-17.46572493795523,187.93038751917948,-43.18572493795523,73,84.85038751917948,59.89427506204477
2876,DJ Moore,WR,BUF,51.3,5.03,817,36,70,5.9,7,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",184.41333333333336,dj moore,178.28792322190472,178.28792322190472,10,36,153.68615384615384,24.601769375750877,175.08021096145626,3.20771226044846,199.61821096145627,-21.33028773955155,49,126.11021096145626,52.17771226044846
2888,Lamar Jackson,QB,BAL,52.8,5.05,426,31,69,8.1,13,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",280.17823529411766,lamar jackson,270.8570823106519,270.8570823106519,10,10,244.7331960335892,26.123886277062695,280.93876423621697,-10.081681925565078,334.65276423621697,-63.79568192556508,56,223.01076423621697,47.84631807443492
6559,Luther Burden III,WR,CHI,53.4,5.05,630,36,73,6.6,10,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",166.60000000000002,luther burden,170.41721509324475,170.41721509324475,10,36,153.68615384615384,16.731061247090906,175.08021096145626,-4.66299586821151,199.61821096145627,-29.20099586821152,53,126.11021096145626,44.30700413178849
5641,Alec Pierce,WR,IND,55.5,5.07,191,39,69,6.2,13,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",164.34,alec pierce,159.70639589048284,159.70639589048284,10,36,153.68615384615384,6.020242044328995,175.08021096145626,-15.37381507097342,199.61821096145627,-39.91181507097343,67,126.11021096145626,33.59618492902658
6490,TreVeyon Henderson,RB,NE,55.7,5.08,510,40,71,5.7,11,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",143.39020408163265,treveyon henderson,144.74466258122425,144.74466258122425,10,24,138.03684210526316,6.7078204759610855,162.21038751917948,-17.46572493795523,187.93038751917948,-43.18572493795523,73,84.85038751917948,59.89427506204477
4882,Joe Burrow,QB,CIN,57.8,5.1,480,36,76,8.3,6,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",280.17823529411766,joe burrow,270.8570823106519,270.8570823106519,10,10,244.7331960335892,26.123886277062695,280.93876423621697,-10.081681925565078,334.65276423621697,-63.79568192556508,56,223.01076423621697,47.84631807443492
2862,Courtland Sutton,WR,DEN,59.8,5.12,269,44,81,6.0,10,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",161.52315789473687,courtland sutton,173.1024935738498,173.1024935738498,10,36,153.68615384615384,19.41633972769597,175.08021096145626,-1.9777173876064469,199.61821096145627,-26.515717387606458,52,126.11021096145626,46.99228261239355
2111,Mike Evans,WR,SF,60.0,5.12,1195,42,81,6.7,8,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",161.52315789473687,mike evans,176.2623750873933,176.2623750873933,10,36,153.68615384615384,22.576221241239463,175.08021096145626,1.1821641259370494,199.61821096145627,-23.35583587406296,50,126.11021096145626,50.15216412593705
6501,Colston Loveland,TE,CHI,60.8,6.01,827,35,85,9.9,10,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",149.89411764705883,colston loveland,153.8613067267111,153.8613067267111,10,10,133.08603802025277,20.77526870645832,149.75893136872511,4.102375357985977,203.6329313687251,-49.77162464201402,47,133.31893136872512,20.542375357985975
3435,Tony Pollard,RB,TEN,63.5,6.03,250,45,80,6.8,9,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 5187, ""start_date"": ""2026-08-01"", ""end_date"": ""2026-08-08""}",138.03684210526316,tony pollard,137.9838809278058,137.9838809278058,10,24,138.03684210526316,-0.0529611774573481,162.21038751917948,-24.226506591373663,187.93038751917948,-49.94650659137366,83,84.85038751917948,53.133493408626336
