qb_shift,marg_now,E_marg_next,lineup_vona
0.0,1.2498750935334257,0.7274861920580432,0.5223889014753825
0.25,0.9998750935334257,0.48635169321244176,0.513523400320984
0.5,0.7498750935334257,0.34644229321244263,0.4034328003209831
0.75,0.49987509353342574,0.23094229321244267,0.2689328003209831
1.0,0.24987509353342574,0.1154422932124427,0.13443280032098304
1.25,0.0,0.0,0.0
