rank,name,team,position,adp,adp_rank,adp_rank_overall,edge,adp_espn,adp_ffc_equiv_espn,adp_price_used,tier,n_seasons,n_games,mu_hat,n_eff,pi_market,tau2,sigma2_tier,V,B,theta_star,age_2026,mu_star_z,mu_star,theta_star_mu_star,theta_used,proj,w_market,w_history,w_projection,post_var,arm,value_prior,view_shift_player,value_post_views,struct_shift,value_ranked,post_SD_bl,replacement,vorp,sched,avail,floor_p25,bust_sched,usable,floor_ref,floor_ref_positional,floor_ref_source,floor_gap,final,thin_data_flag,from_v01_judkins,from_v03_jt,from_v04_cmc,from_v05_lamb,from_v06_pickens,from_v07_jsn,from_v08_arsb,from_v09_barkley,from_v10_rice,from_v12_skattebo,from_v13_javonte,from_v17_djmoore,from_v18_egbuka,from_v20_gibbs,from_v23_pierce,from_v15_achane,from_v24_love,from_v25_montgomery,from_v26_sutton,from_v28_tmac,from_v19_odunze,from_v27_burden,from_v29_johnston,from_v30_hampton,from_v32_cook,from_v14_devonta,from_v21_walker,from_v33_nacua,from_v34_jeanty,from_v35_etienne,from_v36_metcalf,from_v37_mcconkey,from_v16_evans,from_v31_london,from_v22_jacobs,from_v38_hall,from_v39_nabers,from_s01_delta_rb,k,exp_pick,price,slot,BOARD
171,Tucker Kraft,GB,TE,110.6,10,113,-58,100.26,88.557584133917,88.557584133917,vet,3,,12.4089,2.3333,10.059453965152493,6.695175531217138,,11.993668949471097,0.6417555115226373,10.901130058111605,,,,10.901130058111605,10.901130058111605,,,,,4.2966657977701,theta_star,10.901130058111605,0.0,10.901130058111605,0.0,10.901130058111605,1.46571924285828,9.786079490785122,1.1150505673264828,54.0,0.722,0.0,0.6481481481481481,True,6.5875,3.725,top70,-6.5875,0.4563005673264827,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,tucker kraft,113.0,100.26,62.5,83
169,Dallas Goedert,PHI,TE,105.3,9,108,-61,101.74,88.557584133917,88.557584133917,vet,8,,11.7846,2.9767,10.353369451689588,6.695175531217138,,9.401292625995536,0.5840593435885442,10.948676425429948,,,,10.948676425429948,10.948676425429948,,,,,3.9103798259727647,theta_star,10.948676425429948,0.0,10.948676425429948,0.0,10.948676425429948,1.398281056507018,9.786079490785122,1.1625969346448262,54.0,0.722,0.0,0.5370370370370371,True,6.5875,3.725,top70,-6.5875,0.5038469346448261,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,dallas goedert,108.0,101.74,62.92528735632184,84
125,Travis Kelce,KC,TE,99.6,8,102,-23,101.97,88.557584133917,88.557584133917,vet,12,,12.8195,2.9985,10.353369451689588,6.695175531217138,,9.3329423911292,0.5822856081010764,11.38350767402043,,,,11.38350767402043,11.38350767402043,,,,,3.8985043555382206,theta_star,11.38350767402043,1.7763568394002505e-15,11.383507674020432,0.0,11.383507674020432,1.396156215388919,9.786079490785122,1.5974281832353103,54.0,0.889,5.875,0.3518518518518518,True,6.5875,3.725,top70,-0.7125000000000004,1.5261781832353103,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,travis kelce,102.0,101.97,62.991379310344826,85
70,Alec Pierce,IND,WR,55.5,28,56,-14,97.81,79.10274419252515,79.10274419252515,vet,4,61.0,10.748392857142855,2.6470588235294117,12.30481024102512,10.782394134943546,43.140579588937385,16.297552289154122,0.6018310388772187,11.685093148211283,26.33264887063655,-0.0245348180647417,10.859990895629178,11.72952802325872,11.72952802325872,,,,,6.489179463816703,theta_star,11.72952802325872,-0.0839056046517416,11.64562241860698,0.0,11.64562241860698,1.611108868303654,7.920755406757527,3.7248670118494527,54.0,0.889,2.025,0.6111111111111112,True,4.65,4.6875,top70,-2.6250000000000004,3.4623670118494525,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0839056046517441,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,alec pierce,56.0,97.81,63.0,86
71,Rachaad White,WAS,RB,98.0,36,101,30,128.41,100.27302497070912,100.27302497070912,vet,4,65.0,10.723812091503268,2.6470588235294117,9.4762971493062,11.74653700580229,39.64076972639763,14.975401896639104,0.5604159919425199,10.024684767708782,27.63586584531143,-0.0840267865608182,9.84736188544678,9.639411273267667,9.639411273267667,,,,,6.582947187996207,pi_market (market-anchored),9.4762971493062,0.0,9.4762971493062,1.4,10.8762971493062,1.814241878581272,7.4745791409013185,3.401718008404882,54.0,0.907,6.199999999999999,0.3333333333333333,True,6.1125,6.1125,top70,0.0874999999999994,3.410468008404882,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,rachaad white,101.0,128.41,64.0,87
72,RJ Harvey,DEN,RB,83.1,32,85,13,129.54,100.27302497070912,100.27302497070912,soph,1,17.0,12.152941176470588,1.0,9.4762971493062,15.4867051194987,43.81668066802514,43.81668066802514,0.7388563078845868,10.175285853038575,25.571526351813823,-0.0229747295422899,11.772507951288189,10.07593811601107,10.07593811601107,,,,,11.442449765890135,pi_market (market-anchored),9.4762971493062,0.0,9.4762971493062,1.4,10.8762971493062,2.391908209556769,7.4745791409013185,3.401718008404882,18.0,0.944,4.949999999999999,0.5,False,6.1125,6.1125,top70,0.0,3.401718008404882,single season,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,rj harvey,85.0,129.54,65.0,88
113,Brock Purdy,SF,QB,80.1,8,82,-31,105.49,88.557584133917,88.557584133917,vet,4,,18.729,2.6471,17.634423450195044,8.540768288565792,,18.09705029073579,0.6793743352842625,17.985372784058516,,,,17.985372784058516,17.985372784058516,,,,,5.802378778861292,theta_star,17.985372784058516,0.0,17.985372784058516,0.0,17.985372784058516,1.7032878175548154,15.166228061514008,2.819144722544509,54.0,0.741,0.54,0.3703703703703703,True,10.125,10.6175,top70,-9.585,1.860644722544509,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,brock purdy,82.0,105.49,65.53741496598639,89
73,Rico Dowdle,PIT,RB,71.3,29,72,-1,110.79,95.29858764645076,95.29858764645076,vet,4,51.0,11.436893704850362,2.4156133828996285,9.4762971493062,11.74653700580229,39.64076972639763,16.4102293881209,0.582816547842744,10.29422558863574,28.21629021218343,-0.0945733236884882,10.120322387881023,9.744973821611246,9.744973821611246,,,,,6.846076146828733,theta_star,9.744973821611246,0.0,9.744973821611246,1.4,11.144973821611249,1.850145419531764,7.4745791409013185,3.670394680709928,54.0,0.907,3.2,0.4259259259259259,True,6.1125,6.1125,top70,-2.9124999999999996,3.379144680709929,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,rico dowdle,72.0,110.79,66.0,90
74,Rhamondre Stevenson,NE,RB,72.2,30,74,0,112.39,95.29858764645076,95.29858764645076,vet,5,70.0,12.438830306316074,2.8181818181818183,9.4762971493062,11.74653700580229,39.64076972639763,14.06607958033464,0.5449304038355045,10.824455916690612,28.520191649555095,-0.0977623054607625,10.698853421542044,10.032645338400936,10.032645338400936,,,,,6.40104515424054,theta_star,10.032645338400936,0.0,10.032645338400936,1.4,11.432645338400937,1.7890004407825812,7.4745791409013185,3.958066197499618,54.0,0.759,0.15,0.5185185185185185,True,6.1125,6.1125,top70,-5.9624999999999995,3.361816197499618,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,rhamondre stevenson,74.0,112.39,67.0,91
75,Chuba Hubbard,CAR,RB,74.7,31,77,2,115.02,100.27302497070912,100.27302497070912,vet,5,74.0,10.658356621240872,2.8181818181818183,9.4762971493062,11.74653700580229,39.64076972639763,14.06607958033464,0.5449304038355045,10.014216475841929,27.225188227241617,-0.0735180972631073,9.982276500325009,9.7065529682419,9.7065529682419,,,,,6.40104515424054,pi_market (market-anchored),9.4762971493062,0.0,9.4762971493062,1.4,10.8762971493062,1.7890004407825812,7.4745791409013185,3.401718008404882,54.0,0.87,3.725,0.4074074074074074,True,6.1125,6.1125,top70,-2.3874999999999997,3.162968008404882,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,chuba hubbard,77.0,115.02,68.0,92
69,Patrick Mahomes,KC,QB,96.2,11,99,30,108.91,95.29858764645076,95.29858764645076,vet,9,,19.7244,2.9883,17.634423450195044,8.540768288565792,,16.0307538816741,0.6524119169584841,18.36087439274347,,,,18.36087439274347,18.36087439274347,,,,,5.5720990114414395,theta_star,18.36087439274347,0.0,18.36087439274347,0.0,18.36087439274347,1.6691463404149798,15.166228061514008,3.194646331229462,54.0,0.852,12.955,0.1851851851851851,True,10.125,10.6175,top70,2.83,3.477646331229462,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,patrick mahomes,99.0,108.91,68.47777777777777,93
99,Justin Herbert,LAC,QB,108.5,15,112,13,109.68,95.29858764645076,95.29858764645076,vet,6,,17.772,2.9077,17.634423450195044,8.540768288565792,,16.47511841820226,0.6585862260778834,17.68139397926714,,,,17.68139397926714,17.68139397926714,,,,,5.624832354972209,theta_star,17.68139397926714,0.0,17.68139397926714,0.0,17.68139397926714,1.6770259918934185,15.166228061514008,2.515165917753132,54.0,0.852,9.34,0.2407407407407407,True,10.125,10.6175,top70,-0.7850000000000001,2.436665917753132,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,justin herbert,112.0,109.68,68.69166666666666,94
76,Jordyn Tyson,NO,WR,85.6,40,87,11,98.52,88.557584133917,88.557584133917,rookie,0,0.0,,0.0,11.063778356464836,11.422710913543565,36.420213460414466,inf,1.0,11.063778356464836,22.05338809034908,0.1016580724100675,,11.063778356464836,11.063778356464836,,,,,11.422710913543565,pi_market (market-anchored),11.063778356464836,0.0,11.063778356464836,0.0,11.063778356464836,2.3898442327423313,7.920755406757527,3.143022949707309,,,,,False,4.65,4.6875,top70,0.0,3.143022949707309,no NFL rows: full shrinkage to market,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,jordyn tyson,87.0,98.52,69.0,95
77,Jakobi Meyers,JAX,WR,76.1,37,79,2,117.42,100.27302497070912,100.27302497070912,vet,7,97.0,12.445239356444082,2.953488372093023,10.82380934425052,10.782394134943546,43.140579588937385,14.606652931687462,0.5753131613547278,11.512409330213568,29.809719370294317,-0.0662678825391049,11.64956612403304,11.17449738054626,11.17449738054626,,,,,6.203253256747046,pi_market (market-anchored),10.82380934425052,0.0,10.82380934425052,0.0,10.82380934425052,1.7611435570030975,7.920755406757527,2.9030539374929933,54.0,0.87,7.025,0.3703703703703703,True,4.65,4.6875,top70,2.375,3.140553937492993,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,jakobi meyers,79.0,117.42,70.0,96
177,Jake Ferguson,DAL,TE,141.1,14,141,-36,112.55,100.27302497070912,100.27302497070912,vet,4,,10.2421,2.6471,10.059453965152493,6.695175531217138,,10.571881591100038,0.612257289485432,10.130273633769004,,,,10.130273633769004,10.130273633769004,,,,,4.099170023372191,theta_star,10.130273633769004,-1.7763568394002505e-15,10.130273633769002,0.0,10.130273633769002,1.4316371787873126,9.786079490785122,0.3441941429838806,54.0,0.889,3.725,0.4814814814814814,True,6.5875,3.725,top70,-2.8625000000000003,0.0579441429838805,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,jake ferguson,141.0,112.55,70.06083650190114,97
80,Brian Thomas Jr.,JAX,WR,83.0,39,84,4,106.17,95.29858764645076,95.29858764645076,vet,2,31.0,12.178151260504205,1.8,10.82380934425052,10.782394134943546,43.140579588937385,23.96698866052077,0.6897097655400394,11.244048414983828,23.89869952087611,0.0663770830781371,12.879661960261334,11.46172033448764,11.46172033448764,,,,,7.436722530772208,pi_market (market-anchored),10.82380934425052,0.0,10.82380934425052,0.0,10.82380934425052,1.9283052832438392,7.920755406757527,2.9030539374929933,36.0,0.861,6.0,0.3888888888888889,True,4.65,4.6875,top70,1.3499999999999996,3.038053937492993,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,brian thomas,84.0,106.17,71.0,98
81,Kenny Gainwell,TB,RB,89.6,34,93,12,123.26,100.27302497070912,100.27302497070912,vet,5,77.0,9.188789714396924,2.8181818181818183,9.4762971493062,11.74653700580229,39.64076972639763,14.06607958033464,0.5449304038355045,9.345461257007749,27.468856947296377,-0.0800285041379807,8.94614072765534,9.23503908060153,9.23503908060153,,,,,6.40104515424054,pi_market (market-anchored),9.4762971493062,0.0,9.4762971493062,1.4,10.8762971493062,1.7890004407825812,7.4745791409013185,3.401718008404882,54.0,0.926,2.3,0.7222222222222222,True,6.1125,6.1125,top70,-3.8125,3.020468008404882,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,kenny gainwell,93.0,123.26,72.0,99
82,Josh Downs,IND,WR,92.4,44,96,14,123.45,100.27302497070912,100.27302497070912,vet,3,46.0,10.072576530612244,2.3333333333333335,10.82380934425052,10.782394134943546,43.140579588937385,18.48881982383031,0.6316382999991158,10.547083947922278,25.05407255304586,0.032594147442213,10.980675169503934,10.88159270631291,10.88159270631291,,,,,6.810573101316178,pi_market (market-anchored),10.82380934425052,0.0,10.82380934425052,0.0,10.82380934425052,1.84534185197705,7.920755406757527,2.9030539374929933,54.0,0.87,4.9750000000000005,0.5555555555555556,True,4.65,4.6875,top70,0.3250000000000002,2.9355539374929935,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,josh downs,96.0,123.45,73.0,100
83,Wan'Dale Robinson,TEN,WR,70.9,34,71,-12,117.66,100.27302497070912,100.27302497070912,vet,4,52.0,12.04959663865546,2.6470588235294117,10.82380934425052,10.782394134943546,43.140579588937385,16.297552289154122,0.6018310388772187,11.31187979782124,25.65366187542779,0.0057569197190454,12.134663535180824,11.345750795636684,11.345750795636684,,,,,6.489179463816703,pi_market (market-anchored),10.82380934425052,0.0,10.82380934425052,0.0,10.82380934425052,1.8012744743398634,7.920755406757527,2.9030539374929933,54.0,0.889,4.75,0.4444444444444444,True,4.65,4.6875,top70,0.0999999999999996,2.913053937492993,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,wandale robinson,71.0,117.66,74.0,101
85,Travis Hunter,JAX,WR,163.8,77,181,96,117.02,100.27302497070912,100.27302497070912,rookie,0,0.0,,0.0,10.82380934425052,11.422710913543565,36.420213460414466,inf,1.0,10.82380934425052,,,,10.82380934425052,10.82380934425052,,,,,11.422710913543565,pi_market (market-anchored),10.82380934425052,0.0,10.82380934425052,0.0,10.82380934425052,2.3898442327423313,7.920755406757527,2.9030539374929933,18.0,0.389,0.0,0.8333333333333334,False,4.65,4.6875,top70,0.0,2.9030539374929933,no NFL rows: full shrinkage to market,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,travis hunter,182.0,117.02,75.0,102
86,Makai Lemon,PHI,WR,106.4,51,110,24,117.84,100.27302497070912,100.27302497070912,rookie,0,0.0,,0.0,10.82380934425052,11.422710913543565,36.420213460414466,inf,1.0,10.82380934425052,22.247775496235455,0.0984292146361083,,10.82380934425052,10.82380934425052,,,,,11.422710913543565,pi_market (market-anchored),10.82380934425052,0.0,10.82380934425052,0.0,10.82380934425052,2.3898442327423313,7.920755406757527,2.9030539374929933,,,,,False,4.65,4.6875,top70,0.0,2.9030539374929933,no NFL rows: full shrinkage to market,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,makai lemon,110.0,117.84,76.0,103
87,Matthew Golden,GB,WR,119.9,56,121,34,107.19,95.29858764645076,95.29858764645076,soph,1,12.0,5.8,1.0,10.82380934425052,9.389576648040723,39.731751511831725,39.731751511831725,0.8088492921551105,9.863504632019264,23.085557837097877,0.0831131264133162,8.406419967133779,10.361723653677938,10.361723653677938,,,,,7.594752425403894,pi_market (market-anchored),10.82380934425052,0.0,10.82380934425052,0.0,10.82380934425052,1.9486857655101677,7.920755406757527,2.9030539374929933,18.0,0.778,0.1,0.7777777777777778,False,4.65,4.6875,top70,0.0,2.9030539374929933,single season,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,matthew golden,121.0,107.19,77.0,104
88,Jordan Addison,MIN,WR,102.8,49,105,17,123.58,100.27302497070912,100.27302497070912,vet,3,43.0,11.861607142857142,2.3333333333333335,10.82380934425052,10.782394134943546,43.140579588937385,18.48881982383031,0.6316382999991158,11.20609430560243,24.594113620807665,0.0486335465158371,12.458124052588811,11.425828288550465,11.425828288550465,,,,,6.810573101316178,pi_market (market-anchored),10.82380934425052,0.0,10.82380934425052,0.0,10.82380934425052,1.84534185197705,7.920755406757527,2.9030539374929933,54.0,0.852,4.3,0.4074074074074074,True,4.65,4.6875,top70,-0.3500000000000005,2.868053937492993,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,jordan addison,105.0,123.58,78.0,105
181,Mark Andrews,BAL,TE,138.6,12,136,-45,123.29,100.27302497070912,100.27302497070912,vet,8,,10.5989,2.9767,10.059453965152493,6.695175531217138,,9.401292625995536,0.5840593435885442,10.283831502985525,,,,10.283831502985525,10.283831502985525,,,,,3.9103798259727647,theta_star,10.283831502985525,0.0,10.283831502985525,0.0,10.283831502985525,1.398281056507018,9.786079490785122,0.4977520122004026,54.0,0.815,1.6,0.5370370370370371,True,6.5875,3.725,top70,-4.987500000000001,-0.0009979877995974,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,mark andrews,136.0,123.29,78.15789473684211,106
89,Aaron Jones Sr.,MIN,RB,89.4,33,92,3,123.48,100.27302497070912,100.27302497070912,vet,9,123.0,11.96022389030332,2.9883040935672516,9.4762971493062,11.74653700580229,39.64076972639763,13.265306503354196,0.5303610067165963,10.642846003337812,31.74811772758385,-0.1007028005324428,10.34765374667612,9.885520184485864,9.885520184485864,,,,,6.229905191831054,pi_market (market-anchored),9.4762971493062,0.0,9.4762971493062,1.4,10.8762971493062,1.764922830017088,7.4745791409013185,3.401718008404882,54.0,0.741,0.575,0.4074074074074074,True,6.1125,6.1125,top70,-5.5375,2.847968008404882,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,aaron jones sr,92.0,123.48,79.0,107
91,J.K. Dobbins,DEN,RB,91.4,35,95,4,124.82,100.27302497070912,100.27302497070912,vet,5,47.0,12.334014291719209,2.734019103600294,9.4762971493062,11.74653700580229,39.64076972639763,14.499082934057288,0.5524381960601865,10.755302188714296,27.707049965776864,-0.0856087226240839,10.836520653265492,10.085081234499556,10.085081234499556,,,,,6.489235713439642,pi_market (market-anchored),9.4762971493062,0.0,9.4762971493062,1.4,10.8762971493062,1.8012822812429543,7.4745791409013185,3.401718008404882,54.0,0.444,0.0,0.5925925925925926,True,6.1125,6.1125,top70,-6.1125,2.790468008404882,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,jk dobbins,95.0,124.82,80.0,108
93,Jonathon Brooks,CAR,RB,112.2,38,115,22,129.66,112.20000000000005,112.20000000000005,vet,1,2.0,3.9,1.0,8.801446416016189,11.74653700580229,39.64076972639763,39.64076972639763,0.7714117015896892,7.681033120029732,23.11567419575633,0.0638549838260445,8.022618543944834,8.623415477984874,8.623415477984874,,,,,9.061416099432195,pi_market (market-anchored),8.801446416016189,0.0,8.801446416016189,1.4,10.20144641601619,2.128545994268411,7.4745791409013185,2.726867275114871,18.0,0.167,0.0,1.0,False,6.1125,6.1125,top70,0.0,2.726867275114871,single season,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,jonathon brooks,115.0,129.66,81.0,109
94,Kyle Monangai,CHI,RB,100.1,37,103,9,133.34,119.44739385910852,119.44739385910852,soph,1,16.0,9.0375,1.0,8.801446416016189,15.4867051194987,43.81668066802514,43.81668066802514,0.7388563078845868,8.863090320474797,24.238193018480494,0.022039728634871,10.562121585886434,9.261235630492038,9.261235630492038,,,,,11.442449765890135,pi_market (market-anchored),8.801446416016189,0.0,8.801446416016189,1.4,10.20144641601619,2.391908209556769,7.4745791409013185,2.726867275114871,18.0,0.944,3.075,0.5555555555555556,False,6.1125,6.1125,top70,0.0,2.726867275114871,single season,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,kyle monangai,103.0,133.34,82.0,110
