team,players,implied_TS_each,duo_implied_TS_sum,theta_sum,pct_of_hist_top2_TS_sums,pct_of_hist_implied_duo_sums,above_p90,above_p95,hist_p90,hist_p95,map_intercept,map_slope
LA,Puka Nacua + Davante Adams,0.315 + 0.245,0.5595951337805702,35.614712102497435,99.73958333333334,94.91525423728814,True,True,0.4560667227748727,0.476093312372382,-1.3088519038003643,1.942251878501122
DET,Amon-Ra St. Brown + Jameson Williams,0.300 + 0.221,0.5207750201623185,32.01048348714472,98.95833333333334,83.05084745762711,True,True,0.4560667227748727,0.476093312372382,-1.3088519038003643,1.942251878501122
CIN,Ja'Marr Chase + Tee Higgins,0.289 + 0.222,0.5116451553678447,34.79382613646308,98.4375,76.27118644067797,True,True,0.4560667227748727,0.476093312372382,-1.3088519038003643,1.942251878501122
DAL,CeeDee Lamb + George Pickens,0.269 + 0.239,0.5074283584436257,33.5579137107833,98.4375,76.27118644067797,True,True,0.4560667227748727,0.476093312372382,-1.3088519038003643,1.942251878501122
CHI,Luther Burden III + Rome Odunze,0.221 + 0.205,0.4259706955074004,25.317268436486277,81.25,30.508474576271183,False,False,0.4560667227748727,0.476093312372382,-1.3088519038003643,1.942251878501122
