pos,adp,m_old,m_deep,delta
WR,4.912592894859482,19.25926562638779,19.25926562638779,0.0
WR,4.963770894478409,19.18962616511815,19.18962616511815,0.0
WR,5.015482051983824,19.119986703848504,19.119986703848504,0.0
WR,5.067731921663389,19.050347242578862,19.050347242578862,0.0
WR,5.1205261156677615,18.980707781309224,18.980707781309224,0.0
WR,5.173870304613393,18.911068320039583,18.911068320039583,0.0
WR,5.227770218191609,18.84142885876994,18.84142885876994,0.0
WR,5.282231645784035,18.771789397500296,18.771789397500296,0.0
WR,5.337260437084429,18.702149936230654,18.702149936230654,0.0
WR,5.392862502727004,18.632510474961013,18.632510474961013,0.0
WR,5.449043814921282,18.56287101369137,18.56287101369137,0.0
WR,5.50581040809357,18.49323155242173,18.49323155242173,0.0
WR,5.563168379535117,18.423592091152088,18.423592091152088,0.0
WR,5.621123890057024,18.379251629089865,18.379251629089865,0.0
WR,5.679683164651975,18.379251629089865,18.379251629089865,0.0
WR,5.738852493162862,18.379251629089865,18.379251629089865,0.0
WR,5.7986382309583755,18.379251629089865,18.379251629089865,0.0
WR,5.859046799615635,18.379251629089865,18.379251629089865,0.0
WR,5.920084687609932,18.379251629089865,18.379251629089865,0.0
WR,5.981758451011649,18.379251629089865,18.379251629089865,0.0
WR,6.044074714190453,18.379251629089865,18.379251629089865,0.0
WR,6.107040170526817,18.379251629089865,18.379251629089865,0.0
WR,6.1706615831309515,18.379251629089865,18.379251629089865,0.0
WR,6.2349457855692325,18.379251629089865,18.379251629089865,0.0
WR,6.299899682598191,18.379251629089865,18.379251629089865,0.0
WR,6.365530250906155,18.379251629089865,18.379251629089865,0.0
WR,6.431844539862611,18.379251629089865,18.379251629089865,0.0
WR,6.498849672275381,18.379251629089865,18.379251629089865,0.0
WR,6.566552845155676,18.379251629089865,18.379251629089865,0.0
WR,6.634961330491127,18.379251629089865,18.379251629089865,0.0
WR,6.704082476026877,18.379251629089865,18.379251629089865,0.0
WR,6.773923706054788,18.379251629089865,18.379251629089865,0.0
WR,6.844492522210891,18.379251629089865,18.379251629089865,0.0
WR,6.915796504281134,18.379251629089865,18.379251629089865,0.0
WR,6.987843311015524,18.379251629089865,18.379251629089865,0.0
WR,7.0606406809507565,18.379251629089865,18.379251629089865,0.0
WR,7.134196433241403,18.379251629089865,18.379251629089865,0.0
WR,7.2085184684997765,18.369726915053274,18.369726915053274,0.0
WR,7.283614769644524,18.28624357501559,18.28624357501559,0.0
WR,7.359493402758076,18.202760234977905,18.202760234977905,0.0
WR,7.4361625179530195,18.119276894940224,18.119276894940224,0.0
WR,7.513630350247511,18.03579355490254,18.03579355490254,0.0
WR,7.591905220449783,17.952310214864855,17.952310214864855,0.0
WR,7.670995536051892,17.943725961538462,17.943725961538462,0.0
WR,7.750909792132761,17.943725961538462,17.943725961538462,0.0
WR,7.831656572270638,17.943725961538462,17.943725961538462,0.0
WR,7.913244549465052,17.943725961538462,17.943725961538462,0.0
WR,7.995682487068385,17.943725961538462,17.943725961538462,0.0
WR,8.078979239727138,17.943725961538462,17.943725961538462,0.0
WR,8.163143754333005,17.943725961538462,17.943725961538462,0.0
WR,8.248185070983864,17.943725961538462,17.943725961538462,0.0
WR,8.334112323954768,17.943725961538462,17.943725961538462,0.0
WR,8.420934742679053,17.943725961538462,17.943725961538462,0.0
WR,8.508661652739686,17.943725961538462,17.943725961538462,0.0
WR,8.597302476870901,17.943725961538462,17.943725961538462,0.0
WR,8.686866735970309,17.943725961538462,17.943725961538462,0.0
WR,8.77736405012153,17.943725961538462,17.943725961538462,0.0
WR,8.868804139627494,17.943725961538462,17.943725961538462,0.0
WR,8.961196826054481,17.943725961538462,17.943725961538462,0.0
WR,9.05455203328707,17.943725961538462,17.943725961538462,0.0
WR,9.148879788594053,17.943725961538462,17.943725961538462,0.0
WR,9.244190223705465,17.943725961538462,17.943725961538462,0.0
WR,9.340493575900828,17.943725961538462,17.943725961538462,0.0
WR,9.437800189108744,17.943725961538462,17.943725961538462,0.0
WR,9.536120515017927,17.943725961538462,17.943725961538462,0.0
WR,9.635465114199816,17.943725961538462,17.943725961538462,0.0
WR,9.735844657242902,17.943725961538462,17.943725961538462,0.0
WR,9.837269925898829,17.943725961538462,17.943725961538462,0.0
WR,9.939751814240472,17.943725961538462,17.943725961538462,0.0
WR,10.043301329832072,17.943725961538462,17.943725961538462,0.0
WR,10.14792959491155,17.943725961538462,17.943725961538462,0.0
WR,10.25364784758515,17.943725961538462,17.943725961538462,0.0
WR,10.36046744303452,17.943725961538462,17.943725961538462,0.0
WR,10.468399854736363,17.943725961538462,17.943725961538462,0.0
WR,10.57745667569482,17.943725961538462,17.943725961538462,0.0
WR,10.687649619686654,17.943725961538462,17.943725961538462,0.0
WR,10.798990522519436,17.943725961538462,17.943725961538462,0.0
WR,10.911491343302817,17.943725961538462,17.943725961538462,0.0
WR,11.02516416573307,17.943725961538462,17.943725961538462,0.0
WR,11.140021199390983,17.943725961538462,17.943725961538462,0.0
WR,11.256074781053291,17.660694955160565,17.660694955160565,0.0
WR,11.373337376017787,17.073355078460892,17.073355078460892,0.0
WR,11.491821579442183,16.94065359477124,16.94065359477124,0.0
WR,11.611540117696979,16.94065359477124,16.94065359477124,0.0
WR,11.732505849732396,16.94065359477124,16.94065359477124,0.0
WR,11.854731768459546,16.94065359477124,16.94065359477124,0.0
