position,season,peak,peak_lo,peak_hi,cliff,cliff_lo,cliff_hi,slope,slope_lo,slope_hi,interaction_F,interaction_p
WR,2003,35.650000000000205,21.400000000000006,35.650000000000205,,21.850000000000012,35.5275000000002,0.00045576091035015587,-0.03124772514968761,0.0342370160310602,9.160768220808176,0.1028209340935157
WR,2012,30.650000000000137,25.400000000000063,35.5037500000002,,22.611250000000023,35.60000000000021,0.006261870660891955,-0.010423291489214115,0.022550148595899752,9.160768220808176,0.1028209340935157
WR,2021,30.650000000000137,21.400000000000006,31.801250000000152,34.15000000000019,26.425000000000075,35.3000000000002,0.01206798041143381,-0.011040463704062704,0.030599098085551012,9.160768220808176,0.1028209340935157
RB,2003,21.250000000000004,21.250000000000004,29.55000000000012,21.850000000000012,21.60000000000001,31.900000000000155,-0.034600019689984995,-0.06645837876813566,-0.006100624584694605,10.358105157332837,0.06570153160532856
RB,2012,21.250000000000004,21.250000000000004,29.45125000000012,31.800000000000153,22.050000000000015,32.702500000000164,-0.02760706086650641,-0.04412191897646673,-0.010309207573772647,10.358105157332837,0.06570153160532856
RB,2021,23.450000000000035,21.250000000000004,29.901250000000125,30.600000000000136,24.232500000000044,33.10000000000017,-0.020614102043027827,-0.04721096483276274,0.005488762344316493,10.358105157332837,0.06570153160532856
