tier,n,tau2_iso,mean_resid,tau2_lo,tau2_hi
rookie,67,11.422710913543565,-0.3439339169263396,8.08027127562066,14.683568423752426
soph,100,9.389576648040723,0.22931131105887112,7.310194041931814,11.410373147641282
vet,471,10.782394134943546,0.00023872893455937225,9.444478320106779,12.131441598220958
