position,era,n,peak,peak_lo,peak_hi,cliff,cliff_lo,cliff_hi,slope28_32,slope_lo,slope_hi
WR,1999-2007,16,27.050000000000086,26.900000000000084,28.550000000000107,,27.602500000000095,28.0737500000001,,,
WR,2008-2016,401,26.850000000000083,21.250000000000004,28.1012500000001,29.50000000000012,27.750000000000096,30.90125000000014,-0.08315602174255368,-0.11797185202661631,-0.0506453224128227
WR,2017-2025,441,25.050000000000058,21.450000000000006,26.602500000000077,28.450000000000106,26.64625000000008,29.60125000000012,-0.07401097554646038,-0.1059737027596495,-0.046244803824525144
RB,1999-2007,291,25.95000000000007,21.150000000000002,26.65125000000008,28.1500000000001,21.60000000000001,29.250000000000117,-0.12773454145436317,-0.20824942184174594,-0.07417664207628422
RB,2008-2016,360,25.25000000000006,23.948750000000043,29.000000000000114,29.35000000000012,26.098750000000074,31.60250000000015,-0.060981055949481056,-0.10162740026503508,-0.022524382619104437
RB,2017-2025,314,23.950000000000042,22.623750000000026,26.351250000000075,27.25000000000009,24.49750000000005,28.202500000000104,-0.08106018278761676,-0.11579382662645274,-0.03962206929392179
