fold,age,f_hat,lo_clamp,hi_clamp
2019,23.3,1.1399,21.2074,35.0034
2019,23.4,1.2516,21.2074,35.0034
2019,23.5,1.36,21.2074,35.0034
2019,23.6,1.4648,21.2074,35.0034
2019,23.7,1.566,21.2074,35.0034
2019,23.8,1.6634,21.2074,35.0034
2019,23.9,1.7569,21.2074,35.0034
2019,24.0,1.8464,21.2074,35.0034
2019,24.1,1.9317,21.2074,35.0034
2019,24.2,2.0127,21.2074,35.0034
2019,24.3,2.0893,21.2074,35.0034
2019,24.4,2.1614,21.2074,35.0034
2019,24.5,2.2287,21.2074,35.0034
2019,24.6,2.2913,21.2074,35.0034
2019,24.7,2.3493,21.2074,35.0034
2019,24.8,2.4027,21.2074,35.0034
2019,24.9,2.4516,21.2074,35.0034
2019,25.0,2.4963,21.2074,35.0034
2019,25.1,2.5369,21.2074,35.0034
2019,25.2,2.5735,21.2074,35.0034
2019,25.3,2.6061,21.2074,35.0034
2019,25.4,2.635,21.2074,35.0034
2019,25.5,2.6603,21.2074,35.0034
2019,25.6,2.6821,21.2074,35.0034
2019,25.7,2.7006,21.2074,35.0034
2019,25.8,2.7158,21.2074,35.0034
2019,25.9,2.7279,21.2074,35.0034
2019,26.0,2.7371,21.2074,35.0034
2019,26.1,2.7434,21.2074,35.0034
2019,26.2,2.747,21.2074,35.0034
2019,26.3,2.7481,21.2074,35.0034
2019,26.4,2.7467,21.2074,35.0034
2019,26.5,2.7431,21.2074,35.0034
2019,26.6,2.7372,21.2074,35.0034
2019,26.7,2.7293,21.2074,35.0034
2019,26.8,2.7195,21.2074,35.0034
2019,26.9,2.708,21.2074,35.0034
2019,27.0,2.6947,21.2074,35.0034
2019,27.1,2.68,21.2074,35.0034
2019,27.2,2.6639,21.2074,35.0034
2019,27.3,2.6465,21.2074,35.0034
2019,27.4,2.628,21.2074,35.0034
2019,27.5,2.6085,21.2074,35.0034
2019,27.6,2.5881,21.2074,35.0034
2019,27.7,2.5666,21.2074,35.0034
2019,27.8,2.5443,21.2074,35.0034
2019,27.9,2.521,21.2074,35.0034
2019,28.0,2.4968,21.2074,35.0034
2019,28.1,2.4717,21.2074,35.0034
2019,28.2,2.4456,21.2074,35.0034
2019,28.3,2.4187,21.2074,35.0034
2019,28.4,2.3909,21.2074,35.0034
2019,28.5,2.3622,21.2074,35.0034
2019,28.6,2.3327,21.2074,35.0034
2019,28.7,2.3023,21.2074,35.0034
2019,28.8,2.2711,21.2074,35.0034
2019,28.9,2.239,21.2074,35.0034
2019,29.0,2.2061,21.2074,35.0034
2019,29.1,2.1724,21.2074,35.0034
2019,29.2,2.1379,21.2074,35.0034
2019,29.3,2.1026,21.2074,35.0034
2019,29.4,2.0665,21.2074,35.0034
2019,29.5,2.0296,21.2074,35.0034
2019,29.6,1.9919,21.2074,35.0034
2019,29.7,1.9535,21.2074,35.0034
2019,29.8,1.9144,21.2074,35.0034
2019,29.9,1.8745,21.2074,35.0034
2019,30.0,1.8339,21.2074,35.0034
2019,30.1,1.7926,21.2074,35.0034
2019,30.2,1.7506,21.2074,35.0034
2019,30.3,1.7078,21.2074,35.0034
2019,30.4,1.6644,21.2074,35.0034
2019,30.5,1.6203,21.2074,35.0034
2019,30.6,1.5756,21.2074,35.0034
2019,30.7,1.5301,21.2074,35.0034
2019,30.8,1.4841,21.2074,35.0034
2019,30.9,1.4374,21.2074,35.0034
2019,31.0,1.39,21.2074,35.0034
2019,31.1,1.3421,21.2074,35.0034
2019,31.2,1.2935,21.2074,35.0034
2019,31.3,1.2444,21.2074,35.0034
2019,31.4,1.1946,21.2074,35.0034
2019,31.5,1.1443,21.2074,35.0034
2019,31.6,1.0934,21.2074,35.0034
2019,31.7,1.0419,21.2074,35.0034
2019,31.8,0.9899,21.2074,35.0034
2019,31.9,0.9374,21.2074,35.0034
2019,32.0,0.8843,21.2074,35.0034
2019,32.1,0.8307,21.2074,35.0034
2019,32.2,0.7766,21.2074,35.0034
2019,32.3,0.7219,21.2074,35.0034
2019,32.4,0.6668,21.2074,35.0034
2019,32.5,0.6113,21.2074,35.0034
2019,32.6,0.5552,21.2074,35.0034
2019,32.7,0.4987,21.2074,35.0034
2019,32.8,0.4417,21.2074,35.0034
2019,32.9,0.3843,21.2074,35.0034
2019,33.0,0.3264,21.2074,35.0034
2019,33.1,0.2682,21.2074,35.0034
2019,33.2,0.2095,21.2074,35.0034
2019,33.3,0.1504,21.2074,35.0034
2019,33.4,0.0909,21.2074,35.0034
2019,33.5,0.0311,21.2074,35.0034
2019,33.6,-0.0292,21.2074,35.0034
2019,33.7,-0.0898,21.2074,35.0034
2019,33.8,-0.1507,21.2074,35.0034
2019,33.9,-0.212,21.2074,35.0034
2019,34.0,-0.2736,21.2074,35.0034
2019,34.1,-0.3356,21.2074,35.0034
2019,34.2,-0.3979,21.2074,35.0034
2019,34.3,-0.4605,21.2074,35.0034
2019,34.4,-0.5233,21.2074,35.0034
2019,34.5,-0.5865,21.2074,35.0034
2019,34.6,-0.6499,21.2074,35.0034
2019,34.7,-0.7136,21.2074,35.0034
2019,34.8,-0.7776,21.2074,35.0034
2019,34.9,-0.8418,21.2074,35.0034
2019,35.0,-0.9062,21.2074,35.0034
2019,35.1,-0.9084,21.2074,35.0034
2019,35.2,-0.9084,21.2074,35.0034
2019,35.3,-0.9084,21.2074,35.0034
2019,35.4,-0.9084,21.2074,35.0034
2019,35.5,-0.9084,21.2074,35.0034
2019,35.6,-0.9084,21.2074,35.0034
2019,35.7,-0.9084,21.2074,35.0034
2019,35.8,-0.9084,21.2074,35.0034
2019,35.9,-0.9084,21.2074,35.0034
2019,36.0,-0.9084,21.2074,35.0034
2020,21.0,-1.2894,21.2156,35.0034
2020,21.1,-1.2894,21.2156,35.0034
2020,21.2,-1.2894,21.2156,35.0034
2020,21.3,-1.1783,21.2156,35.0034
2020,21.4,-1.0471,21.2156,35.0034
2020,21.5,-0.9166,21.2156,35.0034
2020,21.6,-0.787,21.2156,35.0034
2020,21.7,-0.6582,21.2156,35.0034
2020,21.8,-0.5305,21.2156,35.0034
2020,21.9,-0.4039,21.2156,35.0034
2020,22.0,-0.2786,21.2156,35.0034
2020,22.1,-0.1546,21.2156,35.0034
2020,22.2,-0.0322,21.2156,35.0034
2020,22.3,0.0887,21.2156,35.0034
2020,22.4,0.2079,21.2156,35.0034
2020,22.5,0.3253,21.2156,35.0034
2020,22.6,0.4408,21.2156,35.0034
2020,22.7,0.5542,21.2156,35.0034
2020,22.8,0.6655,21.2156,35.0034
2020,22.9,0.7745,21.2156,35.0034
2020,23.0,0.8812,21.2156,35.0034
2020,23.1,0.9854,21.2156,35.0034
2020,23.2,1.0869,21.2156,35.0034
2020,23.3,1.1858,21.2156,35.0034
2020,23.4,1.2819,21.2156,35.0034
2020,23.5,1.3751,21.2156,35.0034
2020,23.6,1.4652,21.2156,35.0034
2020,23.7,1.5522,21.2156,35.0034
2020,23.8,1.6359,21.2156,35.0034
2020,23.9,1.7162,21.2156,35.0034
2020,24.0,1.7931,21.2156,35.0034
2020,24.1,1.8664,21.2156,35.0034
2020,24.2,1.9359,21.2156,35.0034
2020,24.3,2.0017,21.2156,35.0034
2020,24.4,2.0635,21.2156,35.0034
2020,24.5,2.1213,21.2156,35.0034
2020,24.6,2.175,21.2156,35.0034
2020,24.7,2.2246,21.2156,35.0034
2020,24.8,2.2702,21.2156,35.0034
2020,24.9,2.3121,21.2156,35.0034
2020,25.0,2.3502,21.2156,35.0034
2020,25.1,2.3847,21.2156,35.0034
2020,25.2,2.4157,21.2156,35.0034
2020,25.3,2.4434,21.2156,35.0034
2020,25.4,2.4678,21.2156,35.0034
2020,25.5,2.489,21.2156,35.0034
2020,25.6,2.5072,21.2156,35.0034
2020,25.7,2.5225,21.2156,35.0034
2020,25.8,2.535,21.2156,35.0034
2020,25.9,2.5448,21.2156,35.0034
2020,26.0,2.552,21.2156,35.0034
2020,26.1,2.5568,21.2156,35.0034
2020,26.2,2.5592,21.2156,35.0034
2020,26.3,2.5593,21.2156,35.0034
2020,26.4,2.5574,21.2156,35.0034
2020,26.5,2.5534,21.2156,35.0034
2020,26.6,2.5476,21.2156,35.0034
2020,26.7,2.5399,21.2156,35.0034
2020,26.8,2.5306,21.2156,35.0034
2020,26.9,2.5198,21.2156,35.0034
2020,27.0,2.5075,21.2156,35.0034
2020,27.1,2.4938,21.2156,35.0034
2020,27.2,2.479,21.2156,35.0034
2020,27.3,2.4631,21.2156,35.0034
2020,27.4,2.4461,21.2156,35.0034
2020,27.5,2.428,21.2156,35.0034
2020,27.6,2.409,21.2156,35.0034
2020,27.7,2.3888,21.2156,35.0034
2020,27.8,2.3677,21.2156,35.0034
2020,27.9,2.3456,21.2156,35.0034
2020,28.0,2.3224,21.2156,35.0034
2020,28.1,2.2983,21.2156,35.0034
2020,28.2,2.2732,21.2156,35.0034
2020,28.3,2.2471,21.2156,35.0034
2020,28.4,2.2201,21.2156,35.0034
2020,28.5,2.1921,21.2156,35.0034
2020,28.6,2.1632,21.2156,35.0034
2020,28.7,2.1334,21.2156,35.0034
2020,28.8,2.1027,21.2156,35.0034
2020,28.9,2.071,21.2156,35.0034
2020,29.0,2.0385,21.2156,35.0034
2020,29.1,2.0051,21.2156,35.0034
2020,29.2,1.9708,21.2156,35.0034
2020,29.3,1.9357,21.2156,35.0034
2020,29.4,1.8997,21.2156,35.0034
2020,29.5,1.8629,21.2156,35.0034
2020,29.6,1.8252,21.2156,35.0034
2020,29.7,1.7867,21.2156,35.0034
2020,29.8,1.7475,21.2156,35.0034
2020,29.9,1.7074,21.2156,35.0034
2020,30.0,1.6665,21.2156,35.0034
2020,30.1,1.6249,21.2156,35.0034
2020,30.2,1.5825,21.2156,35.0034
2020,30.3,1.5393,21.2156,35.0034
2020,30.4,1.4954,21.2156,35.0034
2020,30.5,1.4508,21.2156,35.0034
2020,30.6,1.4054,21.2156,35.0034
2020,30.7,1.3594,21.2156,35.0034
2020,30.8,1.3126,21.2156,35.0034
2020,30.9,1.2652,21.2156,35.0034
2020,31.0,1.217,21.2156,35.0034
2020,31.1,1.1682,21.2156,35.0034
2020,31.2,1.1188,21.2156,35.0034
2020,31.3,1.0687,21.2156,35.0034
2020,31.4,1.0179,21.2156,35.0034
2020,31.5,0.9666,21.2156,35.0034
2020,31.6,0.9146,21.2156,35.0034
2020,31.7,0.862,21.2156,35.0034
2020,31.8,0.8088,21.2156,35.0034
2020,31.9,0.755,21.2156,35.0034
2020,32.0,0.7007,21.2156,35.0034
2020,32.1,0.6458,21.2156,35.0034
2020,32.2,0.5903,21.2156,35.0034
2020,32.3,0.5343,21.2156,35.0034
2020,32.4,0.4778,21.2156,35.0034
2020,32.5,0.4207,21.2156,35.0034
2020,32.6,0.3632,21.2156,35.0034
2020,32.7,0.3051,21.2156,35.0034
2020,32.8,0.2465,21.2156,35.0034
2020,32.9,0.1875,21.2156,35.0034
2020,33.0,0.128,21.2156,35.0034
2020,33.1,0.0681,21.2156,35.0034
2020,33.2,0.0077,21.2156,35.0034
2020,33.3,-0.0532,21.2156,35.0034
2020,33.4,-0.1144,21.2156,35.0034
2020,33.5,-0.1761,21.2156,35.0034
2020,33.6,-0.2382,21.2156,35.0034
2020,33.7,-0.3006,21.2156,35.0034
2020,33.8,-0.3635,21.2156,35.0034
2020,33.9,-0.4267,21.2156,35.0034
2020,34.0,-0.4903,21.2156,35.0034
2020,34.1,-0.5542,21.2156,35.0034
2020,34.2,-0.6185,21.2156,35.0034
2020,34.3,-0.6831,21.2156,35.0034
2020,34.4,-0.748,21.2156,35.0034
2020,34.5,-0.8133,21.2156,35.0034
2020,34.6,-0.8788,21.2156,35.0034
2020,34.7,-0.9446,21.2156,35.0034
2020,34.8,-1.0107,21.2156,35.0034
2020,34.9,-1.0771,21.2156,35.0034
2020,35.0,-1.1437,21.2156,35.0034
2020,35.1,-1.146,21.2156,35.0034
2020,35.2,-1.146,21.2156,35.0034
2020,35.3,-1.146,21.2156,35.0034
2020,35.4,-1.146,21.2156,35.0034
2020,35.5,-1.146,21.2156,35.0034
2020,35.6,-1.146,21.2156,35.0034
2020,35.7,-1.146,21.2156,35.0034
2020,35.8,-1.146,21.2156,35.0034
2020,35.9,-1.146,21.2156,35.0034
2020,36.0,-1.146,21.2156,35.0034
2021,21.0,-1.121,21.2129,35.0034
2021,21.1,-1.121,21.2129,35.0034
2021,21.2,-1.121,21.2129,35.0034
2021,21.3,-1.0125,21.2129,35.0034
2021,21.4,-0.8885,21.2129,35.0034
2021,21.5,-0.765,21.2129,35.0034
2021,21.6,-0.642,21.2129,35.0034
2021,21.7,-0.5198,21.2129,35.0034
2021,21.8,-0.3983,21.2129,35.0034
2021,21.9,-0.2777,21.2129,35.0034
2021,22.0,-0.158,21.2129,35.0034
2021,22.1,-0.0393,21.2129,35.0034
2021,22.2,0.0783,21.2129,35.0034
2021,22.3,0.1948,21.2129,35.0034
2021,22.4,0.3099,21.2129,35.0034
2021,22.5,0.4237,21.2129,35.0034
2021,22.6,0.5361,21.2129,35.0034
2021,22.7,0.647,21.2129,35.0034
2021,22.8,0.7563,21.2129,35.0034
2021,22.9,0.8639,21.2129,35.0034
2021,23.0,0.9697,21.2129,35.0034
2021,23.1,1.0738,21.2129,35.0034
2021,23.2,1.1759,21.2129,35.0034
2021,23.3,1.2759,21.2129,35.0034
2021,23.4,1.3739,21.2129,35.0034
2021,23.5,1.4698,21.2129,35.0034
2021,23.6,1.5633,21.2129,35.0034
2021,23.7,1.6546,21.2129,35.0034
2021,23.8,1.7434,21.2129,35.0034
2021,23.9,1.8297,21.2129,35.0034
2021,24.0,1.9135,21.2129,35.0034
2021,24.1,1.9945,21.2129,35.0034
2021,24.2,2.0728,21.2129,35.0034
2021,24.3,2.1483,21.2129,35.0034
2021,24.4,2.2209,21.2129,35.0034
2021,24.5,2.2905,21.2129,35.0034
2021,24.6,2.357,21.2129,35.0034
2021,24.7,2.4204,21.2129,35.0034
2021,24.8,2.4809,21.2129,35.0034
2021,24.9,2.5384,21.2129,35.0034
2021,25.0,2.5929,21.2129,35.0034
2021,25.1,2.6446,21.2129,35.0034
2021,25.2,2.6934,21.2129,35.0034
2021,25.3,2.7394,21.2129,35.0034
2021,25.4,2.7826,21.2129,35.0034
2021,25.5,2.8231,21.2129,35.0034
2021,25.6,2.8609,21.2129,35.0034
2021,25.7,2.896,21.2129,35.0034
2021,25.8,2.9286,21.2129,35.0034
2021,25.9,2.9586,21.2129,35.0034
2021,26.0,2.986,21.2129,35.0034
2021,26.1,3.011,21.2129,35.0034
2021,26.2,3.0335,21.2129,35.0034
2021,26.3,3.0536,21.2129,35.0034
2021,26.4,3.0714,21.2129,35.0034
2021,26.5,3.0868,21.2129,35.0034
2021,26.6,3.0999,21.2129,35.0034
2021,26.7,3.1108,21.2129,35.0034
2021,26.8,3.1195,21.2129,35.0034
2021,26.9,3.126,21.2129,35.0034
2021,27.0,3.1304,21.2129,35.0034
2021,27.1,3.1327,21.2129,35.0034
2021,27.2,3.1329,21.2129,35.0034
2021,27.3,3.1312,21.2129,35.0034
2021,27.4,3.1275,21.2129,35.0034
2021,27.5,3.1218,21.2129,35.0034
2021,27.6,3.1141,21.2129,35.0034
2021,27.7,3.1046,21.2129,35.0034
2021,27.8,3.0931,21.2129,35.0034
2021,27.9,3.0798,21.2129,35.0034
2021,28.0,3.0646,21.2129,35.0034
2021,28.1,3.0475,21.2129,35.0034
2021,28.2,3.0287,21.2129,35.0034
2021,28.3,3.008,21.2129,35.0034
2021,28.4,2.9855,21.2129,35.0034
2021,28.5,2.9613,21.2129,35.0034
2021,28.6,2.9354,21.2129,35.0034
2021,28.7,2.9077,21.2129,35.0034
2021,28.8,2.8783,21.2129,35.0034
2021,28.9,2.8472,21.2129,35.0034
2021,29.0,2.8144,21.2129,35.0034
2021,29.1,2.7801,21.2129,35.0034
2021,29.2,2.744,21.2129,35.0034
2021,29.3,2.7064,21.2129,35.0034
2021,29.4,2.6672,21.2129,35.0034
2021,29.5,2.6264,21.2129,35.0034
2021,29.6,2.5841,21.2129,35.0034
2021,29.7,2.5403,21.2129,35.0034
2021,29.8,2.4949,21.2129,35.0034
2021,29.9,2.4481,21.2129,35.0034
2021,30.0,2.3998,21.2129,35.0034
2021,30.1,2.35,21.2129,35.0034
2021,30.2,2.2989,21.2129,35.0034
2021,30.3,2.2463,21.2129,35.0034
2021,30.4,2.1923,21.2129,35.0034
2021,30.5,2.137,21.2129,35.0034
2021,30.6,2.0803,21.2129,35.0034
2021,30.7,2.0223,21.2129,35.0034
2021,30.8,1.9629,21.2129,35.0034
2021,30.9,1.9023,21.2129,35.0034
2021,31.0,1.8404,21.2129,35.0034
2021,31.1,1.7773,21.2129,35.0034
2021,31.2,1.7129,21.2129,35.0034
2021,31.3,1.6474,21.2129,35.0034
2021,31.4,1.5806,21.2129,35.0034
2021,31.5,1.5127,21.2129,35.0034
2021,31.6,1.4436,21.2129,35.0034
2021,31.7,1.3734,21.2129,35.0034
2021,31.8,1.3021,21.2129,35.0034
2021,31.9,1.2297,21.2129,35.0034
2021,32.0,1.1562,21.2129,35.0034
2021,32.1,1.0816,21.2129,35.0034
2021,32.2,1.0061,21.2129,35.0034
2021,32.3,0.9295,21.2129,35.0034
2021,32.4,0.8519,21.2129,35.0034
2021,32.5,0.7734,21.2129,35.0034
2021,32.6,0.6939,21.2129,35.0034
2021,32.7,0.6135,21.2129,35.0034
2021,32.8,0.5321,21.2129,35.0034
2021,32.9,0.4499,21.2129,35.0034
2021,33.0,0.3668,21.2129,35.0034
2021,33.1,0.2828,21.2129,35.0034
2021,33.2,0.198,21.2129,35.0034
2021,33.3,0.1124,21.2129,35.0034
2021,33.4,0.026,21.2129,35.0034
2021,33.5,-0.0611,21.2129,35.0034
2021,33.6,-0.1491,21.2129,35.0034
2021,33.7,-0.2377,21.2129,35.0034
2021,33.8,-0.3271,21.2129,35.0034
2021,33.9,-0.4172,21.2129,35.0034
2021,34.0,-0.5079,21.2129,35.0034
2021,34.1,-0.5993,21.2129,35.0034
2021,34.2,-0.6913,21.2129,35.0034
2021,34.3,-0.784,21.2129,35.0034
2021,34.4,-0.8772,21.2129,35.0034
2021,34.5,-0.971,21.2129,35.0034
2021,34.6,-1.0654,21.2129,35.0034
2021,34.7,-1.1603,21.2129,35.0034
2021,34.8,-1.2558,21.2129,35.0034
2021,34.9,-1.3517,21.2129,35.0034
2021,35.0,-1.4481,21.2129,35.0034
2021,35.1,-1.4514,21.2129,35.0034
2021,35.2,-1.4514,21.2129,35.0034
2021,35.3,-1.4514,21.2129,35.0034
2021,35.4,-1.4514,21.2129,35.0034
2021,35.5,-1.4514,21.2129,35.0034
2021,35.6,-1.4514,21.2129,35.0034
2021,35.7,-1.4514,21.2129,35.0034
2021,35.8,-1.4514,21.2129,35.0034
2021,35.9,-1.4514,21.2129,35.0034
2021,36.0,-1.4514,21.2129,35.0034
2022,21.0,-0.6732,21.2156,34.9103
2022,21.1,-0.6732,21.2156,34.9103
2022,21.2,-0.6732,21.2156,34.9103
2022,21.3,-0.5716,21.2156,34.9103
2022,21.4,-0.4517,21.2156,34.9103
2022,21.5,-0.3323,21.2156,34.9103
2022,21.6,-0.2136,21.2156,34.9103
2022,21.7,-0.0955,21.2156,34.9103
2022,21.8,0.0217,21.2156,34.9103
2022,21.9,0.138,21.2156,34.9103
2022,22.0,0.2534,21.2156,34.9103
2022,22.1,0.3676,21.2156,34.9103
2022,22.2,0.4808,21.2156,34.9103
2022,22.3,0.5927,21.2156,34.9103
2022,22.4,0.7032,21.2156,34.9103
2022,22.5,0.8124,21.2156,34.9103
2022,22.6,0.9201,21.2156,34.9103
2022,22.7,1.0261,21.2156,34.9103
2022,22.8,1.1305,21.2156,34.9103
2022,22.9,1.2332,21.2156,34.9103
2022,23.0,1.334,21.2156,34.9103
2022,23.1,1.4328,21.2156,34.9103
2022,23.2,1.5297,21.2156,34.9103
2022,23.3,1.6244,21.2156,34.9103
2022,23.4,1.7169,21.2156,34.9103
2022,23.5,1.8072,21.2156,34.9103
2022,23.6,1.8951,21.2156,34.9103
2022,23.7,1.9805,21.2156,34.9103
2022,23.8,2.0634,21.2156,34.9103
2022,23.9,2.1437,21.2156,34.9103
2022,24.0,2.2212,21.2156,34.9103
2022,24.1,2.2959,21.2156,34.9103
2022,24.2,2.3678,21.2156,34.9103
2022,24.3,2.4367,21.2156,34.9103
2022,24.4,2.5025,21.2156,34.9103
2022,24.5,2.5652,21.2156,34.9103
2022,24.6,2.6246,21.2156,34.9103
2022,24.7,2.6809,21.2156,34.9103
2022,24.8,2.734,21.2156,34.9103
2022,24.9,2.784,21.2156,34.9103
2022,25.0,2.831,21.2156,34.9103
2022,25.1,2.8749,21.2156,34.9103
2022,25.2,2.9159,21.2156,34.9103
2022,25.3,2.954,21.2156,34.9103
2022,25.4,2.9892,21.2156,34.9103
2022,25.5,3.0216,21.2156,34.9103
2022,25.6,3.0512,21.2156,34.9103
2022,25.7,3.0781,21.2156,34.9103
2022,25.8,3.1023,21.2156,34.9103
2022,25.9,3.1238,21.2156,34.9103
2022,26.0,3.1428,21.2156,34.9103
2022,26.1,3.1592,21.2156,34.9103
2022,26.2,3.1731,21.2156,34.9103
2022,26.3,3.1846,21.2156,34.9103
2022,26.4,3.1936,21.2156,34.9103
2022,26.5,3.2003,21.2156,34.9103
2022,26.6,3.2047,21.2156,34.9103
2022,26.7,3.2068,21.2156,34.9103
2022,26.8,3.2066,21.2156,34.9103
2022,26.9,3.2043,21.2156,34.9103
2022,27.0,3.1999,21.2156,34.9103
2022,27.1,3.1934,21.2156,34.9103
2022,27.2,3.1848,21.2156,34.9103
2022,27.3,3.1743,21.2156,34.9103
2022,27.4,3.1618,21.2156,34.9103
2022,27.5,3.1473,21.2156,34.9103
2022,27.6,3.1309,21.2156,34.9103
2022,27.7,3.1126,21.2156,34.9103
2022,27.8,3.0924,21.2156,34.9103
2022,27.9,3.0704,21.2156,34.9103
2022,28.0,3.0465,21.2156,34.9103
2022,28.1,3.0208,21.2156,34.9103
2022,28.2,2.9932,21.2156,34.9103
2022,28.3,2.9639,21.2156,34.9103
2022,28.4,2.9328,21.2156,34.9103
2022,28.5,2.9,21.2156,34.9103
2022,28.6,2.8655,21.2156,34.9103
2022,28.7,2.8292,21.2156,34.9103
2022,28.8,2.7912,21.2156,34.9103
2022,28.9,2.7516,21.2156,34.9103
2022,29.0,2.7103,21.2156,34.9103
2022,29.1,2.6674,21.2156,34.9103
2022,29.2,2.6229,21.2156,34.9103
2022,29.3,2.5768,21.2156,34.9103
2022,29.4,2.5291,21.2156,34.9103
2022,29.5,2.4799,21.2156,34.9103
2022,29.6,2.4291,21.2156,34.9103
2022,29.7,2.3768,21.2156,34.9103
2022,29.8,2.3231,21.2156,34.9103
2022,29.9,2.2678,21.2156,34.9103
2022,30.0,2.2111,21.2156,34.9103
2022,30.1,2.153,21.2156,34.9103
2022,30.2,2.0934,21.2156,34.9103
2022,30.3,2.0325,21.2156,34.9103
2022,30.4,1.9702,21.2156,34.9103
2022,30.5,1.9065,21.2156,34.9103
2022,30.6,1.8415,21.2156,34.9103
2022,30.7,1.7752,21.2156,34.9103
2022,30.8,1.7075,21.2156,34.9103
2022,30.9,1.6386,21.2156,34.9103
2022,31.0,1.5685,21.2156,34.9103
2022,31.1,1.4971,21.2156,34.9103
2022,31.2,1.4245,21.2156,34.9103
2022,31.3,1.3507,21.2156,34.9103
2022,31.4,1.2757,21.2156,34.9103
2022,31.5,1.1995,21.2156,34.9103
2022,31.6,1.1222,21.2156,34.9103
2022,31.7,1.0438,21.2156,34.9103
2022,31.8,0.9643,21.2156,34.9103
2022,31.9,0.8837,21.2156,34.9103
2022,32.0,0.802,21.2156,34.9103
2022,32.1,0.7194,21.2156,34.9103
2022,32.2,0.6356,21.2156,34.9103
2022,32.3,0.5509,21.2156,34.9103
2022,32.4,0.4652,21.2156,34.9103
2022,32.5,0.3785,21.2156,34.9103
2022,32.6,0.2909,21.2156,34.9103
2022,32.7,0.2024,21.2156,34.9103
2022,32.8,0.113,21.2156,34.9103
2022,32.9,0.0226,21.2156,34.9103
2022,33.0,-0.0686,21.2156,34.9103
2022,33.1,-0.1606,21.2156,34.9103
2022,33.2,-0.2535,21.2156,34.9103
2022,33.3,-0.3471,21.2156,34.9103
2022,33.4,-0.4416,21.2156,34.9103
2022,33.5,-0.5368,21.2156,34.9103
2022,33.6,-0.6328,21.2156,34.9103
2022,33.7,-0.7295,21.2156,34.9103
2022,33.8,-0.8269,21.2156,34.9103
2022,33.9,-0.925,21.2156,34.9103
2022,34.0,-1.0237,21.2156,34.9103
2022,34.1,-1.1231,21.2156,34.9103
2022,34.2,-1.2232,21.2156,34.9103
2022,34.3,-1.3238,21.2156,34.9103
2022,34.4,-1.4251,21.2156,34.9103
2022,34.5,-1.5269,21.2156,34.9103
2022,34.6,-1.6293,21.2156,34.9103
2022,34.7,-1.7321,21.2156,34.9103
2022,34.8,-1.8356,21.2156,34.9103
2022,34.9,-1.9395,21.2156,34.9103
2022,35.0,-1.9502,21.2156,34.9103
2022,35.1,-1.9502,21.2156,34.9103
2022,35.2,-1.9502,21.2156,34.9103
2022,35.3,-1.9502,21.2156,34.9103
2022,35.4,-1.9502,21.2156,34.9103
2022,35.5,-1.9502,21.2156,34.9103
2022,35.6,-1.9502,21.2156,34.9103
2022,35.7,-1.9502,21.2156,34.9103
2022,35.8,-1.9502,21.2156,34.9103
2022,35.9,-1.9502,21.2156,34.9103
2022,36.0,-1.9502,21.2156,34.9103
2023,21.0,-0.1612,21.2156,34.8309
2023,21.1,-0.1612,21.2156,34.8309
2023,21.2,-0.1612,21.2156,34.8309
2023,21.3,-0.0674,21.2156,34.8309
2023,21.4,0.0434,21.2156,34.8309
2023,21.5,0.1537,21.2156,34.8309
2023,21.6,0.2634,21.2156,34.8309
2023,21.7,0.3725,21.2156,34.8309
2023,21.8,0.4809,21.2156,34.8309
2023,21.9,0.5884,21.2156,34.8309
2023,22.0,0.6952,21.2156,34.8309
2023,22.1,0.801,21.2156,34.8309
2023,22.2,0.9057,21.2156,34.8309
2023,22.3,1.0094,21.2156,34.8309
2023,22.4,1.1119,21.2156,34.8309
2023,22.5,1.2132,21.2156,34.8309
2023,22.6,1.3131,21.2156,34.8309
2023,22.7,1.4116,21.2156,34.8309
2023,22.8,1.5087,21.2156,34.8309
2023,22.9,1.6042,21.2156,34.8309
2023,23.0,1.6981,21.2156,34.8309
2023,23.1,1.7902,21.2156,34.8309
2023,23.2,1.8806,21.2156,34.8309
2023,23.3,1.9691,21.2156,34.8309
2023,23.4,2.0557,21.2156,34.8309
2023,23.5,2.1402,21.2156,34.8309
2023,23.6,2.2227,21.2156,34.8309
2023,23.7,2.303,21.2156,34.8309
2023,23.8,2.3811,21.2156,34.8309
2023,23.9,2.4568,21.2156,34.8309
2023,24.0,2.5301,21.2156,34.8309
2023,24.1,2.601,21.2156,34.8309
2023,24.2,2.6693,21.2156,34.8309
2023,24.3,2.735,21.2156,34.8309
2023,24.4,2.7979,21.2156,34.8309
2023,24.5,2.8581,21.2156,34.8309
2023,24.6,2.9155,21.2156,34.8309
2023,24.7,2.9699,21.2156,34.8309
2023,24.8,3.0216,21.2156,34.8309
2023,24.9,3.0704,21.2156,34.8309
2023,25.0,3.1164,21.2156,34.8309
2023,25.1,3.1597,21.2156,34.8309
2023,25.2,3.2002,21.2156,34.8309
2023,25.3,3.2379,21.2156,34.8309
2023,25.4,3.273,21.2156,34.8309
2023,25.5,3.3053,21.2156,34.8309
2023,25.6,3.335,21.2156,34.8309
2023,25.7,3.362,21.2156,34.8309
2023,25.8,3.3863,21.2156,34.8309
2023,25.9,3.4081,21.2156,34.8309
