position,era,n,peak,peak_lo,peak_hi,cliff,cliff_lo,cliff_hi,slope28_32,slope_lo,slope_hi
WR,1999-2007,765,25.95000000000007,25.648750000000067,31.80375000000015,33.25000000000017,27.116250000000086,35.283750000000204,-0.000634416697730289,-0.029572046842033396,0.027427744839413428
WR,2008-2016,765,23.75000000000004,22.54750000000002,27.25000000000009,28.900000000000112,25.25000000000006,29.900000000000126,-0.0715250204532378,-0.09521249657829929,-0.04517387999850395
WR,2017-2025,765,25.30000000000006,24.150000000000045,26.70000000000008,28.350000000000104,27.098750000000088,29.40000000000012,-0.07133887075569428,-0.09608454194907542,-0.04774958087055871
RB,1999-2007,549,26.00000000000007,21.450000000000006,26.900000000000084,28.350000000000104,22.200000000000017,30.15125000000013,-0.10917691456801559,-0.16272894814197753,-0.05589828657748617
RB,2008-2016,549,25.000000000000057,23.650000000000038,26.70125000000008,28.250000000000103,26.05000000000007,30.651250000000136,-0.050033110990995916,-0.09113124493521245,-0.014078395753559464
RB,2017-2025,549,23.600000000000037,21.200000000000003,26.401250000000076,27.35000000000009,24.696250000000052,28.1500000000001,-0.08391603522730046,-0.11140486469867021,-0.03788727486637951
