frame,year,pos,carry,rostered,pool,R_cont,exhausted,variant
12,2020,TE,2.0,24,129,92.9,False,hoard_carry_2
12,2020,TE,3.0,36,129,68.2,False,hoard_carry_3
12,2020,TE,1.37,17,112,169.9466666666667,False,fullpool
12,2020,TE,1.0,12,112,176.17333333333332,False,fullpool_carry_1
12,2020,TE,2.0,24,112,169.9466666666667,False,fullpool_carry_2
12,2020,TE,3.0,36,112,169.9466666666667,False,fullpool_carry_3
12,2020,TE,1.37,17,19,37.95,True,boardtail
12,2020,TE,1.37,17,19,73.7,False,single
12,2020,TE,1.0,12,19,149.36666666666667,False,carry_1
12,2020,TE,2.0,24,19,,True,carry_2
12,2021,QB,1.75,21,81,202.68,False,hoard
12,2021,QB,1.0,12,81,258.02,False,hoard_carry_1
12,2021,QB,1.5,18,81,222.92,False,hoard_carry_1.5
12,2021,QB,2.0,24,81,180.92,False,hoard_carry_2
12,2021,QB,3.0,36,81,81.74,False,hoard_carry_3
12,2021,QB,1.75,21,60,271.7733333333333,False,fullpool
12,2021,QB,1.0,12,60,334.94,False,fullpool_carry_1
12,2021,QB,2.0,24,60,247.49333333333334,False,fullpool_carry_2
12,2021,QB,3.0,36,60,235.7733333333333,False,fullpool_carry_3
12,2021,QB,1.75,21,27,235.4,False,boardtail
12,2021,QB,1.75,21,27,224.94,False,single
12,2021,QB,1.0,12,27,277.0933333333333,False,carry_1
12,2021,QB,2.0,24,27,86.24666666666667,False,carry_2
12,2021,RB,5.03,61,165,79.2,False,hoard
12,2021,RB,5.03,61,105,182.0666666666667,False,fullpool
12,2021,RB,5.03,61,65,92.26666666666665,False,boardtail
12,2021,RB,5.03,61,65,51.5,False,single
12,2021,WR,5.85,71,256,103.39999999999999,False,hoard
12,2021,WR,5.85,71,188,215.74,False,fullpool
12,2021,WR,5.85,71,69,,True,boardtail
12,2021,WR,5.85,71,69,,True,single
12,2021,TE,1.37,17,131,132.4,False,hoard
12,2021,TE,1.0,12,131,151.7,False,hoard_carry_1
12,2021,TE,1.5,18,131,128.3,False,hoard_carry_1.5
12,2021,TE,2.0,24,131,92.5,False,hoard_carry_2
12,2021,TE,3.0,36,131,65.1,False,hoard_carry_3
12,2021,TE,1.37,17,115,184.53333333333333,False,fullpool
12,2021,TE,1.0,12,115,186.9,False,fullpool_carry_1
12,2021,TE,2.0,24,115,170.4,False,fullpool_carry_2
12,2021,TE,3.0,36,115,170.4,False,fullpool_carry_3
12,2021,TE,1.37,17,22,104.5,False,boardtail
12,2021,TE,1.37,17,22,63.3,False,single
12,2021,TE,1.0,12,22,112.06666666666666,False,carry_1
12,2021,TE,2.0,24,22,,True,carry_2
12,2022,QB,1.75,21,83,174.24,False,hoard
12,2022,QB,1.0,12,83,239.2,False,hoard_carry_1
12,2022,QB,1.5,18,83,198.6,False,hoard_carry_1.5
12,2022,QB,2.0,24,83,164.78,False,hoard_carry_2
12,2022,QB,3.0,36,83,73.88,False,hoard_carry_3
12,2022,QB,1.75,21,63,292.40000000000003,False,fullpool
12,2022,QB,1.0,12,63,298.49333333333334,False,fullpool_carry_1
12,2022,QB,2.0,24,63,292.40000000000003,False,fullpool_carry_2
12,2022,QB,3.0,36,63,292.40000000000003,False,fullpool_carry_3
12,2022,QB,1.75,21,20,,True,boardtail
12,2022,QB,1.75,21,20,,True,single
12,2022,QB,1.0,12,20,174.37333333333333,False,carry_1
12,2022,QB,2.0,24,20,,True,carry_2
12,2022,RB,5.03,61,158,70.0,False,hoard
12,2022,RB,5.03,61,105,169.66666666666666,False,fullpool
12,2022,RB,5.03,61,53,,True,boardtail
12,2022,RB,5.03,61,53,,True,single
12,2022,WR,5.85,71,239,101.5,False,hoard
12,2022,WR,5.85,71,181,198.69999999999996,False,fullpool
12,2022,WR,5.85,71,58,,True,boardtail
12,2022,WR,5.85,71,58,,True,single
12,2022,TE,1.37,17,128,116.5,False,hoard
12,2022,TE,1.0,12,128,139.5,False,hoard_carry_1
12,2022,TE,1.5,18,128,115.60000000000001,False,hoard_carry_1.5
12,2022,TE,2.0,24,128,97.2,False,hoard_carry_2
12,2022,TE,3.0,36,128,69.2,False,hoard_carry_3
12,2022,TE,1.37,17,113,158.23333333333332,False,fullpool
12,2022,TE,1.0,12,113,158.23333333333332,False,fullpool_carry_1
12,2022,TE,2.0,24,113,158.23333333333332,False,fullpool_carry_2
12,2022,TE,3.0,36,113,158.23333333333332,False,fullpool_carry_3
12,2022,TE,1.37,17,15,,True,boardtail
12,2022,TE,1.37,17,15,,True,single
12,2022,TE,1.0,12,15,90.36666666666667,False,carry_1
12,2022,TE,2.0,24,15,,True,carry_2
12,2023,QB,1.75,21,81,177.14,False,hoard
12,2023,QB,1.0,12,81,257.54,False,hoard_carry_1
12,2023,QB,1.5,18,81,227.26,False,hoard_carry_1.5
12,2023,QB,2.0,24,81,147.16,False,hoard_carry_2
12,2023,QB,3.0,36,81,80.03999999999999,False,hoard_carry_3
12,2023,QB,1.75,21,60,296.8933333333334,False,fullpool
12,2023,QB,1.0,12,60,319.1666666666667,False,fullpool_carry_1
12,2023,QB,2.0,24,60,269.20666666666665,False,fullpool_carry_2
12,2023,QB,3.0,36,60,269.20666666666665,False,fullpool_carry_3
12,2023,QB,1.75,21,24,253.67333333333337,False,boardtail
12,2023,QB,1.75,21,24,295.6,False,single
12,2023,QB,1.0,12,24,233.33333333333334,False,carry_1
12,2023,QB,2.0,24,24,,True,carry_2
12,2023,RB,5.03,61,148,58.8,False,hoard
12,2023,RB,5.03,61,89,182.66666666666666,False,fullpool
12,2023,RB,5.03,61,59,,True,boardtail
12,2023,RB,5.03,61,59,,True,single
12,2023,WR,5.85,71,224,95.7,False,hoard
12,2023,WR,5.85,71,153,242.73333333333335,False,fullpool
12,2023,WR,5.85,71,74,31.099999999999998,False,boardtail
12,2023,WR,5.85,71,74,60.3,False,single
12,2023,TE,1.37,17,123,123.1,False,hoard
12,2023,TE,1.0,12,123,137.3,False,hoard_carry_1
12,2023,TE,1.5,18,123,119.9,False,hoard_carry_1.5
12,2023,TE,2.0,24,123,101.1,False,hoard_carry_2
12,2023,TE,3.0,36,123,65.4,False,hoard_carry_3
12,2023,TE,1.37,17,106,199.29999999999998,False,fullpool
12,2023,TE,1.0,12,106,217.03333333333333,False,fullpool_carry_1
12,2023,TE,2.0,24,106,150.60666666666665,False,fullpool_carry_2
12,2023,TE,3.0,36,106,150.60666666666665,False,fullpool_carry_3
12,2023,TE,1.37,17,20,175.83333333333334,False,boardtail
12,2023,TE,1.37,17,20,239.3,False,single
12,2023,TE,1.0,12,20,182.9,False,carry_1
12,2023,TE,2.0,24,20,,True,carry_2
12,2024,QB,1.75,21,78,177.14000000000001,False,hoard
12,2024,QB,1.0,12,78,266.86,False,hoard_carry_1
12,2024,QB,1.5,18,78,214.58,False,hoard_carry_1.5
12,2024,QB,2.0,24,78,163.35999999999999,False,hoard_carry_2
12,2024,QB,3.0,36,78,95.8,False,hoard_carry_3
12,2024,QB,1.75,21,57,330.32,False,fullpool
12,2024,QB,1.0,12,57,346.2733333333333,False,fullpool_carry_1
12,2024,QB,2.0,24,57,273.3933333333333,False,fullpool_carry_2
12,2024,QB,3.0,36,57,226.70666666666668,False,fullpool_carry_3
12,2024,QB,1.75,21,26,236.17333333333332,False,boardtail
12,2024,QB,1.75,21,26,76.72,False,single
12,2024,QB,1.0,12,26,245.32666666666668,False,carry_1
12,2024,QB,2.0,24,26,218.57,True,carry_2
12,2024,RB,5.03,61,148,57.5,False,hoard
12,2024,RB,5.03,61,89,137.16666666666666,False,fullpool
12,2024,RB,5.03,61,60,,True,boardtail
12,2024,RB,5.03,61,60,,True,single
12,2024,WR,5.85,71,235,110.5,False,hoard
12,2024,WR,5.85,71,164,184.86666666666667,False,fullpool
12,2024,WR,5.85,71,72,124.5,True,boardtail
12,2024,WR,5.85,71,72,124.5,False,single
12,2024,TE,1.37,17,127,121.9,False,hoard
12,2024,TE,1.0,12,127,141.5,False,hoard_carry_1
12,2024,TE,1.5,18,127,120.4,False,hoard_carry_1.5
12,2024,TE,2.0,24,127,104.4,False,hoard_carry_2
12,2024,TE,3.0,36,127,68.1,False,hoard_carry_3
12,2024,TE,1.37,17,110,187.66666666666666,False,fullpool
12,2024,TE,1.0,12,110,220.79999999999998,False,fullpool_carry_1
12,2024,TE,2.0,24,110,187.66666666666666,False,fullpool_carry_2
12,2024,TE,3.0,36,110,187.66666666666666,False,fullpool_carry_3
12,2024,TE,1.37,17,20,95.04666666666668,False,boardtail
12,2024,TE,1.37,17,20,123.7,False,single
12,2024,TE,1.0,12,20,173.16666666666666,False,carry_1
12,2024,TE,2.0,24,20,,True,carry_2
