position,outcome,era,age,fit,lo,hi
WR,relative,POOLED,21.0,0.8499584092660313,0.7158740809470583,0.981511272889395
WR,relative,POOLED,21.05,0.8539279803644945,0.7213514246993851,0.9809381698719674
WR,relative,POOLED,21.1,0.8578938564660119,0.7288393466085114,0.9792972184717829
WR,relative,POOLED,21.150000000000002,0.8618553662124765,0.7367523932839772,0.9802824501579515
WR,relative,POOLED,21.200000000000003,0.8658118382457816,0.7446770348312943,0.9820557950028719
WR,relative,POOLED,21.250000000000004,0.8697626012078199,0.752615166173753,0.9838012190117822
WR,relative,POOLED,21.300000000000004,0.8737069837404848,0.7601380449124557,0.9841167376752602
WR,relative,POOLED,21.350000000000005,0.8776443144856694,0.7673556936903778,0.9839573193674962
WR,relative,POOLED,21.400000000000006,0.8815739220852664,0.7745482655853853,0.9838382636144604
WR,relative,POOLED,21.450000000000006,0.8854951351811693,0.7817135807125527,0.984174630663409
WR,relative,POOLED,21.500000000000007,0.8894072824152709,0.7888494591869548,0.9856537523234656
WR,relative,POOLED,21.550000000000008,0.8933096924294643,0.7963432121924556,0.986260281974715
WR,relative,POOLED,21.60000000000001,0.8972016938656427,0.8039494854214888,0.9867066700267147
WR,relative,POOLED,21.65000000000001,0.9010826153656991,0.8104761898615007,0.9880096599800897
WR,relative,POOLED,21.70000000000001,0.9049517855715266,0.8178822742001528,0.9897104031948316
WR,relative,POOLED,21.75000000000001,0.9088085331250182,0.824710775390001,0.9925125862596772
WR,relative,POOLED,21.80000000000001,0.912652186668067,0.8304497795743454,0.9940568641881623
WR,relative,POOLED,21.850000000000012,0.9164820748425662,0.8365396273662816,0.9955991892766167
WR,relative,POOLED,21.900000000000013,0.9202975262904086,0.8429161093664134,0.9971654240278506
WR,relative,POOLED,21.950000000000014,0.9240978696534874,0.8500888006488327,0.9987642993726773
WR,relative,POOLED,22.000000000000014,0.9278824335736958,0.8563668755737865,1.0003972657614664
WR,relative,POOLED,22.050000000000015,0.9316505466929268,0.8618553920604138,1.0026897407542288
WR,relative,POOLED,22.100000000000016,0.9354015376530734,0.8673701275834865,1.0066239800009662
WR,relative,POOLED,22.150000000000016,0.9391347350960287,0.8727223695576125,1.0096875430351895
WR,relative,POOLED,22.200000000000017,0.9428494676636858,0.8775543680012294,1.0108644019454756
WR,relative,POOLED,22.250000000000018,0.9465450639979378,0.8815494177051137,1.0130515356533012
WR,relative,POOLED,22.30000000000002,0.9502208527406777,0.8868210810083915,1.014958222877651
WR,relative,POOLED,22.35000000000002,0.9538761625337986,0.8931846727454533,1.018000976783474
WR,relative,POOLED,22.40000000000002,0.9575103220191936,0.8970669111471998,1.0203966955082089
WR,relative,POOLED,22.45000000000002,0.9611226598387558,0.9027817670178112,1.023839185123122
WR,relative,POOLED,22.50000000000002,0.9647125046343782,0.9065302011311595,1.026227930106082
WR,relative,POOLED,22.550000000000022,0.9682791850479538,0.9094826380708744,1.0300478462685658
WR,relative,POOLED,22.600000000000023,0.9718220297213759,0.9133924607048504,1.0328243982600396
WR,relative,POOLED,22.650000000000023,0.9753403672965373,0.916654474373654,1.0353257126575055
WR,relative,POOLED,22.700000000000024,0.9788335264153313,0.9211650420132987,1.036684328182431
WR,relative,POOLED,22.750000000000025,0.9823008357196509,0.9260223261719213,1.038693433489684
WR,relative,POOLED,22.800000000000026,0.9857416238513891,0.9298673588978243,1.0414940430884518
WR,relative,POOLED,22.850000000000026,0.9891552194524391,0.9340132297829197,1.0430154285556381
WR,relative,POOLED,22.900000000000027,0.9925409511646938,0.9375662343269698,1.0456137726071628
WR,relative,POOLED,22.950000000000028,0.9958981476300464,0.9413046349272629,1.0476100032088635
WR,relative,POOLED,23.00000000000003,0.9992261374903899,0.9448093741411498,1.0499470514336968
WR,relative,POOLED,23.05000000000003,1.0025242493876176,0.9477620489236012,1.053891691919467
WR,relative,POOLED,23.10000000000003,1.0057918119636222,0.9505444263994305,1.056623008761084
WR,relative,POOLED,23.15000000000003,1.009028153860297,0.9546560838865455,1.0600609090447113
WR,relative,POOLED,23.20000000000003,1.012232603719535,0.9570035244885678,1.063766122684951
WR,relative,POOLED,23.250000000000032,1.0154044901832295,0.9599556762589471,1.0675444194561956
WR,relative,POOLED,23.300000000000033,1.018543141893273,0.9636899267982314,1.0708520962931565
WR,relative,POOLED,23.350000000000033,1.0216478874915593,0.9674324418121352,1.0741877312671704
WR,relative,POOLED,23.400000000000034,1.024718055619981,0.9711882816161402,1.0768203121160909
WR,relative,POOLED,23.450000000000035,1.0277529749204315,0.9749582690374742,1.0793711231906278
WR,relative,POOLED,23.500000000000036,1.0307519740348035,0.9778051869431283,1.0825272107371724
WR,relative,POOLED,23.550000000000036,1.0337143646481681,0.9802595860909654,1.085615352481392
WR,relative,POOLED,23.600000000000037,1.0366388649857372,0.9827243936406225,1.0886343360618977
WR,relative,POOLED,23.650000000000038,1.0395234583573771,0.9852687126030364,1.0920771698596878
WR,relative,POOLED,23.70000000000004,1.0423660824190832,0.9886507998252305,1.094321329458732
WR,relative,POOLED,23.75000000000004,1.0451646748268515,0.9920409396837131,1.0972646372029993
WR,relative,POOLED,23.80000000000004,1.0479171732366774,0.9958766178744224,1.0994902206501103
WR,relative,POOLED,23.85000000000004,1.0506215153045568,0.9999145949081636,1.100532681330906
WR,relative,POOLED,23.90000000000004,1.053275638686485,1.0044778299579262,1.1024035207738172
WR,relative,POOLED,23.950000000000042,1.0558774810384577,1.0074142404307818,1.1045367651176177
WR,relative,POOLED,24.000000000000043,1.0584249800164707,1.0108864575857455,1.107085381020287
WR,relative,POOLED,24.050000000000043,1.0609160732765197,1.0134786351209806,1.1099073028678672
WR,relative,POOLED,24.100000000000044,1.0633486984746,1.0158809293192288,1.111640983258585
WR,relative,POOLED,24.150000000000045,1.0657207932667074,1.0182188982246811,1.1135682808493164
WR,relative,POOLED,24.200000000000045,1.0680302953088376,1.021365832171088,1.1150582473472657
WR,relative,POOLED,24.250000000000046,1.0702751422569863,1.0232603480725113,1.116871712804466
WR,relative,POOLED,24.300000000000047,1.0724532717671489,1.0259508653718346,1.11922634800492
WR,relative,POOLED,24.350000000000048,1.074562621495321,1.028608449091031,1.1204201414547597
WR,relative,POOLED,24.40000000000005,1.0766011290974986,1.0299034132955596,1.1227045798114204
WR,relative,POOLED,24.45000000000005,1.0785667322296772,1.030635496335727,1.1248470630666907
WR,relative,POOLED,24.50000000000005,1.0804573685478522,1.031579122261086,1.126353487570127
WR,relative,POOLED,24.55000000000005,1.0822709757080193,1.0331483887934838,1.127504848035116
WR,relative,POOLED,24.60000000000005,1.0840054913661745,1.0347301755399805,1.130518195986656
WR,relative,POOLED,24.650000000000052,1.085658853178313,1.0350347512686935,1.1334570154373385
WR,relative,POOLED,24.700000000000053,1.0872289988004307,1.0360775494962362,1.1350614138726602
WR,relative,POOLED,24.750000000000053,1.088713865888523,1.037313259918808,1.1369312844440587
WR,relative,POOLED,24.800000000000054,1.0901113920985859,1.0391455211465297,1.1391236212092695
WR,relative,POOLED,24.850000000000055,1.0914195150866144,1.041338359757715,1.141451635795326
WR,relative,POOLED,24.900000000000055,1.092636172508605,1.0420195908390584,1.1429833561770122
WR,relative,POOLED,24.950000000000056,1.0937593020205525,1.0421687632324357,1.144897573455299
WR,relative,POOLED,25.000000000000057,1.0947868412784532,1.0429794724151396,1.1465621275869573
WR,relative,POOLED,25.050000000000058,1.0957167279383022,1.043347511901103,1.147967914101399
WR,relative,POOLED,25.10000000000006,1.0965468996560954,1.0436914480254367,1.149336927824261
WR,relative,POOLED,25.15000000000006,1.097275604012105,1.0450983848665403,1.1510062805974353
WR,relative,POOLED,25.20000000000006,1.0979036245579843,1.0456738914801225,1.151734130446014
WR,relative,POOLED,25.25000000000006,1.0984329851631176,1.045822913517194,1.1521720575061039
WR,relative,POOLED,25.30000000000006,1.0988657181470778,1.0462432711480225,1.1524774113332827
WR,relative,POOLED,25.350000000000062,1.0992038558294386,1.0462915489180158,1.1523995901433135
WR,relative,POOLED,25.400000000000063,1.0994494305297728,1.046573576441521,1.1524591555348556
WR,relative,POOLED,25.450000000000063,1.0996044745676539,1.0474520480029514,1.1523436640561622
WR,relative,POOLED,25.500000000000064,1.0996710202626554,1.0480536257828426,1.1520697911258058
WR,relative,POOLED,25.550000000000065,1.0996510999343503,1.0480894281181052,1.1525742293667547
WR,relative,POOLED,25.600000000000065,1.0995467459023116,1.0485795734912189,1.1530432868511231
WR,relative,POOLED,25.650000000000066,1.099359990486113,1.0489051816128045,1.1534232358371763
WR,relative,POOLED,25.700000000000067,1.0990928660053279,1.0485773903859255,1.1537136023424726
WR,relative,POOLED,25.750000000000068,1.098747404779529,1.0487792975306958,1.1525064735641266
WR,relative,POOLED,25.800000000000068,1.0983256391282898,1.047500201020418,1.1523451001708152
WR,relative,POOLED,25.85000000000007,1.0978296013711837,1.0471196104773972,1.1516077864658598
WR,relative,POOLED,25.90000000000007,1.0972613238277837,1.0468734644675814,1.149976962122225
WR,relative,POOLED,25.95000000000007,1.0966228388176633,1.0466393062212243,1.1479198451833645
WR,relative,POOLED,26.00000000000007,1.0959161786603957,1.04640392813355,1.1457613230653114
WR,relative,POOLED,26.05000000000007,1.095143375675554,1.0463093961256738,1.144333682676206
WR,relative,POOLED,26.100000000000072,1.0943064621827117,1.0457712137318584,1.14338766607994
WR,relative,POOLED,26.150000000000073,1.0934074705014418,1.0454116232133828,1.142945784866043
WR,relative,POOLED,26.200000000000074,1.0924484329513178,1.0450240243053388,1.1425032705071927
WR,relative,POOLED,26.250000000000075,1.091431381851913,1.0439953548265917,1.1418909425818917
WR,relative,POOLED,26.300000000000075,1.0903583495228004,1.042259302481769,1.1410564976790742
