year,pos,tier,scope,feature,coef,alpha
2015,RB,A,P0,h_u_tot,0.2408405675630638,100.0
2015,RB,A,P0,G_last,0.23435297542890335,100.0
2015,RB,A,P0,G_wtd,-0.23246335239007085,100.0
2015,RB,A,P0,avail_wtd,-0.19459239214677293,100.0
2015,RB,A,P0,h_adot,-0.295537518956004,100.0
2015,RB,A,P0,h_ypr,0.14361756841288134,100.0
2015,RB,A,P0,h_catch_rate,0.18838072173955264,100.0
2015,RB,A,P0,h_racr_w,-0.21733606664623098,100.0
2015,RB,A,P0,oldenv_tm_pass_att_pg,-0.020498569182044967,100.0
2015,RB,A,P0,oldenv_tm_tgt_pg,0.08488531331268812,100.0
2015,RB,A,P0,oldenv_tm_ay_pg,-0.13276238862562406,100.0
2015,RB,A,P0,oldenv_tm_car_pg,-0.02696041146162497,100.0
2015,RB,A,P0,oldenv_tm_plays_pg,-0.049222096912027925,100.0
2015,RB,A,P0,oldenv_tm_pass_rate,-0.05138492785292648,100.0
2015,RB,A,P0,oldenv_tm_td_pg,0.34546789620408863,100.0
2015,RB,A,P0,oldenv_tm_pass_yds_pg,0.1428198090106645,100.0
2015,RB,A,P0,expr,-0.43238393693501986,100.0
2015,RB,A,P0,log_draft_pick,-0.6585703562394013,100.0
2015,RB,A,P0,age_s0,-0.4935344858906292,100.0
2015,RB,A,P0,age_s1,-0.1722570241720252,100.0
2015,RB,A,P0,age_s2,-0.09605563312050369,100.0
2015,RB,A,P0,age_s3,-0.0024366119558619287,100.0
2015,RB,A,P1,h_targets_pg,0.059892570780017404,56.23413251903491
2015,RB,A,P1,h_carries_pg,0.2521077897328063,56.23413251903491
2015,RB,A,P1,h_touches_pg,0.24248569033481637,56.23413251903491
2015,RB,A,P1,h_air_yards_pg,-0.04069355625559595,56.23413251903491
2015,RB,A,P1,h_target_share_full,0.15326595608426025,56.23413251903491
2015,RB,A,P1,h_air_yards_share_full,0.44264404117428646,56.23413251903491
2015,RB,A,P1,h_carry_share_full,0.012102551410221922,56.23413251903491
2015,RB,A,P1,h_wopr_full,0.20449064465965122,56.23413251903491
2015,RB,A,P1,h_u_rec,0.17293176648234238,56.23413251903491
2015,RB,A,P1,h_u_rush,0.025500567611727042,56.23413251903491
2015,RB,A,P1,h_u_tot,0.07188111500052667,56.23413251903491
2015,RB,A,P1,G_last,0.42039752073925307,56.23413251903491
2015,RB,A,P1,G_wtd,-0.21895636520277315,56.23413251903491
2015,RB,A,P1,avail_wtd,-0.12974798115122113,56.23413251903491
2015,RB,A,P1,h_adot,-0.3123833614179365,56.23413251903491
2015,RB,A,P1,h_ypr,-0.0010850402964522495,56.23413251903491
2015,RB,A,P1,h_catch_rate,0.22745165620845106,56.23413251903491
2015,RB,A,P1,h_racr_w,-0.20096533138955838,56.23413251903491
2015,RB,A,P1,oldenv_tm_pass_att_pg,-0.023859321688982138,56.23413251903491
2015,RB,A,P1,oldenv_tm_tgt_pg,0.17196655069917105,56.23413251903491
2015,RB,A,P1,oldenv_tm_ay_pg,-0.06850036650526325,56.23413251903491
2015,RB,A,P1,oldenv_tm_car_pg,-0.04011195749924523,56.23413251903491
2015,RB,A,P1,oldenv_tm_plays_pg,-0.06549449520258367,56.23413251903491
2015,RB,A,P1,oldenv_tm_pass_rate,-0.09210210366802399,56.23413251903491
2015,RB,A,P1,oldenv_tm_td_pg,0.2076294683131447,56.23413251903491
2015,RB,A,P1,oldenv_tm_pass_yds_pg,0.1055984134450463,56.23413251903491
2015,RB,A,P1,expr,-0.5515992241503461,56.23413251903491
2015,RB,A,P1,log_draft_pick,-0.7297730194897212,56.23413251903491
2015,RB,A,P1,mu_hat,1.3950626321079598,56.23413251903491
2015,RB,A,P1,age_s0,-0.5522129672485756,56.23413251903491
2015,RB,A,P1,age_s1,-0.1418786500068389,56.23413251903491
2015,RB,A,P1,age_s2,-0.04128677480824382,56.23413251903491
2015,RB,A,P1,age_s3,0.08354118084861395,56.23413251903491
2016,WR,A,P0,h_targets_pg,0.44266061347432684,177.82794100389228
2016,WR,A,P0,h_carries_pg,-0.023055485685270487,177.82794100389228
2016,WR,A,P0,h_touches_pg,0.43450825707691826,177.82794100389228
2016,WR,A,P0,h_air_yards_pg,0.21727776546264646,177.82794100389228
2016,WR,A,P0,h_target_share_full,0.3552026757451515,177.82794100389228
2016,WR,A,P0,h_air_yards_share_full,0.2429087859067856,177.82794100389228
2016,WR,A,P0,h_carry_share_full,0.07021909236838056,177.82794100389228
2016,WR,A,P0,h_wopr_full,0.32253376442087967,177.82794100389228
2016,WR,A,P0,h_u_rec,0.3285003014464592,177.82794100389228
2016,WR,A,P0,h_u_rush,0.07049964752889434,177.82794100389228
2016,WR,A,P0,h_u_tot,0.3352125996751081,177.82794100389228
2016,WR,A,P0,G_last,0.09608972749829159,177.82794100389228
2016,WR,A,P0,G_wtd,-0.13677532903956371,177.82794100389228
2016,WR,A,P0,avail_wtd,-0.021707855594434805,177.82794100389228
2016,WR,A,P0,h_adot,-0.017980062159310455,177.82794100389228
2016,WR,A,P0,h_ypr,0.002613561130773236,177.82794100389228
2016,WR,A,P0,h_catch_rate,0.07908685020339565,177.82794100389228
2016,WR,A,P0,h_racr_w,0.3547209756119953,177.82794100389228
2016,WR,A,P0,oldenv_tm_pass_att_pg,-0.06602384521202774,177.82794100389228
2016,WR,A,P0,oldenv_tm_tgt_pg,-0.029748225467655393,177.82794100389228
2016,WR,A,P0,oldenv_tm_ay_pg,-0.006625937183828405,177.82794100389228
2016,WR,A,P0,oldenv_tm_car_pg,0.06439430364912363,177.82794100389228
2016,WR,A,P0,oldenv_tm_plays_pg,-0.011800200672255906,177.82794100389228
2016,WR,A,P0,oldenv_tm_pass_rate,-0.046156254013272856,177.82794100389228
2016,WR,A,P0,oldenv_tm_td_pg,0.23185111458938468,177.82794100389228
2016,WR,A,P0,oldenv_tm_pass_yds_pg,0.28979719862928094,177.82794100389228
2016,WR,A,P0,expr,-0.2176729124384349,177.82794100389228
2016,WR,A,P0,log_draft_pick,0.1142127919186636,177.82794100389228
2016,WR,A,P0,age_s0,-0.3394152633346666,177.82794100389228
2016,WR,A,P0,age_s1,-0.1343656517823282,177.82794100389228
2016,WR,A,P0,age_s2,-0.09459490590418525,177.82794100389228
2016,WR,A,P0,age_s3,-0.06061289025679993,177.82794100389228
2016,WR,A,P1,h_targets_pg,0.3049095944032544,177.82794100389228
2016,WR,A,P1,h_carries_pg,-0.036070189040335515,177.82794100389228
2016,WR,A,P1,h_touches_pg,0.295702068477923,177.82794100389228
2016,WR,A,P1,h_air_yards_pg,0.1257435138116423,177.82794100389228
2016,WR,A,P1,h_target_share_full,0.2907864238316066,177.82794100389228
2016,WR,A,P1,h_air_yards_share_full,0.2020874236440616,177.82794100389228
2016,WR,A,P1,h_carry_share_full,0.05237566235533019,177.82794100389228
2016,WR,A,P1,h_wopr_full,0.2654137901290443,177.82794100389228
2016,WR,A,P1,h_u_rec,0.24560413486245003,177.82794100389228
2016,WR,A,P1,h_u_rush,0.056247706293012664,177.82794100389228
2016,WR,A,P1,h_u_tot,0.2511259871972007,177.82794100389228
2016,WR,A,P1,G_last,0.1587730460260964,177.82794100389228
2016,WR,A,P1,G_wtd,-0.10043713854582165,177.82794100389228
2016,WR,A,P1,avail_wtd,0.02442815936110774,177.82794100389228
2016,WR,A,P1,h_adot,-0.003940880023089377,177.82794100389228
2016,WR,A,P1,h_ypr,-0.054902002784562275,177.82794100389228
2016,WR,A,P1,h_catch_rate,0.10454566356814851,177.82794100389228
2016,WR,A,P1,h_racr_w,0.25666189316224447,177.82794100389228
2016,WR,A,P1,oldenv_tm_pass_att_pg,-0.07310705323363731,177.82794100389228
2016,WR,A,P1,oldenv_tm_tgt_pg,-0.032205762267265674,177.82794100389228
2016,WR,A,P1,oldenv_tm_ay_pg,0.00909200617752793,177.82794100389228
2016,WR,A,P1,oldenv_tm_car_pg,0.07050169143057644,177.82794100389228
2016,WR,A,P1,oldenv_tm_plays_pg,-0.013859511310217421,177.82794100389228
2016,WR,A,P1,oldenv_tm_pass_rate,-0.05177541317207951,177.82794100389228
2016,WR,A,P1,oldenv_tm_td_pg,0.14474751502268818,177.82794100389228
2016,WR,A,P1,oldenv_tm_pass_yds_pg,0.2348127555019916,177.82794100389228
2016,WR,A,P1,expr,-0.23137856641211293,177.82794100389228
2016,WR,A,P1,log_draft_pick,0.10273326264458624,177.82794100389228
2016,WR,A,P1,mu_hat,0.7411710022484105,177.82794100389228
2016,WR,A,P1,age_s0,-0.3474608589262724,177.82794100389228
2016,WR,A,P1,age_s1,-0.1412374582954933,177.82794100389228
2016,WR,A,P1,age_s2,-0.10187295161639912,177.82794100389228
2016,WR,A,P1,age_s3,-0.06739227081269837,177.82794100389228
2016,RB,A,P0,h_targets_pg,0.5095519990657618,56.23413251903491
2016,RB,A,P0,h_carries_pg,0.5241841589557945,56.23413251903491
2016,RB,A,P0,h_touches_pg,0.6138316988115238,56.23413251903491
2016,RB,A,P0,h_air_yards_pg,0.10470508641092895,56.23413251903491
2016,RB,A,P0,h_target_share_full,0.22645285637507387,56.23413251903491
2016,RB,A,P0,h_air_yards_share_full,0.5673585515158085,56.23413251903491
2016,RB,A,P0,h_carry_share_full,0.11865920801637556,56.23413251903491
2016,RB,A,P0,h_wopr_full,0.2881651189053885,56.23413251903491
2016,RB,A,P0,h_u_rec,0.20668905975682955,56.23413251903491
2016,RB,A,P0,h_u_rush,0.07993494542030086,56.23413251903491
2016,RB,A,P0,h_u_tot,0.1279707467277533,56.23413251903491
2016,RB,A,P0,G_last,0.40034026074964174,56.23413251903491
2016,RB,A,P0,G_wtd,-0.26843563189484015,56.23413251903491
2016,RB,A,P0,avail_wtd,-0.30269622368113364,56.23413251903491
2016,RB,A,P0,h_adot,-0.6495938420386647,56.23413251903491
2016,RB,A,P0,h_ypr,0.1895312087582858,56.23413251903491
2016,RB,A,P0,h_catch_rate,0.23202907298298997,56.23413251903491
2016,RB,A,P0,h_racr_w,-0.09799809349327039,56.23413251903491
2016,RB,A,P0,oldenv_tm_pass_att_pg,0.04539882354150333,56.23413251903491
2016,RB,A,P0,oldenv_tm_tgt_pg,0.039850756681884515,56.23413251903491
2016,RB,A,P0,oldenv_tm_ay_pg,-0.1328930591162502,56.23413251903491
2016,RB,A,P0,oldenv_tm_car_pg,-0.009364520158116152,56.23413251903491
2016,RB,A,P0,oldenv_tm_plays_pg,0.042486456750863724,56.23413251903491
2016,RB,A,P0,oldenv_tm_pass_rate,-0.04430509512518388,56.23413251903491
2016,RB,A,P0,oldenv_tm_td_pg,0.4552858408659606,56.23413251903491
2016,RB,A,P0,oldenv_tm_pass_yds_pg,-0.1113914578687802,56.23413251903491
2016,RB,A,P0,expr,-0.3735472467004624,56.23413251903491
2016,RB,A,P0,log_draft_pick,-0.7042371061474145,56.23413251903491
2016,RB,A,P0,age_s0,-0.47335294633297387,56.23413251903491
2016,RB,A,P0,age_s1,-0.13769102617632148,56.23413251903491
2016,RB,A,P0,age_s2,-0.06946055736773957,56.23413251903491
2016,RB,A,P0,age_s3,-0.002417000796015992,56.23413251903491
2016,RB,A,P1,h_targets_pg,0.0903891244433399,17.78279410038923
2016,RB,A,P1,h_carries_pg,0.17621822639726437,17.78279410038923
2016,RB,A,P1,h_touches_pg,0.18235169511296895,17.78279410038923
2016,RB,A,P1,h_air_yards_pg,0.004914153950585351,17.78279410038923
2016,RB,A,P1,h_target_share_full,0.010983965815752785,17.78279410038923
2016,RB,A,P1,h_air_yards_share_full,0.895562992307744,17.78279410038923
2016,RB,A,P1,h_carry_share_full,0.11348388379789086,17.78279410038923
2016,RB,A,P1,h_wopr_full,0.13104000806533325,17.78279410038923
2016,RB,A,P1,h_u_rec,-0.1539966123542261,17.78279410038923
2016,RB,A,P1,h_u_rush,-0.2396729594934178,17.78279410038923
2016,RB,A,P1,h_u_tot,-0.25114159383926304,17.78279410038923
2016,RB,A,P1,G_last,0.7516948390482483,17.78279410038923
2016,RB,A,P1,G_wtd,-0.22854288970013456,17.78279410038923
2016,RB,A,P1,avail_wtd,-0.2331600576184243,17.78279410038923
2016,RB,A,P1,h_adot,-0.8372018099845321,17.78279410038923
2016,RB,A,P1,h_ypr,-0.0439432422150729,17.78279410038923
2016,RB,A,P1,h_catch_rate,0.2849486457734671,17.78279410038923
2016,RB,A,P1,h_racr_w,-0.03896402882574106,17.78279410038923
2016,RB,A,P1,oldenv_tm_pass_att_pg,0.09335260377372792,17.78279410038923
2016,RB,A,P1,oldenv_tm_tgt_pg,0.10634345194720421,17.78279410038923
2016,RB,A,P1,oldenv_tm_ay_pg,0.040761864983834724,17.78279410038923
2016,RB,A,P1,oldenv_tm_car_pg,-0.06253553766289499,17.78279410038923
2016,RB,A,P1,oldenv_tm_plays_pg,0.04606227635242849,17.78279410038923
2016,RB,A,P1,oldenv_tm_pass_rate,-0.14652664812862035,17.78279410038923
2016,RB,A,P1,oldenv_tm_td_pg,0.22103650928207091,17.78279410038923
2016,RB,A,P1,oldenv_tm_pass_yds_pg,-0.2388070951314365,17.78279410038923
2016,RB,A,P1,expr,-0.5602238017410501,17.78279410038923
2016,RB,A,P1,log_draft_pick,-0.8329927072458018,17.78279410038923
2016,RB,A,P1,mu_hat,2.2426059265260885,17.78279410038923
2016,RB,A,P1,age_s0,-0.5250361526386492,17.78279410038923
2016,RB,A,P1,age_s1,-0.052052485993784564,17.78279410038923
2016,RB,A,P1,age_s2,0.03051371529276664,17.78279410038923
2016,RB,A,P1,age_s3,0.08690235408816875,17.78279410038923
2017,WR,A,P0,h_targets_pg,0.43024623358293757,177.82794100389228
2017,WR,A,P0,h_carries_pg,0.034300768539158435,177.82794100389228
2017,WR,A,P0,h_touches_pg,0.4333504172773966,177.82794100389228
2017,WR,A,P0,h_air_yards_pg,0.2039923667037753,177.82794100389228
2017,WR,A,P0,h_target_share_full,0.3913709713837109,177.82794100389228
2017,WR,A,P0,h_air_yards_share_full,0.24481920626974887,177.82794100389228
2017,WR,A,P0,h_carry_share_full,0.01824486794319955,177.82794100389228
2017,WR,A,P0,h_wopr_full,0.34512005728059003,177.82794100389228
2017,WR,A,P0,h_u_rec,0.34129931977418576,177.82794100389228
2017,WR,A,P0,h_u_rush,0.01964187388214325,177.82794100389228
2017,WR,A,P0,h_u_tot,0.34121007455121677,177.82794100389228
2017,WR,A,P0,G_last,0.0737285667978019,177.82794100389228
2017,WR,A,P0,G_wtd,-0.19071692950837266,177.82794100389228
2017,WR,A,P0,avail_wtd,-0.06732212637414342,177.82794100389228
2017,WR,A,P0,h_adot,-0.1218931907389939,177.82794100389228
2017,WR,A,P0,h_ypr,0.16231976578372334,177.82794100389228
2017,WR,A,P0,h_catch_rate,0.06182227997510608,177.82794100389228
2017,WR,A,P0,h_racr_w,0.35143001361086895,177.82794100389228
2017,WR,A,P0,oldenv_tm_pass_att_pg,-0.052595979086811254,177.82794100389228
2017,WR,A,P0,oldenv_tm_tgt_pg,-0.0001926032575014929,177.82794100389228
2017,WR,A,P0,oldenv_tm_ay_pg,-0.036455361089255206,177.82794100389228
2017,WR,A,P0,oldenv_tm_car_pg,0.023830569750695516,177.82794100389228
2017,WR,A,P0,oldenv_tm_plays_pg,-0.03706853564677115,177.82794100389228
2017,WR,A,P0,oldenv_tm_pass_rate,-0.022992280799946717,177.82794100389228
2017,WR,A,P0,oldenv_tm_td_pg,0.2411459504455178,177.82794100389228
2017,WR,A,P0,oldenv_tm_pass_yds_pg,0.29254283786862184,177.82794100389228
2017,WR,A,P0,expr,-0.18331333712654244,177.82794100389228
2017,WR,A,P0,log_draft_pick,0.057132832304520056,177.82794100389228
2017,WR,A,P0,age_s0,-0.26317531117331977,177.82794100389228
2017,WR,A,P0,age_s1,-0.12471428568149698,177.82794100389228
2017,WR,A,P0,age_s2,-0.10271992509770336,177.82794100389228
2017,WR,A,P0,age_s3,-0.09338151539159861,177.82794100389228
2017,WR,A,P1,h_targets_pg,0.3125258523291608,177.82794100389228
2017,WR,A,P1,h_carries_pg,0.031232833035021404,177.82794100389228
2017,WR,A,P1,h_touches_pg,0.3159436794937554,177.82794100389228
2017,WR,A,P1,h_air_yards_pg,0.12003766578128108,177.82794100389228
2017,WR,A,P1,h_target_share_full,0.3435854701978678,177.82794100389228
2017,WR,A,P1,h_air_yards_share_full,0.21088451840426867,177.82794100389228
2017,WR,A,P1,h_carry_share_full,0.006437715005868769,177.82794100389228
2017,WR,A,P1,h_wopr_full,0.30127495312366953,177.82794100389228
2017,WR,A,P1,h_u_rec,0.2761207988590482,177.82794100389228
2017,WR,A,P1,h_u_rush,0.008950018548866496,177.82794100389228
2017,WR,A,P1,h_u_tot,0.2750261141828349,177.82794100389228
2017,WR,A,P1,G_last,0.11705337687480981,177.82794100389228
2017,WR,A,P1,G_wtd,-0.16676679294776012,177.82794100389228
2017,WR,A,P1,avail_wtd,-0.0376316680654841,177.82794100389228
2017,WR,A,P1,h_adot,-0.12151422220131389,177.82794100389228
2017,WR,A,P1,h_ypr,0.1302405018663327,177.82794100389228
2017,WR,A,P1,h_catch_rate,0.08194383834491198,177.82794100389228
2017,WR,A,P1,h_racr_w,0.26295518325648415,177.82794100389228
2017,WR,A,P1,oldenv_tm_pass_att_pg,-0.058036950108767686,177.82794100389228
2017,WR,A,P1,oldenv_tm_tgt_pg,-0.003174988871261231,177.82794100389228
2017,WR,A,P1,oldenv_tm_ay_pg,-0.01988282147646531,177.82794100389228
2017,WR,A,P1,oldenv_tm_car_pg,0.029490681282947007,177.82794100389228
2017,WR,A,P1,oldenv_tm_plays_pg,-0.037663946517183265,177.82794100389228
2017,WR,A,P1,oldenv_tm_pass_rate,-0.028157828810174198,177.82794100389228
2017,WR,A,P1,oldenv_tm_td_pg,0.16875029050059195,177.82794100389228
2017,WR,A,P1,oldenv_tm_pass_yds_pg,0.25071042964870793,177.82794100389228
2017,WR,A,P1,expr,-0.19684819557649658,177.82794100389228
2017,WR,A,P1,log_draft_pick,0.04572265739840858,177.82794100389228
2017,WR,A,P1,mu_hat,0.6176886288419647,177.82794100389228
2017,WR,A,P1,age_s0,-0.2692877620074749,177.82794100389228
2017,WR,A,P1,age_s1,-0.1306092143847988,177.82794100389228
2017,WR,A,P1,age_s2,-0.10854824663989641,177.82794100389228
2017,WR,A,P1,age_s3,-0.09753690171344997,177.82794100389228
2017,RB,A,P0,h_targets_pg,0.24184814186527867,100.0
2017,RB,A,P0,h_carries_pg,0.4830890064768743,100.0
2017,RB,A,P0,h_touches_pg,0.49888764276658915,100.0
2017,RB,A,P0,h_air_yards_pg,0.052633148044346365,100.0
2017,RB,A,P0,h_target_share_full,0.2898393302161685,100.0
2017,RB,A,P0,h_air_yards_share_full,0.4184638430356355,100.0
2017,RB,A,P0,h_carry_share_full,0.08014908332671411,100.0
2017,RB,A,P0,h_wopr_full,0.3281724995896442,100.0
2017,RB,A,P0,h_u_rec,0.2636259174185443,100.0
2017,RB,A,P0,h_u_rush,0.13870473014523876,100.0
2017,RB,A,P0,h_u_tot,0.196513385759773,100.0
2017,RB,A,P0,G_last,0.052019952853446995,100.0
2017,RB,A,P0,G_wtd,-0.1982519459087554,100.0
2017,RB,A,P0,avail_wtd,-0.1933487523565717,100.0
2017,RB,A,P0,h_adot,-0.43941376226470963,100.0
2017,RB,A,P0,h_ypr,0.21818848873040697,100.0
2017,RB,A,P0,h_catch_rate,0.23724952208387282,100.0
2017,RB,A,P0,h_racr_w,-0.09843642153216782,100.0
2017,RB,A,P0,oldenv_tm_pass_att_pg,0.023535963112002865,100.0
2017,RB,A,P0,oldenv_tm_tgt_pg,0.09231494016134241,100.0
2017,RB,A,P0,oldenv_tm_ay_pg,-0.03512445091143231,100.0
2017,RB,A,P0,oldenv_tm_car_pg,-0.011392573840159079,100.0
2017,RB,A,P0,oldenv_tm_plays_pg,0.016393997989237668,100.0
2017,RB,A,P0,oldenv_tm_pass_rate,-0.03762821226317737,100.0
2017,RB,A,P0,oldenv_tm_td_pg,0.24415087409844144,100.0
2017,RB,A,P0,oldenv_tm_pass_yds_pg,0.13863490475564402,100.0
2017,RB,A,P0,expr,-0.3461031075692126,100.0
2017,RB,A,P0,log_draft_pick,-0.6153417108899932,100.0
2017,RB,A,P0,age_s0,-0.40435037755790926,100.0
2017,RB,A,P0,age_s1,-0.15601298651506315,100.0
2017,RB,A,P0,age_s2,-0.0859499311427928,100.0
2017,RB,A,P0,age_s3,0.003552801273040194,100.0
2017,RB,A,P1,h_targets_pg,-0.3053644032499344,31.622776601683793
2017,RB,A,P1,h_carries_pg,0.3306165807247078,31.622776601683793
2017,RB,A,P1,h_touches_pg,0.19928878569485017,31.622776601683793
2017,RB,A,P1,h_air_yards_pg,-0.06105217143771622,31.622776601683793
2017,RB,A,P1,h_target_share_full,0.1783312876800262,31.622776601683793
2017,RB,A,P1,h_air_yards_share_full,0.7113104726452513,31.622776601683793
2017,RB,A,P1,h_carry_share_full,-0.12947158129260086,31.622776601683793
2017,RB,A,P1,h_wopr_full,0.26537905608191714,31.622776601683793
2017,RB,A,P1,h_u_rec,0.08350596197461571,31.622776601683793
2017,RB,A,P1,h_u_rush,-0.08540462498830996,31.622776601683793
2017,RB,A,P1,h_u_tot,-0.04963805988091844,31.622776601683793
2017,RB,A,P1,G_last,0.28509036557957,31.622776601683793
2017,RB,A,P1,G_wtd,-0.17733318376261453,31.622776601683793
2017,RB,A,P1,avail_wtd,-0.12628017437169553,31.622776601683793
2017,RB,A,P1,h_adot,-0.5955441916696541,31.622776601683793
2017,RB,A,P1,h_ypr,0.06468010009721928,31.622776601683793
2017,RB,A,P1,h_catch_rate,0.2943689742365007,31.622776601683793
2017,RB,A,P1,h_racr_w,-0.07255147242095927,31.622776601683793
2017,RB,A,P1,oldenv_tm_pass_att_pg,0.023782803436112915,31.622776601683793
2017,RB,A,P1,oldenv_tm_tgt_pg,0.23836650277906404,31.622776601683793
2017,RB,A,P1,oldenv_tm_ay_pg,0.08401033323424675,31.622776601683793
2017,RB,A,P1,oldenv_tm_car_pg,-0.05090133198928961,31.622776601683793
2017,RB,A,P1,oldenv_tm_plays_pg,-0.02052316949622989,31.622776601683793
2017,RB,A,P1,oldenv_tm_pass_rate,-0.13964886125176698,31.622776601683793
2017,RB,A,P1,oldenv_tm_td_pg,0.04996924826352056,31.622776601683793
