year,name,gsis_id,adp,adp_rank,rookie_season,exp,games,ppg,tier,in_fit,m_ols,m_iso,resid_iso,resid_ols,m_hat,tau2,sig2,mu_hat,n_eff,share,th_inc,th_lam50,th_lam25,th_lam00
2017,Davante Adams,00-0031381,44.9,21,2014,3,14,15.892857142857142,vet,True,13.666260377116236,13.68010859492245,2.2127485479346927,2.226596765740906,13.858363891020208,11.263559536617558,43.459600014646625,12.152472527472526,2.3333333333333335,1.0,13.215507217736606,13.215507217736606,13.215507217736606,13.215507217736606
2017,Tyreek Hill,00-0033040,45.5,22,2016,1,15,16.346666666666668,soph,True,13.636362601149422,13.68010859492245,2.666558071744218,2.7103040655172457,13.858363891020208,8.922108455701462,40.05902290190149,14.142857142857142,1.0,0.9285714285714286,13.91018547164628,13.908661914682561,13.907892629322294,13.907118273403386
2017,Golden Tate,00-0027891,47.8,23,2010,7,16,14.03125,vet,True,13.525295899264728,13.68010859492245,0.3511414050775503,0.5059541007352717,13.858363891020208,11.263559536617558,43.459600014646625,14.020535714285716,2.3333333333333335,0.9821428571428571,13.919477535788294,13.919136358621286,13.918964904704449,13.91879286999032
2017,Larry Fitzgerald,00-0022921,48.4,24,2004,13,16,16.34,vet,True,13.497200740159524,13.68010859492245,2.65989140507755,2.8427992598404757,13.858363891020208,11.263559536617558,43.459600014646625,15.260969387755102,2.3333333333333335,0.8909090909090909,14.386928794288789,14.368585683792785,14.359122347632475,14.349456151204013
2017,DeVante Parker,00-0031547,51.9,25,2015,2,12,10.7,vet,True,13.339949829879188,13.11668762609939,-2.416687626099389,-2.6399498298791855,13.773788192971592,11.263559536617558,43.459600014646625,11.247936507936508,1.8,0.8378378378378378,12.970290221189792,13.015890492540683,13.03960824480735,13.063971014947347
2017,Stefon Diggs,00-0031588,54.8,26,2015,2,14,14.157142857142857,vet,True,13.21749096306705,12.691904761904762,1.465238095238094,0.9396518940758068,12.824974788836828,11.263559536617558,43.459600014646625,13.741025641025642,1.8,0.6153846153846154,13.116379468748775,13.075676788550744,13.053269281386722,13.02929990118104
2017,Jamison Crowder,00-0031941,61.2,28,2015,2,14,11.857142857142858,vet,True,12.968712422007478,12.496525615649944,-0.6393827585070877,-1.1115695648646202,12.824974788836828,11.263559536617558,43.459600014646625,11.809722222222222,1.8,0.9772727272727273,12.502013079345254,12.504524709168418,12.505787370640578,12.507054629726122
2017,Jarvis Landry,00-0031382,64.0,29,2014,3,16,16.25,vet,True,12.867955287106252,12.496525615649944,3.753474384350054,3.382044712893748,12.824974788836828,11.263559536617558,43.459600014646625,15.053095238095239,2.3333333333333335,0.8918918918918919,13.66463089490128,13.635759769502393,13.62086922622305,13.60566248046737
2017,Brandon Marshall,00-0024334,65.2,30,2006,11,5,6.68,vet,True,12.826116324554492,12.496525615649944,-5.816525615649946,-6.146116324554493,12.824974788836828,11.263559536617558,43.459600014646625,13.96051282051282,2.3333333333333335,0.0,13.252896646599273,13.088610648821358,12.974104284711153,12.824974788836828
2018,Antonio Brown,00-0027793,4.7,1,2010,8,15,21.58,vet,True,18.74934396221704,18.700576563958915,2.8794234360410833,2.8306560377829584,19.003593109120278,11.199135763233183,43.25989353664156,22.156146825396824,2.6470588235294117,0.9454545454545454,20.285496452840356,20.264518790213238,20.2538525298218,20.24306530034714
2018,DeAndre Hopkins,00-0030564,8.8,2,2013,5,16,20.84375,vet,True,17.33674699157141,18.00710576923077,2.836644230769231,3.5070030084285904,17.493409279652294,11.199135763233183,43.25989353664156,18.026777777777777,2.6470588235294117,0.22844827586206898,17.710289600406846,17.651406788625494,17.6129062697232,17.56560539527389
2018,Odell Beckham Jr.,00-0031235,11.2,3,2014,4,12,19.361666666666668,vet,True,16.793585878530813,18.00710576923077,1.3545608974358991,2.5680807881358554,16.47708888414118,11.199135763233183,43.25989353664156,19.298222222222225,2.6470588235294117,1.0,17.62422881723567,17.62422881723567,17.62422881723567,17.62422881723567
2018,Julio Jones,00-0027944,14.2,4,2011,7,16,20.36875,vet,True,16.259059661880393,16.281429738562093,4.087320261437906,4.109690338119606,15.478757407905862,11.199135763233183,43.25989353664156,17.744753968253967,2.6470588235294117,1.0,16.40016551986636,16.40016551986636,16.40016551986636,16.40016551986636
