position,best_now_player,marg_now,E_marg_next,se,sd,lineup_vona
QB,Dak Prescott,1.2498750935334257,0.7094465308908645,0.00768871676767603,0.48627714539567884,0.5404285626425612
WR,Wan'Dale Robinson,0.3605345897974601,0.048774294600005846,0.0018375711280567313,0.11621820254448419,0.3117602951974543
TE,Travis Kelce,2.3721746627675344,2.1232248180607103,0.004406107290131776,0.27866669303777497,0.24894984470682413
RB,Rico Dowdle,0.0,0.0,0.0,0.0,0.0
