tier,n,tau2_iso,tau2_ols,mean_resid_iso
rookie,4,24.544140826118284,28.085953234397476,-2.3594893845579015
soph,36,7.852390682341091,8.227643288945126,0.7007889418673198
vet,251,11.253901674718662,11.808282978721241,-0.06291013692825556
