opp,year,slot,sim,strat,pts14,pts17,nQB,nRB,nWR,nTE,pts_all
logit,2019,9,0,SC,2000.3,369.58,1,7,4,2,2369.88
logit,2019,9,0,SD,1778.3,359.98,1,2,10,1,2138.2799999999997
logit,2019,9,0,SE,2258.66,491.78000000000003,2,4,7,1,2750.44
logit,2019,9,0,SF,1808.3400000000001,360.78,1,4,7,2,2169.12
logit,2019,9,0,SG,2000.3,369.58,1,7,4,2,2369.88
logit,2019,9,1,SA,1832.68,381.94,2,5,5,2,2214.62
logit,2019,9,1,SB,1808.9,325.28,1,2,10,1,2134.1800000000003
logit,2019,9,1,SC,1797.8200000000002,230.0,2,5,5,2,2027.8200000000002
logit,2019,9,1,SD,1577.1999999999998,298.78,1,2,10,1,1875.9799999999998
logit,2019,9,1,SE,1903.4199999999998,258.1,2,3,7,2,2161.52
logit,2019,9,1,SF,1993.96,371.52,2,4,6,2,2365.48
logit,2019,9,1,SG,1692.2399999999998,265.3,2,5,5,2,1957.5399999999997
logit,2019,9,2,SA,1845.94,480.0,2,6,4,2,2325.94
logit,2019,9,2,SB,1952.6600000000003,439.32,1,2,10,1,2391.9800000000005
logit,2019,9,2,SC,1991.4599999999998,472.76,2,4,6,2,2464.22
logit,2019,9,2,SD,2029.4,327.18,1,2,10,1,2356.58
logit,2019,9,2,SE,1852.6799999999998,421.24,2,2,9,1,2273.92
logit,2019,9,2,SF,1904.9,435.86,1,4,7,2,2340.76
logit,2019,9,2,SG,1858.6999999999998,429.46,1,6,6,1,2288.16
logit,2019,9,3,SA,1790.5000000000002,473.64,2,8,3,1,2264.1400000000003
logit,2019,9,3,SB,1798.94,271.38,1,2,10,1,2070.32
logit,2019,9,3,SC,1539.8200000000002,325.58,1,7,4,2,1865.4
logit,2019,9,3,SD,1884.2400000000002,273.08,1,2,10,1,2157.32
logit,2019,9,3,SE,1703.3,373.08,1,7,5,1,2076.38
logit,2019,9,3,SF,2006.04,340.48,1,4,7,2,2346.52
logit,2019,9,3,SG,1539.8200000000002,325.58,1,7,4,2,1865.4
logit,2019,9,4,SA,2150.8999999999996,487.78,1,9,3,1,2638.6799999999994
logit,2019,9,4,SB,1862.08,379.48,1,2,10,1,2241.56
logit,2019,9,4,SC,1977.0000000000002,443.78,1,7,4,2,2420.78
logit,2019,9,4,SD,1765.7800000000002,329.78,1,2,10,1,2095.5600000000004
logit,2019,9,4,SE,2117.6000000000004,485.46000000000004,1,6,6,1,2603.0600000000004
logit,2019,9,4,SF,1659.0,458.06,1,4,8,1,2117.06
logit,2019,9,4,SG,1977.0000000000002,443.78,1,7,4,2,2420.78
logit,2019,9,5,SA,2079.12,532.54,2,7,3,2,2611.66
logit,2019,9,5,SB,1809.5,387.88,1,2,10,1,2197.38
logit,2019,9,5,SC,1825.86,434.52,2,6,4,2,2260.38
logit,2019,9,5,SD,1706.0,371.38,1,2,10,1,2077.38
logit,2019,9,5,SE,1859.52,402.48,2,7,3,2,2262.0
logit,2019,9,5,SF,1734.6799999999998,412.16,2,4,6,2,2146.8399999999997
logit,2019,9,5,SG,1825.86,434.52,2,6,4,2,2260.38
logit,2019,9,6,SA,2012.74,461.05999999999995,2,6,5,1,2473.8
logit,2019,9,6,SB,1645.04,359.8,1,2,10,1,2004.84
logit,2019,9,6,SC,2162.34,483.1,2,5,5,2,2645.44
logit,2019,9,6,SD,1718.7399999999998,327.5,1,2,10,1,2046.2399999999998
logit,2019,9,6,SE,2089.66,448.09999999999997,1,5,7,1,2537.7599999999998
logit,2019,9,6,SF,1860.4,416.18,1,4,7,2,2276.58
logit,2019,9,6,SG,1869.8400000000001,463.4,1,8,3,2,2333.2400000000002
logit,2019,9,7,SA,1501.32,451.96000000000004,2,9,2,1,1953.28
logit,2019,9,7,SB,2021.4799999999998,441.7,2,2,8,2,2463.18
logit,2019,9,7,SC,1784.3000000000002,504.12,2,7,3,2,2288.42
logit,2019,9,7,SD,1873.58,377.6,2,3,8,1,2251.18
logit,2019,9,7,SE,1763.6,433.08000000000004,2,6,4,2,2196.68
logit,2019,9,7,SF,2013.1,431.41999999999996,2,4,6,2,2444.52
logit,2019,9,7,SG,1784.3000000000002,504.12,2,7,3,2,2288.42
logit,2019,9,8,SA,1829.3200000000002,409.86,2,7,4,1,2239.1800000000003
logit,2019,9,8,SB,1713.9,354.47999999999996,1,2,10,1,2068.38
logit,2019,9,8,SC,1827.2,462.9599999999999,1,8,3,2,2290.16
logit,2019,9,8,SD,1789.0,381.38,1,2,10,1,2170.38
logit,2019,9,8,SE,1822.5199999999998,424.68,1,7,5,1,2247.2
logit,2019,9,8,SF,1831.8200000000002,470.96000000000004,2,4,6,2,2302.78
logit,2019,9,8,SG,1827.2,462.9599999999999,1,8,3,2,2290.16
logit,2019,9,9,SA,1925.2,461.78,1,10,2,1,2386.98
logit,2019,9,9,SB,1818.5,395.68,1,2,10,1,2214.18
logit,2019,9,9,SC,2081.32,415.56,2,7,3,2,2496.88
logit,2019,9,9,SD,1929.1,313.38,1,2,10,1,2242.48
logit,2019,9,9,SE,1997.4199999999998,436.82000000000005,2,4,7,1,2434.24
logit,2019,9,9,SF,1980.06,412.41999999999996,1,4,7,2,2392.48
logit,2019,9,9,SG,2081.32,415.56,2,7,3,2,2496.88
logit,2019,9,10,SA,1903.1000000000001,399.24,2,9,2,1,2302.34
logit,2019,9,10,SB,1693.2000000000003,335.48,1,2,10,1,2028.6800000000003
logit,2019,9,10,SC,2064.3799999999997,402.56,2,6,4,2,2466.9399999999996
logit,2019,9,10,SD,1808.7400000000002,250.18,1,2,10,1,2058.92
logit,2019,9,10,SE,2025.38,393.9,1,5,7,1,2419.28
logit,2019,9,10,SF,1921.8999999999999,396.86,1,4,8,1,2318.7599999999998
logit,2019,9,10,SG,2064.3799999999997,402.56,2,6,4,2,2466.9399999999996
logit,2019,9,11,SA,2081.32,530.8,2,8,3,1,2612.12
logit,2019,9,11,SB,1873.3000000000002,394.48,1,2,9,2,2267.78
logit,2019,9,11,SC,1825.1000000000001,417.18,1,6,5,2,2242.28
logit,2019,9,11,SD,1861.98,398.26,2,2,9,1,2260.24
logit,2019,9,11,SE,1843.9,468.78,1,7,5,1,2312.6800000000003
logit,2019,9,11,SF,1910.76,402.22,2,4,6,2,2312.98
logit,2019,9,11,SG,1825.1000000000001,417.18,1,6,5,2,2242.28
logit,2019,9,12,SA,1852.42,533.46,2,7,4,1,2385.88
logit,2019,9,12,SB,1775.6399999999999,387.6,1,2,10,1,2163.24
logit,2019,9,12,SC,1840.8400000000001,375.0,1,7,4,2,2215.84
logit,2019,9,12,SD,1696.1399999999999,346.5,1,2,10,1,2042.6399999999999
logit,2019,9,12,SE,1935.02,416.1,2,7,4,1,2351.12
logit,2019,9,12,SF,1882.08,418.76,2,4,6,2,2300.84
logit,2019,9,12,SG,1826.8,389.32,2,6,4,2,2216.12
logit,2019,9,13,SA,1663.8,523.24,2,9,2,1,2187.04
logit,2019,9,13,SB,1666.6000000000001,192.57999999999998,1,2,10,1,1859.18
logit,2019,9,13,SC,1681.62,390.98,1,6,5,2,2072.6
logit,2019,9,13,SD,1770.98,289.0,1,2,10,1,2059.98
logit,2019,9,13,SE,1607.48,414.98,1,5,7,1,2022.46
logit,2019,9,13,SF,1772.6000000000001,399.78,2,4,6,2,2172.38
logit,2019,9,13,SG,1681.62,390.98,1,6,5,2,2072.6
logit,2019,9,14,SA,1689.26,451.36,2,6,5,1,2140.62
logit,2019,9,14,SB,1636.8400000000001,323.52,1,2,10,1,1960.3600000000001
logit,2019,9,14,SC,1650.06,438.46,2,6,4,2,2088.52
logit,2019,9,14,SD,1804.0,340.28,1,2,10,1,2144.2799999999997
logit,2019,9,14,SE,1696.86,467.36000000000007,2,6,5,1,2164.22
logit,2019,9,14,SF,1912.54,365.36,2,4,6,2,2277.9
logit,2019,9,14,SG,1650.06,438.46,2,6,4,2,2088.52
logit,2019,9,15,SA,1706.98,343.48,2,8,2,2,2050.46
logit,2019,9,15,SB,1744.3400000000001,298.38,1,2,10,1,2042.7200000000003
logit,2019,9,15,SC,1879.84,396.18,2,5,5,2,2276.02
logit,2019,9,15,SD,1445.8999999999999,246.48,1,2,10,1,1692.3799999999999
logit,2019,9,15,SE,1890.36,354.76,2,6,5,1,2245.12
logit,2019,9,15,SF,1854.4,351.18,2,4,6,2,2205.58
logit,2019,9,15,SG,1879.84,396.18,2,5,5,2,2276.02
logit,2019,9,16,SA,1968.6,493.24,2,8,3,1,2461.84
logit,2019,9,16,SB,1574.8999999999999,374.68,1,2,10,1,1949.58
logit,2019,9,16,SC,1786.92,465.58000000000004,1,5,6,2,2252.5
logit,2019,9,16,SD,1704.0,360.58,1,2,10,1,2064.58
logit,2019,9,16,SE,1866.22,448.78,1,6,6,1,2315.0
logit,2019,9,16,SF,1677.66,461.22,2,4,6,2,2138.88
logit,2019,9,16,SG,1786.92,465.58000000000004,1,5,6,2,2252.5
logit,2019,9,17,SA,1702.9,459.03999999999996,2,9,2,1,2161.94
logit,2019,9,17,SB,1802.74,267.7,1,2,10,1,2070.44
logit,2019,9,17,SC,1612.98,389.36,2,7,3,2,2002.3400000000001
logit,2019,9,17,SD,1593.44,305.7,1,2,10,1,1899.14
logit,2019,9,17,SE,1644.7400000000002,372.09999999999997,2,6,5,1,2016.8400000000001
logit,2019,9,17,SF,1702.7799999999997,357.46000000000004,2,4,6,2,2060.24
logit,2019,9,17,SG,1598.82,341.38,1,7,4,2,1940.1999999999998
logit,2019,9,18,SA,1689.84,478.46000000000004,2,8,3,1,2168.3
logit,2019,9,18,SB,1805.2,401.98,1,2,10,1,2207.1800000000003
logit,2019,9,18,SC,1661.58,424.12,2,7,3,2,2085.7
logit,2019,9,18,SD,1957.02,394.38,1,2,10,1,2351.4
logit,2019,9,18,SE,1718.08,396.76,2,7,4,1,2114.84
logit,2019,9,18,SF,1840.8600000000001,440.56,2,4,6,2,2281.42
logit,2019,9,18,SG,1661.58,424.12,2,7,3,2,2085.7
logit,2019,9,19,SA,1723.2800000000002,430.18,1,10,2,1,2153.46
logit,2019,9,19,SB,1668.1800000000003,335.68,1,2,10,1,2003.8600000000004
logit,2019,9,19,SC,1678.46,386.02,1,5,6,2,2064.48
logit,2019,9,19,SD,1633.6999999999998,312.38,1,2,10,1,1946.08
logit,2019,9,19,SE,1880.1,467.78000000000003,1,7,5,1,2347.88
logit,2019,9,19,SF,1706.16,446.71999999999997,1,4,8,1,2152.88
logit,2019,9,19,SG,1678.46,386.02,1,5,6,2,2064.48
logit,2019,10,0,SA,1859.42,451.36,1,8,4,1,2310.78
logit,2019,10,0,SB,1571.24,280.40000000000003,1,2,10,1,1851.64
logit,2019,10,0,SC,1926.62,441.08000000000004,1,7,4,2,2367.7
logit,2019,10,0,SD,1461.8400000000001,280.7,1,2,10,1,1742.5400000000002
logit,2019,10,0,SE,1856.52,439.18,1,6,6,1,2295.7
logit,2019,10,0,SF,1766.86,395.08,1,4,7,2,2161.94
logit,2019,10,0,SG,1926.62,441.08000000000004,1,7,4,2,2367.7
logit,2019,10,1,SA,1840.46,396.3,1,7,5,1,2236.76
logit,2019,10,1,SB,1615.6,285.38,1,2,10,1,1900.98
logit,2019,10,1,SC,1977.66,494.48,1,6,5,2,2472.1400000000003
logit,2019,10,1,SD,1350.1,272.48,1,2,10,1,1622.58
logit,2019,10,1,SE,1931.0,401.92,2,5,6,1,2332.92
logit,2019,10,1,SF,1653.94,399.46000000000004,2,4,6,2,2053.4
logit,2019,10,1,SG,1831.12,426.36,1,6,6,1,2257.48
logit,2019,10,2,SA,1859.56,396.6,1,8,4,1,2256.16
logit,2019,10,2,SB,1764.8,348.58000000000004,1,2,10,1,2113.38
logit,2019,10,2,SC,1812.3400000000001,400.36,2,5,5,2,2212.7000000000003
logit,2019,10,2,SD,1807.5,334.18,1,2,10,1,2141.68
logit,2019,10,2,SE,1724.5800000000004,405.61999999999995,1,9,3,1,2130.2000000000003
logit,2019,10,2,SF,1819.2,410.86,2,4,6,2,2230.06
logit,2019,10,2,SG,1812.3400000000001,400.36,2,5,5,2,2212.7000000000003
logit,2019,10,3,SA,1724.96,473.70000000000005,1,10,2,1,2198.66
logit,2019,10,3,SB,1647.88,345.08,1,2,10,1,1992.96
logit,2019,10,3,SC,1807.88,429.22,1,6,5,2,2237.1000000000004
logit,2019,10,3,SD,1674.66,356.78000000000003,1,2,10,1,2031.44
logit,2019,10,3,SE,1807.7800000000002,399.91999999999996,1,8,4,1,2207.7000000000003
logit,2019,10,3,SF,1766.46,435.82,1,4,7,2,2202.28
logit,2019,10,3,SG,1807.88,429.22,1,6,5,2,2237.1000000000004
logit,2019,10,4,SA,1962.1,520.36,1,9,3,1,2482.46
logit,2019,10,4,SB,1565.8,289.68,1,2,10,1,1855.48
logit,2019,10,4,SC,1905.5,496.56,1,5,7,1,2402.06
logit,2019,10,4,SD,1747.8000000000002,340.97999999999996,1,2,10,1,2088.78
logit,2019,10,4,SE,1861.9,392.18,1,6,6,1,2254.08
logit,2019,10,4,SF,1870.5,329.67999999999995,1,4,7,2,2200.18
logit,2019,10,4,SG,1905.5,496.56,1,5,7,1,2402.06
logit,2019,10,5,SA,1928.7600000000002,418.56,2,7,3,2,2347.32
logit,2019,10,5,SB,1707.8000000000002,317.88,1,2,10,1,2025.6800000000003
logit,2019,10,5,SC,1864.3799999999999,416.14,1,4,7,2,2280.52
logit,2019,10,5,SD,1803.3,364.08000000000004,1,2,10,1,2167.38
logit,2019,10,5,SE,1776.8000000000002,450.66,2,6,5,1,2227.46
logit,2019,10,5,SF,1928.3999999999996,398.64,2,4,6,2,2327.0399999999995
logit,2019,10,5,SG,1615.0,339.48,1,5,6,2,1954.48
logit,2019,10,6,SA,1954.2,480.14,2,8,3,1,2434.34
logit,2019,10,6,SB,1758.7399999999998,396.79999999999995,1,2,10,1,2155.54
logit,2019,10,6,SC,1840.0600000000002,438.5,1,7,5,1,2278.5600000000004
logit,2019,10,6,SD,1646.6399999999999,355.8,1,2,10,1,2002.4399999999998
logit,2019,10,6,SE,1891.1,498.24,2,5,6,1,2389.34
logit,2019,10,6,SF,1837.5,414.46000000000004,1,4,8,1,2251.96
logit,2019,10,6,SG,1762.2200000000003,469.56,1,7,5,1,2231.78
logit,2019,10,7,SA,1920.94,439.7,1,10,2,1,2360.64
logit,2019,10,7,SB,1444.24,373.40000000000003,1,2,10,1,1817.64
logit,2019,10,7,SC,1816.8799999999999,475.84000000000003,2,5,5,2,2292.72
logit,2019,10,7,SD,1582.24,369.9,1,2,10,1,1952.1399999999999
logit,2019,10,7,SE,1899.7600000000002,483.2,1,6,6,1,2382.96
logit,2019,10,7,SF,1826.62,448.06,2,4,6,2,2274.68
logit,2019,10,7,SG,1813.8799999999999,471.74,2,6,4,2,2285.62
logit,2019,10,8,SA,1812.84,473.96,2,6,4,2,2286.7999999999997
logit,2019,10,8,SB,1757.2,278.02,1,2,10,1,2035.22
logit,2019,10,8,SC,1808.56,384.21999999999997,2,6,4,2,2192.7799999999997
logit,2019,10,8,SD,1826.6399999999999,283.98,1,2,10,1,2110.62
logit,2019,10,8,SE,1779.6799999999998,410.38,1,8,4,1,2190.06
logit,2019,10,8,SF,1995.9,455.28,1,4,7,2,2451.1800000000003
logit,2019,10,8,SG,1808.56,384.21999999999997,2,6,4,2,2192.7799999999997
logit,2019,10,9,SA,1711.56,375.5,1,6,6,1,2087.06
logit,2019,10,9,SB,1568.54,399.20000000000005,1,2,10,1,1967.74
logit,2019,10,9,SC,1589.16,390.2,1,8,3,2,1979.3600000000001
logit,2019,10,9,SD,1650.7399999999998,392.4,1,2,10,1,2043.1399999999999
logit,2019,10,9,SE,1657.3600000000001,401.4,1,7,5,1,2058.76
logit,2019,10,9,SF,1725.8200000000002,397.96000000000004,2,4,6,2,2123.78
logit,2019,10,9,SG,1589.16,390.2,1,8,3,2,1979.3600000000001
logit,2019,10,10,SA,1980.9199999999998,435.48,1,8,4,1,2416.3999999999996
logit,2019,10,10,SB,1903.3,339.06,1,2,10,1,2242.36
logit,2019,10,10,SC,1936.4200000000003,415.46000000000004,2,6,4,2,2351.88
logit,2019,10,10,SD,1918.64,268.78,1,2,10,1,2187.42
logit,2019,10,10,SE,1913.96,431.86,2,7,4,1,2345.82
logit,2019,10,10,SF,1912.9,395.26,1,4,7,2,2308.16
logit,2019,10,10,SG,1936.4200000000003,415.46000000000004,2,6,4,2,2351.88
logit,2019,10,11,SA,1779.76,410.6,2,9,2,1,2190.36
logit,2019,10,11,SB,1835.58,360.46000000000004,1,2,10,1,2196.04
logit,2019,10,11,SC,2012.3,462.76,1,6,6,1,2475.06
logit,2019,10,11,SD,1851.04,300.78000000000003,1,2,10,1,2151.82
logit,2019,10,11,SE,1882.94,389.18,1,6,6,1,2272.12
logit,2019,10,11,SF,1881.16,451.46000000000004,2,4,6,2,2332.62
logit,2019,10,11,SG,1750.8600000000001,434.81999999999994,1,6,5,2,2185.6800000000003
logit,2019,10,12,SA,2035.46,475.36,2,6,4,2,2510.82
logit,2019,10,12,SB,1506.0,371.65999999999997,1,2,10,1,1877.6599999999999
logit,2019,10,12,SC,2065.5,391.78,1,5,6,2,2457.2799999999997
logit,2019,10,12,SD,1592.3,256.88,1,2,10,1,1849.1799999999998
logit,2019,10,12,SE,1933.98,380.52000000000004,2,4,7,1,2314.5
logit,2019,10,12,SF,1686.0,393.36,1,4,8,1,2079.36
logit,2019,10,12,SG,1912.16,464.18,1,7,4,2,2376.34
logit,2019,10,13,SA,1838.32,457.56,2,6,4,2,2295.88
logit,2019,10,13,SB,1798.3,342.38,1,2,10,1,2140.68
logit,2019,10,13,SC,1708.5,363.58,1,5,6,2,2072.08
logit,2019,10,13,SD,1787.0,260.48,1,2,10,1,2047.48
logit,2019,10,13,SE,1763.9,405.88,1,5,7,1,2169.78
logit,2019,10,13,SF,1889.6999999999998,469.05999999999995,1,4,8,1,2358.7599999999998
logit,2019,10,13,SG,1682.92,372.58000000000004,1,7,4,2,2055.5
logit,2019,10,14,SA,2017.82,476.56000000000006,1,9,3,1,2494.38
logit,2019,10,14,SB,1669.06,399.02,1,2,10,1,2068.08
logit,2019,10,14,SC,2248.38,443.86,2,7,3,2,2692.2400000000002
logit,2019,10,14,SD,1615.7999999999997,345.58000000000004,1,2,10,1,1961.3799999999997
logit,2019,10,14,SE,2061.5800000000004,425.26,2,6,5,1,2486.84
logit,2019,10,14,SF,1649.58,385.86,2,4,6,2,2035.44
logit,2019,10,14,SG,2248.38,443.86,2,7,3,2,2692.2400000000002
logit,2019,10,15,SA,1991.1999999999998,427.88,1,8,4,1,2419.08
logit,2019,10,15,SB,1699.5,282.18,1,2,10,1,1981.68
logit,2019,10,15,SC,1807.0800000000002,455.67999999999995,1,6,6,1,2262.76
logit,2019,10,15,SD,1704.1000000000001,388.02,1,2,10,1,2092.12
logit,2019,10,15,SE,1729.2800000000002,446.02,1,6,6,1,2175.3
logit,2019,10,15,SF,1892.04,384.96000000000004,2,4,6,2,2277.0
logit,2019,10,15,SG,1609.9,367.88,1,8,4,1,1977.7800000000002
logit,2019,10,16,SA,1931.02,483.53999999999996,2,7,4,1,2414.56
logit,2019,10,16,SB,1650.46,275.92,1,2,10,1,1926.38
logit,2019,10,16,SC,1680.12,371.38,1,5,7,1,2051.5
logit,2019,10,16,SD,1652.3,247.58,1,2,10,1,1899.8799999999999
logit,2019,10,16,SE,1674.2799999999997,382.52,1,7,5,1,2056.7999999999997
logit,2019,10,16,SF,1763.4,271.78,1,4,7,2,2035.18
logit,2019,10,16,SG,1680.12,371.38,1,5,7,1,2051.5
logit,2019,10,17,SA,1911.3600000000001,401.46000000000004,2,5,6,1,2312.82
logit,2019,10,17,SB,1687.0,329.52,1,2,10,1,2016.52
logit,2019,10,17,SC,1746.7600000000002,320.32,1,4,7,2,2067.0800000000004
logit,2019,10,17,SD,1499.5,302.78,1,2,10,1,1802.28
logit,2019,10,17,SE,1790.36,402.98,1,5,7,1,2193.34
logit,2019,10,17,SF,1862.2399999999998,418.36,2,4,6,2,2280.6
logit,2019,10,17,SG,1729.46,299.32,1,6,6,1,2028.78
logit,2019,10,18,SA,2186.52,463.52,2,8,3,1,2650.04
logit,2019,10,18,SB,1534.96,343.21999999999997,1,2,10,1,1878.18
logit,2019,10,18,SC,2325.2000000000003,496.46000000000004,1,8,4,1,2821.6600000000003
logit,2019,10,18,SD,1248.96,327.22,1,2,10,1,1576.18
logit,2019,10,18,SE,2304.5,455.62,2,6,5,1,2760.12
logit,2019,10,18,SF,2002.9,369.18,1,4,7,2,2372.08
logit,2019,10,18,SG,2325.2000000000003,496.46000000000004,1,8,4,1,2821.6600000000003
logit,2019,10,19,SA,1843.6599999999999,391.85999999999996,2,8,2,2,2235.52
logit,2019,10,19,SB,1407.24,289.79999999999995,1,2,10,1,1697.04
logit,2019,10,19,SC,2134.8199999999997,394.2,2,5,5,2,2529.0199999999995
logit,2019,10,19,SD,1467.44,328.9,1,2,10,1,1796.3400000000001
logit,2019,10,19,SE,2245.38,402.64,2,5,6,1,2648.02
logit,2019,10,19,SF,1826.88,374.22,2,4,6,2,2201.1000000000004
logit,2019,10,19,SG,2134.8199999999997,394.2,2,5,5,2,2529.0199999999995
logit,2020,1,0,SA,1932.44,352.5,2,6,5,1,2284.94
logit,2020,1,0,SB,1867.56,259.88,1,2,10,1,2127.44
logit,2020,1,0,SC,1657.44,397.78,2,5,5,2,2055.2200000000003
logit,2020,1,0,SD,1847.86,251.18,1,2,10,1,2099.04
logit,2020,1,0,SE,1633.52,407.5,2,5,6,1,2041.02
logit,2020,1,0,SF,1733.24,337.08000000000004,2,4,7,1,2070.32
logit,2020,1,0,SG,1667.54,419.2,1,6,5,2,2086.74
logit,2020,1,1,SA,1814.12,339.28,1,10,2,1,2153.3999999999996
logit,2020,1,1,SB,1739.7799999999997,331.3,1,2,10,1,2071.08
logit,2020,1,1,SC,1667.6399999999999,327.4,1,5,6,2,1995.04
logit,2020,1,1,SD,1865.32,429.98,1,2,10,1,2295.3
logit,2020,1,1,SE,1760.14,313.4,1,5,7,1,2073.54
logit,2020,1,1,SF,1858.04,467.54,1,4,8,1,2325.58
logit,2020,1,1,SG,1787.2399999999998,429.34000000000003,1,7,5,1,2216.58
logit,2020,1,2,SA,1791.92,280.18,1,8,4,1,2072.1
logit,2020,1,2,SB,1940.86,367.48,2,2,8,2,2308.34
logit,2020,1,2,SC,1807.46,388.98,2,5,5,2,2196.44
logit,2020,1,2,SD,1786.6,370.48,1,2,10,1,2157.08
logit,2020,1,2,SE,1654.1399999999999,356.29999999999995,1,5,7,1,2010.4399999999998
logit,2020,1,2,SF,1695.72,417.20000000000005,2,4,6,2,2112.92
logit,2020,1,2,SG,1663.98,307.6,1,7,5,1,1971.58
logit,2020,1,3,SA,1911.04,413.84000000000003,2,6,4,2,2324.88
logit,2020,1,3,SB,1703.14,310.6,1,2,10,1,2013.7400000000002
logit,2020,1,3,SC,2005.12,465.0799999999999,2,4,6,2,2470.2
logit,2020,1,3,SD,1947.74,437.0,1,2,10,1,2384.74
logit,2020,1,3,SE,1759.34,379.70000000000005,1,5,7,1,2139.04
logit,2020,1,3,SF,2040.72,437.78000000000003,2,4,6,2,2478.5
logit,2020,1,3,SG,1862.4,440.98,1,7,4,2,2303.38
logit,2020,1,4,SA,1736.8199999999997,370.88,1,6,6,1,2107.7
logit,2020,1,4,SB,1700.8400000000001,364.74,1,2,10,1,2065.58
logit,2020,1,4,SC,1762.1799999999998,373.70000000000005,1,5,6,2,2135.88
logit,2020,1,4,SD,1686.6599999999999,254.88,1,2,10,1,1941.54
logit,2020,1,4,SE,1614.44,328.90000000000003,1,5,7,1,1943.3400000000001
logit,2020,1,4,SF,1921.2399999999998,436.5,1,4,7,2,2357.74
logit,2020,1,4,SG,1712.38,333.5,1,5,6,2,2045.88
logit,2020,1,5,SA,1944.24,446.72,2,7,4,1,2390.96
logit,2020,1,5,SB,1658.94,311.0,1,2,10,1,1969.94
logit,2020,1,5,SC,2001.34,409.18000000000006,2,3,7,2,2410.52
logit,2020,1,5,SD,1745.5199999999998,369.58000000000004,1,2,10,1,2115.1
logit,2020,1,5,SE,1913.44,408.48,1,3,9,1,2321.92
logit,2020,1,5,SF,1821.6599999999999,366.78,2,4,6,2,2188.4399999999996
logit,2020,1,5,SG,1821.6599999999999,366.78,2,4,6,2,2188.4399999999996
logit,2020,1,6,SA,2121.74,471.31999999999994,2,5,6,1,2593.0599999999995
logit,2020,1,6,SB,1960.96,384.20000000000005,1,2,10,1,2345.16
logit,2020,1,6,SC,1832.44,369.5,1,6,5,2,2201.94
logit,2020,1,6,SD,2019.46,472.5,1,2,10,1,2491.96
logit,2020,1,6,SE,1804.1399999999999,399.0,1,5,7,1,2203.14
logit,2020,1,6,SF,1956.32,420.09999999999997,2,4,6,2,2376.42
logit,2020,1,6,SG,1842.9199999999998,391.76,1,7,4,2,2234.68
logit,2020,1,7,SA,1668.9,385.16,2,6,5,1,2054.06
logit,2020,1,7,SB,1930.6,404.64,2,2,8,2,2335.24
logit,2020,1,7,SC,2021.94,443.78,2,5,5,2,2465.7200000000003
logit,2020,1,7,SD,1935.7800000000002,529.78,1,2,10,1,2465.5600000000004
logit,2020,1,7,SE,1858.04,483.48,1,8,4,1,2341.52
logit,2020,1,7,SF,1759.3400000000001,376.8,1,4,7,2,2136.1400000000003
logit,2020,1,7,SG,1716.0,411.14,2,6,4,2,2127.14
logit,2020,1,8,SA,1915.52,337.38,2,4,7,1,2252.9
logit,2020,1,8,SB,1602.2399999999998,315.0,1,2,10,1,1917.2399999999998
logit,2020,1,8,SC,1753.04,324.20000000000005,1,4,8,1,2077.24
logit,2020,1,8,SD,1577.44,423.8,1,2,10,1,2001.24
logit,2020,1,8,SE,1564.78,332.20000000000005,1,3,9,1,1896.98
logit,2020,1,8,SF,1752.6399999999999,393.64,1,4,8,1,2146.2799999999997
logit,2020,1,8,SG,1767.8400000000001,364.1,1,5,7,1,2131.94
logit,2020,1,9,SA,1923.02,460.1,2,7,3,2,2383.12
logit,2020,1,9,SB,1834.8400000000001,434.28000000000003,1,2,10,1,2269.1200000000003
logit,2020,1,9,SC,2005.56,483.92,2,4,6,2,2489.48
logit,2020,1,9,SD,1833.6399999999999,483.08,1,2,10,1,2316.72
logit,2020,1,9,SE,1848.3400000000001,533.48,1,3,9,1,2381.82
logit,2020,1,9,SF,2018.44,442.1,1,4,7,2,2460.54
logit,2020,1,9,SG,1679.74,408.38,1,8,4,1,2088.12
logit,2020,1,10,SA,1910.44,430.12,2,7,3,2,2340.56
logit,2020,1,10,SB,1612.84,223.9,1,2,10,1,1836.74
logit,2020,1,10,SC,1763.54,431.98,1,4,8,1,2195.52
logit,2020,1,10,SD,1908.76,323.0,1,2,10,1,2231.76
logit,2020,1,10,SE,1879.74,414.18,1,4,8,1,2293.92
logit,2020,1,10,SF,1747.44,321.02000000000004,1,4,7,2,2068.46
logit,2020,1,10,SG,1637.6399999999999,335.4,1,5,6,2,1973.04
logit,2020,1,11,SA,2079.4,403.65999999999997,2,5,5,2,2483.06
logit,2020,1,11,SB,2092.56,502.46,2,3,7,2,2595.02
logit,2020,1,11,SC,2060.84,436.29999999999995,1,5,6,2,2497.1400000000003
logit,2020,1,11,SD,1866.1799999999998,428.4,1,2,10,1,2294.58
logit,2020,1,11,SE,1841.2400000000002,451.58000000000004,1,6,6,1,2292.82
logit,2020,1,11,SF,1915.54,363.40000000000003,2,4,6,2,2278.94
logit,2020,1,11,SG,1605.24,356.5,1,7,5,1,1961.74
logit,2020,1,12,SA,1978.3200000000002,437.08,1,7,5,1,2415.4
logit,2020,1,12,SB,1719.52,452.76,1,2,10,1,2172.2799999999997
logit,2020,1,12,SC,1990.3,493.4,1,4,7,2,2483.7
