opp,year,slot,sim,strat,pts14,pts17,nQB,nRB,nWR,nTE,pts_all
logit,2015,1,0,SA,1886.14,350.18,2,6,5,1,2236.32
logit,2015,1,0,SB,1771.04,300.53999999999996,2,2,8,2,2071.58
logit,2015,1,0,SC,1826.26,396.68,2,2,9,1,2222.94
logit,2015,1,0,SD,1680.3400000000001,271.94,2,2,10,0,1952.2800000000002
logit,2015,1,0,SE,1896.5000000000002,449.2,2,4,8,0,2345.7000000000003
logit,2015,1,0,SF,1901.3600000000001,357.4,2,4,7,1,2258.76
logit,2015,1,0,SG,1838.76,391.28,2,6,6,0,2230.04
logit,2015,1,1,SA,1833.2,385.44,2,6,6,0,2218.64
logit,2015,1,1,SB,1936.94,406.09999999999997,1,2,10,1,2343.04
logit,2015,1,1,SC,1716.72,351.14,2,4,7,1,2067.86
logit,2015,1,1,SD,1968.94,385.0,1,2,10,1,2353.94
logit,2015,1,1,SE,1673.88,338.5,2,5,7,0,2012.38
logit,2015,1,1,SF,1864.08,403.14,2,4,6,2,2267.22
logit,2015,1,1,SG,1784.58,338.20000000000005,2,5,6,1,2122.7799999999997
logit,2015,1,2,SA,1921.3200000000002,383.96000000000004,2,7,4,1,2305.28
logit,2015,1,2,SB,1981.8000000000002,449.53999999999996,1,2,10,1,2431.34
logit,2015,1,2,SC,2000.4,472.08,2,4,7,1,2472.48
logit,2015,1,2,SD,1798.7199999999998,367.03999999999996,2,2,10,0,2165.7599999999998
logit,2015,1,2,SE,1787.86,432.03999999999996,1,7,5,1,2219.8999999999996
logit,2015,1,2,SF,1819.26,412.94,2,4,8,0,2232.2
logit,2015,1,2,SG,1814.6,384.74,2,6,5,1,2199.34
logit,2015,1,3,SA,1575.3600000000001,338.53999999999996,1,7,5,1,1913.9
logit,2015,1,3,SB,1482.44,290.1,1,2,10,1,1772.54
logit,2015,1,3,SC,1736.92,312.44000000000005,2,6,6,0,2049.36
logit,2015,1,3,SD,1747.08,398.24,2,2,10,0,2145.3199999999997
logit,2015,1,3,SE,1736.92,312.44000000000005,2,6,6,0,2049.36
logit,2015,1,3,SF,1712.0200000000002,358.94,2,4,7,1,2070.96
logit,2015,1,3,SG,1638.72,340.14,2,7,4,1,1978.8600000000001
logit,2015,1,4,SA,1886.3,302.76,1,5,7,1,2189.06
logit,2015,1,4,SB,1894.56,476.54,1,2,10,1,2371.1
logit,2015,1,4,SC,1984.98,460.43999999999994,2,3,8,1,2445.42
logit,2015,1,4,SD,1862.16,454.34000000000003,1,2,10,1,2316.5
logit,2015,1,4,SE,1762.88,407.84,2,3,9,0,2170.7200000000003
logit,2015,1,4,SF,2071.8199999999997,361.08000000000004,2,4,7,1,2432.8999999999996
logit,2015,1,4,SG,2028.1599999999999,414.74,1,5,7,1,2442.8999999999996
logit,2015,1,5,SA,1864.3400000000001,425.08,2,6,6,0,2289.42
logit,2015,1,5,SB,1804.5,376.86,1,2,10,1,2181.36
logit,2015,1,5,SC,2052.5,450.08000000000004,2,5,6,1,2502.58
logit,2015,1,5,SD,1800.76,357.7,2,2,10,0,2158.46
logit,2015,1,5,SE,1837.58,402.24,2,6,6,0,2239.8199999999997
logit,2015,1,5,SF,1835.92,388.09999999999997,2,4,6,2,2224.02
logit,2015,1,5,SG,1981.56,434.34000000000003,1,8,4,1,2415.9
logit,2015,1,6,SA,1829.42,420.04,2,5,6,1,2249.46
logit,2015,1,6,SB,1646.3400000000001,356.84000000000003,2,2,8,2,2003.1800000000003
logit,2015,1,6,SC,1858.8600000000001,476.43999999999994,1,7,5,1,2335.3
logit,2015,1,6,SD,1761.1999999999998,373.74,1,2,10,1,2134.9399999999996
logit,2015,1,6,SE,1780.1,413.36,1,5,7,1,2193.46
logit,2015,1,6,SF,1771.2199999999998,432.82,2,4,6,2,2204.04
logit,2015,1,6,SG,1858.8600000000001,476.43999999999994,1,7,5,1,2335.3
logit,2015,1,7,SA,1693.46,376.03999999999996,1,8,4,1,2069.5
logit,2015,1,7,SB,1925.5399999999997,495.7,1,2,10,1,2421.24
logit,2015,1,7,SC,1917.7,489.84000000000003,2,4,7,1,2407.54
logit,2015,1,7,SD,1925.5399999999997,495.7,1,2,10,1,2421.24
logit,2015,1,7,SE,1748.6399999999999,413.0,1,4,8,1,2161.64
logit,2015,1,7,SF,1665.92,375.64,2,4,6,2,2041.56
logit,2015,1,7,SG,1783.28,394.84000000000003,2,8,3,1,2178.12
logit,2015,1,8,SA,2135.4,404.58,2,7,4,1,2539.98
logit,2015,1,8,SB,1735.9599999999998,403.66,1,2,10,1,2139.62
logit,2015,1,8,SC,1883.14,405.58000000000004,2,3,7,2,2288.7200000000003
logit,2015,1,8,SD,1840.52,396.76,2,2,9,1,2237.2799999999997
logit,2015,1,8,SE,1937.82,439.1,2,3,8,1,2376.92
logit,2015,1,8,SF,2008.42,428.2,2,4,6,2,2436.62
logit,2015,1,8,SG,1755.92,392.26,2,5,6,1,2148.1800000000003
logit,2015,1,9,SA,1942.42,398.46000000000004,2,5,6,1,2340.88
logit,2015,1,9,SB,1566.7400000000002,307.6,1,2,10,1,1874.3400000000001
logit,2015,1,9,SC,1792.06,367.65999999999997,2,6,5,1,2159.72
logit,2015,1,9,SD,1566.7400000000002,307.6,1,2,10,1,1874.3400000000001
logit,2015,1,9,SE,1644.4399999999998,302.6,1,7,5,1,1947.04
logit,2015,1,9,SF,1901.1,391.64,2,4,8,0,2292.74
logit,2015,1,9,SG,1989.42,386.29999999999995,2,7,4,1,2375.7200000000003
logit,2015,1,10,SA,1484.96,323.96000000000004,2,8,4,0,1808.92
logit,2015,1,10,SB,1773.3,397.03999999999996,1,2,10,1,2170.34
logit,2015,1,10,SC,1639.46,363.65999999999997,2,5,7,0,2003.12
logit,2015,1,10,SD,1771.5,412.94,2,2,10,0,2184.44
logit,2015,1,10,SE,1586.6,399.84000000000003,2,4,8,0,1986.44
logit,2015,1,10,SF,1572.8600000000001,306.56,2,4,8,0,1879.42
logit,2015,1,10,SG,1471.46,321.56,2,6,6,0,1793.02
logit,2015,1,11,SA,1934.2000000000003,449.34000000000003,1,7,5,1,2383.5400000000004
logit,2015,1,11,SB,1769.6599999999999,405.84,1,2,10,1,2175.5
logit,2015,1,11,SC,2131.76,525.6400000000001,2,4,6,2,2657.4000000000005
logit,2015,1,11,SD,1819.96,369.53999999999996,1,2,10,1,2189.5
logit,2015,1,11,SE,1808.34,445.94,2,4,8,0,2254.2799999999997
logit,2015,1,11,SF,2091.92,449.3,2,4,7,1,2541.2200000000003
logit,2015,1,11,SG,1818.5,470.05999999999995,2,4,7,1,2288.56
logit,2015,1,12,SA,1656.5,317.38,2,6,6,0,1973.88
logit,2015,1,12,SB,1958.7,433.76,1,2,10,1,2392.46
logit,2015,1,12,SC,1851.46,410.8,2,5,7,0,2262.26
logit,2015,1,12,SD,1911.4199999999998,453.82,2,2,9,1,2365.24
logit,2015,1,12,SE,1964.44,441.78,2,5,7,0,2406.2200000000003
logit,2015,1,12,SF,1733.1000000000001,379.53999999999996,2,4,7,1,2112.6400000000003
logit,2015,1,12,SG,1703.2,340.84,2,7,4,1,2044.04
logit,2015,1,13,SA,1715.9,375.88,2,6,6,0,2091.78
logit,2015,1,13,SB,1696.6,401.46000000000004,1,2,10,1,2098.06
logit,2015,1,13,SC,1766.1399999999999,418.38,2,7,4,1,2184.52
logit,2015,1,13,SD,1595.6,294.76,1,2,10,1,1890.36
logit,2015,1,13,SE,1756.46,399.14,2,5,6,1,2155.6
logit,2015,1,13,SF,1888.0600000000002,438.34000000000003,2,4,7,1,2326.4
logit,2015,1,13,SG,1763.1399999999999,436.28,2,8,3,1,2199.42
logit,2015,1,14,SA,1470.8600000000001,315.86,2,8,3,1,1786.7200000000003
logit,2015,1,14,SB,1755.5,443.17999999999995,2,2,10,0,2198.68
logit,2015,1,14,SC,1722.8200000000002,441.56000000000006,2,3,7,2,2164.38
logit,2015,1,14,SD,1715.8600000000001,414.74,1,2,10,1,2130.6000000000004
logit,2015,1,14,SE,1802.8000000000002,388.68,2,4,8,0,2191.48
logit,2015,1,14,SF,1947.1200000000001,424.6,2,4,7,1,2371.7200000000003
logit,2015,1,14,SG,1751.04,392.06,2,6,4,2,2143.1
logit,2015,1,15,SA,1836.34,349.4,2,8,2,2,2185.74
logit,2015,1,15,SB,1745.6,351.74,1,2,10,1,2097.34
logit,2015,1,15,SC,1738.72,387.56,2,5,6,1,2126.28
logit,2015,1,15,SD,1841.78,403.03999999999996,2,2,9,1,2244.8199999999997
logit,2015,1,15,SE,1854.72,380.06,2,3,8,1,2234.78
logit,2015,1,15,SF,1888.44,361.88,2,4,7,1,2250.32
logit,2015,1,15,SG,1888.44,361.88,2,4,7,1,2250.32
logit,2015,1,16,SA,1599.1799999999998,292.24,2,7,5,0,1891.4199999999998
logit,2015,1,16,SB,1806.4399999999998,365.3,1,2,10,1,2171.74
logit,2015,1,16,SC,1836.6,325.96000000000004,2,4,6,2,2162.56
logit,2015,1,16,SD,1780.5,309.96000000000004,2,2,9,1,2090.46
logit,2015,1,16,SE,1764.2,290.66,2,4,7,1,2054.86
logit,2015,1,16,SF,1491.7,278.65999999999997,2,4,6,2,1770.3600000000001
logit,2015,1,16,SG,1669.6999999999998,262.86,2,6,5,1,1932.56
logit,2015,1,17,SA,1688.56,381.36,1,9,3,1,2069.92
logit,2015,1,17,SB,1684.6,358.66,1,2,10,1,2043.26
logit,2015,1,17,SC,1837.0,426.64,2,4,8,0,2263.64
logit,2015,1,17,SD,1969.06,478.70000000000005,1,2,10,1,2447.76
logit,2015,1,17,SE,1906.7599999999998,445.86,1,6,6,1,2352.62
logit,2015,1,17,SF,2080.0400000000004,461.1,2,4,7,1,2541.1400000000003
logit,2015,1,17,SG,1970.1599999999999,467.4,2,4,7,1,2437.56
logit,2015,1,18,SA,1889.92,367.74,2,5,6,1,2257.66
logit,2015,1,18,SB,1684.3600000000001,311.46,1,2,10,1,1995.8200000000002
logit,2015,1,18,SC,1584.7,366.84,2,5,7,0,1951.54
logit,2015,1,18,SD,1995.1,419.64,1,2,10,1,2414.74
logit,2015,1,18,SE,1609.28,378.34000000000003,2,5,7,0,1987.62
logit,2015,1,18,SF,1971.1200000000001,437.36,2,4,6,2,2408.48
logit,2015,1,18,SG,2152.06,510.1,2,5,5,2,2662.16
logit,2015,1,19,SA,1700.3400000000001,251.54,2,5,5,2,1951.88
logit,2015,1,19,SB,1918.7599999999998,362.53999999999996,1,2,10,1,2281.2999999999997
logit,2015,1,19,SC,1696.22,368.06,2,4,7,1,2064.28
logit,2015,1,19,SD,1782.3600000000001,317.44,1,2,10,1,2099.8
logit,2015,1,19,SE,1696.22,368.06,2,4,7,1,2064.28
logit,2015,1,19,SF,1842.24,457.38,2,4,6,2,2299.62
logit,2015,1,19,SG,1945.54,465.12,2,6,5,1,2410.66
logit,2015,2,0,SA,2037.04,441.22,2,5,7,0,2478.26
logit,2015,2,0,SB,1972.8999999999999,394.94000000000005,1,2,10,1,2367.84
logit,2015,2,0,SC,2061.82,370.94,2,6,4,2,2432.76
logit,2015,2,0,SD,2147.76,420.4,2,3,8,1,2568.1600000000003
logit,2015,2,0,SE,2066.52,384.14,2,4,7,1,2450.66
logit,2015,2,0,SF,2052.7799999999997,384.53999999999996,2,5,5,2,2437.3199999999997
logit,2015,2,0,SG,1933.08,418.43999999999994,2,7,3,2,2351.52
logit,2015,2,1,SA,1549.1400000000003,254.40000000000003,2,8,4,0,1803.5400000000004
logit,2015,2,1,SB,1564.94,353.3,1,2,10,1,1918.24
logit,2015,2,1,SC,1781.64,336.6,1,7,4,2,2118.2400000000002
logit,2015,2,1,SD,1577.24,379.70000000000005,1,2,10,1,1956.94
logit,2015,2,1,SE,1851.8400000000001,339.9,1,6,6,1,2191.7400000000002
logit,2015,2,1,SF,1755.02,309.2,2,4,6,2,2064.22
logit,2015,2,1,SG,1727.6,322.70000000000005,2,6,6,0,2050.3
logit,2015,2,2,SA,1773.8000000000002,299.74,1,7,5,1,2073.54
logit,2015,2,2,SB,1925.96,462.76,1,2,10,1,2388.7200000000003
logit,2015,2,2,SC,1943.06,403.9,2,4,6,2,2346.96
logit,2015,2,2,SD,1859.3,458.8399999999999,1,2,10,1,2318.14
logit,2015,2,2,SE,1949.1400000000003,417.08,2,3,8,1,2366.2200000000003
logit,2015,2,2,SF,1834.04,311.48,2,4,7,1,2145.52
logit,2015,2,2,SG,1815.3400000000001,353.08,2,6,4,2,2168.42
logit,2015,2,3,SA,2111.6400000000003,386.20000000000005,2,4,8,0,2497.84
logit,2015,2,3,SB,1633.44,241.3,1,2,10,1,1874.74
logit,2015,2,3,SC,1826.94,336.6,1,6,6,1,2163.54
logit,2015,2,3,SD,1985.94,373.9,1,2,10,1,2359.84
logit,2015,2,3,SE,1826.94,336.6,1,6,6,1,2163.54
logit,2015,2,3,SF,1883.8,350.65999999999997,2,4,7,1,2234.46
logit,2015,2,3,SG,1774.24,291.6,1,8,4,1,2065.84
logit,2015,2,4,SA,1811.8,382.68,2,8,3,1,2194.48
logit,2015,2,4,SB,1689.84,347.20000000000005,1,2,10,1,2037.04
logit,2015,2,4,SC,1850.44,429.98,2,2,9,1,2280.42
logit,2015,2,4,SD,1635.1399999999999,341.29999999999995,1,2,10,1,1976.4399999999998
logit,2015,2,4,SE,1769.94,391.20000000000005,1,2,10,1,2161.1400000000003
logit,2015,2,4,SF,1708.7199999999998,372.53999999999996,2,4,6,2,2081.2599999999998
logit,2015,2,4,SG,1760.92,429.43999999999994,2,5,5,2,2190.36
logit,2015,2,5,SA,1866.1,346.14,1,6,6,1,2212.24
logit,2015,2,5,SB,2009.98,416.54,2,2,8,2,2426.52
logit,2015,2,5,SC,2083.3,484.68,2,4,6,2,2567.98
logit,2015,2,5,SD,1858.82,391.5,2,2,10,0,2250.3199999999997
logit,2015,2,5,SE,1986.82,395.58,1,4,8,1,2382.4
logit,2015,2,5,SF,1932.6799999999998,381.34000000000003,2,4,7,1,2314.02
logit,2015,2,5,SG,2083.3,484.68,2,4,6,2,2567.98
logit,2015,2,6,SA,1810.5,334.44,2,5,6,1,2144.94
logit,2015,2,6,SB,1774.1,368.84000000000003,1,2,10,1,2142.94
logit,2015,2,6,SC,1837.44,342.4,2,6,4,2,2179.84
logit,2015,2,6,SD,2019.4,358.84000000000003,1,2,10,1,2378.2400000000002
logit,2015,2,6,SE,1837.8400000000001,339.29999999999995,2,6,5,1,2177.1400000000003
logit,2015,2,6,SF,1858.42,298.06,2,4,6,2,2156.48
logit,2015,2,6,SG,1718.88,328.14,2,6,5,1,2047.02
logit,2015,2,7,SA,1896.54,333.03999999999996,2,6,5,1,2229.58
logit,2015,2,7,SB,1702.04,326.2,1,2,10,1,2028.24
logit,2015,2,7,SC,1940.98,252.8,2,4,7,1,2193.78
logit,2015,2,7,SD,1723.74,263.20000000000005,1,2,10,1,1986.94
logit,2015,2,7,SE,1939.14,275.0,1,5,7,1,2214.1400000000003
logit,2015,2,7,SF,1851.8200000000002,360.24,2,4,6,2,2212.0600000000004
logit,2015,2,7,SG,1636.98,370.64,2,6,6,0,2007.62
logit,2015,2,8,SA,1870.2199999999998,448.84,1,5,7,1,2319.06
logit,2015,2,8,SB,1932.52,413.9,2,2,9,1,2346.42
logit,2015,2,8,SC,1799.66,420.65999999999997,2,5,6,1,2220.32
logit,2015,2,8,SD,1681.08,343.20000000000005,2,2,10,0,2024.28
logit,2015,2,8,SE,1829.1200000000001,418.03999999999996,2,6,6,0,2247.16
logit,2015,2,8,SF,1734.46,283.76,2,4,7,1,2018.22
logit,2015,2,8,SG,1444.48,230.6,2,10,2,0,1675.08
logit,2015,2,9,SA,1679.2999999999997,338.53999999999996,2,6,6,0,2017.8399999999997
logit,2015,2,9,SB,1886.22,410.5,2,2,9,1,2296.7200000000003
logit,2015,2,9,SC,1637.8600000000001,340.76,2,5,5,2,1978.6200000000001
logit,2015,2,9,SD,1912.02,381.78,1,2,10,1,2293.8
logit,2015,2,9,SE,1916.3200000000002,446.18,2,5,7,0,2362.5
logit,2015,2,9,SF,1952.9,401.74,2,4,6,2,2354.6400000000003
logit,2015,2,9,SG,1744.42,368.2,2,6,5,1,2112.62
logit,2015,2,10,SA,2042.7599999999998,374.28,2,4,7,1,2417.04
logit,2015,2,10,SB,1773.3,394.76,1,2,10,1,2168.06
logit,2015,2,10,SC,2063.34,453.2,2,4,7,1,2516.54
logit,2015,2,10,SD,1818.98,409.0,2,3,9,0,2227.98
logit,2015,2,10,SE,1935.6799999999998,437.34000000000003,2,5,7,0,2373.02
logit,2015,2,10,SF,2136.62,396.76,2,4,6,2,2533.38
logit,2015,2,10,SG,2042.3,460.3399999999999,2,8,3,1,2502.64
logit,2015,2,11,SA,1447.8,308.44,2,7,5,0,1756.24
logit,2015,2,11,SB,1764.36,411.46,1,2,10,1,2175.8199999999997
logit,2015,2,11,SC,1783.6000000000001,392.03999999999996,2,4,7,1,2175.6400000000003
logit,2015,2,11,SD,1851.0,358.98,2,2,9,1,2209.98
logit,2015,2,11,SE,1672.7,320.46000000000004,1,6,6,1,1993.16
logit,2015,2,11,SF,1863.74,430.88,2,4,6,2,2294.62
logit,2015,2,11,SG,1710.7600000000002,364.14,1,6,6,1,2074.9
logit,2015,2,12,SA,1582.3000000000002,245.55999999999997,1,8,4,1,1827.8600000000001
logit,2015,2,12,SB,1768.8000000000002,364.4,1,2,10,1,2133.2000000000003
logit,2015,2,12,SC,1880.3200000000002,351.44,2,5,6,1,2231.76
logit,2015,2,12,SD,1759.2800000000002,357.5,2,2,10,0,2116.78
logit,2015,2,12,SE,1858.2199999999998,354.64,2,5,7,0,2212.8599999999997
logit,2015,2,12,SF,1856.88,351.6,2,4,6,2,2208.48
logit,2015,2,12,SG,1846.68,357.79999999999995,2,5,5,2,2204.48
logit,2015,2,13,SA,1894.2,386.34,2,5,6,1,2280.54
logit,2015,2,13,SB,2048.86,470.0999999999999,2,2,9,1,2518.96
logit,2015,2,13,SC,1800.38,495.64,2,5,6,1,2296.02
logit,2015,2,13,SD,1725.66,370.20000000000005,2,2,10,0,2095.86
logit,2015,2,13,SE,1682.3000000000002,361.26,1,5,7,1,2043.5600000000002
logit,2015,2,13,SF,1942.2600000000002,336.9,2,4,7,1,2279.1600000000003
logit,2015,2,13,SG,1877.96,474.29999999999995,2,6,4,2,2352.26
logit,2015,2,14,SA,1580.1999999999998,356.44,2,4,8,0,1936.6399999999999
logit,2015,2,14,SB,1871.3400000000001,352.2,1,2,10,1,2223.54
logit,2015,2,14,SC,1897.6,384.46000000000004,2,3,8,1,2282.06
logit,2015,2,14,SD,1648.8400000000001,378.6,1,2,10,1,2027.44
logit,2015,2,14,SE,1733.3,378.46000000000004,2,4,8,0,2111.76
logit,2015,2,14,SF,1965.1,413.0,2,4,7,1,2378.1
logit,2015,2,14,SG,1777.24,359.5,1,7,5,1,2136.74
logit,2015,2,15,SA,1677.4,317.55999999999995,1,7,5,1,1994.96
logit,2015,2,15,SB,1823.54,380.70000000000005,1,2,10,1,2204.24
logit,2015,2,15,SC,1833.12,472.84,2,5,6,1,2305.96
logit,2015,2,15,SD,1829.64,377.4,1,2,10,1,2207.04
logit,2015,2,15,SE,1756.74,427.29999999999995,1,5,7,1,2184.04
logit,2015,2,15,SF,1980.62,450.74,2,4,7,1,2431.3599999999997
logit,2015,2,15,SG,1815.64,382.5,1,8,4,1,2198.1400000000003
logit,2015,2,16,SA,1877.4,401.15999999999997,1,4,8,1,2278.56
logit,2015,2,16,SB,1836.5,359.86,1,2,10,1,2196.36
logit,2015,2,16,SC,2055.1000000000004,487.14,2,3,8,1,2542.2400000000002
logit,2015,2,16,SD,1956.56,436.74,2,2,9,1,2393.3
logit,2015,2,16,SE,1817.0,352.15999999999997,1,6,6,1,2169.16
logit,2015,2,16,SF,1987.98,383.94,2,4,6,2,2371.92
logit,2015,2,16,SG,1787.0,398.03999999999996,2,5,6,1,2185.04
logit,2015,2,17,SA,1901.28,341.82,2,4,7,1,2243.1
logit,2015,2,17,SB,1781.7399999999998,351.0,1,2,10,1,2132.74
logit,2015,2,17,SC,2022.72,332.14,2,4,7,1,2354.86
logit,2015,2,17,SD,1544.6399999999999,254.0,1,2,10,1,1798.6399999999999
logit,2015,2,17,SE,1872.32,373.94000000000005,2,5,7,0,2246.26
logit,2015,2,17,SF,1844.12,336.84000000000003,2,4,6,2,2180.96
logit,2015,2,17,SG,1818.8200000000002,367.5,2,6,6,0,2186.32
logit,2015,2,18,SA,1843.1,317.14,1,6,6,1,2160.24
logit,2015,2,18,SB,2062.8599999999997,523.8399999999999,1,2,10,1,2586.7
logit,2015,2,18,SC,1828.56,401.7,1,5,7,1,2230.2599999999998
logit,2015,2,18,SD,1670.36,302.76,2,3,9,0,1973.12
logit,2015,2,18,SE,1823.62,439.22,2,5,7,0,2262.84
logit,2015,2,18,SF,2027.12,377.79999999999995,2,4,6,2,2404.92
logit,2015,2,18,SG,1955.94,370.97999999999996,2,5,6,1,2326.92
logit,2015,2,19,SA,1849.1999999999998,377.44,2,5,6,1,2226.64
logit,2015,2,19,SB,1795.6,367.94,1,2,10,1,2163.54
logit,2015,2,19,SC,2069.14,385.03999999999996,2,5,6,1,2454.18
logit,2015,2,19,SD,1849.2999999999997,396.54,2,2,10,0,2245.8399999999997
logit,2015,2,19,SE,2054.1,370.34000000000003,1,5,7,1,2424.44
logit,2015,2,19,SF,1986.7800000000002,486.24,2,4,7,1,2473.0200000000004
logit,2015,2,19,SG,1986.7800000000002,486.24,2,4,7,1,2473.0200000000004
logit,2015,3,0,SA,1918.4,373.08,2,6,6,0,2291.48
logit,2015,3,0,SB,1676.44,301.0,1,2,10,1,1977.44
logit,2015,3,0,SC,2076.3599999999997,411.14,1,5,7,1,2487.4999999999995
logit,2015,3,0,SD,1625.34,273.3,1,2,10,1,1898.6399999999999
logit,2015,3,0,SE,1717.0,307.88,2,8,4,0,2024.88
logit,2015,3,0,SF,1872.92,371.0,2,4,6,2,2243.92
logit,2015,3,0,SG,2102.1,386.08000000000004,2,5,6,1,2488.18
logit,2015,3,1,SA,1993.3600000000001,426.93999999999994,1,7,5,1,2420.3
logit,2015,3,1,SB,1727.2599999999998,350.15999999999997,1,2,10,1,2077.4199999999996
logit,2015,3,1,SC,1460.9999999999998,263.6,2,5,7,0,1724.6
logit,2015,3,1,SD,2053.02,429.88,1,2,10,1,2482.9
logit,2015,3,1,SE,1460.9999999999998,263.6,2,5,7,0,1724.6
logit,2015,3,1,SF,1814.52,389.9,2,4,7,1,2204.42
logit,2015,3,1,SG,1705.04,303.2,1,7,5,1,2008.24
logit,2015,3,2,SA,1883.16,432.94000000000005,2,5,6,1,2316.1000000000004
logit,2015,3,2,SB,1796.8400000000001,424.0,1,2,9,2,2220.84
logit,2015,3,2,SC,1683.8,417.15999999999997,2,4,6,2,2100.96
logit,2015,3,2,SD,1716.94,349.29999999999995,1,2,10,1,2066.24
logit,2015,3,2,SE,1724.94,449.29999999999995,1,5,7,1,2174.24
logit,2015,3,2,SF,1831.16,317.05999999999995,2,4,6,2,2148.2200000000003
logit,2015,3,2,SG,1832.58,342.44,2,6,5,1,2175.02
logit,2015,3,3,SA,1964.6799999999998,393.82000000000005,2,5,7,0,2358.5
logit,2015,3,3,SB,1679.6399999999999,304.6,1,2,10,1,1984.2399999999998
logit,2015,3,3,SC,1889.2,285.1,1,5,7,1,2174.3
logit,2015,3,3,SD,1863.0,391.54,2,2,8,2,2254.54
logit,2015,3,3,SE,1889.2,285.1,1,5,7,1,2174.3
logit,2015,3,3,SF,1874.1599999999999,354.14,2,4,6,2,2228.2999999999997
logit,2015,3,3,SG,1829.1399999999999,296.0,1,7,5,1,2125.14
logit,2015,3,4,SA,1664.12,300.6,2,8,3,1,1964.7199999999998
logit,2015,3,4,SB,1926.5,353.14,1,2,10,1,2279.64
logit,2015,3,4,SC,1954.1399999999999,344.74,2,5,6,1,2298.88
logit,2015,3,4,SD,1931.5,346.74,1,2,10,1,2278.24
logit,2015,3,4,SE,1834.7000000000003,300.14,2,5,7,0,2134.84
logit,2015,3,4,SF,1786.12,387.7,2,4,6,2,2173.8199999999997
logit,2015,3,4,SG,1991.04,327.24,2,6,5,1,2318.2799999999997
logit,2015,3,5,SA,1546.48,298.58,2,5,7,0,1845.06
logit,2015,3,5,SB,1698.6599999999999,367.34,1,2,10,1,2066.0
logit,2015,3,5,SC,1757.06,369.5,2,6,5,1,2126.56
logit,2015,3,5,SD,1592.2600000000002,345.7,2,2,9,1,1937.9600000000003
logit,2015,3,5,SE,1896.7599999999998,400.2,2,4,6,2,2296.9599999999996
logit,2015,3,5,SF,1703.94,325.48,2,4,6,2,2029.42
logit,2015,3,5,SG,1742.7599999999998,345.4,2,7,4,1,2088.16
logit,2015,3,6,SA,1765.6000000000001,280.04,2,7,5,0,2045.64
logit,2015,3,6,SB,1734.6399999999999,349.9,1,2,10,1,2084.54
logit,2015,3,6,SC,1773.7,371.48,2,5,6,1,2145.1800000000003
logit,2015,3,6,SD,1636.2800000000002,361.5,2,2,10,0,1997.7800000000002
logit,2015,3,6,SE,1746.6000000000001,402.68,2,4,8,0,2149.28
logit,2015,3,6,SF,1736.42,262.53999999999996,2,4,6,2,1998.96
logit,2015,3,6,SG,1658.56,286.26,2,6,5,1,1944.82
logit,2015,3,7,SA,1592.9999999999998,239.14000000000001,2,8,3,1,1832.1399999999999
logit,2015,3,7,SB,1695.44,408.90000000000003,1,2,10,1,2104.34
logit,2015,3,7,SC,1997.42,489.64,2,6,5,1,2487.06
logit,2015,3,7,SD,1679.08,381.29999999999995,2,2,10,0,2060.38
logit,2015,3,7,SE,1825.92,432.34000000000003,2,6,6,0,2258.26
logit,2015,3,7,SF,1947.1,340.15999999999997,2,4,7,1,2287.2599999999998
logit,2015,3,7,SG,1720.5,334.96,2,7,3,2,2055.46
logit,2015,3,8,SA,2020.46,440.53999999999996,1,6,6,1,2461.0
logit,2015,3,8,SB,1907.6999999999998,494.84,1,2,10,1,2402.54
logit,2015,3,8,SC,2005.42,489.5,2,4,7,1,2494.92
logit,2015,3,8,SD,1969.7,471.44,1,2,10,1,2441.14
logit,2015,3,8,SE,2102.12,453.67999999999995,1,4,8,1,2555.7999999999997
logit,2015,3,8,SF,1927.6200000000001,453.2,2,4,8,0,2380.82
logit,2015,3,8,SG,1927.6200000000001,453.2,2,4,8,0,2380.82
logit,2015,3,9,SA,1732.1399999999999,292.03999999999996,2,6,6,0,2024.1799999999998
logit,2015,3,9,SB,1792.7399999999998,330.6,1,2,10,1,2123.3399999999997
logit,2015,3,9,SC,1878.5800000000002,405.0400000000001,2,3,7,2,2283.6200000000003
logit,2015,3,9,SD,1432.8400000000001,265.7,1,2,10,1,1698.5400000000002
logit,2015,3,9,SE,1822.88,372.04,2,3,8,1,2194.92
logit,2015,3,9,SF,1791.9,331.14,2,4,6,2,2123.04
logit,2015,3,9,SG,1881.1599999999999,405.24,2,5,5,2,2286.3999999999996
logit,2015,3,10,SA,1590.6599999999999,284.55999999999995,2,7,4,1,1875.2199999999998
logit,2015,3,10,SB,1656.0,377.03999999999996,1,2,10,1,2033.04
logit,2015,3,10,SC,1936.1,409.14,2,6,5,1,2345.24
logit,2015,3,10,SD,1961.6,455.03999999999996,1,2,10,1,2416.64
logit,2015,3,10,SE,1901.0,393.24,1,6,6,1,2294.24
logit,2015,3,10,SF,1979.84,476.08,2,4,7,1,2455.92
logit,2015,3,10,SG,1948.0,462.88,2,5,7,0,2410.88
logit,2015,3,11,SA,1824.12,423.2,2,4,6,2,2247.3199999999997
logit,2015,3,11,SB,1754.6400000000003,396.1,1,2,10,1,2150.7400000000002
logit,2015,3,11,SC,1911.3400000000001,383.78,2,6,4,2,2295.12
