year,name,gsis_id,adp,adp_rank,rookie_season,exp,games,ppg,tier,in_fit,m_ols,m_iso,resid_iso,resid_ols,mu_hat,n_eff,sig2,th_iso,m_cir,th_cir,th_ols,m_half,th_half
2015,Nelson Agholor,00-0031549,56.6,26,2015,0,11,5.072727272727272,rookie,True,13.058673972161783,12.81434397867196,-7.423798342922673,-8.071973174028946,,0.0,36.75293911819843,12.81434397867196,12.81479489766201,12.81479489766201,13.058673972161783,12.814569438166984,12.814569438166984
2015,Charles Johnson,00-0030113,61.6,27,2013,2,5,3.44,vet,True,12.8845371116267,12.81434397867196,-9.056525615649946,-9.514039627118922,8.91,1.0,43.03219153227476,12.073200551864925,12.418887678414729,11.716088021618154,12.088281906416299,12.616615828543345,11.894636380378305
2015,Sammy Watkins,00-0031325,62.5,28,2014,1,13,16.83076923076923,soph,True,12.854699965396422,12.81434397867196,4.334243615119286,3.909398015946378,12.375,1.0,39.27178074071456,12.748224670557745,12.333196349102598,12.339534109928664,12.78382768882069,12.573770163887279,12.54380920016745
2015,John Brown,00-0031051,64.3,29,2014,1,15,13.833333333333334,soph,True,12.796293440500232,12.81434397867196,1.3368077176833886,0.9759108762557176,9.1875,1.0,39.27178074071456,12.268520145526745,12.165454678360051,11.713973429781227,12.263119737624399,12.489899328516007,11.992123080134142
2015,Martavis Bryant,00-0031373,67.2,30,2014,1,11,15.47272727272727,soph,True,12.705548670055196,12.022439990043988,2.9762016570773255,2.714660415938333,13.01,1.0,39.27178074071456,12.171063364323379,11.94579028010191,12.107132807098964,12.750529200420392,11.98411513507295,12.13874849964688
2016,Antonio Brown,00-0027793,1.2,1,2010,6,15,20.486666666666668,vet,True,22.501982945499485,23.00380952380952,0.0,-1.3375631412024624,24.360416666666666,1.8,43.15615042962345,23.47972542740557,23.00380952380952,23.496812915852843,23.184728464509398,23.00380952380952,23.48771724872369
2016,Julio Jones,00-0027944,2.8,2,2011,5,14,18.564285714285713,vet,True,20.469973179953534,21.1840921807653,-0.1362908496732018,-1.3516038886635684,21.988055555555558,1.8,43.15615042962345,21.466133269805717,22.373901832349556,22.233681780974848,21.027681495092832,21.77899700655743,21.85356910899121
2016,Odell Beckham Jr.,00-0031235,3.4,3,2014,2,16,18.5375,vet,True,20.004343634750608,21.1840921807653,-0.1630765639589135,-0.9410986032819864,22.441111111111113,1.8,43.15615042962345,21.625071209382924,21.752337913469344,22.00264436701695,20.899555584687327,21.468215047117322,21.81525134527041
2016,A.J. Green,00-0027942,6.4,4,2011,5,9,20.711111111111112,vet,True,18.487413076578814,18.60236186600771,2.4571631698133807,2.6571215925462788,17.106944444444444,1.8,43.15615042962345,18.077749462790027,18.409314081853577,17.936021093299303,17.98026086448295,18.505837973930642,18.006846509220285
2016,DeAndre Hopkins,00-0030564,6.4,5,2013,3,16,12.3375,vet,True,18.487413076578814,18.60236186600771,-5.916447941297731,-5.716489518564833,18.60833333333333,1.8,43.15615042962345,18.604456736496214,18.409314081853577,18.48163949056018,18.531836379124588,18.505837973930642,18.542398518701443
2016,Allen Robinson II,00-0031428,9.2,6,2014,2,16,12.45625,vet,True,17.617084539681443,16.92861999998771,-5.550855769230768,-4.780379795884517,16.56,1.8,43.15615042962345,16.799303180965033,16.94908027162208,16.807684957070784,17.228736155522288,16.938850135804895,16.803712628777866
2016,Brandon Marshall,00-0024334,13.0,7,2006,10,15,10.386666666666668,vet,True,16.78790860993432,16.38361165413734,-5.894763071895426,-6.071251436726012,18.725641025641025,1.8,43.15615042962345,17.205226836142202,16.526775220653317,17.32586308202481,17.499786633237253,16.45519343739533,17.26507206198439
2016,Mike Evans,00-0031408,15.7,9,2014,2,16,19.00625,vet,True,16.335336576014406,16.38361165413734,2.8318778213764872,2.9733600744220468,14.895555555555555,1.8,43.15615042962345,15.861581701334163,16.306559736410737,15.793787965296625,15.806394365766291,16.345085695274037,15.828031929341186
2016,Dez Bryant,00-0027902,16.4,10,2010,6,12,15.0,vet,True,16.230724567659166,16.38361165413734,-1.1743721786235142,-0.9346446785094304,13.183333333333332,1.8,43.15615042962345,15.260911278554342,16.256609724794078,15.139753091940305,15.11118358741945,16.320110689465707,15.201208432492892
2016,Jordy Nelson,00-0026176,17.3,11,2008,8,16,19.04375,vet,True,16.102599069552724,16.38361165413734,2.869377821376485,3.229433010588174,20.49375,1.0,43.15615042962345,17.332630690677444,16.195432521340773,17.230399699950592,17.173715702605175,16.28952208773906,17.27963857473784
2016,Amari Cooper,00-0031544,20.1,12,2015,1,16,14.51875,soph,True,15.742833593478984,15.83899928440123,-0.7910645108245742,-0.9576970962771424,13.29375,1.0,39.89072496744503,15.369810244309175,16.023652149357737,15.49216488427017,15.279782545377632,15.931325716879485,15.432173934397325
2016,Alshon Jeffery,00-0029137,22.1,13,2012,4,12,12.175,vet,True,15.515343390024338,15.83899928440123,-3.134814510824574,-3.087802108522242,17.205555555555556,1.8,43.15615042962345,16.318405475077427,15.915030410000158,16.38401900233209,16.13628820449301,15.877014847200694,16.35091115168415
2016,Brandin Cooks,00-0031236,23.3,14,2014,2,15,16.42,vet,True,15.388535511065555,15.83899928440123,1.2405945198592274,1.2762881526668544,15.21,1.8,43.15615042962345,15.618337934965446,15.85448234169842,15.620271588613212,15.322945698108654,15.846740813049825,15.619612569014487
2016,Jarvis Landry,00-0031382,26.9,15,2014,2,16,14.58125,vet,True,15.04397570229113,15.83899928440123,-0.3071097699434819,-0.2388721937632176,15.682222222222222,1.8,43.15615042962345,15.78399979718571,15.28409628130479,15.428778874468314,15.278452695763324,15.56154778285301,15.604592885274823
2016,Sammy Watkins,00-0031325,28.3,16,2014,2,8,10.375,vet,True,14.922300583138767,15.83899928440123,-4.513359769943483,-4.330852308965454,15.345512820512822,1.8,43.15615042962345,15.665877642214356,15.067785080327399,15.168713870726933,15.077778960100106,15.453392182364315,15.414911140278097
2016,T.Y. Hilton,00-0029608,29.4,17,2012,4,16,17.1125,vet,True,14.830849433275102,14.675621760890326,2.224140230056518,2.492533058826613,14.552777777777777,1.8,43.15615042962345,14.632526450997428,14.905205350012922,14.777129960261112,14.728692345512385,14.790413555451625,14.705647830062494
2016,Demaryius Thomas,00-0027874,29.7,18,2010,6,16,14.14375,vet,True,14.806501775948425,14.675621760890326,-0.7446097699434819,-0.4533510996011998,18.24375,1.8,43.15615042962345,15.927368800557275,14.861920650281299,16.09090823854623,16.0692671874704,14.768771205585812,16.008311400684892
2016,Randall Cobb,00-0028002,31.5,19,2011,5,12,12.358333333333334,vet,True,14.665389097342617,14.675621760890326,-2.5300264366101484,-2.1062433057197936,14.608333333333334,1.8,43.15615042962345,14.65201608184687,14.649795829379926,14.634727980665447,14.644428130713923,14.662708795135126,14.643312829139955
2016,Julian Edelman,00-0027150,35.1,20,2009,7,16,14.51875,vet,True,14.405868719640733,14.106682573576363,0.3351583186693485,0.2978991437466582,18.22063492063492,1.8,43.15615042962345,15.549911999951014,14.465257039936652,15.82999556673628,15.807325494845765,14.285969806756508,15.689482130557206
2016,Jeremy Maclin,00-0026995,37.3,21,2009,7,11,9.954545454545457,vet,True,14.260075437162564,14.106682573576363,-4.17880653124449,-4.129385202170573,16.575555555555553,1.8,43.15615042962345,14.972796188169232,14.361586892352372,15.166163269960112,15.11072922006771,14.234134732964367,15.06932982189814
2016,Donte Moncrief,00-0031339,38.4,22,2014,2,9,11.4,vet,True,14.190373146232472,14.106682573576363,-2.7333519857899464,-2.61847049682296,10.524444444444446,1.8,43.15615042962345,12.849985596047938,14.312023245352608,12.93558261085439,12.843595822054526,14.209352909464485,12.894929879028926
2016,Kelvin Benjamin,00-0031359,39.2,23,2014,2,15,13.140000000000002,vet,True,14.140923484061238,14.106682573576363,-0.9933519857899428,-0.8320303762875536,14.112499999999999,1.0,43.15615042962345,14.10802580048386,14.276860762636353,14.237285278595337,14.133990252425724,14.191771668106359,14.17310279782102
2016,Golden Tate,00-0027891,43.6,24,2010,6,16,13.94375,vet,True,13.885799484580168,14.106682573576363,0.2636414050775499,0.2113165949990794,14.122916666666669,1.8,43.15615042962345,14.112377710243463,14.091466699887388,14.102895904269417,13.97291084707102,14.099074636731874,14.107579193503398
2016,Doug Baldwin,00-0028434,48.8,26,2011,5,16,15.85,vet,True,13.615584041785736,14.106682573576363,2.16989140507755,2.371336533617603,14.689583333333331,1.8,43.15615042962345,14.311171944907777,13.831228029102002,14.143162164781977,14.0101465141366,13.968955301339182,14.2260064847328
2016,Michael Floyd,00-0029638,52.3,28,2012,4,14,8.27142857142857,vet,True,13.449468542989502,14.106682573576363,-4.845259054670819,-5.05122930364802,12.166826923076924,1.8,43.15615042962345,13.426155304046452,13.671245771402281,13.124526259284535,12.978255710098729,13.888964172489322,13.274670253471637
2016,Marvin Jones Jr.,00-0029293,56.2,29,2012,4,15,11.486666666666666,vet,True,13.276987372933077,12.3334724540604,-1.009858948983279,-1.6740073651276273,10.86875,1.0,43.15615042962345,11.99527228287874,13.2846138078311,12.70291183688305,12.689555251526942,12.80904313094575,12.352094492895644
2016,Larry Fitzgerald,00-0022921,60.2,30,2004,12,16,15.2375,vet,True,13.1120960780871,12.3334724540604,2.7409743843500554,2.2316818614850025,15.292261904761906,1.8,43.15615042962345,13.371455308857557,12.594531182927636,13.574911098871974,13.913038523280097,12.464001818494019,13.472854610562479
