year,pid,name,pos,adp,ffc_stdev,sim_mean,sim_sd,n
2022,00-0033090,Hunter Henry,135,134.1,16.7,128.83333333333334,9.366943986148291,186
2022,00-0036971,Trevor Lawrence,140,142.9,13.4,136.35,3.8600518131237567,40
2022,00-0033466,Isaiah McKenzie,144,152.6,16.4,135.91666666666666,4.471348537799181,72
2022,00-0036936,Rondale Moore,139,142.5,8.1,137.60714285714286,2.8454904383546333,84
2022,00-0031503,Jameis Winston,143,150.1,17.4,134.30555555555554,5.681143971542777,36
2022,00-0036554,Nico Collins,145,153.8,14.2,137.75757575757575,2.525251262625947,33
2023,00-0036322,Justin Jefferson,0,1.4,0.6,1.265,0.4959889364951885,200
2023,00-0033280,Christian McCaffrey,1,2.4,1.0,2.395,0.9182542974437252,200
2023,00-0036900,Ja'Marr Chase,2,2.4,0.8,2.745,0.8327317761772253,200
2023,00-0033040,Tyreek Hill,3,4.4,1.2,4.67,1.1908782283566484,200
2023,00-0033699,Austin Ekeler,4,5.0,1.5,5.3,1.2601347937790077,200
2023,00-0031588,Stefon Diggs,7,8.5,1.7,9.025,1.541511038366912,200
2023,00-0030506,Travis Kelce,5,5.9,1.9,6.055,1.5407284709206641,200
2023,00-0034844,Saquon Barkley,9,9.0,2.1,9.425,1.8551503751914193,200
2023,00-0033908,Cooper Kupp,6,7.0,2.0,6.87,1.7198515770950067,200
2023,00-0038542,Bijan Robinson,8,8.8,2.7,8.68,2.218605655648697,200
2023,00-0035676,A.J. Brown,11,12.5,2.4,13.1,1.8620785921698058,200
2023,00-0034791,Nick Chubb,12,12.5,2.9,12.89,2.2299694659558633,200
2023,00-0036358,CeeDee Lamb,10,11.0,2.1,11.57,1.5803758855723191,200
2023,00-0033873,Patrick Mahomes,18,19.6,5.2,17.75,3.828942937691877,200
2023,00-0036963,Amon-Ra St. Brown,13,13.2,2.6,13.725,2.1264959263123724,200
2023,00-0035261,Tony Pollard,14,15.2,2.7,15.87,2.1601926212271025,200
2023,00-0031381,Davante Adams,16,15.6,2.6,16.295,2.2546378777530984,200
2023,00-0037740,Garrett Wilson,15,15.6,2.8,16.21,2.1839754448524813,200
2023,00-0032764,Derrick Henry,17,17.9,2.8,18.315,2.158487978136268,200
2023,00-0036613,Jaylen Waddle,19,19.9,2.3,21.005,1.7436100135629484,200
2023,00-0037239,Chris Olave,20,20.4,2.4,21.16,2.1604950112109345,200
2023,00-0035700,Josh Jacobs,21,21.9,3.3,22.26,2.7422618401604177,200
2023,00-0036389,Jalen Hurts,27,26.9,4.1,27.805,3.6183473003471693,200
2023,00-0034857,Josh Allen,25,26.6,4.3,26.98,3.5457668157336277,200
2023,00-0036875,Rhamondre Stevenson,23,23.4,3.3,23.925,2.792555609861844,200
2023,00-0036410,Tee Higgins,26,26.6,3.2,27.625,3.0596046974278575,200
2023,00-0030279,Keenan Allen,30,29.2,3.6,31.0,2.9313759267826094,200
2023,00-0036223,Jonathan Taylor,24,25.9,4.3,25.89,3.277439250421128,200
2023,00-0036912,DeVonta Smith,22,23.3,2.9,24.235,2.83548494518519,200
2023,00-0034753,Mark Andrews,28,28.9,4.2,30.26,3.5033939036627193,200
2023,00-0036893,Najee Harris,31,30.4,4.7,31.415,3.7164276087197328,200
2023,00-0035640,DK Metcalf,32,30.8,4.0,31.575,3.652544373722248,200
2023,00-0034837,Calvin Ridley,29,29.2,4.4,29.965,3.45448146775392,200
2023,00-0033897,Joe Mixon,33,31.4,4.4,32.585,3.8230686982261757,200
2023,00-0034796,Lamar Jackson,38,36.9,4.7,39.82,3.417013301041933,200
2023,00-0038120,Breece Hall,36,36.6,4.5,37.9,3.1013046371263346,200
2023,00-0039139,Jahmyr Gibbs,37,36.7,5.5,36.88,4.05187468244158,200
2023,00-0036973,Travis Etienne Jr.,34,34.7,5.4,34.785,3.9109143759843943,200
2023,00-0031544,Amari Cooper,35,35.4,4.0,36.725,2.927838141172514,200
2023,00-0035719,Deebo Samuel Sr.,39,37.2,4.4,39.335,3.2131599687728936,200
2023,00-0033293,Aaron Jones Sr.,40,38.9,4.3,40.91,2.765890589623683,200
2023,00-0030564,DeAndre Hopkins,41,41.4,4.9,42.36,3.3819503159713173,200
2023,00-0036407,Jerry Jeudy,46,44.8,4.7,46.645,3.7050793601927925,200
2023,00-0034827,DJ Moore,45,44.7,4.5,46.52,3.459688892975914,200
2023,00-0035659,Terry McLaurin,51,49.7,5.2,51.975,4.055441781138154,200
2023,00-0037238,Drake London,43,44.1,4.8,45.66,3.2398895694314267,200
2023,00-0038134,Kenneth Walker III,47,47.9,5.8,48.385,4.4197790935951655,200
2023,00-0038124,Christian Watson,48,48.6,5.2,50.045,3.809928183551377,200
2023,00-0034972,Alexander Mattison,58,56.9,7.4,57.385,5.450257012980002,200
2023,00-0036442,Joe Burrow,42,43.2,6.1,44.36,4.280421714066414,200
2023,00-0035243,Miles Sanders,53,52.9,5.8,54.575,5.130887352605359,200
2023,00-0035229,T.J. Hockenson,44,44.2,5.4,45.74,4.871453097011394,200
2023,00-0036158,J.K. Dobbins,55,55.1,7.0,55.905,5.09862283110541,200
2023,00-0033921,Chris Godwin Jr.,50,49.3,4.8,51.92,4.422827945463839,200
2023,00-0032211,Tyler Lockett,57,55.7,5.2,58.33,4.338804689157287,200
2023,00-0036355,Justin Herbert,52,50.3,5.9,54.4,6.297482946168765,200
2023,00-0036261,Brandon Aiyuk,60,57.0,5.7,58.905,4.539715861207893,200
2023,00-0031610,Darren Waller,63,60.3,8.5,61.96,7.15923692629558,200
2023,00-0033536,Mike Williams,65,63.3,6.4,65.19,4.350694509336163,200
2023,00-0036945,Justin Fields,49,48.8,6.3,52.525,5.697515547770399,200
2023,00-0035216,Diontae Johnson,54,53.4,5.2,56.025,4.296121307814444,200
2023,00-0033288,George Kittle,56,55.7,6.5,58.585,5.535883400607859,200
2023,00-0031408,Mike Evans,68,67.6,6.0,70.05,4.307000261931894,200
2023,00-0037258,Dameon Pierce,59,57.0,8.3,55.815,5.947067602215955,200
2023,00-0034775,Christian Kirk,62,60.3,5.8,62.76,4.858024496649873,200
2023,00-0036997,Javonte Williams,74,72.8,7.2,74.06,4.875989784844668,200
2023,00-0033906,Alvin Kamara,70,69.2,7.5,69.455,5.499015444083728,200
2023,00-0036971,Trevor Lawrence,61,58.4,5.8,66.215,6.0065939478436,200
2023,00-0036252,Michael Pittman Jr.,66,63.8,6.0,66.42,4.314705484396986,200
2023,00-0036414,Cam Akers,64,63.1,7.3,64.355,4.449490400497635,200
2023,00-0037256,Rachaad White,69,68.1,6.3,69.98,4.353661890787626,200
2023,00-0037247,George Pickens,72,70.0,7.6,70.905,4.525302954960127,200
2023,00-0036275,D'Andre Swift,77,75.9,6.8,77.38,4.686728831037528,200
2023,00-0033553,James Conner,67,66.2,6.0,68.66,4.075222348035705,200
2023,00-0035662,Hollywood Brown,73,72.5,5.7,75.46,3.746811039380572,200
2023,00-0034351,Dallas Goedert,71,69.7,6.8,74.79,5.250116055190097,200
2023,00-0037741,Jahan Dotson,75,73.1,6.8,75.015,4.110872335257314,200
2023,00-0038543,Jaxon Smith-Njigba,84,83.0,6.8,85.555,4.579501519909593,200
2023,00-0032765,Michael Thomas,92,91.0,7.7,93.66,6.637369461378067,200
2023,00-0036970,Kyle Pitts Sr.,76,74.6,7.7,78.44,5.231946705735667,200
2023,00-0035685,David Montgomery,79,76.8,6.0,79.24,4.624861806980652,200
2023,00-0037248,James Cook III,80,77.6,7.2,79.02,4.889697917933502,200
2023,00-0038994,Jordan Addison,81,78.4,6.4,82.33,4.253417189618804,200
2023,00-0037197,Isiah Pacheco,82,79.2,6.9,79.875,4.895837119995685,200
2023,00-0033077,Dak Prescott,83,82.2,9.1,86.37,5.380319618385129,200
2023,00-0033881,Evan Engram,88,87.9,8.8,90.525,5.697515547770399,200
2023,00-0033537,Deshaun Watson,78,76.2,8.0,82.55,4.681568692984829,200
2023,00-0033857,JuJu Smith-Schuster,94,93.3,7.5,96.78,5.665872444095774,200
2023,00-0036212,Tua Tagovailoa,85,84.9,10.5,87.805,6.4306876551884375,200
2023,00-0036328,Antonio Gibson,90,88.9,5.3,93.64,4.4236004799292346,200
2023,00-0037746,Brian Robinson Jr.,95,94.2,8.0,97.43,5.694491740349135,200
2023,00-0036196,Gabe Davis,91,89.5,6.7,93.085,5.371409049390988,200
2023,00-0031236,Brandin Cooks,86,85.1,6.7,87.795,4.876667347903746,200
2023,00-0034348,Courtland Sutton,87,87.0,6.5,89.82,5.114527540232723,200
2023,00-0036265,AJ Dillon,93,91.7,7.3,94.915,6.241196815390635,200
2023,00-0036980,Elijah Moore,99,97.2,7.0,102.57,5.7085935396562455,200
2023,00-0036906,Khalil Herbert,96,94.4,7.6,97.86,6.169335743626532,200
2023,00-0037742,Treylon Burks,89,88.7,7.2,91.235,5.763319726629504,200
2023,00-0034750,Rashaad Penny,100,97.3,6.5,102.91,6.049369749970595,200
2023,00-0038544,Quentin Johnston,97,96.1,7.5,100.61,5.918024592326132,200
2023,00-0036894,Pat Freiermuth,98,96.1,9.3,99.225,7.6601412401531785,200
2023,00-0036913,Kadarius Toney,103,100.0,9.9,101.76,7.250881076249255,200
2023,00-0039064,Zay Flowers,104,100.0,9.4,101.165,8.408405402157722,200
2023,00-0033526,Samaje Perine,101,99.3,7.1,105.0,5.554662128049187,200
2023,00-0033948,Jamaal Williams,109,104.2,8.8,108.145,6.836494958425912,200
2023,00-0029604,Kirk Cousins,102,99.4,12.7,104.405,10.319565989471421,200
2023,00-0036550,Rashod Bateman,105,102.0,8.1,107.11,6.558427008370269,200
2023,00-0033885,David Njoku,107,103.8,10.5,106.03,8.877677952547375,200
2023,00-0038090,Skyy Moore,111,109.1,9.1,113.07,6.961134026484001,200
2023,00-0031376,Jerick McKinnon,115,111.3,8.3,116.985,6.325729147397252,200
2023,00-0036936,Rondale Moore,126,123.2,11.4,126.11398963730569,8.795563579861842,193
2023,00-0023459,Aaron Rodgers,106,103.6,14.2,104.74489795918367,12.644902671799331,196
2023,00-0035710,Daniel Jones,108,103.9,12.3,109.31818181818181,11.550584960126004,198
2023,00-0036554,Nico Collins,116,113.1,8.2,119.72,6.307178649171339,200
2023,00-0034960,Jakobi Meyers,112,109.4,7.3,117.295,6.106095068447971,200
2023,00-0034383,Dalton Schultz,119,117.4,12.3,119.42211055276383,10.387575794024574,199
2023,00-0036567,Elijah Mitchell,117,115.1,8.7,121.785,6.550827559060208,200
2023,00-0035657,Damien Harris,114,110.6,8.5,116.705,6.561496872363055,200
2023,00-0039165,Zach Charbonnet,110,107.2,7.3,113.675,5.651466212564558,200
2023,00-0030565,Geno Smith,113,109.9,13.4,117.53645833333333,12.55016004813711,192
2023,00-0034521,Allen Lazard,118,115.3,10.3,118.975,8.005925883133765,200
2023,00-0037816,Romeo Doubs,130,127.7,10.5,131.2463768115942,7.230119073236692,138
2023,00-0037834,Brock Purdy,153,152.5,33.6,114.31818181818181,17.53428210537999,66
2023,00-0031235,Odell Beckham Jr.,122,120.1,13.0,119.51515151515152,10.255976231158298,198
2023,00-0037240,Jameson Williams,123,120.3,10.3,125.77889447236181,7.606573232894923,199
2023,00-0031687,Raheem Mostert,125,122.8,11.9,125.05851063829788,8.80700874971368,188
2023,00-0033891,Zay Jones,136,131.1,11.7,130.33333333333334,7.706915837359191,117
2023,00-0035689,Dawson Knox,154,152.7,23.8,126.61643835616438,12.207272578474482,73
2023,00-0037263,Tyler Allgeier,127,125.0,9.9,130.8448275862069,7.343279867923907,174
2023,00-0039164,Anthony Richardson Sr.,128,125.5,12.9,130.25,8.724329432720484,80
2023,00-0030035,Adam Thielen,129,126.3,10.9,129.9814814814815,7.615342655082129,162
2023,00-0039040,De'Von Achane,120,117.8,8.5,123.85,6.673091543937401,200
2023,00-0034777,DJ Chark,144,143.2,13.4,133.7659574468085,6.079948390647117,47
2023,00-0036309,Darnell Mooney,131,127.8,11.2,130.68493150684932,7.194589369948287,146
2023,00-0033009,Tyler Boyd,133,130.4,10.8,132.2109375,6.275376631731257,128
2023,00-0030578,Cordarrelle Patterson,139,132.4,13.3,130.02255639097746,7.727818859448472,133
2023,00-0037809,Chig Okonkwo,143,140.4,17.3,129.93636363636364,9.298591461576736,110
2023,00-0034115,Jeff Wilson Jr.,140,133.2,10.2,133.5483870967742,6.029102696347896,62
2023,00-0029263,Russell Wilson,132,129.9,20.7,118.36363636363636,16.151991439393967,99
2023,00-0037228,Jaylen Warren,121,119.8,11.0,124.07035175879398,7.812517499092123,199
2023,00-0035250,Devin Singletary,134,130.7,11.7,131.35,6.7433752115463275,120
2023,00-0033925,D'Onta Foreman,141,137.1,16.2,129.3,9.456370116477915,110
2023,00-0037252,Greg Dulcich,137,131.4,14.3,129.04516129032257,9.09284143686089,155
2023,00-0038933,Dalton Kincaid,148,146.9,21.2,127.90425531914893,11.71624104728975,94
2023,00-0038976,Marvin Mims Jr.,157,154.2,22.4,128.953125,9.36970750081312,64
2023,00-0033110,Tyler Higbee,138,131.6,15.2,129.28662420382165,8.739866627080415,157
2023,00-0033106,Jared Goff,124,122.6,11.6,128.48,8.967324195422314,125
2023,00-0036919,Kenny Gainwell,135,131.1,10.4,132.48039215686273,5.98468406927607,102
2023,00-0039062,Jonathan Mingo,151,152.1,20.6,129.3030303030303,8.089822089837417,66
2023,00-0034764,Michael Gallup,145,144.6,12.3,134.06896551724137,5.476775866477066,29
2023,00-0036290,Cole Kmet,147,146.0,16.7,132.8148148148148,7.03381072828135,54
2023,00-0039032,Tyjae Spears,149,150.9,15.2,135.42105263157896,3.594993269560756,19
2023,00-0039065,Sam LaPorta,155,152.9,20.3,129.3921568627451,12.15084924006968,51
2023,00-0038555,Tank Bigsby,142,137.7,12.9,132.24137931034483,7.059422830211035,58
2023,00-0038102,Kenny Pickett,152,152.3,25.1,125.25641025641026,9.516517354794377,39
2023,00-0031280,Derek Carr,146,145.3,17.2,129.07142857142858,8.739514910973083,14
2023,00-0026498,Matthew Stafford,150,151.0,18.1,121.55555555555556,8.442616761275959,9
2023,00-0038040,Zamir White,156,153.7,14.1,135.33333333333334,4.725815626252609,3
2023,00-0033895,Gerald Everett,158,154.9,17.4,133.82608695652175,6.92592083745117,23
2023,00-0036264,Jordan Love,159,155.5,23.1,125.9090909090909,9.40696067233775,11
2024,00-0033280,Christian McCaffrey,0,1.4,0.7,1.365,0.6663294792175803,200
2024,00-0033040,Tyreek Hill,2,2.6,0.9,2.815,0.9408512130114547,200
2024,00-0038120,Breece Hall,1,2.2,0.9,2.35,0.872528814804025,200
2024,00-0036358,CeeDee Lamb,3,3.7,1.3,3.9,0.9771253089275366,200
2024,00-0036963,Amon-Ra St. Brown,5,6.2,1.2,6.495,1.1341988516904253,200
2024,00-0038542,Bijan Robinson,4,4.9,1.3,5.21,1.0917230859894886,200
2024,00-0036900,Ja'Marr Chase,6,7.2,1.8,6.98,1.3336013131035669,200
2024,00-0036223,Jonathan Taylor,9,9.8,2.0,9.965,1.6300491714999084,200
2024,00-0036322,Justin Jefferson,7,8.0,1.6,8.34,1.4611897128314388,200
2024,00-0034844,Saquon Barkley,11,11.3,2.3,11.77,1.769961530399878,200
2024,00-0039139,Jahmyr Gibbs,8,9.4,2.2,9.39,1.8039320536736845,200
2024,00-0035676,A.J. Brown,10,10.9,1.8,11.44,1.5839648744899901,200
2024,00-0037740,Garrett Wilson,12,12.1,1.9,12.905,1.6460627609739935,200
2024,00-0039075,Puka Nacua,14,15.2,2.2,15.995,2.0484029813172375,200
2024,00-0032764,Derrick Henry,16,15.9,2.8,16.39,2.4978181433777227,200
2024,00-0039040,De'Von Achane,21,21.4,4.5,21.325,4.03494472012596,200
2024,00-0030506,Travis Kelce,25,24.4,4.6,24.76,4.164023952547216,200
2024,00-0039849,Marvin Harrison Jr.,13,14.5,2.3,15.225,1.991028874702599,200
2024,00-0033908,Cooper Kupp,18,18.9,2.7,20.175,2.546921483914675,200
2024,00-0037840,Kyren Williams,15,15.9,2.9,16.405,2.3640895917858,200
2024,00-0036973,Travis Etienne Jr.,17,17.6,2.5,18.485,2.4658012651868324,200
2024,00-0037197,Isiah Pacheco,19,19.8,2.9,21.375,2.4359895784117493,200
2024,00-0031381,Davante Adams,20,20.0,2.8,22.0,2.6103774347321487,200
2024,00-0031408,Mike Evans,35,33.5,4.5,35.365,4.012765434480416,200
2024,00-0035719,Deebo Samuel Sr.,23,23.0,3.2,24.99,2.7491250321167744,200
2024,00-0037238,Drake London,22,21.5,3.1,23.36,2.8320491719888645,200
2024,00-0037239,Chris Olave,27,26.2,3.3,28.445,2.810063573379108,200
2024,00-0033873,Patrick Mahomes,32,30.8,6.2,30.96,4.326893810836043,200
2024,00-0035700,Josh Jacobs,24,23.6,3.6,25.095,2.9850506927338696,200
2024,00-0037248,James Cook III,31,30.3,4.1,32.455,3.2774507497574126,200
2024,00-0039065,Sam LaPorta,30,29.4,4.0,31.46,3.4376572599934874,200
2024,00-0036613,Jaylen Waddle,29,29.1,3.7,31.49,3.0752537992250724,200
2024,00-0036554,Nico Collins,33,32.1,4.0,34.975,3.0563181120443024,200
2024,00-0034857,Josh Allen,26,25.1,5.2,25.41,3.7713412833336744,200
2024,00-0037256,Rachaad White,28,29.0,3.3,31.22,2.486465878071539,200
2024,00-0038134,Kenneth Walker III,37,35.6,4.1,38.355,2.808632600648781,200
2024,00-0033906,Alvin Kamara,34,32.3,3.8,35.165,3.1809380431204337,200
2024,00-0033897,Joe Mixon,36,35.0,4.3,37.065,3.461311657733207,200
2024,00-0036389,Jalen Hurts,38,37.3,5.4,39.045,4.46459832358464,200
2024,00-0036912,DeVonta Smith,39,38.3,4.1,41.485,2.891640177230366,200
2024,00-0039337,Malik Nabers,40,38.3,4.6,40.59,3.370266082572218,200
2024,00-0034827,DJ Moore,44,43.7,4.6,45.615,2.9935903050639485,200
2024,00-0035640,DK Metcalf,41,40.7,5.7,42.22,3.6782123689580213,200
2024,00-0031588,Stefon Diggs,43,41.8,4.8,43.87,3.5519263653013153,200
2024,00-0034796,Lamar Jackson,45,44.2,4.9,47.17,4.010175499612011,200
2024,00-0036261,Brandon Aiyuk,49,48.1,5.3,49.535,3.5555569078026465,200
2024,00-0033293,Aaron Jones Sr.,47,46.0,5.7,47.175,3.62076298908332,200
2024,00-0037744,Trey McBride,52,50.4,5.5,53.425,4.097354827558211,200
2024,00-0036252,Michael Pittman Jr.,46,45.2,5.4,46.965,3.4762330157657004,200
2024,00-0033553,James Conner,48,47.6,5.0,49.92,3.3913279888029395,200
2024,00-0039163,C.J. Stroud,51,49.9,6.6,52.73,5.390024286498645,200
2024,00-0031544,Amari Cooper,50,49.2,3.7,52.345,2.8045144869545044,200
2024,00-0036275,D'Andre Swift,57,56.5,6.5,57.255,4.644116069862139,200
2024,00-0034753,Mark Andrews,42,41.2,4.9,43.475,3.8670590541965115,200
2024,00-0036410,Tee Higgins,53,51.8,4.5,54.04,3.1905009767138544,200
2024,00-0038933,Dalton Kincaid,60,59.1,6.0,64.255,5.53108847321144,200
2024,00-0039164,Anthony Richardson Sr.,55,55.2,4.3,60.66,4.751556211617495,200
2024,00-0036442,Joe Burrow,61,59.7,7.5,64.0,7.208314573808144,200
2024,00-0034775,Christian Kirk,56,55.6,4.3,58.795,3.912738505582161,200
2024,00-0035685,David Montgomery,54,54.6,5.7,56.105,3.6730684938895464,200
2024,00-0039064,Zay Flowers,58,56.8,4.2,60.72,3.553128708348524,200
2024,00-0036875,Rhamondre Stevenson,63,62.0,5.8,64.765,5.077269772398207,200
2024,00-0039067,Rashee Rice,66,64.2,9.6,61.855,7.268986575111123,200
2024,00-0037247,George Pickens,62,59.8,5.8,62.44,4.4930320145105895,200
2024,00-0038977,Tank Dell,59,57.5,4.4,61.305,4.306355592895495,200
2024,00-0033881,Evan Engram,81,79.5,9.1,83.21,5.820247106602052,200
2024,00-0039146,Jayden Reed,68,65.1,5.9,68.735,4.335754702957849,200
2024,00-0038040,Zamir White,71,67.8,6.1,71.715,4.2631734941479955,200
2024,00-0035659,Terry McLaurin,74,70.2,7.4,71.945,5.169681132823897,200
2024,00-0034791,Nick Chubb,67,65.0,7.1,66.835,5.593227688901955,200
2024,00-0030279,Keenan Allen,64,63.5,5.7,66.935,4.639872529006281,200
2024,00-0033921,Chris Godwin Jr.,72,68.4,6.3,71.315,4.647988163695045,200
2024,00-0031687,Raheem Mostert,65,64.1,6.2,67.245,4.420711305006362,200
2024,00-0036893,Najee Harris,70,67.1,5.7,70.92,3.750189274955326,200
2024,00-0036997,Javonte Williams,80,77.5,6.3,80.515,4.496763213355238,200
2024,00-0036251,Zack Moss,77,74.4,8.0,76.32,4.837832481140484,200
2024,00-0039344,Jonathon Brooks,87,85.4,5.8,89.8,5.035551997507125,200
2024,00-0036970,Kyle Pitts Sr.,75,72.8,7.8,77.755,5.16316437193881,200
2024,00-0033288,George Kittle,69,66.7,8.1,71.03,7.03252315385792,200
2024,00-0033077,Dak Prescott,73,69.8,7.2,78.225,6.214294997146321,200
2024,00-0034837,Calvin Ridley,78,74.7,5.8,78.545,3.8551636064064523,200
2024,00-0036264,Jordan Love,76,73.2,8.3,81.505,5.5128880519530625,200
2024,00-0035662,Hollywood Brown,85,82.2,4.8,87.975,4.257346591481601,200
2024,00-0039894,Xavier Worthy,84,81.9,7.1,84.975,5.386039557091348,200
2024,00-0035261,Tony Pollard,83,81.7,7.4,83.74,5.50672498863912,200
2024,00-0037228,Jaylen Warren,82,79.6,5.7,83.12,4.649050262334076,200
2024,00-0035228,Kyler Murray,79,76.1,8.2,82.635,6.171076561642081,200
2024,00-0038543,Jaxon Smith-Njigba,93,90.5,10.8,89.92,7.571674270350079,200
2024,00-0033106,Jared Goff,97,94.3,13.1,96.1,9.686025783435998,200
2024,00-0033699,Austin Ekeler,89,88.0,6.7,92.685,5.41687063138727,200
2024,00-0039032,Tyjae Spears,94,91.4,5.6,97.9,4.311956032257356,200
2024,00-0039901,Keon Coleman,90,88.1,6.7,92.495,4.906151917049229,200
2024,00-0036212,Tua Tagovailoa,91,88.6,8.9,95.735,7.147039658445795,200
2024,00-0037267,Jerome Ford,102,98.5,8.9,100.93,6.85199600453993,200
2024,00-0035216,Diontae Johnson,96,92.1,7.7,96.48,5.527419091135141,200
2024,00-0037746,Brian Robinson Jr.,100,97.9,7.9,102.03,5.471635401765111,200
2024,00-0038041,Jake Ferguson,92,89.2,9.1,93.425,6.071961675847833,200
2024,00-0038124,Christian Watson,86,84.2,7.7,86.665,5.742618158695815,200
2024,00-0034348,Courtland Sutton,115,110.8,8.2,116.285,5.696139484346011,200
2024,00-0035250,Devin Singletary,88,87.9,6.1,92.41,5.313479587486261,200
2024,00-0038597,Chase Brown,95,91.9,7.4,96.98,5.312316210240872,200
2024,00-0033045,Ezekiel Elliott,98,96.2,8.3,99.595,5.583624208028547,200
2024,00-0039919,Rome Odunze,99,97.7,7.0,102.49,5.066383444433529,200
2024,00-0039910,Jayden Daniels,103,99.2,12.1,104.58291457286433,8.984380922093154,199
2024,00-0034184,Gus Edwards,104,100.6,6.5,106.835,4.705153274515445,200
2024,00-0032211,Tyler Lockett,110,106.6,7.3,112.435,6.090257068119448,200
2024,00-0039893,Brian Thomas Jr.,116,114.2,8.5,119.005,5.949956716197447,200
2024,00-0039915,Ladd McConkey,101,98.4,6.0,104.6,4.726701655775787,200
2024,00-0039921,Trey Benson,112,108.5,5.7,116.875,4.744674348505578,200
2024,00-0033536,Mike Williams,118,116.1,8.1,121.765,6.029223222216654,200
2024,00-0036355,Justin Herbert,117,114.6,12.7,121.67391304347827,10.314305091592544,184
2024,00-0034351,Dallas Goedert,108,105.5,11.5,107.745,8.48409537734338,200
2024,00-0037816,Romeo Doubs,106,103.0,7.1,108.33,5.273533042825165,200
2024,00-0036555,Chuba Hubbard,113,108.8,6.6,116.245,5.089646106306133,200
2024,00-0037240,Jameson Williams,111,107.8,8.1,113.585,5.301253762770316,200
2024,00-0030564,DeAndre Hopkins,107,104.5,5.9,111.73,4.395875179411356,200
2024,00-0036158,J.K. Dobbins,119,116.2,7.6,123.665,5.561241953044438,200
2024,00-0036945,Justin Fields,140,134.7,55.4,70.70285714285714,36.008663434853176,175
2024,00-0037261,Khalil Shakir,121,117.4,9.7,121.405,7.134809213466244,200
2024,00-0033885,David Njoku,105,101.1,9.4,105.435,7.287062604852189,200
2024,00-0037834,Brock Purdy,109,105.7,10.4,113.46464646464646,9.183203748836917,198
2024,00-0036139,Rico Dowdle,124,118.9,9.5,123.495,6.383865891338333,200
2024,00-0039738,Blake Corum,114,110.3,7.2,116.63,5.486676415686664,200
2024,00-0037263,Tyler Allgeier,128,125.1,10.4,129.03571428571428,5.905560178818011,196
2024,00-0035229,T.J. Hockenson,123,118.7,9.9,124.85353535353535,7.6724679267870695,198
2024,00-0039918,Caleb Williams,120,116.7,13.3,123.68888888888888,11.251958930076205,180
2024,00-0033282,Curtis Samuel,126,122.6,8.6,128.05527638190955,6.148988567482072,199
2024,00-0034383,Dalton Schultz,122,117.9,16.1,115.15577889447236,11.09194148608184,199
2024,00-0038794,Jaleel McLaughlin,129,126.6,8.6,131.30107526881721,5.460986835355456,186
2024,00-0036988,Joshua Palmer,135,130.5,8.1,133.80597014925374,5.130591740542682,134
2024,00-0039391,Kimani Vidal,147,143.9,14.2,133.12857142857143,5.803350927488156,70
2024,00-0036567,Elijah Mitchell,131,129.8,14.5,128.0054644808743,8.683378885922156,183
2024,00-0038544,Quentin Johnston,155,152.2,19.5,130.2987012987013,7.8607367658323755,77
2024,00-0036894,Pat Freiermuth,142,135.5,11.6,134.98076923076923,4.526042805830398,104
2024,00-0039338,Brock Bowers,125,121.7,10.0,128.0204081632653,7.432402506056543,196
2024,00-0026498,Matthew Stafford,127,123.1,11.3,129.904,7.741201040432105,125
2024,00-0039165,Zach Charbonnet,136,130.7,6.7,135.56701030927834,3.6824675165314464,97
2024,00-0038994,Jordan Addison,139,134.1,9.7,133.7904761904762,4.648604501301849,105
2024,00-0037838,Isaiah Likely,153,152.0,22.8,127.82608695652173,9.87861106237811,69
2024,00-0037276,Ty Chandler,133,130.3,7.1,135.21008403361344,3.505138962355257,119
2024,00-0036290,Cole Kmet,144,137.1,13.8,131.22222222222223,7.6727707340034135,90
2024,00-0034960,Jakobi Meyers,137,131.7,13.8,127.89820359281437,8.896076521499383,167
2024,00-0037525,Jordan Mason,149,149.1,18.1,131.41095890410958,7.6026961892153695,73
2024,00-0037258,Dameon Pierce,151,151.4,16.3,132.0681818181818,7.726119177670553,44
2024,00-0039342,Xavier Legette,146,141.3,11.9,134.0222222222222,4.7409669558822785,45
2024,00-0036971,Trevor Lawrence,130,126.7,11.0,131.984375,7.0406804043043705,64
2024,00-0036407,Jerry Jeudy,138,132.9,8.2,135.04,4.5989019330595635,100
2024,00-0039144,Luke Musgrave,152,151.7,19.6,130.59322033898306,9.98985458467877,59
2024,00-0036906,Khalil Herbert,143,136.4,9.8,134.320987654321,4.070709890466978,81
2024,00-0031236,Brandin Cooks,141,135.1,9.4,132.93421052631578,5.82714458676698,76
2024,00-0037741,Jahan Dotson,154,152.0,12.7,137.21428571428572,3.7040221678305616,14
2024,00-0037545,Rashid Shaheed,145,139.8,7.7,136.53333333333333,2.474633209954462,15
2024,00-0029604,Kirk Cousins,132,130.1,10.8,132.13953488372093,5.76351990395435,43
2024,00-0039875,Ray Davis,148,147.7,13.2,134.91176470588235,6.350221408971423,34
2024,00-0038997,Josh Downs,157,155.9,13.6,136.14285714285714,3.9761191895520196,7
2024,00-0023459,Aaron Rodgers,134,130.4,13.6,128.4375,7.760042137015364,64
2024,00-0034855,Baker Mayfield,159,156.0,14.3,133.0,,1
2024,00-0033537,Deshaun Watson,150,149.3,13.2,131.8,6.058052492344384,5
