name,position,value,mu,sigma,d_shift,S_5,Sfree_5,S_16,Sfree_16,S_25,Sfree_25,S_36,Sfree_36,S_45,Sfree_45,S_56,Sfree_56,S_65,Sfree_65,S_76,Sfree_76,S_85,Sfree_85,S_96,Sfree_96,S_105,Sfree_105,S_116,Sfree_116,S_125,Sfree_125,S_136,Sfree_136
Patrick Mahomes,QB,2.866695388681037,99.0,12.4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999,0.999,0.9953333333333333,0.9953333333333333,0.975,0.975,0.8693333333333333,0.8693333333333333,0.667,0.667,0.35233333333333333,0.35233333333333333,0.164,0.164,0.037333333333333336,0.037333333333333336
Aaron Jones Sr.,RB,2.851718008404882,92.0,12.6,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996666666666667,0.9996666666666667,0.999,0.999,0.9963333333333333,0.9963333333333333,0.976,0.976,0.9136666666666666,0.9136666666666666,0.7036666666666667,0.7036666666666667,0.4573333333333333,0.4573333333333333,0.176,0.176,0.057666666666666665,0.057666666666666665,0.008666666666666666,0.008666666666666666
Deebo Samuel Sr.,WR,2.850553937492993,100.0,10.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996666666666667,0.9996666666666667,0.998,0.998,0.989,0.989,0.927,0.927,0.75,0.75,0.375,0.375,0.13933333333333334,0.13933333333333334,0.027,0.027
Bo Nix,QB,2.8000296798205873,120.0,13.7,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9993333333333333,0.9993333333333333,0.9966666666666667,0.9966666666666667,0.9723333333333334,0.9723333333333334,0.8783333333333333,0.8783333333333333,0.7306666666666667,0.7306666666666667,0.4646666666666667,0.4646666666666667
J.K. Dobbins,RB,2.794218008404882,95.0,11.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996666666666667,0.9996666666666667,0.9933333333333333,0.9933333333333333,0.9646666666666667,0.9646666666666667,0.8066666666666666,0.8066666666666666,0.553,0.553,0.22333333333333333,0.22333333333333333,0.07233333333333333,0.07233333333333333,0.013,0.013
Jalen Hurts,QB,2.7851953886810374,76.0,11.6,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9983333333333333,0.9983333333333333,0.988,0.988,0.9443333333333334,0.9443333333333334,0.7593333333333333,0.7593333333333333,0.5343333333333333,0.5343333333333333,0.22033333333333333,0.22033333333333333,0.078,0.078,0.012,0.012,0.0006666666666666666,0.0006666666666666666,0.0,0.0
Jonathon Brooks,RB,2.726867275114871,115.0,14.6,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9993333333333333,0.9993333333333333,0.997,0.997,0.9823333333333333,0.9823333333333333,0.934,0.934,0.7883333333333333,0.7883333333333333,0.6076666666666667,0.6076666666666667,0.3303333333333333,0.3303333333333333
Jacory Croskey-Merritt,RB,2.726867275114871,116.0,15.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996666666666667,0.9996666666666667,0.997,0.997,0.982,0.982,0.9333333333333333,0.9333333333333333,0.7906666666666666,0.7906666666666666,0.613,0.613,0.352,0.352
Jayden Reed,WR,2.6780229497073087,97.0,8.8,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9936666666666667,0.9936666666666667,0.9003333333333333,0.9003333333333333,0.6523333333333333,0.6523333333333333,0.212,0.212,0.048,0.048,0.004666666666666667,0.004666666666666667
Chris Godwin Jr.,WR,2.678022949707307,90.5,8.4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9966666666666667,0.9966666666666667,0.9626666666666667,0.9626666666666667,0.749,0.749,0.37466666666666665,0.37466666666666665,0.064,0.064,0.007666666666666666,0.007666666666666666,0.0003333333333333333,0.0003333333333333333
Jared Goff,QB,2.6731953886810373,109.0,13.6,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9946666666666667,0.9946666666666667,0.9676666666666667,0.9676666666666667,0.871,0.871,0.6443333333333333,0.6443333333333333,0.4156666666666667,0.4156666666666667,0.17433333333333334,0.17433333333333334
Khalil Shakir,WR,2.6580539374929932,104.0,8.7,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9993333333333333,0.9993333333333333,0.9846666666666667,0.9846666666666667,0.9026666666666666,0.9026666666666666,0.5253333333333333,0.5253333333333333,0.19166666666666668,0.19166666666666668,0.024,0.024
Xavier Worthy,WR,2.598053937492993,107.0,8.2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.995,0.995,0.947,0.947,0.6666666666666666,0.6666666666666666,0.29733333333333334,0.29733333333333334,0.04733333333333333,0.04733333333333333
Caleb Williams,QB,2.5531953886810372,110.5,12.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9993333333333333,0.9993333333333333,0.997,0.997,0.9803333333333333,0.9803333333333333,0.9156666666666666,0.9156666666666666,0.7176666666666667,0.7176666666666667,0.459,0.459,0.189,0.189
Matthew Stafford,QB,2.541695388681041,86.0,11.3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996666666666667,0.9996666666666667,0.9996666666666667,0.9996666666666667,0.996,0.996,0.949,0.949,0.829,0.829,0.5243333333333333,0.5243333333333333,0.26166666666666666,0.26166666666666666,0.06166666666666667,0.06166666666666667,0.009666666666666667,0.009666666666666667,0.001,0.001
Justin Herbert,QB,2.505195388681037,112.0,14.4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9976666666666667,0.9976666666666667,0.969,0.969,0.8973333333333333,0.8973333333333333,0.7123333333333334,0.7123333333333334,0.5143333333333333,0.5143333333333333,0.25666666666666665,0.25666666666666665
Jaxson Dart,QB,2.4681953886810373,106.0,12.2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.998,0.998,0.9936666666666667,0.9936666666666667,0.9563333333333334,0.9563333333333334,0.852,0.852,0.5883333333333334,0.5883333333333334,0.3406666666666667,0.3406666666666667,0.11133333333333334,0.11133333333333334
Trevor Lawrence,QB,2.3856953886810373,94.0,12.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9976666666666667,0.9976666666666667,0.9823333333333333,0.9823333333333333,0.936,0.936,0.7596666666666667,0.7596666666666667,0.516,0.516,0.23,0.23,0.081,0.081,0.012666666666666666,0.012666666666666666
Theo Wease Jr.,WR,2.248894419978239,134.0,10.2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9986666666666667,0.9986666666666667,0.9863333333333333,0.9863333333333333,0.8963333333333333,0.8963333333333333
Matthew Golden,WR,2.248894419978239,121.0,8.7,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9986666666666667,0.9986666666666667,0.977,0.977,0.856,0.856,0.4693333333333333,0.4693333333333333
KC Concepcion,WR,2.248894419978239,128.0,10.8,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.986,0.986,0.9356666666666666,0.9356666666666666,0.7406666666666667,0.7406666666666667
Jayden Higgins,WR,2.248894419978239,132.0,10.2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996666666666667,0.9996666666666667,0.9986666666666667,0.9986666666666667,0.9726666666666667,0.9726666666666667,0.8583333333333333,0.8583333333333333
Makai Lemon,WR,2.248894419978239,110.5,10.6,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996666666666667,0.9996666666666667,0.9926666666666667,0.9926666666666667,0.9503333333333334,0.9503333333333334,0.7546666666666667,0.7546666666666667,0.4693333333333333,0.4693333333333333,0.14633333333333334,0.14633333333333334
Jerry Jeudy,WR,2.1888944199782387,131.0,13.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9993333333333333,0.9993333333333333,0.9963333333333333,0.9963333333333333,0.9773333333333334,0.9773333333333334,0.9186666666666666,0.9186666666666666,0.7626666666666667,0.7626666666666667
Romeo Doubs,WR,2.0938944199782386,114.0,9.1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9983333333333333,0.9983333333333333,0.986,0.986,0.866,0.866,0.5896666666666667,0.5896666666666667,0.20466666666666666,0.20466666666666666
Tre Tucker,WR,1.9663944199782388,133.0,8.9,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996666666666667,0.9996666666666667,0.994,0.994,0.891,0.891
Blake Corum,RB,1.9576068193802303,123.0,18.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996666666666667,0.9996666666666667,0.9953333333333333,0.9953333333333333,0.9776666666666667,0.9776666666666667,0.9483333333333334,0.9483333333333334,0.8593333333333333,0.8593333333333333,0.7273333333333334,0.7273333333333334,0.535,0.535
Calvin Ridley,WR,1.8888944199782387,129.0,12.6,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9986666666666667,0.9986666666666667,0.9803333333333333,0.9803333333333333,0.9156666666666666,0.9156666666666666,0.727,0.727
Colston Loveland,TE,1.8436959166097733,61.0,9.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999,0.999,0.9916666666666667,0.9916666666666667,0.9103333333333333,0.9103333333333333,0.646,0.646,0.239,0.239,0.06266666666666666,0.06266666666666666,0.004333333333333333,0.004333333333333333,0.0006666666666666666,0.0006666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Warren,TE,1.8436959166097733,67.0,9.3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996666666666667,0.9983333333333333,0.9983333333333333,0.973,0.973,0.8543333333333333,0.8543333333333333,0.485,0.485,0.19266666666666668,0.19266666666666668,0.028333333333333332,0.028333333333333332,0.0023333333333333335,0.0023333333333333335,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Mason,RB,1.8326068193802303,124.0,16.2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9983333333333333,0.9983333333333333,0.9926666666666667,0.9926666666666667,0.9746666666666667,0.9746666666666667,0.8983333333333333,0.8983333333333333,0.787,0.787,0.5703333333333334,0.5703333333333334
Tyjae Spears,RB,1.8073105765241144,126.0,13.8,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9986666666666667,0.9986666666666667,0.9893333333333333,0.9893333333333333,0.948,0.948,0.85,0.85,0.6236666666666667,0.6236666666666667
Ricky Pearsall,WR,1.7838944199782405,118.0,10.2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9986666666666667,0.9986666666666667,0.9926666666666667,0.9926666666666667,0.9226666666666666,0.9226666666666666,0.7346666666666667,0.7346666666666667,0.378,0.378
Jalen Coker,WR,1.7838944199782405,125.0,10.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9993333333333333,0.9993333333333333,0.9863333333333333,0.9863333333333333,0.908,0.908,0.6376666666666667,0.6376666666666667
Rashid Shaheed,WR,1.7838944199782387,119.0,11.2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9986666666666667,0.9986666666666667,0.988,0.988,0.9166666666666666,0.9166666666666666,0.7466666666666667,0.7466666666666667,0.4046666666666667,0.4046666666666667
Jauan Jennings,WR,1.7838944199782387,140.0,7.8,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9993333333333333,0.9993333333333333,0.9866666666666667,0.9866666666666667
John Metchie III,WR,1.7838944199782387,117.0,10.2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9923333333333333,0.9923333333333333,0.9053333333333333,0.9053333333333333,0.711,0.711,0.33466666666666667,0.33466666666666667
Brock Purdy,QB,1.6251953886810373,82.0,12.4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996666666666667,0.9996666666666667,0.997,0.997,0.9796666666666667,0.9796666666666667,0.8836666666666667,0.8836666666666667,0.7036666666666667,0.7036666666666667,0.37733333333333335,0.37733333333333335,0.16533333333333333,0.16533333333333333,0.041,0.041,0.007666666666666666,0.007666666666666666,0.0003333333333333333,0.0003333333333333333
Jalen McMillan,WR,1.6233893674028932,142.0,10.8,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996666666666667,0.9996666666666667,0.9963333333333333,0.9963333333333333,0.9716666666666667,0.9716666666666667
Jayden Daniels,QB,1.571195388681037,72.5,11.6,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.997,0.997,0.9726666666666667,0.9726666666666667,0.9093333333333333,0.9093333333333333,0.684,0.684,0.4216666666666667,0.4216666666666667,0.13433333333333333,0.13433333333333333,0.036333333333333336,0.036333333333333336,0.0023333333333333335,0.0023333333333333335,0.0003333333333333333,0.0003333333333333333,0.0,0.0
Denzel Boston,WR,1.4172485880399446,153.0,14.7,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9993333333333333,0.9993333333333333,0.9986666666666667,0.9986666666666667,0.9873333333333333,0.9873333333333333
De'Zhaun Stribling,WR,1.4172485880399446,157.5,17.7,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996666666666667,0.9996666666666667,0.999,0.999,0.998,0.998,0.9923333333333333,0.9923333333333333,0.9726666666666667,0.9726666666666667
Ja'Kobi Lane,WR,1.4172485880399446,145.0,19.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996666666666667,0.9996666666666667,0.9986666666666667,0.9986666666666667,0.995,0.995,0.9786666666666667,0.9786666666666667,0.9513333333333334,0.9513333333333334,0.8803333333333333,0.8803333333333333
Antonio Williams,WR,1.4172485880399446,157.5,13.2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996666666666667,0.9996666666666667,0.999,0.999,0.997,0.997
Jaydon Blue,RB,1.417211010532216,169.0,12.9,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Woody Marks,RB,1.417211010532216,143.0,15.3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996666666666667,0.9996666666666667,0.9956666666666667,0.9956666666666667,0.985,0.985,0.9246666666666666,0.9246666666666666
Kaelon Black,RB,1.4136665205956662,173.0,25.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996666666666667,0.9996666666666667,0.9996666666666667,0.9996666666666667,0.9993333333333333,0.9993333333333333,0.998,0.998,0.9943333333333333,0.9943333333333333,0.98,0.98
Nicholas Singleton,RB,1.4065907308935524,189.0,10.2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Demond Claiborne,RB,1.4065907308935524,194.0,10.2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Jordan James,RB,1.4065907308935524,190.5,17.9,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Emmett Johnson,RB,1.4065907308935524,199.0,9.3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Dylan Sampson,RB,1.4065907308935524,183.0,16.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Mike Washington Jr.,RB,1.4065907308935524,177.0,26.3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996666666666667,0.9996666666666667,0.997,0.997,0.9923333333333333,0.9923333333333333,0.982,0.982
Tyrone Tracy Jr.,RB,1.254711010532216,156.0,17.9,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9983333333333333,0.9983333333333333,0.9936666666666667,0.9936666666666667,0.9693333333333334,0.9693333333333334
Zach Charbonnet,RB,1.124711010532216,137.0,15.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999,0.999,0.9863333333333333,0.9863333333333333,0.9536666666666667,0.9536666666666667,0.8376666666666667,0.8376666666666667
Rashod Bateman,WR,1.1147485880399446,146.0,14.6,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9993333333333333,0.9993333333333333,0.992,0.992,0.957,0.957
