year,name,pos,adp,stdev,team,gsis_id,adp_rank,games,ppg,rookie_season,exp,tier,in_fit,m_ols,m_iso,resid_iso,resid_ols
2024,Evan Engram,TE,79.5,9.1,JAX,00-0033881,8,9,9.944444444444445,2017,7,vet,True,10.979396504733481,10.353369451689588,-0.40892500724514314,-1.0349520602890365
2024,Jake Ferguson,TE,89.2,9.1,DAL,00-0038041,9,13,7.869230769230769,2022,2,vet,True,10.691908531515773,10.353369451689588,-2.484138682458819,-2.8226777622850046
2024,David Njoku,TE,101.1,9.4,CLE,00-0033885,10,11,13.5,2017,7,vet,True,10.379186157007306,10.353369451689588,3.1466305483104122,3.1208138429926944
2024,Dallas Goedert,TE,105.5,11.5,PHI,00-0034351,11,9,11.511111111111111,2018,6,vet,True,10.272803270094657,10.353369451689588,1.1577416594215233,1.2383078410164536
2024,Dalton Schultz,TE,117.9,16.1,HOU,00-0034383,12,17,6.952941176470588,2018,6,vet,True,9.995299519839127,10.059453965152493,-3.106512788681904,-3.042358343368539
2024,T.J. Hockenson,TE,118.7,9.9,MIN,00-0035229,13,10,8.65,2019,5,vet,True,9.978412203449627,10.059453965152493,-1.4094539651524922,-1.328412203449627
2024,Brock Bowers,TE,121.7,10.0,LV,00-0039338,14,17,15.452941176470588,2024,0,rookie,True,9.916082784896771,10.059453965152493,5.393487211318096,5.536858391573817
2024,Pat Freiermuth,TE,135.5,11.6,PIT,00-0036894,15,17,10.01764705882353,2021,3,vet,True,9.647851682284468,10.059453965152493,-0.04180690632896322,0.36979537653906114
2024,Cole Kmet,TE,137.1,13.8,CHI,00-0036290,16,11,10.200000000000001,2020,4,vet,True,9.618537157604871,10.059453965152493,0.1405460348475085,0.5814628423951298
2024,Luke Musgrave,TE,151.7,19.6,GB,00-0039144,17,2,2.15,2023,1,soph,False,9.36583450987843,9.359024349638846,-7.209024349638845,-7.21583450987843
2024,Isaiah Likely,TE,152.0,22.8,BAL,00-0037838,18,12,9.533333333333333,2022,2,vet,True,9.360900950695061,9.359024349638846,0.17430898369448755,0.17243238263827187
2024,Taysom Hill,TE,155.9,15.0,NO,00-0033357,19,6,14.173333333333334,2017,7,vet,True,9.297636187905526,9.359024349638846,4.814308983694488,4.875697145427807
2024,Dawson Knox,TE,165.9,19.5,BUF,00-0035689,20,11,4.3999999999999995,2019,5,vet,True,9.142384063391763,4.3999999999999995,0.0,-4.742384063391763
